County,State,State_FIPS,County_FIPS,housing_cost_burden
Franklin County,Arkansas,05,047,233.0
Fulton County,Arkansas,05,049,91.0
Garland County,Arkansas,05,051,1365.0
Grant County,Arkansas,05,053,113.0
Greene County,Arkansas,05,055,610.0
Hempstead County,Arkansas,05,057,219.0
Hot Spring County,Arkansas,05,059,226.0
Howard County,Arkansas,05,061,170.0
Independence County,Arkansas,05,063,450.0
Izard County,Arkansas,05,065,38.0
Jackson County,Arkansas,05,067,168.0
Jefferson County,Arkansas,05,069,723.0
Johnson County,Arkansas,05,071,285.0
Lafayette County,Arkansas,05,073,27.0
Lawrence County,Arkansas,05,075,211.0
Lee County,Arkansas,05,077,46.0
Lincoln County,Arkansas,05,079,32.0
Little River County,Arkansas,05,081,164.0
Logan County,Arkansas,05,083,115.0
Lonoke County,Arkansas,05,085,750.0
Madison County,Arkansas,05,087,71.0
Marion County,Arkansas,05,089,114.0
Miller County,Arkansas,05,091,319.0
Mississippi County,Arkansas,05,093,498.0
Monroe County,Arkansas,05,095,172.0
Montgomery County,Arkansas,05,097,15.0
Nevada County,Arkansas,05,099,51.0
Newton County,Arkansas,05,101,16.0
Ouachita County,Arkansas,05,103,143.0
Perry County,Arkansas,05,105,74.0
Phillips County,Arkansas,05,107,177.0
Pike County,Arkansas,05,109,81.0
Poinsett County,Arkansas,05,111,285.0
Polk County,Arkansas,05,113,83.0
Pope County,Arkansas,05,115,787.0
Prairie County,Arkansas,05,117,35.0
Pulaski County,Arkansas,05,119,5644.0
Randolph County,Arkansas,05,121,277.0
Saint Francis County,Arkansas,05,123,389.0
Saline County,Arkansas,05,125,796.0
Scott County,Arkansas,05,127,90.0
Searcy County,Arkansas,05,129,38.0
Sebastian County,Arkansas,05,131,1539.0
Sevier County,Arkansas,05,133,131.0
Sharp County,Arkansas,05,135,134.0
Stone County,Arkansas,05,137,235.0
Union County,Arkansas,05,139,210.0
Van Buren County,Arkansas,05,141,152.0
Washington County,Arkansas,05,143,3363.0
White County,Arkansas,05,145,1002.0
Woodruff County,Arkansas,05,147,102.0
Yell County,Arkansas,05,149,234.0
Alameda County,California,06,001,23925.0
Alpine County,California,06,003,0.0
Amador County,California,06,005,331.0
Butte County,California,06,007,3188.0
Calaveras County,California,06,009,281.0
Colusa County,California,06,011,172.0
Contra Costa County,California,06,013,11277.0
Del Norte County,California,06,015,359.0
El Dorado County,California,06,017,1490.0
Fresno County,California,06,019,12197.0
Glenn County,California,06,021,345.0
Humboldt County,California,06,023,2375.0
Imperial County,California,06,025,1754.0
Inyo County,California,06,027,437.0
Kern County,California,06,029,9946.0
Kings County,California,06,031,1962.0
Lake County,California,06,033,598.0
Lassen County,California,06,035,322.0
Los Angeles County,California,06,037,163104.0
Madera County,California,06,039,1491.0
Marin County,California,06,041,3343.0
Mariposa County,California,06,043,179.0
Mendocino County,California,06,045,1040.0
Merced County,California,06,047,3029.0
Modoc County,California,06,049,34.0
Mono County,California,06,051,279.0
Monterey County,California,06,053,6586.0
Napa County,California,06,055,1717.0
Nevada County,California,06,057,934.0
Orange County,California,06,059,43177.0
Placer County,California,06,061,3493.0
Plumas County,California,06,063,189.0
Riverside County,California,06,065,22099.0
Sacramento County,California,06,067,21597.0
San Benito County,California,06,069,675.0
San Bernardino County,California,06,071,22754.0
San Diego County,California,06,073,51417.0
San Francisco County,California,06,075,16979.0
San Joaquin County,California,06,077,9364.0
San Luis Obispo County,California,06,079,3569.0
San Mateo County,California,06,081,8003.0
Santa Barbara County,California,06,083,6686.0
Santa Clara County,California,06,085,24872.0
Santa Cruz County,California,06,087,3150.0
Shasta County,California,06,089,2103.0
Sierra County,California,06,091,29.0
Siskiyou County,California,06,093,515.0
Solano County,California,06,095,5770.0
Sonoma County,California,06,097,7012.0
Stanislaus County,California,06,099,5949.0
Sutter County,California,06,101,1558.0
Tehama County,California,06,103,817.0
Trinity County,California,06,105,143.0
Tulare County,California,06,107,5141.0
Tuolumne County,California,06,109,546.0
Ventura County,California,06,111,10022.0
Yolo County,California,06,113,3179.0
Yuba County,California,06,115,1167.0
Alamosa County,Colorado,08,003,216.0
Archuleta County,Colorado,08,007,213.0
Baca County,Colorado,08,009,13.0
Bent County,Colorado,08,011,98.0
Chaffee County,Colorado,08,015,91.0
Cheyenne County,Colorado,08,017,18.0
Clear Creek County,Colorado,08,019,90.0
Conejos County,Colorado,08,021,71.0
Costilla County,Colorado,08,023,13.0
Crowley County,Colorado,08,025,23.0
Custer County,Colorado,08,027,32.0
Delta County,Colorado,08,029,180.0
Dolores County,Colorado,08,033,14.0
Douglas County,Colorado,08,035,2616.0
Eagle County,Colorado,08,037,337.0
Elbert County,Colorado,08,039,23.0
El Paso County,Colorado,08,041,9329.0
Fremont County,Colorado,08,043,342.0
Garfield County,Colorado,08,045,675.0
Gilpin County,Colorado,08,047,46.0
Grand County,Colorado,08,049,86.0
Gunnison County,Colorado,08,051,238.0
Huerfano County,Colorado,08,055,73.0
Jackson County,Colorado,08,057,0.0
Kiowa County,Colorado,08,061,2.0
Kit Carson County,Colorado,08,063,65.0
Lake County,Colorado,08,065,204.0
La Plata County,Colorado,08,067,766.0
Larimer County,Colorado,08,069,4148.0
Las Animas County,Colorado,08,071,151.0
Lincoln County,Colorado,08,073,56.0
Logan County,Colorado,08,075,325.0
Mesa County,Colorado,08,077,1691.0
Moffat County,Colorado,08,081,171.0
Montezuma County,Colorado,08,083,137.0
Montrose County,Colorado,08,085,275.0
Morgan County,Colorado,08,087,391.0
Otero County,Colorado,08,089,196.0
Ouray County,Colorado,08,091,41.0
Park County,Colorado,08,093,84.0
Phillips County,Colorado,08,095,32.0
Pitkin County,Colorado,08,097,402.0
Prowers County,Colorado,08,099,178.0
Pueblo County,Colorado,08,101,2265.0
Rio Blanco County,Colorado,08,103,36.0
Rio Grande County,Colorado,08,105,170.0
Routt County,Colorado,08,107,212.0
Saguache County,Colorado,08,109,70.0
San Miguel County,Colorado,08,113,82.0
Sedgwick County,Colorado,08,115,12.0
Summit County,Colorado,08,117,464.0
Teller County,Colorado,08,119,99.0
Washington County,Colorado,08,121,49.0
Yuma County,Colorado,08,125,87.0
Adams County,Colorado,08,001,5999.0
Arapahoe County,Colorado,08,005,9048.0
Boulder County,Colorado,08,013,4253.0
Broomfield County,Colorado,08,014,896.0
Denver County,Colorado,08,031,12909.0
Jefferson County,Colorado,08,059,6116.0
Weld County,Colorado,08,123,2551.0
Fairfield County,Connecticut,09,001,8750.0
Hartford County,Connecticut,09,003,10330.0
Litchfield County,Connecticut,09,005,1401.0
Middlesex County,Connecticut,09,007,1971.0
New Haven County,Connecticut,09,009,10579.0
New London County,Connecticut,09,011,3677.0
Tolland County,Connecticut,09,013,1206.0
Windham County,Connecticut,09,015,1641.0
Kent County,Delaware,10,001,2068.0
New Castle County,Delaware,10,003,5297.0
Sussex County,Delaware,10,005,1574.0
Alachua County,Florida,12,001,2737.0
Baker County,Florida,12,003,183.0
Bay County,Florida,12,005,2579.0
Bradford County,Florida,12,007,254.0
Brevard County,Florida,12,009,4670.0
Broward County,Florida,12,011,25199.0
Calhoun County,Florida,12,013,95.0
Charlotte County,Florida,12,015,1276.0
Citrus County,Florida,12,017,1176.0
Clay County,Florida,12,019,1415.0
Collier County,Florida,12,021,3702.0
Columbia County,Florida,12,023,503.0
Miami-Dade County,Florida,12,086,38877.0
DeSoto County,Florida,12,027,439.0
Dixie County,Florida,12,029,63.0
Duval County,Florida,12,031,15005.0
Escambia County,Florida,12,033,4107.0
Flagler County,Florida,12,035,707.0
Franklin County,Florida,12,037,111.0
Gadsden County,Florida,12,039,436.0
Gilchrist County,Florida,12,041,71.0
Glades County,Florida,12,043,241.0
Gulf County,Florida,12,045,55.0
Hamilton County,Florida,12,047,134.0
Hardee County,Florida,12,049,193.0
Hendry County,Florida,12,051,250.0
Hernando County,Florida,12,053,1290.0
Highlands County,Florida,12,055,715.0
Hillsborough County,Florida,12,057,19869.0
Holmes County,Florida,12,059,107.0
Indian River County,Florida,12,061,1148.0
Jackson County,Florida,12,063,230.0
Jefferson County,Florida,12,065,116.0
Lafayette County,Florida,12,067,6.0
Lake County,Florida,12,069,3613.0
Lee County,Florida,12,071,6194.0
Leon County,Florida,12,073,4365.0
Levy County,Florida,12,075,237.0
Liberty County,Florida,12,077,11.0
Madison County,Florida,12,079,174.0
Manatee County,Florida,12,081,4226.0
Marion County,Florida,12,083,2834.0
Martin County,Florida,12,085,1364.0
Monroe County,Florida,12,087,1393.0
Nassau County,Florida,12,089,735.0
Okaloosa County,Florida,12,091,3173.0
Okeechobee County,Florida,12,093,467.0
Orange County,Florida,12,095,19267.0
Osceola County,Florida,12,097,3281.0
Palm Beach County,Florida,12,099,15261.0
Pasco County,Florida,12,101,4937.0
Pinellas County,Florida,12,103,11867.0
Polk County,Florida,12,105,6286.0
Putnam County,Florida,12,107,568.0
Saint Johns County,Florida,12,109,1334.0
Saint Lucie County,Florida,12,111,3316.0
Santa Rosa County,Florida,12,113,1271.0
Sarasota County,Florida,12,115,3940.0
Seminole County,Florida,12,117,4928.0
Sumter County,Florida,12,119,358.0
Suwannee County,Florida,12,121,203.0
Taylor County,Florida,12,123,212.0
Union County,Florida,12,125,89.0
Volusia County,Florida,12,127,4845.0
Wakulla County,Florida,12,129,237.0
Walton County,Florida,12,131,734.0
Washington County,Florida,12,133,122.0
Appling County,Georgia,13,001,25.0
Atkinson County,Georgia,13,003,48.0
Bacon County,Georgia,13,005,68.0
Baker County,Georgia,13,007,41.0
Baldwin County,Georgia,13,009,290.0
Banks County,Georgia,13,011,22.0
Barrow County,Georgia,13,013,444.0
Bartow County,Georgia,13,015,1007.0
Ben Hill County,Georgia,13,017,151.0
Berrien County,Georgia,13,019,125.0
Bibb County,Georgia,13,021,2005.0
Bleckley County,Georgia,13,023,46.0
Brantley County,Georgia,13,025,74.0
Brooks County,Georgia,13,027,83.0
Bryan County,Georgia,13,029,267.0
Bulloch County,Georgia,13,031,1105.0
Burke County,Georgia,13,033,193.0
Butts County,Georgia,13,035,290.0
Calhoun County,Georgia,13,037,28.0
Camden County,Georgia,13,039,556.0
Candler County,Georgia,13,043,92.0
Carroll County,Georgia,13,045,997.0
Catoosa County,Georgia,13,047,411.0
Charlton County,Georgia,13,049,17.0
Chatham County,Georgia,13,051,3677.0
Chattahoochee County,Georgia,13,053,166.0
Chattooga County,Georgia,13,055,272.0
Cherokee County,Georgia,13,057,1699.0
Clarke County,Georgia,13,059,2045.0
Clay County,Georgia,13,061,8.0
Clayton County,Georgia,13,063,4208.0
Clinch County,Georgia,13,065,57.0
Cobb County,Georgia,13,067,9247.0
Coffee County,Georgia,13,069,248.0
Colquitt County,Georgia,13,071,574.0
Columbia County,Georgia,13,073,672.0
Cook County,Georgia,13,075,132.0
Coweta County,Georgia,13,077,1382.0
Crawford County,Georgia,13,079,133.0
Crisp County,Georgia,13,081,183.0
Dade County,Georgia,13,083,49.0
Dawson County,Georgia,13,085,131.0
Decatur County,Georgia,13,087,90.0
DeKalb County,Georgia,13,089,11711.0
Dodge County,Georgia,13,091,145.0
Dooly County,Georgia,13,093,62.0
Dougherty County,Georgia,13,095,1571.0
Douglas County,Georgia,13,097,1642.0
Early County,Georgia,13,099,46.0
Echols County,Georgia,13,101,5.0
Effingham County,Georgia,13,103,456.0
Elbert County,Georgia,13,105,133.0
Emanuel County,Georgia,13,107,175.0
Evans County,Georgia,13,109,82.0
Fannin County,Georgia,13,111,243.0
Fayette County,Georgia,13,113,799.0
Floyd County,Georgia,13,115,1083.0
Forsyth County,Georgia,13,117,955.0
Franklin County,Georgia,13,119,210.0
Fulton County,Georgia,13,121,17635.0
Gilmer County,Georgia,13,123,175.0
Glascock County,Georgia,13,125,4.0
Glynn County,Georgia,13,127,1097.0
Gordon County,Georgia,13,129,595.0
Grady County,Georgia,13,131,260.0
Greene County,Georgia,13,133,112.0
Gwinnett County,Georgia,13,135,8829.0
Habersham County,Georgia,13,137,309.0
Hall County,Georgia,13,139,1462.0
Hancock County,Georgia,13,141,140.0
Haralson County,Georgia,13,143,461.0
Harris County,Georgia,13,145,95.0
Hart County,Georgia,13,147,158.0
Heard County,Georgia,13,149,36.0
Henry County,Georgia,13,151,1843.0
Houston County,Georgia,13,153,1892.0
Irwin County,Georgia,13,155,105.0
Jackson County,Georgia,13,157,461.0
Jasper County,Georgia,13,159,42.0
Jeff Davis County,Georgia,13,161,97.0
Jefferson County,Georgia,13,163,120.0
Jenkins County,Georgia,13,165,19.0
Johnson County,Georgia,13,167,33.0
Jones County,Georgia,13,169,198.0
Lamar County,Georgia,13,171,199.0
Lanier County,Georgia,13,173,36.0
Laurens County,Georgia,13,175,476.0
Lee County,Georgia,13,177,217.0
Liberty County,Georgia,13,179,1195.0
Lincoln County,Georgia,13,181,98.0
Long County,Georgia,13,183,265.0
Lowndes County,Georgia,13,185,1703.0
Lumpkin County,Georgia,13,187,242.0
McDuffie County,Georgia,13,189,171.0
McIntosh County,Georgia,13,191,99.0
Macon County,Georgia,13,193,88.0
Madison County,Georgia,13,195,125.0
Marion County,Georgia,13,197,21.0
Meriwether County,Georgia,13,199,182.0
Miller County,Georgia,13,201,14.0
Mitchell County,Georgia,13,205,109.0
Monroe County,Georgia,13,207,104.0
Montgomery County,Georgia,13,209,91.0
Morgan County,Georgia,13,211,91.0
Murray County,Georgia,13,213,420.0
Muscogee County,Georgia,13,215,2698.0
Newton County,Georgia,13,217,829.0
Oconee County,Georgia,13,219,74.0
Oglethorpe County,Georgia,13,221,167.0
Paulding County,Georgia,13,223,1071.0
Peach County,Georgia,13,225,357.0
Pickens County,Georgia,13,227,179.0
Pierce County,Georgia,13,229,95.0
Pike County,Georgia,13,231,52.0
Polk County,Georgia,13,233,509.0
Pulaski County,Georgia,13,235,166.0
Putnam County,Georgia,13,237,150.0
Quitman County,Georgia,13,239,0.0
Rabun County,Georgia,13,241,117.0
Randolph County,Georgia,13,243,80.0
Richmond County,Georgia,13,245,2498.0
Rockdale County,Georgia,13,247,805.0
Schley County,Georgia,13,249,52.0
Screven County,Georgia,13,251,78.0
Seminole County,Georgia,13,253,127.0
Spalding County,Georgia,13,255,789.0
Stephens County,Georgia,13,257,208.0
Stewart County,Georgia,13,259,54.0
Sumter County,Georgia,13,261,485.0
Talbot County,Georgia,13,263,36.0
Taliaferro County,Georgia,13,265,14.0
Tattnall County,Georgia,13,267,108.0
Taylor County,Georgia,13,269,70.0
Telfair County,Georgia,13,271,73.0
Terrell County,Georgia,13,273,41.0
Thomas County,Georgia,13,275,356.0
Tift County,Georgia,13,277,495.0
Toombs County,Georgia,13,279,228.0
Towns County,Georgia,13,281,38.0
Treutlen County,Georgia,13,283,21.0
Troup County,Georgia,13,285,795.0
Turner County,Georgia,13,287,21.0
Twiggs County,Georgia,13,289,38.0
Union County,Georgia,13,291,100.0
Upson County,Georgia,13,293,246.0
Walker County,Georgia,13,295,752.0
Walton County,Georgia,13,297,536.0
Ware County,Georgia,13,299,629.0
Warren County,Georgia,13,301,44.0
Washington County,Georgia,13,303,101.0
Wayne County,Georgia,13,305,238.0
Webster County,Georgia,13,307,33.0
Wheeler County,Georgia,13,309,30.0
White County,Georgia,13,311,113.0
Whitfield County,Georgia,13,313,913.0
Wilcox County,Georgia,13,315,25.0
Wilkes County,Georgia,13,317,104.0
Wilkinson County,Georgia,13,319,37.0
Worth County,Georgia,13,321,181.0
Hawaii County,Hawaii,15,001,1242.0
Honolulu County,Hawaii,15,003,12093.0
Kauai County,Hawaii,15,007,721.0
Kalawao County,Hawaii,15,005,0.0
Maui County,Hawaii,15,009,1674.0
Ada County,Idaho,16,001,3861.0
Adams County,Idaho,16,003,33.0
Bannock County,Idaho,16,005,618.0
Bear Lake County,Idaho,16,007,37.0
Benewah County,Idaho,16,009,36.0
Bingham County,Idaho,16,011,282.0
Blaine County,Idaho,16,013,156.0
Boise County,Idaho,16,015,40.0
Bonner County,Idaho,16,017,230.0
Bonneville County,Idaho,16,019,966.0
Boundary County,Idaho,16,021,97.0
Butte County,Idaho,16,023,27.0
Camas County,Idaho,16,025,30.0
Canyon County,Idaho,16,027,2305.0
Caribou County,Idaho,16,029,3.0
Cassia County,Idaho,16,031,33.0
Clearwater County,Idaho,16,035,67.0
Custer County,Idaho,16,037,14.0
Elmore County,Idaho,16,039,525.0
Franklin County,Idaho,16,041,48.0
Fremont County,Idaho,16,043,70.0
Gem County,Idaho,16,045,171.0
Gooding County,Idaho,16,047,96.0
Idaho County,Idaho,16,049,30.0
Jefferson County,Idaho,16,051,66.0
Jerome County,Idaho,16,053,197.0
Kootenai County,Idaho,16,055,1700.0
Latah County,Idaho,16,057,527.0
Lemhi County,Idaho,16,059,58.0
Lewis County,Idaho,16,061,40.0
Lincoln County,Idaho,16,063,54.0
Madison County,Idaho,16,065,396.0
Minidoka County,Idaho,16,067,94.0
Nez Perce County,Idaho,16,069,409.0
Oneida County,Idaho,16,071,29.0
Owyhee County,Idaho,16,073,72.0
Payette County,Idaho,16,075,148.0
Power County,Idaho,16,077,72.0
Shoshone County,Idaho,16,079,96.0
Teton County,Idaho,16,081,153.0
Twin Falls County,Idaho,16,083,629.0
Valley County,Idaho,16,085,47.0
Washington County,Idaho,16,087,75.0
Adams County,Illinois,17,001,693.0
Alexander County,Illinois,17,003,38.0
Bond County,Illinois,17,005,56.0
Boone County,Illinois,17,007,479.0
Brown County,Illinois,17,009,28.0
Bureau County,Illinois,17,011,247.0
Calhoun County,Illinois,17,013,14.0
Carroll County,Illinois,17,015,73.0
Cass County,Illinois,17,017,98.0
Champaign County,Illinois,17,019,3185.0
Christian County,Illinois,17,021,258.0
Clark County,Illinois,17,023,114.0
Clay County,Illinois,17,025,92.0
Clinton County,Illinois,17,027,223.0
Coles County,Illinois,17,029,565.0
Cook County,Illinois,17,031,67130.0
Crawford County,Illinois,17,033,101.0
Cumberland County,Illinois,17,035,30.0
DeKalb County,Illinois,17,037,1399.0
De Witt County,Illinois,17,039,119.0
Douglas County,Illinois,17,041,124.0
DuPage County,Illinois,17,043,7430.0
Edgar County,Illinois,17,045,176.0
Edwards County,Illinois,17,047,100.0
Effingham County,Illinois,17,049,288.0
Fayette County,Illinois,17,051,159.0
Ford County,Illinois,17,053,180.0
Franklin County,Illinois,17,055,279.0
Fulton County,Illinois,17,057,248.0
Gallatin County,Illinois,17,059,80.0
Greene County,Illinois,17,061,97.0
Grundy County,Illinois,17,063,271.0
Hamilton County,Illinois,17,065,25.0
Hancock County,Illinois,17,067,62.0
Hardin County,Illinois,17,069,23.0
Henderson County,Illinois,17,071,100.0
Henry County,Illinois,17,073,138.0
Iroquois County,Illinois,17,075,193.0
Jackson County,Illinois,17,077,988.0
Jasper County,Illinois,17,079,62.0
Jefferson County,Illinois,17,081,341.0
Jersey County,Illinois,17,083,247.0
Jo Daviess County,Illinois,17,085,146.0
Johnson County,Illinois,17,087,36.0
Kane County,Illinois,17,089,4088.0
Kankakee County,Illinois,17,091,1240.0
Kendall County,Illinois,17,093,587.0
Knox County,Illinois,17,095,563.0
Lake County,Illinois,17,097,6495.0
LaSalle County,Illinois,17,099,1147.0
Lawrence County,Illinois,17,101,235.0
Lee County,Illinois,17,103,246.0
Livingston County,Illinois,17,105,211.0
Logan County,Illinois,17,107,220.0
McDonough County,Illinois,17,109,170.0
McHenry County,Illinois,17,111,2034.0
McLean County,Illinois,17,113,1279.0
Macon County,Illinois,17,115,1045.0
Macoupin County,Illinois,17,117,340.0
Madison County,Illinois,17,119,2494.0
Marion County,Illinois,17,121,410.0
Marshall County,Illinois,17,123,45.0
Mason County,Illinois,17,125,79.0
Massac County,Illinois,17,127,164.0
Menard County,Illinois,17,129,54.0
Mercer County,Illinois,17,131,89.0
Monroe County,Illinois,17,133,163.0
Montgomery County,Illinois,17,135,167.0
Morgan County,Illinois,17,137,337.0
Moultrie County,Illinois,17,139,143.0
Ogle County,Illinois,17,141,437.0
Peoria County,Illinois,17,143,1763.0
Perry County,Illinois,17,145,93.0
Piatt County,Illinois,17,147,100.0
Pike County,Illinois,17,149,176.0
Pope County,Illinois,17,151,18.0
Pulaski County,Illinois,17,153,21.0
Putnam County,Illinois,17,155,42.0
Randolph County,Illinois,17,157,369.0
Richland County,Illinois,17,159,123.0
Rock Island County,Illinois,17,161,1673.0
Saint Clair County,Illinois,17,163,2735.0
Saline County,Illinois,17,165,200.0
Sangamon County,Illinois,17,167,1769.0
Schuyler County,Illinois,17,169,47.0
Scott County,Illinois,17,171,38.0
Shelby County,Illinois,17,173,300.0
Stark County,Illinois,17,175,27.0
Stephenson County,Illinois,17,177,626.0
Tazewell County,Illinois,17,179,896.0
Union County,Illinois,17,181,119.0
Vermilion County,Illinois,17,183,605.0
Wabash County,Illinois,17,185,86.0
Warren County,Illinois,17,187,143.0
Washington County,Illinois,17,189,85.0
Wayne County,Illinois,17,191,195.0
White County,Illinois,17,193,59.0
Whiteside County,Illinois,17,195,500.0
Will County,Illinois,17,197,4037.0
Williamson County,Illinois,17,199,573.0
Winnebago County,Illinois,17,201,3016.0
Woodford County,Illinois,17,203,246.0
Adams County,Indiana,18,001,165.0
Allen County,Indiana,18,003,3817.0
Bartholomew County,Indiana,18,005,627.0
Benton County,Indiana,18,007,105.0
Blackford County,Indiana,18,009,101.0
Boone County,Indiana,18,011,484.0
Brown County,Indiana,18,013,125.0
Carroll County,Indiana,18,015,120.0
Cass County,Indiana,18,017,270.0
Clark County,Indiana,18,019,1308.0
Clay County,Indiana,18,021,148.0
Clinton County,Indiana,18,023,236.0
Crawford County,Indiana,18,025,37.0
Daviess County,Indiana,18,027,193.0
Dearborn County,Indiana,18,029,275.0
Decatur County,Indiana,18,031,208.0
DeKalb County,Indiana,18,033,295.0
Delaware County,Indiana,18,035,1211.0
Dubois County,Indiana,18,037,382.0
Elkhart County,Indiana,18,039,1831.0
Fayette County,Indiana,18,041,240.0
Floyd County,Indiana,18,043,665.0
Fountain County,Indiana,18,045,150.0
Franklin County,Indiana,18,047,132.0
Fulton County,Indiana,18,049,188.0
Gibson County,Indiana,18,051,308.0
Grant County,Indiana,18,053,697.0
Greene County,Indiana,18,055,338.0
Hamilton County,Indiana,18,057,2406.0
Hancock County,Indiana,18,059,411.0
Harrison County,Indiana,18,061,128.0
