County,State,State_FIPS,County_FIPS,median_gross_rent
Randolph County,Arkansas,05,121,495
Saint Francis County,Arkansas,05,123,548
Saline County,Arkansas,05,125,754
Scott County,Arkansas,05,127,527
Searcy County,Arkansas,05,129,431
Sebastian County,Arkansas,05,131,591
Sevier County,Arkansas,05,133,485
Sharp County,Arkansas,05,135,566
Stone County,Arkansas,05,137,484
Union County,Arkansas,05,139,572
Van Buren County,Arkansas,05,141,537
Washington County,Arkansas,05,143,671
White County,Arkansas,05,145,590
Woodruff County,Arkansas,05,147,411
Yell County,Arkansas,05,149,555
Alameda County,California,06,001,1228
Alpine County,California,06,003,796
Amador County,California,06,005,1011
Butte County,California,06,007,878
Calaveras County,California,06,009,1031
Colusa County,California,06,011,885
Contra Costa County,California,06,013,1309
Del Norte County,California,06,015,869
El Dorado County,California,06,017,1098
Fresno County,California,06,019,850
Glenn County,California,06,021,742
Humboldt County,California,06,023,859
Imperial County,California,06,025,699
Inyo County,California,06,027,882
Kern County,California,06,029,840
Kings County,California,06,031,864
Lake County,California,06,033,891
Lassen County,California,06,035,855
Los Angeles County,California,06,037,1161
Madera County,California,06,039,861
Marin County,California,06,041,1571
Mariposa County,California,06,043,748
Mendocino County,California,06,045,940
Merced County,California,06,047,806
Modoc County,California,06,049,613
Mono County,California,06,051,1096
Monterey County,California,06,053,1160
Napa County,California,06,055,1279
Nevada County,California,06,057,1138
Orange County,California,06,059,1463
Placer County,California,06,061,1190
Plumas County,California,06,063,779
Riverside County,California,06,065,1141
Sacramento County,California,06,067,1003
San Benito County,California,06,069,1202
San Bernardino County,California,06,071,1092
San Diego County,California,06,073,1261
San Francisco County,California,06,075,1388
San Joaquin County,California,06,077,993
San Luis Obispo County,California,06,079,1165
San Mateo County,California,06,081,1508
Santa Barbara County,California,06,083,1303
Santa Clara County,California,06,085,1459
Santa Cruz County,California,06,087,1325
Shasta County,California,06,089,882
Sierra County,California,06,091,913
Siskiyou County,California,06,093,758
Solano County,California,06,095,1222
Sonoma County,California,06,097,1223
Stanislaus County,California,06,099,962
Sutter County,California,06,101,867
Tehama County,California,06,103,813
Trinity County,California,06,105,744
Tulare County,California,06,107,781
Tuolumne County,California,06,109,905
Ventura County,California,06,111,1428
Yolo County,California,06,113,1086
Yuba County,California,06,115,829
Alamosa County,Colorado,08,003,547
Archuleta County,Colorado,08,007,866
Baca County,Colorado,08,009,460
Bent County,Colorado,08,011,612
Chaffee County,Colorado,08,015,770
Cheyenne County,Colorado,08,017,462
Clear Creek County,Colorado,08,019,826
Conejos County,Colorado,08,021,502
Costilla County,Colorado,08,023,489
Crowley County,Colorado,08,025,548
Custer County,Colorado,08,027,704
Delta County,Colorado,08,029,721
Dolores County,Colorado,08,033,618
Douglas County,Colorado,08,035,1227
Eagle County,Colorado,08,037,1169
Elbert County,Colorado,08,039,956
El Paso County,Colorado,08,041,854
Fremont County,Colorado,08,043,695
Garfield County,Colorado,08,045,1127
Gilpin County,Colorado,08,047,1042
Grand County,Colorado,08,049,877
Gunnison County,Colorado,08,051,858
Huerfano County,Colorado,08,055,647
Jackson County,Colorado,08,057,676
Kiowa County,Colorado,08,061,599
Kit Carson County,Colorado,08,063,629
Lake County,Colorado,08,065,862
La Plata County,Colorado,08,067,964
Larimer County,Colorado,08,069,887
Las Animas County,Colorado,08,071,744
Lincoln County,Colorado,08,073,624
Logan County,Colorado,08,075,573
Mesa County,Colorado,08,077,837
Moffat County,Colorado,08,081,741
Montezuma County,Colorado,08,083,734
Montrose County,Colorado,08,085,813
Morgan County,Colorado,08,087,677
Otero County,Colorado,08,089,588
Ouray County,Colorado,08,091,1202
Park County,Colorado,08,093,1216
Phillips County,Colorado,08,095,595
Pitkin County,Colorado,08,097,1334
Prowers County,Colorado,08,099,547
Pueblo County,Colorado,08,101,679
Rio Blanco County,Colorado,08,103,713
Rio Grande County,Colorado,08,105,559
Routt County,Colorado,08,107,1198
Saguache County,Colorado,08,109,604
San Miguel County,Colorado,08,113,1095
Sedgwick County,Colorado,08,115,506
Summit County,Colorado,08,117,1163
Teller County,Colorado,08,119,881
Washington County,Colorado,08,121,564
Yuma County,Colorado,08,125,581
Adams County,Colorado,08,001,911
Arapahoe County,Colorado,08,005,914
Boulder County,Colorado,08,013,1026
Broomfield County,Colorado,08,014,1037
Denver County,Colorado,08,031,832
Jefferson County,Colorado,08,059,924
Weld County,Colorado,08,123,801
Fairfield County,Connecticut,09,001,1249
Hartford County,Connecticut,09,003,944
Litchfield County,Connecticut,09,005,898
Middlesex County,Connecticut,09,007,991
New Haven County,Connecticut,09,009,1030
New London County,Connecticut,09,011,987
Tolland County,Connecticut,09,013,993
Windham County,Connecticut,09,015,852
Kent County,Delaware,10,001,954
New Castle County,Delaware,10,003,987
Sussex County,Delaware,10,005,939
Alachua County,Florida,12,001,880
Baker County,Florida,12,003,708
Bay County,Florida,12,005,924
Bradford County,Florida,12,007,602
Brevard County,Florida,12,009,909
Broward County,Florida,12,011,1162
Calhoun County,Florida,12,013,569
Charlotte County,Florida,12,015,928
Citrus County,Florida,12,017,770
Clay County,Florida,12,019,988
Collier County,Florida,12,021,1045
Columbia County,Florida,12,023,724
Miami-Dade County,Florida,12,086,1053
DeSoto County,Florida,12,027,717
Dixie County,Florida,12,029,579
Duval County,Florida,12,031,920
Escambia County,Florida,12,033,842
Flagler County,Florida,12,035,1068
Franklin County,Florida,12,037,738
Gadsden County,Florida,12,039,714
Gilchrist County,Florida,12,041,761
Glades County,Florida,12,043,766
Gulf County,Florida,12,045,773
Hamilton County,Florida,12,047,616
Hardee County,Florida,12,049,746
Hendry County,Florida,12,051,787
Hernando County,Florida,12,053,882
Highlands County,Florida,12,055,717
Hillsborough County,Florida,12,057,936
Holmes County,Florida,12,059,595
Indian River County,Florida,12,061,889
Jackson County,Florida,12,063,582
Jefferson County,Florida,12,065,692
Lafayette County,Florida,12,067,613
Lake County,Florida,12,069,946
Lee County,Florida,12,071,957
Leon County,Florida,12,073,908
Levy County,Florida,12,075,651
Liberty County,Florida,12,077,673
Madison County,Florida,12,079,680
Manatee County,Florida,12,081,931
Marion County,Florida,12,083,839
Martin County,Florida,12,085,992
Monroe County,Florida,12,087,1269
Nassau County,Florida,12,089,897
Okaloosa County,Florida,12,091,981
Okeechobee County,Florida,12,093,762
Orange County,Florida,12,095,1016
Osceola County,Florida,12,097,1046
Palm Beach County,Florida,12,099,1148
Pasco County,Florida,12,101,896
Pinellas County,Florida,12,103,931
Polk County,Florida,12,105,858
Putnam County,Florida,12,107,610
Saint Johns County,Florida,12,109,1056
Saint Lucie County,Florida,12,111,1039
Santa Rosa County,Florida,12,113,956
Sarasota County,Florida,12,115,1013
Seminole County,Florida,12,117,1049
Sumter County,Florida,12,119,751
Suwannee County,Florida,12,121,700
Taylor County,Florida,12,123,616
Union County,Florida,12,125,598
Volusia County,Florida,12,127,890
Wakulla County,Florida,12,129,908
Walton County,Florida,12,131,976
Washington County,Florida,12,133,618
Appling County,Georgia,13,001,470
Atkinson County,Georgia,13,003,398
Bacon County,Georgia,13,005,517
Baker County,Georgia,13,007,473
Baldwin County,Georgia,13,009,682
Banks County,Georgia,13,011,671
Barrow County,Georgia,13,013,824
Bartow County,Georgia,13,015,762
Ben Hill County,Georgia,13,017,605
Berrien County,Georgia,13,019,494
Bibb County,Georgia,13,021,712
Bleckley County,Georgia,13,023,642
Brantley County,Georgia,13,025,477
Brooks County,Georgia,13,027,536
Bryan County,Georgia,13,029,969
Bulloch County,Georgia,13,031,671
Burke County,Georgia,13,033,555
Butts County,Georgia,13,035,751
Calhoun County,Georgia,13,037,412
Camden County,Georgia,13,039,833
Candler County,Georgia,13,043,523
Carroll County,Georgia,13,045,763
Catoosa County,Georgia,13,047,675
Charlton County,Georgia,13,049,679
Chatham County,Georgia,13,051,904
Chattahoochee County,Georgia,13,053,1206
Chattooga County,Georgia,13,055,579
Cherokee County,Georgia,13,057,957
Clarke County,Georgia,13,059,744
Clay County,Georgia,13,061,558
Clayton County,Georgia,13,063,870
Clinch County,Georgia,13,065,424
Cobb County,Georgia,13,067,958
Coffee County,Georgia,13,069,575
Colquitt County,Georgia,13,071,582
Columbia County,Georgia,13,073,923
Cook County,Georgia,13,075,722
Coweta County,Georgia,13,077,904
Crawford County,Georgia,13,079,636
Crisp County,Georgia,13,081,577
Dade County,Georgia,13,083,650
Dawson County,Georgia,13,085,862
Decatur County,Georgia,13,087,575
DeKalb County,Georgia,13,089,952
Dodge County,Georgia,13,091,525
Dooly County,Georgia,13,093,508
Dougherty County,Georgia,13,095,652
Douglas County,Georgia,13,097,928
Early County,Georgia,13,099,474
Echols County,Georgia,13,101,668
Effingham County,Georgia,13,103,852
Elbert County,Georgia,13,105,551
Emanuel County,Georgia,13,107,523
Evans County,Georgia,13,109,536
Fannin County,Georgia,13,111,567
Fayette County,Georgia,13,113,1065
Floyd County,Georgia,13,115,687
Forsyth County,Georgia,13,117,1095
Franklin County,Georgia,13,119,566
Fulton County,Georgia,13,121,946
Gilmer County,Georgia,13,123,682
Glascock County,Georgia,13,125,523
Glynn County,Georgia,13,127,792
Gordon County,Georgia,13,129,647
Grady County,Georgia,13,131,631
Greene County,Georgia,13,133,668
Gwinnett County,Georgia,13,135,980
Habersham County,Georgia,13,137,636
Hall County,Georgia,13,139,838
Hancock County,Georgia,13,141,683
Haralson County,Georgia,13,143,674
Harris County,Georgia,13,145,957
Hart County,Georgia,13,147,571
Heard County,Georgia,13,149,659
Henry County,Georgia,13,151,1045
Houston County,Georgia,13,153,783
Irwin County,Georgia,13,155,592
Jackson County,Georgia,13,157,749
Jasper County,Georgia,13,159,737
Jeff Davis County,Georgia,13,161,428
Jefferson County,Georgia,13,163,495
Jenkins County,Georgia,13,165,497
Johnson County,Georgia,13,167,481
Jones County,Georgia,13,169,767
Lamar County,Georgia,13,171,680
Lanier County,Georgia,13,173,629
Laurens County,Georgia,13,175,580
Lee County,Georgia,13,177,830
Liberty County,Georgia,13,179,834
Lincoln County,Georgia,13,181,536
Long County,Georgia,13,183,651
Lowndes County,Georgia,13,185,740
Lumpkin County,Georgia,13,187,837
McDuffie County,Georgia,13,189,612
McIntosh County,Georgia,13,191,514
Macon County,Georgia,13,193,444
Madison County,Georgia,13,195,671
Marion County,Georgia,13,197,444
Meriwether County,Georgia,13,199,664
Miller County,Georgia,13,201,513
Mitchell County,Georgia,13,205,586
Monroe County,Georgia,13,207,688
Montgomery County,Georgia,13,209,547
Morgan County,Georgia,13,211,793
Murray County,Georgia,13,213,618
Muscogee County,Georgia,13,215,758
Newton County,Georgia,13,217,942
Oconee County,Georgia,13,219,838
Oglethorpe County,Georgia,13,221,616
Paulding County,Georgia,13,223,932
Peach County,Georgia,13,225,649
Pickens County,Georgia,13,227,771
Pierce County,Georgia,13,229,454
Pike County,Georgia,13,231,875
Polk County,Georgia,13,233,638
Pulaski County,Georgia,13,235,492
Putnam County,Georgia,13,237,740
Quitman County,Georgia,13,239,640
Rabun County,Georgia,13,241,703
Randolph County,Georgia,13,243,487
Richmond County,Georgia,13,245,724
Rockdale County,Georgia,13,247,946
Schley County,Georgia,13,249,482
Screven County,Georgia,13,251,474
Seminole County,Georgia,13,253,597
Spalding County,Georgia,13,255,757
Stephens County,Georgia,13,257,636
Stewart County,Georgia,13,259,452
Sumter County,Georgia,13,261,584
Talbot County,Georgia,13,263,534
Taliaferro County,Georgia,13,265,460
Tattnall County,Georgia,13,267,482
Taylor County,Georgia,13,269,524
Telfair County,Georgia,13,271,481
Terrell County,Georgia,13,273,516
Thomas County,Georgia,13,275,677
Tift County,Georgia,13,277,612
Toombs County,Georgia,13,279,566
Towns County,Georgia,13,281,689
Treutlen County,Georgia,13,283,479
Troup County,Georgia,13,285,683
Turner County,Georgia,13,287,521
Twiggs County,Georgia,13,289,594
Union County,Georgia,13,291,623
Upson County,Georgia,13,293,590
Walker County,Georgia,13,295,621
Walton County,Georgia,13,297,806
Ware County,Georgia,13,299,591
Warren County,Georgia,13,301,502
Washington County,Georgia,13,303,562
Wayne County,Georgia,13,305,553
Webster County,Georgia,13,307,375
Wheeler County,Georgia,13,309,488
White County,Georgia,13,311,698
Whitfield County,Georgia,13,313,664
Wilcox County,Georgia,13,315,469
Wilkes County,Georgia,13,317,569
Wilkinson County,Georgia,13,319,516
Worth County,Georgia,13,321,509
Hawaii County,Hawaii,15,001,1043
Honolulu County,Hawaii,15,003,1381
Kauai County,Hawaii,15,007,1228
Kalawao County,Hawaii,15,005,313
Maui County,Hawaii,15,009,1299
Ada County,Idaho,16,001,805
Adams County,Idaho,16,003,523
Bannock County,Idaho,16,005,593
Bear Lake County,Idaho,16,007,568
Benewah County,Idaho,16,009,554
Bingham County,Idaho,16,011,556
Blaine County,Idaho,16,013,931
Boise County,Idaho,16,015,628
Bonner County,Idaho,16,017,743
Bonneville County,Idaho,16,019,700
Boundary County,Idaho,16,021,612
Butte County,Idaho,16,023,457
Camas County,Idaho,16,025,750
Canyon County,Idaho,16,027,720
Caribou County,Idaho,16,029,488
Cassia County,Idaho,16,031,527
Clearwater County,Idaho,16,035,590
Custer County,Idaho,16,037,445
Elmore County,Idaho,16,039,691
Franklin County,Idaho,16,041,579
Fremont County,Idaho,16,043,614
Gem County,Idaho,16,045,673
Gooding County,Idaho,16,047,564
Idaho County,Idaho,16,049,547
Jefferson County,Idaho,16,051,640
Jerome County,Idaho,16,053,685
Kootenai County,Idaho,16,055,783
Latah County,Idaho,16,057,657
Lemhi County,Idaho,16,059,562
Lewis County,Idaho,16,061,570
Lincoln County,Idaho,16,063,569
Madison County,Idaho,16,065,629
Minidoka County,Idaho,16,067,545
Nez Perce County,Idaho,16,069,610
Oneida County,Idaho,16,071,559
Owyhee County,Idaho,16,073,543
Payette County,Idaho,16,075,641
Power County,Idaho,16,077,553
Shoshone County,Idaho,16,079,570
Teton County,Idaho,16,081,818
Twin Falls County,Idaho,16,083,664
Valley County,Idaho,16,085,688
Washington County,Idaho,16,087,553
Adams County,Illinois,17,001,572
Alexander County,Illinois,17,003,333
Bond County,Illinois,17,005,673
Boone County,Illinois,17,007,704
Brown County,Illinois,17,009,493
Bureau County,Illinois,17,011,616
Calhoun County,Illinois,17,013,548
Carroll County,Illinois,17,015,530
Cass County,Illinois,17,017,631
Champaign County,Illinois,17,019,766
Christian County,Illinois,17,021,602
Clark County,Illinois,17,023,590
Clay County,Illinois,17,025,499
Clinton County,Illinois,17,027,660
Coles County,Illinois,17,029,617
Cook County,Illinois,17,031,932
Crawford County,Illinois,17,033,578
Cumberland County,Illinois,17,035,513
DeKalb County,Illinois,17,037,809
De Witt County,Illinois,17,039,588
Douglas County,Illinois,17,041,657
DuPage County,Illinois,17,043,1047
Edgar County,Illinois,17,045,582
Edwards County,Illinois,17,047,471
Effingham County,Illinois,17,049,518
Fayette County,Illinois,17,051,538
Ford County,Illinois,17,053,610
Franklin County,Illinois,17,055,519
Fulton County,Illinois,17,057,598
Gallatin County,Illinois,17,059,363
Greene County,Illinois,17,061,498
Grundy County,Illinois,17,063,910
Hamilton County,Illinois,17,065,417
Hancock County,Illinois,17,067,500
Hardin County,Illinois,17,069,319
Henderson County,Illinois,17,071,523
Henry County,Illinois,17,073,644
Iroquois County,Illinois,17,075,666
Jackson County,Illinois,17,077,620
Jasper County,Illinois,17,079,523
Jefferson County,Illinois,17,081,576
Jersey County,Illinois,17,083,611
Jo Daviess County,Illinois,17,085,629
Johnson County,Illinois,17,087,509
Kane County,Illinois,17,089,952
Kankakee County,Illinois,17,091,755
Kendall County,Illinois,17,093,1129
Knox County,Illinois,17,095,570
Lake County,Illinois,17,097,988
LaSalle County,Illinois,17,099,646
Lawrence County,Illinois,17,101,504
Lee County,Illinois,17,103,590
Livingston County,Illinois,17,105,613
Logan County,Illinois,17,107,551
McDonough County,Illinois,17,109,655
McHenry County,Illinois,17,111,1031
McLean County,Illinois,17,113,711
Macon County,Illinois,17,115,634
Macoupin County,Illinois,17,117,584
Madison County,Illinois,17,119,751
Marion County,Illinois,17,121,591
Marshall County,Illinois,17,123,598
Mason County,Illinois,17,125,595
Massac County,Illinois,17,127,575
Menard County,Illinois,17,129,621
Mercer County,Illinois,17,131,582
Monroe County,Illinois,17,133,762
Montgomery County,Illinois,17,135,613
Morgan County,Illinois,17,137,583
Moultrie County,Illinois,17,139,592
Ogle County,Illinois,17,141,653
Peoria County,Illinois,17,143,681
Perry County,Illinois,17,145,512
Piatt County,Illinois,17,147,713
Pike County,Illinois,17,149,492
Pope County,Illinois,17,151,500
Pulaski County,Illinois,17,153,464
Putnam County,Illinois,17,155,578
Randolph County,Illinois,17,157,622
Richland County,Illinois,17,159,568
Rock Island County,Illinois,17,161,622
Saint Clair County,Illinois,17,163,761
Saline County,Illinois,17,165,560
Sangamon County,Illinois,17,167,703
Schuyler County,Illinois,17,169,505
Scott County,Illinois,17,171,507
Shelby County,Illinois,17,173,588
Stark County,Illinois,17,175,536
Stephenson County,Illinois,17,177,584
Tazewell County,Illinois,17,179,660
Union County,Illinois,17,181,519
Vermilion County,Illinois,17,183,597
Wabash County,Illinois,17,185,580
Warren County,Illinois,17,187,605
Washington County,Illinois,17,189,598
Wayne County,Illinois,17,191,515
White County,Illinois,17,193,477
Whiteside County,Illinois,17,195,614
Will County,Illinois,17,197,931
Williamson County,Illinois,17,199,616
Winnebago County,Illinois,17,201,708
Woodford County,Illinois,17,203,679
Adams County,Indiana,18,001,564
Allen County,Indiana,18,003,646
Bartholomew County,Indiana,18,005,757
Benton County,Indiana,18,007,607
Blackford County,Indiana,18,009,560
Boone County,Indiana,18,011,789
Brown County,Indiana,18,013,845
Carroll County,Indiana,18,015,593
Cass County,Indiana,18,017,574
Clark County,Indiana,18,019,703
Clay County,Indiana,18,021,642
Clinton County,Indiana,18,023,650
Crawford County,Indiana,18,025,509
Daviess County,Indiana,18,027,566
Dearborn County,Indiana,18,029,642
Decatur County,Indiana,18,031,655
DeKalb County,Indiana,18,033,603
Delaware County,Indiana,18,035,650
Dubois County,Indiana,18,037,612
Elkhart County,Indiana,18,039,716
Fayette County,Indiana,18,041,626
Floyd County,Indiana,18,043,704
Fountain County,Indiana,18,045,604
Franklin County,Indiana,18,047,624
Fulton County,Indiana,18,049,622
Gibson County,Indiana,18,051,592
Grant County,Indiana,18,053,596
Greene County,Indiana,18,055,575
Hamilton County,Indiana,18,057,919
Hancock County,Indiana,18,059,783
Harrison County,Indiana,18,061,654
Hendricks County,Indiana,18,063,893
Henry County,Indiana,18,065,621
Howard County,Indiana,18,067,641
Huntington County,Indiana,18,069,634
Jackson County,Indiana,18,071,666
Jasper County,Indiana,18,073,675
Jay County,Indiana,18,075,526
Jefferson County,Indiana,18,077,608
Jennings County,Indiana,18,079,683
Johnson County,Indiana,18,081,809
Knox County,Indiana,18,083,567
Kosciusko County,Indiana,18,085,683
LaGrange County,Indiana,18,087,656
Lake County,Indiana,18,089,767
LaPorte County,Indiana,18,091,686
Lawrence County,Indiana,18,093,595
Madison County,Indiana,18,095,663
Marion County,Indiana,18,097,735
Marshall County,Indiana,18,099,646
Martin County,Indiana,18,101,540
Miami County,Indiana,18,103,607
Monroe County,Indiana,18,105,750
Montgomery County,Indiana,18,107,668
Morgan County,Indiana,18,109,724
Newton County,Indiana,18,111,669
Noble County,Indiana,18,113,606
Ohio County,Indiana,18,115,666
Orange County,Indiana,18,117,580
Owen County,Indiana,18,119,659
Parke County,Indiana,18,121,532
Perry County,Indiana,18,123,480
Pike County,Indiana,18,125,591
Porter County,Indiana,18,127,819
Posey County,Indiana,18,129,572
Pulaski County,Indiana,18,131,590
Putnam County,Indiana,18,133,688
Randolph County,Indiana,18,135,560
Ripley County,Indiana,18,137,658
Rush County,Indiana,18,139,564
Saint Joseph County,Indiana,18,141,695
Scott County,Indiana,18,143,660
Shelby County,Indiana,18,145,697
Spencer County,Indiana,18,147,553
Starke County,Indiana,18,149,646
Steuben County,Indiana,18,151,639
Sullivan County,Indiana,18,153,561
Switzerland County,Indiana,18,155,656
Tippecanoe County,Indiana,18,157,752
Tipton County,Indiana,18,159,638
Union County,Indiana,18,161,589
Vanderburgh County,Indiana,18,163,688
Vermillion County,Indiana,18,165,601
Vigo County,Indiana,18,167,624
Wabash County,Indiana,18,169,576
Warren County,Indiana,18,171,616
Warrick County,Indiana,18,173,732
Washington County,Indiana,18,175,570
Wayne County,Indiana,18,177,602
Wells County,Indiana,18,179,565
White County,Indiana,18,181,684
Whitley County,Indiana,18,183,597
Adair County,Iowa,19,001,525
Adams County,Iowa,19,003,412
Allamakee County,Iowa,19,005,509
Appanoose County,Iowa,19,007,513
Audubon County,Iowa,19,009,515
Benton County,Iowa,19,011,542
Black Hawk County,Iowa,19,013,640
Boone County,Iowa,19,015,591
Bremer County,Iowa,19,017,586
Buchanan County,Iowa,19,019,557
Buena Vista County,Iowa,19,021,562
Butler County,Iowa,19,023,540
Calhoun County,Iowa,19,025,479
Carroll County,Iowa,19,027,494
Cass County,Iowa,19,029,539
Cedar County,Iowa,19,031,648
Cerro Gordo County,Iowa,19,033,574
Cherokee County,Iowa,19,035,485
Chickasaw County,Iowa,19,037,516
Clarke County,Iowa,19,039,565
Clay County,Iowa,19,041,502
Clayton County,Iowa,19,043,521
Clinton County,Iowa,19,045,556
Crawford County,Iowa,19,047,485
Dallas County,Iowa,19,049,720
Davis County,Iowa,19,051,527
Decatur County,Iowa,19,053,515
Delaware County,Iowa,19,055,508
Des Moines County,Iowa,19,057,585
Dickinson County,Iowa,19,059,561
