County,State,mean_life_expectancy,State_FIPS,County_FIPS,gini_index
Inyo County,California,79.1997381604918,06,027,0.4117
Kern County,California,77.0176146674043,06,029,0.462
Kings County,California,79.3358097827458,06,031,0.4391
Lake County,California,74.8494787542705,06,033,0.4691
Lassen County,California,78.2363152612242,06,035,0.4312
Los Angeles County,California,81.5691962087237,06,037,0.5029
Madera County,California,78.9228141273425,06,039,0.4503
Marin County,California,84.670403001944,06,041,0.5234
Mariposa County,California,79.9818431293211,06,043,0.4492
Mendocino County,California,78.6518521214148,06,045,0.4942
Merced County,California,78.3750954459993,06,047,0.4653
Modoc County,California,77.1077065159972,06,049,0.4354
Mono County,California,84.9580737678398,06,051,0.3525
Monterey County,California,81.9472905883429,06,053,0.4595
Napa County,California,81.2829692549916,06,055,0.4734
Nevada County,California,81.0166977108918,06,057,0.4639
Orange County,California,82.5543904647591,06,059,0.4701
Placer County,California,81.548378960557,06,061,0.4472
Plumas County,California,78.2532986991761,06,063,0.4686
Riverside County,California,80.3363218283084,06,065,0.4515
Sacramento County,California,79.0940358645218,06,067,0.4605
San Benito County,California,81.6550155032969,06,069,0.4007
San Bernardino County,California,78.317187547423,06,071,0.4426
San Diego County,California,81.6258744799118,06,073,0.4666
San Francisco County,California,83.0357041460174,06,075,0.5148
San Joaquin County,California,78.0359896860733,06,077,0.455
San Luis Obispo County,California,81.2020517524637,06,079,0.4518
San Mateo County,California,84.1096902566921,06,081,0.484
Santa Barbara County,California,81.5801518841513,06,083,0.4826
Santa Clara County,California,83.9917895786546,06,085,0.4639
Santa Cruz County,California,82.0605857508508,06,087,0.4784
Shasta County,California,75.806788638393,06,089,0.4634
Sierra County,California,78.5719149965786,06,091,0.4824
Siskiyou County,California,76.1862354494511,06,093,0.4506
Solano County,California,79.6451278217147,06,095,0.4267
Sonoma County,California,81.5679359147788,06,097,0.4584
Stanislaus County,California,77.7149198210095,06,099,0.4493
Sutter County,California,78.3763386412633,06,101,0.4488
Tehama County,California,76.9976036049311,06,103,0.4513
Trinity County,California,76.3456287127584,06,105,0.4665
Tulare County,California,77.9753506021237,06,107,0.4682
Tuolumne County,California,78.5900358024682,06,109,0.4755
Ventura County,California,81.841533815838,06,111,0.4478
Yolo County,California,80.9056635823379,06,113,0.4905
Yuba County,California,75.8408352670592,06,115,0.4269
Alamosa County,Colorado,75.8311324798402,08,003,0.4846
Archuleta County,Colorado,81.6145512749235,08,007,0.4401
Baca County,Colorado,77.0260592657618,08,009,0.4441
Bent County,Colorado,75.8224499656267,08,011,0.47
Chaffee County,Colorado,81.2092487110115,08,015,0.4259
Cheyenne County,Colorado,78.6333421783932,08,017,0.4023
Clear Creek County,Colorado,82.3124381664765,08,019,0.4399
Conejos County,Colorado,76.2573666245659,08,021,0.4386
Costilla County,Colorado,76.8592293656779,08,023,0.5199
Crowley County,Colorado,76.9641943181852,08,025,0.4201
Custer County,Colorado,81.092782954152,08,027,0.4331
Delta County,Colorado,77.8313362534641,08,029,0.4863
Dolores County,Colorado,79.1893045710591,08,033,0.4477
Douglas County,Colorado,83.4025879459957,08,035,0.3986
Eagle County,Colorado,88.4392672602876,08,037,0.4329
Elbert County,Colorado,81.6581733388672,08,039,0.409
El Paso County,Colorado,78.7742109882968,08,041,0.434
Fremont County,Colorado,77.0933471771635,08,043,0.4401
Garfield County,Colorado,80.4969076123098,08,045,0.4135
Gilpin County,Colorado,81.4969326961949,08,047,0.4523
Grand County,Colorado,83.5333558735278,08,049,0.402
Gunnison County,Colorado,82.5366935871018,08,051,0.415
Huerfano County,Colorado,75.4892545704702,08,055,0.46
Jackson County,Colorado,79.4480965120346,08,057,0.3843
Kiowa County,Colorado,77.3252924655834,08,061,0.4279
Kit Carson County,Colorado,79.2392184006058,08,063,0.4867
Lake County,Colorado,81.6061753881909,08,065,0.4092
La Plata County,Colorado,81.6864546006773,08,067,0.4364
Larimer County,Colorado,81.4508729730401,08,069,0.4503
Las Animas County,Colorado,76.2626774559932,08,071,0.454
Lincoln County,Colorado,78.5091614921194,08,073,0.4427
Logan County,Colorado,79.1781984236642,08,075,0.4513
Mesa County,Colorado,78.3133657029401,08,077,0.4473
Moffat County,Colorado,78.1807357406007,08,081,0.424
Montezuma County,Colorado,77.2643320455981,08,083,0.4208
Montrose County,Colorado,79.379514628823,08,085,0.4186
Morgan County,Colorado,78.04532580758,08,087,0.3996
Otero County,Colorado,75.0071650698003,08,089,0.4709
Ouray County,Colorado,83.8987068625614,08,091,0.4382
Park County,Colorado,82.6462895795416,08,093,0.4056
Phillips County,Colorado,80.1789952228355,08,095,0.4565
Pitkin County,Colorado,90.704592150593,08,097,0.5759
Prowers County,Colorado,76.7197991902101,08,099,0.4332
Pueblo County,Colorado,76.2368027257113,08,101,0.4535
Rio Blanco County,Colorado,78.6915559197346,08,103,0.4236
Rio Grande County,Colorado,76.5723480456952,08,105,0.4641
Routt County,Colorado,83.137600225356,08,107,0.4684
Saguache County,Colorado,79.5112275070078,08,109,0.4997
San Miguel County,Colorado,86.0178704274716,08,113,0.5286
Sedgwick County,Colorado,77.5401451830135,08,115,0.4379
Summit County,Colorado,91.044579954477,08,117,0.4333
Teller County,Colorado,80.4232362556622,08,119,0.4081
Washington County,Colorado,79.4007814134676,08,121,0.4123
Yuma County,Colorado,78.8003703636188,08,125,0.444
Adams County,Colorado,80.2868507759135,08,001,0.4058
Arapahoe County,Colorado,80.2868507759135,08,005,0.4595
Boulder County,Colorado,80.2868507759135,08,013,0.4792
Broomfield County,Colorado,80.2868507759135,08,014,0.427
Denver County,Colorado,80.2868507759135,08,031,0.5001
Jefferson County,Colorado,80.2868507759135,08,059,0.4352
Weld County,Colorado,80.2868507759135,08,123,0.421
Fairfield County,Connecticut,82.5946872177968,09,001,0.5443
Hartford County,Connecticut,80.0972707575589,09,003,0.47
Litchfield County,Connecticut,80.2933334667025,09,005,0.4412
Middlesex County,Connecticut,81.0203125170856,09,007,0.4442
New Haven County,Connecticut,79.9816945680513,09,009,0.467
New London County,Connecticut,79.8089429093262,09,011,0.4425
Tolland County,Connecticut,81.5167123037912,09,013,0.4276
Windham County,Connecticut,78.7003951043393,09,015,0.4143
Kent County,Delaware,77.1563248845642,10,001,0.43
New Castle County,Delaware,78.1368239340031,10,003,0.4635
Sussex County,Delaware,78.4659649042153,10,005,0.4457
Alachua County,Florida,78.280773345389,12,001,0.5166
Baker County,Florida,74.8631741870423,12,003,0.4312
Bay County,Florida,75.6776481016893,12,005,0.4521
Bradford County,Florida,75.0591892268178,12,007,0.4369
Brevard County,Florida,77.2150847771434,12,009,0.4548
Broward County,Florida,80.3317307609575,12,011,0.4849
Calhoun County,Florida,74.6772354135484,12,013,0.4125
Charlotte County,Florida,80.03383445763,12,015,0.4572
Citrus County,Florida,75.2399918924409,12,017,0.4535
Clay County,Florida,77.188860994767,12,019,0.4188
Collier County,Florida,84.595444361758,12,021,0.5237
Columbia County,Florida,74.7773936232838,12,023,0.4629
Miami-Dade County,Florida,80.9425605320856,12,086,0.5256
DeSoto County,Florida,79.1444636027855,12,027,0.4486
Dixie County,Florida,74.5575346674888,12,029,0.4692
Duval County,Florida,75.6156823037129,12,031,0.471
Escambia County,Florida,74.9177305679025,12,033,0.4387
Flagler County,Florida,78.664439632624,12,035,0.4163
Franklin County,Florida,75.8945940583455,12,037,0.4979
Gadsden County,Florida,75.1015247970268,12,039,0.4418
Gilchrist County,Florida,76.5403282898351,12,041,0.4214
Glades County,Florida,80.3593819027898,12,043,0.4453
Gulf County,Florida,76.1867572155153,12,045,0.4252
Hamilton County,Florida,75.20250890304,12,047,0.4835
Hardee County,Florida,78.2845185703614,12,049,0.4772
Hendry County,Florida,76.8823667223551,12,051,0.4751
Hernando County,Florida,76.4093994711709,12,053,0.422
Highlands County,Florida,78.1939608334697,12,055,0.4758
Hillsborough County,Florida,78.5404586829892,12,057,0.4795
Holmes County,Florida,73.2084521422928,12,059,0.4506
Indian River County,Florida,79.907697163534,12,061,0.5189
Jackson County,Florida,74.6358394836189,12,063,0.4397
Jefferson County,Florida,76.8845831245796,12,065,0.4414
Lafayette County,Florida,76.6581957641507,12,067,0.5248
Lake County,Florida,78.2864216245771,12,069,0.4249
Lee County,Florida,81.3739581271401,12,071,0.4786
Leon County,Florida,79.030358739809,12,073,0.4859
Levy County,Florida,74.6229846286448,12,075,0.4589
Liberty County,Florida,75.7518222351327,12,077,0.4552
Madison County,Florida,74.8388882546744,12,079,0.4816
Manatee County,Florida,80.1910648097431,12,081,0.4666
Marion County,Florida,75.9623016853633,12,083,0.4467
Martin County,Florida,81.1568203073339,12,085,0.5219
Monroe County,Florida,79.6005221210364,12,087,0.4996
Nassau County,Florida,77.2759370761858,12,089,0.4421
Okaloosa County,Florida,77.3889246282456,12,091,0.4294
Okeechobee County,Florida,75.9457097645825,12,093,0.4357
Orange County,Florida,79.5269054955863,12,095,0.4831
Osceola County,Florida,78.8810610995138,12,097,0.4285
Palm Beach County,Florida,81.3829024333588,12,099,0.5197
Pasco County,Florida,77.098851734423,12,101,0.4508
Pinellas County,Florida,78.2987745279353,12,103,0.4872
Polk County,Florida,77.7020921564756,12,105,0.4391
Putnam County,Florida,73.635254100304,12,107,0.4637
Saint Johns County,Florida,80.5809996179964,12,109,0.47
Saint Lucie County,Florida,79.2977622741057,12,111,0.456
Santa Rosa County,Florida,77.3193290919895,12,113,0.4204
Sarasota County,Florida,80.9350383168968,12,115,0.4848
Seminole County,Florida,79.8402255658359,12,117,0.4586
Sumter County,Florida,80.4806227609364,12,119,0.4338
Suwannee County,Florida,75.2150765992341,12,121,0.4792
Taylor County,Florida,74.7442078191434,12,123,0.4215
Union County,Florida,67.8919995760419,12,125,0.4252
Volusia County,Florida,76.2981063923098,12,127,0.4628
Wakulla County,Florida,76.2724538807062,12,129,0.3734
Walton County,Florida,77.3545360296973,12,131,0.4979
Washington County,Florida,72.8960237830396,12,133,0.4523
Appling County,Georgia,74.0084605365612,13,001,0.4662
Atkinson County,Georgia,73.4390527880296,13,003,0.4958
Bacon County,Georgia,72.5321912655798,13,005,0.4253
Baker County,Georgia,77.1226977730015,13,007,0.4681
Baldwin County,Georgia,75.885623089803,13,009,0.4991
Banks County,Georgia,76.5761341138381,13,011,0.3954
Barrow County,Georgia,76.4531171029684,13,013,0.3931
Bartow County,Georgia,76.2159238347912,13,015,0.4378
Ben Hill County,Georgia,72.9889666208592,13,017,0.4565
Berrien County,Georgia,74.439001968007,13,019,0.4391
Bibb County,Georgia,73.6270349335338,13,021,0.5239
Bleckley County,Georgia,75.6767775470061,13,023,0.5033
Brantley County,Georgia,74.2535435032282,13,025,0.4296
Brooks County,Georgia,74.7365498889901,13,027,0.4738
Bryan County,Georgia,75.9644967649488,13,029,0.4335
Bulloch County,Georgia,76.8294282235662,13,031,0.4907
Burke County,Georgia,73.7095855538626,13,033,0.4591
Butts County,Georgia,73.7983435794374,13,035,0.4799
Calhoun County,Georgia,74.4920251011037,13,037,0.4983
Camden County,Georgia,77.8072993071322,13,039,0.4329
Candler County,Georgia,73.3882320641854,13,043,0.5234
Carroll County,Georgia,75.1232865117092,13,045,0.4521
Catoosa County,Georgia,77.5910778852834,13,047,0.4116
Charlton County,Georgia,76.3359105899648,13,049,0.4095
Chatham County,Georgia,77.490102718577,13,051,0.4764
Chattahoochee County,Georgia,77.0231781510592,13,053,0.4384
Chattooga County,Georgia,73.4170928402242,13,055,0.4582
Cherokee County,Georgia,79.8435454979864,13,057,0.4175
Clarke County,Georgia,78.6318913183763,13,059,0.5262
Clay County,Georgia,73.9493638446073,13,061,0.498
Clayton County,Georgia,76.5508691906889,13,063,0.4169
Clinch County,Georgia,72.4247234455474,13,065,0.5597
Cobb County,Georgia,80.2177640812596,13,067,0.4551
Coffee County,Georgia,74.4295289710942,13,069,0.5044
Colquitt County,Georgia,74.0379120198679,13,071,0.4634
Columbia County,Georgia,79.8999326107972,13,073,0.4095
Cook County,Georgia,74.3093937088097,13,075,0.4471
Coweta County,Georgia,78.3648849335877,13,077,0.4333
Crawford County,Georgia,75.6561888490683,13,079,0.4663
Crisp County,Georgia,74.6124945203586,13,081,0.5613
Dade County,Georgia,75.0924029502412,13,083,0.4522
Dawson County,Georgia,77.8849206643038,13,085,0.4638
Decatur County,Georgia,73.7088647064192,13,087,0.5121
DeKalb County,Georgia,79.8238732978234,13,089,0.4907
Dodge County,Georgia,75.1775460945016,13,091,0.4504
Dooly County,Georgia,78.2138090959277,13,093,0.4456
Dougherty County,Georgia,74.3569712282889,13,095,0.5051
Douglas County,Georgia,77.3960194322986,13,097,0.4092
Early County,Georgia,73.2371558935003,13,099,0.4783
Echols County,Georgia,77.0599023389516,13,101,0.4855
Effingham County,Georgia,76.3909397434421,13,103,0.3848
Elbert County,Georgia,74.195571787566,13,105,0.4933
Emanuel County,Georgia,72.6318304928933,13,107,0.4743
Evans County,Georgia,74.7149148196397,13,109,0.4819
Fannin County,Georgia,77.0727670886557,13,111,0.4558
Fayette County,Georgia,80.7682924448471,13,113,0.42
Floyd County,Georgia,75.0581302260989,13,115,0.4635
Forsyth County,Georgia,81.674209211008,13,117,0.4093
Franklin County,Georgia,73.8725746030686,13,119,0.4728
Fulton County,Georgia,78.867596065924,13,121,0.5413
Gilmer County,Georgia,77.9602337939812,13,123,0.4448
Glascock County,Georgia,73.394960919002,13,125,0.3987
Glynn County,Georgia,77.1335060809149,13,127,0.5019
Gordon County,Georgia,75.4706012819472,13,129,0.4391
Grady County,Georgia,75.5518347037765,13,131,0.4663
Greene County,Georgia,77.7512340805882,13,133,0.5703
Gwinnett County,Georgia,80.607617253456,13,135,0.4264
Habersham County,Georgia,77.3582989596064,13,137,0.437
Hall County,Georgia,78.8960139014754,13,139,0.4523
Hancock County,Georgia,75.3903158501469,13,141,0.4864
Haralson County,Georgia,73.2656065600872,13,143,0.4576
Harris County,Georgia,79.295601776848,13,145,0.4377
Hart County,Georgia,76.8248765683369,13,147,0.4583
Heard County,Georgia,74.7199641903674,13,149,0.4169
Henry County,Georgia,77.181720507416,13,151,0.4029
Houston County,Georgia,77.3383420736599,13,153,0.438
Irwin County,Georgia,74.8751692688427,13,155,0.4984
Jackson County,Georgia,76.2832039775414,13,157,0.43
Jasper County,Georgia,75.7749845245545,13,159,0.4327
Jeff Davis County,Georgia,73.2268902139052,13,161,0.4387
Jefferson County,Georgia,72.5992407627131,13,163,0.4796
Jenkins County,Georgia,73.3841998147857,13,165,0.4391
Johnson County,Georgia,76.0287103065729,13,167,0.4456
Jones County,Georgia,77.8374428106185,13,169,0.4283
Lamar County,Georgia,74.3508731721163,13,171,0.4751
Lanier County,Georgia,75.3835180951939,13,173,0.497
Laurens County,Georgia,74.4577525082559,13,175,0.5211
Lee County,Georgia,76.6914056662725,13,177,0.3956
Liberty County,Georgia,76.3021109268363,13,179,0.4129
Lincoln County,Georgia,76.1794942621868,13,181,0.4878
Long County,Georgia,78.4618707054974,13,183,0.3724
Lowndes County,Georgia,75.8358035603923,13,185,0.5026
Lumpkin County,Georgia,77.7101053772346,13,187,0.4853
McDuffie County,Georgia,73.7738203200434,13,189,0.4627
McIntosh County,Georgia,79.7108099163917,13,191,0.481
Macon County,Georgia,73.7317039474685,13,193,0.4989
Madison County,Georgia,75.840925411624,13,195,0.4282
Marion County,Georgia,76.2946453096112,13,197,0.4404
Meriwether County,Georgia,74.4847266846964,13,199,0.4562
Miller County,Georgia,73.0734881813492,13,201,0.4857
Mitchell County,Georgia,74.0885588705262,13,205,0.4422
Monroe County,Georgia,77.4835874483883,13,207,0.538
Montgomery County,Georgia,75.0403904752512,13,209,0.4714
Morgan County,Georgia,77.3359048444416,13,211,0.4553
Murray County,Georgia,74.7984649731187,13,213,0.4026
Muscogee County,Georgia,74.0661905409308,13,215,0.4994
Newton County,Georgia,76.0968360464372,13,217,0.4274
Oconee County,Georgia,80.9648939245257,13,219,0.4608
Oglethorpe County,Georgia,77.6363584185965,13,221,0.4116
Paulding County,Georgia,78.486927311261,13,223,0.3909
Peach County,Georgia,73.7058392267195,13,225,0.449
Pickens County,Georgia,77.0978924166854,13,227,0.4209
Pierce County,Georgia,74.2596164151985,13,229,0.5026
Pike County,Georgia,75.4989917474708,13,231,0.4516
Polk County,Georgia,73.2748803672115,13,233,0.484
