County,State,State_FIPS,County_FIPS,housing_cost_burden
Trinity County,California,06,105,175
Tulare County,California,06,107,4665
Tuolumne County,California,06,109,706
Ventura County,California,06,111,8426
Yolo County,California,06,113,3018
Yuba County,California,06,115,923
Alamosa County,Colorado,08,003,195
Archuleta County,Colorado,08,007,125
Baca County,Colorado,08,009,24
Bent County,Colorado,08,011,72
Chaffee County,Colorado,08,015,361
Cheyenne County,Colorado,08,017,13
Clear Creek County,Colorado,08,019,60
Conejos County,Colorado,08,021,90
Costilla County,Colorado,08,023,0
Crowley County,Colorado,08,025,19
Custer County,Colorado,08,027,25
Delta County,Colorado,08,029,153
Dolores County,Colorado,08,033,5
Douglas County,Colorado,08,035,1537
Eagle County,Colorado,08,037,448
Elbert County,Colorado,08,039,83
El Paso County,Colorado,08,041,7097
Fremont County,Colorado,08,043,743
Garfield County,Colorado,08,045,855
Gilpin County,Colorado,08,047,81
Grand County,Colorado,08,049,147
Gunnison County,Colorado,08,051,197
Huerfano County,Colorado,08,055,102
Jackson County,Colorado,08,057,11
Kiowa County,Colorado,08,061,19
Kit Carson County,Colorado,08,063,77
Lake County,Colorado,08,065,43
La Plata County,Colorado,08,067,615
Larimer County,Colorado,08,069,3530
Las Animas County,Colorado,08,071,173
Lincoln County,Colorado,08,073,35
Logan County,Colorado,08,075,150
Mesa County,Colorado,08,077,1181
Moffat County,Colorado,08,081,62
Montezuma County,Colorado,08,083,221
Montrose County,Colorado,08,085,390
Morgan County,Colorado,08,087,260
Otero County,Colorado,08,089,207
Ouray County,Colorado,08,091,35
Park County,Colorado,08,093,46
Phillips County,Colorado,08,095,37
Pitkin County,Colorado,08,097,260
Prowers County,Colorado,08,099,107
Pueblo County,Colorado,08,101,1363
Rio Blanco County,Colorado,08,103,83
Rio Grande County,Colorado,08,105,87
Routt County,Colorado,08,107,214
Saguache County,Colorado,08,109,50
San Miguel County,Colorado,08,113,131
Sedgwick County,Colorado,08,115,5
Summit County,Colorado,08,117,288
Teller County,Colorado,08,119,167
Washington County,Colorado,08,121,34
Yuma County,Colorado,08,125,76
Adams County,Colorado,08,001,4554
Arapahoe County,Colorado,08,005,7006
Boulder County,Colorado,08,013,3755
Broomfield County,Colorado,08,014,577
Denver County,Colorado,08,031,11041
Jefferson County,Colorado,08,059,5562
Weld County,Colorado,08,123,2299
Fairfield County,Connecticut,09,001,8876
Hartford County,Connecticut,09,003,9686
Litchfield County,Connecticut,09,005,1418
Middlesex County,Connecticut,09,007,1154
New Haven County,Connecticut,09,009,10677
New London County,Connecticut,09,011,3400
Tolland County,Connecticut,09,013,1297
Windham County,Connecticut,09,015,1179
Kent County,Delaware,10,001,1578
New Castle County,Delaware,10,003,5476
Sussex County,Delaware,10,005,1204
Alachua County,Florida,12,001,3489
Baker County,Florida,12,003,150
Bay County,Florida,12,005,2055
Bradford County,Florida,12,007,246
Brevard County,Florida,12,009,5423
Broward County,Florida,12,011,19716
Calhoun County,Florida,12,013,122
Charlotte County,Florida,12,015,1344
Citrus County,Florida,12,017,640
Clay County,Florida,12,019,1368
Collier County,Florida,12,021,2813
Columbia County,Florida,12,023,548
Miami-Dade County,Florida,12,086,32023
DeSoto County,Florida,12,027,200
Dixie County,Florida,12,029,56
Duval County,Florida,12,031,10929
Escambia County,Florida,12,033,3596
Flagler County,Florida,12,035,818
Franklin County,Florida,12,037,168
Gadsden County,Florida,12,039,194
Gilchrist County,Florida,12,041,120
Glades County,Florida,12,043,33
Gulf County,Florida,12,045,37
Hamilton County,Florida,12,047,92
Hardee County,Florida,12,049,186
Hendry County,Florida,12,051,174
Hernando County,Florida,12,053,866
Highlands County,Florida,12,055,852
Hillsborough County,Florida,12,057,16009
Holmes County,Florida,12,059,145
Indian River County,Florida,12,061,1374
Jackson County,Florida,12,063,259
Jefferson County,Florida,12,065,219
Lafayette County,Florida,12,067,29
Lake County,Florida,12,069,2166
Lee County,Florida,12,071,6188
Leon County,Florida,12,073,3499
Levy County,Florida,12,075,206
Liberty County,Florida,12,077,11
Madison County,Florida,12,079,112
Manatee County,Florida,12,081,3530
Marion County,Florida,12,083,2398
Martin County,Florida,12,085,1367
Monroe County,Florida,12,087,1230
Nassau County,Florida,12,089,653
Okaloosa County,Florida,12,091,2016
Okeechobee County,Florida,12,093,244
Orange County,Florida,12,095,15220
Osceola County,Florida,12,097,3638
Palm Beach County,Florida,12,099,11814
Pasco County,Florida,12,101,3640
Pinellas County,Florida,12,103,12278
Polk County,Florida,12,105,5437
Putnam County,Florida,12,107,540
Saint Johns County,Florida,12,109,1262
Saint Lucie County,Florida,12,111,2597
Santa Rosa County,Florida,12,113,1589
Sarasota County,Florida,12,115,3465
Seminole County,Florida,12,117,3759
Sumter County,Florida,12,119,384
Suwannee County,Florida,12,121,227
Taylor County,Florida,12,123,120
Union County,Florida,12,125,127
Volusia County,Florida,12,127,4028
Wakulla County,Florida,12,129,160
Walton County,Florida,12,131,377
Washington County,Florida,12,133,98
Appling County,Georgia,13,001,192
Atkinson County,Georgia,13,003,55
Bacon County,Georgia,13,005,17
Baker County,Georgia,13,007,8
Baldwin County,Georgia,13,009,390
Banks County,Georgia,13,011,113
Barrow County,Georgia,13,013,364
Bartow County,Georgia,13,015,871
Ben Hill County,Georgia,13,017,147
Berrien County,Georgia,13,019,272
Bibb County,Georgia,13,021,1916
Bleckley County,Georgia,13,023,23
Brantley County,Georgia,13,025,28
Brooks County,Georgia,13,027,106
Bryan County,Georgia,13,029,316
Bulloch County,Georgia,13,031,585
Burke County,Georgia,13,033,185
Butts County,Georgia,13,035,89
Calhoun County,Georgia,13,037,71
Camden County,Georgia,13,039,285
Candler County,Georgia,13,043,51
Carroll County,Georgia,13,045,898
Catoosa County,Georgia,13,047,484
Charlton County,Georgia,13,049,28
Chatham County,Georgia,13,051,3840
Chattahoochee County,Georgia,13,053,329
Chattooga County,Georgia,13,055,208
Cherokee County,Georgia,13,057,1118
Clarke County,Georgia,13,059,1700
Clay County,Georgia,13,061,43
Clayton County,Georgia,13,063,3098
Clinch County,Georgia,13,065,20
Cobb County,Georgia,13,067,7751
Coffee County,Georgia,13,069,305
Colquitt County,Georgia,13,071,447
Columbia County,Georgia,13,073,626
Cook County,Georgia,13,075,106
Coweta County,Georgia,13,077,860
Crawford County,Georgia,13,079,28
Crisp County,Georgia,13,081,453
Dade County,Georgia,13,083,64
Dawson County,Georgia,13,085,31
Decatur County,Georgia,13,087,324
DeKalb County,Georgia,13,089,10350
Dodge County,Georgia,13,091,239
Dooly County,Georgia,13,093,107
Dougherty County,Georgia,13,095,1258
Douglas County,Georgia,13,097,1268
Early County,Georgia,13,099,19
Echols County,Georgia,13,101,15
Effingham County,Georgia,13,103,384
Elbert County,Georgia,13,105,167
Emanuel County,Georgia,13,107,143
Evans County,Georgia,13,109,59
Fannin County,Georgia,13,111,191
Fayette County,Georgia,13,113,665
Floyd County,Georgia,13,115,1076
Forsyth County,Georgia,13,117,711
Franklin County,Georgia,13,119,226
Fulton County,Georgia,13,121,13991
Gilmer County,Georgia,13,123,248
Glascock County,Georgia,13,125,51
Glynn County,Georgia,13,127,748
Gordon County,Georgia,13,129,510
Grady County,Georgia,13,131,174
Greene County,Georgia,13,133,73
Gwinnett County,Georgia,13,135,7464
Habersham County,Georgia,13,137,389
Hall County,Georgia,13,139,1753
Hancock County,Georgia,13,141,55
Haralson County,Georgia,13,143,177
Harris County,Georgia,13,145,83
Hart County,Georgia,13,147,24
Heard County,Georgia,13,149,88
Henry County,Georgia,13,151,1654
Houston County,Georgia,13,153,1356
Irwin County,Georgia,13,155,57
Jackson County,Georgia,13,157,358
Jasper County,Georgia,13,159,46
Jeff Davis County,Georgia,13,161,127
Jefferson County,Georgia,13,163,302
Jenkins County,Georgia,13,165,41
Johnson County,Georgia,13,167,17
Jones County,Georgia,13,169,221
Lamar County,Georgia,13,171,159
Lanier County,Georgia,13,173,22
Laurens County,Georgia,13,175,392
Lee County,Georgia,13,177,327
Liberty County,Georgia,13,179,840
Lincoln County,Georgia,13,181,43
Long County,Georgia,13,183,142
Lowndes County,Georgia,13,185,1280
Lumpkin County,Georgia,13,187,225
McDuffie County,Georgia,13,189,162
McIntosh County,Georgia,13,191,106
Macon County,Georgia,13,193,92
Madison County,Georgia,13,195,145
Marion County,Georgia,13,197,62
Meriwether County,Georgia,13,199,185
Miller County,Georgia,13,201,40
Mitchell County,Georgia,13,205,269
Monroe County,Georgia,13,207,99
Montgomery County,Georgia,13,209,74
Morgan County,Georgia,13,211,103
Murray County,Georgia,13,213,319
Muscogee County,Georgia,13,215,2822
Newton County,Georgia,13,217,409
Oconee County,Georgia,13,219,205
Oglethorpe County,Georgia,13,221,21
Paulding County,Georgia,13,223,1059
Peach County,Georgia,13,225,141
Pickens County,Georgia,13,227,275
Pierce County,Georgia,13,229,31
Pike County,Georgia,13,231,30
Polk County,Georgia,13,233,290
Pulaski County,Georgia,13,235,16
Putnam County,Georgia,13,237,355
Quitman County,Georgia,13,239,35
Rabun County,Georgia,13,241,90
Randolph County,Georgia,13,243,48
Richmond County,Georgia,13,245,2398
Rockdale County,Georgia,13,247,1093
Schley County,Georgia,13,249,51
Screven County,Georgia,13,251,54
Seminole County,Georgia,13,253,27
Spalding County,Georgia,13,255,521
Stephens County,Georgia,13,257,309
Stewart County,Georgia,13,259,38
Sumter County,Georgia,13,261,214
Talbot County,Georgia,13,263,18
Taliaferro County,Georgia,13,265,20
Tattnall County,Georgia,13,267,104
Taylor County,Georgia,13,269,20
Telfair County,Georgia,13,271,142
Terrell County,Georgia,13,273,51
Thomas County,Georgia,13,275,456
Tift County,Georgia,13,277,232
Toombs County,Georgia,13,279,297
Towns County,Georgia,13,281,9
Treutlen County,Georgia,13,283,34
Troup County,Georgia,13,285,625
Turner County,Georgia,13,287,23
Twiggs County,Georgia,13,289,47
Union County,Georgia,13,291,267
Upson County,Georgia,13,293,492
Walker County,Georgia,13,295,832
Walton County,Georgia,13,297,753
Ware County,Georgia,13,299,357
Warren County,Georgia,13,301,44
Washington County,Georgia,13,303,135
Wayne County,Georgia,13,305,201
Webster County,Georgia,13,307,16
Wheeler County,Georgia,13,309,15
White County,Georgia,13,311,393
Whitfield County,Georgia,13,313,1092
Wilcox County,Georgia,13,315,44
Wilkes County,Georgia,13,317,140
Wilkinson County,Georgia,13,319,19
Worth County,Georgia,13,321,250
Hawaii County,Hawaii,15,001,1649
Honolulu County,Hawaii,15,003,12073
Kauai County,Hawaii,15,007,658
Kalawao County,Hawaii,15,005,0
Maui County,Hawaii,15,009,1888
Ada County,Idaho,16,001,3711
Adams County,Idaho,16,003,23
Bannock County,Idaho,16,005,621
Bear Lake County,Idaho,16,007,45
Benewah County,Idaho,16,009,83
Bingham County,Idaho,16,011,155
Blaine County,Idaho,16,013,176
Boise County,Idaho,16,015,52
Bonner County,Idaho,16,017,433
Bonneville County,Idaho,16,019,957
Boundary County,Idaho,16,021,46
Butte County,Idaho,16,023,12
Camas County,Idaho,16,025,11
Canyon County,Idaho,16,027,1783
Caribou County,Idaho,16,029,29
Cassia County,Idaho,16,031,76
Clearwater County,Idaho,16,035,98
Custer County,Idaho,16,037,16
Elmore County,Idaho,16,039,169
Franklin County,Idaho,16,041,69
Fremont County,Idaho,16,043,28
Gem County,Idaho,16,045,130
Gooding County,Idaho,16,047,118
Idaho County,Idaho,16,049,79
Jefferson County,Idaho,16,051,104
Jerome County,Idaho,16,053,159
Kootenai County,Idaho,16,055,1382
Latah County,Idaho,16,057,590
Lemhi County,Idaho,16,059,41
Lewis County,Idaho,16,061,24
Lincoln County,Idaho,16,063,16
Madison County,Idaho,16,065,470
Minidoka County,Idaho,16,067,97
Nez Perce County,Idaho,16,069,449
Oneida County,Idaho,16,071,27
Owyhee County,Idaho,16,073,27
Payette County,Idaho,16,075,239
Power County,Idaho,16,077,69
Shoshone County,Idaho,16,079,148
Teton County,Idaho,16,081,171
Twin Falls County,Idaho,16,083,613
Valley County,Idaho,16,085,167
Washington County,Idaho,16,087,62
Adams County,Illinois,17,001,533
Alexander County,Illinois,17,003,38
Bond County,Illinois,17,005,49
Boone County,Illinois,17,007,457
Brown County,Illinois,17,009,35
Bureau County,Illinois,17,011,255
Calhoun County,Illinois,17,013,25
Carroll County,Illinois,17,015,91
Cass County,Illinois,17,017,70
Champaign County,Illinois,17,019,2582
Christian County,Illinois,17,021,253
Clark County,Illinois,17,023,160
Clay County,Illinois,17,025,78
Clinton County,Illinois,17,027,149
Coles County,Illinois,17,029,602
Cook County,Illinois,17,031,65525
Crawford County,Illinois,17,033,86
Cumberland County,Illinois,17,035,44
DeKalb County,Illinois,17,037,1026
De Witt County,Illinois,17,039,165
Douglas County,Illinois,17,041,71
DuPage County,Illinois,17,043,7521
Edgar County,Illinois,17,045,114
Edwards County,Illinois,17,047,40
Effingham County,Illinois,17,049,230
Fayette County,Illinois,17,051,87
Ford County,Illinois,17,053,48
Franklin County,Illinois,17,055,262
Fulton County,Illinois,17,057,435
Gallatin County,Illinois,17,059,47
Greene County,Illinois,17,061,57
Grundy County,Illinois,17,063,227
Hamilton County,Illinois,17,065,30
Hancock County,Illinois,17,067,62
Hardin County,Illinois,17,069,32
Henderson County,Illinois,17,071,22
Henry County,Illinois,17,073,362
Iroquois County,Illinois,17,075,186
Jackson County,Illinois,17,077,773
Jasper County,Illinois,17,079,33
Jefferson County,Illinois,17,081,225
Jersey County,Illinois,17,083,244
Jo Daviess County,Illinois,17,085,213
Johnson County,Illinois,17,087,74
Kane County,Illinois,17,089,3383
Kankakee County,Illinois,17,091,742
Kendall County,Illinois,17,093,507
Knox County,Illinois,17,095,557
Lake County,Illinois,17,097,4875
LaSalle County,Illinois,17,099,748
Lawrence County,Illinois,17,101,171
Lee County,Illinois,17,103,261
Livingston County,Illinois,17,105,197
Logan County,Illinois,17,107,183
McDonough County,Illinois,17,109,251
McHenry County,Illinois,17,111,1773
McLean County,Illinois,17,113,1474
Macon County,Illinois,17,115,953
Macoupin County,Illinois,17,117,218
Madison County,Illinois,17,119,1983
Marion County,Illinois,17,121,353
Marshall County,Illinois,17,123,82
Mason County,Illinois,17,125,52
Massac County,Illinois,17,127,121
Menard County,Illinois,17,129,56
Mercer County,Illinois,17,131,78
Monroe County,Illinois,17,133,281
Montgomery County,Illinois,17,135,188
Morgan County,Illinois,17,137,396
Moultrie County,Illinois,17,139,107
Ogle County,Illinois,17,141,283
Peoria County,Illinois,17,143,2110
Perry County,Illinois,17,145,102
Piatt County,Illinois,17,147,56
Pike County,Illinois,17,149,76
Pope County,Illinois,17,151,25
Pulaski County,Illinois,17,153,36
Putnam County,Illinois,17,155,17
Randolph County,Illinois,17,157,176
Richland County,Illinois,17,159,60
Rock Island County,Illinois,17,161,1413
Saint Clair County,Illinois,17,163,3065
Saline County,Illinois,17,165,156
Sangamon County,Illinois,17,167,2015
Schuyler County,Illinois,17,169,60
Scott County,Illinois,17,171,16
Shelby County,Illinois,17,173,147
Stark County,Illinois,17,175,34
Stephenson County,Illinois,17,177,555
Tazewell County,Illinois,17,179,980
Union County,Illinois,17,181,276
Vermilion County,Illinois,17,183,689
Wabash County,Illinois,17,185,63
Warren County,Illinois,17,187,204
Washington County,Illinois,17,189,16
Wayne County,Illinois,17,191,137
White County,Illinois,17,193,70
Whiteside County,Illinois,17,195,376
Will County,Illinois,17,197,2796
Williamson County,Illinois,17,199,662
Winnebago County,Illinois,17,201,2727
Woodford County,Illinois,17,203,236
Adams County,Indiana,18,001,104
Allen County,Indiana,18,003,2942
Bartholomew County,Indiana,18,005,416
Benton County,Indiana,18,007,77
Blackford County,Indiana,18,009,84
Boone County,Indiana,18,011,358
Brown County,Indiana,18,013,86
Carroll County,Indiana,18,015,126
Cass County,Indiana,18,017,304
Clark County,Indiana,18,019,786
Clay County,Indiana,18,021,186
Clinton County,Indiana,18,023,308
Crawford County,Indiana,18,025,15
Daviess County,Indiana,18,027,161
Dearborn County,Indiana,18,029,482
Decatur County,Indiana,18,031,208
DeKalb County,Indiana,18,033,165
Delaware County,Indiana,18,035,1094
Dubois County,Indiana,18,037,263
Elkhart County,Indiana,18,039,1559
Fayette County,Indiana,18,041,106
Floyd County,Indiana,18,043,787
Fountain County,Indiana,18,045,98
Franklin County,Indiana,18,047,167
Fulton County,Indiana,18,049,123
Gibson County,Indiana,18,051,247
Grant County,Indiana,18,053,652
Greene County,Indiana,18,055,163
Hamilton County,Indiana,18,057,1869
Hancock County,Indiana,18,059,428
Harrison County,Indiana,18,061,171
Hendricks County,Indiana,18,063,849
Henry County,Indiana,18,065,385
Howard County,Indiana,18,067,599
Huntington County,Indiana,18,069,207
Jackson County,Indiana,18,071,441
Jasper County,Indiana,18,073,271
Jay County,Indiana,18,075,138
Jefferson County,Indiana,18,077,372
Jennings County,Indiana,18,079,265
Johnson County,Indiana,18,081,1038
Knox County,Indiana,18,083,348
Kosciusko County,Indiana,18,085,612
LaGrange County,Indiana,18,087,260
Lake County,Indiana,18,089,3780
LaPorte County,Indiana,18,091,931
Lawrence County,Indiana,18,093,308
Madison County,Indiana,18,095,1000
Marion County,Indiana,18,097,12996
Marshall County,Indiana,18,099,247
Martin County,Indiana,18,101,68
Miami County,Indiana,18,103,277
Monroe County,Indiana,18,105,1980
Montgomery County,Indiana,18,107,271
Morgan County,Indiana,18,109,424
Newton County,Indiana,18,111,78
Noble County,Indiana,18,113,363
Ohio County,Indiana,18,115,51
Orange County,Indiana,18,117,136
Owen County,Indiana,18,119,120
Parke County,Indiana,18,121,37
Perry County,Indiana,18,123,136
Pike County,Indiana,18,125,43
Porter County,Indiana,18,127,944
Posey County,Indiana,18,129,102
Pulaski County,Indiana,18,131,98
Putnam County,Indiana,18,133,219
Randolph County,Indiana,18,135,128
Ripley County,Indiana,18,137,114
Rush County,Indiana,18,139,101
Saint Joseph County,Indiana,18,141,2427
Scott County,Indiana,18,143,285
Shelby County,Indiana,18,145,416
Spencer County,Indiana,18,147,74
Starke County,Indiana,18,149,140
Steuben County,Indiana,18,151,214
Sullivan County,Indiana,18,153,112
Switzerland County,Indiana,18,155,76
Tippecanoe County,Indiana,18,157,2437
Tipton County,Indiana,18,159,111
Union County,Indiana,18,161,51
Vanderburgh County,Indiana,18,163,2389
Vermillion County,Indiana,18,165,102
Vigo County,Indiana,18,167,1378
Wabash County,Indiana,18,169,202
Warren County,Indiana,18,171,44
Warrick County,Indiana,18,173,240
Washington County,Indiana,18,175,295
Wayne County,Indiana,18,177,776
Wells County,Indiana,18,179,353
White County,Indiana,18,181,150
Whitley County,Indiana,18,183,220
Adair County,Iowa,19,001,47
Adams County,Iowa,19,003,25
Allamakee County,Iowa,19,005,66
Appanoose County,Iowa,19,007,99
Audubon County,Iowa,19,009,9
Benton County,Iowa,19,011,140
Black Hawk County,Iowa,19,013,1342
Boone County,Iowa,19,015,141
Bremer County,Iowa,19,017,104
Buchanan County,Iowa,19,019,80
Buena Vista County,Iowa,19,021,200
Butler County,Iowa,19,023,89
Calhoun County,Iowa,19,025,42
Carroll County,Iowa,19,027,161
Cass County,Iowa,19,029,95
Cedar County,Iowa,19,031,64
Cerro Gordo County,Iowa,19,033,569
Cherokee County,Iowa,19,035,197
Chickasaw County,Iowa,19,037,35
Clarke County,Iowa,19,039,58
Clay County,Iowa,19,041,124
Clayton County,Iowa,19,043,87
Clinton County,Iowa,19,045,452
Crawford County,Iowa,19,047,65
