County,State,State_FIPS,County_FIPS,housing_cost_burden
Chicot County,Arkansas,05,017,69.0
Clark County,Arkansas,05,019,323.0
Clay County,Arkansas,05,021,194.0
Cleburne County,Arkansas,05,023,189.0
Cleveland County,Arkansas,05,025,49.0
Columbia County,Arkansas,05,027,131.0
Conway County,Arkansas,05,029,179.0
Craighead County,Arkansas,05,031,1201.0
Crawford County,Arkansas,05,033,496.0
Crittenden County,Arkansas,05,035,730.0
Cross County,Arkansas,05,037,210.0
Dallas County,Arkansas,05,039,113.0
Desha County,Arkansas,05,041,94.0
Drew County,Arkansas,05,043,99.0
Faulkner County,Arkansas,05,045,1249.0
Franklin County,Arkansas,05,047,129.0
Fulton County,Arkansas,05,049,113.0
Garland County,Arkansas,05,051,1272.0
Grant County,Arkansas,05,053,89.0
Greene County,Arkansas,05,055,572.0
Hempstead County,Arkansas,05,057,264.0
Hot Spring County,Arkansas,05,059,175.0
Howard County,Arkansas,05,061,148.0
Independence County,Arkansas,05,063,430.0
Izard County,Arkansas,05,065,30.0
Jackson County,Arkansas,05,067,205.0
Jefferson County,Arkansas,05,069,697.0
Johnson County,Arkansas,05,071,218.0
Lafayette County,Arkansas,05,073,38.0
Lawrence County,Arkansas,05,075,169.0
Lee County,Arkansas,05,077,44.0
Lincoln County,Arkansas,05,079,39.0
Little River County,Arkansas,05,081,112.0
Logan County,Arkansas,05,083,104.0
Lonoke County,Arkansas,05,085,746.0
Madison County,Arkansas,05,087,60.0
Marion County,Arkansas,05,089,149.0
Miller County,Arkansas,05,091,357.0
Mississippi County,Arkansas,05,093,454.0
Monroe County,Arkansas,05,095,170.0
Montgomery County,Arkansas,05,097,23.0
Nevada County,Arkansas,05,099,204.0
Newton County,Arkansas,05,101,32.0
Ouachita County,Arkansas,05,103,123.0
Perry County,Arkansas,05,105,60.0
Phillips County,Arkansas,05,107,217.0
Pike County,Arkansas,05,109,87.0
Poinsett County,Arkansas,05,111,298.0
Polk County,Arkansas,05,113,86.0
Pope County,Arkansas,05,115,791.0
Prairie County,Arkansas,05,117,55.0
Pulaski County,Arkansas,05,119,5947.0
Randolph County,Arkansas,05,121,198.0
Saint Francis County,Arkansas,05,123,368.0
Saline County,Arkansas,05,125,772.0
Scott County,Arkansas,05,127,72.0
Searcy County,Arkansas,05,129,45.0
Sebastian County,Arkansas,05,131,1576.0
Sevier County,Arkansas,05,133,87.0
Sharp County,Arkansas,05,135,148.0
Stone County,Arkansas,05,137,263.0
Union County,Arkansas,05,139,209.0
Van Buren County,Arkansas,05,141,187.0
Washington County,Arkansas,05,143,3358.0
White County,Arkansas,05,145,784.0
Woodruff County,Arkansas,05,147,131.0
Yell County,Arkansas,05,149,220.0
Alameda County,California,06,001,24221.0
Alpine County,California,06,003,0.0
Amador County,California,06,005,339.0
Butte County,California,06,007,3200.0
Calaveras County,California,06,009,349.0
Colusa County,California,06,011,153.0
Contra Costa County,California,06,013,11233.0
Del Norte County,California,06,015,279.0
El Dorado County,California,06,017,1246.0
Fresno County,California,06,019,11814.0
Glenn County,California,06,021,291.0
Humboldt County,California,06,023,2315.0
Imperial County,California,06,025,1680.0
Inyo County,California,06,027,595.0
Kern County,California,06,029,9373.0
Kings County,California,06,031,1897.0
Lake County,California,06,033,698.0
Lassen County,California,06,035,293.0
Los Angeles County,California,06,037,161146.0
Madera County,California,06,039,1489.0
Marin County,California,06,041,3240.0
Mariposa County,California,06,043,119.0
Mendocino County,California,06,045,1040.0
Merced County,California,06,047,3412.0
Modoc County,California,06,049,33.0
Mono County,California,06,051,297.0
Monterey County,California,06,053,6519.0
Napa County,California,06,055,1684.0
Nevada County,California,06,057,963.0
Orange County,California,06,059,43352.0
Placer County,California,06,061,3651.0
Plumas County,California,06,063,169.0
Riverside County,California,06,065,22330.0
Sacramento County,California,06,067,20630.0
San Benito County,California,06,069,608.0
San Bernardino County,California,06,071,23093.0
San Diego County,California,06,073,51094.0
San Francisco County,California,06,075,16374.0
San Joaquin County,California,06,077,9787.0
San Luis Obispo County,California,06,079,3520.0
San Mateo County,California,06,081,8287.0
Santa Barbara County,California,06,083,6413.0
Santa Clara County,California,06,085,25013.0
Santa Cruz County,California,06,087,3407.0
Shasta County,California,06,089,2274.0
Sierra County,California,06,091,63.0
Siskiyou County,California,06,093,578.0
Solano County,California,06,095,5915.0
Sonoma County,California,06,097,7039.0
Stanislaus County,California,06,099,6386.0
Sutter County,California,06,101,1575.0
Tehama County,California,06,103,794.0
Trinity County,California,06,105,231.0
Tulare County,California,06,107,5040.0
Tuolumne County,California,06,109,497.0
Ventura County,California,06,111,9591.0
Yolo County,California,06,113,3176.0
Yuba County,California,06,115,1047.0
Alamosa County,Colorado,08,003,206.0
Archuleta County,Colorado,08,007,191.0
Baca County,Colorado,08,009,30.0
Bent County,Colorado,08,011,42.0
Chaffee County,Colorado,08,015,144.0
Cheyenne County,Colorado,08,017,16.0
Clear Creek County,Colorado,08,019,73.0
Conejos County,Colorado,08,021,63.0
Costilla County,Colorado,08,023,34.0
Crowley County,Colorado,08,025,41.0
Custer County,Colorado,08,027,48.0
Delta County,Colorado,08,029,264.0
Dolores County,Colorado,08,033,12.0
Douglas County,Colorado,08,035,2456.0
Eagle County,Colorado,08,037,426.0
Elbert County,Colorado,08,039,35.0
El Paso County,Colorado,08,041,9427.0
Fremont County,Colorado,08,043,339.0
Garfield County,Colorado,08,045,653.0
Gilpin County,Colorado,08,047,48.0
Grand County,Colorado,08,049,91.0
Gunnison County,Colorado,08,051,248.0
Huerfano County,Colorado,08,055,70.0
Jackson County,Colorado,08,057,0.0
Kiowa County,Colorado,08,061,0.0
Kit Carson County,Colorado,08,063,102.0
Lake County,Colorado,08,065,168.0
La Plata County,Colorado,08,067,830.0
Larimer County,Colorado,08,069,4002.0
Las Animas County,Colorado,08,071,137.0
Lincoln County,Colorado,08,073,78.0
Logan County,Colorado,08,075,294.0
Mesa County,Colorado,08,077,1816.0
Moffat County,Colorado,08,081,221.0
Montezuma County,Colorado,08,083,185.0
Montrose County,Colorado,08,085,394.0
Morgan County,Colorado,08,087,344.0
Otero County,Colorado,08,089,249.0
Ouray County,Colorado,08,091,82.0
Park County,Colorado,08,093,112.0
Phillips County,Colorado,08,095,49.0
Pitkin County,Colorado,08,097,328.0
Prowers County,Colorado,08,099,263.0
Pueblo County,Colorado,08,101,2262.0
Rio Blanco County,Colorado,08,103,56.0
Rio Grande County,Colorado,08,105,138.0
Routt County,Colorado,08,107,202.0
Saguache County,Colorado,08,109,69.0
San Miguel County,Colorado,08,113,105.0
Sedgwick County,Colorado,08,115,25.0
Summit County,Colorado,08,117,407.0
Teller County,Colorado,08,119,161.0
Washington County,Colorado,08,121,39.0
Yuma County,Colorado,08,125,117.0
Adams County,Colorado,08,001,6038.0
Arapahoe County,Colorado,08,005,8823.0
Boulder County,Colorado,08,013,3853.0
Broomfield County,Colorado,08,014,984.0
Denver County,Colorado,08,031,12753.0
Jefferson County,Colorado,08,059,6195.0
Weld County,Colorado,08,123,2779.0
Fairfield County,Connecticut,09,001,9455.0
Hartford County,Connecticut,09,003,10252.0
Litchfield County,Connecticut,09,005,1307.0
Middlesex County,Connecticut,09,007,1880.0
New Haven County,Connecticut,09,009,10224.0
New London County,Connecticut,09,011,3649.0
Tolland County,Connecticut,09,013,1268.0
Windham County,Connecticut,09,015,1660.0
Kent County,Delaware,10,001,2068.0
New Castle County,Delaware,10,003,5254.0
Sussex County,Delaware,10,005,1646.0
Alachua County,Florida,12,001,2970.0
Baker County,Florida,12,003,213.0
Bay County,Florida,12,005,2622.0
Bradford County,Florida,12,007,300.0
Brevard County,Florida,12,009,4862.0
Broward County,Florida,12,011,24639.0
Calhoun County,Florida,12,013,35.0
Charlotte County,Florida,12,015,1237.0
Citrus County,Florida,12,017,1216.0
Clay County,Florida,12,019,1497.0
Collier County,Florida,12,021,3919.0
Columbia County,Florida,12,023,451.0
Miami-Dade County,Florida,12,086,37138.0
DeSoto County,Florida,12,027,329.0
Dixie County,Florida,12,029,56.0
Duval County,Florida,12,031,15603.0
Escambia County,Florida,12,033,4723.0
Flagler County,Florida,12,035,597.0
Franklin County,Florida,12,037,50.0
Gadsden County,Florida,12,039,364.0
Gilchrist County,Florida,12,041,62.0
Glades County,Florida,12,043,250.0
Gulf County,Florida,12,045,30.0
Hamilton County,Florida,12,047,112.0
Hardee County,Florida,12,049,123.0
Hendry County,Florida,12,051,235.0
Hernando County,Florida,12,053,1332.0
Highlands County,Florida,12,055,686.0
Hillsborough County,Florida,12,057,19393.0
Holmes County,Florida,12,059,94.0
Indian River County,Florida,12,061,1145.0
Jackson County,Florida,12,063,217.0
Jefferson County,Florida,12,065,103.0
Lafayette County,Florida,12,067,33.0
Lake County,Florida,12,069,3404.0
Lee County,Florida,12,071,6583.0
Leon County,Florida,12,073,4844.0
Levy County,Florida,12,075,229.0
Liberty County,Florida,12,077,15.0
Madison County,Florida,12,079,124.0
Manatee County,Florida,12,081,4003.0
Marion County,Florida,12,083,2678.0
Martin County,Florida,12,085,1366.0
Monroe County,Florida,12,087,1451.0
Nassau County,Florida,12,089,853.0
Okaloosa County,Florida,12,091,3075.0
Okeechobee County,Florida,12,093,483.0
Orange County,Florida,12,095,18816.0
Osceola County,Florida,12,097,2996.0
Palm Beach County,Florida,12,099,15199.0
Pasco County,Florida,12,101,4884.0
Pinellas County,Florida,12,103,12203.0
Polk County,Florida,12,105,6724.0
Putnam County,Florida,12,107,362.0
Saint Johns County,Florida,12,109,1466.0
Saint Lucie County,Florida,12,111,3504.0
Santa Rosa County,Florida,12,113,1152.0
Sarasota County,Florida,12,115,3737.0
Seminole County,Florida,12,117,4676.0
Sumter County,Florida,12,119,496.0
Suwannee County,Florida,12,121,194.0
Taylor County,Florida,12,123,171.0
Union County,Florida,12,125,70.0
Volusia County,Florida,12,127,4891.0
Wakulla County,Florida,12,129,233.0
Walton County,Florida,12,131,594.0
Washington County,Florida,12,133,103.0
Appling County,Georgia,13,001,38.0
Atkinson County,Georgia,13,003,26.0
Bacon County,Georgia,13,005,84.0
Baker County,Georgia,13,007,6.0
Baldwin County,Georgia,13,009,414.0
Banks County,Georgia,13,011,40.0
Barrow County,Georgia,13,013,504.0
Bartow County,Georgia,13,015,975.0
Ben Hill County,Georgia,13,017,151.0
Berrien County,Georgia,13,019,106.0
Bibb County,Georgia,13,021,2093.0
Bleckley County,Georgia,13,023,44.0
Brantley County,Georgia,13,025,76.0
Brooks County,Georgia,13,027,186.0
Bryan County,Georgia,13,029,303.0
Bulloch County,Georgia,13,031,1313.0
Burke County,Georgia,13,033,130.0
Butts County,Georgia,13,035,104.0
Calhoun County,Georgia,13,037,22.0
Camden County,Georgia,13,039,544.0
Candler County,Georgia,13,043,106.0
Carroll County,Georgia,13,045,907.0
Catoosa County,Georgia,13,047,452.0
Charlton County,Georgia,13,049,16.0
Chatham County,Georgia,13,051,3791.0
Chattahoochee County,Georgia,13,053,159.0
Chattooga County,Georgia,13,055,281.0
Cherokee County,Georgia,13,057,1765.0
Clarke County,Georgia,13,059,1915.0
Clay County,Georgia,13,061,4.0
Clayton County,Georgia,13,063,4002.0
Clinch County,Georgia,13,065,65.0
Cobb County,Georgia,13,067,9213.0
Coffee County,Georgia,13,069,207.0
Colquitt County,Georgia,13,071,726.0
Columbia County,Georgia,13,073,786.0
Cook County,Georgia,13,075,124.0
Coweta County,Georgia,13,077,1404.0
Crawford County,Georgia,13,079,158.0
Crisp County,Georgia,13,081,251.0
Dade County,Georgia,13,083,53.0
Dawson County,Georgia,13,085,110.0
Decatur County,Georgia,13,087,174.0
DeKalb County,Georgia,13,089,11227.0
Dodge County,Georgia,13,091,70.0
Dooly County,Georgia,13,093,61.0
Dougherty County,Georgia,13,095,1479.0
Douglas County,Georgia,13,097,1567.0
Early County,Georgia,13,099,53.0
Echols County,Georgia,13,101,5.0
Effingham County,Georgia,13,103,612.0
Elbert County,Georgia,13,105,138.0
Emanuel County,Georgia,13,107,220.0
Evans County,Georgia,13,109,85.0
Fannin County,Georgia,13,111,215.0
Fayette County,Georgia,13,113,711.0
Floyd County,Georgia,13,115,1286.0
Forsyth County,Georgia,13,117,832.0
Franklin County,Georgia,13,119,238.0
Fulton County,Georgia,13,121,16858.0
Gilmer County,Georgia,13,123,168.0
Glascock County,Georgia,13,125,6.0
Glynn County,Georgia,13,127,1020.0
Gordon County,Georgia,13,129,599.0
Grady County,Georgia,13,131,255.0
Greene County,Georgia,13,133,149.0
Gwinnett County,Georgia,13,135,9267.0
Habersham County,Georgia,13,137,388.0
Hall County,Georgia,13,139,1631.0
Hancock County,Georgia,13,141,142.0
Haralson County,Georgia,13,143,466.0
Harris County,Georgia,13,145,175.0
Hart County,Georgia,13,147,161.0
Heard County,Georgia,13,149,33.0
Henry County,Georgia,13,151,1901.0
Houston County,Georgia,13,153,1698.0
Irwin County,Georgia,13,155,109.0
Jackson County,Georgia,13,157,360.0
Jasper County,Georgia,13,159,78.0
Jeff Davis County,Georgia,13,161,87.0
Jefferson County,Georgia,13,163,125.0
Jenkins County,Georgia,13,165,0.0
Johnson County,Georgia,13,167,9.0
Jones County,Georgia,13,169,178.0
Lamar County,Georgia,13,171,191.0
Lanier County,Georgia,13,173,21.0
Laurens County,Georgia,13,175,457.0
Lee County,Georgia,13,177,260.0
Liberty County,Georgia,13,179,1333.0
Lincoln County,Georgia,13,181,101.0
Long County,Georgia,13,183,207.0
Lowndes County,Georgia,13,185,1684.0
Lumpkin County,Georgia,13,187,224.0
McDuffie County,Georgia,13,189,176.0
McIntosh County,Georgia,13,191,170.0
Macon County,Georgia,13,193,56.0
Madison County,Georgia,13,195,101.0
Marion County,Georgia,13,197,54.0
Meriwether County,Georgia,13,199,183.0
Miller County,Georgia,13,201,20.0
Mitchell County,Georgia,13,205,144.0
Monroe County,Georgia,13,207,87.0
Montgomery County,Georgia,13,209,130.0
Morgan County,Georgia,13,211,78.0
Murray County,Georgia,13,213,616.0
Muscogee County,Georgia,13,215,2921.0
Newton County,Georgia,13,217,968.0
Oconee County,Georgia,13,219,103.0
Oglethorpe County,Georgia,13,221,127.0
Paulding County,Georgia,13,223,1081.0
Peach County,Georgia,13,225,311.0
Pickens County,Georgia,13,227,211.0
Pierce County,Georgia,13,229,92.0
Pike County,Georgia,13,231,60.0
Polk County,Georgia,13,233,411.0
Pulaski County,Georgia,13,235,144.0
Putnam County,Georgia,13,237,44.0
Quitman County,Georgia,13,239,0.0
Rabun County,Georgia,13,241,83.0
Randolph County,Georgia,13,243,63.0
Richmond County,Georgia,13,245,2560.0
Rockdale County,Georgia,13,247,793.0
Schley County,Georgia,13,249,50.0
Screven County,Georgia,13,251,74.0
Seminole County,Georgia,13,253,131.0
Spalding County,Georgia,13,255,873.0
Stephens County,Georgia,13,257,168.0
Stewart County,Georgia,13,259,34.0
Sumter County,Georgia,13,261,375.0
Talbot County,Georgia,13,263,42.0
Taliaferro County,Georgia,13,265,23.0
Tattnall County,Georgia,13,267,166.0
Taylor County,Georgia,13,269,60.0
Telfair County,Georgia,13,271,105.0
Terrell County,Georgia,13,273,46.0
Thomas County,Georgia,13,275,366.0
Tift County,Georgia,13,277,389.0
Toombs County,Georgia,13,279,333.0
Towns County,Georgia,13,281,66.0
Treutlen County,Georgia,13,283,10.0
Troup County,Georgia,13,285,886.0
Turner County,Georgia,13,287,12.0
Twiggs County,Georgia,13,289,34.0
Union County,Georgia,13,291,95.0
Upson County,Georgia,13,293,289.0
Walker County,Georgia,13,295,756.0
Walton County,Georgia,13,297,474.0
Ware County,Georgia,13,299,515.0
Warren County,Georgia,13,301,54.0
Washington County,Georgia,13,303,135.0
Wayne County,Georgia,13,305,203.0
Webster County,Georgia,13,307,39.0
Wheeler County,Georgia,13,309,64.0
White County,Georgia,13,311,218.0
Whitfield County,Georgia,13,313,1137.0
Wilcox County,Georgia,13,315,30.0
Wilkes County,Georgia,13,317,142.0
Wilkinson County,Georgia,13,319,53.0
Worth County,Georgia,13,321,139.0
Hawaii County,Hawaii,15,001,1395.0
Honolulu County,Hawaii,15,003,12229.0
Kauai County,Hawaii,15,007,857.0
Kalawao County,Hawaii,15,005,0.0
Maui County,Hawaii,15,009,2011.0
Ada County,Idaho,16,001,3409.0
Adams County,Idaho,16,003,32.0
Bannock County,Idaho,16,005,596.0
Bear Lake County,Idaho,16,007,25.0
Benewah County,Idaho,16,009,49.0
Bingham County,Idaho,16,011,332.0
Blaine County,Idaho,16,013,218.0
Boise County,Idaho,16,015,38.0
Bonner County,Idaho,16,017,235.0
Bonneville County,Idaho,16,019,996.0
Boundary County,Idaho,16,021,63.0
Butte County,Idaho,16,023,26.0
Camas County,Idaho,16,025,11.0
Canyon County,Idaho,16,027,2232.0
Caribou County,Idaho,16,029,3.0
Cassia County,Idaho,16,031,69.0
Clearwater County,Idaho,16,035,64.0
Custer County,Idaho,16,037,0.0
Elmore County,Idaho,16,039,513.0
Franklin County,Idaho,16,041,45.0
Fremont County,Idaho,16,043,82.0
Gem County,Idaho,16,045,101.0
Gooding County,Idaho,16,047,157.0
Idaho County,Idaho,16,049,72.0
Jefferson County,Idaho,16,051,62.0
Jerome County,Idaho,16,053,286.0
Kootenai County,Idaho,16,055,1572.0
Latah County,Idaho,16,057,504.0
Lemhi County,Idaho,16,059,67.0
Lewis County,Idaho,16,061,48.0
Lincoln County,Idaho,16,063,60.0
Madison County,Idaho,16,065,430.0
Minidoka County,Idaho,16,067,100.0
Nez Perce County,Idaho,16,069,476.0
Oneida County,Idaho,16,071,36.0
Owyhee County,Idaho,16,073,74.0
Payette County,Idaho,16,075,137.0
Power County,Idaho,16,077,110.0
Shoshone County,Idaho,16,079,107.0
Teton County,Idaho,16,081,140.0
Twin Falls County,Idaho,16,083,640.0
Valley County,Idaho,16,085,86.0
Washington County,Idaho,16,087,92.0
Adams County,Illinois,17,001,730.0
Alexander County,Illinois,17,003,39.0
Bond County,Illinois,17,005,80.0
Boone County,Illinois,17,007,538.0
Brown County,Illinois,17,009,31.0
Bureau County,Illinois,17,011,181.0
Calhoun County,Illinois,17,013,13.0
Carroll County,Illinois,17,015,91.0
Cass County,Illinois,17,017,113.0
Champaign County,Illinois,17,019,2925.0
Christian County,Illinois,17,021,232.0
Clark County,Illinois,17,023,165.0
Clay County,Illinois,17,025,83.0
Clinton County,Illinois,17,027,157.0
Coles County,Illinois,17,029,471.0
Cook County,Illinois,17,031,68396.0
Crawford County,Illinois,17,033,98.0
Cumberland County,Illinois,17,035,30.0
DeKalb County,Illinois,17,037,1452.0
De Witt County,Illinois,17,039,104.0
Douglas County,Illinois,17,041,126.0
DuPage County,Illinois,17,043,7388.0
Edgar County,Illinois,17,045,139.0
Edwards County,Illinois,17,047,94.0
Effingham County,Illinois,17,049,316.0
Fayette County,Illinois,17,051,142.0
Ford County,Illinois,17,053,202.0
Franklin County,Illinois,17,055,263.0
Fulton County,Illinois,17,057,290.0
Gallatin County,Illinois,17,059,75.0
Greene County,Illinois,17,061,132.0
Grundy County,Illinois,17,063,210.0
Hamilton County,Illinois,17,065,16.0
Hancock County,Illinois,17,067,91.0
Hardin County,Illinois,17,069,33.0
Henderson County,Illinois,17,071,58.0
Henry County,Illinois,17,073,176.0
Iroquois County,Illinois,17,075,126.0
Jackson County,Illinois,17,077,895.0
Jasper County,Illinois,17,079,50.0
Jefferson County,Illinois,17,081,405.0
Jersey County,Illinois,17,083,220.0
Jo Daviess County,Illinois,17,085,72.0
Johnson County,Illinois,17,087,23.0
Kane County,Illinois,17,089,4325.0
Kankakee County,Illinois,17,091,1126.0
Kendall County,Illinois,17,093,697.0
Knox County,Illinois,17,095,606.0
Lake County,Illinois,17,097,6210.0
LaSalle County,Illinois,17,099,1098.0
Lawrence County,Illinois,17,101,192.0
Lee County,Illinois,17,103,155.0
Livingston County,Illinois,17,105,194.0
Logan County,Illinois,17,107,174.0
McDonough County,Illinois,17,109,160.0
McHenry County,Illinois,17,111,2007.0
McLean County,Illinois,17,113,1244.0
Macon County,Illinois,17,115,1125.0
Macoupin County,Illinois,17,117,364.0
Madison County,Illinois,17,119,2584.0
Marion County,Illinois,17,121,382.0
Marshall County,Illinois,17,123,47.0
Mason County,Illinois,17,125,100.0
Massac County,Illinois,17,127,218.0
Menard County,Illinois,17,129,59.0
Mercer County,Illinois,17,131,94.0
Monroe County,Illinois,17,133,88.0
Montgomery County,Illinois,17,135,153.0
Morgan County,Illinois,17,137,330.0
Moultrie County,Illinois,17,139,121.0
Ogle County,Illinois,17,141,460.0
Peoria County,Illinois,17,143,1917.0
Perry County,Illinois,17,145,126.0
Piatt County,Illinois,17,147,88.0
Pike County,Illinois,17,149,167.0
Pope County,Illinois,17,151,10.0
Pulaski County,Illinois,17,153,37.0
Putnam County,Illinois,17,155,32.0
Randolph County,Illinois,17,157,273.0
Richland County,Illinois,17,159,110.0
Rock Island County,Illinois,17,161,1542.0
Saint Clair County,Illinois,17,163,3038.0
Saline County,Illinois,17,165,238.0
Sangamon County,Illinois,17,167,1731.0
Schuyler County,Illinois,17,169,68.0
Scott County,Illinois,17,171,12.0
Shelby County,Illinois,17,173,244.0
Stark County,Illinois,17,175,19.0
Stephenson County,Illinois,17,177,698.0
Tazewell County,Illinois,17,179,996.0
Union County,Illinois,17,181,58.0
Vermilion County,Illinois,17,183,675.0
Wabash County,Illinois,17,185,88.0
Warren County,Illinois,17,187,90.0
Washington County,Illinois,17,189,65.0
Wayne County,Illinois,17,191,201.0
White County,Illinois,17,193,85.0
Whiteside County,Illinois,17,195,405.0
Will County,Illinois,17,197,3884.0
Williamson County,Illinois,17,199,604.0
Winnebago County,Illinois,17,201,3114.0
Woodford County,Illinois,17,203,170.0
Adams County,Indiana,18,001,141.0
Allen County,Indiana,18,003,3803.0
Bartholomew County,Indiana,18,005,648.0
Benton County,Indiana,18,007,97.0
Blackford County,Indiana,18,009,74.0
Boone County,Indiana,18,011,460.0
Brown County,Indiana,18,013,91.0
Carroll County,Indiana,18,015,120.0
Cass County,Indiana,18,017,255.0
Clark County,Indiana,18,019,1187.0
Clay County,Indiana,18,021,149.0
Clinton County,Indiana,18,023,300.0
Crawford County,Indiana,18,025,39.0
Daviess County,Indiana,18,027,185.0
Dearborn County,Indiana,18,029,311.0
Decatur County,Indiana,18,031,260.0
DeKalb County,Indiana,18,033,212.0
Delaware County,Indiana,18,035,1075.0
Dubois County,Indiana,18,037,356.0
Elkhart County,Indiana,18,039,1508.0
Fayette County,Indiana,18,041,328.0
Floyd County,Indiana,18,043,648.0
Fountain County,Indiana,18,045,185.0
Franklin County,Indiana,18,047,176.0
Fulton County,Indiana,18,049,179.0
Gibson County,Indiana,18,051,275.0
Grant County,Indiana,18,053,742.0
Greene County,Indiana,18,055,293.0
Hamilton County,Indiana,18,057,2430.0
Hancock County,Indiana,18,059,355.0
Harrison County,Indiana,18,061,115.0
