County,State,mean_life_expectancy,State_FIPS,County_FIPS,median_gross_rent
Broomfield County,Colorado,80.0651767732563,08,014,1101
Denver County,Colorado,80.0651767732563,08,031,863
Jefferson County,Colorado,80.0651767732563,08,059,958
Weld County,Colorado,80.0651767732563,08,123,831
Fairfield County,Connecticut,82.301705240952,09,001,1279
Hartford County,Connecticut,80.4548248084037,09,003,960
Litchfield County,Connecticut,80.6628977925182,09,005,931
Middlesex County,Connecticut,81.2585082923244,09,007,1005
New Haven County,Connecticut,80.1714609156176,09,009,1053
New London County,Connecticut,80.2094373307813,09,011,999
Tolland County,Connecticut,81.7620728696427,09,013,1025
Windham County,Connecticut,79.163911230996,09,015,867
Kent County,Delaware,77.680533585267,10,001,935
New Castle County,Delaware,78.7619523510733,10,003,1003
Sussex County,Delaware,78.5594945558292,10,005,947
Alachua County,Florida,78.8298810026242,12,001,895
Baker County,Florida,75.4892601979674,12,003,711
Bay County,Florida,76.578868950999,12,005,933
Bradford County,Florida,76.16409529862,12,007,603
Brevard County,Florida,78.4425501968517,12,009,909
Broward County,Florida,80.4620012985353,12,011,1165
Calhoun County,Florida,75.6805027177076,12,013,554
Charlotte County,Florida,80.5284884291945,12,015,917
Citrus County,Florida,76.6303920419913,12,017,790
Clay County,Florida,77.9071530419271,12,019,1004
Collier County,Florida,84.1356415947054,12,021,1028
Columbia County,Florida,75.3682367841856,12,023,736
Miami-Dade County,Florida,81.0153198340328,12,086,1071
DeSoto County,Florida,79.8382749231809,12,027,705
Dixie County,Florida,75.3236310527,12,029,585
Duval County,Florida,76.3973175449474,12,031,930
Escambia County,Florida,76.0503325549759,12,033,853
Flagler County,Florida,79.6435125265413,12,035,1040
Franklin County,Florida,76.5862795016104,12,037,700
Gadsden County,Florida,75.7723355129187,12,039,693
Gilchrist County,Florida,76.9222692782641,12,041,754
Glades County,Florida,80.9184507641511,12,043,742
Gulf County,Florida,76.5611850023736,12,045,746
Hamilton County,Florida,76.3520765176585,12,047,656
Hardee County,Florida,78.9865404932149,12,049,716
Hendry County,Florida,77.8725077937341,12,051,746
Hernando County,Florida,77.317775606079,12,053,880
Highlands County,Florida,79.3484213930435,12,055,727
Hillsborough County,Florida,78.5475087992222,12,057,944
Holmes County,Florida,74.6560552672803,12,059,624
Indian River County,Florida,80.5178175495238,12,061,855
Jackson County,Florida,75.8797991925372,12,063,611
Jefferson County,Florida,77.0437609758506,12,065,673
Lafayette County,Florida,76.9155975368524,12,067,651
Lake County,Florida,79.3669380965877,12,069,971
Lee County,Florida,81.48918540059,12,071,939
Leon County,Florida,79.5206843591431,12,073,922
Levy County,Florida,75.293614646898,12,075,678
Liberty County,Florida,76.6292768578788,12,077,592
Madison County,Florida,75.4607942901121,12,079,669
Manatee County,Florida,80.629206729324,12,081,926
Marion County,Florida,77.3074938351339,12,083,835
Martin County,Florida,81.5922174449279,12,085,955
Monroe County,Florida,79.5108728887751,12,087,1335
Nassau County,Florida,77.684803704205,12,089,929
Okaloosa County,Florida,78.0416688252663,12,091,998
Okeechobee County,Florida,76.6699650326857,12,093,718
Orange County,Florida,79.8154001540693,12,095,1018
Osceola County,Florida,79.4491938069285,12,097,1034
Palm Beach County,Florida,81.8755936100244,12,099,1152
Pasco County,Florida,77.8111203152222,12,101,909
Pinellas County,Florida,78.7254861652934,12,103,947
Polk County,Florida,78.4014520540943,12,105,868
Putnam County,Florida,74.9284440829679,12,107,628
Saint Johns County,Florida,80.9790544901203,12,109,1068
Saint Lucie County,Florida,79.7006582491651,12,111,1016
Santa Rosa County,Florida,78.143723059504,12,113,984
Sarasota County,Florida,81.4263592751882,12,115,1007
Seminole County,Florida,80.4715917278167,12,117,1044
Sumter County,Florida,81.1782867363371,12,119,766
Suwannee County,Florida,75.6945004062578,12,121,665
Taylor County,Florida,75.9658571048214,12,123,613
Union County,Florida,69.1725317253423,12,125,615
Volusia County,Florida,77.5191900530103,12,127,899
Wakulla County,Florida,76.7127120388798,12,129,867
Walton County,Florida,77.5888126252622,12,131,973
Washington County,Florida,74.6847848509577,12,133,592
Appling County,Georgia,74.9779197790545,13,001,497
Atkinson County,Georgia,73.8885246731924,13,003,421
Bacon County,Georgia,73.4867519673095,13,005,522
Baker County,Georgia,77.6880210275248,13,007,451
Baldwin County,Georgia,76.4917363724128,13,009,688
Banks County,Georgia,77.1087292269939,13,011,642
Barrow County,Georgia,76.5278828675982,13,013,850
Bartow County,Georgia,76.2568424918217,13,015,774
Ben Hill County,Georgia,73.7556677496527,13,017,608
Berrien County,Georgia,75.4235665257949,13,019,531
Bibb County,Georgia,73.9452638839029,13,021,727
Bleckley County,Georgia,76.0719969810564,13,023,640
Brantley County,Georgia,74.7217910618662,13,025,461
Brooks County,Georgia,75.3616358192966,13,027,584
Bryan County,Georgia,76.3338879857695,13,029,989
Bulloch County,Georgia,77.0224181477753,13,031,690
Burke County,Georgia,73.7080288955286,13,033,530
Butts County,Georgia,74.2120351680728,13,035,749
Calhoun County,Georgia,75.1479380356581,13,037,456
Camden County,Georgia,77.8798137924963,13,039,869
Candler County,Georgia,74.1222922738895,13,043,526
Carroll County,Georgia,75.2649452209793,13,045,767
Catoosa County,Georgia,77.9156612399569,13,047,672
Charlton County,Georgia,76.8362263333628,13,049,722
Chatham County,Georgia,77.4078205118083,13,051,920
Chattahoochee County,Georgia,77.4188164396145,13,053,1210
Chattooga County,Georgia,74.0233955840073,13,055,593
Cherokee County,Georgia,79.763757077708,13,057,977
Clarke County,Georgia,78.2517597517476,13,059,763
Clay County,Georgia,74.7723471601889,13,061,556
Clayton County,Georgia,76.6132722992256,13,063,879
Clinch County,Georgia,73.643481993455,13,065,421
Cobb County,Georgia,79.911245368843,13,067,968
Coffee County,Georgia,75.1171865624406,13,069,577
Colquitt County,Georgia,75.1185273657102,13,071,584
Columbia County,Georgia,79.9378574714085,13,073,1000
Cook County,Georgia,74.868413227934,13,075,653
Coweta County,Georgia,78.1474782080004,13,077,918
Crawford County,Georgia,76.4243544922846,13,079,679
Crisp County,Georgia,75.604155103377,13,081,576
Dade County,Georgia,75.6024112493452,13,083,680
Dawson County,Georgia,77.8272718341701,13,085,999
Decatur County,Georgia,74.590943827003,13,087,571
DeKalb County,Georgia,79.2158140499573,13,089,966
Dodge County,Georgia,75.5425266340757,13,091,552
Dooly County,Georgia,78.0908779265121,13,093,505
Dougherty County,Georgia,75.0665944233774,13,095,674
Douglas County,Georgia,77.1251788314126,13,097,926
Early County,Georgia,74.1211600263603,13,099,524
Echols County,Georgia,77.4800040431731,13,101,596
Effingham County,Georgia,76.6807853160528,13,103,905
Elbert County,Georgia,74.994719658394,13,105,566
Emanuel County,Georgia,73.1490169283872,13,107,538
Evans County,Georgia,75.0916714641789,13,109,537
Fannin County,Georgia,76.5729956410993,13,111,612
Fayette County,Georgia,80.7760993114054,13,113,1074
Floyd County,Georgia,75.5360393828392,13,115,698
Forsyth County,Georgia,81.1621661366037,13,117,1113
Franklin County,Georgia,74.539746357532,13,119,550
Fulton County,Georgia,78.2466293954694,13,121,959
Gilmer County,Georgia,78.3285795455149,13,123,707
Glascock County,Georgia,74.4093464008475,13,125,468
Glynn County,Georgia,77.090338827007,13,127,803
Gordon County,Georgia,75.8777609472671,13,129,658
Grady County,Georgia,76.0273569976464,13,131,700
Greene County,Georgia,77.7414911540533,13,133,655
Gwinnett County,Georgia,80.3377205482278,13,135,988
Habersham County,Georgia,77.7664591639441,13,137,634
Hall County,Georgia,78.8423446598875,13,139,843
Hancock County,Georgia,76.1179496302772,13,141,621
Haralson County,Georgia,73.6407834485258,13,143,679
Harris County,Georgia,79.4813060339318,13,145,935
Hart County,Georgia,77.0693619469153,13,147,551
Heard County,Georgia,75.3100668615891,13,149,586
Henry County,Georgia,77.2270440243086,13,151,1075
Houston County,Georgia,77.6193132329139,13,153,803
Irwin County,Georgia,75.5407385290799,13,155,573
Jackson County,Georgia,76.1224253591681,13,157,745
Jasper County,Georgia,76.4760822218681,13,159,775
Jeff Davis County,Georgia,73.5960389400029,13,161,437
Jefferson County,Georgia,73.2175880700057,13,163,519
Jenkins County,Georgia,74.2947516934314,13,165,499
Johnson County,Georgia,76.5217089511221,13,167,480
Jones County,Georgia,78.1776706001903,13,169,789
Lamar County,Georgia,74.9908744287588,13,171,643
Lanier County,Georgia,75.5473722896026,13,173,660
Laurens County,Georgia,74.9937502841476,13,175,600
Lee County,Georgia,77.5360123381794,13,177,865
Liberty County,Georgia,77.0173224716006,13,179,871
Lincoln County,Georgia,76.1252505636201,13,181,471
Long County,Georgia,78.1786437705502,13,183,646
Lowndes County,Georgia,76.2377961783429,13,185,775
Lumpkin County,Georgia,78.0996066601956,13,187,826
McDuffie County,Georgia,74.5072516293479,13,189,633
McIntosh County,Georgia,79.4950677588258,13,191,578
Macon County,Georgia,74.3906529377592,13,193,530
Madison County,Georgia,75.8325465241539,13,195,650
Marion County,Georgia,76.7627012692049,13,197,435
Meriwether County,Georgia,74.9788050638371,13,199,662
Miller County,Georgia,74.2177122466892,13,201,571
Mitchell County,Georgia,75.1898689001318,13,205,615
Monroe County,Georgia,77.233986566549,13,207,700
Montgomery County,Georgia,75.4452929856624,13,209,560
Morgan County,Georgia,77.6218116292189,13,211,768
Murray County,Georgia,74.8836117904355,13,213,641
Muscogee County,Georgia,75.1089348482962,13,215,778
Newton County,Georgia,76.3383600112654,13,217,959
Oconee County,Georgia,80.5411247556966,13,219,856
Oglethorpe County,Georgia,78.2764908663064,13,221,695
Paulding County,Georgia,78.4312674493041,13,223,951
Peach County,Georgia,74.3399933464774,13,225,633
Pickens County,Georgia,77.4333827116229,13,227,776
Pierce County,Georgia,75.1463006448415,13,229,489
Pike County,Georgia,76.248270265237,13,231,835
Polk County,Georgia,73.7563254899217,13,233,652
Pulaski County,Georgia,77.5407856910735,13,235,510
Putnam County,Georgia,77.2505144611178,13,237,734
Quitman County,Georgia,75.704949473663,13,239,630
Rabun County,Georgia,77.7200499260469,13,241,702
Randolph County,Georgia,76.1922253365109,13,243,564
Richmond County,Georgia,74.1909796753774,13,245,743
Rockdale County,Georgia,78.0306024210707,13,247,951
Schley County,Georgia,77.5381182315156,13,249,573
Screven County,Georgia,74.8408399989457,13,251,513
Seminole County,Georgia,74.7722620916714,13,253,608
Spalding County,Georgia,74.4848966724655,13,255,769
Stephens County,Georgia,73.8081356220611,13,257,591
Stewart County,Georgia,74.7485703955724,13,259,444
Sumter County,Georgia,75.3379225174688,13,261,591
Talbot County,Georgia,75.3884489268479,13,263,593
Taliaferro County,Georgia,75.1585955884383,13,265,524
Tattnall County,Georgia,75.2235708271841,13,267,487
Taylor County,Georgia,75.1368046855178,13,269,574
Telfair County,Georgia,77.3785428575031,13,271,512
Terrell County,Georgia,74.7344941359309,13,273,507
Thomas County,Georgia,75.5189642380648,13,275,674
Tift County,Georgia,75.6807278477855,13,277,598
Toombs County,Georgia,74.5002564843312,13,279,551
Towns County,Georgia,77.83848587917,13,281,698
Treutlen County,Georgia,75.5427251028086,13,283,482
Troup County,Georgia,75.4809975435124,13,285,695
Turner County,Georgia,73.7428493298456,13,287,542
Twiggs County,Georgia,74.7854542382444,13,289,607
Union County,Georgia,78.2915900351121,13,291,622
Upson County,Georgia,73.8409648904424,13,293,621
Walker County,Georgia,75.0645520396827,13,295,632
Walton County,Georgia,76.5042468360091,13,297,821
Ware County,Georgia,74.5069783221159,13,299,618
Warren County,Georgia,74.1209055800715,13,301,588
Washington County,Georgia,75.6554816144758,13,303,530
Wayne County,Georgia,74.5948368825111,13,305,592
Webster County,Georgia,78.300660660108,13,307,463
Wheeler County,Georgia,76.7970901366388,13,309,482
White County,Georgia,78.5571382430035,13,311,743
Whitfield County,Georgia,77.1821631247314,13,313,677
Wilcox County,Georgia,75.3754452456506,13,315,451
Wilkes County,Georgia,75.393443998121,13,317,567
Wilkinson County,Georgia,74.4653822052792,13,319,535
Worth County,Georgia,76.3125556280685,13,321,554
Hawaii County,Hawaii,80.1962934894907,15,001,1044
Honolulu County,Hawaii,81.5379952940021,15,003,1433
Kauai County,Hawaii,81.2634162368424,15,007,1237
Kalawao County,Hawaii,81.3977889898364,15,005,438
Maui County,Hawaii,81.3977889898364,15,009,1293
Ada County,Idaho,80.6992086312901,16,001,821
Adams County,Idaho,80.6512582796805,16,003,564
Bannock County,Idaho,77.7041866693936,16,005,609
