County,State,mean_life_expectancy,State_FIPS,County_FIPS,per_capita_income
Colusa County,California,79.8519517516367,06,011,26932.0
Contra Costa County,California,82.3343582015746,06,013,48178.0
Del Norte County,California,75.6423735250373,06,015,23674.0
El Dorado County,California,81.9417323021439,06,017,42749.0
Fresno County,California,78.7315724036983,06,019,24422.0
Glenn County,California,77.4985091634692,06,021,22668.0
Humboldt County,California,77.103231884233,06,023,28769.0
Imperial County,California,81.0043587502323,06,025,18018.0
Inyo County,California,79.7078188792565,06,027,32590.0
Kern County,California,77.2937032261976,06,029,23326.0
Kings County,California,79.6146493630519,06,031,22373.0
Lake County,California,74.991217511911,06,033,27362.0
Lassen County,California,78.2284119036475,06,035,22134.0
Los Angeles County,California,81.972558307764,06,037,34156.0
Madera County,California,79.3974531940033,06,039,22853.0
Marin County,California,85.1494474193505,06,041,72466.0
Mariposa County,California,80.1801056836494,06,043,28757.0
Mendocino County,California,79.077233019805,06,045,29035.0
Merced County,California,78.8420147049498,06,047,23011.0
Modoc County,California,77.2373424971755,06,049,22843.0
Mono County,California,85.4852438391621,06,051,34552.0
Monterey County,California,82.2537544267071,06,053,30073.0
Napa County,California,81.66511692599,06,055,45195.0
Nevada County,California,81.3041858848551,06,057,39233.0
Orange County,California,82.9944118033005,06,059,41514.0
Placer County,California,82.0887926135161,06,061,43759.0
Plumas County,California,78.6325377024891,06,063,35198.0
Riverside County,California,80.7191290565484,06,065,28596.0
Sacramento County,California,79.4935137170957,06,067,32751.0
San Benito County,California,81.9286772500934,06,069,33174.0
San Bernardino County,California,78.5801556964033,06,071,25215.0
San Diego County,California,82.0170756619688,06,073,38073.0
San Francisco County,California,83.5138158609691,06,075,68883.0
San Joaquin County,California,78.3915151066575,06,077,27521.0
San Luis Obispo County,California,81.5052105883313,06,079,37233.0
San Mateo County,California,84.7023442849213,06,081,61545.0
Santa Barbara County,California,81.8166907378361,06,083,36039.0
Santa Clara County,California,84.5063120740832,06,085,56248.0
Santa Cruz County,California,82.7177673079809,06,087,41312.0
Shasta County,California,76.2390119338471,06,089,29720.0
Sierra County,California,78.8775588444232,06,091,33747.0
Siskiyou County,California,76.2690959628399,06,093,28615.0
Solano County,California,80.0436361786558,06,095,35400.0
Sonoma County,California,82.0820448341027,06,097,42178.0
Stanislaus County,California,77.8966215595777,06,099,26258.0
Sutter County,California,78.6026819687963,06,101,27371.0
Tehama County,California,77.3220982796968,06,103,24301.0
Trinity County,California,76.6003438081553,06,105,26523.0
Tulare County,California,78.4413170202644,06,107,21380.0
Tuolumne County,California,78.8406628636061,06,109,34702.0
Ventura County,California,82.2820614093944,06,111,38595.0
Yolo County,California,81.315994065652,06,113,34515.0
Yuba County,California,76.0772917446634,06,115,25583.0
Alamosa County,Colorado,75.8122663850422,08,003,22131.0
Archuleta County,Colorado,82.1853597930904,08,007,31629.0
Baca County,Colorado,77.5452423013832,08,009,24061.0
Bent County,Colorado,76.0410177047456,08,011,13930.0
Chaffee County,Colorado,81.6805627048081,08,015,29827.0
Cheyenne County,Colorado,78.6241739187883,08,017,29081.0
Clear Creek County,Colorado,83.0032467314909,08,019,39203.0
Conejos County,Colorado,76.5610928960289,08,021,20640.0
Costilla County,Colorado,77.3234917081086,08,023,21732.0
Crowley County,Colorado,76.9118821750115,08,025,15517.0
Custer County,Colorado,81.5940275715944,08,027,29258.0
Delta County,Colorado,78.1426822131909,08,029,26499.0
Dolores County,Colorado,79.6458320998059,08,033,26323.0
Douglas County,Colorado,83.798242865611,08,035,53313.0
Eagle County,Colorado,89.037765865798,08,037,44391.0
Elbert County,Colorado,82.0085057703699,08,039,44690.0
El Paso County,Colorado,78.8629762838757,08,041,33728.0
Fremont County,Colorado,77.3840109100534,08,043,22692.0
Garfield County,Colorado,80.7747188112076,08,045,33393.0
Gilpin County,Colorado,82.1469482912617,08,047,49641.0
Grand County,Colorado,84.3255281528647,08,049,37876.0
Gunnison County,Colorado,83.0109717359124,08,051,32191.0
Huerfano County,Colorado,75.3764961797006,08,055,25140.0
Jackson County,Colorado,79.7053619586582,08,057,28199.0
Kiowa County,Colorado,77.4317406302941,08,061,25937.0
Kit Carson County,Colorado,79.5711867594791,08,063,27797.0
Lake County,Colorado,82.5092432798499,08,065,29122.0
La Plata County,Colorado,82.2831673739764,08,067,39493.0
Larimer County,Colorado,81.7409917944594,08,069,37363.0
Las Animas County,Colorado,76.7842621659841,08,071,25813.0
Lincoln County,Colorado,78.3588326706885,08,073,16753.0
Logan County,Colorado,79.6749551479201,08,075,26727.0
Mesa County,Colorado,78.6479463380801,08,077,29596.0
Moffat County,Colorado,78.6065465646204,08,081,29100.0
Montezuma County,Colorado,77.6362624458917,08,083,26072.0
Montrose County,Colorado,79.6282118450066,08,085,28078.0
Morgan County,Colorado,78.3683962833378,08,087,25064.0
Otero County,Colorado,75.2461381669673,08,089,21110.0
Ouray County,Colorado,84.4945402093033,08,091,41160.0
Park County,Colorado,83.1413359768179,08,093,36500.0
Phillips County,Colorado,80.83770234646,08,095,26494.0
Pitkin County,Colorado,91.9533771503941,08,097,54875.0
Prowers County,Colorado,77.0828492749894,08,099,23698.0
Pueblo County,Colorado,76.4359209535187,08,101,25051.0
Rio Blanco County,Colorado,78.9294619320974,08,103,26487.0
Rio Grande County,Colorado,76.9744549124682,08,105,24582.0
Routt County,Colorado,83.7251626952226,08,107,43769.0
Saguache County,Colorado,79.7395365629359,08,109,22511.0
San Miguel County,Colorado,86.8405002420409,08,113,47526.0
Sedgwick County,Colorado,78.0042385836866,08,115,27527.0
Summit County,Colorado,92.2538583558184,08,117,41281.0
Teller County,Colorado,80.8594227143916,08,119,35703.0
Washington County,Colorado,79.579162477447,08,121,27860.0
Yuma County,Colorado,79.1819910265769,08,125,27955.0
Adams County,Colorado,80.7776770732522,08,001,30313.0
Arapahoe County,Colorado,80.7776770732522,08,005,40443.0
Boulder County,Colorado,80.7776770732522,08,013,46826.0
Broomfield County,Colorado,80.7776770732522,08,014,50863.0
Denver County,Colorado,80.7776770732522,08,031,43770.0
Jefferson County,Colorado,80.7776770732522,08,059,44119.0
Weld County,Colorado,80.7776770732522,08,123,31793.0
Fairfield County,Connecticut,83.06367075044,09,001,57263.0
Hartford County,Connecticut,80.3245705571959,09,003,40540.0
Litchfield County,Connecticut,80.4782806087235,09,005,44480.0
Middlesex County,Connecticut,81.2555672072746,09,007,46023.0
New Haven County,Connecticut,80.238661322463,09,009,38009.0
New London County,Connecticut,80.0120060973127,09,011,39426.0
Tolland County,Connecticut,81.8506213159263,09,013,41371.0
Windham County,Connecticut,78.8137553417168,09,015,32732.0
Kent County,Delaware,77.3566080866732,10,001,28845.0
New Castle County,Delaware,78.4233453623627,10,003,37532.0
Sussex County,Delaware,78.7243267092783,10,005,35491.0
Alachua County,Florida,78.4340931262536,12,001,28646.0
Baker County,Florida,75.128460017376,12,003,24686.0
Bay County,Florida,75.8516440862453,12,005,29290.0
Bradford County,Florida,74.9471636217274,12,007,20529.0
Brevard County,Florida,77.1535095933838,12,009,32176.0
Broward County,Florida,80.6456883184715,12,011,32909.0
Calhoun County,Florida,74.745562315166,12,013,19304.0
Charlotte County,Florida,80.2028826550715,12,015,32144.0
Citrus County,Florida,75.2265593412728,12,017,26989.0
Clay County,Florida,77.3186239719444,12,019,30483.0
Collier County,Florida,85.3006274853414,12,021,45567.0
Columbia County,Florida,75.0076209421469,12,023,24275.0
Miami-Dade County,Florida,81.2133398870448,12,086,28224.0
DeSoto County,Florida,79.353923606622,12,027,18503.0
Dixie County,Florida,74.5628919091959,12,029,21144.0
Duval County,Florida,75.6810672794633,12,031,31327.0
Escambia County,Florida,74.8858720184732,12,033,28022.0
Flagler County,Florida,78.8047744405017,12,035,29383.0
Franklin County,Florida,76.2443544791436,12,037,26574.0
Gadsden County,Florida,75.4408844419078,12,039,20734.0
Gilchrist County,Florida,76.8041546429204,12,041,21578.0
Glades County,Florida,80.4422155675543,12,043,21953.0
Gulf County,Florida,76.6890535995694,12,045,23252.0
Hamilton County,Florida,75.1405417872033,12,047,16136.0
Hardee County,Florida,78.3664151371352,12,049,17754.0
Hendry County,Florida,77.1024946420314,12,051,19167.0
Hernando County,Florida,76.4707870919015,12,053,25860.0
Highlands County,Florida,78.4611947135149,12,055,25752.0
Hillsborough County,Florida,78.9068329546551,12,057,32343.0
Holmes County,Florida,72.8524921555009,12,059,19201.0
Indian River County,Florida,80.0866066846368,12,061,36516.0
Jackson County,Florida,74.3833609589623,12,063,20019.0
Jefferson County,Florida,77.0612988493261,12,065,24510.0
Lafayette County,Florida,77.1306853774472,12,067,20776.0
Lake County,Florida,78.231313487883,12,069,28348.0
Lee County,Florida,81.8202975262275,12,071,33543.0
Leon County,Florida,79.1165379077494,12,073,30586.0
Levy County,Florida,74.8204356383303,12,075,21579.0
Liberty County,Florida,75.7841247471328,12,077,17872.0
Madison County,Florida,75.0209773080767,12,079,19510.0
Manatee County,Florida,80.5582354410051,12,081,33853.0
Marion County,Florida,75.8588184778582,12,083,25839.0
Martin County,Florida,81.5458024946645,12,085,42199.0
Monroe County,Florida,80.0453706124074,12,087,46028.0
Nassau County,Florida,77.3506959508971,12,089,36553.0
Okaloosa County,Florida,77.4527229824993,12,091,33019.0
Okeechobee County,Florida,76.0476015281269,12,093,21367.0
Orange County,Florida,79.8001708637047,12,095,30456.0
Osceola County,Florida,78.8994587406866,12,097,22196.0
Palm Beach County,Florida,81.5903769096319,12,099,39933.0
Pasco County,Florida,77.2485204856939,12,101,29001.0
Pinellas County,Florida,78.586674870322,12,103,35196.0
Polk County,Florida,77.8084507732582,12,105,24864.0
Putnam County,Florida,73.8294207855765,12,107,20915.0
Saint Johns County,Florida,80.8265760794815,12,109,43194.0
Saint Lucie County,Florida,79.5825368083965,12,111,27121.0
Santa Rosa County,Florida,77.2818335841508,12,113,31691.0
Sarasota County,Florida,81.1962314153777,12,115,41081.0
Seminole County,Florida,79.9067588033048,12,117,35175.0
Sumter County,Florida,80.6404891289786,12,119,35560.0
Suwannee County,Florida,75.5232667907986,12,121,22808.0
Taylor County,Florida,74.640605259606,12,123,17391.0
Union County,Florida,67.7776529585801,12,125,17010.0
Volusia County,Florida,76.2744848258596,12,127,28517.0
Wakulla County,Florida,76.390708716639,12,129,25733.0
Walton County,Florida,77.7803937214357,12,131,34475.0
Washington County,Florida,72.6685066903205,12,133,18401.0
Appling County,Georgia,74.1299840083705,13,001,21300.0
Atkinson County,Georgia,73.6106428460459,13,003,20338.0
Bacon County,Georgia,72.7153851629149,13,005,20326.0
Baker County,Georgia,77.2265523808269,13,007,22525.0
Baldwin County,Georgia,75.958726877356,13,009,21716.0
Banks County,Georgia,76.7747953820731,13,011,21403.0
Barrow County,Georgia,76.8906956716554,13,013,25266.0
Bartow County,Georgia,76.6574000836464,13,015,26493.0
Ben Hill County,Georgia,73.1077252518848,13,017,17774.0
Berrien County,Georgia,74.4030446681557,13,019,19547.0
Bibb County,Georgia,74.0479230862072,13,021,25640.0
Bleckley County,Georgia,76.0332417443827,13,023,20458.0
Brantley County,Georgia,74.6044083049542,13,025,20191.0
Brooks County,Georgia,74.901508755282,13,027,25700.0
Bryan County,Georgia,76.2530588035402,13,029,31623.0
Bulloch County,Georgia,77.2098952039386,13,031,22328.0
Burke County,Georgia,73.9960548058811,13,033,22173.0
Butts County,Georgia,74.1990085559535,13,035,27195.0
Calhoun County,Georgia,74.4427083560295,13,037,14005.0
Camden County,Georgia,78.2590427705682,13,039,29741.0
Candler County,Georgia,73.7650410440072,13,043,20687.0
Carroll County,Georgia,75.5638951544728,13,045,24993.0
Catoosa County,Georgia,77.9344541792589,13,047,27308.0
Charlton County,Georgia,76.4868454884365,13,049,18323.0
Chatham County,Georgia,77.8888660442048,13,051,32229.0
Chattahoochee County,Georgia,77.4040253799594,13,053,23769.0
Chattooga County,Georgia,73.6686753247581,13,055,18715.0
Cherokee County,Georgia,80.2625671216918,13,057,36503.0
Clarke County,Georgia,79.0362591976606,13,059,23827.0
Clay County,Georgia,73.8111217920828,13,061,17036.0
Clayton County,Georgia,76.8990515639018,13,063,20970.0
Clinch County,Georgia,72.551746901677,13,065,15152.0
Cobb County,Georgia,80.6407684417505,13,067,40031.0
Coffee County,Georgia,74.5050115025747,13,069,19905.0
Colquitt County,Georgia,74.1561281823738,13,071,20529.0
Columbia County,Georgia,80.3603128042985,13,073,34579.0
Cook County,Georgia,74.5026987480474,13,075,20128.0
Coweta County,Georgia,78.8038123093466,13,077,33875.0
Crawford County,Georgia,75.6724806214399,13,079,23204.0
Crisp County,Georgia,74.7220937268816,13,081,22933.0
Dade County,Georgia,75.3114701564565,13,083,24000.0
Dawson County,Georgia,78.3033662471657,13,085,34239.0
Decatur County,Georgia,73.6601562217573,13,087,21568.0
DeKalb County,Georgia,80.4448353783483,13,089,36077.0
Dodge County,Georgia,75.5468666139455,13,091,20216.0
Dooly County,Georgia,78.5020483004188,13,093,22716.0
Dougherty County,Georgia,74.3390713154805,13,095,22059.0
Douglas County,Georgia,77.8467664649048,13,097,27743.0
Early County,Georgia,73.5795568978364,13,099,19026.0
Echols County,Georgia,77.4904865671423,13,101,23885.0
Effingham County,Georgia,76.7115741558666,13,103,31704.0
Elbert County,Georgia,74.483630029281,13,105,22355.0
Emanuel County,Georgia,72.8820410119048,13,107,19389.0
Evans County,Georgia,75.2129516041769,13,109,20725.0
Fannin County,Georgia,77.7982430579873,13,111,27940.0
Fayette County,Georgia,81.1591964534197,13,113,44061.0
Floyd County,Georgia,75.3084423705215,13,115,25776.0
Forsyth County,Georgia,82.1629515233153,13,117,43832.0
Franklin County,Georgia,74.074368213478,13,119,23187.0
Fulton County,Georgia,79.6229445774038,13,121,47163.0
Gilmer County,Georgia,78.3697821362563,13,123,27282.0
Glascock County,Georgia,73.556073913624,13,125,23541.0
Glynn County,Georgia,77.6513857604345,13,127,33848.0
Gordon County,Georgia,75.7777192557876,13,129,24092.0
Grady County,Georgia,75.6745096058627,13,131,22543.0
Greene County,Georgia,78.4712900431319,13,133,37818.0
Gwinnett County,Georgia,81.0167761555968,13,135,30636.0
Habersham County,Georgia,77.4525536461943,13,137,23046.0
Hall County,Georgia,79.2450646509743,13,139,29680.0
Hancock County,Georgia,75.381368510092,13,141,16704.0
Haralson County,Georgia,73.5774524409532,13,143,25074.0
Harris County,Georgia,79.5625776557608,13,145,36273.0
Hart County,Georgia,77.164437570065,13,147,23181.0
Heard County,Georgia,75.0756227800294,13,149,22714.0
Henry County,Georgia,77.5779659535645,13,151,29889.0
Houston County,Georgia,77.5879454126882,13,153,29462.0
Irwin County,Georgia,75.0602816749064,13,155,19878.0
Jackson County,Georgia,76.6407832284404,13,157,28915.0
Jasper County,Georgia,76.1353765239125,13,159,22814.0
Jeff Davis County,Georgia,73.5009861495751,13,161,17833.0
Jefferson County,Georgia,72.6459562949125,13,163,19259.0
Jenkins County,Georgia,73.4732476527202,13,165,15531.0
Johnson County,Georgia,76.1942124683175,13,167,21087.0
Jones County,Georgia,78.0617806492275,13,169,25854.0
Lamar County,Georgia,74.9593700097731,13,171,22413.0
Lanier County,Georgia,75.6935233496723,13,173,19207.0
Laurens County,Georgia,74.6579676717434,13,175,21665.0
Lee County,Georgia,76.7743295827364,13,177,29348.0
Liberty County,Georgia,76.4874651261938,13,179,22811.0
Lincoln County,Georgia,76.5255941801173,13,181,26918.0
Long County,Georgia,79.0586846862287,13,183,22639.0
Lowndes County,Georgia,76.1271047440151,13,185,23348.0
Lumpkin County,Georgia,77.9066523957369,13,187,27155.0
McDuffie County,Georgia,74.0298601677061,13,189,21625.0
McIntosh County,Georgia,80.4104185456372,13,191,26892.0
Macon County,Georgia,73.7464509823897,13,193,17883.0
Madison County,Georgia,76.2644253282229,13,195,24511.0
Marion County,Georgia,76.5979928578085,13,197,22541.0
Meriwether County,Georgia,74.8212349638533,13,199,21038.0
Miller County,Georgia,73.123478698754,13,201,23870.0
Mitchell County,Georgia,73.9757811247242,13,205,18619.0
Monroe County,Georgia,78.2585017790917,13,207,33290.0
Montgomery County,Georgia,75.1853790614533,13,209,22477.0
Morgan County,Georgia,77.8007938168183,13,211,33571.0
Murray County,Georgia,75.1219487694679,13,213,21989.0
Muscogee County,Georgia,74.2296849653059,13,215,26097.0
Newton County,Georgia,76.4384532126195,13,217,25247.0
Oconee County,Georgia,81.4613369282058,13,219,44336.0
Oglethorpe County,Georgia,77.9479609720703,13,221,23523.0
Paulding County,Georgia,78.9241895570538,13,223,27979.0
Peach County,Georgia,73.8047058848866,13,225,24486.0
Pickens County,Georgia,77.3860957156484,13,227,31965.0
Pierce County,Georgia,74.4341947507242,13,229,22268.0
