County,State,mean_life_expectancy,State_FIPS,County_FIPS,total_population
Benton County,Arkansas,79.3073632532978,05,007,238198.0
Boone County,Arkansas,76.4288620168021,05,009,37227.0
Bradley County,Arkansas,73.862637763147,05,011,11206.0
Calhoun County,Arkansas,74.8321750099671,05,013,5245.0
Carroll County,Arkansas,76.9904035104236,05,015,27635.0
Chicot County,Arkansas,73.4189095332058,05,017,11353.0
Clark County,Arkansas,75.4397308610619,05,019,22751.0
Clay County,Arkansas,73.1093166483444,05,021,15400.0
Cleburne County,Arkansas,76.1318368010625,05,023,25711.0
Cleveland County,Arkansas,75.1406814841653,05,025,8510.0
Columbia County,Arkansas,74.4265879477477,05,027,24327.0
Conway County,Arkansas,75.0307599351406,05,029,21110.0
Craighead County,Arkansas,76.1495570018258,05,031,101409.0
Crawford County,Arkansas,75.7815083882316,05,033,61748.0
Crittenden County,Arkansas,72.6880494641916,05,035,49765.0
Cross County,Arkansas,73.2420000366393,05,037,17467.0
Dallas County,Arkansas,73.7015965663263,05,039,7868.0
Desha County,Arkansas,72.8885674799327,05,041,12379.0
Drew County,Arkansas,75.1263748719885,05,043,18740.0
Faulkner County,Arkansas,76.6634074992103,05,045,119343.0
Franklin County,Arkansas,74.6345418541768,05,047,17866.0
Fulton County,Arkansas,75.2869863316562,05,049,12224.0
Garland County,Arkansas,74.6639973322409,05,051,96954.0
Grant County,Arkansas,75.5437631376927,05,053,18054.0
Greene County,Arkansas,74.3063754947153,05,055,43382.0
Hempstead County,Arkansas,74.9351809331389,05,057,22336.0
Hot Spring County,Arkansas,74.419634563731,05,059,33316.0
Howard County,Arkansas,74.077721939896,05,061,13555.0
Independence County,Arkansas,75.5157393555591,05,063,36952.0
Izard County,Arkansas,75.3755701599724,05,065,13480.0
Jackson County,Arkansas,73.2530221096357,05,067,17597.0
Jefferson County,Arkansas,73.4174670389188,05,069,73548.0
Johnson County,Arkansas,75.7486252400996,05,071,25930.0
Lafayette County,Arkansas,74.2373886488676,05,073,7270.0
Lawrence County,Arkansas,74.0006101915441,05,075,17029.0
Lee County,Arkansas,73.5386455072478,05,077,9966.0
Lincoln County,Arkansas,75.233629854733,05,079,14062.0
Little River County,Arkansas,74.0023896033076,05,081,12720.0
Logan County,Arkansas,74.448812913092,05,083,22001.0
Lonoke County,Arkansas,75.0394626097886,05,085,70691.0
Madison County,Arkansas,75.4930062075011,05,087,15702.0
Marion County,Arkansas,75.3957898991127,05,089,16458.0
Miller County,Arkansas,74.620734426667,05,091,43652.0
Mississippi County,Arkansas,71.7603504523958,05,093,44864.0
Monroe County,Arkansas,72.5427214562581,05,095,7713.0
Montgomery County,Arkansas,76.0896903526216,05,097,9197.0
Nevada County,Arkansas,74.3859172827125,05,099,8793.0
Newton County,Arkansas,76.9325218431298,05,101,8052.0
Ouachita County,Arkansas,73.1582713046496,05,103,25044.0
Perry County,Arkansas,75.2299421886874,05,105,10300.0
Phillips County,Arkansas,70.8980349318913,05,107,20391.0
Pike County,Arkansas,75.0773768329276,05,109,11087.0
Poinsett County,Arkansas,71.387801490036,05,111,24210.0
Polk County,Arkansas,75.0429703355136,05,113,20364.0
Pope County,Arkansas,76.4692899964961,05,115,62830.0
Prairie County,Arkansas,75.5268699546832,05,117,8402.0
Pulaski County,Arkansas,75.9502787614613,05,119,390463.0
Randolph County,Arkansas,74.6376193475986,05,121,17695.0
Saint Francis County,Arkansas,74.0100121667823,05,123,27345.0
Saline County,Arkansas,77.1751568488897,05,125,113833.0
Scott County,Arkansas,75.1124194246868,05,127,10870.0
Searcy County,Arkansas,75.5320157508855,05,129,7965.0
Sebastian County,Arkansas,75.6795870861497,05,131,127273.0
Sevier County,Arkansas,75.1488725691369,05,133,17268.0
Sharp County,Arkansas,74.0198615613099,05,135,17055.0
Stone County,Arkansas,76.2065418227476,05,137,12512.0
Union County,Arkansas,73.3656000640213,05,139,40633.0
Van Buren County,Arkansas,76.1425851988409,05,141,17002.0
Washington County,Arkansas,77.8815427160735,05,143,216432.0
White County,Arkansas,75.2723697975265,05,145,78660.0
Woodruff County,Arkansas,72.8269413108567,05,147,6983.0
Yell County,Arkansas,74.5737295998881,05,149,21835.0
Alameda County,California,81.911910001763,06,001,1584983.0
Alpine County,California,78.3616935787678,06,003,1131.0
Amador County,California,79.7586244291029,06,005,36995.0
Butte County,California,77.7142018529714,06,007,222564.0
Calaveras County,California,79.4113251371658,06,009,44767.0
Colusa County,California,79.9616953839089,06,011,21396.0
Contra Costa County,California,81.6154582155379,06,013,1096068.0
Del Norte County,California,75.5570804005256,06,015,27788.0
El Dorado County,California,81.384492307269,06,017,182093.0
Fresno County,California,78.492939877363,06,019,956749.0
Glenn County,California,77.5153362061287,06,021,28029.0
Humboldt County,California,76.8353899495262,06,023,135034.0
Imperial County,California,80.7431332940606,06,025,178206.0
Inyo County,California,79.2675531105808,06,027,18373.0
Kern County,California,77.2656785350962,06,029,865736.0
Kings County,California,79.2015732865224,06,031,150998.0
Lake County,California,74.9381474762665,06,033,64158.0
Lassen County,California,78.4471067204458,06,035,32645.0
Los Angeles County,California,81.5024357299037,06,037,10038388.0
Madera County,California,78.9351179699743,06,039,153187.0
Marin County,California,84.3355308577138,06,041,258349.0
Mariposa County,California,80.2117816615585,06,043,17789.0
Mendocino County,California,78.5698420119881,06,045,87544.0
Merced County,California,78.459103537516,06,047,263885.0
Modoc County,California,77.4593217970448,06,049,9184.0
Mono County,California,84.9058116505285,06,051,14146.0
Monterey County,California,81.8525645217468,06,053,428441.0
Napa County,California,81.1435820089004,06,055,140295.0
Nevada County,California,81.0970660303805,06,057,98570.0
Orange County,California,82.4180755011441,06,059,3116069.0
Placer County,California,81.4299422609919,06,061,366280.0
Plumas County,California,78.3094523302535,06,063,18966.0
Riverside County,California,80.3450713519818,06,065,2298032.0
Sacramento County,California,79.112722725179,06,067,1465832.0
San Benito County,California,81.7777563576748,06,069,57557.0
San Bernardino County,California,78.400917858467,06,071,2094769.0
San Diego County,California,81.5099456641145,06,073,3223096.0
San Francisco County,California,82.6936965999994,06,075,840763.0
San Joaquin County,California,78.0276606361129,06,077,708554.0
San Luis Obispo County,California,81.1508553235719,06,079,276517.0
San Mateo County,California,83.7607803456003,06,081,748731.0
Santa Barbara County,California,81.6155370941523,06,083,435850.0
Santa Clara County,California,83.6897880731591,06,085,1868149.0
Santa Cruz County,California,81.7128621620157,06,087,269278.0
Shasta County,California,75.9378568828757,06,089,178942.0
Sierra County,California,79.0304170483359,06,091,3021.0
Siskiyou County,California,76.3772748924365,06,093,43895.0
Solano County,California,79.5895939800179,06,095,425753.0
Sonoma County,California,81.2508901219667,06,097,495078.0
Stanislaus County,California,77.7824750566635,06,099,527367.0
Sutter County,California,78.5195099453137,06,101,95247.0
Tehama County,California,77.2816845955888,06,103,63152.0
Trinity County,California,76.6520947495501,06,105,13373.0
Tulare County,California,78.0274086249314,06,107,454033.0
Tuolumne County,California,78.8042243825731,06,109,54079.0
Ventura County,California,81.7934375791504,06,111,840833.0
Yolo County,California,80.7699657459539,06,113,207320.0
Yuba County,California,75.8730177939744,06,115,73437.0
Alamosa County,Colorado,76.1823647359861,08,003,16269.0
Archuleta County,Colorado,81.5327757002457,08,007,12174.0
Baca County,Colorado,77.1681618321587,08,009,3701.0
Bent County,Colorado,75.8464449391687,08,011,5895.0
Chaffee County,Colorado,81.1266982296918,08,015,18309.0
Cheyenne County,Colorado,79.2342553723716,08,017,2002.0
Clear Creek County,Colorado,82.1896850450379,08,019,9136.0
Conejos County,Colorado,76.6087011260246,08,021,8249.0
Costilla County,Colorado,77.3573766892542,08,023,3581.0
Crowley County,Colorado,77.2346771891048,08,025,5551.0
Custer County,Colorado,80.6274914488087,08,027,4303.0
Delta County,Colorado,78.0522481307277,08,029,30214.0
Dolores County,Colorado,79.2712919365826,08,033,1862.0
Douglas County,Colorado,83.4392006708209,08,035,306974.0
Eagle County,Colorado,87.6796391750294,08,037,52576.0
Elbert County,Colorado,81.5399529150843,08,039,23855.0
El Paso County,Colorado,79.1497756853794,08,041,655024.0
Fremont County,Colorado,77.119619720449,08,043,46809.0
Garfield County,Colorado,80.5747378716656,08,045,57076.0
Gilpin County,Colorado,80.9418431933094,08,047,5605.0
Grand County,Colorado,83.5563750739628,08,049,14411.0
Gunnison County,Colorado,82.3667341080638,08,051,15651.0
Huerfano County,Colorado,76.1016190811091,08,055,6502.0
Jackson County,Colorado,79.6368312933919,08,057,1335.0
Kiowa County,Colorado,77.550102461197,08,061,1463.0
Kit Carson County,Colorado,78.8758394255456,08,063,7980.0
Lake County,Colorado,81.1077084527848,08,065,7362.0
La Plata County,Colorado,81.6915070940121,08,067,53182.0
Larimer County,Colorado,81.5160355365789,08,069,318227.0
Las Animas County,Colorado,76.6698258138739,08,071,14503.0
Lincoln County,Colorado,78.8913639124814,08,073,5478.0
Logan County,Colorado,79.1421719307538,08,075,21928.0
Mesa County,Colorado,78.5928519874861,08,077,147834.0
Moffat County,Colorado,78.3671406134327,08,081,13117.0
Montezuma County,Colorado,77.298562573127,08,083,25700.0
Montrose County,Colorado,79.3617463439122,08,085,40815.0
Morgan County,Colorado,78.2579867860575,08,087,28359.0
Otero County,Colorado,75.3908671698151,08,089,18572.0
Ouray County,Colorado,83.9156330717921,08,091,4580.0
Park County,Colorado,82.3957205624919,08,093,16189.0
Phillips County,Colorado,79.8501752950874,08,095,4371.0
Pitkin County,Colorado,90.0560175835819,08,097,17420.0
Prowers County,Colorado,76.8244253944396,08,099,12235.0
Pueblo County,Colorado,76.5820141219147,08,101,161519.0
Rio Blanco County,Colorado,79.0709132428668,08,103,6712.0
Rio Grande County,Colorado,76.920153919651,08,105,11745.0
Routt County,Colorado,83.1666307602029,08,107,23606.0
Saguache County,Colorado,79.9724503374943,08,109,6238.0
San Miguel County,Colorado,85.4344084632371,08,113,7676.0
Sedgwick County,Colorado,77.8369104317373,08,115,2365.0
Summit County,Colorado,90.0891064661044,08,117,28940.0
Teller County,Colorado,80.5602255501172,08,119,23340.0
Washington County,Colorado,79.7795880137098,08,121,4795.0
Yuma County,Colorado,78.8900927364822,08,125,10185.0
Adams County,Colorado,80.1877591253775,08,001,471206.0
Arapahoe County,Colorado,80.1877591253775,08,005,608310.0
Boulder County,Colorado,80.1877591253775,08,013,310032.0
Broomfield County,Colorado,80.1877591253775,08,014,60699.0
Denver County,Colorado,80.1877591253775,08,031,649654.0
Jefferson County,Colorado,80.1877591253775,08,059,552344.0
Weld County,Colorado,80.1877591253775,08,123,270948.0
Fairfield County,Connecticut,82.4192043301195,09,001,939983.0
Hartford County,Connecticut,80.3102178576104,09,003,896943.0
Litchfield County,Connecticut,80.4391934472111,09,005,186304.0
Middlesex County,Connecticut,81.1334681371326,09,007,165165.0
New Haven County,Connecticut,80.0234318368233,09,009,862224.0
New London County,Connecticut,79.9268916295041,09,011,273185.0
Tolland County,Connecticut,81.6927758594165,09,013,151948.0
Windham County,Connecticut,79.0241675349832,09,015,117470.0
Kent County,Delaware,77.4218575940169,10,001,169509.0
New Castle County,Delaware,78.4786057306606,10,003,549643.0
Sussex County,Delaware,78.543042202878,10,005,207302.0
Alachua County,Florida,78.574622542158,12,001,254218.0
Baker County,Florida,75.2705067668647,12,003,27135.0
Bay County,Florida,76.020415200021,12,005,175353.0
Bradford County,Florida,75.4876940286454,12,007,27223.0
Brevard County,Florida,77.7740202774745,12,009,553591.0
Broward County,Florida,80.4344839232772,12,011,1843152.0
Calhoun County,Florida,75.1159179044046,12,013,14615.0
Charlotte County,Florida,80.1972984370466,12,015,165783.0
Citrus County,Florida,75.8690976178116,12,017,139654.0
Clay County,Florida,77.4792570878544,12,019,197417.0
Collier County,Florida,84.4011432426865,12,021,341091.0
Columbia County,Florida,75.2865160334599,12,023,67806.0
Miami-Dade County,Florida,80.9202623931244,12,086,2639042.0
DeSoto County,Florida,79.4521763635755,12,027,34957.0
Dixie County,Florida,74.9214791297201,12,029,16091.0
Duval County,Florida,76.0868117725737,12,031,890673.0
Escambia County,Florida,75.4572296042632,12,033,306327.0
Flagler County,Florida,79.0936691617905,12,035,100783.0
Franklin County,Florida,76.3046737588476,12,037,11628.0
Gadsden County,Florida,75.3736371817631,12,039,46424.0
Gilchrist County,Florida,76.568121678961,12,041,16992.0
Glades County,Florida,80.7975202592433,12,043,13272.0
Gulf County,Florida,76.5369370563261,12,045,15785.0
Hamilton County,Florida,75.6790043372544,12,047,14395.0
Hardee County,Florida,78.5742994268253,12,049,27468.0
Hendry County,Florida,77.3807544663803,12,051,38363.0
Hernando County,Florida,76.9282027036904,12,053,174809.0
Highlands County,Florida,78.6791189588121,12,055,98328.0
Hillsborough County,Florida,78.6164481074352,12,057,1302884.0
Holmes County,Florida,73.8215652645815,12,059,19635.0
Indian River County,Florida,80.2699982301154,12,061,142866.0
Jackson County,Florida,75.124151849855,12,063,48900.0
Jefferson County,Florida,76.9621189200841,12,065,14198.0
Lafayette County,Florida,76.7647585952017,12,067,8801.0
Lake County,Florida,78.9001898226383,12,069,310561.0
Lee County,Florida,81.4759134243392,12,071,663675.0
Leon County,Florida,79.1630441237025,12,073,282940.0
Levy County,Florida,74.9706503521878,12,075,39821.0
Liberty County,Florida,75.969931751796,12,077,8295.0
Madison County,Florida,75.1001833382779,12,079,18729.0
Manatee County,Florida,80.3957637089903,12,081,343729.0
Marion County,Florida,76.6228259033821,12,083,336811.0
Martin County,Florida,81.3649609648515,12,085,151586.0
Monroe County,Florida,79.5838331404129,12,087,75901.0
Nassau County,Florida,77.4091101300292,12,089,75880.0
Okaloosa County,Florida,77.6444219405646,12,091,192237.0
Okeechobee County,Florida,76.2092657227025,12,093,39255.0
Orange County,Florida,79.7074290103298,12,095,1229039.0
Osceola County,Florida,79.0683842026061,12,097,300870.0
Palm Beach County,Florida,81.6500881867343,12,099,1378806.0
Pasco County,Florida,77.3716288475345,12,101,479288.0
Pinellas County,Florida,78.451034004903,12,103,931477.0
Polk County,Florida,77.9855842227036,12,105,626676.0
Putnam County,Florida,74.2217102344466,12,107,72696.0
Saint Johns County,Florida,80.769599239301,12,109,210495.0
Saint Lucie County,Florida,79.4463676195004,12,111,288006.0
Santa Rosa County,Florida,77.555168444034,12,113,161021.0
Sarasota County,Florida,81.255983295096,12,115,392038.0
Seminole County,Florida,80.1383570434506,12,117,437346.0
Sumter County,Florida,80.9602138853755,12,119,108501.0
Suwannee County,Florida,75.3197968734856,12,121,43595.0
Taylor County,Florida,75.3909264660477,12,123,22685.0
Union County,Florida,68.445240285683,12,125,15191.0
Volusia County,Florida,76.8027659254038,12,127,503719.0
Wakulla County,Florida,76.3793483610182,12,129,31128.0
Walton County,Florida,77.4493771843441,12,131,59487.0
Washington County,Florida,73.6138023423587,12,133,24629.0
Appling County,Georgia,74.5688532832988,13,001,18417.0
Atkinson County,Georgia,73.556411423192,13,003,8294.0
Bacon County,Georgia,73.1059059400764,13,005,11222.0
Baker County,Georgia,77.2604188332556,13,007,3292.0
Baldwin County,Georgia,76.1209192855746,13,009,45795.0
Banks County,Georgia,76.6540446918605,13,011,18336.0
Barrow County,Georgia,76.4157908380065,13,013,72012.0
Bartow County,Georgia,76.2847197082198,13,015,101336.0
Ben Hill County,Georgia,73.1085332926003,13,017,17477.0
Berrien County,Georgia,74.7590115781939,13,019,19019.0
Bibb County,Georgia,73.8288591597563,13,021,154816.0
Bleckley County,Georgia,75.9168189983432,13,023,12746.0
Brantley County,Georgia,74.4423772251199,13,025,18452.0
Brooks County,Georgia,75.0834370957113,13,027,15637.0
Bryan County,Georgia,76.0661180994364,13,029,33151.0
Bulloch County,Georgia,76.8240386171814,13,031,72386.0
Burke County,Georgia,73.7504446965566,13,033,23007.0
Butts County,Georgia,73.8867494279381,13,035,23445.0
Calhoun County,Georgia,74.8341459744931,13,037,6489.0
Camden County,Georgia,77.8318356221329,13,039,51445.0
Candler County,Georgia,73.6865363965494,13,043,11031.0
Carroll County,Georgia,75.0580938129664,13,045,112595.0
Catoosa County,Georgia,77.7403482779167,13,047,65375.0
Charlton County,Georgia,76.249906983533,13,049,13130.0
Chatham County,Georgia,77.4840610187491,13,051,279290.0
Chattahoochee County,Georgia,77.0945177192887,13,053,11914.0
Chattooga County,Georgia,73.7668493608042,13,055,25241.0
Cherokee County,Georgia,79.7678464513049,13,057,225944.0
Clarke County,Georgia,78.2085051800694,13,059,120905.0
Clay County,Georgia,74.389807194692,13,061,3104.0
Clayton County,Georgia,76.5905697357729,13,063,267234.0
Clinch County,Georgia,72.8911653059202,13,065,6791.0
Cobb County,Georgia,80.0630135787274,13,067,719133.0
Coffee County,Georgia,74.8761077221601,13,069,43003.0
Colquitt County,Georgia,74.5184384391096,13,071,46024.0
Columbia County,Georgia,79.9000121343221,13,073,136204.0
Cook County,Georgia,74.5580055914086,13,075,17033.0
Coweta County,Georgia,78.2878211148514,13,077,133416.0
Crawford County,Georgia,76.2615710216297,13,079,12539.0
Crisp County,Georgia,75.0009603381692,13,081,23314.0
Dade County,Georgia,75.2328094739059,13,083,16445.0
Dawson County,Georgia,78.0323135482244,13,085,22673.0
Decatur County,Georgia,74.2095783703298,13,087,27378.0
DeKalb County,Georgia,79.4653896213388,13,089,716331.0
Dodge County,Georgia,75.4295690779643,13,091,21180.0
Dooly County,Georgia,78.0839269220416,13,093,14293.0
Dougherty County,Georgia,74.786503482876,13,095,93310.0
Douglas County,Georgia,77.3551061362594,13,097,136520.0
Early County,Georgia,73.8751995634532,13,099,10579.0
Echols County,Georgia,77.0628143470404,13,101,4048.0
Effingham County,Georgia,76.414257500417,13,103,54630.0
Elbert County,Georgia,74.6119539741512,13,105,19537.0
Emanuel County,Georgia,73.0343110910228,13,107,22731.0
Evans County,Georgia,74.9723693529997,13,109,10814.0
Fannin County,Georgia,76.8311033512123,13,111,23742.0
Fayette County,Georgia,80.8102293086784,13,113,108655.0
Floyd County,Georgia,75.3007691624435,13,115,96169.0
Forsyth County,Georgia,81.522901067057,13,117,196236.0
Franklin County,Georgia,74.1403267104776,13,119,22110.0
Fulton County,Georgia,78.5920379828466,13,121,983903.0
Gilmer County,Georgia,78.1159356101066,13,123,28673.0
Glascock County,Georgia,73.831276799801,13,125,3087.0
Glynn County,Georgia,77.1385672912387,13,127,81743.0
Gordon County,Georgia,75.5886365784405,13,129,55889.0
Grady County,Georgia,75.6795943197714,13,131,25243.0
Greene County,Georgia,77.6412044383976,13,133,16331.0
Gwinnett County,Georgia,80.4384113806819,13,135,859234.0
Habersham County,Georgia,77.4993847224526,13,137,43527.0
Hall County,Georgia,78.8203748204953,13,139,187916.0
Hancock County,Georgia,75.6859736738721,13,141,8881.0
Haralson County,Georgia,73.3687710365694,13,143,28565.0
Harris County,Georgia,79.1386047122064,13,145,32776.0
Hart County,Georgia,76.8611128838859,13,147,25498.0
Heard County,Georgia,75.0389959002543,13,149,11617.0
Henry County,Georgia,77.2601558737148,13,151,211512.0
Houston County,Georgia,77.3834558740908,13,153,147570.0
Irwin County,Georgia,75.1864426229271,13,155,9408.0
Jackson County,Georgia,76.134260571331,13,157,61420.0
Jasper County,Georgia,75.9725613571511,13,159,13593.0
Jeff Davis County,Georgia,73.5750401606558,13,161,14990.0
Jefferson County,Georgia,72.842000760855,13,163,16374.0
Jenkins County,Georgia,73.5327258960203,13,165,8922.0
Johnson County,Georgia,76.1832695959256,13,167,9794.0
Jones County,Georgia,78.0516006376945,13,169,28738.0
Lamar County,Georgia,74.7629597232607,13,171,18114.0
Lanier County,Georgia,75.5663386259568,13,173,10403.0
Laurens County,Georgia,74.7306300814716,13,175,47886.0
Lee County,Georgia,77.2195675791545,13,177,28946.0
Liberty County,Georgia,76.5665577657614,13,179,64427.0
Lincoln County,Georgia,76.0661887903113,13,181,7720.0
Long County,Georgia,78.3496857779624,13,183,16588.0
Lowndes County,Georgia,76.0100363022239,13,185,113203.0
Lumpkin County,Georgia,77.8286653303911,13,187,30921.0
McDuffie County,Georgia,74.0780726190292,13,189,21582.0
McIntosh County,Georgia,79.4773231473255,13,191,14007.0
Macon County,Georgia,74.0567258189828,13,193,14045.0
Madison County,Georgia,75.7184339512435,13,195,28232.0
Marion County,Georgia,76.3453500335902,13,197,8739.0
Meriwether County,Georgia,74.7270506329405,13,199,21297.0
Miller County,Georgia,73.4997499837151,13,201,5936.0
Mitchell County,Georgia,74.7689316413014,13,205,22982.0
Monroe County,Georgia,77.1698366221331,13,207,26915.0
Montgomery County,Georgia,75.3576108121348,13,209,8968.0
Morgan County,Georgia,77.5096838622981,13,211,17900.0
Murray County,Georgia,74.9509992992007,13,213,39401.0
Muscogee County,Georgia,74.5454406053132,13,215,200285.0
Newton County,Georgia,76.1736339241261,13,217,102645.0
Oconee County,Georgia,80.5798838924909,13,219,34400.0
Oglethorpe County,Georgia,77.7167996062818,13,221,14688.0
Paulding County,Georgia,78.5180367560156,13,223,147400.0
Peach County,Georgia,74.03313677408,13,225,27086.0
Pickens County,Georgia,77.3357389452521,13,227,29740.0
Pierce County,Georgia,74.6705190503558,13,229,18934.0
Pike County,Georgia,75.8098277591598,13,231,17812.0
