County,State,State_FIPS,County_FIPS,housing_cost_burden
Mesa County,Colorado,08,077,1694.0
Moffat County,Colorado,08,081,148.0
Montezuma County,Colorado,08,083,285.0
Montrose County,Colorado,08,085,318.0
Morgan County,Colorado,08,087,274.0
Otero County,Colorado,08,089,257.0
Ouray County,Colorado,08,091,73.0
Park County,Colorado,08,093,100.0
Phillips County,Colorado,08,095,28.0
Pitkin County,Colorado,08,097,136.0
Prowers County,Colorado,08,099,209.0
Pueblo County,Colorado,08,101,1774.0
Rio Blanco County,Colorado,08,103,57.0
Rio Grande County,Colorado,08,105,89.0
Routt County,Colorado,08,107,143.0
Saguache County,Colorado,08,109,76.0
San Miguel County,Colorado,08,113,135.0
Sedgwick County,Colorado,08,115,25.0
Summit County,Colorado,08,117,336.0
Teller County,Colorado,08,119,200.0
Washington County,Colorado,08,121,57.0
Yuma County,Colorado,08,125,114.0
Adams County,Colorado,08,001,5589.0
Arapahoe County,Colorado,08,005,8694.0
Boulder County,Colorado,08,013,3485.0
Broomfield County,Colorado,08,014,496.0
Denver County,Colorado,08,031,12032.0
Jefferson County,Colorado,08,059,5602.0
Weld County,Colorado,08,123,2303.0
Fairfield County,Connecticut,09,001,9000.0
Hartford County,Connecticut,09,003,9750.0
Litchfield County,Connecticut,09,005,1604.0
Middlesex County,Connecticut,09,007,1097.0
New Haven County,Connecticut,09,009,10813.0
New London County,Connecticut,09,011,3670.0
Tolland County,Connecticut,09,013,1246.0
Windham County,Connecticut,09,015,1172.0
Kent County,Delaware,10,001,1631.0
New Castle County,Delaware,10,003,5450.0
Sussex County,Delaware,10,005,1435.0
Alachua County,Florida,12,001,3464.0
Baker County,Florida,12,003,113.0
Bay County,Florida,12,005,2492.0
Bradford County,Florida,12,007,206.0
Brevard County,Florida,12,009,5897.0
Broward County,Florida,12,011,21838.0
Calhoun County,Florida,12,013,31.0
Charlotte County,Florida,12,015,1054.0
Citrus County,Florida,12,017,840.0
Clay County,Florida,12,019,1305.0
Collier County,Florida,12,021,3218.0
Columbia County,Florida,12,023,419.0
Miami-Dade County,Florida,12,086,32281.0
DeSoto County,Florida,12,027,232.0
Dixie County,Florida,12,029,102.0
Duval County,Florida,12,031,11559.0
Escambia County,Florida,12,033,4507.0
Flagler County,Florida,12,035,555.0
Franklin County,Florida,12,037,70.0
Gadsden County,Florida,12,039,190.0
Gilchrist County,Florida,12,041,127.0
Glades County,Florida,12,043,77.0
Gulf County,Florida,12,045,49.0
Hamilton County,Florida,12,047,77.0
Hardee County,Florida,12,049,217.0
Hendry County,Florida,12,051,141.0
Hernando County,Florida,12,053,1236.0
Highlands County,Florida,12,055,738.0
Hillsborough County,Florida,12,057,17383.0
Holmes County,Florida,12,059,106.0
Indian River County,Florida,12,061,1408.0
Jackson County,Florida,12,063,390.0
Jefferson County,Florida,12,065,197.0
Lafayette County,Florida,12,067,55.0
Lake County,Florida,12,069,2460.0
Lee County,Florida,12,071,6939.0
Leon County,Florida,12,073,4403.0
Levy County,Florida,12,075,306.0
Liberty County,Florida,12,077,17.0
Madison County,Florida,12,079,69.0
Manatee County,Florida,12,081,3885.0
Marion County,Florida,12,083,2580.0
Martin County,Florida,12,085,1428.0
Monroe County,Florida,12,087,1146.0
Nassau County,Florida,12,089,715.0
Okaloosa County,Florida,12,091,2157.0
Okeechobee County,Florida,12,093,264.0
Orange County,Florida,12,095,16523.0
Osceola County,Florida,12,097,3264.0
Palm Beach County,Florida,12,099,12958.0
Pasco County,Florida,12,101,3918.0
Pinellas County,Florida,12,103,12054.0
Polk County,Florida,12,105,5793.0
Putnam County,Florida,12,107,604.0
Saint Johns County,Florida,12,109,1375.0
Saint Lucie County,Florida,12,111,2503.0
Santa Rosa County,Florida,12,113,1700.0
Sarasota County,Florida,12,115,3931.0
Seminole County,Florida,12,117,4108.0
Sumter County,Florida,12,119,444.0
Suwannee County,Florida,12,121,322.0
Taylor County,Florida,12,123,112.0
Union County,Florida,12,125,114.0
Volusia County,Florida,12,127,5029.0
Wakulla County,Florida,12,129,142.0
Walton County,Florida,12,131,466.0
Washington County,Florida,12,133,76.0
Appling County,Georgia,13,001,193.0
Atkinson County,Georgia,13,003,73.0
Bacon County,Georgia,13,005,55.0
Baker County,Georgia,13,007,5.0
Baldwin County,Georgia,13,009,399.0
Banks County,Georgia,13,011,85.0
Barrow County,Georgia,13,013,640.0
Bartow County,Georgia,13,015,760.0
Ben Hill County,Georgia,13,017,115.0
Berrien County,Georgia,13,019,137.0
Bibb County,Georgia,13,021,1898.0
Bleckley County,Georgia,13,023,122.0
Brantley County,Georgia,13,025,94.0
Brooks County,Georgia,13,027,125.0
Bryan County,Georgia,13,029,387.0
Bulloch County,Georgia,13,031,931.0
Burke County,Georgia,13,033,207.0
Butts County,Georgia,13,035,77.0
Calhoun County,Georgia,13,037,47.0
Camden County,Georgia,13,039,724.0
Candler County,Georgia,13,043,71.0
Carroll County,Georgia,13,045,752.0
Catoosa County,Georgia,13,047,509.0
Charlton County,Georgia,13,049,61.0
Chatham County,Georgia,13,051,4084.0
Chattahoochee County,Georgia,13,053,310.0
Chattooga County,Georgia,13,055,254.0
Cherokee County,Georgia,13,057,1328.0
Clarke County,Georgia,13,059,1752.0
Clay County,Georgia,13,061,25.0
Clayton County,Georgia,13,063,3403.0
Clinch County,Georgia,13,065,27.0
Cobb County,Georgia,13,067,8404.0
Coffee County,Georgia,13,069,397.0
Colquitt County,Georgia,13,071,553.0
Columbia County,Georgia,13,073,694.0
Cook County,Georgia,13,075,121.0
Coweta County,Georgia,13,077,984.0
Crawford County,Georgia,13,079,155.0
Crisp County,Georgia,13,081,288.0
Dade County,Georgia,13,083,32.0
Dawson County,Georgia,13,085,120.0
Decatur County,Georgia,13,087,283.0
DeKalb County,Georgia,13,089,9972.0
Dodge County,Georgia,13,091,292.0
Dooly County,Georgia,13,093,231.0
Dougherty County,Georgia,13,095,1468.0
Douglas County,Georgia,13,097,1591.0
Early County,Georgia,13,099,40.0
Echols County,Georgia,13,101,36.0
Effingham County,Georgia,13,103,382.0
Elbert County,Georgia,13,105,215.0
Emanuel County,Georgia,13,107,247.0
Evans County,Georgia,13,109,56.0
Fannin County,Georgia,13,111,190.0
Fayette County,Georgia,13,113,685.0
Floyd County,Georgia,13,115,1461.0
Forsyth County,Georgia,13,117,583.0
Franklin County,Georgia,13,119,181.0
Fulton County,Georgia,13,121,14919.0
Gilmer County,Georgia,13,123,279.0
Glascock County,Georgia,13,125,11.0
Glynn County,Georgia,13,127,815.0
Gordon County,Georgia,13,129,718.0
Grady County,Georgia,13,131,411.0
Greene County,Georgia,13,133,85.0
Gwinnett County,Georgia,13,135,8318.0
Habersham County,Georgia,13,137,304.0
Hall County,Georgia,13,139,1929.0
Hancock County,Georgia,13,141,125.0
Haralson County,Georgia,13,143,229.0
Harris County,Georgia,13,145,86.0
Hart County,Georgia,13,147,110.0
Heard County,Georgia,13,149,105.0
Henry County,Georgia,13,151,1915.0
Houston County,Georgia,13,153,1381.0
Irwin County,Georgia,13,155,101.0
Jackson County,Georgia,13,157,250.0
Jasper County,Georgia,13,159,110.0
Jeff Davis County,Georgia,13,161,103.0
Jefferson County,Georgia,13,163,200.0
Jenkins County,Georgia,13,165,16.0
Johnson County,Georgia,13,167,53.0
Jones County,Georgia,13,169,163.0
Lamar County,Georgia,13,171,92.0
Lanier County,Georgia,13,173,14.0
Laurens County,Georgia,13,175,313.0
Lee County,Georgia,13,177,406.0
Liberty County,Georgia,13,179,1153.0
Lincoln County,Georgia,13,181,109.0
Long County,Georgia,13,183,151.0
Lowndes County,Georgia,13,185,1594.0
Lumpkin County,Georgia,13,187,202.0
McDuffie County,Georgia,13,189,108.0
McIntosh County,Georgia,13,191,11.0
Macon County,Georgia,13,193,86.0
Madison County,Georgia,13,195,90.0
Marion County,Georgia,13,197,125.0
Meriwether County,Georgia,13,199,142.0
Miller County,Georgia,13,201,57.0
Mitchell County,Georgia,13,205,251.0
Monroe County,Georgia,13,207,99.0
Montgomery County,Georgia,13,209,76.0
Morgan County,Georgia,13,211,113.0
Murray County,Georgia,13,213,647.0
Muscogee County,Georgia,13,215,3301.0
Newton County,Georgia,13,217,715.0
Oconee County,Georgia,13,219,125.0
Oglethorpe County,Georgia,13,221,121.0
Paulding County,Georgia,13,223,1099.0
Peach County,Georgia,13,225,126.0
Pickens County,Georgia,13,227,244.0
Pierce County,Georgia,13,229,7.0
Pike County,Georgia,13,231,46.0
Polk County,Georgia,13,233,314.0
Pulaski County,Georgia,13,235,22.0
Putnam County,Georgia,13,237,135.0
Quitman County,Georgia,13,239,43.0
Rabun County,Georgia,13,241,104.0
Randolph County,Georgia,13,243,65.0
Richmond County,Georgia,13,245,2784.0
Rockdale County,Georgia,13,247,853.0
Schley County,Georgia,13,249,51.0
Screven County,Georgia,13,251,69.0
Seminole County,Georgia,13,253,18.0
Spalding County,Georgia,13,255,680.0
Stephens County,Georgia,13,257,138.0
Stewart County,Georgia,13,259,46.0
Sumter County,Georgia,13,261,242.0
Talbot County,Georgia,13,263,52.0
Taliaferro County,Georgia,13,265,28.0
Tattnall County,Georgia,13,267,104.0
Taylor County,Georgia,13,269,20.0
Telfair County,Georgia,13,271,102.0
Terrell County,Georgia,13,273,72.0
Thomas County,Georgia,13,275,388.0
Tift County,Georgia,13,277,288.0
Toombs County,Georgia,13,279,307.0
Towns County,Georgia,13,281,68.0
Treutlen County,Georgia,13,283,18.0
Troup County,Georgia,13,285,620.0
Turner County,Georgia,13,287,26.0
Twiggs County,Georgia,13,289,20.0
Union County,Georgia,13,291,131.0
Upson County,Georgia,13,293,463.0
Walker County,Georgia,13,295,639.0
Walton County,Georgia,13,297,485.0
Ware County,Georgia,13,299,456.0
Warren County,Georgia,13,301,75.0
Washington County,Georgia,13,303,179.0
Wayne County,Georgia,13,305,169.0
Webster County,Georgia,13,307,7.0
Wheeler County,Georgia,13,309,26.0
White County,Georgia,13,311,212.0
Whitfield County,Georgia,13,313,1110.0
Wilcox County,Georgia,13,315,40.0
Wilkes County,Georgia,13,317,230.0
Wilkinson County,Georgia,13,319,53.0
Worth County,Georgia,13,321,215.0
Hawaii County,Hawaii,15,001,1551.0
Honolulu County,Hawaii,15,003,12754.0
Kauai County,Hawaii,15,007,852.0
Kalawao County,Hawaii,15,005,0.0
Maui County,Hawaii,15,009,1799.0
Ada County,Idaho,16,001,4311.0
Adams County,Idaho,16,003,23.0
Bannock County,Idaho,16,005,774.0
Bear Lake County,Idaho,16,007,21.0
Benewah County,Idaho,16,009,64.0
Bingham County,Idaho,16,011,190.0
Blaine County,Idaho,16,013,442.0
Boise County,Idaho,16,015,51.0
Bonner County,Idaho,16,017,398.0
Bonneville County,Idaho,16,019,1033.0
Boundary County,Idaho,16,021,42.0
Butte County,Idaho,16,023,6.0
Camas County,Idaho,16,025,10.0
Canyon County,Idaho,16,027,1726.0
Caribou County,Idaho,16,029,12.0
Cassia County,Idaho,16,031,149.0
Clearwater County,Idaho,16,035,38.0
Custer County,Idaho,16,037,34.0
Elmore County,Idaho,16,039,263.0
Franklin County,Idaho,16,041,80.0
Fremont County,Idaho,16,043,51.0
Gem County,Idaho,16,045,128.0
Gooding County,Idaho,16,047,129.0
Idaho County,Idaho,16,049,139.0
Jefferson County,Idaho,16,051,19.0
Jerome County,Idaho,16,053,261.0
Kootenai County,Idaho,16,055,1179.0
Latah County,Idaho,16,057,571.0
Lemhi County,Idaho,16,059,89.0
Lewis County,Idaho,16,061,17.0
Lincoln County,Idaho,16,063,28.0
Madison County,Idaho,16,065,391.0
Minidoka County,Idaho,16,067,98.0
Nez Perce County,Idaho,16,069,350.0
Oneida County,Idaho,16,071,22.0
Owyhee County,Idaho,16,073,57.0
Payette County,Idaho,16,075,209.0
Power County,Idaho,16,077,45.0
Shoshone County,Idaho,16,079,131.0
Teton County,Idaho,16,081,140.0
Twin Falls County,Idaho,16,083,781.0
Valley County,Idaho,16,085,101.0
Washington County,Idaho,16,087,134.0
Adams County,Illinois,17,001,674.0
Alexander County,Illinois,17,003,56.0
Bond County,Illinois,17,005,82.0
Boone County,Illinois,17,007,277.0
Brown County,Illinois,17,009,20.0
Bureau County,Illinois,17,011,211.0
Calhoun County,Illinois,17,013,29.0
Carroll County,Illinois,17,015,111.0
Cass County,Illinois,17,017,102.0
Champaign County,Illinois,17,019,2655.0
Christian County,Illinois,17,021,277.0
Clark County,Illinois,17,023,201.0
Clay County,Illinois,17,025,64.0
Clinton County,Illinois,17,027,94.0
Coles County,Illinois,17,029,570.0
Cook County,Illinois,17,031,67603.0
Crawford County,Illinois,17,033,77.0
Cumberland County,Illinois,17,035,34.0
DeKalb County,Illinois,17,037,1261.0
De Witt County,Illinois,17,039,133.0
Douglas County,Illinois,17,041,102.0
DuPage County,Illinois,17,043,8450.0
Edgar County,Illinois,17,045,111.0
Edwards County,Illinois,17,047,52.0
Effingham County,Illinois,17,049,162.0
Fayette County,Illinois,17,051,109.0
Ford County,Illinois,17,053,118.0
Franklin County,Illinois,17,055,354.0
Fulton County,Illinois,17,057,301.0
Gallatin County,Illinois,17,059,30.0
Greene County,Illinois,17,061,71.0
Grundy County,Illinois,17,063,180.0
Hamilton County,Illinois,17,065,29.0
Hancock County,Illinois,17,067,126.0
Hardin County,Illinois,17,069,33.0
Henderson County,Illinois,17,071,23.0
Henry County,Illinois,17,073,281.0
Iroquois County,Illinois,17,075,215.0
Jackson County,Illinois,17,077,840.0
Jasper County,Illinois,17,079,13.0
Jefferson County,Illinois,17,081,300.0
Jersey County,Illinois,17,083,122.0
Jo Daviess County,Illinois,17,085,134.0
Johnson County,Illinois,17,087,50.0
Kane County,Illinois,17,089,4058.0
Kankakee County,Illinois,17,091,936.0
Kendall County,Illinois,17,093,492.0
Knox County,Illinois,17,095,715.0
Lake County,Illinois,17,097,5619.0
LaSalle County,Illinois,17,099,768.0
Lawrence County,Illinois,17,101,143.0
Lee County,Illinois,17,103,251.0
Livingston County,Illinois,17,105,266.0
Logan County,Illinois,17,107,193.0
McDonough County,Illinois,17,109,260.0
McHenry County,Illinois,17,111,1752.0
McLean County,Illinois,17,113,1386.0
Macon County,Illinois,17,115,1077.0
Macoupin County,Illinois,17,117,392.0
Madison County,Illinois,17,119,2067.0
Marion County,Illinois,17,121,207.0
Marshall County,Illinois,17,123,48.0
Mason County,Illinois,17,125,73.0
Massac County,Illinois,17,127,113.0
Menard County,Illinois,17,129,57.0
Mercer County,Illinois,17,131,71.0
Monroe County,Illinois,17,133,247.0
Montgomery County,Illinois,17,135,220.0
Morgan County,Illinois,17,137,426.0
Moultrie County,Illinois,17,139,70.0
Ogle County,Illinois,17,141,361.0
Peoria County,Illinois,17,143,2192.0
Perry County,Illinois,17,145,156.0
Piatt County,Illinois,17,147,92.0
Pike County,Illinois,17,149,88.0
Pope County,Illinois,17,151,20.0
Pulaski County,Illinois,17,153,46.0
Putnam County,Illinois,17,155,11.0
Randolph County,Illinois,17,157,171.0
Richland County,Illinois,17,159,66.0
Rock Island County,Illinois,17,161,1597.0
Saint Clair County,Illinois,17,163,3103.0
Saline County,Illinois,17,165,165.0
Sangamon County,Illinois,17,167,2016.0
Schuyler County,Illinois,17,169,108.0
Scott County,Illinois,17,171,9.0
Shelby County,Illinois,17,173,110.0
Stark County,Illinois,17,175,20.0
Stephenson County,Illinois,17,177,678.0
Tazewell County,Illinois,17,179,1185.0
Union County,Illinois,17,181,158.0
Vermilion County,Illinois,17,183,765.0
Wabash County,Illinois,17,185,68.0
Warren County,Illinois,17,187,170.0
Washington County,Illinois,17,189,70.0
Wayne County,Illinois,17,191,100.0
White County,Illinois,17,193,88.0
Whiteside County,Illinois,17,195,473.0
Will County,Illinois,17,197,3538.0
Williamson County,Illinois,17,199,653.0
Winnebago County,Illinois,17,201,2565.0
Woodford County,Illinois,17,203,167.0
Adams County,Indiana,18,001,128.0
Allen County,Indiana,18,003,3201.0
Bartholomew County,Indiana,18,005,591.0
Benton County,Indiana,18,007,81.0
Blackford County,Indiana,18,009,119.0
Boone County,Indiana,18,011,411.0
Brown County,Indiana,18,013,73.0
Carroll County,Indiana,18,015,94.0
Cass County,Indiana,18,017,252.0
Clark County,Indiana,18,019,955.0
Clay County,Indiana,18,021,198.0
Clinton County,Indiana,18,023,349.0
Crawford County,Indiana,18,025,24.0
Daviess County,Indiana,18,027,148.0
Dearborn County,Indiana,18,029,394.0
Decatur County,Indiana,18,031,228.0
DeKalb County,Indiana,18,033,266.0
Delaware County,Indiana,18,035,957.0
Dubois County,Indiana,18,037,469.0
Elkhart County,Indiana,18,039,1534.0
Fayette County,Indiana,18,041,232.0
Floyd County,Indiana,18,043,686.0
Fountain County,Indiana,18,045,160.0
Franklin County,Indiana,18,047,200.0
Fulton County,Indiana,18,049,150.0
Gibson County,Indiana,18,051,193.0
Grant County,Indiana,18,053,707.0
Greene County,Indiana,18,055,194.0
Hamilton County,Indiana,18,057,2040.0
Hancock County,Indiana,18,059,419.0
Harrison County,Indiana,18,061,165.0
