County,State,State_FIPS,County_FIPS,total_population_for_poverty
Skagway Municipality,Alaska,02,230,1116
Yakutat City and Borough,Alaska,02,282,633
Ketchikan Gateway Borough,Alaska,02,130,13234
Petersburg Borough,Alaska,02,195,3841
Prince of Wales-Hyder Census Area,Alaska,02,198,5483
Wrangell City and Borough,Alaska,02,275,2303
Apache County,Arizona,04,001,69298
Cochise County,Arizona,04,003,122979
Coconino County,Arizona,04,005,124135
Gila County,Arizona,04,007,52466
Graham County,Arizona,04,009,32171
Greenlee County,Arizona,04,011,8251
Maricopa County,Arizona,04,013,3702339
Mohave County,Arizona,04,015,195218
Navajo County,Arizona,04,017,104373
Pima County,Arizona,04,019,940520
Pinal County,Arizona,04,021,303114
Santa Cruz County,Arizona,04,023,45750
Yavapai County,Arizona,04,025,205479
La Paz County,Arizona,04,012,20132
Yuma County,Arizona,04,027,184079
Arkansas County,Arkansas,05,001,18475
Ashley County,Arkansas,05,003,21885
Baxter County,Arkansas,05,005,40393
Benton County,Arkansas,05,007,207018
Boone County,Arkansas,05,009,35852
Bradley County,Arkansas,05,011,11560
Calhoun County,Arkansas,05,013,5529
Carroll County,Arkansas,05,015,26016
Chicot County,Arkansas,05,017,11279
Clark County,Arkansas,05,019,19923
Clay County,Arkansas,05,021,16282
Cleburne County,Arkansas,05,023,24838
Cleveland County,Arkansas,05,025,8751
Columbia County,Arkansas,05,027,23213
Conway County,Arkansas,05,029,20947
Craighead County,Arkansas,05,031,90011
Crawford County,Arkansas,05,033,60625
Crittenden County,Arkansas,05,035,49709
Cross County,Arkansas,05,037,17856
Dallas County,Arkansas,05,039,7562
Desha County,Arkansas,05,041,13351
Drew County,Arkansas,05,043,17650
Faulkner County,Arkansas,05,045,103511
Franklin County,Arkansas,05,047,18095
Fulton County,Arkansas,05,049,11935
Garland County,Arkansas,05,051,93257
Grant County,Arkansas,05,053,17374
Greene County,Arkansas,05,055,40425
Hempstead County,Arkansas,05,057,21597
Hot Spring County,Arkansas,05,059,31443
Howard County,Arkansas,05,061,13633
Independence County,Arkansas,05,063,34912
Izard County,Arkansas,05,065,12996
Jackson County,Arkansas,05,067,15785
Jefferson County,Arkansas,05,069,73673
Johnson County,Arkansas,05,071,24537
Lafayette County,Arkansas,05,073,7697
Lawrence County,Arkansas,05,075,16298
Lee County,Arkansas,05,077,9176
Lincoln County,Arkansas,05,079,11726
Little River County,Arkansas,05,081,12820
Logan County,Arkansas,05,083,22488
Lonoke County,Arkansas,05,085,65131
Madison County,Arkansas,05,087,15267
Marion County,Arkansas,05,089,16678
Miller County,Arkansas,05,091,41817
Mississippi County,Arkansas,05,093,46014
Monroe County,Arkansas,05,095,8334
Montgomery County,Arkansas,05,097,9343
Nevada County,Arkansas,05,099,9032
Newton County,Arkansas,05,101,8358
Ouachita County,Arkansas,05,103,25905
Perry County,Arkansas,05,105,10396
Phillips County,Arkansas,05,107,22127
Pike County,Arkansas,05,109,11218
Poinsett County,Arkansas,05,111,24294
Polk County,Arkansas,05,113,20205
Pope County,Arkansas,05,115,58240
Prairie County,Arkansas,05,117,8660
Pulaski County,Arkansas,05,119,370766
Randolph County,Arkansas,05,121,17657
Saint Francis County,Arkansas,05,123,24409
Saline County,Arkansas,05,125,100264
Scott County,Arkansas,05,127,10948
Searcy County,Arkansas,05,129,7923
Sebastian County,Arkansas,05,131,121996
Sevier County,Arkansas,05,133,16423
Sharp County,Arkansas,05,135,16965
Stone County,Arkansas,05,137,12188
Union County,Arkansas,05,139,41291
Van Buren County,Arkansas,05,141,17097
Washington County,Arkansas,05,143,189800
White County,Arkansas,05,145,70805
Woodruff County,Arkansas,05,147,7484
Yell County,Arkansas,05,149,21656
Alameda County,California,06,001,1450546
Alpine County,California,06,003,1105
Amador County,California,06,005,34031
Butte County,California,06,007,213501
Calaveras County,California,06,009,45432
Colusa County,California,06,011,20768
Contra Costa County,California,06,013,1013854
Del Norte County,California,06,015,25170
El Dorado County,California,06,017,177660
Fresno County,California,06,019,890694
Glenn County,California,06,021,27853
Humboldt County,California,06,023,129592
Imperial County,California,06,025,157846
Inyo County,California,06,027,18308
Kern County,California,06,029,777622
Kings County,California,06,031,133206
Lake County,California,06,033,63295
Lassen County,California,06,035,24185
Los Angeles County,California,06,037,9604871
Madera County,California,06,039,138151
Marin County,California,06,041,241149
Mariposa County,California,06,043,18255
Mendocino County,California,06,045,86230
Merced County,California,06,047,246260
Modoc County,California,06,049,9268
Mono County,California,06,051,13853
Monterey County,California,06,053,389514
Napa County,California,06,055,130057
Nevada County,California,06,057,97209
Orange County,California,06,059,2925244
Placer County,California,06,061,334718
Plumas County,California,06,063,20179
Riverside County,California,06,065,2075782
Sacramento County,California,06,067,1368693
San Benito County,California,06,069,54160
San Bernardino County,California,06,071,1961244
San Diego County,California,06,073,2930875
San Francisco County,California,06,075,780677
San Joaquin County,California,06,077,657594
San Luis Obispo County,California,06,079,248764
San Mateo County,California,06,081,697137
Santa Barbara County,California,06,083,400584
Santa Clara County,California,06,085,1710231
Santa Cruz County,California,06,087,247377
Shasta County,California,06,089,174180
Sierra County,California,06,091,3359
Siskiyou County,California,06,093,43700
Solano County,California,06,095,397576
Sonoma County,California,06,097,467329
Stanislaus County,California,06,099,502108
Sutter County,California,06,101,92477
Tehama County,California,06,103,61201
Trinity County,California,06,105,13225
Tulare County,California,06,107,423902
Tuolumne County,California,06,109,50724
Ventura County,California,06,111,798863
Yolo County,California,06,113,186800
Yuba County,California,06,115,68848
Alamosa County,Colorado,08,003,13982
Archuleta County,Colorado,08,007,12091
Baca County,Colorado,08,009,3735
Bent County,Colorado,08,011,4735
Chaffee County,Colorado,08,015,16034
Cheyenne County,Colorado,08,017,2085
Clear Creek County,Colorado,08,019,9079
Conejos County,Colorado,08,021,8081
Costilla County,Colorado,08,023,3520
Crowley County,Colorado,08,025,3671
Custer County,Colorado,08,027,3899
Delta County,Colorado,08,029,29765
Dolores County,Colorado,08,033,2009
Douglas County,Colorado,08,035,272228
Eagle County,Colorado,08,037,50464
Elbert County,Colorado,08,039,22690
El Paso County,Colorado,08,041,581640
Fremont County,Colorado,08,043,34259
Garfield County,Colorado,08,045,53862
Gilpin County,Colorado,08,047,5090
Grand County,Colorado,08,049,14511
Gunnison County,Colorado,08,051,14074
Huerfano County,Colorado,08,055,6184
Jackson County,Colorado,08,057,1464
Kiowa County,Colorado,08,061,1581
Kit Carson County,Colorado,08,063,7545
Lake County,Colorado,08,065,6900
La Plata County,Colorado,08,067,48405
Larimer County,Colorado,08,069,283432
Las Animas County,Colorado,08,071,15314
Lincoln County,Colorado,08,073,4502
Logan County,Colorado,08,075,20759
Mesa County,Colorado,08,077,139868
Moffat County,Colorado,08,081,13493
Montezuma County,Colorado,08,083,25148
Montrose County,Colorado,08,085,39882
Morgan County,Colorado,08,087,27404
Otero County,Colorado,08,089,17810
Ouray County,Colorado,08,091,4319
Park County,Colorado,08,093,15359
Phillips County,Colorado,08,095,4376
Pitkin County,Colorado,08,097,16379
Prowers County,Colorado,08,099,12207
Pueblo County,Colorado,08,101,151269
Rio Blanco County,Colorado,08,103,6409
Rio Grande County,Colorado,08,105,11291
Routt County,Colorado,08,107,22501
Saguache County,Colorado,08,109,5956
San Miguel County,Colorado,08,113,7262
Sedgwick County,Colorado,08,115,2223
Summit County,Colorado,08,117,26914
Teller County,Colorado,08,119,22519
Washington County,Colorado,08,121,4726
Yuma County,Colorado,08,125,9887
Adams County,Colorado,08,001,420785
Arapahoe County,Colorado,08,005,547005
Boulder County,Colorado,08,013,279483
Broomfield County,Colorado,08,014,52773
Denver County,Colorado,08,031,567551
Jefferson County,Colorado,08,059,521196
Weld County,Colorado,08,123,237457
Fairfield County,Connecticut,09,001,884562
Hartford County,Connecticut,09,003,863279
Litchfield County,Connecticut,09,005,187344
Middlesex County,Connecticut,09,007,159346
New Haven County,Connecticut,09,009,830602
New London County,Connecticut,09,011,259102
Tolland County,Connecticut,09,013,136919
Windham County,Connecticut,09,015,113747
Kent County,Delaware,10,001,152579
New Castle County,Delaware,10,003,515811
Sussex County,Delaware,10,005,187614
Alachua County,Florida,12,001,228895
Baker County,Florida,12,003,24555
Bay County,Florida,12,005,161427
Bradford County,Florida,12,007,24530
Brevard County,Florida,12,009,532304
Broward County,Florida,12,011,1717600
Calhoun County,Florida,12,013,12217
Charlotte County,Florida,12,015,156833
Citrus County,Florida,12,017,138186
Clay County,Florida,12,019,184295
Collier County,Florida,12,021,314242
Columbia County,Florida,12,023,63133
Miami-Dade County,Florida,12,086,2387454
DeSoto County,Florida,12,027,32339
Dixie County,Florida,12,029,15798
Duval County,Florida,12,031,837347
Escambia County,Florida,12,033,275728
Flagler County,Florida,12,035,91047
Franklin County,Florida,12,037,10266
Gadsden County,Florida,12,039,43201
Gilchrist County,Florida,12,041,15857
Glades County,Florida,12,043,11761
Gulf County,Florida,12,045,13290
Hamilton County,Florida,12,047,11647
Hardee County,Florida,12,049,25711
Hendry County,Florida,12,051,36799
Hernando County,Florida,12,053,167525
Highlands County,Florida,12,055,97445
Hillsborough County,Florida,12,057,1181028
Holmes County,Florida,12,059,18342
Indian River County,Florida,12,061,134445
Jackson County,Florida,12,063,41139
Jefferson County,Florida,12,065,13844
Lafayette County,Florida,12,067,8000
Lake County,Florida,12,069,288502
Lee County,Florida,12,071,598153
Leon County,Florida,12,073,257626
Levy County,Florida,12,075,39593
Liberty County,Florida,12,077,6897
Madison County,Florida,12,079,17201
Manatee County,Florida,12,081,314780
Marion County,Florida,12,083,319337
Martin County,Florida,12,085,141536
Monroe County,Florida,12,087,72297
Nassau County,Florida,12,089,70484
Okaloosa County,Florida,12,091,176405
Okeechobee County,Florida,12,093,38643
Orange County,Florida,12,095,1097169
Osceola County,Florida,12,097,255368
Palm Beach County,Florida,12,099,1281333
Pasco County,Florida,12,101,450693
Pinellas County,Florida,12,103,902140
Polk County,Florida,12,105,575627
Putnam County,Florida,12,107,72826
Saint Johns County,Florida,12,109,178411
Saint Lucie County,Florida,12,111,265682
Santa Rosa County,Florida,12,113,143882
Sarasota County,Florida,12,115,371171
Seminole County,Florida,12,117,414406
Sumter County,Florida,12,119,76675
Suwannee County,Florida,12,121,39881
Taylor County,Florida,12,123,20424
Union County,Florida,12,125,11944
Volusia County,Florida,12,127,480082
Wakulla County,Florida,12,129,26537
Walton County,Florida,12,131,50607
Washington County,Florida,12,133,22507
Appling County,Georgia,13,001,17830
Atkinson County,Georgia,13,003,8325
Bacon County,Georgia,13,005,10453
Baker County,Georgia,13,007,3634
Baldwin County,Georgia,13,009,40752
Banks County,Georgia,13,011,17835
Barrow County,Georgia,13,013,65970
Bartow County,Georgia,13,015,96181
Ben Hill County,Georgia,13,017,17202
Berrien County,Georgia,13,019,17925
Bibb County,Georgia,13,021,147609
Bleckley County,Georgia,13,023,12284
Brantley County,Georgia,13,025,17410
Brooks County,Georgia,13,027,15822
Bryan County,Georgia,13,029,28911
Bulloch County,Georgia,13,031,62578
Burke County,Georgia,13,033,22480
Butts County,Georgia,13,035,21115
Calhoun County,Georgia,13,037,5257
Camden County,Georgia,13,039,48161
Candler County,Georgia,13,043,10387
Carroll County,Georgia,13,045,105958
Catoosa County,Georgia,13,047,62373
Charlton County,Georgia,13,049,11443
Chatham County,Georgia,13,051,248189
Chattahoochee County,Georgia,13,053,8571
Chattooga County,Georgia,13,055,24567
Cherokee County,Georgia,13,057,204867
Clarke County,Georgia,13,059,104941
Clay County,Georgia,13,061,2892
Clayton County,Georgia,13,063,253388
Clinch County,Georgia,13,065,6749
Cobb County,Georgia,13,067,670564
Coffee County,Georgia,13,069,38760
Colquitt County,Georgia,13,071,43852
Columbia County,Georgia,13,073,117075
Cook County,Georgia,13,075,16567
Coweta County,Georgia,13,077,120278
Crawford County,Georgia,13,079,12795
Crisp County,Georgia,13,081,22665
Dade County,Georgia,13,083,15566
Dawson County,Georgia,13,085,21536
Decatur County,Georgia,13,087,26701
DeKalb County,Georgia,13,089,669717
Dodge County,Georgia,13,091,19033
Dooly County,Georgia,13,093,11596
Dougherty County,Georgia,13,095,91199
Douglas County,Georgia,13,097,126633
Early County,Georgia,13,099,11087
Echols County,Georgia,13,101,3973
Effingham County,Georgia,13,103,50147
Elbert County,Georgia,13,105,20261
Emanuel County,Georgia,13,107,21371
Evans County,Georgia,13,109,10288
Fannin County,Georgia,13,111,23244
Fayette County,Georgia,13,113,104480
Floyd County,Georgia,13,115,91497
Forsyth County,Georgia,13,117,163338
Franklin County,Georgia,13,119,21766
Fulton County,Georgia,13,121,858784
Gilmer County,Georgia,13,123,27630
Glascock County,Georgia,13,125,2944
Glynn County,Georgia,13,127,76488
Gordon County,Georgia,13,129,53127
Grady County,Georgia,13,131,24603
Greene County,Georgia,13,133,15819
Gwinnett County,Georgia,13,135,771325
Habersham County,Georgia,13,137,37799
Hall County,Georgia,13,139,170332
Hancock County,Georgia,13,141,8204
Haralson County,Georgia,13,143,27847
Harris County,Georgia,13,145,30299
Hart County,Georgia,13,147,24425
Heard County,Georgia,13,149,11620
Henry County,Georgia,13,151,192062
Houston County,Georgia,13,153,132535
Irwin County,Georgia,13,155,9237
Jackson County,Georgia,13,157,57536
Jasper County,Georgia,13,159,13620
Jeff Davis County,Georgia,13,161,14476
Jefferson County,Georgia,13,163,16570
Jenkins County,Georgia,13,165,8313
Johnson County,Georgia,13,167,8357
Jones County,Georgia,13,169,27517
Lamar County,Georgia,13,171,17230
Lanier County,Georgia,13,173,9107
Laurens County,Georgia,13,175,47016
Lee County,Georgia,13,177,26812
Liberty County,Georgia,13,179,62527
Lincoln County,Georgia,13,181,7954
Long County,Georgia,13,183,12740
Lowndes County,Georgia,13,185,100251
Lumpkin County,Georgia,13,187,26929
McDuffie County,Georgia,13,189,21273
McIntosh County,Georgia,13,191,13817
Macon County,Georgia,13,193,12825
Madison County,Georgia,13,195,27502
Marion County,Georgia,13,197,8341
Meriwether County,Georgia,13,199,21595
Miller County,Georgia,13,201,5879
Mitchell County,Georgia,13,205,22039
Monroe County,Georgia,13,207,24480
Montgomery County,Georgia,13,209,8156
Morgan County,Georgia,13,211,17289
Murray County,Georgia,13,213,39638
Muscogee County,Georgia,13,215,172235
Newton County,Georgia,13,217,94912
Oconee County,Georgia,13,219,31023
Oglethorpe County,Georgia,13,221,14546
Paulding County,Georgia,13,223,134120
Peach County,Georgia,13,225,24362
Pickens County,Georgia,13,227,28659
Pierce County,Georgia,13,229,17918
Pike County,Georgia,13,231,17057
Polk County,Georgia,13,233,40436
Pulaski County,Georgia,13,235,10327
Putnam County,Georgia,13,237,20653
Quitman County,Georgia,13,239,2528
Rabun County,Georgia,13,241,16124
Randolph County,Georgia,13,243,7274
Richmond County,Georgia,13,245,186957
Rockdale County,Georgia,13,247,82271
Schley County,Georgia,13,249,4740
Screven County,Georgia,13,251,14355
Seminole County,Georgia,13,253,8581
Spalding County,Georgia,13,255,62480
Stephens County,Georgia,13,257,24666
Stewart County,Georgia,13,259,5693
Sumter County,Georgia,13,261,31788
Talbot County,Georgia,13,263,6911
Taliaferro County,Georgia,13,265,2031
Tattnall County,Georgia,13,267,21539
Taylor County,Georgia,13,269,8361
Telfair County,Georgia,13,271,12991
Terrell County,Georgia,13,273,8961
Thomas County,Georgia,13,275,43470
Tift County,Georgia,13,277,39034
Toombs County,Georgia,13,279,26669
Towns County,Georgia,13,281,9519
Treutlen County,Georgia,13,283,6525
Troup County,Georgia,13,285,63187
Turner County,Georgia,13,287,8393
Twiggs County,Georgia,13,289,9327
Union County,Georgia,13,291,20607
Upson County,Georgia,13,293,26803
Walker County,Georgia,13,295,66439
Walton County,Georgia,13,297,80642
Ware County,Georgia,13,299,33528
Warren County,Georgia,13,301,5827
Washington County,Georgia,13,303,19767
Wayne County,Georgia,13,305,27293
Webster County,Georgia,13,307,2727
Wheeler County,Georgia,13,309,4784
White County,Georgia,13,311,26173
Whitfield County,Georgia,13,313,98361
Wilcox County,Georgia,13,315,7151
Wilkes County,Georgia,13,317,10436
Wilkinson County,Georgia,13,319,9330
Worth County,Georgia,13,321,21385
Hawaii County,Hawaii,15,001,176103
Honolulu County,Hawaii,15,003,909284
Kauai County,Hawaii,15,007,64561
Kalawao County,Hawaii,15,005,74
Maui County,Hawaii,15,009,148896
Ada County,Idaho,16,001,371113
Adams County,Idaho,16,003,3898
Bannock County,Idaho,16,005,79103
Bear Lake County,Idaho,16,007,6025
Benewah County,Idaho,16,009,9184
Bingham County,Idaho,16,011,44125
Blaine County,Idaho,16,013,21172
Boise County,Idaho,16,015,6964
Bonner County,Idaho,16,017,40321
Bonneville County,Idaho,16,019,99305
Boundary County,Idaho,16,021,10689
Butte County,Idaho,16,023,2768
Camas County,Idaho,16,025,1179
Canyon County,Idaho,16,027,179382
Caribou County,Idaho,16,029,6794
Cassia County,Idaho,16,031,21771
Clearwater County,Idaho,16,035,8038
Custer County,Idaho,16,037,4277
Elmore County,Idaho,16,039,26078
Franklin County,Idaho,16,041,12466
Fremont County,Idaho,16,043,12960
Gem County,Idaho,16,045,16518
Gooding County,Idaho,16,047,15059
Idaho County,Idaho,16,049,15404
Jefferson County,Idaho,16,051,24411
Jerome County,Idaho,16,053,21134
Kootenai County,Idaho,16,055,133584
Latah County,Idaho,16,057,33167
Lemhi County,Idaho,16,059,7753
Lewis County,Idaho,16,061,3719
Lincoln County,Idaho,16,063,4935
Madison County,Idaho,16,065,34372
Minidoka County,Idaho,16,067,19254
Nez Perce County,Idaho,16,069,38084
Oneida County,Idaho,16,071,4202
Owyhee County,Idaho,16,073,11323
Payette County,Idaho,16,075,22380
Power County,Idaho,16,077,7633
Shoshone County,Idaho,16,079,12528
Teton County,Idaho,16,081,9232
Twin Falls County,Idaho,16,083,73629
Valley County,Idaho,16,085,9818
Washington County,Idaho,16,087,9973
Adams County,Illinois,17,001,64635
Alexander County,Illinois,17,003,7959
Bond County,Illinois,17,005,17380
Boone County,Illinois,17,007,53078
Brown County,Illinois,17,009,4631
Bureau County,Illinois,17,011,34746
Calhoun County,Illinois,17,013,5010
Carroll County,Illinois,17,015,15274
Cass County,Illinois,17,017,13079
Champaign County,Illinois,17,019,180777
Christian County,Illinois,17,021,32891
Clark County,Illinois,17,023,15950
Clay County,Illinois,17,025,13819
Clinton County,Illinois,17,027,34683
Coles County,Illinois,17,029,45697
Cook County,Illinois,17,031,5096774
Crawford County,Illinois,17,033,19291
Cumberland County,Illinois,17,035,11000
DeKalb County,Illinois,17,037,95675
De Witt County,Illinois,17,039,16521
Douglas County,Illinois,17,041,19624
DuPage County,Illinois,17,043,897226
Edgar County,Illinois,17,045,18251
Edwards County,Illinois,17,047,6645
Effingham County,Illinois,17,049,33753
Fayette County,Illinois,17,051,21854
Ford County,Illinois,17,053,13326
Franklin County,Illinois,17,055,38843
Fulton County,Illinois,17,057,34123
Gallatin County,Illinois,17,059,5608
Greene County,Illinois,17,061,13761
Grundy County,Illinois,17,063,48375
Hamilton County,Illinois,17,065,8440
Hancock County,Illinois,17,067,18940
Hardin County,Illinois,17,069,4236
Henderson County,Illinois,17,071,7344
Henry County,Illinois,17,073,49511
Iroquois County,Illinois,17,075,28424
Jackson County,Illinois,17,077,54403
Jasper County,Illinois,17,079,9594
Jefferson County,Illinois,17,081,36672
Jersey County,Illinois,17,083,22017
Jo Daviess County,Illinois,17,085,22416
Johnson County,Illinois,17,087,9872
Kane County,Illinois,17,089,496506
Kankakee County,Illinois,17,091,108471
Kendall County,Illinois,17,093,104845
Knox County,Illinois,17,095,48278
Lake County,Illinois,17,097,678680
LaSalle County,Illinois,17,099,112080
Lawrence County,Illinois,17,101,14036
Lee County,Illinois,17,103,34860
Livingston County,Illinois,17,105,35277
Logan County,Illinois,17,107,24723
McDonough County,Illinois,17,109,26915
McHenry County,Illinois,17,111,304420
McLean County,Illinois,17,113,156992
Macon County,Illinois,17,115,107221
Macoupin County,Illinois,17,117,45965
Madison County,Illinois,17,119,260301
Marion County,Illinois,17,121,39161
Marshall County,Illinois,17,123,12434
Mason County,Illinois,17,125,14740
Massac County,Illinois,17,127,14936
Menard County,Illinois,17,129,12522
Mercer County,Illinois,17,131,16206
Monroe County,Illinois,17,133,32082
Montgomery County,Illinois,17,135,27231
Morgan County,Illinois,17,137,32421
Moultrie County,Illinois,17,139,14374
Ogle County,Illinois,17,141,52479
Peoria County,Illinois,17,143,178256
Perry County,Illinois,17,145,19507
Piatt County,Illinois,17,147,16419
Pike County,Illinois,17,149,16004
Pope County,Illinois,17,151,4426
Pulaski County,Illinois,17,153,6153
Putnam County,Illinois,17,155,5950
Randolph County,Illinois,17,157,28674
Richland County,Illinois,17,159,15985
Rock Island County,Illinois,17,161,143134
Saint Clair County,Illinois,17,163,261991
Saline County,Illinois,17,165,24408
Sangamon County,Illinois,17,167,192204
Schuyler County,Illinois,17,169,7289
Scott County,Illinois,17,171,5335
Shelby County,Illinois,17,173,21807
Stark County,Illinois,17,175,5939
Stephenson County,Illinois,17,177,47088
Tazewell County,Illinois,17,179,130633
Union County,Illinois,17,181,17472
Vermilion County,Illinois,17,183,80275
Wabash County,Illinois,17,185,12014
Warren County,Illinois,17,187,16586
Washington County,Illinois,17,189,14717
Wayne County,Illinois,17,191,16805
White County,Illinois,17,193,14411
Whiteside County,Illinois,17,195,57610
Will County,Illinois,17,197,659399
Williamson County,Illinois,17,199,63752
Winnebago County,Illinois,17,201,288455
Woodford County,Illinois,17,203,36999
Adams County,Indiana,18,001,33685
Allen County,Indiana,18,003,344503
Bartholomew County,Indiana,18,005,74461
Benton County,Indiana,18,007,8725
Blackford County,Indiana,18,009,12792
Boone County,Indiana,18,011,53646
Brown County,Indiana,18,013,15141
Carroll County,Indiana,18,015,19914
Cass County,Indiana,18,017,37991
Clark County,Indiana,18,019,106050
Clay County,Indiana,18,021,26472
Clinton County,Indiana,18,023,32357
Crawford County,Indiana,18,025,10637
Daviess County,Indiana,18,027,30628
Dearborn County,Indiana,18,029,49061
Decatur County,Indiana,18,031,24963
DeKalb County,Indiana,18,033,41418
Delaware County,Indiana,18,035,109373
Dubois County,Indiana,18,037,41057
Elkhart County,Indiana,18,039,193294
Fayette County,Indiana,18,041,23974
Floyd County,Indiana,18,043,72436
Fountain County,Indiana,18,045,17105
Franklin County,Indiana,18,047,22940
Fulton County,Indiana,18,049,20070
Gibson County,Indiana,18,051,32486
Grant County,Indiana,18,053,65859
Greene County,Indiana,18,055,32549
Hamilton County,Indiana,18,057,259945
Hancock County,Indiana,18,059,66987
Harrison County,Indiana,18,061,38165
Hendricks County,Indiana,18,063,136782
Henry County,Indiana,18,065,46106
Howard County,Indiana,18,067,80587
Huntington County,Indiana,18,069,35978
Jackson County,Indiana,18,071,41347
Jasper County,Indiana,18,073,31693
Jay County,Indiana,18,075,21024
Jefferson County,Indiana,18,077,30377
Jennings County,Indiana,18,079,27986
Johnson County,Indiana,18,081,131571
Knox County,Indiana,18,083,35810
Kosciusko County,Indiana,18,085,75872
LaGrange County,Indiana,18,087,36654
Lake County,Indiana,18,089,488660
LaPorte County,Indiana,18,091,103227
Lawrence County,Indiana,18,093,45605
Madison County,Indiana,18,095,125597
Marion County,Indiana,18,097,871271
Marshall County,Indiana,18,099,46482
Martin County,Indiana,18,101,10165
Miami County,Indiana,18,103,35397
Monroe County,Indiana,18,105,119866
Montgomery County,Indiana,18,107,36521
Morgan County,Indiana,18,109,68104
Newton County,Indiana,18,111,14049
Noble County,Indiana,18,113,46525
Ohio County,Indiana,18,115,6000
Orange County,Indiana,18,117,19399
Owen County,Indiana,18,119,21183
Parke County,Indiana,18,121,15419
Perry County,Indiana,18,123,17609
Pike County,Indiana,18,125,12482
Porter County,Indiana,18,127,158441
Posey County,Indiana,18,129,25731
Pulaski County,Indiana,18,131,13430
Putnam County,Indiana,18,133,32762
Randolph County,Indiana,18,135,25921
Ripley County,Indiana,18,137,28217
Rush County,Indiana,18,139,17258
Saint Joseph County,Indiana,18,141,253173
Scott County,Indiana,18,143,23794
Shelby County,Indiana,18,145,43721
Spencer County,Indiana,18,147,20691
Starke County,Indiana,18,149,23031
Steuben County,Indiana,18,151,33081
Sullivan County,Indiana,18,153,19314
Switzerland County,Indiana,18,155,10188
Tippecanoe County,Indiana,18,157,153488
Tipton County,Indiana,18,159,15573
