County,State,State_FIPS,County_FIPS,white_population,total_population,age_60_and_over,housing_cost_burden,median_gross_rent,age_15_to_44_percentage,gini_index,native_american_population,median_household_income,asian_population,per_capita_income,total_population_race,median_home_value,black_population,age_18_and_under_percentage
Fayette County,Illinois,17,51,,,,,,,,,43724.0,,,,,,
Ford County,Illinois,17,53,,,,,,,,,50203.0,,,,,,
Franklin County,Illinois,17,55,,,,,,,,,37158.0,,,,,,
Fulton County,Illinois,17,57,,,,,,,,,43363.0,,,,,,
Gallatin County,Illinois,17,59,,,,,,,,,38934.0,,,,,,
Greene County,Illinois,17,61,,,,,,,,,42556.0,,,,,,
Grundy County,Illinois,17,63,,,,,,,,,63840.0,,,,,,
Hamilton County,Illinois,17,65,,,,,,,,,37904.0,,,,,,
Hancock County,Illinois,17,67,,,,,,,,,42494.0,,,,,,
Hardin County,Illinois,17,69,,,,,,,,,35632.0,,,,,,
Henderson County,Illinois,17,71,,,,,,,,,49612.0,,,,,,
Henry County,Illinois,17,73,,,,,,,,,52284.0,,,,,,
Iroquois County,Illinois,17,75,,,,,,,,,47908.0,,,,,,
Jackson County,Illinois,17,77,,,,,,,,,32819.0,,,,,,
Jasper County,Illinois,17,79,,,,,,,,,48703.0,,,,,,
Jefferson County,Illinois,17,81,,,,,,,,,42272.0,,,,,,
Jersey County,Illinois,17,83,,,,,,,,,53692.0,,,,,,
Jo Daviess County,Illinois,17,85,,,,,,,,,52164.0,,,,,,
Johnson County,Illinois,17,87,,,,,,,,,42027.0,,,,,,
Kane County,Illinois,17,89,,,,,,,,,68674.0,,,,,,
Kankakee County,Illinois,17,91,,,,,,,,,49994.0,,,,,,
Kendall County,Illinois,17,93,,,,,,,,,83835.0,,,,,,
Knox County,Illinois,17,95,,,,,,,,,40419.0,,,,,,
Lake County,Illinois,17,97,,,,,,,,,79085.0,,,,,,
LaSalle County,Illinois,17,99,,,,,,,,,52356.0,,,,,,
Lawrence County,Illinois,17,101,,,,,,,,,39324.0,,,,,,
Lee County,Illinois,17,103,,,,,,,,,50342.0,,,,,,
Livingston County,Illinois,17,105,,,,,,,,,54339.0,,,,,,
Logan County,Illinois,17,107,,,,,,,,,46647.0,,,,,,
McDonough County,Illinois,17,109,,,,,,,,,35812.0,,,,,,
McHenry County,Illinois,17,111,,,,,,,,,77325.0,,,,,,
McLean County,Illinois,17,113,,,,,,,,,61049.0,,,,,,
Macon County,Illinois,17,115,,,,,,,,,46165.0,,,,,,
Macoupin County,Illinois,17,117,,,,,,,,,48788.0,,,,,,
Madison County,Illinois,17,119,,,,,,,,,52756.0,,,,,,
Marion County,Illinois,17,121,,,,,,,,,41723.0,,,,,,
Marshall County,Illinois,17,123,,,,,,,,,52565.0,,,,,,
Mason County,Illinois,17,125,,,,,,,,,42394.0,,,,,,
Massac County,Illinois,17,127,,,,,,,,,42190.0,,,,,,
Menard County,Illinois,17,129,,,,,,,,,59428.0,,,,,,
Mercer County,Illinois,17,131,,,,,,,,,52700.0,,,,,,
Monroe County,Illinois,17,133,,,,,,,,,71033.0,,,,,,
Montgomery County,Illinois,17,135,,,,,,,,,42261.0,,,,,,
Morgan County,Illinois,17,137,,,,,,,,,46763.0,,,,,,
Moultrie County,Illinois,17,139,,,,,,,,,50005.0,,,,,,
Ogle County,Illinois,17,141,,,,,,,,,55590.0,,,,,,
Peoria County,Illinois,17,143,,,,,,,,,50925.0,,,,,,
Perry County,Illinois,17,145,,,,,,,,,42013.0,,,,,,
Piatt County,Illinois,17,147,,,,,,,,,62125.0,,,,,,
Pike County,Illinois,17,149,,,,,,,,,40445.0,,,,,,
Pope County,Illinois,17,151,,,,,,,,,39854.0,,,,,,
Pulaski County,Illinois,17,153,,,,,,,,,31795.0,,,,,,
Putnam County,Illinois,17,155,,,,,,,,,54467.0,,,,,,
Randolph County,Illinois,17,157,,,,,,,,,48383.0,,,,,,
Richland County,Illinois,17,159,,,,,,,,,43240.0,,,,,,
Rock Island County,Illinois,17,161,,,,,,,,,48205.0,,,,,,
Saint Clair County,Illinois,17,163,,,,,,,,,50490.0,,,,,,
Saline County,Illinois,17,165,,,,,,,,,37139.0,,,,,,
Sangamon County,Illinois,17,167,,,,,,,,,55355.0,,,,,,
Schuyler County,Illinois,17,169,,,,,,,,,46934.0,,,,,,
Scott County,Illinois,17,171,,,,,,,,,49746.0,,,,,,
Shelby County,Illinois,17,173,,,,,,,,,46546.0,,,,,,
Stark County,Illinois,17,175,,,,,,,,,51392.0,,,,,,
Stephenson County,Illinois,17,177,,,,,,,,,44572.0,,,,,,
Tazewell County,Illinois,17,179,,,,,,,,,55580.0,,,,,,
Union County,Illinois,17,181,,,,,,,,,41869.0,,,,,,
Vermilion County,Illinois,17,183,,,,,,,,,40961.0,,,,,,
Wabash County,Illinois,17,185,,,,,,,,,45011.0,,,,,,
Warren County,Illinois,17,187,,,,,,,,,41138.0,,,,,,
Washington County,Illinois,17,189,,,,,,,,,54407.0,,,,,,
Wayne County,Illinois,17,191,,,,,,,,,41446.0,,,,,,
White County,Illinois,17,193,,,,,,,,,43151.0,,,,,,
Whiteside County,Illinois,17,195,,,,,,,,,46193.0,,,,,,
Will County,Illinois,17,197,,,,,,,,,76352.0,,,,,,
Williamson County,Illinois,17,199,,,,,,,,,41596.0,,,,,,
Winnebago County,Illinois,17,201,,,,,,,,,47573.0,,,,,,
Woodford County,Illinois,17,203,,,,,,,,,68552.0,,,,,,
Adams County,Indiana,18,1,,,,,,,,,45339.0,,,,,,
Allen County,Indiana,18,3,,,,,,,,,50030.0,,,,,,
Bartholomew County,Indiana,18,5,,,,,,,,,54481.0,,,,,,
Benton County,Indiana,18,7,,,,,,,,,47828.0,,,,,,
Blackford County,Indiana,18,9,,,,,,,,,39619.0,,,,,,
Boone County,Indiana,18,11,,,,,,,,,68774.0,,,,,,
Brown County,Indiana,18,13,,,,,,,,,48652.0,,,,,,
Carroll County,Indiana,18,15,,,,,,,,,49935.0,,,,,,
Cass County,Indiana,18,17,,,,,,,,,41135.0,,,,,,
Clark County,Indiana,18,19,,,,,,,,,50559.0,,,,,,
Clay County,Indiana,18,21,,,,,,,,,46817.0,,,,,,
Clinton County,Indiana,18,23,,,,,,,,,48321.0,,,,,,
Crawford County,Indiana,18,25,,,,,,,,,40027.0,,,,,,
Daviess County,Indiana,18,27,,,,,,,,,45927.0,,,,,,
Dearborn County,Indiana,18,29,,,,,,,,,58098.0,,,,,,
Decatur County,Indiana,18,31,,,,,,,,,48298.0,,,,,,
DeKalb County,Indiana,18,33,,,,,,,,,46065.0,,,,,,
Delaware County,Indiana,18,35,,,,,,,,,38215.0,,,,,,
Dubois County,Indiana,18,37,,,,,,,,,54168.0,,,,,,
Elkhart County,Indiana,18,39,,,,,,,,,46712.0,,,,,,
Fayette County,Indiana,18,41,,,,,,,,,36602.0,,,,,,
Floyd County,Indiana,18,43,,,,,,,,,53208.0,,,,,,
Fountain County,Indiana,18,45,,,,,,,,,45919.0,,,,,,
Franklin County,Indiana,18,47,,,,,,,,,50271.0,,,,,,
Fulton County,Indiana,18,49,,,,,,,,,40910.0,,,,,,
Gibson County,Indiana,18,51,,,,,,,,,48524.0,,,,,,
Grant County,Indiana,18,53,,,,,,,,,39751.0,,,,,,
Greene County,Indiana,18,55,,,,,,,,,43850.0,,,,,,
Hamilton County,Indiana,18,57,,,,,,,,,84821.0,,,,,,
Hancock County,Indiana,18,59,,,,,,,,,62702.0,,,,,,
Harrison County,Indiana,18,61,,,,,,,,,52184.0,,,,,,
Hendricks County,Indiana,18,63,,,,,,,,,68283.0,,,,,,
Henry County,Indiana,18,65,,,,,,,,,40197.0,,,,,,
Howard County,Indiana,18,67,,,,,,,,,44452.0,,,,,,
Huntington County,Indiana,18,69,,,,,,,,,46538.0,,,,,,
Jackson County,Indiana,18,71,,,,,,,,,45883.0,,,,,,
Jasper County,Indiana,18,73,,,,,,,,,57801.0,,,,,,
Jay County,Indiana,18,75,,,,,,,,,40926.0,,,,,,
Jefferson County,Indiana,18,77,,,,,,,,,43395.0,,,,,,
Jennings County,Indiana,18,79,,,,,,,,,45273.0,,,,,,
Johnson County,Indiana,18,81,,,,,,,,,62888.0,,,,,,
Knox County,Indiana,18,83,,,,,,,,,41089.0,,,,,,
Kosciusko County,Indiana,18,85,,,,,,,,,50822.0,,,,,,
LaGrange County,Indiana,18,87,,,,,,,,,46625.0,,,,,,
Lake County,Indiana,18,89,,,,,,,,,49315.0,,,,,,
LaPorte County,Indiana,18,91,,,,,,,,,47754.0,,,,,,
Lawrence County,Indiana,18,93,,,,,,,,,41600.0,,,,,,
Madison County,Indiana,18,95,,,,,,,,,44245.0,,,,,,
Marion County,Indiana,18,97,,,,,,,,,42603.0,,,,,,
Marshall County,Indiana,18,99,,,,,,,,,47218.0,,,,,,
Martin County,Indiana,18,101,,,,,,,,,44291.0,,,,,,
Miami County,Indiana,18,103,,,,,,,,,39816.0,,,,,,
Monroe County,Indiana,18,105,,,,,,,,,38675.0,,,,,,
Montgomery County,Indiana,18,107,,,,,,,,,46026.0,,,,,,
Morgan County,Indiana,18,109,,,,,,,,,56303.0,,,,,,
Newton County,Indiana,18,111,,,,,,,,,49816.0,,,,,,
Noble County,Indiana,18,113,,,,,,,,,46360.0,,,,,,
Ohio County,Indiana,18,115,,,,,,,,,49591.0,,,,,,
Orange County,Indiana,18,117,,,,,,,,,37410.0,,,,,,
Owen County,Indiana,18,119,,,,,,,,,42707.0,,,,,,
Parke County,Indiana,18,121,,,,,,,,,45489.0,,,,,,
Perry County,Indiana,18,123,,,,,,,,,47132.0,,,,,,
Pike County,Indiana,18,125,,,,,,,,,40760.0,,,,,,
Porter County,Indiana,18,127,,,,,,,,,62457.0,,,,,,
Posey County,Indiana,18,129,,,,,,,,,57777.0,,,,,,
Pulaski County,Indiana,18,131,,,,,,,,,43506.0,,,,,,
Putnam County,Indiana,18,133,,,,,,,,,50480.0,,,,,,
Randolph County,Indiana,18,135,,,,,,,,,40910.0,,,,,,
Ripley County,Indiana,18,137,,,,,,,,,49031.0,,,,,,
Rush County,Indiana,18,139,,,,,,,,,46125.0,,,,,,
Saint Joseph County,Indiana,18,141,,,,,,,,,44989.0,,,,,,
Scott County,Indiana,18,143,,,,,,,,,41610.0,,,,,,
Shelby County,Indiana,18,145,,,,,,,,,51829.0,,,,,,
Spencer County,Indiana,18,147,,,,,,,,,54832.0,,,,,,
Starke County,Indiana,18,149,,,,,,,,,39909.0,,,,,,
Steuben County,Indiana,18,151,,,,,,,,,48291.0,,,,,,
Sullivan County,Indiana,18,153,,,,,,,,,45330.0,,,,,,
Switzerland County,Indiana,18,155,,,,,,,,,44833.0,,,,,,
Tippecanoe County,Indiana,18,157,,,,,,,,,44047.0,,,,,,
Tipton County,Indiana,18,159,,,,,,,,,53368.0,,,,,,
Union County,Indiana,18,161,,,,,,,,,44263.0,,,,,,
Vanderburgh County,Indiana,18,163,,,,,,,,,43645.0,,,,,,
Vermillion County,Indiana,18,165,,,,,,,,,41864.0,,,,,,
Vigo County,Indiana,18,167,,,,,,,,,40547.0,,,,,,
Wabash County,Indiana,18,169,,,,,,,,,44389.0,,,,,,
Warren County,Indiana,18,171,,,,,,,,,51504.0,,,,,,
Warrick County,Indiana,18,173,,,,,,,,,61948.0,,,,,,
Washington County,Indiana,18,175,,,,,,,,,41125.0,,,,,,
Wayne County,Indiana,18,177,,,,,,,,,39131.0,,,,,,
Wells County,Indiana,18,179,,,,,,,,,49841.0,,,,,,
White County,Indiana,18,181,,,,,,,,,48940.0,,,,,,
Whitley County,Indiana,18,183,,,,,,,,,50568.0,,,,,,
Adair County,Iowa,19,1,,,,,,,,,47872.0,,,,,,
Adams County,Iowa,19,3,,,,,,,,,45099.0,,,,,,
Allamakee County,Iowa,19,5,,,,,,,,,47539.0,,,,,,
Appanoose County,Iowa,19,7,,,,,,,,,37866.0,,,,,,
Audubon County,Iowa,19,9,,,,,,,,,47630.0,,,,,,
Benton County,Iowa,19,11,,,,,,,,,57488.0,,,,,,
Black Hawk County,Iowa,19,13,,,,,,,,,45610.0,,,,,,
Boone County,Iowa,19,15,,,,,,,,,51284.0,,,,,,
Bremer County,Iowa,19,17,,,,,,,,,60193.0,,,,,,
Buchanan County,Iowa,19,19,,,,,,,,,54596.0,,,,,,
Buena Vista County,Iowa,19,21,,,,,,,,,46947.0,,,,,,
Butler County,Iowa,19,23,,,,,,,,,51348.0,,,,,,
Calhoun County,Iowa,19,25,,,,,,,,,45097.0,,,,,,
Carroll County,Iowa,19,27,,,,,,,,,48824.0,,,,,,
Cass County,Iowa,19,29,,,,,,,,,43114.0,,,,,,
Cedar County,Iowa,19,31,,,,,,,,,58433.0,,,,,,
Cerro Gordo County,Iowa,19,33,,,,,,,,,44762.0,,,,,,
Cherokee County,Iowa,19,35,,,,,,,,,47816.0,,,,,,
Chickasaw County,Iowa,19,37,,,,,,,,,43741.0,,,,,,
Clarke County,Iowa,19,39,,,,,,,,,44211.0,,,,,,
Clay County,Iowa,19,41,,,,,,,,,46880.0,,,,,,
Clayton County,Iowa,19,43,,,,,,,,,46617.0,,,,,,
Clinton County,Iowa,19,45,,,,,,,,,49010.0,,,,,,
Crawford County,Iowa,19,47,,,,,,,,,46601.0,,,,,,
Dallas County,Iowa,19,49,,,,,,,,,71878.0,,,,,,
Davis County,Iowa,19,51,,,,,,,,,46807.0,,,,,,
Decatur County,Iowa,19,53,,,,,,,,,34942.0,,,,,,
Delaware County,Iowa,19,55,,,,,,,,,51663.0,,,,,,
Des Moines County,Iowa,19,57,,,,,,,,,43427.0,,,,,,
Dickinson County,Iowa,19,59,,,,,,,,,53426.0,,,,,,
Dubuque County,Iowa,19,61,,,,,,,,,50885.0,,,,,,
Emmet County,Iowa,19,63,,,,,,,,,46547.0,,,,,,
Fayette County,Iowa,19,65,,,,,,,,,42995.0,,,,,,
Floyd County,Iowa,19,67,,,,,,,,,42386.0,,,,,,
Franklin County,Iowa,19,69,,,,,,,,,49144.0,,,,,,
Fremont County,Iowa,19,71,,,,,,,,,49245.0,,,,,,
Greene County,Iowa,19,73,,,,,,,,,45816.0,,,,,,
Grundy County,Iowa,19,75,,,,,,,,,56264.0,,,,,,
Guthrie County,Iowa,19,77,,,,,,,,,49114.0,,,,,,
Hamilton County,Iowa,19,79,,,,,,,,,45691.0,,,,,,
Hancock County,Iowa,19,81,,,,,,,,,48695.0,,,,,,
Hardin County,Iowa,19,83,,,,,,,,,47902.0,,,,,,
Harrison County,Iowa,19,85,,,,,,,,,53939.0,,,,,,
Henry County,Iowa,19,87,,,,,,,,,43843.0,,,,,,
Howard County,Iowa,19,89,,,,,,,,,45300.0,,,,,,
Humboldt County,Iowa,19,91,,,,,,,,,48710.0,,,,,,
Ida County,Iowa,19,93,,,,,,,,,43690.0,,,,,,
Iowa County,Iowa,19,95,,,,,,,,,57318.0,,,,,,
Jackson County,Iowa,19,97,,,,,,,,,44854.0,,,,,,
Jasper County,Iowa,19,99,,,,,,,,,48746.0,,,,,,
Jefferson County,Iowa,19,101,,,,,,,,,48411.0,,,,,,
Johnson County,Iowa,19,103,,,,,,,,,53993.0,,,,,,
Jones County,Iowa,19,105,,,,,,,,,53562.0,,,,,,
Keokuk County,Iowa,19,107,,,,,,,,,42688.0,,,,,,
Kossuth County,Iowa,19,109,,,,,,,,,49431.0,,,,,,
Lee County,Iowa,19,111,,,,,,,,,41954.0,,,,,,
Linn County,Iowa,19,113,,,,,,,,,56790.0,,,,,,
Louisa County,Iowa,19,115,,,,,,,,,49905.0,,,,,,
Lucas County,Iowa,19,117,,,,,,,,,44020.0,,,,,,
Lyon County,Iowa,19,119,,,,,,,,,49727.0,,,,,,
Madison County,Iowa,19,121,,,,,,,,,56765.0,,,,,,
Mahaska County,Iowa,19,123,,,,,,,,,47758.0,,,,,,
Marion County,Iowa,19,125,,,,,,,,,53684.0,,,,,,
Marshall County,Iowa,19,127,,,,,,,,,49259.0,,,,,,
Mills County,Iowa,19,129,,,,,,,,,62908.0,,,,,,
Mitchell County,Iowa,19,131,,,,,,,,,50574.0,,,,,,
Monona County,Iowa,19,133,,,,,,,,,42832.0,,,,,,
Monroe County,Iowa,19,135,,,,,,,,,45266.0,,,,,,
Montgomery County,Iowa,19,137,,,,,,,,,40530.0,,,,,,
Muscatine County,Iowa,19,139,,,,,,,,,51675.0,,,,,,
O'Brien County,Iowa,19,141,,,,,,,,,45194.0,,,,,,
Osceola County,Iowa,19,143,,,,,,,,,45951.0,,,,,,
Page County,Iowa,19,145,,,,,,,,,41803.0,,,,,,
Palo Alto County,Iowa,19,147,,,,,,,,,40500.0,,,,,,
Plymouth County,Iowa,19,149,,,,,,,,,58916.0,,,,,,
Pocahontas County,Iowa,19,151,,,,,,,,,42138.0,,,,,,
Polk County,Iowa,19,153,,,,,,,,,58096.0,,,,,,
Pottawattamie County,Iowa,19,155,,,,,,,,,49941.0,,,,,,
Poweshiek County,Iowa,19,157,,,,,,,,,50703.0,,,,,,
Ringgold County,Iowa,19,159,,,,,,,,,43655.0,,,,,,
Sac County,Iowa,19,161,,,,,,,,,46606.0,,,,,,
Scott County,Iowa,19,163,,,,,,,,,53002.0,,,,,,
Shelby County,Iowa,19,165,,,,,,,,,47731.0,,,,,,
Sioux County,Iowa,19,167,,,,,,,,,55252.0,,,,,,
Story County,Iowa,19,169,,,,,,,,,49683.0,,,,,,
Tama County,Iowa,19,171,,,,,,,,,49244.0,,,,,,
Taylor County,Iowa,19,173,,,,,,,,,42638.0,,,,,,
Union County,Iowa,19,175,,,,,,,,,41795.0,,,,,,
Van Buren County,Iowa,19,177,,,,,,,,,41572.0,,,,,,
Wapello County,Iowa,19,179,,,,,,,,,41088.0,,,,,,
Warren County,Iowa,19,181,,,,,,,,,62778.0,,,,,,
Washington County,Iowa,19,183,,,,,,,,,52636.0,,,,,,
Wayne County,Iowa,19,185,,,,,,,,,38447.0,,,,,,
Webster County,Iowa,19,187,,,,,,,,,41751.0,,,,,,
Winnebago County,Iowa,19,189,,,,,,,,,46438.0,,,,,,
Winneshiek County,Iowa,19,191,,,,,,,,,52827.0,,,,,,
Woodbury County,Iowa,19,193,,,,,,,,,45289.0,,,,,,
Worth County,Iowa,19,195,,,,,,,,,50603.0,,,,,,
Wright County,Iowa,19,197,,,,,,,,,45713.0,,,,,,
Allen County,Kansas,20,1,,,,,,,,,39714.0,,,,,,
Anderson County,Kansas,20,3,,,,,,,,,43060.0,,,,,,
Atchison County,Kansas,20,5,,,,,,,,,45666.0,,,,,,
Barber County,Kansas,20,7,,,,,,,,,43048.0,,,,,,
Barton County,Kansas,20,9,,,,,,,,,46639.0,,,,,,
Bourbon County,Kansas,20,11,,,,,,,,,38250.0,,,,,,
Brown County,Kansas,20,13,,,,,,,,,37515.0,,,,,,
Butler County,Kansas,20,15,,,,,,,,,57424.0,,,,,,
Chase County,Kansas,20,17,,,,,,,,,36434.0,,,,,,
Chautauqua County,Kansas,20,19,,,,,,,,,37039.0,,,,,,
Cherokee County,Kansas,20,21,,,,,,,,,41877.0,,,,,,
Cheyenne County,Kansas,20,23,,,,,,,,,39167.0,,,,,,
Clark County,Kansas,20,25,,,,,,,,,39563.0,,,,,,
Clay County,Kansas,20,27,,,,,,,,,43879.0,,,,,,
Cloud County,Kansas,20,29,,,,,,,,,37382.0,,,,,,
Coffey County,Kansas,20,31,,,,,,,,,50106.0,,,,,,
Comanche County,Kansas,20,33,,,,,,,,,39950.0,,,,,,
Cowley County,Kansas,20,35,,,,,,,,,41905.0,,,,,,
Crawford County,Kansas,20,37,,,,,,,,,36927.0,,,,,,
Decatur County,Kansas,20,39,,,,,,,,,38750.0,,,,,,
Dickinson County,Kansas,20,41,,,,,,,,,49535.0,,,,,,
Doniphan County,Kansas,20,43,,,,,,,,,46346.0,,,,,,
Douglas County,Kansas,20,45,,,,,,,,,48395.0,,,,,,
Edwards County,Kansas,20,47,,,,,,,,,43953.0,,,,,,
Elk County,Kansas,20,49,,,,,,,,,33239.0,,,,,,
Ellis County,Kansas,20,51,,,,,,,,,44253.0,,,,,,
Ellsworth County,Kansas,20,53,,,,,,,,,46350.0,,,,,,
Finney County,Kansas,20,55,,,,,,,,,49617.0,,,,,,
Ford County,Kansas,20,57,,,,,,,,,50577.0,,,,,,
Franklin County,Kansas,20,59,,,,,,,,,50240.0,,,,,,
Geary County,Kansas,20,61,,,,,,,,,47879.0,,,,,,
Gove County,Kansas,20,63,,,,,,,,,44426.0,,,,,,
Graham County,Kansas,20,65,,,,,,,,,43929.0,,,,,,
Grant County,Kansas,20,67,,,,,,,,,53800.0,,,,,,
Gray County,Kansas,20,69,,,,,,,,,55000.0,,,,,,
Greeley County,Kansas,20,71,,,,,,,,,52212.0,,,,,,
Greenwood County,Kansas,20,73,,,,,,,,,39145.0,,,,,,
Hamilton County,Kansas,20,75,,,,,,,,,43125.0,,,,,,
Harper County,Kansas,20,77,,,,,,,,,38340.0,,,,,,
Harvey County,Kansas,20,79,,,,,,,,,49075.0,,,,,,
Haskell County,Kansas,20,81,,,,,,,,,52688.0,,,,,,
Hodgeman County,Kansas,20,83,,,,,,,,,44318.0,,,,,,
Jackson County,Kansas,20,85,,,,,,,,,54710.0,,,,,,
Jefferson County,Kansas,20,87,,,,,,,,,58434.0,,,,,,
Jewell County,Kansas,20,89,,,,,,,,,38462.0,,,,,,
Johnson County,Kansas,20,91,,,,,,,,,75139.0,,,,,,
Kearny County,Kansas,20,93,,,,,,,,,47069.0,,,,,,
Kingman County,Kansas,20,95,,,,,,,,,47801.0,,,,,,
Kiowa County,Kansas,20,97,,,,,,,,,41574.0,,,,,,
Labette County,Kansas,20,99,,,,,,,,,40117.0,,,,,,
Lane County,Kansas,20,101,,,,,,,,,49063.0,,,,,,
Leavenworth County,Kansas,20,103,,,,,,,,,62035.0,,,,,,
Lincoln County,Kansas,20,105,,,,,,,,,41250.0,,,,,,
Linn County,Kansas,20,107,,,,,,,,,44771.0,,,,,,
Logan County,Kansas,20,109,,,,,,,,,46047.0,,,,,,
Lyon County,Kansas,20,111,,,,,,,,,38877.0,,,,,,
McPherson County,Kansas,20,113,,,,,,,,,54171.0,,,,,,
Marion County,Kansas,20,115,,,,,,,,,45323.0,,,,,,
Marshall County,Kansas,20,117,,,,,,,,,41867.0,,,,,,
Meade County,Kansas,20,119,,,,,,,,,49846.0,,,,,,
Miami County,Kansas,20,121,,,,,,,,,61272.0,,,,,,
Mitchell County,Kansas,20,123,,,,,,,,,48046.0,,,,,,
Montgomery County,Kansas,20,125,,,,,,,,,41073.0,,,,,,
Morris County,Kansas,20,127,,,,,,,,,45000.0,,,,,,
Morton County,Kansas,20,129,,,,,,,,,44198.0,,,,,,
Nemaha County,Kansas,20,131,,,,,,,,,46901.0,,,,,,
Neosho County,Kansas,20,133,,,,,,,,,40829.0,,,,,,
Ness County,Kansas,20,135,,,,,,,,,47870.0,,,,,,
Norton County,Kansas,20,137,,,,,,,,,42776.0,,,,,,
Osage County,Kansas,20,139,,,,,,,,,50243.0,,,,,,
Osborne County,Kansas,20,141,,,,,,,,,38561.0,,,,,,
Ottawa County,Kansas,20,143,,,,,,,,,53497.0,,,,,,
Pawnee County,Kansas,20,145,,,,,,,,,44106.0,,,,,,
Phillips County,Kansas,20,147,,,,,,,,,42838.0,,,,,,
Pottawatomie County,Kansas,20,149,,,,,,,,,56775.0,,,,,,
Pratt County,Kansas,20,151,,,,,,,,,43880.0,,,,,,
Rawlins County,Kansas,20,153,,,,,,,,,40896.0,,,,,,
Reno County,Kansas,20,155,,,,,,,,,43649.0,,,,,,
Republic County,Kansas,20,157,,,,,,,,,41000.0,,,,,,
Rice County,Kansas,20,159,,,,,,,,,45703.0,,,,,,
Riley County,Kansas,20,161,,,,,,,,,43364.0,,,,,,
Rooks County,Kansas,20,163,,,,,,,,,41123.0,,,,,,
Rush County,Kansas,20,165,,,,,,,,,41306.0,,,,,,
Russell County,Kansas,20,167,,,,,,,,,40551.0,,,,,,
Saline County,Kansas,20,169,,,,,,,,,47339.0,,,,,,
Scott County,Kansas,20,171,,,,,,,,,58520.0,,,,,,
Sedgwick County,Kansas,20,173,,,,,,,,,49885.0,,,,,,
Seward County,Kansas,20,175,,,,,,,,,47731.0,,,,,,
Shawnee County,Kansas,20,177,,,,,,,,,47992.0,,,,,,
Sheridan County,Kansas,20,179,,,,,,,,,49125.0,,,,,,
Sherman County,Kansas,20,181,,,,,,,,,42642.0,,,,,,
Smith County,Kansas,20,183,,,,,,,,,44798.0,,,,,,
Stafford County,Kansas,20,185,,,,,,,,,43232.0,,,,,,
Stanton County,Kansas,20,187,,,,,,,,,51823.0,,,,,,
Stevens County,Kansas,20,189,,,,,,,,,56991.0,,,,,,
Sumner County,Kansas,20,191,,,,,,,,,48105.0,,,,,,
Thomas County,Kansas,20,193,,,,,,,,,48029.0,,,,,,
Trego County,Kansas,20,195,,,,,,,,,44063.0,,,,,,
Wabaunsee County,Kansas,20,197,,,,,,,,,55817.0,,,,,,
Wallace County,Kansas,20,199,,,,,,,,,46932.0,,,,,,
Washington County,Kansas,20,201,,,,,,,,,42962.0,,,,,,
Wichita County,Kansas,20,203,,,,,,,,,51098.0,,,,,,
Wilson County,Kansas,20,205,,,,,,,,,40414.0,,,,,,
Woodson County,Kansas,20,207,,,,,,,,,30852.0,,,,,,
Wyandotte County,Kansas,20,209,,,,,,,,,39163.0,,,,,,
Adair County,Kentucky,21,1,,,,,,,,,31169.0,,,,,,
Allen County,Kentucky,21,3,,,,,,,,,36123.0,,,,,,
Anderson County,Kentucky,21,5,,,,,,,,,52294.0,,,,,,
Ballard County,Kentucky,21,7,,,,,,,,,41989.0,,,,,,
Barren County,Kentucky,21,9,,,,,,,,,37587.0,,,,,,
Bath County,Kentucky,21,11,,,,,,,,,29632.0,,,,,,
Bell County,Kentucky,21,13,,,,,,,,,25952.0,,,,,,
Boone County,Kentucky,21,15,,,,,,,,,67125.0,,,,,,
Bourbon County,Kentucky,21,17,,,,,,,,,40894.0,,,,,,
Boyd County,Kentucky,21,19,,,,,,,,,39076.0,,,,,,
Boyle County,Kentucky,21,21,,,,,,,,,41037.0,,,,,,
Bracken County,Kentucky,21,23,,,,,,,,,38724.0,,,,,,
Breathitt County,Kentucky,21,25,,,,,,,,,23049.0,,,,,,
Breckinridge County,Kentucky,21,27,,,,,,,,,39695.0,,,,,,
Bullitt County,Kentucky,21,29,,,,,,,,,53922.0,,,,,,
Butler County,Kentucky,21,31,,,,,,,,,36237.0,,,,,,
Caldwell County,Kentucky,21,33,,,,,,,,,37778.0,,,,,,
Calloway County,Kentucky,21,35,,,,,,,,,39037.0,,,,,,
Campbell County,Kentucky,21,37,,,,,,,,,53580.0,,,,,,
Carlisle County,Kentucky,21,39,,,,,,,,,37768.0,,,,,,
Carroll County,Kentucky,21,41,,,,,,,,,40938.0,,,,,,
Carter County,Kentucky,21,43,,,,,,,,,35415.0,,,,,,
Casey County,Kentucky,21,45,,,,,,,,,28416.0,,,,,,
Christian County,Kentucky,21,47,,,,,,,,,37750.0,,,,,,
Clark County,Kentucky,21,49,,,,,,,,,45486.0,,,,,,
Clay County,Kentucky,21,51,,,,,,,,,22296.0,,,,,,
Clinton County,Kentucky,21,53,,,,,,,,,26885.0,,,,,,
Crittenden County,Kentucky,21,55,,,,,,,,,32839.0,,,,,,
Cumberland County,Kentucky,21,57,,,,,,,,,29885.0,,,,,,
Daviess County,Kentucky,21,59,,,,,,,,,45507.0,,,,,,
Edmonson County,Kentucky,21,61,,,,,,,,,35243.0,,,,,,
Elliott County,Kentucky,21,63,,,,,,,,,24841.0,,,,,,
Estill County,Kentucky,21,65,,,,,,,,,28684.0,,,,,,
Fayette County,Kentucky,21,67,,,,,,,,,48779.0,,,,,,
