County,State,State_FIPS,County_FIPS,median_gross_rent,age_15_to_44_percentage,housing_cost_burden,white_population,total_population,age_60_and_over,median_household_income,native_american_population,gini_index,median_home_value,age_18_and_under_percentage,black_population,total_population_race,asian_population,per_capita_income
Brooks County,Georgia,13,27,,,,,,,,7.0,,,,,,,
Bryan County,Georgia,13,29,,,,,,,,162.0,,,,,,,
Bulloch County,Georgia,13,31,,,,,,,,219.0,,,,,,,
Burke County,Georgia,13,33,,,,,,,,6.0,,,,,,,
Butts County,Georgia,13,35,,,,,,,,17.0,,,,,,,
Calhoun County,Georgia,13,37,,,,,,,,0.0,,,,,,,
Camden County,Georgia,13,39,,,,,,,,420.0,,,,,,,
Candler County,Georgia,13,43,,,,,,,,78.0,,,,,,,
Carroll County,Georgia,13,45,,,,,,,,474.0,,,,,,,
Catoosa County,Georgia,13,47,,,,,,,,132.0,,,,,,,
Charlton County,Georgia,13,49,,,,,,,,207.0,,,,,,,
Chatham County,Georgia,13,51,,,,,,,,918.0,,,,,,,
Chattahoochee County,Georgia,13,53,,,,,,,,90.0,,,,,,,
Chattooga County,Georgia,13,55,,,,,,,,17.0,,,,,,,
Cherokee County,Georgia,13,57,,,,,,,,707.0,,,,,,,
Clarke County,Georgia,13,59,,,,,,,,136.0,,,,,,,
Clay County,Georgia,13,61,,,,,,,,0.0,,,,,,,
Clayton County,Georgia,13,63,,,,,,,,681.0,,,,,,,
Clinch County,Georgia,13,65,,,,,,,,20.0,,,,,,,
Cobb County,Georgia,13,67,,,,,,,,1656.0,,,,,,,
Coffee County,Georgia,13,69,,,,,,,,69.0,,,,,,,
Colquitt County,Georgia,13,71,,,,,,,,181.0,,,,,,,
Columbia County,Georgia,13,73,,,,,,,,575.0,,,,,,,
Cook County,Georgia,13,75,,,,,,,,53.0,,,,,,,
Coweta County,Georgia,13,77,,,,,,,,185.0,,,,,,,
Crawford County,Georgia,13,79,,,,,,,,18.0,,,,,,,
Crisp County,Georgia,13,81,,,,,,,,0.0,,,,,,,
Dade County,Georgia,13,83,,,,,,,,109.0,,,,,,,
Dawson County,Georgia,13,85,,,,,,,,18.0,,,,,,,
Decatur County,Georgia,13,87,,,,,,,,39.0,,,,,,,
DeKalb County,Georgia,13,89,,,,,,,,4891.0,,,,,,,
Dodge County,Georgia,13,91,,,,,,,,8.0,,,,,,,
Dooly County,Georgia,13,93,,,,,,,,1.0,,,,,,,
Dougherty County,Georgia,13,95,,,,,,,,145.0,,,,,,,
Douglas County,Georgia,13,97,,,,,,,,166.0,,,,,,,
Early County,Georgia,13,99,,,,,,,,8.0,,,,,,,
Echols County,Georgia,13,101,,,,,,,,78.0,,,,,,,
Effingham County,Georgia,13,103,,,,,,,,72.0,,,,,,,
Elbert County,Georgia,13,105,,,,,,,,0.0,,,,,,,
Emanuel County,Georgia,13,107,,,,,,,,0.0,,,,,,,
Evans County,Georgia,13,109,,,,,,,,1.0,,,,,,,
Fannin County,Georgia,13,111,,,,,,,,73.0,,,,,,,
Fayette County,Georgia,13,113,,,,,,,,340.0,,,,,,,
Floyd County,Georgia,13,115,,,,,,,,103.0,,,,,,,
Forsyth County,Georgia,13,117,,,,,,,,495.0,,,,,,,
Franklin County,Georgia,13,119,,,,,,,,12.0,,,,,,,
Fulton County,Georgia,13,121,,,,,,,,3756.0,,,,,,,
Gilmer County,Georgia,13,123,,,,,,,,253.0,,,,,,,
Glascock County,Georgia,13,125,,,,,,,,24.0,,,,,,,
Glynn County,Georgia,13,127,,,,,,,,365.0,,,,,,,
Gordon County,Georgia,13,129,,,,,,,,472.0,,,,,,,
Grady County,Georgia,13,131,,,,,,,,127.0,,,,,,,
Greene County,Georgia,13,133,,,,,,,,9.0,,,,,,,
Gwinnett County,Georgia,13,135,,,,,,,,2972.0,,,,,,,
Habersham County,Georgia,13,137,,,,,,,,51.0,,,,,,,
Hall County,Georgia,13,139,,,,,,,,510.0,,,,,,,
Hancock County,Georgia,13,141,,,,,,,,0.0,,,,,,,
Haralson County,Georgia,13,143,,,,,,,,67.0,,,,,,,
Harris County,Georgia,13,145,,,,,,,,39.0,,,,,,,
Hart County,Georgia,13,147,,,,,,,,9.0,,,,,,,
Heard County,Georgia,13,149,,,,,,,,5.0,,,,,,,
Henry County,Georgia,13,151,,,,,,,,137.0,,,,,,,
Houston County,Georgia,13,153,,,,,,,,603.0,,,,,,,
Irwin County,Georgia,13,155,,,,,,,,0.0,,,,,,,
Jackson County,Georgia,13,157,,,,,,,,55.0,,,,,,,
Jasper County,Georgia,13,159,,,,,,,,26.0,,,,,,,
Jeff Davis County,Georgia,13,161,,,,,,,,0.0,,,,,,,
Jefferson County,Georgia,13,163,,,,,,,,14.0,,,,,,,
Jenkins County,Georgia,13,165,,,,,,,,130.0,,,,,,,
Johnson County,Georgia,13,167,,,,,,,,0.0,,,,,,,
Jones County,Georgia,13,169,,,,,,,,48.0,,,,,,,
Lamar County,Georgia,13,171,,,,,,,,16.0,,,,,,,
Lanier County,Georgia,13,173,,,,,,,,0.0,,,,,,,
Laurens County,Georgia,13,175,,,,,,,,37.0,,,,,,,
Lee County,Georgia,13,177,,,,,,,,19.0,,,,,,,
Liberty County,Georgia,13,179,,,,,,,,306.0,,,,,,,
Lincoln County,Georgia,13,181,,,,,,,,4.0,,,,,,,
Long County,Georgia,13,183,,,,,,,,39.0,,,,,,,
Lowndes County,Georgia,13,185,,,,,,,,263.0,,,,,,,
Lumpkin County,Georgia,13,187,,,,,,,,238.0,,,,,,,
McDuffie County,Georgia,13,189,,,,,,,,0.0,,,,,,,
McIntosh County,Georgia,13,191,,,,,,,,19.0,,,,,,,
Macon County,Georgia,13,193,,,,,,,,61.0,,,,,,,
Madison County,Georgia,13,195,,,,,,,,98.0,,,,,,,
Marion County,Georgia,13,197,,,,,,,,0.0,,,,,,,
Meriwether County,Georgia,13,199,,,,,,,,36.0,,,,,,,
Miller County,Georgia,13,201,,,,,,,,49.0,,,,,,,
Mitchell County,Georgia,13,205,,,,,,,,32.0,,,,,,,
Monroe County,Georgia,13,207,,,,,,,,34.0,,,,,,,
Montgomery County,Georgia,13,209,,,,,,,,39.0,,,,,,,
Morgan County,Georgia,13,211,,,,,,,,24.0,,,,,,,
Murray County,Georgia,13,213,,,,,,,,30.0,,,,,,,
Muscogee County,Georgia,13,215,,,,,,,,749.0,,,,,,,
Newton County,Georgia,13,217,,,,,,,,316.0,,,,,,,
Oconee County,Georgia,13,219,,,,,,,,24.0,,,,,,,
Oglethorpe County,Georgia,13,221,,,,,,,,18.0,,,,,,,
Paulding County,Georgia,13,223,,,,,,,,289.0,,,,,,,
Peach County,Georgia,13,225,,,,,,,,18.0,,,,,,,
Pickens County,Georgia,13,227,,,,,,,,22.0,,,,,,,
Pierce County,Georgia,13,229,,,,,,,,77.0,,,,,,,
Pike County,Georgia,13,231,,,,,,,,0.0,,,,,,,
Polk County,Georgia,13,233,,,,,,,,166.0,,,,,,,
Pulaski County,Georgia,13,235,,,,,,,,21.0,,,,,,,
Putnam County,Georgia,13,237,,,,,,,,8.0,,,,,,,
Quitman County,Georgia,13,239,,,,,,,,0.0,,,,,,,
Rabun County,Georgia,13,241,,,,,,,,79.0,,,,,,,
Randolph County,Georgia,13,243,,,,,,,,0.0,,,,,,,
Richmond County,Georgia,13,245,,,,,,,,437.0,,,,,,,
Rockdale County,Georgia,13,247,,,,,,,,105.0,,,,,,,
Schley County,Georgia,13,249,,,,,,,,0.0,,,,,,,
Screven County,Georgia,13,251,,,,,,,,40.0,,,,,,,
Seminole County,Georgia,13,253,,,,,,,,0.0,,,,,,,
Spalding County,Georgia,13,255,,,,,,,,259.0,,,,,,,
Stephens County,Georgia,13,257,,,,,,,,69.0,,,,,,,
Stewart County,Georgia,13,259,,,,,,,,15.0,,,,,,,
Sumter County,Georgia,13,261,,,,,,,,27.0,,,,,,,
Talbot County,Georgia,13,263,,,,,,,,5.0,,,,,,,
Taliaferro County,Georgia,13,265,,,,,,,,0.0,,,,,,,
Tattnall County,Georgia,13,267,,,,,,,,84.0,,,,,,,
Taylor County,Georgia,13,269,,,,,,,,0.0,,,,,,,
Telfair County,Georgia,13,271,,,,,,,,4.0,,,,,,,
Terrell County,Georgia,13,273,,,,,,,,11.0,,,,,,,
Thomas County,Georgia,13,275,,,,,,,,52.0,,,,,,,
Tift County,Georgia,13,277,,,,,,,,37.0,,,,,,,
Toombs County,Georgia,13,279,,,,,,,,2.0,,,,,,,
Towns County,Georgia,13,281,,,,,,,,66.0,,,,,,,
Treutlen County,Georgia,13,283,,,,,,,,0.0,,,,,,,
Troup County,Georgia,13,285,,,,,,,,82.0,,,,,,,
Turner County,Georgia,13,287,,,,,,,,19.0,,,,,,,
Twiggs County,Georgia,13,289,,,,,,,,4.0,,,,,,,
Union County,Georgia,13,291,,,,,,,,94.0,,,,,,,
Upson County,Georgia,13,293,,,,,,,,81.0,,,,,,,
Walker County,Georgia,13,295,,,,,,,,96.0,,,,,,,
Walton County,Georgia,13,297,,,,,,,,188.0,,,,,,,
Ware County,Georgia,13,299,,,,,,,,146.0,,,,,,,
Warren County,Georgia,13,301,,,,,,,,0.0,,,,,,,
Washington County,Georgia,13,303,,,,,,,,0.0,,,,,,,
Wayne County,Georgia,13,305,,,,,,,,31.0,,,,,,,
Webster County,Georgia,13,307,,,,,,,,2.0,,,,,,,
Wheeler County,Georgia,13,309,,,,,,,,27.0,,,,,,,
White County,Georgia,13,311,,,,,,,,67.0,,,,,,,
Whitfield County,Georgia,13,313,,,,,,,,625.0,,,,,,,
Wilcox County,Georgia,13,315,,,,,,,,25.0,,,,,,,
Wilkes County,Georgia,13,317,,,,,,,,0.0,,,,,,,
Wilkinson County,Georgia,13,319,,,,,,,,8.0,,,,,,,
Worth County,Georgia,13,321,,,,,,,,193.0,,,,,,,
Hawaii County,Hawaii,15,1,,,,,,,,719.0,,,,,,,
Honolulu County,Hawaii,15,3,,,,,,,,1391.0,,,,,,,
Kauai County,Hawaii,15,7,,,,,,,,367.0,,,,,,,
Kalawao County,Hawaii,15,5,,,,,,,,0.0,,,,,,,
Maui County,Hawaii,15,9,,,,,,,,279.0,,,,,,,
Ada County,Idaho,16,1,,,,,,,,2369.0,,,,,,,
Adams County,Idaho,16,3,,,,,,,,49.0,,,,,,,
Bannock County,Idaho,16,5,,,,,,,,2618.0,,,,,,,
Bear Lake County,Idaho,16,7,,,,,,,,13.0,,,,,,,
Benewah County,Idaho,16,9,,,,,,,,801.0,,,,,,,
Bingham County,Idaho,16,11,,,,,,,,2790.0,,,,,,,
Blaine County,Idaho,16,13,,,,,,,,8.0,,,,,,,
Boise County,Idaho,16,15,,,,,,,,96.0,,,,,,,
Bonner County,Idaho,16,17,,,,,,,,295.0,,,,,,,
Bonneville County,Idaho,16,19,,,,,,,,401.0,,,,,,,
Boundary County,Idaho,16,21,,,,,,,,156.0,,,,,,,
Butte County,Idaho,16,23,,,,,,,,1.0,,,,,,,
Camas County,Idaho,16,25,,,,,,,,0.0,,,,,,,
Canyon County,Idaho,16,27,,,,,,,,2103.0,,,,,,,
Caribou County,Idaho,16,29,,,,,,,,10.0,,,,,,,
Cassia County,Idaho,16,31,,,,,,,,235.0,,,,,,,
Clearwater County,Idaho,16,35,,,,,,,,188.0,,,,,,,
Custer County,Idaho,16,37,,,,,,,,50.0,,,,,,,
Elmore County,Idaho,16,39,,,,,,,,439.0,,,,,,,
Franklin County,Idaho,16,41,,,,,,,,74.0,,,,,,,
Fremont County,Idaho,16,43,,,,,,,,44.0,,,,,,,
Gem County,Idaho,16,45,,,,,,,,204.0,,,,,,,
Gooding County,Idaho,16,47,,,,,,,,175.0,,,,,,,
Idaho County,Idaho,16,49,,,,,,,,524.0,,,,,,,
Jefferson County,Idaho,16,51,,,,,,,,87.0,,,,,,,
Jerome County,Idaho,16,53,,,,,,,,103.0,,,,,,,
Kootenai County,Idaho,16,55,,,,,,,,2124.0,,,,,,,
Latah County,Idaho,16,57,,,,,,,,346.0,,,,,,,
Lemhi County,Idaho,16,59,,,,,,,,54.0,,,,,,,
Lewis County,Idaho,16,61,,,,,,,,282.0,,,,,,,
Lincoln County,Idaho,16,63,,,,,,,,27.0,,,,,,,
Madison County,Idaho,16,65,,,,,,,,8.0,,,,,,,
Minidoka County,Idaho,16,67,,,,,,,,129.0,,,,,,,
Nez Perce County,Idaho,16,69,,,,,,,,2269.0,,,,,,,
Oneida County,Idaho,16,71,,,,,,,,18.0,,,,,,,
Owyhee County,Idaho,16,73,,,,,,,,385.0,,,,,,,
Payette County,Idaho,16,75,,,,,,,,175.0,,,,,,,
Power County,Idaho,16,77,,,,,,,,304.0,,,,,,,
Shoshone County,Idaho,16,79,,,,,,,,281.0,,,,,,,
Teton County,Idaho,16,81,,,,,,,,20.0,,,,,,,
Twin Falls County,Idaho,16,83,,,,,,,,912.0,,,,,,,
Valley County,Idaho,16,85,,,,,,,,21.0,,,,,,,
Washington County,Idaho,16,87,,,,,,,,75.0,,,,,,,
Adams County,Illinois,17,1,,,,,,,,222.0,,,,,,,
Alexander County,Illinois,17,3,,,,,,,,43.0,,,,,,,
Bond County,Illinois,17,5,,,,,,,,54.0,,,,,,,
Boone County,Illinois,17,7,,,,,,,,182.0,,,,,,,
Brown County,Illinois,17,9,,,,,,,,3.0,,,,,,,
Bureau County,Illinois,17,11,,,,,,,,50.0,,,,,,,
Calhoun County,Illinois,17,13,,,,,,,,7.0,,,,,,,
Carroll County,Illinois,17,15,,,,,,,,14.0,,,,,,,
Cass County,Illinois,17,17,,,,,,,,5.0,,,,,,,
Champaign County,Illinois,17,19,,,,,,,,323.0,,,,,,,
Christian County,Illinois,17,21,,,,,,,,86.0,,,,,,,
Clark County,Illinois,17,23,,,,,,,,10.0,,,,,,,
Clay County,Illinois,17,25,,,,,,,,9.0,,,,,,,
Clinton County,Illinois,17,27,,,,,,,,107.0,,,,,,,
Coles County,Illinois,17,29,,,,,,,,106.0,,,,,,,
Cook County,Illinois,17,31,,,,,,,,13972.0,,,,,,,
Crawford County,Illinois,17,33,,,,,,,,10.0,,,,,,,
Cumberland County,Illinois,17,35,,,,,,,,24.0,,,,,,,
DeKalb County,Illinois,17,37,,,,,,,,61.0,,,,,,,
De Witt County,Illinois,17,39,,,,,,,,29.0,,,,,,,
Douglas County,Illinois,17,41,,,,,,,,101.0,,,,,,,
DuPage County,Illinois,17,43,,,,,,,,1827.0,,,,,,,
Edgar County,Illinois,17,45,,,,,,,,30.0,,,,,,,
Edwards County,Illinois,17,47,,,,,,,,0.0,,,,,,,
Effingham County,Illinois,17,49,,,,,,,,34.0,,,,,,,
Fayette County,Illinois,17,51,,,,,,,,63.0,,,,,,,
Ford County,Illinois,17,53,,,,,,,,51.0,,,,,,,
Franklin County,Illinois,17,55,,,,,,,,108.0,,,,,,,
Fulton County,Illinois,17,57,,,,,,,,71.0,,,,,,,
Gallatin County,Illinois,17,59,,,,,,,,26.0,,,,,,,
Greene County,Illinois,17,61,,,,,,,,32.0,,,,,,,
Grundy County,Illinois,17,63,,,,,,,,38.0,,,,,,,
Hamilton County,Illinois,17,65,,,,,,,,7.0,,,,,,,
Hancock County,Illinois,17,67,,,,,,,,2.0,,,,,,,
Hardin County,Illinois,17,69,,,,,,,,8.0,,,,,,,
Henderson County,Illinois,17,71,,,,,,,,22.0,,,,,,,
Henry County,Illinois,17,73,,,,,,,,60.0,,,,,,,
Iroquois County,Illinois,17,75,,,,,,,,8.0,,,,,,,
Jackson County,Illinois,17,77,,,,,,,,232.0,,,,,,,
Jasper County,Illinois,17,79,,,,,,,,6.0,,,,,,,
Jefferson County,Illinois,17,81,,,,,,,,36.0,,,,,,,
Jersey County,Illinois,17,83,,,,,,,,28.0,,,,,,,
Jo Daviess County,Illinois,17,85,,,,,,,,39.0,,,,,,,
Johnson County,Illinois,17,87,,,,,,,,13.0,,,,,,,
Kane County,Illinois,17,89,,,,,,,,2200.0,,,,,,,
Kankakee County,Illinois,17,91,,,,,,,,352.0,,,,,,,
Kendall County,Illinois,17,93,,,,,,,,142.0,,,,,,,
Knox County,Illinois,17,95,,,,,,,,176.0,,,,,,,
Lake County,Illinois,17,97,,,,,,,,1359.0,,,,,,,
LaSalle County,Illinois,17,99,,,,,,,,296.0,,,,,,,
Lawrence County,Illinois,17,101,,,,,,,,51.0,,,,,,,
Lee County,Illinois,17,103,,,,,,,,62.0,,,,,,,
Livingston County,Illinois,17,105,,,,,,,,5.0,,,,,,,
Logan County,Illinois,17,107,,,,,,,,38.0,,,,,,,
McDonough County,Illinois,17,109,,,,,,,,68.0,,,,,,,
McHenry County,Illinois,17,111,,,,,,,,267.0,,,,,,,
McLean County,Illinois,17,113,,,,,,,,308.0,,,,,,,
Macon County,Illinois,17,115,,,,,,,,357.0,,,,,,,
Macoupin County,Illinois,17,117,,,,,,,,38.0,,,,,,,
Madison County,Illinois,17,119,,,,,,,,520.0,,,,,,,
Marion County,Illinois,17,121,,,,,,,,78.0,,,,,,,
Marshall County,Illinois,17,123,,,,,,,,19.0,,,,,,,
Mason County,Illinois,17,125,,,,,,,,14.0,,,,,,,
Massac County,Illinois,17,127,,,,,,,,16.0,,,,,,,
Menard County,Illinois,17,129,,,,,,,,14.0,,,,,,,
Mercer County,Illinois,17,131,,,,,,,,10.0,,,,,,,
Monroe County,Illinois,17,133,,,,,,,,17.0,,,,,,,
Montgomery County,Illinois,17,135,,,,,,,,50.0,,,,,,,
Morgan County,Illinois,17,137,,,,,,,,77.0,,,,,,,
Moultrie County,Illinois,17,139,,,,,,,,30.0,,,,,,,
Ogle County,Illinois,17,141,,,,,,,,68.0,,,,,,,
Peoria County,Illinois,17,143,,,,,,,,467.0,,,,,,,
Perry County,Illinois,17,145,,,,,,,,56.0,,,,,,,
Piatt County,Illinois,17,147,,,,,,,,15.0,,,,,,,
Pike County,Illinois,17,149,,,,,,,,35.0,,,,,,,
Pope County,Illinois,17,151,,,,,,,,7.0,,,,,,,
Pulaski County,Illinois,17,153,,,,,,,,12.0,,,,,,,
Putnam County,Illinois,17,155,,,,,,,,0.0,,,,,,,
Randolph County,Illinois,17,157,,,,,,,,34.0,,,,,,,
Richland County,Illinois,17,159,,,,,,,,61.0,,,,,,,
Rock Island County,Illinois,17,161,,,,,,,,483.0,,,,,,,
Saint Clair County,Illinois,17,163,,,,,,,,537.0,,,,,,,
Saline County,Illinois,17,165,,,,,,,,21.0,,,,,,,
Sangamon County,Illinois,17,167,,,,,,,,165.0,,,,,,,
Schuyler County,Illinois,17,169,,,,,,,,1.0,,,,,,,
Scott County,Illinois,17,171,,,,,,,,25.0,,,,,,,
Shelby County,Illinois,17,173,,,,,,,,43.0,,,,,,,
Stark County,Illinois,17,175,,,,,,,,0.0,,,,,,,
Stephenson County,Illinois,17,177,,,,,,,,62.0,,,,,,,
Tazewell County,Illinois,17,179,,,,,,,,180.0,,,,,,,
Union County,Illinois,17,181,,,,,,,,15.0,,,,,,,
Vermilion County,Illinois,17,183,,,,,,,,208.0,,,,,,,
Wabash County,Illinois,17,185,,,,,,,,6.0,,,,,,,
Warren County,Illinois,17,187,,,,,,,,8.0,,,,,,,
Washington County,Illinois,17,189,,,,,,,,42.0,,,,,,,
Wayne County,Illinois,17,191,,,,,,,,51.0,,,,,,,
White County,Illinois,17,193,,,,,,,,18.0,,,,,,,
Whiteside County,Illinois,17,195,,,,,,,,99.0,,,,,,,
Will County,Illinois,17,197,,,,,,,,1252.0,,,,,,,
Williamson County,Illinois,17,199,,,,,,,,130.0,,,,,,,
Winnebago County,Illinois,17,201,,,,,,,,847.0,,,,,,,
Woodford County,Illinois,17,203,,,,,,,,25.0,,,,,,,
Adams County,Indiana,18,1,,,,,,,,16.0,,,,,,,
Allen County,Indiana,18,3,,,,,,,,728.0,,,,,,,
Bartholomew County,Indiana,18,5,,,,,,,,195.0,,,,,,,
Benton County,Indiana,18,7,,,,,,,,1.0,,,,,,,
Blackford County,Indiana,18,9,,,,,,,,25.0,,,,,,,
Boone County,Indiana,18,11,,,,,,,,115.0,,,,,,,
Brown County,Indiana,18,13,,,,,,,,0.0,,,,,,,
Carroll County,Indiana,18,15,,,,,,,,53.0,,,,,,,
Cass County,Indiana,18,17,,,,,,,,157.0,,,,,,,
Clark County,Indiana,18,19,,,,,,,,128.0,,,,,,,
Clay County,Indiana,18,21,,,,,,,,18.0,,,,,,,
Clinton County,Indiana,18,23,,,,,,,,63.0,,,,,,,
Crawford County,Indiana,18,25,,,,,,,,87.0,,,,,,,
Daviess County,Indiana,18,27,,,,,,,,11.0,,,,,,,
Dearborn County,Indiana,18,29,,,,,,,,120.0,,,,,,,
Decatur County,Indiana,18,31,,,,,,,,93.0,,,,,,,
DeKalb County,Indiana,18,33,,,,,,,,23.0,,,,,,,
Delaware County,Indiana,18,35,,,,,,,,88.0,,,,,,,
Dubois County,Indiana,18,37,,,,,,,,103.0,,,,,,,
Elkhart County,Indiana,18,39,,,,,,,,313.0,,,,,,,
Fayette County,Indiana,18,41,,,,,,,,0.0,,,,,,,
Floyd County,Indiana,18,43,,,,,,,,351.0,,,,,,,
Fountain County,Indiana,18,45,,,,,,,,43.0,,,,,,,
Franklin County,Indiana,18,47,,,,,,,,6.0,,,,,,,
Fulton County,Indiana,18,49,,,,,,,,103.0,,,,,,,
Gibson County,Indiana,18,51,,,,,,,,29.0,,,,,,,
Grant County,Indiana,18,53,,,,,,,,119.0,,,,,,,
Greene County,Indiana,18,55,,,,,,,,9.0,,,,,,,
Hamilton County,Indiana,18,57,,,,,,,,455.0,,,,,,,
Hancock County,Indiana,18,59,,,,,,,,73.0,,,,,,,
Harrison County,Indiana,18,61,,,,,,,,220.0,,,,,,,
Hendricks County,Indiana,18,63,,,,,,,,339.0,,,,,,,
Henry County,Indiana,18,65,,,,,,,,123.0,,,,,,,
Howard County,Indiana,18,67,,,,,,,,368.0,,,,,,,
Huntington County,Indiana,18,69,,,,,,,,97.0,,,,,,,
Jackson County,Indiana,18,71,,,,,,,,162.0,,,,,,,
Jasper County,Indiana,18,73,,,,,,,,41.0,,,,,,,
Jay County,Indiana,18,75,,,,,,,,29.0,,,,,,,
Jefferson County,Indiana,18,77,,,,,,,,85.0,,,,,,,
Jennings County,Indiana,18,79,,,,,,,,62.0,,,,,,,
Johnson County,Indiana,18,81,,,,,,,,288.0,,,,,,,
Knox County,Indiana,18,83,,,,,,,,24.0,,,,,,,
Kosciusko County,Indiana,18,85,,,,,,,,205.0,,,,,,,
LaGrange County,Indiana,18,87,,,,,,,,20.0,,,,,,,
Lake County,Indiana,18,89,,,,,,,,1435.0,,,,,,,
LaPorte County,Indiana,18,91,,,,,,,,313.0,,,,,,,
Lawrence County,Indiana,18,93,,,,,,,,208.0,,,,,,,
Madison County,Indiana,18,95,,,,,,,,273.0,,,,,,,
Marion County,Indiana,18,97,,,,,,,,2406.0,,,,,,,
Marshall County,Indiana,18,99,,,,,,,,123.0,,,,,,,
Martin County,Indiana,18,101,,,,,,,,74.0,,,,,,,
Miami County,Indiana,18,103,,,,,,,,289.0,,,,,,,
Monroe County,Indiana,18,105,,,,,,,,287.0,,,,,,,
Montgomery County,Indiana,18,107,,,,,,,,72.0,,,,,,,
Morgan County,Indiana,18,109,,,,,,,,39.0,,,,,,,
Newton County,Indiana,18,111,,,,,,,,21.0,,,,,,,
Noble County,Indiana,18,113,,,,,,,,13.0,,,,,,,
Ohio County,Indiana,18,115,,,,,,,,5.0,,,,,,,
Orange County,Indiana,18,117,,,,,,,,26.0,,,,,,,
Owen County,Indiana,18,119,,,,,,,,60.0,,,,,,,
Parke County,Indiana,18,121,,,,,,,,32.0,,,,,,,
Perry County,Indiana,18,123,,,,,,,,45.0,,,,,,,
Pike County,Indiana,18,125,,,,,,,,0.0,,,,,,,
Porter County,Indiana,18,127,,,,,,,,353.0,,,,,,,
Posey County,Indiana,18,129,,,,,,,,5.0,,,,,,,
Pulaski County,Indiana,18,131,,,,,,,,19.0,,,,,,,
Putnam County,Indiana,18,133,,,,,,,,73.0,,,,,,,
Randolph County,Indiana,18,135,,,,,,,,10.0,,,,,,,
Ripley County,Indiana,18,137,,,,,,,,149.0,,,,,,,
Rush County,Indiana,18,139,,,,,,,,0.0,,,,,,,
Saint Joseph County,Indiana,18,141,,,,,,,,1152.0,,,,,,,
Scott County,Indiana,18,143,,,,,,,,46.0,,,,,,,
Shelby County,Indiana,18,145,,,,,,,,52.0,,,,,,,
Spencer County,Indiana,18,147,,,,,,,,53.0,,,,,,,
Starke County,Indiana,18,149,,,,,,,,29.0,,,,,,,
Steuben County,Indiana,18,151,,,,,,,,25.0,,,,,,,
Sullivan County,Indiana,18,153,,,,,,,,36.0,,,,,,,
Switzerland County,Indiana,18,155,,,,,,,,0.0,,,,,,,
Tippecanoe County,Indiana,18,157,,,,,,,,319.0,,,,,,,
Tipton County,Indiana,18,159,,,,,,,,3.0,,,,,,,
Union County,Indiana,18,161,,,,,,,,0.0,,,,,,,
Vanderburgh County,Indiana,18,163,,,,,,,,374.0,,,,,,,
Vermillion County,Indiana,18,165,,,,,,,,43.0,,,,,,,
Vigo County,Indiana,18,167,,,,,,,,206.0,,,,,,,
Wabash County,Indiana,18,169,,,,,,,,217.0,,,,,,,
Warren County,Indiana,18,171,,,,,,,,20.0,,,,,,,
Warrick County,Indiana,18,173,,,,,,,,108.0,,,,,,,
Washington County,Indiana,18,175,,,,,,,,89.0,,,,,,,
Wayne County,Indiana,18,177,,,,,,,,124.0,,,,,,,
Wells County,Indiana,18,179,,,,,,,,47.0,,,,,,,
White County,Indiana,18,181,,,,,,,,61.0,,,,,,,
Whitley County,Indiana,18,183,,,,,,,,105.0,,,,,,,
Adair County,Iowa,19,1,,,,,,,,0.0,,,,,,,
Adams County,Iowa,19,3,,,,,,,,7.0,,,,,,,
Allamakee County,Iowa,19,5,,,,,,,,19.0,,,,,,,
Appanoose County,Iowa,19,7,,,,,,,,17.0,,,,,,,
Audubon County,Iowa,19,9,,,,,,,,1.0,,,,,,,
Benton County,Iowa,19,11,,,,,,,,33.0,,,,,,,
Black Hawk County,Iowa,19,13,,,,,,,,441.0,,,,,,,
Boone County,Iowa,19,15,,,,,,,,72.0,,,,,,,
Bremer County,Iowa,19,17,,,,,,,,52.0,,,,,,,
Buchanan County,Iowa,19,19,,,,,,,,61.0,,,,,,,
Buena Vista County,Iowa,19,21,,,,,,,,4.0,,,,,,,
Butler County,Iowa,19,23,,,,,,,,48.0,,,,,,,
Calhoun County,Iowa,19,25,,,,,,,,33.0,,,,,,,
Carroll County,Iowa,19,27,,,,,,,,17.0,,,,,,,
Cass County,Iowa,19,29,,,,,,,,41.0,,,,,,,
Cedar County,Iowa,19,31,,,,,,,,64.0,,,,,,,
Cerro Gordo County,Iowa,19,33,,,,,,,,184.0,,,,,,,
Cherokee County,Iowa,19,35,,,,,,,,41.0,,,,,,,
Chickasaw County,Iowa,19,37,,,,,,,,32.0,,,,,,,
Clarke County,Iowa,19,39,,,,,,,,15.0,,,,,,,
Clay County,Iowa,19,41,,,,,,,,2.0,,,,,,,
Clayton County,Iowa,19,43,,,,,,,,21.0,,,,,,,
Clinton County,Iowa,19,45,,,,,,,,186.0,,,,,,,
Crawford County,Iowa,19,47,,,,,,,,128.0,,,,,,,
Dallas County,Iowa,19,49,,,,,,,,51.0,,,,,,,
Davis County,Iowa,19,51,,,,,,,,0.0,,,,,,,
Decatur County,Iowa,19,53,,,,,,,,24.0,,,,,,,
Delaware County,Iowa,19,55,,,,,,,,10.0,,,,,,,
Des Moines County,Iowa,19,57,,,,,,,,65.0,,,,,,,
Dickinson County,Iowa,19,59,,,,,,,,48.0,,,,,,,
Dubuque County,Iowa,19,61,,,,,,,,133.0,,,,,,,
Emmet County,Iowa,19,63,,,,,,,,43.0,,,,,,,
