County,State,State_FIPS,County_FIPS,age_60_and_over,total_population,white_population,housing_cost_burden,age_15_to_44_percentage,median_gross_rent,gini_index,native_american_population,median_household_income,per_capita_income,asian_population,total_population_race,black_population,age_18_and_under_percentage,median_home_value
Hawkins County,Tennessee,47,73,,,,,,581.0,,,,,,,,,
Haywood County,Tennessee,47,75,,,,,,625.0,,,,,,,,,
Henderson County,Tennessee,47,77,,,,,,589.0,,,,,,,,,
Henry County,Tennessee,47,79,,,,,,599.0,,,,,,,,,
Hickman County,Tennessee,47,81,,,,,,647.0,,,,,,,,,
Houston County,Tennessee,47,83,,,,,,574.0,,,,,,,,,
Humphreys County,Tennessee,47,85,,,,,,585.0,,,,,,,,,
Jackson County,Tennessee,47,87,,,,,,484.0,,,,,,,,,
Jefferson County,Tennessee,47,89,,,,,,629.0,,,,,,,,,
Johnson County,Tennessee,47,91,,,,,,506.0,,,,,,,,,
Knox County,Tennessee,47,93,,,,,,769.0,,,,,,,,,
Lake County,Tennessee,47,95,,,,,,427.0,,,,,,,,,
Lauderdale County,Tennessee,47,97,,,,,,606.0,,,,,,,,,
Lawrence County,Tennessee,47,99,,,,,,541.0,,,,,,,,,
Lewis County,Tennessee,47,101,,,,,,596.0,,,,,,,,,
Lincoln County,Tennessee,47,103,,,,,,582.0,,,,,,,,,
Loudon County,Tennessee,47,105,,,,,,757.0,,,,,,,,,
McMinn County,Tennessee,47,107,,,,,,598.0,,,,,,,,,
McNairy County,Tennessee,47,109,,,,,,539.0,,,,,,,,,
Macon County,Tennessee,47,111,,,,,,495.0,,,,,,,,,
Madison County,Tennessee,47,113,,,,,,739.0,,,,,,,,,
Marion County,Tennessee,47,115,,,,,,597.0,,,,,,,,,
Marshall County,Tennessee,47,117,,,,,,653.0,,,,,,,,,
Maury County,Tennessee,47,119,,,,,,657.0,,,,,,,,,
Meigs County,Tennessee,47,121,,,,,,630.0,,,,,,,,,
Monroe County,Tennessee,47,123,,,,,,601.0,,,,,,,,,
Montgomery County,Tennessee,47,125,,,,,,836.0,,,,,,,,,
Moore County,Tennessee,47,127,,,,,,672.0,,,,,,,,,
Morgan County,Tennessee,47,129,,,,,,626.0,,,,,,,,,
Obion County,Tennessee,47,131,,,,,,575.0,,,,,,,,,
Overton County,Tennessee,47,133,,,,,,533.0,,,,,,,,,
Perry County,Tennessee,47,135,,,,,,526.0,,,,,,,,,
Pickett County,Tennessee,47,137,,,,,,469.0,,,,,,,,,
Polk County,Tennessee,47,139,,,,,,615.0,,,,,,,,,
Putnam County,Tennessee,47,141,,,,,,599.0,,,,,,,,,
Rhea County,Tennessee,47,143,,,,,,565.0,,,,,,,,,
Roane County,Tennessee,47,145,,,,,,662.0,,,,,,,,,
Robertson County,Tennessee,47,147,,,,,,775.0,,,,,,,,,
Rutherford County,Tennessee,47,149,,,,,,863.0,,,,,,,,,
Scott County,Tennessee,47,151,,,,,,515.0,,,,,,,,,
Sequatchie County,Tennessee,47,153,,,,,,605.0,,,,,,,,,
Sevier County,Tennessee,47,155,,,,,,715.0,,,,,,,,,
Shelby County,Tennessee,47,157,,,,,,842.0,,,,,,,,,
Smith County,Tennessee,47,159,,,,,,551.0,,,,,,,,,
Stewart County,Tennessee,47,161,,,,,,612.0,,,,,,,,,
Sullivan County,Tennessee,47,163,,,,,,605.0,,,,,,,,,
Sumner County,Tennessee,47,165,,,,,,840.0,,,,,,,,,
Tipton County,Tennessee,47,167,,,,,,752.0,,,,,,,,,
Trousdale County,Tennessee,47,169,,,,,,605.0,,,,,,,,,
Unicoi County,Tennessee,47,171,,,,,,568.0,,,,,,,,,
Union County,Tennessee,47,173,,,,,,516.0,,,,,,,,,
Van Buren County,Tennessee,47,175,,,,,,484.0,,,,,,,,,
Warren County,Tennessee,47,177,,,,,,554.0,,,,,,,,,
Washington County,Tennessee,47,179,,,,,,662.0,,,,,,,,,
Wayne County,Tennessee,47,181,,,,,,484.0,,,,,,,,,
Weakley County,Tennessee,47,183,,,,,,566.0,,,,,,,,,
White County,Tennessee,47,185,,,,,,584.0,,,,,,,,,
Williamson County,Tennessee,47,187,,,,,,1078.0,,,,,,,,,
Wilson County,Tennessee,47,189,,,,,,864.0,,,,,,,,,
Anderson County,Texas,48,1,,,,,,715.0,,,,,,,,,
Andrews County,Texas,48,3,,,,,,769.0,,,,,,,,,
Angelina County,Texas,48,5,,,,,,735.0,,,,,,,,,
Aransas County,Texas,48,7,,,,,,814.0,,,,,,,,,
Archer County,Texas,48,9,,,,,,642.0,,,,,,,,,
Armstrong County,Texas,48,11,,,,,,768.0,,,,,,,,,
Atascosa County,Texas,48,13,,,,,,720.0,,,,,,,,,
Austin County,Texas,48,15,,,,,,811.0,,,,,,,,,
Bailey County,Texas,48,17,,,,,,757.0,,,,,,,,,
Bandera County,Texas,48,19,,,,,,796.0,,,,,,,,,
Bastrop County,Texas,48,21,,,,,,871.0,,,,,,,,,
Baylor County,Texas,48,23,,,,,,446.0,,,,,,,,,
Bee County,Texas,48,25,,,,,,741.0,,,,,,,,,
Bell County,Texas,48,27,,,,,,860.0,,,,,,,,,
Bexar County,Texas,48,29,,,,,,839.0,,,,,,,,,
Blanco County,Texas,48,31,,,,,,749.0,,,,,,,,,
Bosque County,Texas,48,35,,,,,,608.0,,,,,,,,,
Bowie County,Texas,48,37,,,,,,697.0,,,,,,,,,
Brazoria County,Texas,48,39,,,,,,865.0,,,,,,,,,
Brazos County,Texas,48,41,,,,,,853.0,,,,,,,,,
Brewster County,Texas,48,43,,,,,,606.0,,,,,,,,,
Briscoe County,Texas,48,45,,,,,,543.0,,,,,,,,,
Brooks County,Texas,48,47,,,,,,415.0,,,,,,,,,
Brown County,Texas,48,49,,,,,,616.0,,,,,,,,,
Burleson County,Texas,48,51,,,,,,673.0,,,,,,,,,
Burnet County,Texas,48,53,,,,,,806.0,,,,,,,,,
Caldwell County,Texas,48,55,,,,,,737.0,,,,,,,,,
Calhoun County,Texas,48,57,,,,,,729.0,,,,,,,,,
Callahan County,Texas,48,59,,,,,,626.0,,,,,,,,,
Cameron County,Texas,48,61,,,,,,639.0,,,,,,,,,
Camp County,Texas,48,63,,,,,,629.0,,,,,,,,,
Carson County,Texas,48,65,,,,,,599.0,,,,,,,,,
Cass County,Texas,48,67,,,,,,514.0,,,,,,,,,
Castro County,Texas,48,69,,,,,,678.0,,,,,,,,,
Chambers County,Texas,48,71,,,,,,862.0,,,,,,,,,
Cherokee County,Texas,48,73,,,,,,645.0,,,,,,,,,
Childress County,Texas,48,75,,,,,,669.0,,,,,,,,,
Clay County,Texas,48,77,,,,,,649.0,,,,,,,,,
Cochran County,Texas,48,79,,,,,,446.0,,,,,,,,,
Coke County,Texas,48,81,,,,,,436.0,,,,,,,,,
Coleman County,Texas,48,83,,,,,,489.0,,,,,,,,,
Collin County,Texas,48,85,,,,,,1063.0,,,,,,,,,
Collingsworth County,Texas,48,87,,,,,,613.0,,,,,,,,,
Colorado County,Texas,48,89,,,,,,602.0,,,,,,,,,
Comal County,Texas,48,91,,,,,,942.0,,,,,,,,,
Comanche County,Texas,48,93,,,,,,513.0,,,,,,,,,
Concho County,Texas,48,95,,,,,,417.0,,,,,,,,,
Cooke County,Texas,48,97,,,,,,743.0,,,,,,,,,
Coryell County,Texas,48,99,,,,,,905.0,,,,,,,,,
Cottle County,Texas,48,101,,,,,,458.0,,,,,,,,,
Crane County,Texas,48,103,,,,,,614.0,,,,,,,,,
Crockett County,Texas,48,105,,,,,,531.0,,,,,,,,,
Crosby County,Texas,48,107,,,,,,576.0,,,,,,,,,
Culberson County,Texas,48,109,,,,,,561.0,,,,,,,,,
Dallam County,Texas,48,111,,,,,,709.0,,,,,,,,,
Dallas County,Texas,48,113,,,,,,883.0,,,,,,,,,
Dawson County,Texas,48,115,,,,,,536.0,,,,,,,,,
Deaf Smith County,Texas,48,117,,,,,,643.0,,,,,,,,,
Delta County,Texas,48,119,,,,,,636.0,,,,,,,,,
Denton County,Texas,48,121,,,,,,944.0,,,,,,,,,
DeWitt County,Texas,48,123,,,,,,610.0,,,,,,,,,
Dickens County,Texas,48,125,,,,,,439.0,,,,,,,,,
Dimmit County,Texas,48,127,,,,,,600.0,,,,,,,,,
Donley County,Texas,48,129,,,,,,556.0,,,,,,,,,
Duval County,Texas,48,131,,,,,,632.0,,,,,,,,,
Eastland County,Texas,48,133,,,,,,550.0,,,,,,,,,
Ector County,Texas,48,135,,,,,,789.0,,,,,,,,,
Edwards County,Texas,48,137,,,,,,575.0,,,,,,,,,
Ellis County,Texas,48,139,,,,,,884.0,,,,,,,,,
El Paso County,Texas,48,141,,,,,,720.0,,,,,,,,,
Erath County,Texas,48,143,,,,,,659.0,,,,,,,,,
Falls County,Texas,48,145,,,,,,563.0,,,,,,,,,
Fannin County,Texas,48,147,,,,,,682.0,,,,,,,,,
Fayette County,Texas,48,149,,,,,,658.0,,,,,,,,,
Fisher County,Texas,48,151,,,,,,550.0,,,,,,,,,
Floyd County,Texas,48,153,,,,,,579.0,,,,,,,,,
Foard County,Texas,48,155,,,,,,480.0,,,,,,,,,
Fort Bend County,Texas,48,157,,,,,,1167.0,,,,,,,,,
Franklin County,Texas,48,159,,,,,,581.0,,,,,,,,,
Freestone County,Texas,48,161,,,,,,642.0,,,,,,,,,
Frio County,Texas,48,163,,,,,,649.0,,,,,,,,,
Gaines County,Texas,48,165,,,,,,657.0,,,,,,,,,
Galveston County,Texas,48,167,,,,,,900.0,,,,,,,,,
Garza County,Texas,48,169,,,,,,540.0,,,,,,,,,
Gillespie County,Texas,48,171,,,,,,867.0,,,,,,,,,
Glasscock County,Texas,48,173,,,,,,1016.0,,,,,,,,,
Goliad County,Texas,48,175,,,,,,643.0,,,,,,,,,
Gonzales County,Texas,48,177,,,,,,545.0,,,,,,,,,
Gray County,Texas,48,179,,,,,,615.0,,,,,,,,,
Grayson County,Texas,48,181,,,,,,768.0,,,,,,,,,
Gregg County,Texas,48,183,,,,,,748.0,,,,,,,,,
Grimes County,Texas,48,185,,,,,,602.0,,,,,,,,,
Guadalupe County,Texas,48,187,,,,,,859.0,,,,,,,,,
Hale County,Texas,48,189,,,,,,585.0,,,,,,,,,
Hall County,Texas,48,191,,,,,,488.0,,,,,,,,,
Hamilton County,Texas,48,193,,,,,,626.0,,,,,,,,,
Hansford County,Texas,48,195,,,,,,611.0,,,,,,,,,
Hardeman County,Texas,48,197,,,,,,513.0,,,,,,,,,
Hardin County,Texas,48,199,,,,,,805.0,,,,,,,,,
Harris County,Texas,48,201,,,,,,880.0,,,,,,,,,
Harrison County,Texas,48,203,,,,,,682.0,,,,,,,,,
Hartley County,Texas,48,205,,,,,,717.0,,,,,,,,,
Haskell County,Texas,48,207,,,,,,412.0,,,,,,,,,
Hays County,Texas,48,209,,,,,,930.0,,,,,,,,,
Hemphill County,Texas,48,211,,,,,,591.0,,,,,,,,,
Henderson County,Texas,48,213,,,,,,709.0,,,,,,,,,
Hidalgo County,Texas,48,215,,,,,,641.0,,,,,,,,,
Hill County,Texas,48,217,,,,,,647.0,,,,,,,,,
Hockley County,Texas,48,219,,,,,,670.0,,,,,,,,,
Hood County,Texas,48,221,,,,,,849.0,,,,,,,,,
Hopkins County,Texas,48,223,,,,,,684.0,,,,,,,,,
Houston County,Texas,48,225,,,,,,612.0,,,,,,,,,
Howard County,Texas,48,227,,,,,,693.0,,,,,,,,,
Hudspeth County,Texas,48,229,,,,,,580.0,,,,,,,,,
Hunt County,Texas,48,231,,,,,,746.0,,,,,,,,,
Hutchinson County,Texas,48,233,,,,,,634.0,,,,,,,,,
Irion County,Texas,48,235,,,,,,787.0,,,,,,,,,
Jack County,Texas,48,237,,,,,,737.0,,,,,,,,,
Jackson County,Texas,48,239,,,,,,687.0,,,,,,,,,
Jasper County,Texas,48,241,,,,,,672.0,,,,,,,,,
Jeff Davis County,Texas,48,243,,,,,,881.0,,,,,,,,,
Jefferson County,Texas,48,245,,,,,,726.0,,,,,,,,,
Jim Hogg County,Texas,48,247,,,,,,614.0,,,,,,,,,
Jim Wells County,Texas,48,249,,,,,,698.0,,,,,,,,,
Johnson County,Texas,48,251,,,,,,882.0,,,,,,,,,
Jones County,Texas,48,253,,,,,,512.0,,,,,,,,,
Karnes County,Texas,48,255,,,,,,631.0,,,,,,,,,
Kaufman County,Texas,48,257,,,,,,887.0,,,,,,,,,
Kendall County,Texas,48,259,,,,,,981.0,,,,,,,,,
Kerr County,Texas,48,265,,,,,,776.0,,,,,,,,,
Kimble County,Texas,48,267,,,,,,511.0,,,,,,,,,
Kinney County,Texas,48,271,,,,,,393.0,,,,,,,,,
Kleberg County,Texas,48,273,,,,,,703.0,,,,,,,,,
Knox County,Texas,48,275,,,,,,461.0,,,,,,,,,
Lamar County,Texas,48,277,,,,,,632.0,,,,,,,,,
Lamb County,Texas,48,279,,,,,,614.0,,,,,,,,,
Lampasas County,Texas,48,281,,,,,,737.0,,,,,,,,,
La Salle County,Texas,48,283,,,,,,348.0,,,,,,,,,
Lavaca County,Texas,48,285,,,,,,598.0,,,,,,,,,
Lee County,Texas,48,287,,,,,,661.0,,,,,,,,,
Leon County,Texas,48,289,,,,,,570.0,,,,,,,,,
Liberty County,Texas,48,291,,,,,,731.0,,,,,,,,,
Limestone County,Texas,48,293,,,,,,673.0,,,,,,,,,
Lipscomb County,Texas,48,295,,,,,,632.0,,,,,,,,,
Live Oak County,Texas,48,297,,,,,,682.0,,,,,,,,,
Llano County,Texas,48,299,,,,,,708.0,,,,,,,,,
Lubbock County,Texas,48,303,,,,,,786.0,,,,,,,,,
Lynn County,Texas,48,305,,,,,,594.0,,,,,,,,,
McCulloch County,Texas,48,307,,,,,,617.0,,,,,,,,,
McLennan County,Texas,48,309,,,,,,762.0,,,,,,,,,
Madison County,Texas,48,313,,,,,,677.0,,,,,,,,,
Marion County,Texas,48,315,,,,,,569.0,,,,,,,,,
Martin County,Texas,48,317,,,,,,559.0,,,,,,,,,
Mason County,Texas,48,319,,,,,,363.0,,,,,,,,,
Matagorda County,Texas,48,321,,,,,,658.0,,,,,,,,,
Maverick County,Texas,48,323,,,,,,546.0,,,,,,,,,
Medina County,Texas,48,325,,,,,,672.0,,,,,,,,,
Menard County,Texas,48,327,,,,,,540.0,,,,,,,,,
Midland County,Texas,48,329,,,,,,950.0,,,,,,,,,
Milam County,Texas,48,331,,,,,,670.0,,,,,,,,,
Mills County,Texas,48,333,,,,,,491.0,,,,,,,,,
Mitchell County,Texas,48,335,,,,,,553.0,,,,,,,,,
Montague County,Texas,48,337,,,,,,652.0,,,,,,,,,
Montgomery County,Texas,48,339,,,,,,965.0,,,,,,,,,
Moore County,Texas,48,341,,,,,,627.0,,,,,,,,,
Morris County,Texas,48,343,,,,,,575.0,,,,,,,,,
Motley County,Texas,48,345,,,,,,529.0,,,,,,,,,
Nacogdoches County,Texas,48,347,,,,,,684.0,,,,,,,,,
Navarro County,Texas,48,349,,,,,,697.0,,,,,,,,,
Newton County,Texas,48,351,,,,,,522.0,,,,,,,,,
Nolan County,Texas,48,353,,,,,,522.0,,,,,,,,,
Nueces County,Texas,48,355,,,,,,840.0,,,,,,,,,
Ochiltree County,Texas,48,357,,,,,,679.0,,,,,,,,,
Oldham County,Texas,48,359,,,,,,635.0,,,,,,,,,
Orange County,Texas,48,361,,,,,,722.0,,,,,,,,,
Palo Pinto County,Texas,48,363,,,,,,735.0,,,,,,,,,
Panola County,Texas,48,365,,,,,,653.0,,,,,,,,,
Parker County,Texas,48,367,,,,,,883.0,,,,,,,,,
Parmer County,Texas,48,369,,,,,,617.0,,,,,,,,,
Pecos County,Texas,48,371,,,,,,607.0,,,,,,,,,
Polk County,Texas,48,373,,,,,,640.0,,,,,,,,,
Potter County,Texas,48,375,,,,,,688.0,,,,,,,,,
Presidio County,Texas,48,377,,,,,,348.0,,,,,,,,,
Rains County,Texas,48,379,,,,,,664.0,,,,,,,,,
Randall County,Texas,48,381,,,,,,769.0,,,,,,,,,
Reagan County,Texas,48,383,,,,,,707.0,,,,,,,,,
Real County,Texas,48,385,,,,,,761.0,,,,,,,,,
Red River County,Texas,48,387,,,,,,526.0,,,,,,,,,
Reeves County,Texas,48,389,,,,,,546.0,,,,,,,,,
Refugio County,Texas,48,391,,,,,,544.0,,,,,,,,,
Robertson County,Texas,48,395,,,,,,572.0,,,,,,,,,
Rockwall County,Texas,48,397,,,,,,1219.0,,,,,,,,,
Runnels County,Texas,48,399,,,,,,519.0,,,,,,,,,
Rusk County,Texas,48,401,,,,,,649.0,,,,,,,,,
Sabine County,Texas,48,403,,,,,,521.0,,,,,,,,,
San Augustine County,Texas,48,405,,,,,,474.0,,,,,,,,,
San Jacinto County,Texas,48,407,,,,,,685.0,,,,,,,,,
San Patricio County,Texas,48,409,,,,,,788.0,,,,,,,,,
San Saba County,Texas,48,411,,,,,,436.0,,,,,,,,,
Schleicher County,Texas,48,413,,,,,,500.0,,,,,,,,,
Scurry County,Texas,48,415,,,,,,688.0,,,,,,,,,
Shackelford County,Texas,48,417,,,,,,532.0,,,,,,,,,
Shelby County,Texas,48,419,,,,,,568.0,,,,,,,,,
Sherman County,Texas,48,421,,,,,,633.0,,,,,,,,,
Smith County,Texas,48,423,,,,,,828.0,,,,,,,,,
Somervell County,Texas,48,425,,,,,,773.0,,,,,,,,,
Starr County,Texas,48,427,,,,,,484.0,,,,,,,,,
Stephens County,Texas,48,429,,,,,,577.0,,,,,,,,,
Sterling County,Texas,48,431,,,,,,602.0,,,,,,,,,
Stonewall County,Texas,48,433,,,,,,335.0,,,,,,,,,
Sutton County,Texas,48,435,,,,,,651.0,,,,,,,,,
Swisher County,Texas,48,437,,,,,,586.0,,,,,,,,,
Tarrant County,Texas,48,439,,,,,,881.0,,,,,,,,,
Taylor County,Texas,48,441,,,,,,755.0,,,,,,,,,
Terry County,Texas,48,445,,,,,,573.0,,,,,,,,,
Throckmorton County,Texas,48,447,,,,,,444.0,,,,,,,,,
Titus County,Texas,48,449,,,,,,608.0,,,,,,,,,
Tom Green County,Texas,48,451,,,,,,721.0,,,,,,,,,
Travis County,Texas,48,453,,,,,,988.0,,,,,,,,,
Trinity County,Texas,48,455,,,,,,616.0,,,,,,,,,
Tyler County,Texas,48,457,,,,,,610.0,,,,,,,,,
Upshur County,Texas,48,459,,,,,,672.0,,,,,,,,,
Upton County,Texas,48,461,,,,,,598.0,,,,,,,,,
Uvalde County,Texas,48,463,,,,,,613.0,,,,,,,,,
Val Verde County,Texas,48,465,,,,,,649.0,,,,,,,,,
Van Zandt County,Texas,48,467,,,,,,679.0,,,,,,,,,
Victoria County,Texas,48,469,,,,,,745.0,,,,,,,,,
Walker County,Texas,48,471,,,,,,730.0,,,,,,,,,
Waller County,Texas,48,473,,,,,,807.0,,,,,,,,,
Ward County,Texas,48,475,,,,,,563.0,,,,,,,,,
Washington County,Texas,48,477,,,,,,756.0,,,,,,,,,
Webb County,Texas,48,479,,,,,,742.0,,,,,,,,,
Wharton County,Texas,48,481,,,,,,657.0,,,,,,,,,
Wheeler County,Texas,48,483,,,,,,668.0,,,,,,,,,
Wichita County,Texas,48,485,,,,,,730.0,,,,,,,,,
Wilbarger County,Texas,48,487,,,,,,559.0,,,,,,,,,
Willacy County,Texas,48,489,,,,,,563.0,,,,,,,,,
Williamson County,Texas,48,491,,,,,,1050.0,,,,,,,,,
Wilson County,Texas,48,493,,,,,,782.0,,,,,,,,,
Winkler County,Texas,48,495,,,,,,575.0,,,,,,,,,
Wise County,Texas,48,497,,,,,,840.0,,,,,,,,,
Wood County,Texas,48,499,,,,,,699.0,,,,,,,,,
Yoakum County,Texas,48,501,,,,,,542.0,,,,,,,,,
Young County,Texas,48,503,,,,,,633.0,,,,,,,,,
Zapata County,Texas,48,505,,,,,,560.0,,,,,,,,,
Zavala County,Texas,48,507,,,,,,411.0,,,,,,,,,
Beaver County,Utah,49,1,,,,,,699.0,,,,,,,,,
Box Elder County,Utah,49,3,,,,,,641.0,,,,,,,,,
Cache County,Utah,49,5,,,,,,677.0,,,,,,,,,
Carbon County,Utah,49,7,,,,,,605.0,,,,,,,,,
Daggett County,Utah,49,9,,,,,,838.0,,,,,,,,,
Davis County,Utah,49,11,,,,,,883.0,,,,,,,,,
Duchesne County,Utah,49,13,,,,,,768.0,,,,,,,,,
Emery County,Utah,49,15,,,,,,638.0,,,,,,,,,
Garfield County,Utah,49,17,,,,,,580.0,,,,,,,,,
Grand County,Utah,49,19,,,,,,749.0,,,,,,,,,
Iron County,Utah,49,21,,,,,,643.0,,,,,,,,,
Juab County,Utah,49,23,,,,,,757.0,,,,,,,,,
Kane County,Utah,49,25,,,,,,796.0,,,,,,,,,
Millard County,Utah,49,27,,,,,,576.0,,,,,,,,,
Morgan County,Utah,49,29,,,,,,762.0,,,,,,,,,
Piute County,Utah,49,31,,,,,,625.0,,,,,,,,,
Rich County,Utah,49,33,,,,,,633.0,,,,,,,,,
Salt Lake County,Utah,49,35,,,,,,895.0,,,,,,,,,
San Juan County,Utah,49,37,,,,,,541.0,,,,,,,,,
Sanpete County,Utah,49,39,,,,,,605.0,,,,,,,,,
Sevier County,Utah,49,41,,,,,,658.0,,,,,,,,,
Summit County,Utah,49,43,,,,,,1239.0,,,,,,,,,
Tooele County,Utah,49,45,,,,,,821.0,,,,,,,,,
Uintah County,Utah,49,47,,,,,,931.0,,,,,,,,,
Utah County,Utah,49,49,,,,,,864.0,,,,,,,,,
Wasatch County,Utah,49,51,,,,,,987.0,,,,,,,,,
Washington County,Utah,49,53,,,,,,938.0,,,,,,,,,
Wayne County,Utah,49,55,,,,,,571.0,,,,,,,,,
Weber County,Utah,49,57,,,,,,779.0,,,,,,,,,
Addison County,Vermont,50,1,,,,,,877.0,,,,,,,,,
Bennington County,Vermont,50,3,,,,,,848.0,,,,,,,,,
Caledonia County,Vermont,50,5,,,,,,683.0,,,,,,,,,
Chittenden County,Vermont,50,7,,,,,,1026.0,,,,,,,,,
Essex County,Vermont,50,9,,,,,,679.0,,,,,,,,,
Franklin County,Vermont,50,11,,,,,,861.0,,,,,,,,,
Grand Isle County,Vermont,50,13,,,,,,871.0,,,,,,,,,
Lamoille County,Vermont,50,15,,,,,,869.0,,,,,,,,,
Orange County,Vermont,50,17,,,,,,825.0,,,,,,,,,
Orleans County,Vermont,50,19,,,,,,692.0,,,,,,,,,
Rutland County,Vermont,50,21,,,,,,789.0,,,,,,,,,
Washington County,Vermont,50,23,,,,,,840.0,,,,,,,,,
Windham County,Vermont,50,25,,,,,,789.0,,,,,,,,,
Windsor County,Vermont,50,27,,,,,,852.0,,,,,,,,,
Accomack County,Virginia,51,1,,,,,,734.0,,,,,,,,,
Amelia County,Virginia,51,7,,,,,,738.0,,,,,,,,,
Amherst County,Virginia,51,9,,,,,,671.0,,,,,,,,,
Appomattox County,Virginia,51,11,,,,,,609.0,,,,,,,,,
Arlington County,Virginia,51,13,,,,,,1733.0,,,,,,,,,
Bath County,Virginia,51,17,,,,,,764.0,,,,,,,,,
Bland County,Virginia,51,21,,,,,,540.0,,,,,,,,,
Botetourt County,Virginia,51,23,,,,,,788.0,,,,,,,,,
Brunswick County,Virginia,51,25,,,,,,617.0,,,,,,,,,
Buchanan County,Virginia,51,27,,,,,,596.0,,,,,,,,,
Buckingham County,Virginia,51,29,,,,,,708.0,,,,,,,,,
Campbell County,Virginia,51,31,,,,,,685.0,,,,,,,,,
Caroline County,Virginia,51,33,,,,,,1025.0,,,,,,,,,
Carroll County,Virginia,51,35,,,,,,532.0,,,,,,,,,
Charles City County,Virginia,51,36,,,,,,824.0,,,,,,,,,
Charlotte County,Virginia,51,37,,,,,,556.0,,,,,,,,,
Chesterfield County,Virginia,51,41,,,,,,1077.0,,,,,,,,,
Clarke County,Virginia,51,43,,,,,,1022.0,,,,,,,,,
Craig County,Virginia,51,45,,,,,,553.0,,,,,,,,,
Culpeper County,Virginia,51,47,,,,,,1021.0,,,,,,,,,
Cumberland County,Virginia,51,49,,,,,,838.0,,,,,,,,,
Dickenson County,Virginia,51,51,,,,,,517.0,,,,,,,,,
Dinwiddie County,Virginia,51,53,,,,,,905.0,,,,,,,,,
Essex County,Virginia,51,57,,,,,,825.0,,,,,,,,,
Fauquier County,Virginia,51,61,,,,,,1138.0,,,,,,,,,
Floyd County,Virginia,51,63,,,,,,540.0,,,,,,,,,
Fluvanna County,Virginia,51,65,,,,,,1254.0,,,,,,,,,
Franklin County,Virginia,51,67,,,,,,655.0,,,,,,,,,
Frederick County,Virginia,51,69,,,,,,1084.0,,,,,,,,,
Giles County,Virginia,51,71,,,,,,578.0,,,,,,,,,
Gloucester County,Virginia,51,73,,,,,,817.0,,,,,,,,,
Goochland County,Virginia,51,75,,,,,,982.0,,,,,,,,,
Grayson County,Virginia,51,77,,,,,,555.0,,,,,,,,,
Greene County,Virginia,51,79,,,,,,1007.0,,,,,,,,,
Hanover County,Virginia,51,85,,,,,,1016.0,,,,,,,,,
Henrico County,Virginia,51,87,,,,,,1008.0,,,,,,,,,
Henry County,Virginia,51,89,,,,,,586.0,,,,,,,,,
Highland County,Virginia,51,91,,,,,,490.0,,,,,,,,,
Isle of Wight County,Virginia,51,93,,,,,,951.0,,,,,,,,,
King and Queen County,Virginia,51,97,,,,,,851.0,,,,,,,,,
King George County,Virginia,51,99,,,,,,1109.0,,,,,,,,,
King William County,Virginia,51,101,,,,,,1012.0,,,,,,,,,
Lancaster County,Virginia,51,103,,,,,,850.0,,,,,,,,,
Lee County,Virginia,51,105,,,,,,482.0,,,,,,,,,
Loudoun County,Virginia,51,107,,,,,,1654.0,,,,,,,,,
Louisa County,Virginia,51,109,,,,,,954.0,,,,,,,,,
Lunenburg County,Virginia,51,111,,,,,,681.0,,,,,,,,,
Madison County,Virginia,51,113,,,,,,854.0,,,,,,,,,
Mathews County,Virginia,51,115,,,,,,970.0,,,,,,,,,
Mecklenburg County,Virginia,51,117,,,,,,657.0,,,,,,,,,
Middlesex County,Virginia,51,119,,,,,,770.0,,,,,,,,,
Montgomery County,Virginia,51,121,,,,,,830.0,,,,,,,,,
Nelson County,Virginia,51,125,,,,,,709.0,,,,,,,,,
New Kent County,Virginia,51,127,,,,,,996.0,,,,,,,,,
Northampton County,Virginia,51,131,,,,,,672.0,,,,,,,,,
Northumberland County,Virginia,51,133,,,,,,803.0,,,,,,,,,
Nottoway County,Virginia,51,135,,,,,,802.0,,,,,,,,,
Orange County,Virginia,51,137,,,,,,862.0,,,,,,,,,
Page County,Virginia,51,139,,,,,,695.0,,,,,,,,,
Patrick County,Virginia,51,141,,,,,,527.0,,,,,,,,,
Powhatan County,Virginia,51,145,,,,,,1040.0,,,,,,,,,
Prince Edward County,Virginia,51,147,,,,,,760.0,,,,,,,,,
Prince George County,Virginia,51,149,,,,,,1182.0,,,,,,,,,
Pulaski County,Virginia,51,155,,,,,,591.0,,,,,,,,,
Rappahannock County,Virginia,51,157,,,,,,966.0,,,,,,,,,
Richmond County,Virginia,51,159,,,,,,716.0,,,,,,,,,
Roanoke County,Virginia,51,161,,,,,,826.0,,,,,,,,,
Russell County,Virginia,51,167,,,,,,531.0,,,,,,,,,
Scott County,Virginia,51,169,,,,,,496.0,,,,,,,,,
Shenandoah County,Virginia,51,171,,,,,,782.0,,,,,,,,,
Smyth County,Virginia,51,173,,,,,,559.0,,,,,,,,,
Stafford County,Virginia,51,179,,,,,,1428.0,,,,,,,,,
Surry County,Virginia,51,181,,,,,,687.0,,,,,,,,,
Sussex County,Virginia,51,183,,,,,,681.0,,,,,,,,,
Tazewell County,Virginia,51,185,,,,,,560.0,,,,,,,,,
Warren County,Virginia,51,187,,,,,,960.0,,,,,,,,,
Washington County,Virginia,51,191,,,,,,626.0,,,,,,,,,
Westmoreland County,Virginia,51,193,,,,,,873.0,,,,,,,,,
