County,State,State_FIPS,County_FIPS,asian_population,per_capita_income,median_home_value,black_population,age_18_and_under_percentage,total_population_race,native_american_population,gini_index,median_household_income,housing_cost_burden,white_population,total_population,age_60_and_over,median_gross_rent,age_15_to_44_percentage
Cochise County,Arizona,4,3,,,,,22.0,,,,,,,,,,
Coconino County,Arizona,4,5,,,,,21.1,,,,,,,,,,
Gila County,Arizona,4,7,,,,,20.3,,,,,,,,,,
Graham County,Arizona,4,9,,,,,27.3,,,,,,,,,,
Greenlee County,Arizona,4,11,,,,,27.8,,,,,,,,,,
Maricopa County,Arizona,4,13,,,,,24.5,,,,,,,,,,
Mohave County,Arizona,4,15,,,,,17.9,,,,,,,,,,
Navajo County,Arizona,4,17,,,,,27.3,,,,,,,,,,
Pima County,Arizona,4,19,,,,,21.4,,,,,,,,,,
Pinal County,Arizona,4,21,,,,,23.4,,,,,,,,,,
Santa Cruz County,Arizona,4,23,,,,,27.6,,,,,,,,,,
Yavapai County,Arizona,4,25,,,,,16.8,,,,,,,,,,
La Paz County,Arizona,4,12,,,,,16.5,,,,,,,,,,
Yuma County,Arizona,4,27,,,,,25.6,,,,,,,,,,
Arkansas County,Arkansas,5,1,,,,,23.0,,,,,,,,,,
Ashley County,Arkansas,5,3,,,,,23.3,,,,,,,,,,
Baxter County,Arkansas,5,5,,,,,17.5,,,,,,,,,,
Benton County,Arkansas,5,7,,,,,26.8,,,,,,,,,,
Boone County,Arkansas,5,9,,,,,22.8,,,,,,,,,,
Bradley County,Arkansas,5,11,,,,,23.7,,,,,,,,,,
Calhoun County,Arkansas,5,13,,,,,19.9,,,,,,,,,,
Carroll County,Arkansas,5,15,,,,,22.0,,,,,,,,,,
Chicot County,Arkansas,5,17,,,,,22.7,,,,,,,,,,
Clark County,Arkansas,5,19,,,,,19.1,,,,,,,,,,
Clay County,Arkansas,5,21,,,,,22.0,,,,,,,,,,
Cleburne County,Arkansas,5,23,,,,,19.0,,,,,,,,,,
Cleveland County,Arkansas,5,25,,,,,22.6,,,,,,,,,,
Columbia County,Arkansas,5,27,,,,,21.2,,,,,,,,,,
Conway County,Arkansas,5,29,,,,,22.9,,,,,,,,,,
Craighead County,Arkansas,5,31,,,,,24.8,,,,,,,,,,
Crawford County,Arkansas,5,33,,,,,24.8,,,,,,,,,,
Crittenden County,Arkansas,5,35,,,,,27.4,,,,,,,,,,
Cross County,Arkansas,5,37,,,,,24.0,,,,,,,,,,
Dallas County,Arkansas,5,39,,,,,22.8,,,,,,,,,,
Desha County,Arkansas,5,41,,,,,25.7,,,,,,,,,,
Drew County,Arkansas,5,43,,,,,21.7,,,,,,,,,,
Faulkner County,Arkansas,5,45,,,,,23.5,,,,,,,,,,
Franklin County,Arkansas,5,47,,,,,23.5,,,,,,,,,,
Fulton County,Arkansas,5,49,,,,,20.5,,,,,,,,,,
Garland County,Arkansas,5,51,,,,,20.4,,,,,,,,,,
Grant County,Arkansas,5,53,,,,,22.9,,,,,,,,,,
Greene County,Arkansas,5,55,,,,,24.6,,,,,,,,,,
Hempstead County,Arkansas,5,57,,,,,26.0,,,,,,,,,,
Hot Spring County,Arkansas,5,59,,,,,20.9,,,,,,,,,,
Howard County,Arkansas,5,61,,,,,25.8,,,,,,,,,,
Independence County,Arkansas,5,63,,,,,23.9,,,,,,,,,,
Izard County,Arkansas,5,65,,,,,18.2,,,,,,,,,,
Jackson County,Arkansas,5,67,,,,,20.2,,,,,,,,,,
Jefferson County,Arkansas,5,69,,,,,22.4,,,,,,,,,,
Johnson County,Arkansas,5,71,,,,,24.3,,,,,,,,,,
Lafayette County,Arkansas,5,73,,,,,19.7,,,,,,,,,,
Lawrence County,Arkansas,5,75,,,,,22.4,,,,,,,,,,
Lee County,Arkansas,5,77,,,,,18.9,,,,,,,,,,
Lincoln County,Arkansas,5,79,,,,,17.3,,,,,,,,,,
Little River County,Arkansas,5,81,,,,,22.1,,,,,,,,,,
Logan County,Arkansas,5,83,,,,,22.2,,,,,,,,,,
Lonoke County,Arkansas,5,85,,,,,26.1,,,,,,,,,,
Madison County,Arkansas,5,87,,,,,23.7,,,,,,,,,,
Marion County,Arkansas,5,89,,,,,18.5,,,,,,,,,,
Miller County,Arkansas,5,91,,,,,23.8,,,,,,,,,,
Mississippi County,Arkansas,5,93,,,,,26.6,,,,,,,,,,
Monroe County,Arkansas,5,95,,,,,20.4,,,,,,,,,,
Montgomery County,Arkansas,5,97,,,,,18.9,,,,,,,,,,
Nevada County,Arkansas,5,99,,,,,22.7,,,,,,,,,,
Newton County,Arkansas,5,101,,,,,19.8,,,,,,,,,,
Ouachita County,Arkansas,5,103,,,,,22.6,,,,,,,,,,
Perry County,Arkansas,5,105,,,,,22.8,,,,,,,,,,
Phillips County,Arkansas,5,107,,,,,26.0,,,,,,,,,,
Pike County,Arkansas,5,109,,,,,21.7,,,,,,,,,,
Poinsett County,Arkansas,5,111,,,,,23.8,,,,,,,,,,
Polk County,Arkansas,5,113,,,,,23.3,,,,,,,,,,
Pope County,Arkansas,5,115,,,,,22.9,,,,,,,,,,
Prairie County,Arkansas,5,117,,,,,20.4,,,,,,,,,,
Pulaski County,Arkansas,5,119,,,,,23.5,,,,,,,,,,
Randolph County,Arkansas,5,121,,,,,22.9,,,,,,,,,,
Saint Francis County,Arkansas,5,123,,,,,22.0,,,,,,,,,,
Saline County,Arkansas,5,125,,,,,23.6,,,,,,,,,,
Scott County,Arkansas,5,127,,,,,25.9,,,,,,,,,,
Searcy County,Arkansas,5,129,,,,,20.1,,,,,,,,,,
Sebastian County,Arkansas,5,131,,,,,24.2,,,,,,,,,,
Sevier County,Arkansas,5,133,,,,,28.7,,,,,,,,,,
Sharp County,Arkansas,5,135,,,,,21.3,,,,,,,,,,
Stone County,Arkansas,5,137,,,,,19.9,,,,,,,,,,
Union County,Arkansas,5,139,,,,,24.1,,,,,,,,,,
Van Buren County,Arkansas,5,141,,,,,20.1,,,,,,,,,,
Washington County,Arkansas,5,143,,,,,24.8,,,,,,,,,,
White County,Arkansas,5,145,,,,,23.6,,,,,,,,,,
Woodruff County,Arkansas,5,147,,,,,21.7,,,,,,,,,,
Yell County,Arkansas,5,149,,,,,24.9,,,,,,,,,,
Alameda County,California,6,1,,,,,21.0,,,,,,,,,,
Alpine County,California,6,3,,,,,20.9,,,,,,,,,,
Amador County,California,6,5,,,,,15.4,,,,,,,,,,
Butte County,California,6,7,,,,,20.1,,,,,,,,,,
Calaveras County,California,6,9,,,,,17.2,,,,,,,,,,
Colusa County,California,6,11,,,,,27.4,,,,,,,,,,
Contra Costa County,California,6,13,,,,,23.1,,,,,,,,,,
Del Norte County,California,6,15,,,,,21.7,,,,,,,,,,
El Dorado County,California,6,17,,,,,20.4,,,,,,,,,,
Fresno County,California,6,19,,,,,28.6,,,,,,,,,,
Glenn County,California,6,21,,,,,26.8,,,,,,,,,,
Humboldt County,California,6,23,,,,,19.3,,,,,,,,,,
Imperial County,California,6,25,,,,,28.7,,,,,,,,,,
Inyo County,California,6,27,,,,,20.1,,,,,,,,,,
Kern County,California,6,29,,,,,29.2,,,,,,,,,,
Kings County,California,6,31,,,,,27.3,,,,,,,,,,
Lake County,California,6,33,,,,,20.7,,,,,,,,,,
Lassen County,California,6,35,,,,,15.8,,,,,,,,,,
Los Angeles County,California,6,37,,,,,22.2,,,,,,,,,,
Madera County,California,6,39,,,,,27.6,,,,,,,,,,
Marin County,California,6,41,,,,,20.3,,,,,,,,,,
Mariposa County,California,6,43,,,,,16.3,,,,,,,,,,
Mendocino County,California,6,45,,,,,21.6,,,,,,,,,,
Merced County,California,6,47,,,,,29.8,,,,,,,,,,
Modoc County,California,6,49,,,,,19.4,,,,,,,,,,
Mono County,California,6,51,,,,,19.0,,,,,,,,,,
Monterey County,California,6,53,,,,,26.3,,,,,,,,,,
Napa County,California,6,55,,,,,21.3,,,,,,,,,,
Nevada County,California,6,57,,,,,17.3,,,,,,,,,,
Orange County,California,6,59,,,,,22.5,,,,,,,,,,
Placer County,California,6,61,,,,,22.6,,,,,,,,,,
Plumas County,California,6,63,,,,,16.4,,,,,,,,,,
Riverside County,California,6,65,,,,,25.8,,,,,,,,,,
Sacramento County,California,6,67,,,,,24.0,,,,,,,,,,
San Benito County,California,6,69,,,,,26.3,,,,,,,,,,
San Bernardino County,California,6,71,,,,,26.8,,,,,,,,,,
San Diego County,California,6,73,,,,,22.0,,,,,,,,,,
San Francisco County,California,6,75,,,,,13.4,,,,,,,,,,
San Joaquin County,California,6,77,,,,,27.5,,,,,,,,,,
San Luis Obispo County,California,6,79,,,,,17.9,,,,,,,,,,
San Mateo County,California,6,81,,,,,21.1,,,,,,,,,,
Santa Barbara County,California,6,83,,,,,22.3,,,,,,,,,,
Santa Clara County,California,6,85,,,,,22.5,,,,,,,,,,
Santa Cruz County,California,6,87,,,,,19.6,,,,,,,,,,
Shasta County,California,6,89,,,,,21.6,,,,,,,,,,
Sierra County,California,6,91,,,,,15.1,,,,,,,,,,
Siskiyou County,California,6,93,,,,,20.2,,,,,,,,,,
Solano County,California,6,95,,,,,22.5,,,,,,,,,,
Sonoma County,California,6,97,,,,,20.1,,,,,,,,,,
Stanislaus County,California,6,99,,,,,27.2,,,,,,,,,,
Sutter County,California,6,101,,,,,26.2,,,,,,,,,,
Tehama County,California,6,103,,,,,24.0,,,,,,,,,,
Trinity County,California,6,105,,,,,16.9,,,,,,,,,,
Tulare County,California,6,107,,,,,31.2,,,,,,,,,,
Tuolumne County,California,6,109,,,,,16.7,,,,,,,,,,
Ventura County,California,6,111,,,,,23.5,,,,,,,,,,
Yolo County,California,6,113,,,,,21.4,,,,,,,,,,
Yuba County,California,6,115,,,,,27.7,,,,,,,,,,
Alamosa County,Colorado,8,3,,,,,23.9,,,,,,,,,,
Archuleta County,Colorado,8,7,,,,,17.1,,,,,,,,,,
Baca County,Colorado,8,9,,,,,20.7,,,,,,,,,,
Bent County,Colorado,8,11,,,,,15.4,,,,,,,,,,
Chaffee County,Colorado,8,15,,,,,15.5,,,,,,,,,,
Cheyenne County,Colorado,8,17,,,,,33.9,,,,,,,,,,
Clear Creek County,Colorado,8,19,,,,,15.7,,,,,,,,,,
Conejos County,Colorado,8,21,,,,,27.1,,,,,,,,,,
Costilla County,Colorado,8,23,,,,,18.2,,,,,,,,,,
Crowley County,Colorado,8,25,,,,,12.7,,,,,,,,,,
Custer County,Colorado,8,27,,,,,17.2,,,,,,,,,,
Delta County,Colorado,8,29,,,,,20.4,,,,,,,,,,
Dolores County,Colorado,8,33,,,,,19.3,,,,,,,,,,
Douglas County,Colorado,8,35,,,,,27.2,,,,,,,,,,
Eagle County,Colorado,8,37,,,,,22.3,,,,,,,,,,
Elbert County,Colorado,8,39,,,,,21.9,,,,,,,,,,
El Paso County,Colorado,8,41,,,,,24.6,,,,,,,,,,
Fremont County,Colorado,8,43,,,,,16.5,,,,,,,,,,
Garfield County,Colorado,8,45,,,,,25.7,,,,,,,,,,
Gilpin County,Colorado,8,47,,,,,16.2,,,,,,,,,,
Grand County,Colorado,8,49,,,,,17.6,,,,,,,,,,
Gunnison County,Colorado,8,51,,,,,17.7,,,,,,,,,,
Huerfano County,Colorado,8,55,,,,,16.1,,,,,,,,,,
Jackson County,Colorado,8,57,,,,,19.1,,,,,,,,,,
Kiowa County,Colorado,8,61,,,,,28.8,,,,,,,,,,
Kit Carson County,Colorado,8,63,,,,,23.5,,,,,,,,,,
Lake County,Colorado,8,65,,,,,16.7,,,,,,,,,,
La Plata County,Colorado,8,67,,,,,19.2,,,,,,,,,,
Larimer County,Colorado,8,69,,,,,20.1,,,,,,,,,,
Las Animas County,Colorado,8,71,,,,,18.0,,,,,,,,,,
Lincoln County,Colorado,8,73,,,,,20.0,,,,,,,,,,
Logan County,Colorado,8,75,,,,,21.4,,,,,,,,,,
Mesa County,Colorado,8,77,,,,,22.0,,,,,,,,,,
Moffat County,Colorado,8,81,,,,,25.9,,,,,,,,,,
Montezuma County,Colorado,8,83,,,,,22.4,,,,,,,,,,
Montrose County,Colorado,8,85,,,,,22.0,,,,,,,,,,
Morgan County,Colorado,8,87,,,,,26.3,,,,,,,,,,
Otero County,Colorado,8,89,,,,,23.4,,,,,,,,,,
Ouray County,Colorado,8,91,,,,,14.6,,,,,,,,,,
Park County,Colorado,8,93,,,,,17.3,,,,,,,,,,
Phillips County,Colorado,8,95,,,,,25.7,,,,,,,,,,
Pitkin County,Colorado,8,97,,,,,16.0,,,,,,,,,,
Prowers County,Colorado,8,99,,,,,25.1,,,,,,,,,,
Pueblo County,Colorado,8,101,,,,,22.9,,,,,,,,,,
Rio Blanco County,Colorado,8,103,,,,,25.7,,,,,,,,,,
Rio Grande County,Colorado,8,105,,,,,23.4,,,,,,,,,,
Routt County,Colorado,8,107,,,,,18.6,,,,,,,,,,
Saguache County,Colorado,8,109,,,,,21.8,,,,,,,,,,
San Miguel County,Colorado,8,113,,,,,18.3,,,,,,,,,,
Sedgwick County,Colorado,8,115,,,,,22.9,,,,,,,,,,
Summit County,Colorado,8,117,,,,,16.5,,,,,,,,,,
Teller County,Colorado,8,119,,,,,18.1,,,,,,,,,,
Washington County,Colorado,8,121,,,,,22.9,,,,,,,,,,
Yuma County,Colorado,8,125,,,,,26.8,,,,,,,,,,
Adams County,Colorado,8,1,,,,,27.2,,,,,,,,,,
Arapahoe County,Colorado,8,5,,,,,24.1,,,,,,,,,,
Boulder County,Colorado,8,13,,,,,19.6,,,,,,,,,,
Broomfield County,Colorado,8,14,,,,,23.7,,,,,,,,,,
Denver County,Colorado,8,31,,,,,20.2,,,,,,,,,,
Jefferson County,Colorado,8,59,,,,,20.3,,,,,,,,,,
Weld County,Colorado,8,123,,,,,26.6,,,,,,,,,,
Fairfield County,Connecticut,9,1,,,,,23.0,,,,,,,,,,
Hartford County,Connecticut,9,3,,,,,21.3,,,,,,,,,,
Litchfield County,Connecticut,9,5,,,,,18.8,,,,,,,,,,
Middlesex County,Connecticut,9,7,,,,,18.4,,,,,,,,,,
New Haven County,Connecticut,9,9,,,,,20.6,,,,,,,,,,
New London County,Connecticut,9,11,,,,,19.8,,,,,,,,,,
Tolland County,Connecticut,9,13,,,,,17.9,,,,,,,,,,
Windham County,Connecticut,9,15,,,,,20.2,,,,,,,,,,
Kent County,Delaware,10,1,,,,,23.2,,,,,,,,,,
New Castle County,Delaware,10,3,,,,,21.8,,,,,,,,,,
Sussex County,Delaware,10,5,,,,,19.0,,,,,,,,,,
Alachua County,Florida,12,1,,,,,18.0,,,,,,,,,,
Baker County,Florida,12,3,,,,,24.1,,,,,,,,,,
Bay County,Florida,12,5,,,,,21.6,,,,,,,,,,
Bradford County,Florida,12,7,,,,,20.3,,,,,,,,,,
Brevard County,Florida,12,9,,,,,18.5,,,,,,,,,,
Broward County,Florida,12,11,,,,,21.4,,,,,,,,,,
Calhoun County,Florida,12,13,,,,,21.4,,,,,,,,,,
Charlotte County,Florida,12,15,,,,,12.5,,,,,,,,,,
Citrus County,Florida,12,17,,,,,14.9,,,,,,,,,,
Clay County,Florida,12,19,,,,,23.8,,,,,,,,,,
Collier County,Florida,12,21,,,,,17.7,,,,,,,,,,
Columbia County,Florida,12,23,,,,,21.9,,,,,,,,,,
Miami-Dade County,Florida,12,86,,,,,20.4,,,,,,,,,,
DeSoto County,Florida,12,27,,,,,19.6,,,,,,,,,,
Dixie County,Florida,12,29,,,,,18.6,,,,,,,,,,
Duval County,Florida,12,31,,,,,22.7,,,,,,,,,,
Escambia County,Florida,12,33,,,,,20.9,,,,,,,,,,
Flagler County,Florida,12,35,,,,,17.5,,,,,,,,,,
Franklin County,Florida,12,37,,,,,16.4,,,,,,,,,,
Gadsden County,Florida,12,39,,,,,21.9,,,,,,,,,,
Gilchrist County,Florida,12,41,,,,,20.2,,,,,,,,,,
Glades County,Florida,12,43,,,,,15.9,,,,,,,,,,
Gulf County,Florida,12,45,,,,,16.4,,,,,,,,,,
Hamilton County,Florida,12,47,,,,,19.0,,,,,,,,,,
Hardee County,Florida,12,49,,,,,26.5,,,,,,,,,,
Hendry County,Florida,12,51,,,,,26.9,,,,,,,,,,
Hernando County,Florida,12,53,,,,,18.6,,,,,,,,,,
Highlands County,Florida,12,55,,,,,17.3,,,,,,,,,,
Hillsborough County,Florida,12,57,,,,,22.9,,,,,,,,,,
Holmes County,Florida,12,59,,,,,19.6,,,,,,,,,,
Indian River County,Florida,12,61,,,,,16.8,,,,,,,,,,
Jackson County,Florida,12,63,,,,,18.6,,,,,,,,,,
Jefferson County,Florida,12,65,,,,,16.4,,,,,,,,,,
Lafayette County,Florida,12,67,,,,,22.5,,,,,,,,,,
Lake County,Florida,12,69,,,,,19.6,,,,,,,,,,
Lee County,Florida,12,71,,,,,18.1,,,,,,,,,,
Leon County,Florida,12,73,,,,,18.7,,,,,,,,,,
Levy County,Florida,12,75,,,,,19.9,,,,,,,,,,
Liberty County,Florida,12,77,,,,,16.7,,,,,,,,,,
Madison County,Florida,12,79,,,,,19.0,,,,,,,,,,
Manatee County,Florida,12,81,,,,,18.9,,,,,,,,,,
Marion County,Florida,12,83,,,,,18.7,,,,,,,,,,
Martin County,Florida,12,85,,,,,16.6,,,,,,,,,,
Monroe County,Florida,12,87,,,,,15.1,,,,,,,,,,
Nassau County,Florida,12,89,,,,,20.1,,,,,,,,,,
Okaloosa County,Florida,12,91,,,,,22.2,,,,,,,,,,
Okeechobee County,Florida,12,93,,,,,21.8,,,,,,,,,,
Orange County,Florida,12,95,,,,,22.5,,,,,,,,,,
Osceola County,Florida,12,97,,,,,24.8,,,,,,,,,,
Palm Beach County,Florida,12,99,,,,,19.4,,,,,,,,,,
Pasco County,Florida,12,101,,,,,20.4,,,,,,,,,,
Pinellas County,Florida,12,103,,,,,16.6,,,,,,,,,,
Polk County,Florida,12,105,,,,,22.4,,,,,,,,,,
Putnam County,Florida,12,107,,,,,21.5,,,,,,,,,,
Saint Johns County,Florida,12,109,,,,,21.9,,,,,,,,,,
Saint Lucie County,Florida,12,111,,,,,20.3,,,,,,,,,,
Santa Rosa County,Florida,12,113,,,,,22.2,,,,,,,,,,
Sarasota County,Florida,12,115,,,,,14.6,,,,,,,,,,
Seminole County,Florida,12,117,,,,,21.3,,,,,,,,,,
Sumter County,Florida,12,119,,,,,7.3,,,,,,,,,,
Suwannee County,Florida,12,121,,,,,21.7,,,,,,,,,,
Taylor County,Florida,12,123,,,,,19.2,,,,,,,,,,
Union County,Florida,12,125,,,,,18.9,,,,,,,,,,
Volusia County,Florida,12,127,,,,,17.9,,,,,,,,,,
Wakulla County,Florida,12,129,,,,,21.4,,,,,,,,,,
Walton County,Florida,12,131,,,,,20.3,,,,,,,,,,
Washington County,Florida,12,133,,,,,19.8,,,,,,,,,,
Appling County,Georgia,13,1,,,,,25.0,,,,,,,,,,
Atkinson County,Georgia,13,3,,,,,27.4,,,,,,,,,,
Bacon County,Georgia,13,5,,,,,25.6,,,,,,,,,,
Baker County,Georgia,13,7,,,,,19.8,,,,,,,,,,
Baldwin County,Georgia,13,9,,,,,19.2,,,,,,,,,,
Banks County,Georgia,13,11,,,,,23.0,,,,,,,,,,
Barrow County,Georgia,13,13,,,,,26.6,,,,,,,,,,
Bartow County,Georgia,13,15,,,,,24.7,,,,,,,,,,
Ben Hill County,Georgia,13,17,,,,,25.3,,,,,,,,,,
Berrien County,Georgia,13,19,,,,,24.2,,,,,,,,,,
Bibb County,Georgia,13,21,,,,,24.8,,,,,,,,,,
Bleckley County,Georgia,13,23,,,,,21.9,,,,,,,,,,
Brantley County,Georgia,13,25,,,,,24.1,,,,,,,,,,
Brooks County,Georgia,13,27,,,,,21.9,,,,,,,,,,
Bryan County,Georgia,13,29,,,,,29.3,,,,,,,,,,
Bulloch County,Georgia,13,31,,,,,20.0,,,,,,,,,,
Burke County,Georgia,13,33,,,,,26.1,,,,,,,,,,
Butts County,Georgia,13,35,,,,,20.7,,,,,,,,,,
Calhoun County,Georgia,13,37,,,,,17.9,,,,,,,,,,
Camden County,Georgia,13,39,,,,,24.5,,,,,,,,,,
Candler County,Georgia,13,43,,,,,25.1,,,,,,,,,,
Carroll County,Georgia,13,45,,,,,24.0,,,,,,,,,,
Catoosa County,Georgia,13,47,,,,,23.2,,,,,,,,,,
Charlton County,Georgia,13,49,,,,,19.1,,,,,,,,,,
Chatham County,Georgia,13,51,,,,,21.8,,,,,,,,,,
Chattahoochee County,Georgia,13,53,,,,,21.5,,,,,,,,,,
Chattooga County,Georgia,13,55,,,,,22.6,,,,,,,,,,
Cherokee County,Georgia,13,57,,,,,25.3,,,,,,,,,,
Clarke County,Georgia,13,59,,,,,17.4,,,,,,,,,,
Clay County,Georgia,13,61,,,,,19.5,,,,,,,,,,
Clayton County,Georgia,13,63,,,,,28.1,,,,,,,,,,
Clinch County,Georgia,13,65,,,,,26.8,,,,,,,,,,
Cobb County,Georgia,13,67,,,,,24.2,,,,,,,,,,
Coffee County,Georgia,13,69,,,,,24.6,,,,,,,,,,
Colquitt County,Georgia,13,71,,,,,26.4,,,,,,,,,,
Columbia County,Georgia,13,73,,,,,25.7,,,,,,,,,,
Cook County,Georgia,13,75,,,,,25.9,,,,,,,,,,
Coweta County,Georgia,13,77,,,,,25.1,,,,,,,,,,
Crawford County,Georgia,13,79,,,,,21.2,,,,,,,,,,
Crisp County,Georgia,13,81,,,,,24.9,,,,,,,,,,
Dade County,Georgia,13,83,,,,,18.9,,,,,,,,,,
Dawson County,Georgia,13,85,,,,,21.0,,,,,,,,,,
Decatur County,Georgia,13,87,,,,,24.6,,,,,,,,,,
DeKalb County,Georgia,13,89,,,,,23.4,,,,,,,,,,
Dodge County,Georgia,13,91,,,,,20.0,,,,,,,,,,
Dooly County,Georgia,13,93,,,,,18.2,,,,,,,,,,
Dougherty County,Georgia,13,95,,,,,24.3,,,,,,,,,,
Douglas County,Georgia,13,97,,,,,26.4,,,,,,,,,,
Early County,Georgia,13,99,,,,,24.9,,,,,,,,,,
Echols County,Georgia,13,101,,,,,21.6,,,,,,,,,,
Effingham County,Georgia,13,103,,,,,26.8,,,,,,,,,,
Elbert County,Georgia,13,105,,,,,21.9,,,,,,,,,,
Emanuel County,Georgia,13,107,,,,,25.1,,,,,,,,,,
Evans County,Georgia,13,109,,,,,26.5,,,,,,,,,,
Fannin County,Georgia,13,111,,,,,17.1,,,,,,,,,,
Fayette County,Georgia,13,113,,,,,23.4,,,,,,,,,,
Floyd County,Georgia,13,115,,,,,23.4,,,,,,,,,,
Forsyth County,Georgia,13,117,,,,,28.3,,,,,,,,,,
Franklin County,Georgia,13,119,,,,,22.0,,,,,,,,,,
Fulton County,Georgia,13,121,,,,,22.5,,,,,,,,,,
Gilmer County,Georgia,13,123,,,,,19.7,,,,,,,,,,
Glascock County,Georgia,13,125,,,,,23.4,,,,,,,,,,
Glynn County,Georgia,13,127,,,,,22.5,,,,,,,,,,
Gordon County,Georgia,13,129,,,,,25.0,,,,,,,,,,
Grady County,Georgia,13,131,,,,,24.9,,,,,,,,,,
Greene County,Georgia,13,133,,,,,19.2,,,,,,,,,,
Gwinnett County,Georgia,13,135,,,,,27.4,,,,,,,,,,
Habersham County,Georgia,13,137,,,,,22.7,,,,,,,,,,
Hall County,Georgia,13,139,,,,,26.0,,,,,,,,,,
Hancock County,Georgia,13,141,,,,,14.2,,,,,,,,,,
Haralson County,Georgia,13,143,,,,,24.3,,,,,,,,,,
Harris County,Georgia,13,145,,,,,21.9,,,,,,,,,,
Hart County,Georgia,13,147,,,,,21.0,,,,,,,,,,
Heard County,Georgia,13,149,,,,,23.3,,,,,,,,,,
Henry County,Georgia,13,151,,,,,26.4,,,,,,,,,,
Houston County,Georgia,13,153,,,,,25.7,,,,,,,,,,
Irwin County,Georgia,13,155,,,,,21.7,,,,,,,,,,
Jackson County,Georgia,13,157,,,,,25.5,,,,,,,,,,
Jasper County,Georgia,13,159,,,,,23.9,,,,,,,,,,
Jeff Davis County,Georgia,13,161,,,,,27.0,,,,,,,,,,
Jefferson County,Georgia,13,163,,,,,23.8,,,,,,,,,,
Jenkins County,Georgia,13,165,,,,,23.1,,,,,,,,,,
Johnson County,Georgia,13,167,,,,,19.8,,,,,,,,,,
Jones County,Georgia,13,169,,,,,23.7,,,,,,,,,,
Lamar County,Georgia,13,171,,,,,20.9,,,,,,,,,,
Lanier County,Georgia,13,173,,,,,25.5,,,,,,,,,,
Laurens County,Georgia,13,175,,,,,24.7,,,,,,,,,,
Lee County,Georgia,13,177,,,,,26.6,,,,,,,,,,
Liberty County,Georgia,13,179,,,,,28.3,,,,,,,,,,
Lincoln County,Georgia,13,181,,,,,19.5,,,,,,,,,,
Long County,Georgia,13,183,,,,,28.1,,,,,,,,,,
Lowndes County,Georgia,13,185,,,,,24.0,,,,,,,,,,
Lumpkin County,Georgia,13,187,,,,,18.0,,,,,,,,,,
McDuffie County,Georgia,13,189,,,,,25.5,,,,,,,,,,
McIntosh County,Georgia,13,191,,,,,17.3,,,,,,,,,,
Macon County,Georgia,13,193,,,,,19.5,,,,,,,,,,
Madison County,Georgia,13,195,,,,,23.1,,,,,,,,,,
Marion County,Georgia,13,197,,,,,19.4,,,,,,,,,,
Meriwether County,Georgia,13,199,,,,,21.9,,,,,,,,,,
Miller County,Georgia,13,201,,,,,22.9,,,,,,,,,,
Mitchell County,Georgia,13,205,,,,,23.2,,,,,,,,,,
Monroe County,Georgia,13,207,,,,,20.9,,,,,,,,,,
Montgomery County,Georgia,13,209,,,,,21.0,,,,,,,,,,
Morgan County,Georgia,13,211,,,,,22.5,,,,,,,,,,
Murray County,Georgia,13,213,,,,,25.1,,,,,,,,,,
Muscogee County,Georgia,13,215,,,,,24.8,,,,,,,,,,
Newton County,Georgia,13,217,,,,,26.7,,,,,,,,,,
Oconee County,Georgia,13,219,,,,,26.8,,,,,,,,,,
Oglethorpe County,Georgia,13,221,,,,,21.5,,,,,,,,,,
Paulding County,Georgia,13,223,,,,,27.0,,,,,,,,,,
Peach County,Georgia,13,225,,,,,21.5,,,,,,,,,,
Pickens County,Georgia,13,227,,,,,20.6,,,,,,,,,,
Pierce County,Georgia,13,229,,,,,25.1,,,,,,,,,,
Pike County,Georgia,13,231,,,,,23.9,,,,,,,,,,
Polk County,Georgia,13,233,,,,,25.9,,,,,,,,,,
Pulaski County,Georgia,13,235,,,,,17.6,,,,,,,,,,
Putnam County,Georgia,13,237,,,,,20.5,,,,,,,,,,
Quitman County,Georgia,13,239,,,,,18.5,,,,,,,,,,
Rabun County,Georgia,13,241,,,,,17.0,,,,,,,,,,
Randolph County,Georgia,13,243,,,,,25.7,,,,,,,,,,
Richmond County,Georgia,13,245,,,,,23.3,,,,,,,,,,
Rockdale County,Georgia,13,247,,,,,25.3,,,,,,,,,,
Schley County,Georgia,13,249,,,,,23.7,,,,,,,,,,
Screven County,Georgia,13,251,,,,,21.8,,,,,,,,,,
Seminole County,Georgia,13,253,,,,,21.5,,,,,,,,,,
Spalding County,Georgia,13,255,,,,,24.0,,,,,,,,,,
Stephens County,Georgia,13,257,,,,,22.4,,,,,,,,,,
Stewart County,Georgia,13,259,,,,,13.2,,,,,,,,,,
Sumter County,Georgia,13,261,,,,,23.3,,,,,,,,,,
Talbot County,Georgia,13,263,,,,,17.5,,,,,,,,,,
Taliaferro County,Georgia,13,265,,,,,14.5,,,,,,,,,,
Tattnall County,Georgia,13,267,,,,,20.7,,,,,,,,,,
Taylor County,Georgia,13,269,,,,,20.7,,,,,,,,,,
Telfair County,Georgia,13,271,,,,,17.0,,,,,,,,,,
Terrell County,Georgia,13,273,,,,,23.3,,,,,,,,,,
Thomas County,Georgia,13,275,,,,,24.0,,,,,,,,,,
Tift County,Georgia,13,277,,,,,24.9,,,,,,,,,,
Toombs County,Georgia,13,279,,,,,26.7,,,,,,,,,,
