County,State,State_FIPS,County_FIPS,age_15_to_44_percentage
Saguache County,Colorado,08,109,28.4
San Miguel County,Colorado,08,113,41.3
Sedgwick County,Colorado,08,115,29.1
Summit County,Colorado,08,117,45.0
Teller County,Colorado,08,119,29.4
Washington County,Colorado,08,121,34.9
Yuma County,Colorado,08,125,35.3
Adams County,Colorado,08,001,43.9
Arapahoe County,Colorado,08,005,41.9
Boulder County,Colorado,08,013,44.9
Broomfield County,Colorado,08,014,41.2
Denver County,Colorado,08,031,49.1
Jefferson County,Colorado,08,059,38.8
Weld County,Colorado,08,123,41.9
Fairfield County,Connecticut,09,001,37.5
Hartford County,Connecticut,09,003,38.4
Litchfield County,Connecticut,09,005,32.3
Middlesex County,Connecticut,09,007,34.9
New Haven County,Connecticut,09,009,39.1
New London County,Connecticut,09,011,38.2
Tolland County,Connecticut,09,013,43.3
Windham County,Connecticut,09,015,38.7
Kent County,Delaware,10,001,39.5
New Castle County,Delaware,10,003,40.5
Sussex County,Delaware,10,005,30.2
Alachua County,Florida,12,001,50.6
Baker County,Florida,12,003,39.5
Bay County,Florida,12,005,38.4
Bradford County,Florida,12,007,38.2
Brevard County,Florida,12,009,32.3
Broward County,Florida,12,011,39.0
Calhoun County,Florida,12,013,39.0
Charlotte County,Florida,12,015,23.1
Citrus County,Florida,12,017,24.4
Clay County,Florida,12,019,38.3
Collier County,Florida,12,021,29.8
Columbia County,Florida,12,023,37.2
Miami-Dade County,Florida,12,086,40.9
DeSoto County,Florida,12,027,38.8
Dixie County,Florida,12,029,31.4
Duval County,Florida,12,031,41.9
Escambia County,Florida,12,033,40.9
Flagler County,Florida,12,035,29.3
Franklin County,Florida,12,037,37.2
Gadsden County,Florida,12,039,36.5
Gilchrist County,Florida,12,041,37.3
Glades County,Florida,12,043,35.3
Gulf County,Florida,12,045,39.2
Hamilton County,Florida,12,047,39.9
Hardee County,Florida,12,049,40.2
Hendry County,Florida,12,051,41.1
Hernando County,Florida,12,053,30.2
Highlands County,Florida,12,055,27.4
Hillsborough County,Florida,12,057,41.8
Holmes County,Florida,12,059,37.2
Indian River County,Florida,12,061,28.1
Jackson County,Florida,12,063,39.2
Jefferson County,Florida,12,065,34.5
Lafayette County,Florida,12,067,42.4
Lake County,Florida,12,069,31.7
Lee County,Florida,12,071,31.6
Leon County,Florida,12,073,50.8
Levy County,Florida,12,075,31.7
Liberty County,Florida,12,077,46.7
Madison County,Florida,12,079,37.1
Manatee County,Florida,12,081,31.1
Marion County,Florida,12,083,30.6
Martin County,Florida,12,085,28.2
Monroe County,Florida,12,087,34.4
Nassau County,Florida,12,089,33.6
Okaloosa County,Florida,12,091,40.5
Okeechobee County,Florida,12,093,37.4
Orange County,Florida,12,095,45.7
Osceola County,Florida,12,097,42.8
Palm Beach County,Florida,12,099,34.7
Pasco County,Florida,12,101,33.8
Pinellas County,Florida,12,103,32.8
Polk County,Florida,12,105,36.8
Putnam County,Florida,12,107,32.1
Saint Johns County,Florida,12,109,34.4
Saint Lucie County,Florida,12,111,33.7
Santa Rosa County,Florida,12,113,38.9
Sarasota County,Florida,12,115,25.8
Seminole County,Florida,12,117,40.6
Sumter County,Florida,12,119,16.8
Suwannee County,Florida,12,121,35.0
Taylor County,Florida,12,123,38.4
Union County,Florida,12,125,41.7
Volusia County,Florida,12,127,33.4
Wakulla County,Florida,12,129,39.4
Walton County,Florida,12,131,34.9
Washington County,Florida,12,133,38.7
Appling County,Georgia,13,001,35.4
Atkinson County,Georgia,13,003,37.7
Bacon County,Georgia,13,005,38.5
Baker County,Georgia,13,007,35.4
Baldwin County,Georgia,13,009,44.3
Banks County,Georgia,13,011,36.9
Barrow County,Georgia,13,013,41.5
Bartow County,Georgia,13,015,39.3
Ben Hill County,Georgia,13,017,36.6
Berrien County,Georgia,13,019,36.9
Bibb County,Georgia,13,021,39.5
Bleckley County,Georgia,13,023,41.1
Brantley County,Georgia,13,025,36.4
Brooks County,Georgia,13,027,34.6
Bryan County,Georgia,13,029,42.0
Bulloch County,Georgia,13,031,52.4
Burke County,Georgia,13,033,36.7
Butts County,Georgia,13,035,40.9
Calhoun County,Georgia,13,037,43.9
Camden County,Georgia,13,039,43.7
Candler County,Georgia,13,043,37.3
Carroll County,Georgia,13,045,43.2
Catoosa County,Georgia,13,047,38.0
Charlton County,Georgia,13,049,40.7
Chatham County,Georgia,13,051,43.7
Chattahoochee County,Georgia,13,053,66.5
Chattooga County,Georgia,13,055,37.5
Cherokee County,Georgia,13,057,39.0
Clarke County,Georgia,13,059,57.4
Clay County,Georgia,13,061,31.1
Clayton County,Georgia,13,063,43.8
Clinch County,Georgia,13,065,36.7
Cobb County,Georgia,13,067,42.4
Coffee County,Georgia,13,069,41.8
Colquitt County,Georgia,13,071,39.2
Columbia County,Georgia,13,073,40.7
Cook County,Georgia,13,075,37.7
Coweta County,Georgia,13,077,39.0
Crawford County,Georgia,13,079,34.2
Crisp County,Georgia,13,081,36.3
Dade County,Georgia,13,083,39.2
Dawson County,Georgia,13,085,35.2
Decatur County,Georgia,13,087,38.0
DeKalb County,Georgia,13,089,43.8
Dodge County,Georgia,13,091,39.1
Dooly County,Georgia,13,093,38.5
Dougherty County,Georgia,13,095,41.0
Douglas County,Georgia,13,097,41.0
Early County,Georgia,13,099,34.7
Echols County,Georgia,13,101,39.0
Effingham County,Georgia,13,103,41.0
Elbert County,Georgia,13,105,35.1
Emanuel County,Georgia,13,107,37.9
Evans County,Georgia,13,109,36.2
Fannin County,Georgia,13,111,28.4
Fayette County,Georgia,13,113,33.9
Floyd County,Georgia,13,115,39.2
Forsyth County,Georgia,13,117,38.3
Franklin County,Georgia,13,119,36.3
Fulton County,Georgia,13,121,45.4
Gilmer County,Georgia,13,123,32.1
Glascock County,Georgia,13,125,34.6
Glynn County,Georgia,13,127,35.8
Gordon County,Georgia,13,129,39.1
Grady County,Georgia,13,131,35.9
Greene County,Georgia,13,133,29.4
Gwinnett County,Georgia,13,135,42.4
Habersham County,Georgia,13,137,37.7
Hall County,Georgia,13,139,39.6
Hancock County,Georgia,13,141,38.7
Haralson County,Georgia,13,143,37.0
Harris County,Georgia,13,145,34.8
Hart County,Georgia,13,147,34.7
Heard County,Georgia,13,149,35.4
Henry County,Georgia,13,151,41.0
Houston County,Georgia,13,153,41.4
Irwin County,Georgia,13,155,39.6
Jackson County,Georgia,13,157,38.8
Jasper County,Georgia,13,159,35.0
Jeff Davis County,Georgia,13,161,37.3
Jefferson County,Georgia,13,163,36.5
Jenkins County,Georgia,13,165,34.6
Johnson County,Georgia,13,167,38.6
Jones County,Georgia,13,169,36.9
Lamar County,Georgia,13,171,40.9
Lanier County,Georgia,13,173,42.4
Laurens County,Georgia,13,175,37.2
Lee County,Georgia,13,177,41.1
Liberty County,Georgia,13,179,48.1
Lincoln County,Georgia,13,181,32.0
Long County,Georgia,13,183,44.1
Lowndes County,Georgia,13,185,47.8
Lumpkin County,Georgia,13,187,43.4
McDuffie County,Georgia,13,189,36.1
McIntosh County,Georgia,13,191,31.2
Macon County,Georgia,13,193,40.2
Madison County,Georgia,13,195,36.5
Marion County,Georgia,13,197,32.9
Meriwether County,Georgia,13,199,34.9
Miller County,Georgia,13,201,34.7
Mitchell County,Georgia,13,205,39.0
Monroe County,Georgia,13,207,36.0
Montgomery County,Georgia,13,209,39.5
Morgan County,Georgia,13,211,32.4
Murray County,Georgia,13,213,39.1
Muscogee County,Georgia,13,215,43.4
Newton County,Georgia,13,217,40.5
Oconee County,Georgia,13,219,36.4
Oglethorpe County,Georgia,13,221,36.2
Paulding County,Georgia,13,223,41.9
Peach County,Georgia,13,225,41.3
Pickens County,Georgia,13,227,33.3
Pierce County,Georgia,13,229,36.3
Pike County,Georgia,13,231,37.8
Polk County,Georgia,13,233,38.1
Pulaski County,Georgia,13,235,41.2
Putnam County,Georgia,13,237,31.7
Quitman County,Georgia,13,239,29.2
Rabun County,Georgia,13,241,32.2
Randolph County,Georgia,13,243,30.2
Richmond County,Georgia,13,245,43.1
Rockdale County,Georgia,13,247,38.2
Schley County,Georgia,13,249,36.7
Screven County,Georgia,13,251,36.6
Seminole County,Georgia,13,253,33.9
Spalding County,Georgia,13,255,37.7
Stephens County,Georgia,13,257,35.4
Stewart County,Georgia,13,259,50.1
Sumter County,Georgia,13,261,40.8
Talbot County,Georgia,13,263,30.3
Taliaferro County,Georgia,13,265,39.6
Tattnall County,Georgia,13,267,43.7
Taylor County,Georgia,13,269,35.0
Telfair County,Georgia,13,271,41.8
Terrell County,Georgia,13,273,34.7
Thomas County,Georgia,13,275,36.3
Tift County,Georgia,13,277,41.1
Toombs County,Georgia,13,279,37.4
Towns County,Georgia,13,281,30.8
Treutlen County,Georgia,13,283,36.0
Troup County,Georgia,13,285,39.8
Turner County,Georgia,13,287,35.7
Twiggs County,Georgia,13,289,32.4
Union County,Georgia,13,291,26.6
Upson County,Georgia,13,293,36.0
Walker County,Georgia,13,295,36.3
Walton County,Georgia,13,297,37.7
Ware County,Georgia,13,299,37.8
Warren County,Georgia,13,301,32.1
Washington County,Georgia,13,303,37.7
Wayne County,Georgia,13,305,38.5
Webster County,Georgia,13,307,32.4
Wheeler County,Georgia,13,309,46.3
White County,Georgia,13,311,33.5
Whitfield County,Georgia,13,313,40.3
Wilcox County,Georgia,13,315,40.4
Wilkes County,Georgia,13,317,33.2
Wilkinson County,Georgia,13,319,34.4
Worth County,Georgia,13,321,35.3
Hawaii County,Hawaii,15,001,34.9
Honolulu County,Hawaii,15,003,41.0
Kauai County,Hawaii,15,007,35.0
Kalawao County,Hawaii,15,005,24.4
Maui County,Hawaii,15,009,36.9
Ada County,Idaho,16,001,41.4
Adams County,Idaho,16,003,25.2
Bannock County,Idaho,16,005,42.5
Bear Lake County,Idaho,16,007,34.0
Benewah County,Idaho,16,009,29.2
Bingham County,Idaho,16,011,37.5
Blaine County,Idaho,16,013,34.2
Boise County,Idaho,16,015,26.2
Bonner County,Idaho,16,017,30.3
Bonneville County,Idaho,16,019,39.4
Boundary County,Idaho,16,021,31.9
Butte County,Idaho,16,023,31.9
Camas County,Idaho,16,025,25.5
Canyon County,Idaho,16,027,40.4
Caribou County,Idaho,16,029,34.7
Cassia County,Idaho,16,031,37.7
Clearwater County,Idaho,16,035,30.6
Custer County,Idaho,16,037,26.9
Elmore County,Idaho,16,039,43.4
Franklin County,Idaho,16,041,37.5
Fremont County,Idaho,16,043,37.3
Gem County,Idaho,16,045,30.9
Gooding County,Idaho,16,047,36.0
Idaho County,Idaho,16,049,29.1
Jefferson County,Idaho,16,051,38.8
Jerome County,Idaho,16,053,38.5
Kootenai County,Idaho,16,055,36.7
Latah County,Idaho,16,057,52.1
Lemhi County,Idaho,16,059,26.7
Lewis County,Idaho,16,061,28.1
Lincoln County,Idaho,16,063,37.7
Madison County,Idaho,16,065,57.9
Minidoka County,Idaho,16,067,37.0
Nez Perce County,Idaho,16,069,36.8
Oneida County,Idaho,16,071,32.1
Owyhee County,Idaho,16,073,35.6
Payette County,Idaho,16,075,35.2
Power County,Idaho,16,077,35.3
Shoshone County,Idaho,16,079,31.1
Teton County,Idaho,16,081,41.1
Twin Falls County,Idaho,16,083,38.9
Valley County,Idaho,16,085,28.5
Washington County,Idaho,16,087,30.1
Adams County,Illinois,17,001,35.3
Alexander County,Illinois,17,003,31.6
Bond County,Illinois,17,005,39.3
Boone County,Illinois,17,007,37.8
Brown County,Illinois,17,009,46.9
Bureau County,Illinois,17,011,33.5
Calhoun County,Illinois,17,013,31.0
Carroll County,Illinois,17,015,31.5
Cass County,Illinois,17,017,36.0
Champaign County,Illinois,17,019,52.1
Christian County,Illinois,17,021,35.9
Clark County,Illinois,17,023,34.4
Clay County,Illinois,17,025,33.3
Clinton County,Illinois,17,027,38.1
Coles County,Illinois,17,029,46.0
Cook County,Illinois,17,031,42.8
Crawford County,Illinois,17,033,37.8
Cumberland County,Illinois,17,035,34.4
DeKalb County,Illinois,17,037,48.3
De Witt County,Illinois,17,039,34.6
Douglas County,Illinois,17,041,36.6
DuPage County,Illinois,17,043,38.7
Edgar County,Illinois,17,045,33.8
Edwards County,Illinois,17,047,33.2
Effingham County,Illinois,17,049,36.5
Fayette County,Illinois,17,051,37.9
Ford County,Illinois,17,053,34.0
Franklin County,Illinois,17,055,35.1
Fulton County,Illinois,17,057,36.8
Gallatin County,Illinois,17,059,32.1
Greene County,Illinois,17,061,35.4
Grundy County,Illinois,17,063,39.5
Hamilton County,Illinois,17,065,33.2
Hancock County,Illinois,17,067,31.5
Hardin County,Illinois,17,069,35.1
Henderson County,Illinois,17,071,29.8
Henry County,Illinois,17,073,34.3
Iroquois County,Illinois,17,075,33.2
Jackson County,Illinois,17,077,49.8
Jasper County,Illinois,17,079,32.9
Jefferson County,Illinois,17,081,36.5
Jersey County,Illinois,17,083,36.1
Jo Daviess County,Illinois,17,085,30.1
Johnson County,Illinois,17,087,38.0
Kane County,Illinois,17,089,39.7
Kankakee County,Illinois,17,091,38.8
Kendall County,Illinois,17,093,42.6
Knox County,Illinois,17,095,36.7
Lake County,Illinois,17,097,38.8
LaSalle County,Illinois,17,099,36.1
Lawrence County,Illinois,17,101,40.4
Lee County,Illinois,17,103,36.1
Livingston County,Illinois,17,105,36.3
Logan County,Illinois,17,107,40.1
McDonough County,Illinois,17,109,48.6
McHenry County,Illinois,17,111,37.3
McLean County,Illinois,17,113,46.6
Macon County,Illinois,17,115,36.2
Macoupin County,Illinois,17,117,34.7
Madison County,Illinois,17,119,37.9
Marion County,Illinois,17,121,34.8
Marshall County,Illinois,17,123,31.8
Mason County,Illinois,17,125,32.4
Massac County,Illinois,17,127,33.0
Menard County,Illinois,17,129,33.6
Mercer County,Illinois,17,131,32.6
Monroe County,Illinois,17,133,34.4
Montgomery County,Illinois,17,135,36.5
Morgan County,Illinois,17,137,38.1
Moultrie County,Illinois,17,139,35.0
Ogle County,Illinois,17,141,35.2
Peoria County,Illinois,17,143,39.2
Perry County,Illinois,17,145,39.1
Piatt County,Illinois,17,147,34.1
Pike County,Illinois,17,149,34.3
Pope County,Illinois,17,151,26.7
Pulaski County,Illinois,17,153,33.0
Putnam County,Illinois,17,155,30.8
Randolph County,Illinois,17,157,38.2
Richland County,Illinois,17,159,34.0
Rock Island County,Illinois,17,161,36.9
Saint Clair County,Illinois,17,163,38.7
Saline County,Illinois,17,165,35.4
Sangamon County,Illinois,17,167,37.4
Schuyler County,Illinois,17,169,33.1
Scott County,Illinois,17,171,33.2
Shelby County,Illinois,17,173,33.1
Stark County,Illinois,17,175,32.3
Stephenson County,Illinois,17,177,32.5
Tazewell County,Illinois,17,179,36.6
Union County,Illinois,17,181,33.8
Vermilion County,Illinois,17,183,35.6
Wabash County,Illinois,17,185,34.4
Warren County,Illinois,17,187,38.5
Washington County,Illinois,17,189,34.0
Wayne County,Illinois,17,191,33.4
White County,Illinois,17,193,32.8
Whiteside County,Illinois,17,195,34.3
Will County,Illinois,17,197,39.9
Williamson County,Illinois,17,199,36.9
Winnebago County,Illinois,17,201,37.1
Woodford County,Illinois,17,203,35.2
Adams County,Indiana,18,001,35.6
Allen County,Indiana,18,003,39.6
Bartholomew County,Indiana,18,005,38.8
Benton County,Indiana,18,007,34.6
Blackford County,Indiana,18,009,33.2
Boone County,Indiana,18,011,37.0
Brown County,Indiana,18,013,29.6
Carroll County,Indiana,18,015,34.8
Cass County,Indiana,18,017,36.9
Clark County,Indiana,18,019,39.5
Clay County,Indiana,18,021,36.2
Clinton County,Indiana,18,023,36.2
Crawford County,Indiana,18,025,33.8
Daviess County,Indiana,18,027,36.8
Dearborn County,Indiana,18,029,35.4
Decatur County,Indiana,18,031,37.0
DeKalb County,Indiana,18,033,36.7
Delaware County,Indiana,18,035,44.5
Dubois County,Indiana,18,037,35.6
Elkhart County,Indiana,18,039,38.6
Fayette County,Indiana,18,041,35.1
Floyd County,Indiana,18,043,37.8
Fountain County,Indiana,18,045,34.7
Franklin County,Indiana,18,047,34.8
Fulton County,Indiana,18,049,34.1
Gibson County,Indiana,18,051,36.3
Grant County,Indiana,18,053,38.1
Greene County,Indiana,18,055,34.5
Hamilton County,Indiana,18,057,39.5
Hancock County,Indiana,18,059,36.9
Harrison County,Indiana,18,061,35.0
Hendricks County,Indiana,18,063,39.9
Henry County,Indiana,18,065,37.0
Howard County,Indiana,18,067,35.4
Huntington County,Indiana,18,069,37.9
Jackson County,Indiana,18,071,37.9
Jasper County,Indiana,18,073,37.1
Jay County,Indiana,18,075,35.3
Jefferson County,Indiana,18,077,38.8
Jennings County,Indiana,18,079,37.1
