County,State,mean_life_expectancy,State_FIPS,County_FIPS,age_18_and_under_percentage
Inyo County,California,79.4082290287002,06,027,20.1
Kern County,California,77.1798988763483,06,029,29.2
Kings County,California,79.5158893403858,06,031,27.3
Lake County,California,74.9388266144901,06,033,20.7
Lassen County,California,78.2889851142427,06,035,15.8
Los Angeles County,California,81.7722051489058,06,037,22.2
Madera County,California,79.1324957900949,06,039,27.6
Marin County,California,85.0172356317939,06,041,20.3
Mariposa County,California,80.0918795754373,06,043,16.3
Mendocino County,California,78.8622505182297,06,045,21.6
Merced County,California,78.6740314276637,06,047,29.8
Modoc County,California,77.2922317763807,06,049,19.4
Mono County,California,85.3082290449747,06,051,19.0
Monterey County,California,82.0510756660361,06,053,26.3
Napa County,California,81.4546639927278,06,055,21.3
Nevada County,California,81.1772572867672,06,057,17.3
Orange County,California,82.7692260205684,06,059,22.5
Placer County,California,81.8330268106076,06,061,22.6
Plumas County,California,78.4717776495267,06,063,16.4
Riverside County,California,80.5162407320043,06,065,25.8
Sacramento County,California,79.3400394926971,06,067,24.0
San Benito County,California,81.8119632950539,06,069,26.3
San Bernardino County,California,78.4608787343935,06,071,26.8
San Diego County,California,81.8152724349575,06,073,22.0
San Francisco County,California,83.2321058302004,06,075,13.4
San Joaquin County,California,78.22543142894,06,077,27.5
San Luis Obispo County,California,81.3157003484936,06,079,17.9
San Mateo County,California,84.3845629127664,06,081,21.1
Santa Barbara County,California,81.7643311735787,06,083,22.3
Santa Clara County,California,84.2543556639128,06,085,22.5
Santa Cruz County,California,82.4374330425814,06,087,19.6
Shasta County,California,76.0083184102708,06,089,21.6
Sierra County,California,78.7559184759067,06,091,15.1
Siskiyou County,California,76.3397555392635,06,093,20.2
Solano County,California,79.9136116310706,06,095,22.5
Sonoma County,California,81.7938284667815,06,097,20.1
Stanislaus County,California,77.7850070672191,06,099,27.2
Sutter County,California,78.5169447108835,06,101,26.2
Tehama County,California,77.2351720137537,06,103,24.0
Trinity County,California,76.4541995192134,06,105,16.9
Tulare County,California,78.1677031872242,06,107,31.2
Tuolumne County,California,78.6328973173773,06,109,16.7
Ventura County,California,82.0434292248645,06,111,23.5
Yolo County,California,81.0912989720667,06,113,21.4
Yuba County,California,75.7914021288201,06,115,27.7
Alamosa County,Colorado,75.9550396158801,08,003,23.9
Archuleta County,Colorado,81.8918030047636,08,007,17.1
Baca County,Colorado,77.3383444138467,08,009,20.7
Bent County,Colorado,75.9748616124026,08,011,15.4
Chaffee County,Colorado,81.4641560038579,08,015,15.5
Cheyenne County,Colorado,78.6879955565073,08,017,33.9
Clear Creek County,Colorado,82.6610229885307,08,019,15.7
Conejos County,Colorado,76.4373705834421,08,021,27.1
Costilla County,Colorado,77.0920679641841,08,023,18.2
Crowley County,Colorado,76.8847458813323,08,025,12.7
Custer County,Colorado,81.3761757630446,08,027,17.2
Delta County,Colorado,78.0299071880757,08,029,20.4
Dolores County,Colorado,79.4560888187491,08,033,19.3
Douglas County,Colorado,83.6399311898685,08,035,27.2
Eagle County,Colorado,88.7167159091399,08,037,22.3
Elbert County,Colorado,81.8237081925238,08,039,21.9
El Paso County,Colorado,78.8347552744772,08,041,24.6
Fremont County,Colorado,77.2051035308431,08,043,16.5
Garfield County,Colorado,80.6819634064959,08,045,25.7
Gilpin County,Colorado,81.7945176234942,08,047,16.2
Grand County,Colorado,84.0098966721527,08,049,17.6
Gunnison County,Colorado,82.913042229065,08,051,17.7
Huerfano County,Colorado,75.4585720983573,08,055,16.1
Jackson County,Colorado,79.59835257654,08,057,19.1
Kiowa County,Colorado,77.3704120148078,08,061,28.8
Kit Carson County,Colorado,79.5622504984928,08,063,23.5
Lake County,Colorado,82.0248236188546,08,065,16.7
La Plata County,Colorado,81.9648873514121,08,067,19.2
Larimer County,Colorado,81.6003124510936,08,069,20.1
Las Animas County,Colorado,76.5856454888699,08,071,18.0
Lincoln County,Colorado,78.552506862319,08,073,20.0
Logan County,Colorado,79.4270063355196,08,075,21.4
Mesa County,Colorado,78.3834696871957,08,077,22.0
Moffat County,Colorado,78.3900592917377,08,081,25.9
Montezuma County,Colorado,77.4763661365105,08,083,22.4
Montrose County,Colorado,79.5886762336159,08,085,22.0
Morgan County,Colorado,78.2634199069944,08,087,26.3
Otero County,Colorado,75.1862520954706,08,089,23.4
Ouray County,Colorado,84.2141800769531,08,091,14.6
Park County,Colorado,82.8974961064367,08,093,17.3
Phillips County,Colorado,80.5145148117585,08,095,25.7
Pitkin County,Colorado,91.3769660058971,08,097,16.0
Prowers County,Colorado,76.8437289856315,08,099,25.1
Pueblo County,Colorado,76.4093117151939,08,101,22.9
Rio Blanco County,Colorado,78.8548637165788,08,103,25.7
Rio Grande County,Colorado,76.8193945628893,08,105,23.4
Routt County,Colorado,83.4376463460472,08,107,18.6
Saguache County,Colorado,79.6752296378427,08,109,21.8
San Miguel County,Colorado,86.3598650866599,08,113,18.3
Sedgwick County,Colorado,77.7498097799942,08,115,22.9
Summit County,Colorado,91.6203651627367,08,117,16.5
Teller County,Colorado,80.6009263302177,08,119,18.1
Washington County,Colorado,79.4354096367131,08,121,22.9
Yuma County,Colorado,79.0815160968291,08,125,26.8
Adams County,Colorado,80.5457104115307,08,001,27.2
Arapahoe County,Colorado,80.5457104115307,08,005,24.1
Boulder County,Colorado,80.5457104115307,08,013,19.6
Broomfield County,Colorado,80.5457104115307,08,014,23.7
Denver County,Colorado,80.5457104115307,08,031,20.2
Jefferson County,Colorado,80.5457104115307,08,059,20.3
Weld County,Colorado,80.5457104115307,08,123,26.6
Fairfield County,Connecticut,82.7977032113756,09,001,23.0
Hartford County,Connecticut,80.2331635773284,09,003,21.3
Litchfield County,Connecticut,80.3658992109622,09,005,18.8
Middlesex County,Connecticut,81.247531185785,09,007,18.4
New Haven County,Connecticut,80.122180105688,09,009,20.6
New London County,Connecticut,79.826808998402,09,011,19.8
Tolland County,Connecticut,81.7788690174239,09,013,17.9
Windham County,Connecticut,78.8197586759148,09,015,20.2
Kent County,Delaware,77.2112341918458,10,001,23.2
New Castle County,Delaware,78.2865084160653,10,003,21.8
Sussex County,Delaware,78.5673807823887,10,005,19.0
Alachua County,Florida,78.4535602220354,12,001,18.0
Baker County,Florida,74.9514582037514,12,003,24.1
Bay County,Florida,75.7253025508484,12,005,21.6
Bradford County,Florida,75.0073944133113,12,007,20.3
Brevard County,Florida,77.2716340365655,12,009,18.5
Broward County,Florida,80.4755284438197,12,011,21.4
Calhoun County,Florida,74.6914495357496,12,013,21.4
Charlotte County,Florida,80.1348066988875,12,015,12.5
Citrus County,Florida,75.1336556402493,12,017,14.9
Clay County,Florida,77.1640126531372,12,019,23.8
Collier County,Florida,84.9489435983752,12,021,17.7
Columbia County,Florida,74.9542147993122,12,023,21.9
Miami-Dade County,Florida,81.0909251968586,12,086,20.4
DeSoto County,Florida,79.1692556409631,12,027,19.6
Dixie County,Florida,74.5193170945958,12,029,18.6
Duval County,Florida,75.6970284676225,12,031,22.7
Escambia County,Florida,74.9537469330096,12,033,20.9
Flagler County,Florida,78.8020239192313,12,035,17.5
Franklin County,Florida,75.9928495625828,12,037,16.4
Gadsden County,Florida,75.3416140743242,12,039,21.9
Gilchrist County,Florida,76.6196658152052,12,041,20.2
Glades County,Florida,80.213599524511,12,043,15.9
Gulf County,Florida,76.31210239981,12,045,16.4
Hamilton County,Florida,75.1836206795715,12,047,19.0
Hardee County,Florida,78.2553790330659,12,049,26.5
Hendry County,Florida,77.0832219158998,12,051,26.9
Hernando County,Florida,76.4160896851137,12,053,18.6
Highlands County,Florida,78.2770855206328,12,055,17.3
Hillsborough County,Florida,78.7539862110352,12,057,22.9
Holmes County,Florida,72.9734087683611,12,059,19.6
Indian River County,Florida,80.0688913457515,12,061,16.8
Jackson County,Florida,74.4322343859382,12,063,18.6
Jefferson County,Florida,76.9589195702897,12,065,16.4
Lafayette County,Florida,76.8777569268263,12,067,22.5
Lake County,Florida,78.2469781435388,12,069,19.6
Lee County,Florida,81.5729772276075,12,071,18.1
Leon County,Florida,79.0301737876123,12,073,18.7
Levy County,Florida,74.7957604460706,12,075,19.9
Liberty County,Florida,75.7134300877082,12,077,16.7
Madison County,Florida,75.0211610783484,12,079,19.0
Manatee County,Florida,80.4145051875017,12,081,18.9
Marion County,Florida,75.9104693910342,12,083,18.7
Martin County,Florida,81.3154961822022,12,085,16.6
Monroe County,Florida,79.8589989128447,12,087,15.1
Nassau County,Florida,77.2494441968309,12,089,20.1
Okaloosa County,Florida,77.4373108710462,12,091,22.2
Okeechobee County,Florida,75.9744426993115,12,093,21.8
Orange County,Florida,79.6595177084295,12,095,22.5
Osceola County,Florida,78.9109833340189,12,097,24.8
Palm Beach County,Florida,81.4781513545173,12,099,19.4
Pasco County,Florida,77.209084296734,12,101,20.4
Pinellas County,Florida,78.4281181387948,12,103,16.6
Polk County,Florida,77.8067617494822,12,105,22.4
Putnam County,Florida,73.901215098391,12,107,21.5
Saint Johns County,Florida,80.7073688844269,12,109,21.9
Saint Lucie County,Florida,79.4596418043113,12,111,20.3
Santa Rosa County,Florida,77.3915324879814,12,113,22.2
Sarasota County,Florida,81.0591538508499,12,115,14.6
Seminole County,Florida,79.9049694273451,12,117,21.3
Sumter County,Florida,80.4754543414289,12,119,7.3
Suwannee County,Florida,75.1589535656509,12,121,21.7
Taylor County,Florida,74.7285796616171,12,123,19.2
Union County,Florida,67.7658357745847,12,125,18.9
Volusia County,Florida,76.3372145765431,12,127,17.9
Wakulla County,Florida,76.4018685621857,12,129,21.4
Walton County,Florida,77.6910869065515,12,131,20.3
Washington County,Florida,72.8104666515528,12,133,19.8
Appling County,Georgia,74.1097615751301,13,001,25.0
Atkinson County,Georgia,73.5443620196483,13,003,27.4
Bacon County,Georgia,72.6255878368236,13,005,25.6
Baker County,Georgia,77.2147827275408,13,007,19.8
Baldwin County,Georgia,75.9591221129701,13,009,19.2
Banks County,Georgia,76.8075277666983,13,011,23.0
Barrow County,Georgia,76.6625325239611,13,013,26.6
Bartow County,Georgia,76.4675113465904,13,015,24.7
Ben Hill County,Georgia,73.0822171824974,13,017,25.3
Berrien County,Georgia,74.4055440206896,13,019,24.2
Bibb County,Georgia,73.8807694893633,13,021,24.8
Bleckley County,Georgia,75.8889059006946,13,023,21.9
Brantley County,Georgia,74.4239219349596,13,025,24.1
Brooks County,Georgia,74.7858557927481,13,027,21.9
Bryan County,Georgia,76.1882691853995,13,029,29.3
Bulloch County,Georgia,77.005128319724,13,031,20.0
Burke County,Georgia,73.9364629181846,13,033,26.1
Butts County,Georgia,74.038792732603,13,035,20.7
Calhoun County,Georgia,74.4490104932185,13,037,17.9
Camden County,Georgia,78.0381542177322,13,039,24.5
Candler County,Georgia,73.5454730234984,13,043,25.1
Carroll County,Georgia,75.3050871542808,13,045,24.0
Catoosa County,Georgia,77.7463764116626,13,047,23.2
Charlton County,Georgia,76.401462816314,13,049,19.1
Chatham County,Georgia,77.6961215377425,13,051,21.8
Chattahoochee County,Georgia,77.3047046244563,13,053,21.5
Chattooga County,Georgia,73.540698248083,13,055,22.6
Cherokee County,Georgia,80.0614584461507,13,057,25.3
Clarke County,Georgia,78.885669773019,13,059,17.4
Clay County,Georgia,74.0815653772769,13,061,19.5
Clayton County,Georgia,76.698286556638,13,063,28.1
Clinch County,Georgia,72.462441517972,13,065,26.8
Cobb County,Georgia,80.4588649148347,13,067,24.2
Coffee County,Georgia,74.4493273658183,13,069,24.6
Colquitt County,Georgia,74.1088665777009,13,071,26.4
Columbia County,Georgia,80.1413477711469,13,073,25.7
Cook County,Georgia,74.4180129870213,13,075,25.9
Coweta County,Georgia,78.5194372038008,13,077,25.1
Crawford County,Georgia,75.6413346632261,13,079,21.2
Crisp County,Georgia,74.6751370900589,13,081,24.9
Dade County,Georgia,75.3267305299081,13,083,18.9
Dawson County,Georgia,78.1651309282708,13,085,21.0
Decatur County,Georgia,73.6932293189229,13,087,24.6
DeKalb County,Georgia,80.1708909176351,13,089,23.4
Dodge County,Georgia,75.2115210970033,13,091,20.0
Dooly County,Georgia,78.3861163186296,13,093,18.2
Dougherty County,Georgia,74.4307031989871,13,095,24.3
Douglas County,Georgia,77.6118621931012,13,097,26.4
Early County,Georgia,73.4100397646834,13,099,24.9
Echols County,Georgia,77.3138543207156,13,101,21.6
Effingham County,Georgia,76.5227017348973,13,103,26.8
Elbert County,Georgia,74.4652122951677,13,105,21.9
Emanuel County,Georgia,72.8374850896249,13,107,25.1
Evans County,Georgia,74.9623415964071,13,109,26.5
Fannin County,Georgia,77.3602030871136,13,111,17.1
Fayette County,Georgia,81.0336445526931,13,113,23.4
Floyd County,Georgia,75.0961301003414,13,115,23.4
Forsyth County,Georgia,81.9106821070703,13,117,28.3
Franklin County,Georgia,73.9741040026346,13,119,22.0
Fulton County,Georgia,79.2621914216746,13,121,22.5
Gilmer County,Georgia,78.0716109761037,13,123,19.7
Glascock County,Georgia,73.4032244860579,13,125,23.4
Glynn County,Georgia,77.4064219080965,13,127,22.5
Gordon County,Georgia,75.5910815019174,13,129,25.0
Grady County,Georgia,75.6390967986397,13,131,24.9
Greene County,Georgia,78.0771638862825,13,133,19.2
Gwinnett County,Georgia,80.8576416981151,13,135,27.4
Habersham County,Georgia,77.4621360966414,13,137,22.7
Hall County,Georgia,79.0513221599094,13,139,26.0
Hancock County,Georgia,75.4561378964738,13,141,14.2
Haralson County,Georgia,73.4638395369125,13,143,24.3
Harris County,Georgia,79.4514638028953,13,145,21.9
Hart County,Georgia,77.0465029717568,13,147,21.0
Heard County,Georgia,74.935041415743,13,149,23.3
Henry County,Georgia,77.4629291963644,13,151,26.4
Houston County,Georgia,77.4534964434465,13,153,25.7
Irwin County,Georgia,74.9026897719718,13,155,21.7
Jackson County,Georgia,76.5773842944624,13,157,25.5
Jasper County,Georgia,75.8994510443067,13,159,23.9
Jeff Davis County,Georgia,73.3471646371562,13,161,27.0
Jefferson County,Georgia,72.7895471617176,13,163,23.8
Jenkins County,Georgia,73.4074632261848,13,165,23.1
Johnson County,Georgia,76.0443954513394,13,167,19.8
Jones County,Georgia,77.942514638968,13,169,23.7
Lamar County,Georgia,74.6480848746682,13,171,20.9
Lanier County,Georgia,75.5741908250113,13,173,25.5
Laurens County,Georgia,74.6415276577823,13,175,24.7
Lee County,Georgia,76.6576573244205,13,177,26.6
Liberty County,Georgia,76.4063478776102,13,179,28.3
Lincoln County,Georgia,76.4608108585207,13,181,19.5
Long County,Georgia,78.6678466420593,13,183,28.1
Lowndes County,Georgia,75.9053554729163,13,185,24.0
Lumpkin County,Georgia,77.8193013989251,13,187,18.0
McDuffie County,Georgia,73.9498156118123,13,189,25.5
McIntosh County,Georgia,79.9990111330534,13,191,17.3
Macon County,Georgia,73.723715857393,13,193,19.5
Madison County,Georgia,76.1066582067992,13,195,23.1
Marion County,Georgia,76.443197414621,13,197,19.4
Meriwether County,Georgia,74.5741063488475,13,199,21.9
Miller County,Georgia,73.2470191384742,13,201,22.9
Mitchell County,Georgia,74.0620100864053,13,205,23.2
Monroe County,Georgia,77.7871454148834,13,207,20.9
Montgomery County,Georgia,75.0883350470393,13,209,21.0
Morgan County,Georgia,77.5186789574759,13,211,22.5
Murray County,Georgia,74.9700556257629,13,213,25.1
Muscogee County,Georgia,74.2394264544026,13,215,24.8
Newton County,Georgia,76.2607976221268,13,217,26.7
Oconee County,Georgia,81.2570674760447,13,219,26.8
Oglethorpe County,Georgia,77.8557806138768,13,221,21.5
Paulding County,Georgia,78.7395615987406,13,223,27.0
Peach County,Georgia,73.6937146784614,13,225,21.5
Pickens County,Georgia,77.29387497581,13,227,20.6
Pierce County,Georgia,74.3784226065327,13,229,25.1
Pike County,Georgia,75.618283423444,13,231,23.9
Polk County,Georgia,73.3637862551743,13,233,25.9
Pulaski County,Georgia,77.923376389831,13,235,17.6
Putnam County,Georgia,77.7080975315866,13,237,20.5
Quitman County,Georgia,75.7151571732725,13,239,18.5
Rabun County,Georgia,77.1270289914812,13,241,17.0
Randolph County,Georgia,74.8773742416869,13,243,25.7
Richmond County,Georgia,73.8895818653717,13,245,23.3
Rockdale County,Georgia,77.6928428558949,13,247,25.3
Schley County,Georgia,77.058150222235,13,249,23.7
Screven County,Georgia,74.6085022351091,13,251,21.8
Seminole County,Georgia,73.5921597026236,13,253,21.5
Spalding County,Georgia,74.3781789988297,13,255,24.0
Stephens County,Georgia,73.7027569889285,13,257,22.4
Stewart County,Georgia,74.37185142151,13,259,13.2
Sumter County,Georgia,74.3526146490998,13,261,23.3
Talbot County,Georgia,74.5787742587229,13,263,17.5
Taliaferro County,Georgia,74.5090321508796,13,265,14.5
Tattnall County,Georgia,75.0787450048277,13,267,20.7
