County,State,State_FIPS,County_FIPS,age_60_and_over
Wade Hampton Census Area,Alaska,02,270,
Northwest Arctic Borough,Alaska,02,188,11.7
Aleutians East Borough,Alaska,02,013,16.0
Aleutians West Census Area,Alaska,02,016,12.5
Dillingham Census Area,Alaska,02,070,15.3
Lake and Peninsula Borough,Alaska,02,164,15.3
Denali Borough,Alaska,02,068,21.5
Yukon-Koyukuk Census Area,Alaska,02,290,21.0
Hoonah-Angoon Census Area,Alaska,02,105,30.8
Skagway Municipality,Alaska,02,230,16.9
Yakutat City and Borough,Alaska,02,282,18.3
Ketchikan Gateway Borough,Alaska,02,130,22.5
Petersburg Borough,Alaska,02,195,27.3
Prince of Wales-Hyder Census Area,Alaska,02,198,22.8
Wrangell City and Borough,Alaska,02,275,30.6
Apache County,Arizona,04,001,20.6
Cochise County,Arizona,04,003,28.6
Coconino County,Arizona,04,005,17.3
Gila County,Arizona,04,007,36.1
Graham County,Arizona,04,009,18.7
Greenlee County,Arizona,04,011,17.9
Maricopa County,Arizona,04,013,19.9
Mohave County,Arizona,04,015,37.0
Navajo County,Arizona,04,017,23.2
Pima County,Arizona,04,019,25.0
Pinal County,Arizona,04,021,25.4
Santa Cruz County,Arizona,04,023,23.2
Yavapai County,Arizona,04,025,39.5
La Paz County,Arizona,04,012,45.1
Yuma County,Arizona,04,027,22.9
Arkansas County,Arkansas,05,001,26.3
Ashley County,Arkansas,05,003,25.6
Baxter County,Arkansas,05,005,39.2
Benton County,Arkansas,05,007,17.9
Boone County,Arkansas,05,009,26.4
Bradley County,Arkansas,05,011,25.3
Calhoun County,Arkansas,05,013,29.6
Carroll County,Arkansas,05,015,29.2
Chicot County,Arkansas,05,017,26.1
Clark County,Arkansas,05,019,21.8
Clay County,Arkansas,05,021,27.6
Cleburne County,Arkansas,05,023,34.1
Cleveland County,Arkansas,05,025,27.0
Columbia County,Arkansas,05,027,23.1
Conway County,Arkansas,05,029,25.4
Craighead County,Arkansas,05,031,18.6
Crawford County,Arkansas,05,033,21.9
Crittenden County,Arkansas,05,035,19.5
Cross County,Arkansas,05,037,24.2
Dallas County,Arkansas,05,039,29.7
Desha County,Arkansas,05,041,26.0
Drew County,Arkansas,05,043,22.8
Faulkner County,Arkansas,05,045,16.8
Franklin County,Arkansas,05,047,26.1
Fulton County,Arkansas,05,049,35.0
Garland County,Arkansas,05,051,29.9
Grant County,Arkansas,05,053,22.7
Greene County,Arkansas,05,055,20.3
Hempstead County,Arkansas,05,057,24.7
Hot Spring County,Arkansas,05,059,25.3
Howard County,Arkansas,05,061,24.0
Independence County,Arkansas,05,063,23.4
Izard County,Arkansas,05,065,31.3
Jackson County,Arkansas,05,067,23.5
Jefferson County,Arkansas,05,069,22.5
Johnson County,Arkansas,05,071,22.1
Lafayette County,Arkansas,05,073,30.1
Lawrence County,Arkansas,05,075,26.3
Lee County,Arkansas,05,077,24.8
Lincoln County,Arkansas,05,079,20.6
Little River County,Arkansas,05,081,27.1
Logan County,Arkansas,05,083,25.4
Lonoke County,Arkansas,05,085,18.4
Madison County,Arkansas,05,087,25.0
Marion County,Arkansas,05,089,37.2
Miller County,Arkansas,05,091,22.2
Mississippi County,Arkansas,05,093,19.9
Monroe County,Arkansas,05,095,31.2
Montgomery County,Arkansas,05,097,34.6
Nevada County,Arkansas,05,099,26.1
Newton County,Arkansas,05,101,34.6
Ouachita County,Arkansas,05,103,26.7
Perry County,Arkansas,05,105,25.8
Phillips County,Arkansas,05,107,24.6
Pike County,Arkansas,05,109,28.7
Poinsett County,Arkansas,05,111,24.0
Polk County,Arkansas,05,113,29.6
Pope County,Arkansas,05,115,20.8
Prairie County,Arkansas,05,117,29.7
Pulaski County,Arkansas,05,119,20.7
Randolph County,Arkansas,05,121,26.9
Saint Francis County,Arkansas,05,123,21.1
Saline County,Arkansas,05,125,23.1
Scott County,Arkansas,05,127,25.5
Searcy County,Arkansas,05,129,32.6
Sebastian County,Arkansas,05,131,21.1
Sevier County,Arkansas,05,133,19.8
Sharp County,Arkansas,05,135,33.3
Stone County,Arkansas,05,137,33.7
Union County,Arkansas,05,139,24.2
Van Buren County,Arkansas,05,141,33.5
Washington County,Arkansas,05,143,16.0
White County,Arkansas,05,145,21.3
Woodruff County,Arkansas,05,147,29.1
Yell County,Arkansas,05,149,22.8
Alameda County,California,06,001,18.8
Alpine County,California,06,003,35.1
Amador County,California,06,005,35.3
Butte County,California,06,007,24.2
Calaveras County,California,06,009,36.7
Colusa County,California,06,011,19.1
Contra Costa County,California,06,013,21.1
Del Norte County,California,06,015,23.3
El Dorado County,California,06,017,28.1
Fresno County,California,06,019,16.5
Glenn County,California,06,021,21.7
Humboldt County,California,06,023,23.9
Imperial County,California,06,025,17.3
Inyo County,California,06,027,31.3
Kern County,California,06,029,15.2
Kings County,California,06,031,14.0
Lake County,California,06,033,30.4
Lassen County,California,06,035,19.4
Los Angeles County,California,06,037,18.3
Madera County,California,06,039,18.7
Marin County,California,06,041,28.5
Mariposa County,California,06,043,36.3
Mendocino County,California,06,045,28.3
Merced County,California,06,047,15.4
Modoc County,California,06,049,34.1
Mono County,California,06,051,20.7
Monterey County,California,06,053,18.0
Napa County,California,06,055,24.7
Nevada County,California,06,057,35.0
Orange County,California,06,059,19.5
Placer County,California,06,061,25.2
Plumas County,California,06,063,37.8
Riverside County,California,06,065,19.0
Sacramento County,California,06,067,19.2
San Benito County,California,06,069,17.7
San Bernardino County,California,06,071,16.0
San Diego County,California,06,073,18.9
San Francisco County,California,06,075,20.9
San Joaquin County,California,06,077,17.5
San Luis Obispo County,California,06,079,25.8
San Mateo County,California,06,081,21.6
Santa Barbara County,California,06,083,20.0
Santa Clara County,California,06,085,18.1
Santa Cruz County,California,06,087,21.6
Shasta County,California,06,089,27.4
Sierra County,California,06,091,35.1
Siskiyou County,California,06,093,32.6
Solano County,California,06,095,21.4
Sonoma County,California,06,097,25.7
Stanislaus County,California,06,099,17.6
Sutter County,California,06,101,20.7
Tehama County,California,06,103,25.7
Trinity County,California,06,105,37.0
Tulare County,California,06,107,15.5
Tuolumne County,California,06,109,34.0
Ventura County,California,06,111,20.4
Yolo County,California,06,113,16.8
Yuba County,California,06,115,17.3
Alamosa County,Colorado,08,003,18.1
Archuleta County,Colorado,08,007,35.7
Baca County,Colorado,08,009,33.7
Bent County,Colorado,08,011,22.9
Chaffee County,Colorado,08,015,33.9
Cheyenne County,Colorado,08,017,17.6
Clear Creek County,Colorado,08,019,28.7
Conejos County,Colorado,08,021,25.3
Costilla County,Colorado,08,023,36.5
Crowley County,Colorado,08,025,19.0
Custer County,Colorado,08,027,47.5
Delta County,Colorado,08,029,33.2
Dolores County,Colorado,08,033,32.7
Douglas County,Colorado,08,035,16.1
Eagle County,Colorado,08,037,15.7
Elbert County,Colorado,08,039,23.8
El Paso County,Colorado,08,041,17.5
Fremont County,Colorado,08,043,27.6
Garfield County,Colorado,08,045,18.4
Gilpin County,Colorado,08,047,28.2
Grand County,Colorado,08,049,26.6
Gunnison County,Colorado,08,051,19.2
Huerfano County,Colorado,08,055,39.3
Jackson County,Colorado,08,057,32.0
Kiowa County,Colorado,08,061,25.7
Kit Carson County,Colorado,08,063,25.0
Lake County,Colorado,08,065,18.9
La Plata County,Colorado,08,067,23.6
Larimer County,Colorado,08,069,20.8
Las Animas County,Colorado,08,071,31.0
Lincoln County,Colorado,08,073,22.3
Logan County,Colorado,08,075,24.1
Mesa County,Colorado,08,077,24.7
Moffat County,Colorado,08,081,22.0
Montezuma County,Colorado,08,083,29.0
Montrose County,Colorado,08,085,30.1
Morgan County,Colorado,08,087,21.6
Otero County,Colorado,08,089,27.3
Ouray County,Colorado,08,091,39.3
Park County,Colorado,08,093,29.5
Phillips County,Colorado,08,095,25.5
Pitkin County,Colorado,08,097,25.8
Prowers County,Colorado,08,099,23.4
Pueblo County,Colorado,08,101,24.5
Rio Blanco County,Colorado,08,103,20.8
Rio Grande County,Colorado,08,105,26.2
Routt County,Colorado,08,107,21.3
Saguache County,Colorado,08,109,30.8
San Miguel County,Colorado,08,113,19.5
Sedgwick County,Colorado,08,115,32.1
Summit County,Colorado,08,117,18.7
Teller County,Colorado,08,119,30.1
Washington County,Colorado,08,121,27.2
Yuma County,Colorado,08,125,24.5
Adams County,Colorado,08,001,14.5
Arapahoe County,Colorado,08,005,18.2
Boulder County,Colorado,08,013,19.5
Broomfield County,Colorado,08,014,17.7
Denver County,Colorado,08,031,16.3
Jefferson County,Colorado,08,059,22.6
Weld County,Colorado,08,123,17.3
Fairfield County,Connecticut,09,001,21.4
Hartford County,Connecticut,09,003,22.8
Litchfield County,Connecticut,09,005,28.1
Middlesex County,Connecticut,09,007,26.3
New Haven County,Connecticut,09,009,23.2
New London County,Connecticut,09,011,24.2
Tolland County,Connecticut,09,013,21.4
Windham County,Connecticut,09,015,22.7
Kent County,Delaware,10,001,21.8
New Castle County,Delaware,10,003,20.7
Sussex County,Delaware,10,005,34.4
Alachua County,Florida,12,001,18.8
Baker County,Florida,12,003,20.1
Bay County,Florida,12,005,22.8
Bradford County,Florida,12,007,24.7
Brevard County,Florida,12,009,30.6
Broward County,Florida,12,011,22.0
Calhoun County,Florida,12,013,24.2
Charlotte County,Florida,12,015,47.6
Citrus County,Florida,12,017,44.0
Clay County,Florida,12,019,20.9
Collier County,Florida,12,021,37.8
Columbia County,Florida,12,023,25.2
Miami-Dade County,Florida,12,086,21.2
DeSoto County,Florida,12,027,27.6
Dixie County,Florida,12,029,31.1
Duval County,Florida,12,031,19.2
Escambia County,Florida,12,033,22.6
Flagler County,Florida,12,035,37.6
Franklin County,Florida,12,037,29.2
Gadsden County,Florida,12,039,24.5
Gilchrist County,Florida,12,041,26.3
Glades County,Florida,12,043,32.2
Gulf County,Florida,12,045,26.5
Hamilton County,Florida,12,047,21.7
Hardee County,Florida,12,049,20.6
Hendry County,Florida,12,051,17.5
Hernando County,Florida,12,053,34.8
Highlands County,Florida,12,055,41.8
Hillsborough County,Florida,12,057,19.4
Holmes County,Florida,12,059,26.6
Indian River County,Florida,12,061,40.1
Jackson County,Florida,12,063,24.8
Jefferson County,Florida,12,065,31.3
Lafayette County,Florida,12,067,19.0
Lake County,Florida,12,069,33.2
Lee County,Florida,12,071,34.8
Leon County,Florida,12,073,17.8
Levy County,Florida,12,075,32.0
Liberty County,Florida,12,077,22.5
Madison County,Florida,12,079,26.6
Manatee County,Florida,12,081,33.8
Marion County,Florida,12,083,35.2
Martin County,Florida,12,085,38.0
Monroe County,Florida,12,087,29.8
Nassau County,Florida,12,089,28.6
Okaloosa County,Florida,12,091,21.4
Okeechobee County,Florida,12,093,26.0
Orange County,Florida,12,095,16.4
Osceola County,Florida,12,097,18.0
Palm Beach County,Florida,12,099,29.5
Pasco County,Florida,12,101,28.9
Pinellas County,Florida,12,103,31.6
Polk County,Florida,12,105,26.2
Putnam County,Florida,12,107,29.8
Saint Johns County,Florida,12,109,25.9
Saint Lucie County,Florida,12,111,29.7
Santa Rosa County,Florida,12,113,21.5
Sarasota County,Florida,12,115,43.5
Seminole County,Florida,12,117,21.1
Sumter County,Florida,12,119,64.9
Suwannee County,Florida,12,121,26.8
Taylor County,Florida,12,123,26.5
Union County,Florida,12,125,21.3
Volusia County,Florida,12,127,31.3
Wakulla County,Florida,12,129,20.8
Walton County,Florida,12,131,27.0
Washington County,Florida,12,133,23.2
Appling County,Georgia,13,001,22.8
Atkinson County,Georgia,13,003,17.8
Bacon County,Georgia,13,005,21.0
Baker County,Georgia,13,007,31.2
Baldwin County,Georgia,13,009,20.8
Banks County,Georgia,13,011,22.5
Barrow County,Georgia,13,013,16.9
Bartow County,Georgia,13,015,18.7
Ben Hill County,Georgia,13,017,23.4
Berrien County,Georgia,13,019,22.8
Bibb County,Georgia,13,021,21.3
Bleckley County,Georgia,13,023,23.0
Brantley County,Georgia,13,025,22.0
Brooks County,Georgia,13,027,27.5
Bryan County,Georgia,13,029,14.6
Bulloch County,Georgia,13,031,16.1
Burke County,Georgia,13,033,21.0
Butts County,Georgia,13,035,20.6
Calhoun County,Georgia,13,037,22.0
Camden County,Georgia,13,039,17.0
Candler County,Georgia,13,043,22.8
Carroll County,Georgia,13,045,18.5
Catoosa County,Georgia,13,047,23.4
Charlton County,Georgia,13,049,20.6
Chatham County,Georgia,13,051,20.0
Chattahoochee County,Georgia,13,053,6.3
Chattooga County,Georgia,13,055,23.3
Cherokee County,Georgia,13,057,18.5
Clarke County,Georgia,13,059,14.6
Clay County,Georgia,13,061,30.6
Clayton County,Georgia,13,063,13.7
Clinch County,Georgia,13,065,21.4
Cobb County,Georgia,13,067,16.8
Coffee County,Georgia,13,069,19.2
Colquitt County,Georgia,13,071,19.7
Columbia County,Georgia,13,073,18.7
Cook County,Georgia,13,075,21.5
Coweta County,Georgia,13,077,19.0
Crawford County,Georgia,13,079,23.3
Crisp County,Georgia,13,081,23.9
Dade County,Georgia,13,083,25.3
Dawson County,Georgia,13,085,27.0
Decatur County,Georgia,13,087,21.0
DeKalb County,Georgia,13,089,17.0
Dodge County,Georgia,13,091,23.0
Dooly County,Georgia,13,093,26.4
Dougherty County,Georgia,13,095,21.0
Douglas County,Georgia,13,097,16.1
Early County,Georgia,13,099,26.8
Echols County,Georgia,13,101,22.0
Effingham County,Georgia,13,103,16.3
Elbert County,Georgia,13,105,26.8
Emanuel County,Georgia,13,107,20.9
Evans County,Georgia,13,109,21.8
Fannin County,Georgia,13,111,37.3
Fayette County,Georgia,13,113,23.8
Floyd County,Georgia,13,115,22.3
Forsyth County,Georgia,13,117,16.1
Franklin County,Georgia,13,119,25.1
Fulton County,Georgia,13,121,16.3
Gilmer County,Georgia,13,123,32.2
Glascock County,Georgia,13,125,23.6
Glynn County,Georgia,13,127,25.5
Gordon County,Georgia,13,129,19.9
Grady County,Georgia,13,131,22.8
Greene County,Georgia,13,133,36.4
Gwinnett County,Georgia,13,135,14.3
Habersham County,Georgia,13,137,24.7
Hall County,Georgia,13,139,19.5
Hancock County,Georgia,13,141,30.0
Haralson County,Georgia,13,143,22.6
Harris County,Georgia,13,145,24.6
Hart County,Georgia,13,147,28.0
Heard County,Georgia,13,149,23.0
Henry County,Georgia,13,151,16.2
Houston County,Georgia,13,153,17.6
Irwin County,Georgia,13,155,23.9
Jackson County,Georgia,13,157,20.0
Jasper County,Georgia,13,159,23.6
Jeff Davis County,Georgia,13,161,21.8
Jefferson County,Georgia,13,163,24.5
Jenkins County,Georgia,13,165,25.2
Johnson County,Georgia,13,167,25.1
Jones County,Georgia,13,169,23.2
Lamar County,Georgia,13,171,22.1
Lanier County,Georgia,13,173,19.3
Laurens County,Georgia,13,175,22.7
Lee County,Georgia,13,177,18.0
Liberty County,Georgia,13,179,12.6
Lincoln County,Georgia,13,181,31.6
Long County,Georgia,13,183,13.5
Lowndes County,Georgia,13,185,16.1
Lumpkin County,Georgia,13,187,23.6
McDuffie County,Georgia,13,189,23.3
McIntosh County,Georgia,13,191,32.6
Macon County,Georgia,13,193,22.9
Madison County,Georgia,13,195,23.3
Marion County,Georgia,13,197,27.8
Meriwether County,Georgia,13,199,26.1
Miller County,Georgia,13,201,26.1
Mitchell County,Georgia,13,205,21.7
Monroe County,Georgia,13,207,24.9
Montgomery County,Georgia,13,209,21.3
Morgan County,Georgia,13,211,26.2
Murray County,Georgia,13,213,19.5
Muscogee County,Georgia,13,215,18.1
Newton County,Georgia,13,217,18.0
Oconee County,Georgia,13,219,21.3
Oglethorpe County,Georgia,13,221,23.2
Paulding County,Georgia,13,223,14.6
Peach County,Georgia,13,225,19.8
Pickens County,Georgia,13,227,27.2
Pierce County,Georgia,13,229,22.6
Pike County,Georgia,13,231,21.0
Polk County,Georgia,13,233,21.1
Pulaski County,Georgia,13,235,25.3
Putnam County,Georgia,13,237,29.4
Quitman County,Georgia,13,239,38.4
Rabun County,Georgia,13,241,35.0
Randolph County,Georgia,13,243,30.3
Richmond County,Georgia,13,245,19.5
Rockdale County,Georgia,13,247,20.0
Schley County,Georgia,13,249,21.3
Screven County,Georgia,13,251,25.3
Seminole County,Georgia,13,253,30.2
Spalding County,Georgia,13,255,23.1
Stephens County,Georgia,13,257,25.1
Stewart County,Georgia,13,259,20.3
Sumter County,Georgia,13,261,22.2
Talbot County,Georgia,13,263,32.1
Taliaferro County,Georgia,13,265,30.7
Tattnall County,Georgia,13,267,19.2
Taylor County,Georgia,13,269,25.7
Telfair County,Georgia,13,271,24.2
Terrell County,Georgia,13,273,24.9
Thomas County,Georgia,13,275,23.7
Tift County,Georgia,13,277,19.7
Toombs County,Georgia,13,279,22.2
Towns County,Georgia,13,281,40.4
Treutlen County,Georgia,13,283,23.7
Troup County,Georgia,13,285,19.8
Turner County,Georgia,13,287,24.6
Twiggs County,Georgia,13,289,30.0
Union County,Georgia,13,291,41.2
Upson County,Georgia,13,293,24.7
Walker County,Georgia,13,295,24.7
Walton County,Georgia,13,297,20.5
Ware County,Georgia,13,299,22.8
Warren County,Georgia,13,301,28.8
Washington County,Georgia,13,303,23.0
Wayne County,Georgia,13,305,21.1
Webster County,Georgia,13,307,27.3
Wheeler County,Georgia,13,309,19.6
White County,Georgia,13,311,27.7
Whitfield County,Georgia,13,313,18.6
Wilcox County,Georgia,13,315,22.5
Wilkes County,Georgia,13,317,29.7
Wilkinson County,Georgia,13,319,25.1
Worth County,Georgia,13,321,25.1
Hawaii County,Hawaii,15,001,27.8
Honolulu County,Hawaii,15,003,22.6
Kauai County,Hawaii,15,007,26.4
Kalawao County,Hawaii,15,005,28.0
Maui County,Hawaii,15,009,23.8
Ada County,Idaho,16,001,19.1
Adams County,Idaho,16,003,37.7
Bannock County,Idaho,16,005,19.1
Bear Lake County,Idaho,16,007,26.8
Benewah County,Idaho,16,009,30.1
Bingham County,Idaho,16,011,19.7
Blaine County,Idaho,16,013,24.6
Boise County,Idaho,16,015,36.0
Bonner County,Idaho,16,017,32.6
Bonneville County,Idaho,16,019,18.3
Boundary County,Idaho,16,021,30.6
Butte County,Idaho,16,023,30.7
Camas County,Idaho,16,025,31.7
Canyon County,Idaho,16,027,18.2
Caribou County,Idaho,16,029,23.2
Cassia County,Idaho,16,031,19.1
Clearwater County,Idaho,16,035,35.5
Custer County,Idaho,16,037,38.3
Elmore County,Idaho,16,039,18.4
Franklin County,Idaho,16,041,19.1
Fremont County,Idaho,16,043,22.9
Gem County,Idaho,16,045,29.7
Gooding County,Idaho,16,047,22.2
Idaho County,Idaho,16,049,35.0
Jefferson County,Idaho,16,051,15.7
Jerome County,Idaho,16,053,18.4
Kootenai County,Idaho,16,055,25.1
Latah County,Idaho,16,057,17.5
Lemhi County,Idaho,16,059,38.6
Lewis County,Idaho,16,061,33.0
Lincoln County,Idaho,16,063,19.1
Madison County,Idaho,16,065,8.8
Minidoka County,Idaho,16,067,21.7
Nez Perce County,Idaho,16,069,25.8
Oneida County,Idaho,16,071,25.3
Owyhee County,Idaho,16,073,22.4
Payette County,Idaho,16,075,24.0
Power County,Idaho,16,077,21.3
Shoshone County,Idaho,16,079,30.9
Teton County,Idaho,16,081,15.8
Twin Falls County,Idaho,16,083,20.3
Valley County,Idaho,16,085,35.5
Washington County,Idaho,16,087,32.3
Adams County,Illinois,17,001,25.9
Alexander County,Illinois,17,003,27.5
Bond County,Illinois,17,005,24.6
Boone County,Illinois,17,007,20.4
Brown County,Illinois,17,009,19.0
Bureau County,Illinois,17,011,28.4
Calhoun County,Illinois,17,013,30.3
Carroll County,Illinois,17,015,32.4
Cass County,Illinois,17,017,22.2
Champaign County,Illinois,17,019,17.3
Christian County,Illinois,17,021,25.4
Clark County,Illinois,17,023,25.4
Clay County,Illinois,17,025,27.2
Clinton County,Illinois,17,027,22.9
Coles County,Illinois,17,029,22.2
Cook County,Illinois,17,031,19.6
Crawford County,Illinois,17,033,25.7
Cumberland County,Illinois,17,035,25.5
DeKalb County,Illinois,17,037,16.8
De Witt County,Illinois,17,039,25.9
Douglas County,Illinois,17,041,23.6
DuPage County,Illinois,17,043,20.9
Edgar County,Illinois,17,045,28.5
Edwards County,Illinois,17,047,27.4
Effingham County,Illinois,17,049,24.0
Fayette County,Illinois,17,051,24.2
Ford County,Illinois,17,053,26.3
Franklin County,Illinois,17,055,26.5
Fulton County,Illinois,17,057,26.9
Gallatin County,Illinois,17,059,30.3
Greene County,Illinois,17,061,25.3
Grundy County,Illinois,17,063,18.5
Hamilton County,Illinois,17,065,28.9
Hancock County,Illinois,17,067,30.5
Hardin County,Illinois,17,069,29.2
Henderson County,Illinois,17,071,32.0
Henry County,Illinois,17,073,26.7
Iroquois County,Illinois,17,075,28.8
Jackson County,Illinois,17,077,19.8
Jasper County,Illinois,17,079,25.8
Jefferson County,Illinois,17,081,25.1
Jersey County,Illinois,17,083,25.8
Jo Daviess County,Illinois,17,085,35.5
Johnson County,Illinois,17,087,26.1
Kane County,Illinois,17,089,18.2
Kankakee County,Illinois,17,091,21.9
Kendall County,Illinois,17,093,13.7
Knox County,Illinois,17,095,27.8
Lake County,Illinois,17,097,19.3
LaSalle County,Illinois,17,099,25.2
Lawrence County,Illinois,17,101,23.2
Lee County,Illinois,17,103,25.5
Livingston County,Illinois,17,105,25.4
Logan County,Illinois,17,107,24.2
McDonough County,Illinois,17,109,22.7
McHenry County,Illinois,17,111,19.7
McLean County,Illinois,17,113,17.8
Macon County,Illinois,17,115,26.2
Macoupin County,Illinois,17,117,26.9
Madison County,Illinois,17,119,23.2
Marion County,Illinois,17,121,26.0
Marshall County,Illinois,17,123,30.4
Mason County,Illinois,17,125,28.1
Massac County,Illinois,17,127,28.4
Menard County,Illinois,17,129,25.9
Mercer County,Illinois,17,131,27.5
Monroe County,Illinois,17,133,23.2
Montgomery County,Illinois,17,135,26.1
Morgan County,Illinois,17,137,26.1
Moultrie County,Illinois,17,139,24.7
Ogle County,Illinois,17,141,24.4
Peoria County,Illinois,17,143,22.4
Perry County,Illinois,17,145,24.6
Piatt County,Illinois,17,147,25.2
Pike County,Illinois,17,149,26.7
Pope County,Illinois,17,151,40.4
Pulaski County,Illinois,17,153,28.8
Putnam County,Illinois,17,155,30.5
Randolph County,Illinois,17,157,25.3
Richland County,Illinois,17,159,25.8
Rock Island County,Illinois,17,161,25.0
Saint Clair County,Illinois,17,163,21.5
Saline County,Illinois,17,165,27.0
Sangamon County,Illinois,17,167,23.4
Schuyler County,Illinois,17,169,28.2
Scott County,Illinois,17,171,25.9
Shelby County,Illinois,17,173,28.9
Stark County,Illinois,17,175,28.4
Stephenson County,Illinois,17,177,29.5
Tazewell County,Illinois,17,179,24.6
Union County,Illinois,17,181,26.8
Vermilion County,Illinois,17,183,24.7
Wabash County,Illinois,17,185,27.1
Warren County,Illinois,17,187,24.0
Washington County,Illinois,17,189,26.1
Wayne County,Illinois,17,191,27.8
White County,Illinois,17,193,28.0
Whiteside County,Illinois,17,195,27.3
Will County,Illinois,17,197,17.7
Williamson County,Illinois,17,199,24.7
Winnebago County,Illinois,17,201,23.3
Woodford County,Illinois,17,203,23.9
Adams County,Indiana,18,001,20.9
Allen County,Indiana,18,003,19.8
Bartholomew County,Indiana,18,005,21.2
Benton County,Indiana,18,007,23.4
Blackford County,Indiana,18,009,27.4
Boone County,Indiana,18,011,18.4
Brown County,Indiana,18,013,32.1
Carroll County,Indiana,18,015,26.2
Cass County,Indiana,18,017,23.5
Clark County,Indiana,18,019,21.7
Clay County,Indiana,18,021,24.6
Clinton County,Indiana,18,023,22.8
Crawford County,Indiana,18,025,26.6
Daviess County,Indiana,18,027,20.4
Dearborn County,Indiana,18,029,23.6
Decatur County,Indiana,18,031,22.4
DeKalb County,Indiana,18,033,21.9
Delaware County,Indiana,18,035,22.4
Dubois County,Indiana,18,037,24.1
Elkhart County,Indiana,18,039,19.5
Fayette County,Indiana,18,041,26.8
Floyd County,Indiana,18,043,22.0
Fountain County,Indiana,18,045,26.3
Franklin County,Indiana,18,047,24.1
Fulton County,Indiana,18,049,26.0
Gibson County,Indiana,18,051,23.1
Grant County,Indiana,18,053,25.3
Greene County,Indiana,18,055,26.3
Hamilton County,Indiana,18,057,16.4
Hancock County,Indiana,18,059,21.6
Harrison County,Indiana,18,061,24.4
Hendricks County,Indiana,18,063,18.8
Henry County,Indiana,18,065,25.1
Howard County,Indiana,18,067,25.6
Huntington County,Indiana,18,069,23.0
Jackson County,Indiana,18,071,21.8
Jasper County,Indiana,18,073,23.5
Jay County,Indiana,18,075,24.1
Jefferson County,Indiana,18,077,23.1
Jennings County,Indiana,18,079,22.7
