County,State,State_FIPS,County_FIPS,age_60_and_over
Saint Francis County,Arkansas,05,123,10.7
Saline County,Arkansas,05,125,15.0
Scott County,Arkansas,05,127,16.1
Searcy County,Arkansas,05,129,20.1
Sebastian County,Arkansas,05,131,11.8
Sevier County,Arkansas,05,133,10.8
Sharp County,Arkansas,05,135,23.6
Stone County,Arkansas,05,137,22.6
Union County,Arkansas,05,139,14.3
Van Buren County,Arkansas,05,141,22.7
Washington County,Arkansas,05,143,8.7
White County,Arkansas,05,145,13.1
Woodruff County,Arkansas,05,147,16.8
Yell County,Arkansas,05,149,14.1
Alameda County,California,06,001,10.4
Alpine County,California,06,003,17.4
Amador County,California,06,005,20.3
Butte County,California,06,007,14.3
Calaveras County,California,06,009,23.0
Colusa County,California,06,011,11.9
Contra Costa County,California,06,013,11.9
Del Norte County,California,06,015,12.9
El Dorado County,California,06,017,15.5
Fresno County,California,06,019,9.4
Glenn County,California,06,021,12.9
Humboldt County,California,06,023,12.8
Imperial County,California,06,025,9.9
Inyo County,California,06,027,18.5
Kern County,California,06,029,8.3
Kings County,California,06,031,7.0
Lake County,California,06,033,18.2
Lassen County,California,06,035,8.1
Los Angeles County,California,06,037,10.0
Madera County,California,06,039,11.8
Marin County,California,06,041,16.4
Mariposa County,California,06,043,22.8
Mendocino County,California,06,045,16.0
Merced County,California,06,047,8.9
Modoc County,California,06,049,21.2
Mono County,California,06,051,11.1
Monterey County,California,06,053,9.8
Napa County,California,06,055,14.5
Nevada County,California,06,057,20.2
Orange County,California,06,059,11.0
Placer County,California,06,061,15.1
Plumas County,California,06,063,22.5
Riverside County,California,06,065,11.3
Sacramento County,California,06,067,10.4
San Benito County,California,06,069,9.7
San Bernardino County,California,06,071,8.6
San Diego County,California,06,073,10.5
San Francisco County,California,06,075,12.1
San Joaquin County,California,06,077,9.7
San Luis Obispo County,California,06,079,14.5
San Mateo County,California,06,081,12.3
Santa Barbara County,California,06,083,11.7
Santa Clara County,California,06,085,10.2
Santa Cruz County,California,06,087,10.9
Shasta County,California,06,089,16.8
Sierra County,California,06,091,22.6
Siskiyou County,California,06,093,20.6
Solano County,California,06,095,10.9
Sonoma County,California,06,097,13.5
Stanislaus County,California,06,099,10.0
Sutter County,California,06,101,12.2
Tehama County,California,06,103,15.9
Trinity County,California,06,105,22.7
Tulare County,California,06,107,8.9
Tuolumne County,California,06,109,19.8
Ventura County,California,06,111,11.3
Yolo County,California,06,113,9.6
Yuba County,California,06,115,9.9
Alamosa County,Colorado,08,003,11.0
Archuleta County,Colorado,08,007,19.7
Baca County,Colorado,08,009,22.8
Bent County,Colorado,08,011,11.1
Chaffee County,Colorado,08,015,19.8
Cheyenne County,Colorado,08,017,10.9
Clear Creek County,Colorado,08,019,15.8
Conejos County,Colorado,08,021,15.8
Costilla County,Colorado,08,023,23.3
Crowley County,Colorado,08,025,8.8
Custer County,Colorado,08,027,25.9
Delta County,Colorado,08,029,21.0
Dolores County,Colorado,08,033,21.5
Douglas County,Colorado,08,035,8.0
Eagle County,Colorado,08,037,6.5
Elbert County,Colorado,08,039,12.0
El Paso County,Colorado,08,041,9.4
Fremont County,Colorado,08,043,15.4
Garfield County,Colorado,08,045,8.9
Gilpin County,Colorado,08,047,9.8
Grand County,Colorado,08,049,12.6
Gunnison County,Colorado,08,051,9.3
Huerfano County,Colorado,08,055,26.4
Jackson County,Colorado,08,057,20.0
Kiowa County,Colorado,08,061,17.6
Kit Carson County,Colorado,08,063,14.7
Lake County,Colorado,08,065,9.1
La Plata County,Colorado,08,067,12.5
Larimer County,Colorado,08,069,11.7
Las Animas County,Colorado,08,071,18.0
Lincoln County,Colorado,08,073,13.3
Logan County,Colorado,08,075,12.5
Mesa County,Colorado,08,077,14.4
Moffat County,Colorado,08,081,10.4
Montezuma County,Colorado,08,083,16.8
Montrose County,Colorado,08,085,18.3
Morgan County,Colorado,08,087,13.3
Otero County,Colorado,08,089,16.6
Ouray County,Colorado,08,091,25.6
Park County,Colorado,08,093,14.7
Phillips County,Colorado,08,095,17.4
Pitkin County,Colorado,08,097,14.6
Prowers County,Colorado,08,099,13.7
Pueblo County,Colorado,08,101,14.6
Rio Blanco County,Colorado,08,103,12.6
Rio Grande County,Colorado,08,105,16.4
Routt County,Colorado,08,107,10.0
Saguache County,Colorado,08,109,15.9
San Miguel County,Colorado,08,113,9.9
Sedgwick County,Colorado,08,115,20.8
Summit County,Colorado,08,117,9.4
Teller County,Colorado,08,119,16.4
Washington County,Colorado,08,121,17.9
Yuma County,Colorado,08,125,15.3
Adams County,Colorado,08,001,7.8
Arapahoe County,Colorado,08,005,9.7
Boulder County,Colorado,08,013,9.8
Broomfield County,Colorado,08,014,9.5
Denver County,Colorado,08,031,8.9
Jefferson County,Colorado,08,059,12.1
Weld County,Colorado,08,123,9.5
Fairfield County,Connecticut,09,001,12.2
Hartford County,Connecticut,09,003,12.9
Litchfield County,Connecticut,09,005,15.5
Middlesex County,Connecticut,09,007,14.8
New Haven County,Connecticut,09,009,13.0
New London County,Connecticut,09,011,13.3
Tolland County,Connecticut,09,013,11.7
Windham County,Connecticut,09,015,12.1
Kent County,Delaware,10,001,13.3
New Castle County,Delaware,10,003,11.5
Sussex County,Delaware,10,005,21.4
Alachua County,Florida,12,001,10.4
Baker County,Florida,12,003,10.3
Bay County,Florida,12,005,14.0
Bradford County,Florida,12,007,13.6
Brevard County,Florida,12,009,19.9
Broward County,Florida,12,011,13.0
Calhoun County,Florida,12,013,14.1
Charlotte County,Florida,12,015,35.3
Citrus County,Florida,12,017,33.3
Clay County,Florida,12,019,12.0
Collier County,Florida,12,021,27.1
Columbia County,Florida,12,023,14.5
Miami-Dade County,Florida,12,086,12.5
DeSoto County,Florida,12,027,16.1
Dixie County,Florida,12,029,19.1
Duval County,Florida,12,031,10.3
Escambia County,Florida,12,033,13.2
Flagler County,Florida,12,035,26.4
Franklin County,Florida,12,037,16.2
Gadsden County,Florida,12,039,12.4
Gilchrist County,Florida,12,041,15.9
Glades County,Florida,12,043,21.3
Gulf County,Florida,12,045,14.0
Hamilton County,Florida,12,047,11.1
Hardee County,Florida,12,049,12.9
Hendry County,Florida,12,051,11.1
Hernando County,Florida,12,053,25.6
Highlands County,Florida,12,055,31.8
Hillsborough County,Florida,12,057,11.0
Holmes County,Florida,12,059,15.3
Indian River County,Florida,12,061,27.0
Jackson County,Florida,12,063,13.2
Jefferson County,Florida,12,065,15.5
Lafayette County,Florida,12,067,10.4
Lake County,Florida,12,069,24.1
Lee County,Florida,12,071,24.2
Leon County,Florida,12,073,9.3
Levy County,Florida,12,075,21.2
Liberty County,Florida,12,077,8.1
Madison County,Florida,12,079,14.5
Manatee County,Florida,12,081,23.3
Marion County,Florida,12,083,25.9
Martin County,Florida,12,085,26.3
Monroe County,Florida,12,087,18.8
Nassau County,Florida,12,089,17.6
Okaloosa County,Florida,12,091,12.8
Okeechobee County,Florida,12,093,15.5
Orange County,Florida,12,095,9.0
Osceola County,Florida,12,097,10.8
Palm Beach County,Florida,12,099,20.0
Pasco County,Florida,12,101,20.3
Pinellas County,Florida,12,103,20.0
Polk County,Florida,12,105,17.5
Putnam County,Florida,12,107,19.0
Saint Johns County,Florida,12,109,16.1
Saint Lucie County,Florida,12,111,20.1
Santa Rosa County,Florida,12,113,12.4
Sarasota County,Florida,12,115,31.0
Seminole County,Florida,12,117,11.8
Sumter County,Florida,12,119,47.0
Suwannee County,Florida,12,121,16.6
Taylor County,Florida,12,123,13.5
Union County,Florida,12,125,10.3
Volusia County,Florida,12,127,20.4
Wakulla County,Florida,12,129,10.1
Walton County,Florida,12,131,16.4
Washington County,Florida,12,133,14.1
Appling County,Georgia,13,001,12.7
Atkinson County,Georgia,13,003,9.6
Bacon County,Georgia,13,005,11.8
Baker County,Georgia,13,007,17.2
Baldwin County,Georgia,13,009,12.0
Banks County,Georgia,13,011,13.8
Barrow County,Georgia,13,013,8.7
Bartow County,Georgia,13,015,10.5
Ben Hill County,Georgia,13,017,12.3
Berrien County,Georgia,13,019,13.7
Bibb County,Georgia,13,021,11.1
Bleckley County,Georgia,13,023,13.4
Brantley County,Georgia,13,025,12.4
Brooks County,Georgia,13,027,15.2
Bryan County,Georgia,13,029,8.5
Bulloch County,Georgia,13,031,8.3
Burke County,Georgia,13,033,11.5
Butts County,Georgia,13,035,10.6
Calhoun County,Georgia,13,037,7.8
Camden County,Georgia,13,039,9.3
Candler County,Georgia,13,043,14.3
Carroll County,Georgia,13,045,10.3
Catoosa County,Georgia,13,047,12.9
Charlton County,Georgia,13,049,11.2
Chatham County,Georgia,13,051,11.4
Chattahoochee County,Georgia,13,053,2.3
Chattooga County,Georgia,13,055,12.2
Cherokee County,Georgia,13,057,9.7
Clarke County,Georgia,13,059,7.6
Clay County,Georgia,13,061,11.3
Clayton County,Georgia,13,063,6.6
Clinch County,Georgia,13,065,15.2
Cobb County,Georgia,13,067,8.6
Coffee County,Georgia,13,069,10.0
Colquitt County,Georgia,13,071,11.5
Columbia County,Georgia,13,073,10.0
Cook County,Georgia,13,075,12.6
Coweta County,Georgia,13,077,10.4
Crawford County,Georgia,13,079,14.0
Crisp County,Georgia,13,081,12.6
Dade County,Georgia,13,083,14.1
Dawson County,Georgia,13,085,15.4
Decatur County,Georgia,13,087,12.2
DeKalb County,Georgia,13,089,8.2
Dodge County,Georgia,13,091,11.7
Dooly County,Georgia,13,093,12.3
Dougherty County,Georgia,13,095,10.9
Douglas County,Georgia,13,097,8.6
Early County,Georgia,13,099,15.4
Echols County,Georgia,13,101,7.4
Effingham County,Georgia,13,103,9.2
Elbert County,Georgia,13,105,16.0
Emanuel County,Georgia,13,107,12.6
Evans County,Georgia,13,109,12.5
Fannin County,Georgia,13,111,22.9
Fayette County,Georgia,13,113,13.5
Floyd County,Georgia,13,115,13.0
Forsyth County,Georgia,13,117,9.3
Franklin County,Georgia,13,119,15.8
Fulton County,Georgia,13,121,8.2
Gilmer County,Georgia,13,123,18.8
Glascock County,Georgia,13,125,14.9
Glynn County,Georgia,13,127,15.0
Gordon County,Georgia,13,129,10.8
Grady County,Georgia,13,131,13.8
Greene County,Georgia,13,133,23.0
Gwinnett County,Georgia,13,135,6.8
Habersham County,Georgia,13,137,15.8
Hall County,Georgia,13,139,10.9
Hancock County,Georgia,13,141,14.2
Haralson County,Georgia,13,143,13.0
Harris County,Georgia,13,145,13.6
Hart County,Georgia,13,147,17.4
Heard County,Georgia,13,149,13.4
Henry County,Georgia,13,151,8.6
Houston County,Georgia,13,153,9.6
Irwin County,Georgia,13,155,12.0
Jackson County,Georgia,13,157,11.3
Jasper County,Georgia,13,159,12.5
Jeff Davis County,Georgia,13,161,12.2
Jefferson County,Georgia,13,163,13.2
Jenkins County,Georgia,13,165,13.0
Johnson County,Georgia,13,167,12.1
Jones County,Georgia,13,169,12.9
Lamar County,Georgia,13,171,13.9
Lanier County,Georgia,13,173,11.6
Laurens County,Georgia,13,175,13.4
Lee County,Georgia,13,177,8.6
Liberty County,Georgia,13,179,5.9
Lincoln County,Georgia,13,181,17.6
Long County,Georgia,13,183,7.3
Lowndes County,Georgia,13,185,8.5
Lumpkin County,Georgia,13,187,13.5
McDuffie County,Georgia,13,189,12.8
McIntosh County,Georgia,13,191,17.0
Macon County,Georgia,13,193,11.0
Madison County,Georgia,13,195,13.7
Marion County,Georgia,13,197,14.9
Meriwether County,Georgia,13,199,15.4
Miller County,Georgia,13,201,16.4
Mitchell County,Georgia,13,205,10.9
Monroe County,Georgia,13,207,13.9
Montgomery County,Georgia,13,209,11.8
Morgan County,Georgia,13,211,15.7
Murray County,Georgia,13,213,10.8
Muscogee County,Georgia,13,215,9.2
Newton County,Georgia,13,217,9.8
Oconee County,Georgia,13,219,11.4
Oglethorpe County,Georgia,13,221,14.8
Paulding County,Georgia,13,223,7.3
Peach County,Georgia,13,225,10.4
Pickens County,Georgia,13,227,18.1
Pierce County,Georgia,13,229,13.4
Pike County,Georgia,13,231,12.7
Polk County,Georgia,13,233,12.2
Pulaski County,Georgia,13,235,17.5
Putnam County,Georgia,13,237,19.6
Quitman County,Georgia,13,239,18.5
Rabun County,Georgia,13,241,22.1
Randolph County,Georgia,13,243,17.8
Richmond County,Georgia,13,245,10.3
Rockdale County,Georgia,13,247,10.5
Schley County,Georgia,13,249,13.7
Screven County,Georgia,13,251,13.8
Seminole County,Georgia,13,253,18.5
Spalding County,Georgia,13,255,12.9
Stephens County,Georgia,13,257,16.1
Stewart County,Georgia,13,259,10.1
Sumter County,Georgia,13,261,12.3
Talbot County,Georgia,13,263,15.9
Taliaferro County,Georgia,13,265,24.4
Tattnall County,Georgia,13,267,8.9
Taylor County,Georgia,13,269,14.3
Telfair County,Georgia,13,271,10.1
Terrell County,Georgia,13,273,13.5
Thomas County,Georgia,13,275,13.9
Tift County,Georgia,13,277,11.4
Toombs County,Georgia,13,279,12.0
Towns County,Georgia,13,281,30.0
Treutlen County,Georgia,13,283,13.5
Troup County,Georgia,13,285,11.1
Turner County,Georgia,13,287,13.5
Twiggs County,Georgia,13,289,16.2
Union County,Georgia,13,291,27.9
Upson County,Georgia,13,293,14.5
Walker County,Georgia,13,295,13.7
Walton County,Georgia,13,297,11.7
Ware County,Georgia,13,299,12.8
Warren County,Georgia,13,301,16.6
Washington County,Georgia,13,303,11.7
Wayne County,Georgia,13,305,11.7
Webster County,Georgia,13,307,15.6
Wheeler County,Georgia,13,309,7.0
White County,Georgia,13,311,17.7
Whitfield County,Georgia,13,313,10.5
Wilcox County,Georgia,13,315,11.5
Wilkes County,Georgia,13,317,18.3
Wilkinson County,Georgia,13,319,14.5
Worth County,Georgia,13,321,13.9
Hawaii County,Hawaii,15,001,15.2
Honolulu County,Hawaii,15,003,13.1
Kauai County,Hawaii,15,007,14.7
Kalawao County,Hawaii,15,005,9.1
Maui County,Hawaii,15,009,12.7
Ada County,Idaho,16,001,10.3
Adams County,Idaho,16,003,24.0
Bannock County,Idaho,16,005,10.6
Bear Lake County,Idaho,16,007,18.4
Benewah County,Idaho,16,009,19.7
Bingham County,Idaho,16,011,11.4
Blaine County,Idaho,16,013,14.4
Boise County,Idaho,16,015,21.0
Bonner County,Idaho,16,017,19.3
Bonneville County,Idaho,16,019,10.1
Boundary County,Idaho,16,021,19.4
Butte County,Idaho,16,023,18.2
Camas County,Idaho,16,025,21.8
Canyon County,Idaho,16,027,10.8
Caribou County,Idaho,16,029,14.6
Cassia County,Idaho,16,031,11.5
Clearwater County,Idaho,16,035,22.5
Custer County,Idaho,16,037,18.6
Elmore County,Idaho,16,039,10.1
Franklin County,Idaho,16,041,12.2
Fremont County,Idaho,16,043,14.2
Gem County,Idaho,16,045,19.3
Gooding County,Idaho,16,047,15.4
Idaho County,Idaho,16,049,21.9
Jefferson County,Idaho,16,051,9.8
Jerome County,Idaho,16,053,11.0
Kootenai County,Idaho,16,055,14.8
Latah County,Idaho,16,057,9.9
Lemhi County,Idaho,16,059,25.1
Lewis County,Idaho,16,061,22.0
Lincoln County,Idaho,16,063,10.6
Madison County,Idaho,16,065,5.3
Minidoka County,Idaho,16,067,14.0
Nez Perce County,Idaho,16,069,16.5
Oneida County,Idaho,16,071,17.6
Owyhee County,Idaho,16,073,14.5
Payette County,Idaho,16,075,15.0
Power County,Idaho,16,077,13.1
Shoshone County,Idaho,16,079,19.2
Teton County,Idaho,16,081,7.2
Twin Falls County,Idaho,16,083,13.0
Valley County,Idaho,16,085,19.4
Washington County,Idaho,16,087,21.4
Adams County,Illinois,17,001,15.9
Alexander County,Illinois,17,003,15.2
Bond County,Illinois,17,005,12.9
Boone County,Illinois,17,007,11.4
Brown County,Illinois,17,009,9.0
Bureau County,Illinois,17,011,16.7
Calhoun County,Illinois,17,013,19.4
Carroll County,Illinois,17,015,20.6
Cass County,Illinois,17,017,13.0
Champaign County,Illinois,17,019,9.1
Christian County,Illinois,17,021,15.2
Clark County,Illinois,17,023,15.5
Clay County,Illinois,17,025,15.4
Clinton County,Illinois,17,027,12.7
Coles County,Illinois,17,029,12.7
Cook County,Illinois,17,031,10.6
Crawford County,Illinois,17,033,14.0
Cumberland County,Illinois,17,035,15.2
DeKalb County,Illinois,17,037,9.1
De Witt County,Illinois,17,039,15.0
Douglas County,Illinois,17,041,13.9
DuPage County,Illinois,17,043,11.0
Edgar County,Illinois,17,045,16.6
Edwards County,Illinois,17,047,15.6
Effingham County,Illinois,17,049,13.5
Fayette County,Illinois,17,051,14.0
Ford County,Illinois,17,053,15.7
Franklin County,Illinois,17,055,16.6
Fulton County,Illinois,17,057,15.6
Gallatin County,Illinois,17,059,20.3
Greene County,Illinois,17,061,15.8
Grundy County,Illinois,17,063,10.7
Hamilton County,Illinois,17,065,17.5
Hancock County,Illinois,17,067,18.9
Hardin County,Illinois,17,069,21.1
Henderson County,Illinois,17,071,20.8
Henry County,Illinois,17,073,15.8
Iroquois County,Illinois,17,075,17.4
Jackson County,Illinois,17,077,10.3
Jasper County,Illinois,17,079,16.0
Jefferson County,Illinois,17,081,14.3
Jersey County,Illinois,17,083,15.4
Jo Daviess County,Illinois,17,085,21.7
Johnson County,Illinois,17,087,15.5
Kane County,Illinois,17,089,9.5
Kankakee County,Illinois,17,091,12.6
Kendall County,Illinois,17,093,7.0
Knox County,Illinois,17,095,16.5
Lake County,Illinois,17,097,10.0
LaSalle County,Illinois,17,099,14.7
Lawrence County,Illinois,17,101,11.6
Lee County,Illinois,17,103,14.4
Livingston County,Illinois,17,105,13.9
Logan County,Illinois,17,107,13.5
McDonough County,Illinois,17,109,12.3
McHenry County,Illinois,17,111,10.0
McLean County,Illinois,17,113,9.5
Macon County,Illinois,17,115,15.3
Macoupin County,Illinois,17,117,15.7
Madison County,Illinois,17,119,13.1
Marion County,Illinois,17,121,15.9
Marshall County,Illinois,17,123,19.1
Mason County,Illinois,17,125,18.1
Massac County,Illinois,17,127,17.4
Menard County,Illinois,17,129,15.0
Mercer County,Illinois,17,131,17.8
Monroe County,Illinois,17,133,13.3
Montgomery County,Illinois,17,135,14.5
Morgan County,Illinois,17,137,14.6
Moultrie County,Illinois,17,139,16.2
Ogle County,Illinois,17,141,14.9
Peoria County,Illinois,17,143,12.7
Perry County,Illinois,17,145,13.4
Piatt County,Illinois,17,147,15.7
Pike County,Illinois,17,149,16.8
Pope County,Illinois,17,151,20.1
Pulaski County,Illinois,17,153,17.1
Putnam County,Illinois,17,155,17.1
Randolph County,Illinois,17,157,13.1
Richland County,Illinois,17,159,17.1
Rock Island County,Illinois,17,161,14.9
Saint Clair County,Illinois,17,163,11.3
Saline County,Illinois,17,165,16.4
Sangamon County,Illinois,17,167,12.6
Schuyler County,Illinois,17,169,16.4
Scott County,Illinois,17,171,16.6
Shelby County,Illinois,17,173,18.0
Stark County,Illinois,17,175,20.2
Stephenson County,Illinois,17,177,17.6
Tazewell County,Illinois,17,179,14.2
Union County,Illinois,17,181,17.3
Vermilion County,Illinois,17,183,14.8
Wabash County,Illinois,17,185,16.5
Warren County,Illinois,17,187,14.9
Washington County,Illinois,17,189,15.5
Wayne County,Illinois,17,191,18.0
White County,Illinois,17,193,19.2
Whiteside County,Illinois,17,195,16.0
Will County,Illinois,17,197,9.1
Williamson County,Illinois,17,199,14.8
Winnebago County,Illinois,17,201,13.0
Woodford County,Illinois,17,203,13.8
Adams County,Indiana,18,001,11.9
Allen County,Indiana,18,003,10.8
Bartholomew County,Indiana,18,005,12.6
Benton County,Indiana,18,007,13.6
Blackford County,Indiana,18,009,16.2
Boone County,Indiana,18,011,10.9
Brown County,Indiana,18,013,18.5
Carroll County,Indiana,18,015,15.2
Cass County,Indiana,18,017,13.1
Clark County,Indiana,18,019,11.6
Clay County,Indiana,18,021,14.1
Clinton County,Indiana,18,023,12.8
Crawford County,Indiana,18,025,14.8
Daviess County,Indiana,18,027,12.4
Dearborn County,Indiana,18,029,13.0
Decatur County,Indiana,18,031,12.9
DeKalb County,Indiana,18,033,12.1
Delaware County,Indiana,18,035,13.8
Dubois County,Indiana,18,037,13.2
Elkhart County,Indiana,18,039,11.1
Fayette County,Indiana,18,041,15.9
Floyd County,Indiana,18,043,12.1
Fountain County,Indiana,18,045,16.2
Franklin County,Indiana,18,047,13.3
Fulton County,Indiana,18,049,14.7
Gibson County,Indiana,18,051,13.6
Grant County,Indiana,18,053,15.2
Greene County,Indiana,18,055,15.3
Hamilton County,Indiana,18,057,8.6
Hancock County,Indiana,18,059,12.7
Harrison County,Indiana,18,061,13.5
Hendricks County,Indiana,18,063,10.2
Henry County,Indiana,18,065,14.3
Howard County,Indiana,18,067,15.3
Huntington County,Indiana,18,069,13.1
Jackson County,Indiana,18,071,13.1
Jasper County,Indiana,18,073,13.4
Jay County,Indiana,18,075,14.2
Jefferson County,Indiana,18,077,13.8
Jennings County,Indiana,18,079,12.3
