County,State,mean_life_expectancy,State_FIPS,County_FIPS,age_18_and_under_percentage
La Plata County,Colorado,81.6915070940121,08,067,10.8
Larimer County,Colorado,81.5160355365789,08,069,15.0
Las Animas County,Colorado,76.6698258138739,08,071,9.6
Lincoln County,Colorado,78.8913639124814,08,073,7.8
Logan County,Colorado,79.1421719307538,08,075,15.8
Mesa County,Colorado,78.5928519874861,08,077,10.5
Moffat County,Colorado,78.3671406134327,08,081,8.6
Montezuma County,Colorado,77.298562573127,08,083,7.3
Montrose County,Colorado,79.3617463439122,08,085,7.1
Morgan County,Colorado,78.2579867860575,08,087,9.3
Otero County,Colorado,75.3908671698151,08,089,10.4
Ouray County,Colorado,83.9156330717921,08,091,7.4
Park County,Colorado,82.3957205624919,08,093,5.7
Phillips County,Colorado,79.8501752950874,08,095,10.8
Pitkin County,Colorado,90.0560175835819,08,097,7.1
Prowers County,Colorado,76.8244253944396,08,099,10.8
Pueblo County,Colorado,76.5820141219147,08,101,9.9
Rio Blanco County,Colorado,79.0709132428668,08,103,10.0
Rio Grande County,Colorado,76.920153919651,08,105,7.3
Routt County,Colorado,83.1666307602029,08,107,9.3
Saguache County,Colorado,79.9724503374943,08,109,6.7
San Miguel County,Colorado,85.4344084632371,08,113,6.2
Sedgwick County,Colorado,77.8369104317373,08,115,9.6
Summit County,Colorado,90.0891064661044,08,117,9.0
Teller County,Colorado,80.5602255501172,08,119,6.6
Washington County,Colorado,79.7795880137098,08,121,7.4
Yuma County,Colorado,78.8900927364822,08,125,7.9
Adams County,Colorado,80.1877591253775,08,001,9.2
Arapahoe County,Colorado,80.1877591253775,08,005,9.0
Boulder County,Colorado,80.1877591253775,08,013,16.0
Broomfield County,Colorado,80.1877591253775,08,014,7.7
Denver County,Colorado,80.1877591253775,08,031,8.8
Jefferson County,Colorado,80.1877591253775,08,059,9.0
Weld County,Colorado,80.1877591253775,08,123,10.2
Fairfield County,Connecticut,82.4192043301195,09,001,9.0
Hartford County,Connecticut,80.3102178576104,09,003,9.7
Litchfield County,Connecticut,80.4391934472111,09,005,7.8
Middlesex County,Connecticut,81.1334681371326,09,007,9.1
New Haven County,Connecticut,80.0234318368233,09,009,10.5
New London County,Connecticut,79.9268916295041,09,011,11.7
Tolland County,Connecticut,81.6927758594165,09,013,18.4
Windham County,Connecticut,79.0241675349832,09,015,10.8
Kent County,Delaware,77.4218575940169,10,001,11.6
New Castle County,Delaware,78.4786057306606,10,003,10.8
Sussex County,Delaware,78.543042202878,10,005,7.6
Alachua County,Florida,78.574622542158,12,001,22.3
Baker County,Florida,75.2705067668647,12,003,10.7
Bay County,Florida,76.020415200021,12,005,9.5
Bradford County,Florida,75.4876940286454,12,007,9.6
Brevard County,Florida,77.7740202774745,12,009,8.7
Broward County,Florida,80.4344839232772,12,011,8.9
Calhoun County,Florida,75.1159179044046,12,013,9.0
Charlotte County,Florida,80.1972984370466,12,015,6.4
Citrus County,Florida,75.8690976178116,12,017,6.6
Clay County,Florida,77.4792570878544,12,019,9.3
Collier County,Florida,84.4011432426865,12,021,7.5
Columbia County,Florida,75.2865160334599,12,023,11.3
Miami-Dade County,Florida,80.9202623931244,12,086,9.9
DeSoto County,Florida,79.4521763635755,12,027,12.0
Dixie County,Florida,74.9214791297201,12,029,8.3
Duval County,Florida,76.0868117725737,12,031,10.5
Escambia County,Florida,75.4572296042632,12,033,14.5
Flagler County,Florida,79.0936691617905,12,035,7.8
Franklin County,Florida,76.3046737588476,12,037,8.2
Gadsden County,Florida,75.3736371817631,12,039,9.4
Gilchrist County,Florida,76.568121678961,12,041,18.3
Glades County,Florida,80.7975202592433,12,043,9.2
Gulf County,Florida,76.5369370563261,12,045,9.5
Hamilton County,Florida,75.6790043372544,12,047,17.2
Hardee County,Florida,78.5742994268253,12,049,10.3
Hendry County,Florida,77.3807544663803,12,051,10.2
Hernando County,Florida,76.9282027036904,12,053,7.2
Highlands County,Florida,78.6791189588121,12,055,7.1
Hillsborough County,Florida,78.6164481074352,12,057,10.0
Holmes County,Florida,73.8215652645815,12,059,10.1
Indian River County,Florida,80.2699982301154,12,061,7.7
Jackson County,Florida,75.124151849855,12,063,9.7
Jefferson County,Florida,76.9621189200841,12,065,5.8
Lafayette County,Florida,76.7647585952017,12,067,13.7
Lake County,Florida,78.9001898226383,12,069,7.3
Lee County,Florida,81.4759134243392,12,071,7.6
Leon County,Florida,79.1630441237025,12,073,22.5
Levy County,Florida,74.9706503521878,12,075,7.7
Liberty County,Florida,75.969931751796,12,077,14.6
Madison County,Florida,75.1001833382779,12,079,10.8
Manatee County,Florida,80.3957637089903,12,081,7.5
Marion County,Florida,76.6228259033821,12,083,7.8
Martin County,Florida,81.3649609648515,12,085,7.2
Monroe County,Florida,79.5838331404129,12,087,7.3
Nassau County,Florida,77.4091101300292,12,089,8.0
Okaloosa County,Florida,77.6444219405646,12,091,11.3
Okeechobee County,Florida,76.2092657227025,12,093,9.3
Orange County,Florida,79.7074290103298,12,095,12.0
Osceola County,Florida,79.0683842026061,12,097,10.3
Palm Beach County,Florida,81.6500881867343,12,099,8.5
Pasco County,Florida,77.3716288475345,12,101,7.6
Pinellas County,Florida,78.451034004903,12,103,7.7
Polk County,Florida,77.9855842227036,12,105,9.2
Putnam County,Florida,74.2217102344466,12,107,8.0
Saint Johns County,Florida,80.769599239301,12,109,8.4
Saint Lucie County,Florida,79.4463676195004,12,111,8.2
Santa Rosa County,Florida,77.555168444034,12,113,9.8
Sarasota County,Florida,81.255983295096,12,115,6.5
Seminole County,Florida,80.1383570434506,12,117,9.9
Sumter County,Florida,80.9602138853755,12,119,4.1
Suwannee County,Florida,75.3197968734856,12,121,10.4
Taylor County,Florida,75.3909264660477,12,123,8.5
Union County,Florida,68.445240285683,12,125,8.8
Volusia County,Florida,76.8027659254038,12,127,9.4
Wakulla County,Florida,76.3793483610182,12,129,7.8
Walton County,Florida,77.4493771843441,12,131,7.4
Washington County,Florida,73.6138023423587,12,133,9.7
Appling County,Georgia,74.5688532832988,13,001,10.3
Atkinson County,Georgia,73.556411423192,13,003,8.7
Bacon County,Georgia,73.1059059400764,13,005,11.7
Baker County,Georgia,77.2604188332556,13,007,11.0
Baldwin County,Georgia,76.1209192855746,13,009,18.8
Banks County,Georgia,76.6540446918605,13,011,8.7
Barrow County,Georgia,76.4157908380065,13,013,8.2
Bartow County,Georgia,76.2847197082198,13,015,9.3
Ben Hill County,Georgia,73.1085332926003,13,017,10.8
Berrien County,Georgia,74.7590115781939,13,019,9.2
Bibb County,Georgia,73.8288591597563,13,021,10.4
Bleckley County,Georgia,75.9168189983432,13,023,15.2
Brantley County,Georgia,74.4423772251199,13,025,8.7
Brooks County,Georgia,75.0834370957113,13,027,9.4
Bryan County,Georgia,76.0661180994364,13,029,8.4
Bulloch County,Georgia,76.8240386171814,13,031,27.5
Burke County,Georgia,73.7504446965566,13,033,10.0
Butts County,Georgia,73.8867494279381,13,035,11.9
Calhoun County,Georgia,74.8341459744931,13,037,11.0
Camden County,Georgia,77.8318356221329,13,039,15.3
Candler County,Georgia,73.6865363965494,13,043,12.4
Carroll County,Georgia,75.0580938129664,13,045,13.5
Catoosa County,Georgia,77.7403482779167,13,047,9.0
Charlton County,Georgia,76.249906983533,13,049,9.2
Chatham County,Georgia,77.4840610187491,13,051,12.6
Chattahoochee County,Georgia,77.0945177192887,13,053,40.3
Chattooga County,Georgia,73.7668493608042,13,055,9.8
Cherokee County,Georgia,79.7678464513049,13,057,8.3
Clarke County,Georgia,78.2085051800694,13,059,28.1
Clay County,Georgia,74.389807194692,13,061,8.2
Clayton County,Georgia,76.5905697357729,13,063,11.0
Clinch County,Georgia,72.8911653059202,13,065,6.5
Cobb County,Georgia,80.0630135787274,13,067,9.7
Coffee County,Georgia,74.8761077221601,13,069,11.9
Colquitt County,Georgia,74.5184384391096,13,071,9.4
Columbia County,Georgia,79.9000121343221,13,073,9.0
Cook County,Georgia,74.5580055914086,13,075,8.3
Coweta County,Georgia,78.2878211148514,13,077,8.8
Crawford County,Georgia,76.2615710216297,13,079,8.1
Crisp County,Georgia,75.0009603381692,13,081,9.3
Dade County,Georgia,75.2328094739059,13,083,13.1
Dawson County,Georgia,78.0323135482244,13,085,7.7
Decatur County,Georgia,74.2095783703298,13,087,10.1
DeKalb County,Georgia,79.4653896213388,13,089,9.7
Dodge County,Georgia,75.4295690779643,13,091,11.6
Dooly County,Georgia,78.0839269220416,13,093,10.4
Dougherty County,Georgia,74.786503482876,13,095,12.5
Douglas County,Georgia,77.3551061362594,13,097,9.5
Early County,Georgia,73.8751995634532,13,099,9.2
Echols County,Georgia,77.0628143470404,13,101,11.2
Effingham County,Georgia,76.414257500417,13,103,9.1
Elbert County,Georgia,74.6119539741512,13,105,9.3
Emanuel County,Georgia,73.0343110910228,13,107,10.1
Evans County,Georgia,74.9723693529997,13,109,10.7
Fannin County,Georgia,76.8311033512123,13,111,6.4
Fayette County,Georgia,80.8102293086784,13,113,9.3
Floyd County,Georgia,75.3007691624435,13,115,10.1
Forsyth County,Georgia,81.522901067057,13,117,6.9
Franklin County,Georgia,74.1403267104776,13,119,9.9
Fulton County,Georgia,78.5920379828466,13,121,11.1
Gilmer County,Georgia,78.1159356101066,13,123,8.2
Glascock County,Georgia,73.831276799801,13,125,8.2
Glynn County,Georgia,77.1385672912387,13,127,8.8
Gordon County,Georgia,75.5886365784405,13,129,9.0
Grady County,Georgia,75.6795943197714,13,131,8.5
Greene County,Georgia,77.6412044383976,13,133,7.2
Gwinnett County,Georgia,80.4384113806819,13,135,9.5
Habersham County,Georgia,77.4993847224526,13,137,9.7
Hall County,Georgia,78.8203748204953,13,139,9.8
Hancock County,Georgia,75.6859736738721,13,141,11.3
Haralson County,Georgia,73.3687710365694,13,143,8.9
Harris County,Georgia,79.1386047122064,13,145,8.4
Hart County,Georgia,76.8611128838859,13,147,9.1
Heard County,Georgia,75.0389959002543,13,149,8.3
Henry County,Georgia,77.2601558737148,13,151,9.8
Houston County,Georgia,77.3834558740908,13,153,10.5
Irwin County,Georgia,75.1864426229271,13,155,10.1
Jackson County,Georgia,76.134260571331,13,157,8.4
Jasper County,Georgia,75.9725613571511,13,159,9.0
Jeff Davis County,Georgia,73.5750401606558,13,161,8.2
Jefferson County,Georgia,72.842000760855,13,163,9.3
Jenkins County,Georgia,73.5327258960203,13,165,10.6
Johnson County,Georgia,76.1832695959256,13,167,11.3
Jones County,Georgia,78.0516006376945,13,169,9.0
Lamar County,Georgia,74.7629597232607,13,171,14.6
Lanier County,Georgia,75.5663386259568,13,173,8.4
Laurens County,Georgia,74.7306300814716,13,175,9.0
Lee County,Georgia,77.2195675791545,13,177,8.1
Liberty County,Georgia,76.5665577657614,13,179,17.3
Lincoln County,Georgia,76.0661887903113,13,181,8.6
Long County,Georgia,78.3496857779624,13,183,12.4
Lowndes County,Georgia,76.0100363022239,13,185,18.3
Lumpkin County,Georgia,77.8286653303911,13,187,12.9
McDuffie County,Georgia,74.0780726190292,13,189,8.1
McIntosh County,Georgia,79.4773231473255,13,191,7.3
Macon County,Georgia,74.0567258189828,13,193,12.2
Madison County,Georgia,75.7184339512435,13,195,8.5
Marion County,Georgia,76.3453500335902,13,197,7.8
Meriwether County,Georgia,74.7270506329405,13,199,9.2
Miller County,Georgia,73.4997499837151,13,201,10.3
Mitchell County,Georgia,74.7689316413014,13,205,10.1
Monroe County,Georgia,77.1698366221331,13,207,9.8
Montgomery County,Georgia,75.3576108121348,13,209,14.6
Morgan County,Georgia,77.5096838622981,13,211,9.0
Murray County,Georgia,74.9509992992007,13,213,9.5
Muscogee County,Georgia,74.5454406053132,13,215,13.1
Newton County,Georgia,76.1736339241261,13,217,10.2
Oconee County,Georgia,80.5798838924909,13,219,8.4
Oglethorpe County,Georgia,77.7167996062818,13,221,5.5
Paulding County,Georgia,78.5180367560156,13,223,9.0
Peach County,Georgia,74.03313677408,13,225,16.3
Pickens County,Georgia,77.3357389452521,13,227,7.2
Pierce County,Georgia,74.6705190503558,13,229,9.1
Pike County,Georgia,75.8098277591598,13,231,8.1
Polk County,Georgia,73.479135469949,13,233,9.2
Pulaski County,Georgia,77.7424998673055,13,235,9.6
Putnam County,Georgia,77.3966209074486,13,237,8.1
Quitman County,Georgia,75.3037922915723,13,239,9.6
Rabun County,Georgia,77.3787926782636,13,241,8.6
Randolph County,Georgia,75.6852416547734,13,243,9.6
Richmond County,Georgia,74.0548741424573,13,245,13.3
Rockdale County,Georgia,77.6878103253858,13,247,10.1
Schley County,Georgia,77.3388915434807,13,249,7.0
Screven County,Georgia,74.6973431226355,13,251,10.9
Seminole County,Georgia,73.9885563878023,13,253,6.3
Spalding County,Georgia,74.3802498950857,13,255,9.7
Stephens County,Georgia,73.5128371042352,13,257,11.6
Stewart County,Georgia,74.6723301476566,13,259,15.3
Sumter County,Georgia,74.5325257555981,13,261,12.3
