County,State,State_FIPS,County_FIPS,professional_degree
Navajo County,Arizona,04,017,597.0
Pima County,Arizona,04,019,15531.0
Pinal County,Arizona,04,021,2230.0
Santa Cruz County,Arizona,04,023,541.0
Yavapai County,Arizona,04,025,3226.0
La Paz County,Arizona,04,012,63.0
Yuma County,Arizona,04,027,975.0
Arkansas County,Arkansas,05,001,46.0
Ashley County,Arkansas,05,003,48.0
Baxter County,Arkansas,05,005,307.0
Benton County,Arkansas,05,007,3440.0
Boone County,Arkansas,05,009,137.0
Bradley County,Arkansas,05,011,24.0
Calhoun County,Arkansas,05,013,49.0
Carroll County,Arkansas,05,015,233.0
Chicot County,Arkansas,05,017,42.0
Clark County,Arkansas,05,019,145.0
Clay County,Arkansas,05,021,57.0
Cleburne County,Arkansas,05,023,181.0
Cleveland County,Arkansas,05,025,24.0
Columbia County,Arkansas,05,027,150.0
Conway County,Arkansas,05,029,45.0
Craighead County,Arkansas,05,031,1413.0
Crawford County,Arkansas,05,033,391.0
Crittenden County,Arkansas,05,035,275.0
Cross County,Arkansas,05,037,66.0
Dallas County,Arkansas,05,039,8.0
Desha County,Arkansas,05,041,39.0
Drew County,Arkansas,05,043,53.0
Faulkner County,Arkansas,05,045,973.0
Franklin County,Arkansas,05,047,22.0
Fulton County,Arkansas,05,049,31.0
Garland County,Arkansas,05,051,1022.0
Grant County,Arkansas,05,053,65.0
Greene County,Arkansas,05,055,154.0
Hempstead County,Arkansas,05,057,47.0
Hot Spring County,Arkansas,05,059,134.0
Howard County,Arkansas,05,061,67.0
Independence County,Arkansas,05,063,245.0
Izard County,Arkansas,05,065,22.0
Jackson County,Arkansas,05,067,26.0
Jefferson County,Arkansas,05,069,356.0
Johnson County,Arkansas,05,071,86.0
Lafayette County,Arkansas,05,073,51.0
Lawrence County,Arkansas,05,075,20.0
Lee County,Arkansas,05,077,20.0
Lincoln County,Arkansas,05,079,26.0
Little River County,Arkansas,05,081,14.0
Logan County,Arkansas,05,083,86.0
Lonoke County,Arkansas,05,085,357.0
Madison County,Arkansas,05,087,113.0
Marion County,Arkansas,05,089,75.0
Miller County,Arkansas,05,091,208.0
Mississippi County,Arkansas,05,093,227.0
Monroe County,Arkansas,05,095,36.0
Montgomery County,Arkansas,05,097,45.0
Nevada County,Arkansas,05,099,48.0
Newton County,Arkansas,05,101,34.0
Ouachita County,Arkansas,05,103,76.0
Perry County,Arkansas,05,105,36.0
Phillips County,Arkansas,05,107,92.0
Pike County,Arkansas,05,109,29.0
Poinsett County,Arkansas,05,111,60.0
Polk County,Arkansas,05,113,129.0
Pope County,Arkansas,05,115,376.0
Prairie County,Arkansas,05,117,32.0
Pulaski County,Arkansas,05,119,7802.0
Randolph County,Arkansas,05,121,56.0
Saint Francis County,Arkansas,05,123,129.0
Saline County,Arkansas,05,125,1173.0
Scott County,Arkansas,05,127,65.0
Searcy County,Arkansas,05,129,21.0
Sebastian County,Arkansas,05,131,1083.0
Sevier County,Arkansas,05,133,25.0
Sharp County,Arkansas,05,135,48.0
Stone County,Arkansas,05,137,32.0
Union County,Arkansas,05,139,247.0
Van Buren County,Arkansas,05,141,114.0
Washington County,Arkansas,05,143,3665.0
White County,Arkansas,05,145,506.0
Woodruff County,Arkansas,05,147,31.0
Yell County,Arkansas,05,149,97.0
Alameda County,California,06,001,35503.0
Alpine County,California,06,003,23.0
Amador County,California,06,005,593.0
Butte County,California,06,007,3327.0
Calaveras County,California,06,009,402.0
Colusa County,California,06,011,119.0
Contra Costa County,California,06,013,24350.0
Del Norte County,California,06,015,270.0
El Dorado County,California,06,017,3571.0
Fresno County,California,06,019,11054.0
Glenn County,California,06,021,175.0
Humboldt County,California,06,023,2085.0
Imperial County,California,06,025,904.0
Inyo County,California,06,027,155.0
Kern County,California,06,029,5222.0
Kings County,California,06,031,1058.0
Lake County,California,06,033,615.0
Lassen County,California,06,035,219.0
Los Angeles County,California,06,037,165612.0
Madera County,California,06,039,845.0
Marin County,California,06,041,12434.0
Mariposa County,California,06,043,224.0
Mendocino County,California,06,045,1292.0
Merced County,California,06,047,1286.0
Modoc County,California,06,049,80.0
Mono County,California,06,051,167.0
Monterey County,California,06,053,5602.0
Napa County,California,06,055,3183.0
Nevada County,California,06,057,1844.0
Orange County,California,06,059,61323.0
Placer County,California,06,061,8330.0
Plumas County,California,06,063,161.0
Riverside County,California,06,065,21490.0
Sacramento County,California,06,067,23313.0
San Benito County,California,06,069,428.0
San Bernardino County,California,06,071,16940.0
San Diego County,California,06,073,64991.0
San Francisco County,California,06,075,35058.0
San Joaquin County,California,06,077,5726.0
San Luis Obispo County,California,06,079,5080.0
San Mateo County,California,06,081,23033.0
Santa Barbara County,California,06,083,7129.0
Santa Clara County,California,06,085,37309.0
Santa Cruz County,California,06,087,5464.0
Shasta County,California,06,089,2538.0
Sierra County,California,06,091,81.0
Siskiyou County,California,06,093,662.0
Solano County,California,06,095,4776.0
Sonoma County,California,06,097,11027.0
Stanislaus County,California,06,099,4290.0
Sutter County,California,06,101,839.0
Tehama County,California,06,103,497.0
Trinity County,California,06,105,62.0
Tulare County,California,06,107,2518.0
Tuolumne County,California,06,109,649.0
Ventura County,California,06,111,14027.0
Yolo County,California,06,113,5403.0
Yuba County,California,06,115,439.0
Alamosa County,Colorado,08,003,143.0
Archuleta County,Colorado,08,007,202.0
Baca County,Colorado,08,009,18.0
Bent County,Colorado,08,011,2.0
Chaffee County,Colorado,08,015,489.0
Cheyenne County,Colorado,08,017,0.0
Clear Creek County,Colorado,08,019,164.0
Conejos County,Colorado,08,021,58.0
Costilla County,Colorado,08,023,42.0
Crowley County,Colorado,08,025,18.0
Custer County,Colorado,08,027,39.0
Delta County,Colorado,08,029,362.0
Dolores County,Colorado,08,033,25.0
Douglas County,Colorado,08,035,6494.0
Eagle County,Colorado,08,037,1261.0
Elbert County,Colorado,08,039,310.0
El Paso County,Colorado,08,041,8013.0
Fremont County,Colorado,08,043,379.0
Garfield County,Colorado,08,045,897.0
Gilpin County,Colorado,08,047,44.0
Grand County,Colorado,08,049,336.0
Gunnison County,Colorado,08,051,413.0
Huerfano County,Colorado,08,055,69.0
Jackson County,Colorado,08,057,11.0
Kiowa County,Colorado,08,061,3.0
Kit Carson County,Colorado,08,063,39.0
Lake County,Colorado,08,065,28.0
La Plata County,Colorado,08,067,1306.0
Larimer County,Colorado,08,069,4870.0
Las Animas County,Colorado,08,071,84.0
Lincoln County,Colorado,08,073,17.0
Logan County,Colorado,08,075,106.0
Mesa County,Colorado,08,077,1804.0
Moffat County,Colorado,08,081,59.0
Montezuma County,Colorado,08,083,311.0
Montrose County,Colorado,08,085,359.0
Morgan County,Colorado,08,087,258.0
Otero County,Colorado,08,089,134.0
Ouray County,Colorado,08,091,162.0
Park County,Colorado,08,093,156.0
Phillips County,Colorado,08,095,61.0
Pitkin County,Colorado,08,097,600.0
Prowers County,Colorado,08,099,25.0
Pueblo County,Colorado,08,101,1094.0
Rio Blanco County,Colorado,08,103,18.0
Rio Grande County,Colorado,08,105,120.0
Routt County,Colorado,08,107,852.0
Saguache County,Colorado,08,109,38.0
San Miguel County,Colorado,08,113,254.0
Sedgwick County,Colorado,08,115,12.0
Summit County,Colorado,08,117,656.0
Teller County,Colorado,08,119,394.0
Washington County,Colorado,08,121,35.0
Yuma County,Colorado,08,125,44.0
Adams County,Colorado,08,001,2514.0
Arapahoe County,Colorado,08,005,11022.0
Boulder County,Colorado,08,013,8765.0
Broomfield County,Colorado,08,014,1270.0
Denver County,Colorado,08,031,21556.0
Jefferson County,Colorado,08,059,9457.0
Weld County,Colorado,08,123,2213.0
Fairfield County,Connecticut,09,001,24970.0
Hartford County,Connecticut,09,003,19113.0
Litchfield County,Connecticut,09,005,2907.0
Middlesex County,Connecticut,09,007,3659.0
New Haven County,Connecticut,09,009,18522.0
New London County,Connecticut,09,011,4099.0
Tolland County,Connecticut,09,013,2225.0
Windham County,Connecticut,09,015,909.0
Kent County,Delaware,10,001,1506.0
New Castle County,Delaware,10,003,8473.0
Sussex County,Delaware,10,005,2870.0
Alachua County,Florida,12,001,6571.0
Baker County,Florida,12,003,117.0
Bay County,Florida,12,005,1939.0
Bradford County,Florida,12,007,79.0
Brevard County,Florida,12,009,5469.0
Broward County,Florida,12,011,37370.0
Calhoun County,Florida,12,013,45.0
Charlotte County,Florida,12,015,2159.0
Citrus County,Florida,12,017,1416.0
Clay County,Florida,12,019,1695.0
Collier County,Florida,12,021,9766.0
Columbia County,Florida,12,023,485.0
Miami-Dade County,Florida,12,086,54812.0
DeSoto County,Florida,12,027,99.0
Dixie County,Florida,12,029,155.0
Duval County,Florida,12,031,11839.0
Escambia County,Florida,12,033,3169.0
Flagler County,Florida,12,035,1318.0
Franklin County,Florida,12,037,96.0
Gadsden County,Florida,12,039,225.0
Gilchrist County,Florida,12,041,81.0
Glades County,Florida,12,043,9.0
Gulf County,Florida,12,045,224.0
Hamilton County,Florida,12,047,27.0
Hardee County,Florida,12,049,48.0
Hendry County,Florida,12,051,47.0
Hernando County,Florida,12,053,1218.0
Highlands County,Florida,12,055,934.0
Hillsborough County,Florida,12,057,22557.0
Holmes County,Florida,12,059,97.0
Indian River County,Florida,12,061,2716.0
Jackson County,Florida,12,063,264.0
Jefferson County,Florida,12,065,164.0
Lafayette County,Florida,12,067,210.0
Lake County,Florida,12,069,3685.0
Lee County,Florida,12,071,12444.0
Leon County,Florida,12,073,6410.0
Levy County,Florida,12,075,217.0
Liberty County,Florida,12,077,0.0
Madison County,Florida,12,079,62.0
Manatee County,Florida,12,081,5701.0
Marion County,Florida,12,083,3521.0
Martin County,Florida,12,085,2983.0
Monroe County,Florida,12,087,1494.0
Nassau County,Florida,12,089,1084.0
Okaloosa County,Florida,12,091,2163.0
Okeechobee County,Florida,12,093,109.0
Orange County,Florida,12,095,21514.0
Osceola County,Florida,12,097,3044.0
Palm Beach County,Florida,12,099,36078.0
Pasco County,Florida,12,101,4454.0
Pinellas County,Florida,12,103,16296.0
Polk County,Florida,12,105,5265.0
Putnam County,Florida,12,107,369.0
Saint Johns County,Florida,12,109,5062.0
Saint Lucie County,Florida,12,111,2875.0
Santa Rosa County,Florida,12,113,1630.0
Sarasota County,Florida,12,115,9544.0
Seminole County,Florida,12,117,6760.0
Sumter County,Florida,12,119,1852.0
Suwannee County,Florida,12,121,156.0
Taylor County,Florida,12,123,86.0
Union County,Florida,12,125,65.0
Volusia County,Florida,12,127,5232.0
Wakulla County,Florida,12,129,126.0
Walton County,Florida,12,131,948.0
Washington County,Florida,12,133,96.0
Appling County,Georgia,13,001,75.0
Atkinson County,Georgia,13,003,95.0
Bacon County,Georgia,13,005,69.0
Baker County,Georgia,13,007,0.0
Baldwin County,Georgia,13,009,423.0
Banks County,Georgia,13,011,148.0
Barrow County,Georgia,13,013,491.0
Bartow County,Georgia,13,015,1084.0
Ben Hill County,Georgia,13,017,69.0
Berrien County,Georgia,13,019,122.0
Bibb County,Georgia,13,021,2527.0
Bleckley County,Georgia,13,023,113.0
Brantley County,Georgia,13,025,145.0
Brooks County,Georgia,13,027,84.0
Bryan County,Georgia,13,029,301.0
Bulloch County,Georgia,13,031,752.0
Burke County,Georgia,13,033,117.0
Butts County,Georgia,13,035,225.0
Calhoun County,Georgia,13,037,32.0
Camden County,Georgia,13,039,506.0
Candler County,Georgia,13,043,79.0
Carroll County,Georgia,13,045,1041.0
Catoosa County,Georgia,13,047,613.0
Charlton County,Georgia,13,049,80.0
Chatham County,Georgia,13,051,4742.0
Chattahoochee County,Georgia,13,053,43.0
Chattooga County,Georgia,13,055,138.0
Cherokee County,Georgia,13,057,2875.0
Clarke County,Georgia,13,059,2118.0
Clay County,Georgia,13,061,13.0
Clayton County,Georgia,13,063,1948.0
Clinch County,Georgia,13,065,20.0
Cobb County,Georgia,13,067,14661.0
Coffee County,Georgia,13,069,315.0
Colquitt County,Georgia,13,071,400.0
Columbia County,Georgia,13,073,2766.0
Cook County,Georgia,13,075,102.0
Coweta County,Georgia,13,077,1599.0
Crawford County,Georgia,13,079,85.0
Crisp County,Georgia,13,081,212.0
Dade County,Georgia,13,083,15.0
Dawson County,Georgia,13,085,327.0
Decatur County,Georgia,13,087,159.0
DeKalb County,Georgia,13,089,17955.0
Dodge County,Georgia,13,091,202.0
Dooly County,Georgia,13,093,56.0
Dougherty County,Georgia,13,095,1369.0
Douglas County,Georgia,13,097,1615.0
Early County,Georgia,13,099,71.0
Echols County,Georgia,13,101,8.0
Effingham County,Georgia,13,103,571.0
Elbert County,Georgia,13,105,144.0
Emanuel County,Georgia,13,107,279.0
Evans County,Georgia,13,109,121.0
Fannin County,Georgia,13,111,567.0
Fayette County,Georgia,13,113,2379.0
Floyd County,Georgia,13,115,1502.0
Forsyth County,Georgia,13,117,3047.0
Franklin County,Georgia,13,119,224.0
Fulton County,Georgia,13,121,28307.0
Gilmer County,Georgia,13,123,450.0
Glascock County,Georgia,13,125,0.0
Glynn County,Georgia,13,127,1311.0
Gordon County,Georgia,13,129,414.0
Grady County,Georgia,13,131,131.0
Greene County,Georgia,13,133,455.0
Gwinnett County,Georgia,13,135,11712.0
Habersham County,Georgia,13,137,588.0
Hall County,Georgia,13,139,2763.0
Hancock County,Georgia,13,141,21.0
Haralson County,Georgia,13,143,304.0
Harris County,Georgia,13,145,581.0
Hart County,Georgia,13,147,291.0
Heard County,Georgia,13,149,112.0
Henry County,Georgia,13,151,2073.0
Houston County,Georgia,13,153,1651.0
Irwin County,Georgia,13,155,131.0
Jackson County,Georgia,13,157,704.0
Jasper County,Georgia,13,159,91.0
Jeff Davis County,Georgia,13,161,98.0
Jefferson County,Georgia,13,163,22.0
Jenkins County,Georgia,13,165,80.0
Johnson County,Georgia,13,167,32.0
Jones County,Georgia,13,169,337.0
Lamar County,Georgia,13,171,178.0
Lanier County,Georgia,13,173,57.0
Laurens County,Georgia,13,175,537.0
Lee County,Georgia,13,177,260.0
Liberty County,Georgia,13,179,341.0
Lincoln County,Georgia,13,181,64.0
Long County,Georgia,13,183,73.0
Lowndes County,Georgia,13,185,1156.0
Lumpkin County,Georgia,13,187,381.0
McDuffie County,Georgia,13,189,102.0
McIntosh County,Georgia,13,191,105.0
Macon County,Georgia,13,193,27.0
Madison County,Georgia,13,195,290.0
Marion County,Georgia,13,197,45.0
Meriwether County,Georgia,13,199,59.0
Miller County,Georgia,13,201,16.0
Mitchell County,Georgia,13,205,36.0
Monroe County,Georgia,13,207,480.0
Montgomery County,Georgia,13,209,62.0
Morgan County,Georgia,13,211,374.0
Murray County,Georgia,13,213,147.0
Muscogee County,Georgia,13,215,2463.0
Newton County,Georgia,13,217,779.0
Oconee County,Georgia,13,219,1436.0
Oglethorpe County,Georgia,13,221,118.0
Paulding County,Georgia,13,223,1494.0
Peach County,Georgia,13,225,234.0
Pickens County,Georgia,13,227,354.0
Pierce County,Georgia,13,229,175.0
Pike County,Georgia,13,231,220.0
Polk County,Georgia,13,233,404.0
Pulaski County,Georgia,13,235,70.0
Putnam County,Georgia,13,237,395.0
Quitman County,Georgia,13,239,13.0
Rabun County,Georgia,13,241,330.0
Randolph County,Georgia,13,243,3.0
Richmond County,Georgia,13,245,2479.0
Rockdale County,Georgia,13,247,773.0
Schley County,Georgia,13,249,25.0
Screven County,Georgia,13,251,90.0
Seminole County,Georgia,13,253,33.0
Spalding County,Georgia,13,255,546.0
Stephens County,Georgia,13,257,468.0
Stewart County,Georgia,13,259,17.0
Sumter County,Georgia,13,261,314.0
Talbot County,Georgia,13,263,18.0
Taliaferro County,Georgia,13,265,12.0
Tattnall County,Georgia,13,267,308.0
Taylor County,Georgia,13,269,39.0
Telfair County,Georgia,13,271,114.0
Terrell County,Georgia,13,273,34.0
Thomas County,Georgia,13,275,432.0
Tift County,Georgia,13,277,356.0
Toombs County,Georgia,13,279,201.0
Towns County,Georgia,13,281,204.0
Treutlen County,Georgia,13,283,45.0
Troup County,Georgia,13,285,617.0
Turner County,Georgia,13,287,108.0
Twiggs County,Georgia,13,289,71.0
Union County,Georgia,13,291,358.0
Upson County,Georgia,13,293,204.0
Walker County,Georgia,13,295,485.0
Walton County,Georgia,13,297,998.0
Ware County,Georgia,13,299,256.0
Warren County,Georgia,13,301,30.0
Washington County,Georgia,13,303,128.0
Wayne County,Georgia,13,305,233.0
Webster County,Georgia,13,307,5.0
Wheeler County,Georgia,13,309,41.0
White County,Georgia,13,311,297.0
Whitfield County,Georgia,13,313,728.0
Wilcox County,Georgia,13,315,95.0
Wilkes County,Georgia,13,317,129.0
Wilkinson County,Georgia,13,319,11.0
Worth County,Georgia,13,321,93.0
Hawaii County,Hawaii,15,001,2692.0
Honolulu County,Hawaii,15,003,16996.0
Kauai County,Hawaii,15,007,966.0
Kalawao County,Hawaii,15,005,0.0
Maui County,Hawaii,15,009,2246.0
Ada County,Idaho,16,001,6842.0
Adams County,Idaho,16,003,40.0
Bannock County,Idaho,16,005,660.0
Bear Lake County,Idaho,16,007,31.0
Benewah County,Idaho,16,009,27.0
Bingham County,Idaho,16,011,352.0
Blaine County,Idaho,16,013,296.0
Boise County,Idaho,16,015,92.0
Bonner County,Idaho,16,017,590.0
Bonneville County,Idaho,16,019,1019.0
Boundary County,Idaho,16,021,124.0
Butte County,Idaho,16,023,8.0
Camas County,Idaho,16,025,5.0
Canyon County,Idaho,16,027,890.0
Caribou County,Idaho,16,029,23.0
Cassia County,Idaho,16,031,138.0
Clearwater County,Idaho,16,035,59.0
Custer County,Idaho,16,037,30.0
Elmore County,Idaho,16,039,161.0
Franklin County,Idaho,16,041,50.0
Fremont County,Idaho,16,043,60.0
Gem County,Idaho,16,045,70.0
Gooding County,Idaho,16,047,88.0
Idaho County,Idaho,16,049,107.0
Jefferson County,Idaho,16,051,203.0
Jerome County,Idaho,16,053,199.0
Kootenai County,Idaho,16,055,1794.0
Latah County,Idaho,16,057,601.0
Lemhi County,Idaho,16,059,80.0
Lewis County,Idaho,16,061,12.0
Lincoln County,Idaho,16,063,9.0
Madison County,Idaho,16,065,393.0
Minidoka County,Idaho,16,067,74.0
Nez Perce County,Idaho,16,069,293.0
Oneida County,Idaho,16,071,3.0
Owyhee County,Idaho,16,073,9.0
Payette County,Idaho,16,075,230.0
Power County,Idaho,16,077,89.0
Shoshone County,Idaho,16,079,83.0
Teton County,Idaho,16,081,163.0
Twin Falls County,Idaho,16,083,811.0
Valley County,Idaho,16,085,66.0
Washington County,Idaho,16,087,47.0
Adams County,Illinois,17,001,504.0
Alexander County,Illinois,17,003,39.0
Bond County,Illinois,17,005,44.0
Boone County,Illinois,17,007,690.0
Brown County,Illinois,17,009,24.0
Bureau County,Illinois,17,011,343.0
Calhoun County,Illinois,17,013,19.0
Carroll County,Illinois,17,015,113.0
Cass County,Illinois,17,017,31.0
Champaign County,Illinois,17,019,3804.0
Christian County,Illinois,17,021,211.0
Clark County,Illinois,17,023,52.0
Clay County,Illinois,17,025,99.0
Clinton County,Illinois,17,027,232.0
Coles County,Illinois,17,029,418.0
Cook County,Illinois,17,031,110261.0
Crawford County,Illinois,17,033,66.0
Cumberland County,Illinois,17,035,32.0
DeKalb County,Illinois,17,037,704.0
De Witt County,Illinois,17,039,65.0
Douglas County,Illinois,17,041,97.0
DuPage County,Illinois,17,043,20510.0
Edgar County,Illinois,17,045,91.0
Edwards County,Illinois,17,047,22.0
Effingham County,Illinois,17,049,322.0
Fayette County,Illinois,17,051,60.0
Ford County,Illinois,17,053,32.0
Franklin County,Illinois,17,055,212.0
Fulton County,Illinois,17,057,178.0
Gallatin County,Illinois,17,059,8.0
Greene County,Illinois,17,061,22.0
Grundy County,Illinois,17,063,220.0
Hamilton County,Illinois,17,065,25.0
Hancock County,Illinois,17,067,99.0
Hardin County,Illinois,17,069,21.0
Henderson County,Illinois,17,071,5.0
Henry County,Illinois,17,073,381.0
Iroquois County,Illinois,17,075,116.0
Jackson County,Illinois,17,077,769.0
Jasper County,Illinois,17,079,39.0
Jefferson County,Illinois,17,081,318.0
Jersey County,Illinois,17,083,92.0
Jo Daviess County,Illinois,17,085,233.0
Johnson County,Illinois,17,087,44.0
Kane County,Illinois,17,089,5167.0
Kankakee County,Illinois,17,091,785.0
Kendall County,Illinois,17,093,882.0
Knox County,Illinois,17,095,362.0
Lake County,Illinois,17,097,15082.0
LaSalle County,Illinois,17,099,748.0
Lawrence County,Illinois,17,101,63.0
Lee County,Illinois,17,103,222.0
Livingston County,Illinois,17,105,224.0
Logan County,Illinois,17,107,138.0
McDonough County,Illinois,17,109,171.0
McHenry County,Illinois,17,111,2769.0
McLean County,Illinois,17,113,2070.0
Macon County,Illinois,17,115,906.0
Macoupin County,Illinois,17,117,321.0
Madison County,Illinois,17,119,2605.0
Marion County,Illinois,17,121,218.0
Marshall County,Illinois,17,123,81.0
Mason County,Illinois,17,125,55.0
Massac County,Illinois,17,127,36.0
Menard County,Illinois,17,129,141.0
Mercer County,Illinois,17,131,97.0
Monroe County,Illinois,17,133,357.0
Montgomery County,Illinois,17,135,153.0
Morgan County,Illinois,17,137,219.0
Moultrie County,Illinois,17,139,82.0
Ogle County,Illinois,17,141,227.0
Peoria County,Illinois,17,143,2653.0
Perry County,Illinois,17,145,24.0
Piatt County,Illinois,17,147,113.0
Pike County,Illinois,17,149,101.0
Pope County,Illinois,17,151,5.0
Pulaski County,Illinois,17,153,62.0
Putnam County,Illinois,17,155,46.0
Randolph County,Illinois,17,157,221.0
Richland County,Illinois,17,159,90.0
Rock Island County,Illinois,17,161,1144.0
Saint Clair County,Illinois,17,163,2740.0
Saline County,Illinois,17,165,139.0
Sangamon County,Illinois,17,167,3650.0
Schuyler County,Illinois,17,169,35.0
Scott County,Illinois,17,171,40.0
Shelby County,Illinois,17,173,34.0
Stark County,Illinois,17,175,18.0
Stephenson County,Illinois,17,177,388.0
Tazewell County,Illinois,17,179,1044.0
Union County,Illinois,17,181,90.0
Vermilion County,Illinois,17,183,377.0
Wabash County,Illinois,17,185,44.0
Warren County,Illinois,17,187,99.0
Washington County,Illinois,17,189,87.0
Wayne County,Illinois,17,191,60.0
White County,Illinois,17,193,37.0
Whiteside County,Illinois,17,195,422.0
Will County,Illinois,17,197,6187.0
Williamson County,Illinois,17,199,752.0
Winnebago County,Illinois,17,201,2612.0
Woodford County,Illinois,17,203,293.0
Adams County,Indiana,18,001,78.0
Allen County,Indiana,18,003,3810.0
Bartholomew County,Indiana,18,005,493.0
Benton County,Indiana,18,007,27.0
Blackford County,Indiana,18,009,20.0
Boone County,Indiana,18,011,1841.0
Brown County,Indiana,18,013,193.0
Carroll County,Indiana,18,015,67.0
Cass County,Indiana,18,017,82.0
Clark County,Indiana,18,019,707.0
Clay County,Indiana,18,021,156.0
Clinton County,Indiana,18,023,140.0
Crawford County,Indiana,18,025,36.0
Daviess County,Indiana,18,027,117.0
Dearborn County,Indiana,18,029,306.0
Decatur County,Indiana,18,031,141.0
DeKalb County,Indiana,18,033,187.0
Delaware County,Indiana,18,035,897.0
Dubois County,Indiana,18,037,202.0
Elkhart County,Indiana,18,039,1218.0
Fayette County,Indiana,18,041,66.0
Floyd County,Indiana,18,043,1022.0
Fountain County,Indiana,18,045,84.0
Franklin County,Indiana,18,047,72.0
Fulton County,Indiana,18,049,28.0
Gibson County,Indiana,18,051,169.0
Grant County,Indiana,18,053,418.0
Greene County,Indiana,18,055,236.0
Hamilton County,Indiana,18,057,8953.0
Hancock County,Indiana,18,059,489.0
Harrison County,Indiana,18,061,296.0
