County,State,State_FIPS,County_FIPS,population_aged_25_plus
Phillips County,Arkansas,05,107,12339.0
Pike County,Arkansas,05,109,7576.0
Poinsett County,Arkansas,05,111,16321.0
Polk County,Arkansas,05,113,14102.0
Pope County,Arkansas,05,115,40359.0
Prairie County,Arkansas,05,117,5972.0
Pulaski County,Arkansas,05,119,266144.0
Randolph County,Arkansas,05,121,12268.0
Saint Francis County,Arkansas,05,123,18340.0
Saline County,Arkansas,05,125,81408.0
Scott County,Arkansas,05,127,6941.0
Searcy County,Arkansas,05,129,5814.0
Sebastian County,Arkansas,05,131,84531.0
Sevier County,Arkansas,05,133,10701.0
Sharp County,Arkansas,05,135,12334.0
Stone County,Arkansas,05,137,9155.0
Union County,Arkansas,05,139,27079.0
Van Buren County,Arkansas,05,141,12270.0
Washington County,Arkansas,05,143,138163.0
White County,Arkansas,05,145,50930.0
Woodruff County,Arkansas,05,147,4722.0
Yell County,Arkansas,05,149,14499.0
Alameda County,California,06,001,1156404.0
Alpine County,California,06,003,784.0
Amador County,California,06,005,29520.0
Butte County,California,06,007,147890.0
Calaveras County,California,06,009,34602.0
Colusa County,California,06,011,13634.0
Contra Costa County,California,06,013,777519.0
Del Norte County,California,06,015,19437.0
El Dorado County,California,06,017,134716.0
Fresno County,California,06,019,596505.0
Glenn County,California,06,021,17924.0
Humboldt County,California,06,023,91946.0
Imperial County,California,06,025,109338.0
Inyo County,California,06,027,13244.0
Kern County,California,06,029,532100.0
Kings County,California,06,031,92321.0
Lake County,California,06,033,46394.0
Lassen County,California,06,035,22390.0
Los Angeles County,California,06,037,6845489.0
Madera County,California,06,039,97015.0
Marin County,California,06,041,190541.0
Mariposa County,California,06,043,13659.0
Mendocino County,California,06,045,61799.0
Merced County,California,06,047,158034.0
Modoc County,California,06,049,6773.0
Mono County,California,06,051,10042.0
Monterey County,California,06,053,274528.0
Napa County,California,06,055,98220.0
Nevada County,California,06,057,75777.0
Orange County,California,06,059,2151512.0
Placer County,California,06,061,265483.0
Plumas County,California,06,063,14430.0
Riverside County,California,06,065,1530229.0
Sacramento County,California,06,067,1012283.0
San Benito County,California,06,069,38076.0
San Bernardino County,California,06,071,1331752.0
San Diego County,California,06,073,2223376.0
San Francisco County,California,06,075,689551.0
San Joaquin County,California,06,077,458237.0
San Luis Obispo County,California,06,079,187561.0
San Mateo County,California,06,081,547899.0
Santa Barbara County,California,06,083,273815.0
Santa Clara County,California,06,085,1323801.0
Santa Cruz County,California,06,087,178865.0
Shasta County,California,06,089,126151.0
Sierra County,California,06,091,2330.0
Siskiyou County,California,06,093,31792.0
Solano County,California,06,095,299653.0
Sonoma County,California,06,097,357968.0
Stanislaus County,California,06,099,339918.0
Sutter County,California,06,101,62221.0
Tehama County,California,06,103,43334.0
Trinity County,California,06,105,9966.0
Tulare County,California,06,107,269073.0
Tuolumne County,California,06,109,41123.0
Ventura County,California,06,111,566685.0
Yolo County,California,06,113,126055.0
Yuba County,California,06,115,47201.0
Alamosa County,Colorado,08,003,9526.0
Archuleta County,Colorado,08,007,9797.0
Baca County,Colorado,08,009,2612.0
Bent County,Colorado,08,011,4539.0
Chaffee County,Colorado,08,015,15106.0
Cheyenne County,Colorado,08,017,1265.0
Clear Creek County,Colorado,08,019,7345.0
Conejos County,Colorado,08,021,5301.0
Costilla County,Colorado,08,023,2689.0
Crowley County,Colorado,08,025,3874.0
Custer County,Colorado,08,027,3592.0
Delta County,Colorado,08,029,22133.0
Dolores County,Colorado,08,033,1408.0
Douglas County,Colorado,08,035,215250.0
Eagle County,Colorado,08,037,38042.0
Elbert County,Colorado,08,039,17806.0
El Paso County,Colorado,08,041,442086.0
Fremont County,Colorado,08,043,36374.0
Garfield County,Colorado,08,045,38796.0
Gilpin County,Colorado,08,047,4700.0
Grand County,Colorado,08,049,11390.0
Gunnison County,Colorado,08,051,10553.0
Huerfano County,Colorado,08,055,5170.0
Jackson County,Colorado,08,057,968.0
Kiowa County,Colorado,08,061,951.0
Kit Carson County,Colorado,08,063,5386.0
Lake County,Colorado,08,065,5465.0
La Plata County,Colorado,08,067,39271.0
Larimer County,Colorado,08,069,221161.0
Las Animas County,Colorado,08,071,10422.0
Lincoln County,Colorado,08,073,4072.0
Logan County,Colorado,08,075,14736.0
Mesa County,Colorado,08,077,102669.0
Moffat County,Colorado,08,081,8847.0
Montezuma County,Colorado,08,083,18228.0
Montrose County,Colorado,08,085,29377.0
Morgan County,Colorado,08,087,18355.0
Otero County,Colorado,08,089,12271.0
Ouray County,Colorado,08,091,3840.0
Park County,Colorado,08,093,13546.0
Phillips County,Colorado,08,095,2849.0
Pitkin County,Colorado,08,097,13648.0
Prowers County,Colorado,08,099,7831.0
Pueblo County,Colorado,08,101,111894.0
Rio Blanco County,Colorado,08,103,4166.0
Rio Grande County,Colorado,08,105,7665.0
Routt County,Colorado,08,107,18311.0
Saguache County,Colorado,08,109,4698.0
San Miguel County,Colorado,08,113,5976.0
Sedgwick County,Colorado,08,115,1694.0
Summit County,Colorado,08,117,22871.0
Teller County,Colorado,08,119,18212.0
Washington County,Colorado,08,121,3367.0
Yuma County,Colorado,08,125,6620.0
Adams County,Colorado,08,001,318139.0
Arapahoe County,Colorado,08,005,430193.0
Boulder County,Colorado,08,013,209850.0
Broomfield County,Colorado,08,014,45458.0
Denver County,Colorado,08,031,496573.0
Jefferson County,Colorado,08,059,408988.0
Weld County,Colorado,08,123,188765.0
Fairfield County,Connecticut,09,001,641790.0
Hartford County,Connecticut,09,003,622446.0
Litchfield County,Connecticut,09,005,134752.0
Middlesex County,Connecticut,09,007,118792.0
New Haven County,Connecticut,09,009,595852.0
New London County,Connecticut,09,011,188221.0
Tolland County,Connecticut,09,013,95870.0
Windham County,Connecticut,09,015,80985.0
Kent County,Delaware,10,001,116057.0
New Castle County,Delaware,10,003,380467.0
Sussex County,Delaware,10,005,163455.0
Alachua County,Florida,12,001,159261.0
Baker County,Florida,12,003,18659.0
Bay County,Florida,12,005,127804.0
Bradford County,Florida,12,007,19488.0
Brevard County,Florida,12,009,426776.0
Broward County,Florida,12,011,1344708.0
Calhoun County,Florida,12,013,10294.0
Charlotte County,Florida,12,015,145220.0
Citrus County,Florida,12,017,113645.0
Clay County,Florida,12,019,141027.0
Collier County,Florida,12,021,274710.0
Columbia County,Florida,12,023,47814.0
Miami-Dade County,Florida,12,086,1922868.0
DeSoto County,Florida,12,027,25918.0
Dixie County,Florida,12,029,12370.0
Duval County,Florida,12,031,628707.0
Escambia County,Florida,12,033,208585.0
Flagler County,Florida,12,035,81448.0
Franklin County,Florida,12,037,8966.0
Gadsden County,Florida,12,039,32128.0
Gilchrist County,Florida,12,041,11890.0
Glades County,Florida,12,043,10056.0
Gulf County,Florida,12,045,12177.0
Hamilton County,Florida,12,047,10133.0
Hardee County,Florida,12,049,17323.0
Hendry County,Florida,12,051,25285.0
Hernando County,Florida,12,053,136540.0
Highlands County,Florida,12,055,78047.0
Hillsborough County,Florida,12,057,935758.0
Holmes County,Florida,12,059,14061.0
Indian River County,Florida,12,061,115641.0
Jackson County,Florida,12,063,35370.0
Jefferson County,Florida,12,065,10910.0
Lafayette County,Florida,12,067,6146.0
Lake County,Florida,12,069,247089.0
Lee County,Florida,12,071,537841.0
Leon County,Florida,12,073,170031.0
Levy County,Florida,12,075,29171.0
Liberty County,Florida,12,077,6007.0
Madison County,Florida,12,079,13450.0
Manatee County,Florida,12,081,277789.0
Marion County,Florida,12,083,259032.0
Martin County,Florida,12,085,121310.0
Monroe County,Florida,12,087,59600.0
Nassau County,Florida,12,089,58920.0
Okaloosa County,Florida,12,091,137503.0
Okeechobee County,Florida,12,093,28284.0
Orange County,Florida,12,095,879992.0
Osceola County,Florida,12,097,222545.0
Palm Beach County,Florida,12,099,1054752.0
Pasco County,Florida,12,101,370112.0
Pinellas County,Florida,12,103,732552.0
Polk County,Florida,12,105,461771.0
Putnam County,Florida,12,107,51840.0
Saint Johns County,Florida,12,109,166672.0
Saint Lucie County,Florida,12,111,220556.0
Santa Rosa County,Florida,12,113,118487.0
Sarasota County,Florida,12,115,328083.0
Seminole County,Florida,12,117,318981.0
Sumter County,Florida,12,119,108330.0
Suwannee County,Florida,12,121,30969.0
Taylor County,Florida,12,123,16088.0
Union County,Florida,12,125,11211.0
Volusia County,Florida,12,127,389206.0
Wakulla County,Florida,12,129,22983.0
Walton County,Florida,12,131,48209.0
Washington County,Florida,12,133,17628.0
Appling County,Georgia,13,001,12323.0
Atkinson County,Georgia,13,003,5230.0
Bacon County,Georgia,13,005,7429.0
Baker County,Georgia,13,007,2315.0
Baldwin County,Georgia,13,009,28060.0
Banks County,Georgia,13,011,12821.0
Barrow County,Georgia,13,013,50285.0
Bartow County,Georgia,13,015,69063.0
Ben Hill County,Georgia,13,017,11400.0
Berrien County,Georgia,13,019,13050.0
Bibb County,Georgia,13,021,99763.0
Bleckley County,Georgia,13,023,7861.0
Brantley County,Georgia,13,025,12532.0
Brooks County,Georgia,13,027,11096.0
Bryan County,Georgia,13,029,22564.0
Bulloch County,Georgia,13,031,41472.0
Burke County,Georgia,13,033,14705.0
Butts County,Georgia,13,035,16729.0
Calhoun County,Georgia,13,037,4744.0
Camden County,Georgia,13,039,32979.0
Candler County,Georgia,13,043,7187.0
Carroll County,Georgia,13,045,72829.0
Catoosa County,Georgia,13,047,45585.0
Charlton County,Georgia,13,049,9040.0
Chatham County,Georgia,13,051,192097.0
Chattahoochee County,Georgia,13,053,4878.0
Chattooga County,Georgia,13,055,17078.0
Cherokee County,Georgia,13,057,161547.0
Clarke County,Georgia,13,059,69493.0
Clay County,Georgia,13,061,2190.0
Clayton County,Georgia,13,063,172122.0
Clinch County,Georgia,13,065,4498.0
Cobb County,Georgia,13,067,497192.0
Coffee County,Georgia,13,069,27907.0
Colquitt County,Georgia,13,071,29439.0
Columbia County,Georgia,13,073,97342.0
Cook County,Georgia,13,075,11269.0
Coweta County,Georgia,13,077,93522.0
Crawford County,Georgia,13,079,8779.0
Crisp County,Georgia,13,081,15085.0
Dade County,Georgia,13,083,11093.0
Dawson County,Georgia,13,085,16987.0
Decatur County,Georgia,13,087,17797.0
DeKalb County,Georgia,13,089,503419.0
Dodge County,Georgia,13,091,14928.0
Dooly County,Georgia,13,093,10087.0
Dougherty County,Georgia,13,095,57866.0
Douglas County,Georgia,13,097,91243.0
Early County,Georgia,13,099,6941.0
Echols County,Georgia,13,101,2832.0
Effingham County,Georgia,13,103,38065.0
Elbert County,Georgia,13,105,13529.0
Emanuel County,Georgia,13,107,14832.0
Evans County,Georgia,13,109,7229.0
Fannin County,Georgia,13,111,19089.0
Fayette County,Georgia,13,113,75475.0
Floyd County,Georgia,13,115,64087.0
Forsyth County,Georgia,13,117,142017.0
Franklin County,Georgia,13,119,15365.0
Fulton County,Georgia,13,121,686663.0
Gilmer County,Georgia,13,123,21857.0
Glascock County,Georgia,13,125,2062.0
Glynn County,Georgia,13,127,58258.0
Gordon County,Georgia,13,129,37781.0
Grady County,Georgia,13,131,16949.0
Greene County,Georgia,13,133,12663.0
Gwinnett County,Georgia,13,135,572839.0
Habersham County,Georgia,13,137,29626.0
Hall County,Georgia,13,139,127116.0
Hancock County,Georgia,13,141,6688.0
Haralson County,Georgia,13,143,19703.0
Harris County,Georgia,13,145,23469.0
Hart County,Georgia,13,147,18388.0
Heard County,Georgia,13,149,8026.0
Henry County,Georgia,13,151,142179.0
Houston County,Georgia,13,153,98921.0
Irwin County,Georgia,13,155,6206.0
Jackson County,Georgia,13,157,44233.0
Jasper County,Georgia,13,159,9419.0
Jeff Davis County,Georgia,13,161,9705.0
Jefferson County,Georgia,13,163,10660.0
Jenkins County,Georgia,13,165,5816.0
Johnson County,Georgia,13,167,6728.0
Jones County,Georgia,13,169,19544.0
Lamar County,Georgia,13,171,11871.0
Lanier County,Georgia,13,173,6832.0
Laurens County,Georgia,13,175,31598.0
Lee County,Georgia,13,177,19326.0
Liberty County,Georgia,13,179,35621.0
Lincoln County,Georgia,13,181,5714.0
Long County,Georgia,13,183,11323.0
Lowndes County,Georgia,13,185,67252.0
Lumpkin County,Georgia,13,187,20043.0
McDuffie County,Georgia,13,189,14303.0
McIntosh County,Georgia,13,191,10727.0
Macon County,Georgia,13,193,9557.0
Madison County,Georgia,13,195,19845.0
Marion County,Georgia,13,197,6125.0
Meriwether County,Georgia,13,199,14761.0
Miller County,Georgia,13,201,4194.0
Mitchell County,Georgia,13,205,15311.0
Monroe County,Georgia,13,207,19051.0
Montgomery County,Georgia,13,209,5968.0
Morgan County,Georgia,13,211,12538.0
Murray County,Georgia,13,213,26263.0
Muscogee County,Georgia,13,215,127410.0
Newton County,Georgia,13,217,67991.0
Oconee County,Georgia,13,219,24184.0
Oglethorpe County,Georgia,13,221,10589.0
Paulding County,Georgia,13,223,100232.0
Peach County,Georgia,13,225,17415.0
Pickens County,Georgia,13,227,22326.0
Pierce County,Georgia,13,229,12987.0
Pike County,Georgia,13,231,12276.0
Polk County,Georgia,13,233,27418.0
Pulaski County,Georgia,13,235,8309.0
Putnam County,Georgia,13,237,15483.0
Quitman County,Georgia,13,239,1733.0
Rabun County,Georgia,13,241,12551.0
Randolph County,Georgia,13,243,4671.0
Richmond County,Georgia,13,245,131125.0
Rockdale County,Georgia,13,247,58138.0
Schley County,Georgia,13,249,3405.0
Screven County,Georgia,13,251,9643.0
Seminole County,Georgia,13,253,5929.0
Spalding County,Georgia,13,255,43913.0
Stephens County,Georgia,13,257,17285.0
Stewart County,Georgia,13,259,4554.0
Sumter County,Georgia,13,261,19060.0
Talbot County,Georgia,13,263,4754.0
Taliaferro County,Georgia,13,265,1291.0
Tattnall County,Georgia,13,267,17832.0
Taylor County,Georgia,13,269,5663.0
Telfair County,Georgia,13,271,12147.0
Terrell County,Georgia,13,273,6079.0
Thomas County,Georgia,13,275,30431.0
Tift County,Georgia,13,277,25790.0
Toombs County,Georgia,13,279,17632.0
Towns County,Georgia,13,281,8333.0
Treutlen County,Georgia,13,283,4727.0
Troup County,Georgia,13,285,45424.0
Turner County,Georgia,13,287,5482.0
Twiggs County,Georgia,13,289,6065.0
Union County,Georgia,13,291,17703.0
Upson County,Georgia,13,293,17973.0
Walker County,Georgia,13,295,48169.0
Walton County,Georgia,13,297,59763.0
Ware County,Georgia,13,299,24179.0
Warren County,Georgia,13,301,3924.0
Washington County,Georgia,13,303,14136.0
Wayne County,Georgia,13,305,20050.0
Webster County,Georgia,13,307,1804.0
Wheeler County,Georgia,13,309,5484.0
White County,Georgia,13,311,20514.0
Whitfield County,Georgia,13,313,66692.0
Wilcox County,Georgia,13,315,6337.0
Wilkes County,Georgia,13,317,6967.0
Wilkinson County,Georgia,13,319,6287.0
Worth County,Georgia,13,321,14185.0
Hawaii County,Hawaii,15,001,139689.0
Honolulu County,Hawaii,15,003,680707.0
Kauai County,Hawaii,15,007,50696.0
Kalawao County,Hawaii,15,005,69.0
Maui County,Hawaii,15,009,117206.0
Ada County,Idaho,16,001,298286.0
Adams County,Idaho,16,003,3065.0
Bannock County,Idaho,16,005,53417.0
Bear Lake County,Idaho,16,007,3922.0
Benewah County,Idaho,16,009,6383.0
Bingham County,Idaho,16,011,27164.0
Blaine County,Idaho,16,013,15414.0
Boise County,Idaho,16,015,5522.0
Bonner County,Idaho,16,017,31587.0
Bonneville County,Idaho,16,019,67789.0
Boundary County,Idaho,16,021,8044.0
Butte County,Idaho,16,023,1942.0
Camas County,Idaho,16,025,610.0
Canyon County,Idaho,16,027,129864.0
Caribou County,Idaho,16,029,4420.0
Cassia County,Idaho,16,031,13905.0
Clearwater County,Idaho,16,035,6686.0
Custer County,Idaho,16,037,3164.0
Elmore County,Idaho,16,039,16356.0
Franklin County,Idaho,16,041,7899.0
Fremont County,Idaho,16,043,8264.0
Gem County,Idaho,16,045,11784.0
Gooding County,Idaho,16,047,9750.0
Idaho County,Idaho,16,049,11980.0
Jefferson County,Idaho,16,051,16025.0
Jerome County,Idaho,16,053,14120.0
Kootenai County,Idaho,16,055,105732.0
Latah County,Idaho,16,057,21864.0
Lemhi County,Idaho,16,059,5898.0
Lewis County,Idaho,16,061,2705.0
Lincoln County,Idaho,16,063,3258.0
Madison County,Idaho,16,065,16293.0
Minidoka County,Idaho,16,067,12802.0
Nez Perce County,Idaho,16,069,27855.0
Oneida County,Idaho,16,071,2701.0
Owyhee County,Idaho,16,073,7436.0
Payette County,Idaho,16,075,15025.0
Power County,Idaho,16,077,4852.0
Shoshone County,Idaho,16,079,9171.0
Teton County,Idaho,16,081,7346.0
Twin Falls County,Idaho,16,083,53218.0
Valley County,Idaho,16,085,8097.0
Washington County,Idaho,16,087,7059.0
Adams County,Illinois,17,001,46174.0
Alexander County,Illinois,17,003,4544.0
Bond County,Illinois,17,005,11823.0
Boone County,Illinois,17,007,34927.0
Brown County,Illinois,17,009,4994.0
Bureau County,Illinois,17,011,23571.0
Calhoun County,Illinois,17,013,3499.0
Carroll County,Illinois,17,015,10672.0
Cass County,Illinois,17,017,8617.0
Champaign County,Illinois,17,019,121237.0
Christian County,Illinois,17,021,23786.0
Clark County,Illinois,17,023,10989.0
Clay County,Illinois,17,025,9350.0
Clinton County,Illinois,17,027,26681.0
Coles County,Illinois,17,029,33003.0
Cook County,Illinois,17,031,3587029.0
Crawford County,Illinois,17,033,13801.0
Cumberland County,Illinois,17,035,7622.0
DeKalb County,Illinois,17,037,61363.0
De Witt County,Illinois,17,039,11404.0
Douglas County,Illinois,17,041,13135.0
DuPage County,Illinois,17,043,634898.0
Edgar County,Illinois,17,045,12645.0
Edwards County,Illinois,17,047,4538.0
Effingham County,Illinois,17,049,23277.0
Fayette County,Illinois,17,051,15341.0
Ford County,Illinois,17,053,9338.0
Franklin County,Illinois,17,055,27595.0
Fulton County,Illinois,17,057,25588.0
Gallatin County,Illinois,17,059,3748.0
Greene County,Illinois,17,061,9399.0
Grundy County,Illinois,17,063,33555.0
Hamilton County,Illinois,17,065,5838.0
Hancock County,Illinois,17,067,13040.0
Hardin County,Illinois,17,069,2982.0
Henderson County,Illinois,17,071,5127.0
Henry County,Illinois,17,073,34631.0
Iroquois County,Illinois,17,075,19917.0
Jackson County,Illinois,17,077,35318.0
Jasper County,Illinois,17,079,6709.0
Jefferson County,Illinois,17,081,26667.0
Jersey County,Illinois,17,083,15259.0
Jo Daviess County,Illinois,17,085,16222.0
Johnson County,Illinois,17,087,9229.0
Kane County,Illinois,17,089,343510.0
Kankakee County,Illinois,17,091,72819.0
Kendall County,Illinois,17,093,78134.0
Knox County,Illinois,17,095,35533.0
Lake County,Illinois,17,097,457008.0
LaSalle County,Illinois,17,099,77413.0
Lawrence County,Illinois,17,101,11704.0
Lee County,Illinois,17,103,24967.0
Livingston County,Illinois,17,105,25520.0
Logan County,Illinois,17,107,20445.0
McDonough County,Illinois,17,109,18401.0
McHenry County,Illinois,17,111,206909.0
McLean County,Illinois,17,113,105055.0
Macon County,Illinois,17,115,73230.0
Macoupin County,Illinois,17,117,32343.0
Madison County,Illinois,17,119,184918.0
Marion County,Illinois,17,121,26377.0
Marshall County,Illinois,17,123,8523.0
Mason County,Illinois,17,125,9949.0
Massac County,Illinois,17,127,10238.0
Menard County,Illinois,17,129,8758.0
Mercer County,Illinois,17,131,11197.0
Monroe County,Illinois,17,133,23870.0
Montgomery County,Illinois,17,135,20988.0
Morgan County,Illinois,17,137,24001.0
Moultrie County,Illinois,17,139,9890.0
Ogle County,Illinois,17,141,35634.0
Peoria County,Illinois,17,143,123650.0
Perry County,Illinois,17,145,15340.0
Piatt County,Illinois,17,147,11592.0
Pike County,Illinois,17,149,11006.0
Pope County,Illinois,17,151,3421.0
Pulaski County,Illinois,17,153,3984.0
Putnam County,Illinois,17,155,4226.0
Randolph County,Illinois,17,157,23723.0
Richland County,Illinois,17,159,11100.0
Rock Island County,Illinois,17,161,99943.0
Saint Clair County,Illinois,17,163,178139.0
Saline County,Illinois,17,165,17116.0
Sangamon County,Illinois,17,167,136666.0
Schuyler County,Illinois,17,169,5250.0
Scott County,Illinois,17,171,3559.0
Shelby County,Illinois,17,173,15598.0
Stark County,Illinois,17,175,3894.0
Stephenson County,Illinois,17,177,31980.0
Tazewell County,Illinois,17,179,93423.0
Union County,Illinois,17,181,12368.0
Vermilion County,Illinois,17,183,53310.0
Wabash County,Illinois,17,185,8148.0
Warren County,Illinois,17,187,11307.0
Washington County,Illinois,17,189,10143.0
Wayne County,Illinois,17,191,11559.0
White County,Illinois,17,193,9994.0
Whiteside County,Illinois,17,195,39295.0
Will County,Illinois,17,197,448262.0
Williamson County,Illinois,17,199,47527.0
Winnebago County,Illinois,17,201,194429.0
Woodford County,Illinois,17,203,25975.0
Adams County,Indiana,18,001,21160.0
Allen County,Indiana,18,003,239816.0
Bartholomew County,Indiana,18,005,55456.0
