County,State,State_FIPS,County_FIPS,doctorate_degree
Independence County,Arkansas,05,063,161
Izard County,Arkansas,05,065,43
Jackson County,Arkansas,05,067,23
Jefferson County,Arkansas,05,069,290
Johnson County,Arkansas,05,071,85
Lafayette County,Arkansas,05,073,0
Lawrence County,Arkansas,05,075,37
Lee County,Arkansas,05,077,10
Lincoln County,Arkansas,05,079,13
Little River County,Arkansas,05,081,11
Logan County,Arkansas,05,083,43
Lonoke County,Arkansas,05,085,186
Madison County,Arkansas,05,087,21
Marion County,Arkansas,05,089,104
Miller County,Arkansas,05,091,157
Mississippi County,Arkansas,05,093,154
Monroe County,Arkansas,05,095,5
Montgomery County,Arkansas,05,097,26
Nevada County,Arkansas,05,099,18
Newton County,Arkansas,05,101,19
Ouachita County,Arkansas,05,103,36
Perry County,Arkansas,05,105,5
Phillips County,Arkansas,05,107,2
Pike County,Arkansas,05,109,15
Poinsett County,Arkansas,05,111,4
Polk County,Arkansas,05,113,13
Pope County,Arkansas,05,115,335
Prairie County,Arkansas,05,117,16
Pulaski County,Arkansas,05,119,3523
Randolph County,Arkansas,05,121,26
Saint Francis County,Arkansas,05,123,87
Saline County,Arkansas,05,125,638
Scott County,Arkansas,05,127,49
Searcy County,Arkansas,05,129,8
Sebastian County,Arkansas,05,131,475
Sevier County,Arkansas,05,133,18
Sharp County,Arkansas,05,135,58
Stone County,Arkansas,05,137,12
Union County,Arkansas,05,139,121
Van Buren County,Arkansas,05,141,48
Washington County,Arkansas,05,143,2248
White County,Arkansas,05,145,548
Woodruff County,Arkansas,05,147,6
Yell County,Arkansas,05,149,12
Alameda County,California,06,001,28998
Alpine County,California,06,003,32
Amador County,California,06,005,171
Butte County,California,06,007,1599
Calaveras County,California,06,009,178
Colusa County,California,06,011,25
Contra Costa County,California,06,013,13328
Del Norte County,California,06,015,245
El Dorado County,California,06,017,1426
Fresno County,California,06,019,4028
Glenn County,California,06,021,62
Humboldt County,California,06,023,1436
Imperial County,California,06,025,230
Inyo County,California,06,027,132
Kern County,California,06,029,2706
Kings County,California,06,031,159
Lake County,California,06,033,242
Lassen County,California,06,035,104
Los Angeles County,California,06,037,81313
Madera County,California,06,039,388
Marin County,California,06,041,5358
Mariposa County,California,06,043,84
Mendocino County,California,06,045,538
Merced County,California,06,047,720
Modoc County,California,06,049,61
Mono County,California,06,051,14
Monterey County,California,06,053,3212
Napa County,California,06,055,1023
Nevada County,California,06,057,806
Orange County,California,06,059,29727
Placer County,California,06,061,2801
Plumas County,California,06,063,197
Riverside County,California,06,065,11224
Sacramento County,California,06,067,9251
San Benito County,California,06,069,103
San Bernardino County,California,06,071,9121
San Diego County,California,06,073,40484
San Francisco County,California,06,075,15373
San Joaquin County,California,06,077,3266
San Luis Obispo County,California,06,079,3095
San Mateo County,California,06,081,14495
Santa Barbara County,California,06,083,6018
Santa Clara County,California,06,085,39545
Santa Cruz County,California,06,087,3788
Shasta County,California,06,089,802
Sierra County,California,06,091,0
Siskiyou County,California,06,093,243
Solano County,California,06,095,2252
Sonoma County,California,06,097,3949
Stanislaus County,California,06,099,1402
Sutter County,California,06,101,243
Tehama County,California,06,103,194
Trinity County,California,06,105,63
Tulare County,California,06,107,1001
Tuolumne County,California,06,109,206
Ventura County,California,06,111,7311
Yolo County,California,06,113,5462
Yuba County,California,06,115,123
Alamosa County,Colorado,08,003,101
Archuleta County,Colorado,08,007,142
Baca County,Colorado,08,009,4
Bent County,Colorado,08,011,0
Chaffee County,Colorado,08,015,164
Cheyenne County,Colorado,08,017,3
Clear Creek County,Colorado,08,019,157
Conejos County,Colorado,08,021,22
Costilla County,Colorado,08,023,15
Crowley County,Colorado,08,025,11
Custer County,Colorado,08,027,59
Delta County,Colorado,08,029,107
Dolores County,Colorado,08,033,2
Douglas County,Colorado,08,035,2830
Eagle County,Colorado,08,037,337
Elbert County,Colorado,08,039,176
El Paso County,Colorado,08,041,5280
Fremont County,Colorado,08,043,176
Garfield County,Colorado,08,045,171
Gilpin County,Colorado,08,047,39
Grand County,Colorado,08,049,43
Gunnison County,Colorado,08,051,222
Huerfano County,Colorado,08,055,67
Jackson County,Colorado,08,057,8
Kiowa County,Colorado,08,061,6
Kit Carson County,Colorado,08,063,0
Lake County,Colorado,08,065,49
La Plata County,Colorado,08,067,762
Larimer County,Colorado,08,069,5552
Las Animas County,Colorado,08,071,40
Lincoln County,Colorado,08,073,1
Logan County,Colorado,08,075,160
Mesa County,Colorado,08,077,1011
Moffat County,Colorado,08,081,69
Montezuma County,Colorado,08,083,210
Montrose County,Colorado,08,085,207
Morgan County,Colorado,08,087,60
Otero County,Colorado,08,089,42
Ouray County,Colorado,08,091,55
Park County,Colorado,08,093,116
Phillips County,Colorado,08,095,11
Pitkin County,Colorado,08,097,247
Prowers County,Colorado,08,099,45
Pueblo County,Colorado,08,101,844
Rio Blanco County,Colorado,08,103,45
Rio Grande County,Colorado,08,105,53
Routt County,Colorado,08,107,175
Saguache County,Colorado,08,109,41
San Miguel County,Colorado,08,113,90
Sedgwick County,Colorado,08,115,11
Summit County,Colorado,08,117,583
Teller County,Colorado,08,119,223
Washington County,Colorado,08,121,4
Yuma County,Colorado,08,125,0
Adams County,Colorado,08,001,1332
Arapahoe County,Colorado,08,005,4403
Boulder County,Colorado,08,013,9913
Broomfield County,Colorado,08,014,635
Denver County,Colorado,08,031,7363
Jefferson County,Colorado,08,059,5668
Weld County,Colorado,08,123,1627
Fairfield County,Connecticut,09,001,9140
Hartford County,Connecticut,09,003,7828
Litchfield County,Connecticut,09,005,1293
Middlesex County,Connecticut,09,007,2042
New Haven County,Connecticut,09,009,11942
New London County,Connecticut,09,011,2891
Tolland County,Connecticut,09,013,2312
Windham County,Connecticut,09,015,942
Kent County,Delaware,10,001,877
New Castle County,Delaware,10,003,7203
Sussex County,Delaware,10,005,1665
Alachua County,Florida,12,001,7273
Baker County,Florida,12,003,107
Bay County,Florida,12,005,736
Bradford County,Florida,12,007,62
Brevard County,Florida,12,009,4333
Broward County,Florida,12,011,13327
Calhoun County,Florida,12,013,0
Charlotte County,Florida,12,015,668
Citrus County,Florida,12,017,559
Clay County,Florida,12,019,663
Collier County,Florida,12,021,3331
Columbia County,Florida,12,023,209
Miami-Dade County,Florida,12,086,20354
DeSoto County,Florida,12,027,67
Dixie County,Florida,12,029,10
Duval County,Florida,12,031,4529
Escambia County,Florida,12,033,1712
Flagler County,Florida,12,035,623
Franklin County,Florida,12,037,38
Gadsden County,Florida,12,039,306
Gilchrist County,Florida,12,041,11
Glades County,Florida,12,043,12
Gulf County,Florida,12,045,57
Hamilton County,Florida,12,047,6
Hardee County,Florida,12,049,64
Hendry County,Florida,12,051,45
Hernando County,Florida,12,053,661
Highlands County,Florida,12,055,575
Hillsborough County,Florida,12,057,9749
Holmes County,Florida,12,059,21
Indian River County,Florida,12,061,1060
Jackson County,Florida,12,063,91
Jefferson County,Florida,12,065,86
Lafayette County,Florida,12,067,10
Lake County,Florida,12,069,1329
Lee County,Florida,12,071,5067
Leon County,Florida,12,073,5213
Levy County,Florida,12,075,63
Liberty County,Florida,12,077,58
Madison County,Florida,12,079,59
Manatee County,Florida,12,081,2682
Marion County,Florida,12,083,1728
Martin County,Florida,12,085,1154
Monroe County,Florida,12,087,822
Nassau County,Florida,12,089,297
Okaloosa County,Florida,12,091,1094
Okeechobee County,Florida,12,093,32
Orange County,Florida,12,095,7250
Osceola County,Florida,12,097,1150
Palm Beach County,Florida,12,099,12548
Pasco County,Florida,12,101,1811
Pinellas County,Florida,12,103,7581
Polk County,Florida,12,105,2925
Putnam County,Florida,12,107,145
Saint Johns County,Florida,12,109,2517
Saint Lucie County,Florida,12,111,1414
Santa Rosa County,Florida,12,113,1070
Sarasota County,Florida,12,115,4252
Seminole County,Florida,12,117,3148
Sumter County,Florida,12,119,963
Suwannee County,Florida,12,121,101
Taylor County,Florida,12,123,37
Union County,Florida,12,125,25
Volusia County,Florida,12,127,3280
Wakulla County,Florida,12,129,157
Walton County,Florida,12,131,416
Washington County,Florida,12,133,38
Appling County,Georgia,13,001,110
Atkinson County,Georgia,13,003,27
Bacon County,Georgia,13,005,16
Baker County,Georgia,13,007,0
Baldwin County,Georgia,13,009,410
Banks County,Georgia,13,011,30
Barrow County,Georgia,13,013,117
Bartow County,Georgia,13,015,302
Ben Hill County,Georgia,13,017,22
Berrien County,Georgia,13,019,19
Bibb County,Georgia,13,021,1185
Bleckley County,Georgia,13,023,163
Brantley County,Georgia,13,025,0
Brooks County,Georgia,13,027,37
Bryan County,Georgia,13,029,178
Bulloch County,Georgia,13,031,1049
Burke County,Georgia,13,033,43
Butts County,Georgia,13,035,48
Calhoun County,Georgia,13,037,17
Camden County,Georgia,13,039,209
Candler County,Georgia,13,043,34
Carroll County,Georgia,13,045,644
Catoosa County,Georgia,13,047,227
Charlton County,Georgia,13,049,30
Chatham County,Georgia,13,051,2575
Chattahoochee County,Georgia,13,053,0
Chattooga County,Georgia,13,055,16
Cherokee County,Georgia,13,057,1131
Clarke County,Georgia,13,059,3069
Clay County,Georgia,13,061,0
Clayton County,Georgia,13,063,1018
Clinch County,Georgia,13,065,17
Cobb County,Georgia,13,067,6227
Coffee County,Georgia,13,069,82
Colquitt County,Georgia,13,071,107
Columbia County,Georgia,13,073,1311
Cook County,Georgia,13,075,68
Coweta County,Georgia,13,077,822
Crawford County,Georgia,13,079,7
Crisp County,Georgia,13,081,74
Dade County,Georgia,13,083,79
Dawson County,Georgia,13,085,28
Decatur County,Georgia,13,087,148
DeKalb County,Georgia,13,089,11170
Dodge County,Georgia,13,091,91
Dooly County,Georgia,13,093,12
Dougherty County,Georgia,13,095,652
Douglas County,Georgia,13,097,713
Early County,Georgia,13,099,30
Echols County,Georgia,13,101,0
Effingham County,Georgia,13,103,106
Elbert County,Georgia,13,105,11
Emanuel County,Georgia,13,107,81
Evans County,Georgia,13,109,129
Fannin County,Georgia,13,111,92
Fayette County,Georgia,13,113,1089
Floyd County,Georgia,13,115,630
Forsyth County,Georgia,13,117,1415
Franklin County,Georgia,13,119,56
Fulton County,Georgia,13,121,11016
Gilmer County,Georgia,13,123,138
Glascock County,Georgia,13,125,14
Glynn County,Georgia,13,127,568
Gordon County,Georgia,13,129,202
Grady County,Georgia,13,131,137
Greene County,Georgia,13,133,115
Gwinnett County,Georgia,13,135,5948
Habersham County,Georgia,13,137,222
Hall County,Georgia,13,139,1048
Hancock County,Georgia,13,141,47
Haralson County,Georgia,13,143,116
Harris County,Georgia,13,145,263
Hart County,Georgia,13,147,74
Heard County,Georgia,13,149,0
Henry County,Georgia,13,151,920
Houston County,Georgia,13,153,432
Irwin County,Georgia,13,155,97
Jackson County,Georgia,13,157,196
Jasper County,Georgia,13,159,57
Jeff Davis County,Georgia,13,161,45
Jefferson County,Georgia,13,163,7
Jenkins County,Georgia,13,165,0
Johnson County,Georgia,13,167,35
Jones County,Georgia,13,169,159
Lamar County,Georgia,13,171,108
Lanier County,Georgia,13,173,3
Laurens County,Georgia,13,175,176
Lee County,Georgia,13,177,158
Liberty County,Georgia,13,179,327
Lincoln County,Georgia,13,181,5
Long County,Georgia,13,183,29
Lowndes County,Georgia,13,185,770
Lumpkin County,Georgia,13,187,276
McDuffie County,Georgia,13,189,47
McIntosh County,Georgia,13,191,33
Macon County,Georgia,13,193,29
Madison County,Georgia,13,195,155
Marion County,Georgia,13,197,0
Meriwether County,Georgia,13,199,35
Miller County,Georgia,13,201,46
Mitchell County,Georgia,13,205,22
Monroe County,Georgia,13,207,131
Montgomery County,Georgia,13,209,67
Morgan County,Georgia,13,211,76
Murray County,Georgia,13,213,62
Muscogee County,Georgia,13,215,1076
Newton County,Georgia,13,217,296
Oconee County,Georgia,13,219,809
Oglethorpe County,Georgia,13,221,84
Paulding County,Georgia,13,223,175
Peach County,Georgia,13,225,191
Pickens County,Georgia,13,227,101
Pierce County,Georgia,13,229,100
Pike County,Georgia,13,231,92
Polk County,Georgia,13,233,91
Pulaski County,Georgia,13,235,16
Putnam County,Georgia,13,237,124
Quitman County,Georgia,13,239,0
Rabun County,Georgia,13,241,183
Randolph County,Georgia,13,243,24
Richmond County,Georgia,13,245,1381
Rockdale County,Georgia,13,247,414
Schley County,Georgia,13,249,10
Screven County,Georgia,13,251,54
Seminole County,Georgia,13,253,14
Spalding County,Georgia,13,255,289
Stephens County,Georgia,13,257,152
Stewart County,Georgia,13,259,23
Sumter County,Georgia,13,261,239
Talbot County,Georgia,13,263,43
Taliaferro County,Georgia,13,265,8
Tattnall County,Georgia,13,267,47
Taylor County,Georgia,13,269,70
Telfair County,Georgia,13,271,18
Terrell County,Georgia,13,273,45
Thomas County,Georgia,13,275,414
Tift County,Georgia,13,277,327
Toombs County,Georgia,13,279,59
Towns County,Georgia,13,281,93
Treutlen County,Georgia,13,283,11
Troup County,Georgia,13,285,285
Turner County,Georgia,13,287,37
Twiggs County,Georgia,13,289,2
Union County,Georgia,13,291,60
Upson County,Georgia,13,293,120
Walker County,Georgia,13,295,219
Walton County,Georgia,13,297,413
Ware County,Georgia,13,299,174
Warren County,Georgia,13,301,0
Washington County,Georgia,13,303,16
Wayne County,Georgia,13,305,49
Webster County,Georgia,13,307,0
Wheeler County,Georgia,13,309,0
White County,Georgia,13,311,136
Whitfield County,Georgia,13,313,334
Wilcox County,Georgia,13,315,7
Wilkes County,Georgia,13,317,53
Wilkinson County,Georgia,13,319,29
Worth County,Georgia,13,321,72
Hawaii County,Hawaii,15,001,1857
Honolulu County,Hawaii,15,003,9254
Kauai County,Hawaii,15,007,326
Kalawao County,Hawaii,15,005,2
Maui County,Hawaii,15,009,882
Ada County,Idaho,16,001,3297
Adams County,Idaho,16,003,49
Bannock County,Idaho,16,005,804
Bear Lake County,Idaho,16,007,17
Benewah County,Idaho,16,009,14
Bingham County,Idaho,16,011,74
Blaine County,Idaho,16,013,190
Boise County,Idaho,16,015,39
Bonner County,Idaho,16,017,235
Bonneville County,Idaho,16,019,813
Boundary County,Idaho,16,021,14
Butte County,Idaho,16,023,0
Camas County,Idaho,16,025,7
Canyon County,Idaho,16,027,647
Caribou County,Idaho,16,029,63
Cassia County,Idaho,16,031,97
Clearwater County,Idaho,16,035,29
Custer County,Idaho,16,037,10
Elmore County,Idaho,16,039,48
Franklin County,Idaho,16,041,50
Fremont County,Idaho,16,043,122
Gem County,Idaho,16,045,21
Gooding County,Idaho,16,047,27
Idaho County,Idaho,16,049,9
Jefferson County,Idaho,16,051,70
Jerome County,Idaho,16,053,40
Kootenai County,Idaho,16,055,834
Latah County,Idaho,16,057,1097
Lemhi County,Idaho,16,059,47
Lewis County,Idaho,16,061,8
Lincoln County,Idaho,16,063,10
Madison County,Idaho,16,065,440
Minidoka County,Idaho,16,067,22
Nez Perce County,Idaho,16,069,167
Oneida County,Idaho,16,071,0
Owyhee County,Idaho,16,073,0
Payette County,Idaho,16,075,32
Power County,Idaho,16,077,22
Shoshone County,Idaho,16,079,70
Teton County,Idaho,16,081,130
Twin Falls County,Idaho,16,083,251
Valley County,Idaho,16,085,48
Washington County,Idaho,16,087,0
Adams County,Illinois,17,001,304
Alexander County,Illinois,17,003,16
Bond County,Illinois,17,005,122
Boone County,Illinois,17,007,162
Brown County,Illinois,17,009,6
Bureau County,Illinois,17,011,74
Calhoun County,Illinois,17,013,20
Carroll County,Illinois,17,015,50
Cass County,Illinois,17,017,7
Champaign County,Illinois,17,019,5854
Christian County,Illinois,17,021,42
Clark County,Illinois,17,023,46
Clay County,Illinois,17,025,35
Clinton County,Illinois,17,027,69
Coles County,Illinois,17,029,498
Cook County,Illinois,17,031,46570
Crawford County,Illinois,17,033,40
Cumberland County,Illinois,17,035,29
DeKalb County,Illinois,17,037,1141
De Witt County,Illinois,17,039,29
Douglas County,Illinois,17,041,79
DuPage County,Illinois,17,043,10217
Edgar County,Illinois,17,045,9
Edwards County,Illinois,17,047,4
Effingham County,Illinois,17,049,233
Fayette County,Illinois,17,051,42
Ford County,Illinois,17,053,32
Franklin County,Illinois,17,055,86
Fulton County,Illinois,17,057,71
Gallatin County,Illinois,17,059,30
Greene County,Illinois,17,061,29
Grundy County,Illinois,17,063,72
Hamilton County,Illinois,17,065,0
Hancock County,Illinois,17,067,67
Hardin County,Illinois,17,069,0
Henderson County,Illinois,17,071,9
Henry County,Illinois,17,073,117
Iroquois County,Illinois,17,075,92
Jackson County,Illinois,17,077,1306
Jasper County,Illinois,17,079,27
Jefferson County,Illinois,17,081,182
Jersey County,Illinois,17,083,144
Jo Daviess County,Illinois,17,085,159
Johnson County,Illinois,17,087,51
Kane County,Illinois,17,089,3134
Kankakee County,Illinois,17,091,271
Kendall County,Illinois,17,093,426
Knox County,Illinois,17,095,291
Lake County,Illinois,17,097,6415
LaSalle County,Illinois,17,099,358
Lawrence County,Illinois,17,101,21
Lee County,Illinois,17,103,69
Livingston County,Illinois,17,105,141
Logan County,Illinois,17,107,70
McDonough County,Illinois,17,109,814
McHenry County,Illinois,17,111,1026
McLean County,Illinois,17,113,1624
Macon County,Illinois,17,115,570
Macoupin County,Illinois,17,117,104
Madison County,Illinois,17,119,1585
Marion County,Illinois,17,121,26
Marshall County,Illinois,17,123,22
Mason County,Illinois,17,125,65
Massac County,Illinois,17,127,7
Menard County,Illinois,17,129,45
Mercer County,Illinois,17,131,46
Monroe County,Illinois,17,133,92
Montgomery County,Illinois,17,135,109
Morgan County,Illinois,17,137,153
Moultrie County,Illinois,17,139,58
Ogle County,Illinois,17,141,81
Peoria County,Illinois,17,143,1275
Perry County,Illinois,17,145,16
Piatt County,Illinois,17,147,123
Pike County,Illinois,17,149,17
Pope County,Illinois,17,151,6
Pulaski County,Illinois,17,153,2
Putnam County,Illinois,17,155,7
Randolph County,Illinois,17,157,31
Richland County,Illinois,17,159,44
Rock Island County,Illinois,17,161,822
Saint Clair County,Illinois,17,163,1242
Saline County,Illinois,17,165,51
Sangamon County,Illinois,17,167,1381
Schuyler County,Illinois,17,169,30
Scott County,Illinois,17,171,0
Shelby County,Illinois,17,173,22
Stark County,Illinois,17,175,2
Stephenson County,Illinois,17,177,127
Tazewell County,Illinois,17,179,355
Union County,Illinois,17,181,73
Vermilion County,Illinois,17,183,161
Wabash County,Illinois,17,185,15
Warren County,Illinois,17,187,152
Washington County,Illinois,17,189,35
Wayne County,Illinois,17,191,28
White County,Illinois,17,193,0
Whiteside County,Illinois,17,195,79
Will County,Illinois,17,197,3958
Williamson County,Illinois,17,199,527
Winnebago County,Illinois,17,201,998
Woodford County,Illinois,17,203,242
Adams County,Indiana,18,001,31
Allen County,Indiana,18,003,1795
Bartholomew County,Indiana,18,005,616
Benton County,Indiana,18,007,23
Blackford County,Indiana,18,009,32
Boone County,Indiana,18,011,975
Brown County,Indiana,18,013,107
Carroll County,Indiana,18,015,36
Cass County,Indiana,18,017,75
Clark County,Indiana,18,019,397
Clay County,Indiana,18,021,29
Clinton County,Indiana,18,023,24
Crawford County,Indiana,18,025,99
Daviess County,Indiana,18,027,57
Dearborn County,Indiana,18,029,75
Decatur County,Indiana,18,031,33
DeKalb County,Indiana,18,033,64
Delaware County,Indiana,18,035,1616
Dubois County,Indiana,18,037,132
Elkhart County,Indiana,18,039,599
Fayette County,Indiana,18,041,36
Floyd County,Indiana,18,043,262
Fountain County,Indiana,18,045,45
Franklin County,Indiana,18,047,123
Fulton County,Indiana,18,049,44
Gibson County,Indiana,18,051,69
Grant County,Indiana,18,053,425
Greene County,Indiana,18,055,63
Hamilton County,Indiana,18,057,4275
Hancock County,Indiana,18,059,312
Harrison County,Indiana,18,061,78
Hendricks County,Indiana,18,063,806
Henry County,Indiana,18,065,113
Howard County,Indiana,18,067,221
Huntington County,Indiana,18,069,159
Jackson County,Indiana,18,071,46
Jasper County,Indiana,18,073,93
Jay County,Indiana,18,075,28
Jefferson County,Indiana,18,077,151
Jennings County,Indiana,18,079,25
Johnson County,Indiana,18,081,725
Knox County,Indiana,18,083,30
Kosciusko County,Indiana,18,085,340
LaGrange County,Indiana,18,087,86
Lake County,Indiana,18,089,1710
LaPorte County,Indiana,18,091,399
Lawrence County,Indiana,18,093,103
Madison County,Indiana,18,095,431
Marion County,Indiana,18,097,5718
Marshall County,Indiana,18,099,106
Martin County,Indiana,18,101,25
Miami County,Indiana,18,103,51
Monroe County,Indiana,18,105,4143
Montgomery County,Indiana,18,107,177
Morgan County,Indiana,18,109,186
Newton County,Indiana,18,111,26
Noble County,Indiana,18,113,124
Ohio County,Indiana,18,115,5
Orange County,Indiana,18,117,8
Owen County,Indiana,18,119,52
Parke County,Indiana,18,121,17
Perry County,Indiana,18,123,30
Pike County,Indiana,18,125,4
Porter County,Indiana,18,127,1427
Posey County,Indiana,18,129,112
Pulaski County,Indiana,18,131,43
Putnam County,Indiana,18,133,395
Randolph County,Indiana,18,135,76
Ripley County,Indiana,18,137,84
Rush County,Indiana,18,139,25
Saint Joseph County,Indiana,18,141,2640
Scott County,Indiana,18,143,38
Shelby County,Indiana,18,145,136
Spencer County,Indiana,18,147,61
Starke County,Indiana,18,149,38
Steuben County,Indiana,18,151,156
Sullivan County,Indiana,18,153,37
Switzerland County,Indiana,18,155,2
Tippecanoe County,Indiana,18,157,3829
Tipton County,Indiana,18,159,32
Union County,Indiana,18,161,27
Vanderburgh County,Indiana,18,163,926
Vermillion County,Indiana,18,165,23
Vigo County,Indiana,18,167,1101
Wabash County,Indiana,18,169,163
Warren County,Indiana,18,171,32
Warrick County,Indiana,18,173,318
Washington County,Indiana,18,175,45
Wayne County,Indiana,18,177,288
Wells County,Indiana,18,179,37
White County,Indiana,18,181,42
Whitley County,Indiana,18,183,42
Adair County,Iowa,19,001,8
Adams County,Iowa,19,003,13
Allamakee County,Iowa,19,005,62
Appanoose County,Iowa,19,007,22
Audubon County,Iowa,19,009,16
Benton County,Iowa,19,011,18
Black Hawk County,Iowa,19,013,1225
Boone County,Iowa,19,015,93
Bremer County,Iowa,19,017,119
Buchanan County,Iowa,19,019,35
Buena Vista County,Iowa,19,021,147
Butler County,Iowa,19,023,13
Calhoun County,Iowa,19,025,32
Carroll County,Iowa,19,027,114
Cass County,Iowa,19,029,33
Cedar County,Iowa,19,031,133
Cerro Gordo County,Iowa,19,033,147
Cherokee County,Iowa,19,035,58
Chickasaw County,Iowa,19,037,6
Clarke County,Iowa,19,039,0
Clay County,Iowa,19,041,54
Clayton County,Iowa,19,043,58
Clinton County,Iowa,19,045,104
Crawford County,Iowa,19,047,60
Dallas County,Iowa,19,049,523
Davis County,Iowa,19,051,25
