County,State,State_FIPS,County_FIPS,high_school_only_percentage
Chicot County,Arkansas,05,017,44.6
Clark County,Arkansas,05,019,33.6
Clay County,Arkansas,05,021,43.8
Cleburne County,Arkansas,05,023,39.2
Cleveland County,Arkansas,05,025,44.8
Columbia County,Arkansas,05,027,38.2
Conway County,Arkansas,05,029,42.1
Craighead County,Arkansas,05,031,32.8
Crawford County,Arkansas,05,033,38.7
Crittenden County,Arkansas,05,035,36.3
Cross County,Arkansas,05,037,45.8
Dallas County,Arkansas,05,039,50.5
Desha County,Arkansas,05,041,40.4
Drew County,Arkansas,05,043,35.5
Faulkner County,Arkansas,05,045,30.6
Franklin County,Arkansas,05,047,40.4
Fulton County,Arkansas,05,049,43.0
Garland County,Arkansas,05,051,32.2
Grant County,Arkansas,05,053,43.1
Greene County,Arkansas,05,055,43.1
Hempstead County,Arkansas,05,057,38.0
Hot Spring County,Arkansas,05,059,42.1
Howard County,Arkansas,05,061,33.5
Independence County,Arkansas,05,063,38.9
Izard County,Arkansas,05,065,40.0
Jackson County,Arkansas,05,067,45.3
Jefferson County,Arkansas,05,069,38.7
Johnson County,Arkansas,05,071,41.1
Lafayette County,Arkansas,05,073,43.3
Lawrence County,Arkansas,05,075,42.7
Lee County,Arkansas,05,077,39.5
Lincoln County,Arkansas,05,079,48.0
Little River County,Arkansas,05,081,40.6
Logan County,Arkansas,05,083,43.7
Lonoke County,Arkansas,05,085,34.0
Madison County,Arkansas,05,087,46.0
Marion County,Arkansas,05,089,43.4
Miller County,Arkansas,05,091,39.3
Mississippi County,Arkansas,05,093,36.6
Monroe County,Arkansas,05,095,41.2
Montgomery County,Arkansas,05,097,37.6
Nevada County,Arkansas,05,099,42.8
Newton County,Arkansas,05,101,42.4
Ouachita County,Arkansas,05,103,43.2
Perry County,Arkansas,05,105,42.1
Phillips County,Arkansas,05,107,31.7
Pike County,Arkansas,05,109,35.6
Poinsett County,Arkansas,05,111,42.6
Polk County,Arkansas,05,113,39.0
Pope County,Arkansas,05,115,33.2
Prairie County,Arkansas,05,117,41.8
Pulaski County,Arkansas,05,119,27.0
Randolph County,Arkansas,05,121,39.3
Saint Francis County,Arkansas,05,123,39.7
Saline County,Arkansas,05,125,33.9
Scott County,Arkansas,05,127,39.6
Searcy County,Arkansas,05,129,40.2
Sebastian County,Arkansas,05,131,31.9
Sevier County,Arkansas,05,133,34.9
Sharp County,Arkansas,05,135,45.9
Stone County,Arkansas,05,137,35.4
Union County,Arkansas,05,139,37.7
Van Buren County,Arkansas,05,141,42.7
Washington County,Arkansas,05,143,27.9
White County,Arkansas,05,145,37.6
Woodruff County,Arkansas,05,147,44.5
Yell County,Arkansas,05,149,40.6
Alameda County,California,06,001,18.5
Alpine County,California,06,003,30.6
Amador County,California,06,005,27.0
Butte County,California,06,007,22.6
Calaveras County,California,06,009,27.6
Colusa County,California,06,011,21.7
Contra Costa County,California,06,013,18.7
Del Norte County,California,06,015,29.1
El Dorado County,California,06,017,21.8
Fresno County,California,06,019,22.8
Glenn County,California,06,021,29.6
Humboldt County,California,06,023,25.2
Imperial County,California,06,025,21.9
Inyo County,California,06,027,30.9
Kern County,California,06,029,27.3
Kings County,California,06,031,24.8
Lake County,California,06,033,28.3
Lassen County,California,06,035,28.8
Los Angeles County,California,06,037,20.7
Madera County,California,06,039,25.1
Marin County,California,06,041,11.8
Mariposa County,California,06,043,28.5
Mendocino County,California,06,045,26.5
Merced County,California,06,047,24.8
Modoc County,California,06,049,26.1
Mono County,California,06,051,16.8
Monterey County,California,06,053,20.8
Napa County,California,06,055,19.3
Nevada County,California,06,057,20.2
Orange County,California,06,059,17.7
Placer County,California,06,061,19.4
Plumas County,California,06,063,23.9
Riverside County,California,06,065,25.8
Sacramento County,California,06,067,22.3
San Benito County,California,06,069,24.4
San Bernardino County,California,06,071,26.2
San Diego County,California,06,073,19.0
San Francisco County,California,06,075,12.7
San Joaquin County,California,06,077,26.4
San Luis Obispo County,California,06,079,19.7
San Mateo County,California,06,081,16.5
Santa Barbara County,California,06,083,17.7
Santa Clara County,California,06,085,15.2
Santa Cruz County,California,06,087,15.5
Shasta County,California,06,089,25.8
Sierra County,California,06,091,34.5
Siskiyou County,California,06,093,24.9
Solano County,California,06,095,23.8
Sonoma County,California,06,097,19.9
Stanislaus County,California,06,099,28.3
Sutter County,California,06,101,24.8
Tehama County,California,06,103,30.5
Trinity County,California,06,105,31.0
Tulare County,California,06,107,25.2
Tuolumne County,California,06,109,29.7
Ventura County,California,06,111,19.0
Yolo County,California,06,113,19.7
Yuba County,California,06,115,25.0
Alamosa County,Colorado,08,003,25.9
Archuleta County,Colorado,08,007,26.0
Baca County,Colorado,08,009,31.6
Bent County,Colorado,08,011,44.5
Chaffee County,Colorado,08,015,26.7
Cheyenne County,Colorado,08,017,33.6
Clear Creek County,Colorado,08,019,22.0
Conejos County,Colorado,08,021,32.8
Costilla County,Colorado,08,023,27.4
Crowley County,Colorado,08,025,39.1
Custer County,Colorado,08,027,18.7
Delta County,Colorado,08,029,37.5
Dolores County,Colorado,08,033,37.8
Douglas County,Colorado,08,035,12.9
Eagle County,Colorado,08,037,17.9
Elbert County,Colorado,08,039,27.0
El Paso County,Colorado,08,041,21.0
Fremont County,Colorado,08,043,39.2
Garfield County,Colorado,08,045,26.1
Gilpin County,Colorado,08,047,24.4
Grand County,Colorado,08,049,25.5
Gunnison County,Colorado,08,051,17.0
Huerfano County,Colorado,08,055,27.0
Jackson County,Colorado,08,057,41.5
Kiowa County,Colorado,08,061,34.3
Kit Carson County,Colorado,08,063,38.5
Lake County,Colorado,08,065,35.5
La Plata County,Colorado,08,067,19.4
Larimer County,Colorado,08,069,19.0
Las Animas County,Colorado,08,071,28.3
Lincoln County,Colorado,08,073,42.2
Logan County,Colorado,08,075,31.3
Mesa County,Colorado,08,077,29.1
Moffat County,Colorado,08,081,40.3
Montezuma County,Colorado,08,083,29.0
Montrose County,Colorado,08,085,31.6
Morgan County,Colorado,08,087,32.1
Otero County,Colorado,08,089,28.9
Ouray County,Colorado,08,091,19.4
Park County,Colorado,08,093,25.5
Phillips County,Colorado,08,095,29.1
Pitkin County,Colorado,08,097,11.5
Prowers County,Colorado,08,099,27.8
Pueblo County,Colorado,08,101,29.0
Rio Blanco County,Colorado,08,103,33.7
Rio Grande County,Colorado,08,105,29.5
Routt County,Colorado,08,107,20.5
Saguache County,Colorado,08,109,24.7
San Miguel County,Colorado,08,113,18.0
Sedgwick County,Colorado,08,115,35.1
Summit County,Colorado,08,117,17.2
Teller County,Colorado,08,119,24.8
Washington County,Colorado,08,121,35.1
Yuma County,Colorado,08,125,31.7
Adams County,Colorado,08,001,28.8
Arapahoe County,Colorado,08,005,20.4
Boulder County,Colorado,08,013,12.7
Broomfield County,Colorado,08,014,14.7
Denver County,Colorado,08,031,17.7
Jefferson County,Colorado,08,059,21.3
Weld County,Colorado,08,123,27.0
Fairfield County,Connecticut,09,001,22.6
Hartford County,Connecticut,09,003,27.1
Litchfield County,Connecticut,09,005,29.3
Middlesex County,Connecticut,09,007,26.8
New Haven County,Connecticut,09,009,30.2
New London County,Connecticut,09,011,31.2
Tolland County,Connecticut,09,013,27.4
Windham County,Connecticut,09,015,34.3
Kent County,Delaware,10,001,33.5
New Castle County,Delaware,10,003,28.6
Sussex County,Delaware,10,005,35.3
Alachua County,Florida,12,001,21.5
Baker County,Florida,12,003,43.8
Bay County,Florida,12,005,30.6
Bradford County,Florida,12,007,37.0
Brevard County,Florida,12,009,28.8
Broward County,Florida,12,011,27.6
Calhoun County,Florida,12,013,37.5
Charlotte County,Florida,12,015,34.9
Citrus County,Florida,12,017,38.2
Clay County,Florida,12,019,30.7
Collier County,Florida,12,021,26.7
Columbia County,Florida,12,023,36.1
Miami-Dade County,Florida,12,086,28.5
DeSoto County,Florida,12,027,40.9
Dixie County,Florida,12,029,41.0
Duval County,Florida,12,031,28.6
Escambia County,Florida,12,033,28.9
Flagler County,Florida,12,035,34.7
Franklin County,Florida,12,037,35.4
Gadsden County,Florida,12,039,34.6
Gilchrist County,Florida,12,041,38.8
Glades County,Florida,12,043,44.5
Gulf County,Florida,12,045,34.7
Hamilton County,Florida,12,047,37.4
Hardee County,Florida,12,049,41.1
Hendry County,Florida,12,051,32.2
Hernando County,Florida,12,053,37.5
Highlands County,Florida,12,055,36.3
Hillsborough County,Florida,12,057,27.3
Holmes County,Florida,12,059,36.9
Indian River County,Florida,12,061,30.3
Jackson County,Florida,12,063,36.5
Jefferson County,Florida,12,065,31.5
Lafayette County,Florida,12,067,36.7
Lake County,Florida,12,069,33.5
Lee County,Florida,12,071,31.6
Leon County,Florida,12,073,19.0
Levy County,Florida,12,075,40.9
Liberty County,Florida,12,077,43.5
Madison County,Florida,12,079,39.0
Manatee County,Florida,12,081,30.7
Marion County,Florida,12,083,36.6
Martin County,Florida,12,085,26.1
Monroe County,Florida,12,087,27.9
Nassau County,Florida,12,089,35.5
Okaloosa County,Florida,12,091,26.2
Okeechobee County,Florida,12,093,37.0
Orange County,Florida,12,095,26.1
Osceola County,Florida,12,097,34.3
Palm Beach County,Florida,12,099,25.5
Pasco County,Florida,12,101,33.7
Pinellas County,Florida,12,103,29.5
Polk County,Florida,12,105,36.2
Putnam County,Florida,12,107,38.8
Saint Johns County,Florida,12,109,21.2
Saint Lucie County,Florida,12,111,33.4
Santa Rosa County,Florida,12,113,28.0
Sarasota County,Florida,12,115,30.2
Seminole County,Florida,12,117,24.1
Sumter County,Florida,12,119,30.6
Suwannee County,Florida,12,121,40.8
Taylor County,Florida,12,123,39.2
Union County,Florida,12,125,37.4
Volusia County,Florida,12,127,33.8
Wakulla County,Florida,12,129,39.4
Walton County,Florida,12,131,28.1
Washington County,Florida,12,133,41.3
Appling County,Georgia,13,001,42.8
Atkinson County,Georgia,13,003,39.2
Bacon County,Georgia,13,005,40.5
Baker County,Georgia,13,007,42.2
Baldwin County,Georgia,13,009,39.0
Banks County,Georgia,13,011,45.5
Barrow County,Georgia,13,013,35.0
Bartow County,Georgia,13,015,35.0
Ben Hill County,Georgia,13,017,41.7
Berrien County,Georgia,13,019,38.0
Bibb County,Georgia,13,021,32.6
Bleckley County,Georgia,13,023,44.8
Brantley County,Georgia,13,025,45.6
Brooks County,Georgia,13,027,38.0
Bryan County,Georgia,13,029,27.6
Bulloch County,Georgia,13,031,28.0
Burke County,Georgia,13,033,39.9
Butts County,Georgia,13,035,43.8
Calhoun County,Georgia,13,037,38.6
Camden County,Georgia,13,039,31.4
Candler County,Georgia,13,043,34.9
Carroll County,Georgia,13,045,35.8
Catoosa County,Georgia,13,047,31.7
Charlton County,Georgia,13,049,41.8
Chatham County,Georgia,13,051,25.5
Chattahoochee County,Georgia,13,053,27.0
Chattooga County,Georgia,13,055,39.7
Cherokee County,Georgia,13,057,24.8
Clarke County,Georgia,13,059,21.8
Clay County,Georgia,13,061,44.8
Clayton County,Georgia,13,063,32.0
Clinch County,Georgia,13,065,35.4
Cobb County,Georgia,13,067,19.5
Coffee County,Georgia,13,069,39.1
Colquitt County,Georgia,13,071,36.7
Columbia County,Georgia,13,073,23.8
Cook County,Georgia,13,075,39.5
Coweta County,Georgia,13,077,31.6
Crawford County,Georgia,13,079,35.6
Crisp County,Georgia,13,081,35.7
Dade County,Georgia,13,083,35.5
Dawson County,Georgia,13,085,29.0
Decatur County,Georgia,13,087,34.9
DeKalb County,Georgia,13,089,21.0
Dodge County,Georgia,13,091,42.1
Dooly County,Georgia,13,093,43.4
Dougherty County,Georgia,13,095,29.3
Douglas County,Georgia,13,097,31.2
Early County,Georgia,13,099,38.1
Echols County,Georgia,13,101,36.2
Effingham County,Georgia,13,103,38.2
Elbert County,Georgia,13,105,45.7
Emanuel County,Georgia,13,107,40.2
Evans County,Georgia,13,109,37.9
Fannin County,Georgia,13,111,38.8
Fayette County,Georgia,13,113,21.5
Floyd County,Georgia,13,115,31.0
Forsyth County,Georgia,13,117,19.3
Franklin County,Georgia,13,119,38.3
Fulton County,Georgia,13,121,18.0
Gilmer County,Georgia,13,123,35.5
Glascock County,Georgia,13,125,44.6
Glynn County,Georgia,13,127,28.2
Gordon County,Georgia,13,129,35.7
Grady County,Georgia,13,131,36.8
Greene County,Georgia,13,133,35.6
Gwinnett County,Georgia,13,135,23.4
Habersham County,Georgia,13,137,34.0
Hall County,Georgia,13,139,28.1
Hancock County,Georgia,13,141,40.6
Haralson County,Georgia,13,143,37.7
Harris County,Georgia,13,145,27.4
Hart County,Georgia,13,147,37.9
Heard County,Georgia,13,149,43.2
Henry County,Georgia,13,151,30.5
Houston County,Georgia,13,153,30.0
Irwin County,Georgia,13,155,44.2
Jackson County,Georgia,13,157,34.3
Jasper County,Georgia,13,159,40.2
Jeff Davis County,Georgia,13,161,40.2
Jefferson County,Georgia,13,163,41.2
Jenkins County,Georgia,13,165,36.8
Johnson County,Georgia,13,167,39.3
Jones County,Georgia,13,169,37.3
Lamar County,Georgia,13,171,37.9
Lanier County,Georgia,13,173,30.5
Laurens County,Georgia,13,175,43.6
Lee County,Georgia,13,177,28.6
Liberty County,Georgia,13,179,31.5
Lincoln County,Georgia,13,181,42.2
Long County,Georgia,13,183,36.9
Lowndes County,Georgia,13,185,28.3
Lumpkin County,Georgia,13,187,28.6
McDuffie County,Georgia,13,189,38.6
McIntosh County,Georgia,13,191,35.8
Macon County,Georgia,13,193,37.8
Madison County,Georgia,13,195,39.9
Marion County,Georgia,13,197,37.5
Meriwether County,Georgia,13,199,39.0
Miller County,Georgia,13,201,40.3
Mitchell County,Georgia,13,205,39.8
Monroe County,Georgia,13,207,35.4
Montgomery County,Georgia,13,209,42.3
Morgan County,Georgia,13,211,34.8
Murray County,Georgia,13,213,36.8
Muscogee County,Georgia,13,215,27.7
Newton County,Georgia,13,217,32.0
Oconee County,Georgia,13,219,21.3
Oglethorpe County,Georgia,13,221,36.1
Paulding County,Georgia,13,223,35.6
Peach County,Georgia,13,225,30.1
Pickens County,Georgia,13,227,30.8
Pierce County,Georgia,13,229,39.3
Pike County,Georgia,13,231,39.2
Polk County,Georgia,13,233,38.1
Pulaski County,Georgia,13,235,43.6
Putnam County,Georgia,13,237,39.0
Quitman County,Georgia,13,239,40.7
Rabun County,Georgia,13,241,34.0
Randolph County,Georgia,13,243,35.3
Richmond County,Georgia,13,245,31.1
Rockdale County,Georgia,13,247,31.2
Schley County,Georgia,13,249,34.4
Screven County,Georgia,13,251,42.2
Seminole County,Georgia,13,253,40.3
Spalding County,Georgia,13,255,36.5
Stephens County,Georgia,13,257,38.3
Stewart County,Georgia,13,259,35.6
Sumter County,Georgia,13,261,31.4
Talbot County,Georgia,13,263,43.3
Taliaferro County,Georgia,13,265,43.9
Tattnall County,Georgia,13,267,38.0
Taylor County,Georgia,13,269,36.5
Telfair County,Georgia,13,271,49.3
Terrell County,Georgia,13,273,31.5
Thomas County,Georgia,13,275,32.7
Tift County,Georgia,13,277,33.6
Toombs County,Georgia,13,279,39.2
Towns County,Georgia,13,281,34.9
Treutlen County,Georgia,13,283,41.6
Troup County,Georgia,13,285,35.8
Turner County,Georgia,13,287,35.9
Twiggs County,Georgia,13,289,38.7
Union County,Georgia,13,291,33.4
Upson County,Georgia,13,293,35.4
Walker County,Georgia,13,295,37.2
Walton County,Georgia,13,297,35.6
Ware County,Georgia,13,299,40.8
Warren County,Georgia,13,301,42.3
Washington County,Georgia,13,303,41.5
Wayne County,Georgia,13,305,42.1
Webster County,Georgia,13,307,46.3
Wheeler County,Georgia,13,309,54.8
White County,Georgia,13,311,31.2
Whitfield County,Georgia,13,313,28.9
Wilcox County,Georgia,13,315,50.0
Wilkes County,Georgia,13,317,43.4
Wilkinson County,Georgia,13,319,51.2
Worth County,Georgia,13,321,41.1
Hawaii County,Hawaii,15,001,31.9
Honolulu County,Hawaii,15,003,26.4
Kauai County,Hawaii,15,007,30.0
Kalawao County,Hawaii,15,005,29.5
Maui County,Hawaii,15,009,31.2
Ada County,Idaho,16,001,21.4
Adams County,Idaho,16,003,35.4
Bannock County,Idaho,16,005,26.6
Bear Lake County,Idaho,16,007,39.0
Benewah County,Idaho,16,009,40.8
Bingham County,Idaho,16,011,29.4
Blaine County,Idaho,16,013,18.0
Boise County,Idaho,16,015,27.8
Bonner County,Idaho,16,017,31.4
Bonneville County,Idaho,16,019,27.5
Boundary County,Idaho,16,021,36.8
Butte County,Idaho,16,023,36.5
Camas County,Idaho,16,025,27.8
Canyon County,Idaho,16,027,32.0
Caribou County,Idaho,16,029,35.5
Cassia County,Idaho,16,031,26.9
Clearwater County,Idaho,16,035,34.0
Custer County,Idaho,16,037,34.8
Elmore County,Idaho,16,039,27.9
Franklin County,Idaho,16,041,33.4
Fremont County,Idaho,16,043,34.2
Gem County,Idaho,16,045,37.7
Gooding County,Idaho,16,047,33.1
Idaho County,Idaho,16,049,37.3
Jefferson County,Idaho,16,051,30.8
Jerome County,Idaho,16,053,28.2
Kootenai County,Idaho,16,055,28.4
Latah County,Idaho,16,057,19.8
Lemhi County,Idaho,16,059,33.7
Lewis County,Idaho,16,061,34.3
Lincoln County,Idaho,16,063,38.3
Madison County,Idaho,16,065,15.8
Minidoka County,Idaho,16,067,29.2
Nez Perce County,Idaho,16,069,30.7
Oneida County,Idaho,16,071,38.4
Owyhee County,Idaho,16,073,36.9
Payette County,Idaho,16,075,33.1
Power County,Idaho,16,077,39.8
Shoshone County,Idaho,16,079,36.2
Teton County,Idaho,16,081,20.1
Twin Falls County,Idaho,16,083,28.9
Valley County,Idaho,16,085,28.6
Washington County,Idaho,16,087,34.4
Adams County,Illinois,17,001,36.1
Alexander County,Illinois,17,003,35.8
Bond County,Illinois,17,005,39.8
Boone County,Illinois,17,007,36.0
Brown County,Illinois,17,009,41.9
Bureau County,Illinois,17,011,39.4
Calhoun County,Illinois,17,013,43.5
Carroll County,Illinois,17,015,43.3
Cass County,Illinois,17,017,46.5
Champaign County,Illinois,17,019,22.8
Christian County,Illinois,17,021,44.1
Clark County,Illinois,17,023,38.2
Clay County,Illinois,17,025,38.6
Clinton County,Illinois,17,027,32.7
Coles County,Illinois,17,029,32.2
Cook County,Illinois,17,031,24.0
Crawford County,Illinois,17,033,33.6
Cumberland County,Illinois,17,035,37.2
DeKalb County,Illinois,17,037,26.3
De Witt County,Illinois,17,039,38.6
Douglas County,Illinois,17,041,36.2
DuPage County,Illinois,17,043,19.0
Edgar County,Illinois,17,045,39.2
Edwards County,Illinois,17,047,36.8
Effingham County,Illinois,17,049,36.4
Fayette County,Illinois,17,051,40.0
Ford County,Illinois,17,053,38.8
Franklin County,Illinois,17,055,34.4
Fulton County,Illinois,17,057,35.9
Gallatin County,Illinois,17,059,41.4
Greene County,Illinois,17,061,40.9
Grundy County,Illinois,17,063,37.6
Hamilton County,Illinois,17,065,35.3
Hancock County,Illinois,17,067,37.5
Hardin County,Illinois,17,069,34.3
Henderson County,Illinois,17,071,44.0
Henry County,Illinois,17,073,35.2
Iroquois County,Illinois,17,075,41.1
Jackson County,Illinois,17,077,25.0
Jasper County,Illinois,17,079,39.1
Jefferson County,Illinois,17,081,32.8
Jersey County,Illinois,17,083,37.7
Jo Daviess County,Illinois,17,085,38.2
Johnson County,Illinois,17,087,31.4
Kane County,Illinois,17,089,23.5
Kankakee County,Illinois,17,091,34.1
Kendall County,Illinois,17,093,24.6
Knox County,Illinois,17,095,36.6
Lake County,Illinois,17,097,21.3
LaSalle County,Illinois,17,099,37.5
Lawrence County,Illinois,17,101,34.3
Lee County,Illinois,17,103,37.7
Livingston County,Illinois,17,105,40.5
Logan County,Illinois,17,107,33.3
McDonough County,Illinois,17,109,29.2
McHenry County,Illinois,17,111,26.5
McLean County,Illinois,17,113,25.7
Macon County,Illinois,17,115,34.6
Macoupin County,Illinois,17,117,37.3
Madison County,Illinois,17,119,32.3
Marion County,Illinois,17,121,35.4
Marshall County,Illinois,17,123,40.3
Mason County,Illinois,17,125,41.3
Massac County,Illinois,17,127,31.7
Menard County,Illinois,17,129,37.2
Mercer County,Illinois,17,131,41.9
Monroe County,Illinois,17,133,33.7
Montgomery County,Illinois,17,135,41.7
Morgan County,Illinois,17,137,41.4
Moultrie County,Illinois,17,139,36.9
Ogle County,Illinois,17,141,33.7
Peoria County,Illinois,17,143,28.6
Perry County,Illinois,17,145,38.3
Piatt County,Illinois,17,147,34.7
Pike County,Illinois,17,149,43.0
Pope County,Illinois,17,151,32.3
Pulaski County,Illinois,17,153,35.5
Putnam County,Illinois,17,155,42.7
Randolph County,Illinois,17,157,42.4
Richland County,Illinois,17,159,33.3
Rock Island County,Illinois,17,161,31.8
Saint Clair County,Illinois,17,163,28.1
Saline County,Illinois,17,165,33.1
Sangamon County,Illinois,17,167,28.1
Schuyler County,Illinois,17,169,39.0
Scott County,Illinois,17,171,49.4
Shelby County,Illinois,17,173,45.5
Stark County,Illinois,17,175,38.8
Stephenson County,Illinois,17,177,35.3
Tazewell County,Illinois,17,179,33.1
Union County,Illinois,17,181,31.0
Vermilion County,Illinois,17,183,40.6
Wabash County,Illinois,17,185,32.2
Warren County,Illinois,17,187,35.0
Washington County,Illinois,17,189,35.0
Wayne County,Illinois,17,191,34.4
White County,Illinois,17,193,35.1
Whiteside County,Illinois,17,195,35.0
Will County,Illinois,17,197,27.0
Williamson County,Illinois,17,199,30.4
Winnebago County,Illinois,17,201,33.3
Woodford County,Illinois,17,203,32.7
Adams County,Indiana,18,001,44.1
Allen County,Indiana,18,003,29.4
Bartholomew County,Indiana,18,005,34.3
Benton County,Indiana,18,007,45.2
Blackford County,Indiana,18,009,49.5
Boone County,Indiana,18,011,26.7
Brown County,Indiana,18,013,37.9
Carroll County,Indiana,18,015,41.3
Cass County,Indiana,18,017,40.8
Clark County,Indiana,18,019,34.0
Clay County,Indiana,18,021,44.9
Clinton County,Indiana,18,023,45.6
Crawford County,Indiana,18,025,49.7
Daviess County,Indiana,18,027,37.2
Dearborn County,Indiana,18,029,39.6
Decatur County,Indiana,18,031,45.3
DeKalb County,Indiana,18,033,40.6
Delaware County,Indiana,18,035,35.5
Dubois County,Indiana,18,037,41.9
Elkhart County,Indiana,18,039,36.9
Fayette County,Indiana,18,041,42.8
Floyd County,Indiana,18,043,32.1
Fountain County,Indiana,18,045,44.2
Franklin County,Indiana,18,047,42.6
Fulton County,Indiana,18,049,43.6
Gibson County,Indiana,18,051,40.3
Grant County,Indiana,18,053,41.5
Greene County,Indiana,18,055,41.1
Hamilton County,Indiana,18,057,15.9
Hancock County,Indiana,18,059,33.3
Harrison County,Indiana,18,061,41.9
Hendricks County,Indiana,18,063,28.9
Henry County,Indiana,18,065,43.5
Howard County,Indiana,18,067,36.4
Huntington County,Indiana,18,069,43.4
Jackson County,Indiana,18,071,48.1
Jasper County,Indiana,18,073,42.8
Jay County,Indiana,18,075,48.6
Jefferson County,Indiana,18,077,39.5
Jennings County,Indiana,18,079,47.4
