County,State,State_FIPS,County_FIPS,some_college_less_1_year
Jackson County,Arkansas,05,067,692
Jefferson County,Arkansas,05,069,3099
Johnson County,Arkansas,05,071,1265
Lafayette County,Arkansas,05,073,216
Lawrence County,Arkansas,05,075,951
Lee County,Arkansas,05,077,314
Lincoln County,Arkansas,05,079,591
Little River County,Arkansas,05,081,802
Logan County,Arkansas,05,083,1045
Lonoke County,Arkansas,05,085,3182
Madison County,Arkansas,05,087,742
Marion County,Arkansas,05,089,886
Miller County,Arkansas,05,091,2247
Mississippi County,Arkansas,05,093,1660
Monroe County,Arkansas,05,095,427
Montgomery County,Arkansas,05,097,583
Nevada County,Arkansas,05,099,332
Newton County,Arkansas,05,101,369
Ouachita County,Arkansas,05,103,1340
Perry County,Arkansas,05,105,497
Phillips County,Arkansas,05,107,846
Pike County,Arkansas,05,109,551
Poinsett County,Arkansas,05,111,1078
Polk County,Arkansas,05,113,1473
Pope County,Arkansas,05,115,2642
Prairie County,Arkansas,05,117,344
Pulaski County,Arkansas,05,119,15476
Randolph County,Arkansas,05,121,965
Saint Francis County,Arkansas,05,123,1085
Saline County,Arkansas,05,125,5313
Scott County,Arkansas,05,127,510
Searcy County,Arkansas,05,129,296
Sebastian County,Arkansas,05,131,5931
Sevier County,Arkansas,05,133,651
Sharp County,Arkansas,05,135,907
Stone County,Arkansas,05,137,674
Union County,Arkansas,05,139,1797
Van Buren County,Arkansas,05,141,978
Washington County,Arkansas,05,143,7469
White County,Arkansas,05,145,3247
Woodruff County,Arkansas,05,147,227
Yell County,Arkansas,05,149,760
Alameda County,California,06,001,47577
Alpine County,California,06,003,34
Amador County,California,06,005,2631
Butte County,California,06,007,13250
Calaveras County,California,06,009,3230
Colusa County,California,06,011,819
Contra Costa County,California,06,013,44129
Del Norte County,California,06,015,1931
El Dorado County,California,06,017,10636
Fresno County,California,06,019,36193
Glenn County,California,06,021,1208
Humboldt County,California,06,023,7293
Imperial County,California,06,025,5783
Inyo County,California,06,027,935
Kern County,California,06,029,34725
Kings County,California,06,031,6980
Lake County,California,06,033,4427
Lassen County,California,06,035,2461
Los Angeles County,California,06,037,293409
Madera County,California,06,039,5992
Marin County,California,06,041,7896
Mariposa County,California,06,043,1099
Mendocino County,California,06,045,5319
Merced County,California,06,047,10285
Modoc County,California,06,049,681
Mono County,California,06,051,654
Monterey County,California,06,053,14206
Napa County,California,06,055,5797
Nevada County,California,06,057,6234
Orange County,California,06,059,107278
Placer County,California,06,061,19078
Plumas County,California,06,063,1337
Riverside County,California,06,065,107163
Sacramento County,California,06,067,72186
San Benito County,California,06,069,2492
San Bernardino County,California,06,071,90869
San Diego County,California,06,073,121910
San Francisco County,California,06,075,20138
San Joaquin County,California,06,077,30628
San Luis Obispo County,California,06,079,13758
San Mateo County,California,06,081,24790
Santa Barbara County,California,06,083,16134
Santa Clara County,California,06,085,53801
Santa Cruz County,California,06,087,9447
Shasta County,California,06,089,13279
Sierra County,California,06,091,209
Siskiyou County,California,06,093,3019
Solano County,California,06,095,22148
Sonoma County,California,06,097,24847
Stanislaus County,California,06,099,25286
Sutter County,California,06,101,4972
Tehama County,California,06,103,4248
Trinity County,California,06,105,598
Tulare County,California,06,107,16797
Tuolumne County,California,06,109,4333
Ventura County,California,06,111,35283
Yolo County,California,06,113,6821
Yuba County,California,06,115,3905
Alamosa County,Colorado,08,003,519
Archuleta County,Colorado,08,007,619
Baca County,Colorado,08,009,213
Bent County,Colorado,08,011,330
Chaffee County,Colorado,08,015,816
Cheyenne County,Colorado,08,017,79
Clear Creek County,Colorado,08,019,371
Conejos County,Colorado,08,021,262
Costilla County,Colorado,08,023,98
Crowley County,Colorado,08,025,311
Custer County,Colorado,08,027,301
Delta County,Colorado,08,029,1497
Dolores County,Colorado,08,033,73
Douglas County,Colorado,08,035,9432
Eagle County,Colorado,08,037,1080
Elbert County,Colorado,08,039,1355
El Paso County,Colorado,08,041,29727
Fremont County,Colorado,08,043,2909
Garfield County,Colorado,08,045,3135
Gilpin County,Colorado,08,047,438
Grand County,Colorado,08,049,586
Gunnison County,Colorado,08,051,373
Huerfano County,Colorado,08,055,266
Jackson County,Colorado,08,057,84
Kiowa County,Colorado,08,061,92
Kit Carson County,Colorado,08,063,509
Lake County,Colorado,08,065,353
La Plata County,Colorado,08,067,1980
Larimer County,Colorado,08,069,11882
Las Animas County,Colorado,08,071,896
Lincoln County,Colorado,08,073,290
Logan County,Colorado,08,075,1254
Mesa County,Colorado,08,077,6986
Moffat County,Colorado,08,081,832
Montezuma County,Colorado,08,083,1335
Montrose County,Colorado,08,085,2129
Morgan County,Colorado,08,087,1422
Otero County,Colorado,08,089,1154
Ouray County,Colorado,08,091,193
Park County,Colorado,08,093,796
Phillips County,Colorado,08,095,327
Pitkin County,Colorado,08,097,379
Prowers County,Colorado,08,099,560
Pueblo County,Colorado,08,101,8910
Rio Blanco County,Colorado,08,103,313
Rio Grande County,Colorado,08,105,600
Routt County,Colorado,08,107,1015
Saguache County,Colorado,08,109,313
San Miguel County,Colorado,08,113,182
Sedgwick County,Colorado,08,115,203
Summit County,Colorado,08,117,942
Teller County,Colorado,08,119,1491
Washington County,Colorado,08,121,283
Yuma County,Colorado,08,125,460
Adams County,Colorado,08,001,19220
Arapahoe County,Colorado,08,005,24478
Boulder County,Colorado,08,013,8455
Broomfield County,Colorado,08,014,2241
Denver County,Colorado,08,031,20547
Jefferson County,Colorado,08,059,25506
Weld County,Colorado,08,123,12379
Fairfield County,Connecticut,09,001,27235
Hartford County,Connecticut,09,003,34485
Litchfield County,Connecticut,09,005,8615
Middlesex County,Connecticut,09,007,6496
New Haven County,Connecticut,09,009,32700
New London County,Connecticut,09,011,11921
Tolland County,Connecticut,09,013,5603
Windham County,Connecticut,09,015,5374
Kent County,Delaware,10,001,7200
New Castle County,Delaware,10,003,22158
Sussex County,Delaware,10,005,9420
Alachua County,Florida,12,001,8334
Baker County,Florida,12,003,1108
Bay County,Florida,12,005,10346
Bradford County,Florida,12,007,1410
Brevard County,Florida,12,009,33284
Broward County,Florida,12,011,68137
Calhoun County,Florida,12,013,764
Charlotte County,Florida,12,015,11437
Citrus County,Florida,12,017,9352
Clay County,Florida,12,019,11076
Collier County,Florida,12,021,13635
Columbia County,Florida,12,023,3720
Miami-Dade County,Florida,12,086,69844
DeSoto County,Florida,12,027,1277
Dixie County,Florida,12,029,1002
Duval County,Florida,12,031,44090
Escambia County,Florida,12,033,15476
Flagler County,Florida,12,035,5853
Franklin County,Florida,12,037,735
Gadsden County,Florida,12,039,2081
Gilchrist County,Florida,12,041,703
Glades County,Florida,12,043,421
Gulf County,Florida,12,045,681
Hamilton County,Florida,12,047,661
Hardee County,Florida,12,049,1045
Hendry County,Florida,12,051,1198
Hernando County,Florida,12,053,11023
Highlands County,Florida,12,055,6049
Hillsborough County,Florida,12,057,50575
Holmes County,Florida,12,059,929
Indian River County,Florida,12,061,8499
Jackson County,Florida,12,063,2971
Jefferson County,Florida,12,065,773
Lafayette County,Florida,12,067,309
Lake County,Florida,12,069,18295
Lee County,Florida,12,071,35213
Leon County,Florida,12,073,9258
Levy County,Florida,12,075,2462
Liberty County,Florida,12,077,333
Madison County,Florida,12,079,1319
Manatee County,Florida,12,081,16158
Marion County,Florida,12,083,19849
Martin County,Florida,12,085,9237
Monroe County,Florida,12,087,4195
Nassau County,Florida,12,089,4314
Okaloosa County,Florida,12,091,10497
Okeechobee County,Florida,12,093,1779
Orange County,Florida,12,095,43626
Osceola County,Florida,12,097,12110
Palm Beach County,Florida,12,099,56252
Pasco County,Florida,12,101,27582
Pinellas County,Florida,12,103,49006
Polk County,Florida,12,105,27242
Putnam County,Florida,12,107,3605
Saint Johns County,Florida,12,109,9698
Saint Lucie County,Florida,12,111,15292
Santa Rosa County,Florida,12,113,8833
Sarasota County,Florida,12,115,22202
Seminole County,Florida,12,117,17215
Sumter County,Florida,12,119,8431
Suwannee County,Florida,12,121,2224
Taylor County,Florida,12,123,1362
Union County,Florida,12,125,888
Volusia County,Florida,12,127,26951
Wakulla County,Florida,12,129,1958
Walton County,Florida,12,131,3246
Washington County,Florida,12,133,1639
Appling County,Georgia,13,001,473
Atkinson County,Georgia,13,003,135
Bacon County,Georgia,13,005,384
Baker County,Georgia,13,007,122
Baldwin County,Georgia,13,009,1229
Banks County,Georgia,13,011,690
Barrow County,Georgia,13,013,3271
Bartow County,Georgia,13,015,4280
Ben Hill County,Georgia,13,017,899
Berrien County,Georgia,13,019,664
Bibb County,Georgia,13,021,5298
Bleckley County,Georgia,13,023,428
Brantley County,Georgia,13,025,639
Brooks County,Georgia,13,027,714
Bryan County,Georgia,13,029,1412
Bulloch County,Georgia,13,031,2026
Burke County,Georgia,13,033,699
Butts County,Georgia,13,035,1159
Calhoun County,Georgia,13,037,213
Camden County,Georgia,13,039,2959
Candler County,Georgia,13,043,378
Carroll County,Georgia,13,045,4316
Catoosa County,Georgia,13,047,3546
Charlton County,Georgia,13,049,466
Chatham County,Georgia,13,051,9060
Chattahoochee County,Georgia,13,053,547
Chattooga County,Georgia,13,055,947
Cherokee County,Georgia,13,057,9205
Clarke County,Georgia,13,059,3216
Clay County,Georgia,13,061,63
Clayton County,Georgia,13,063,9541
Clinch County,Georgia,13,065,169
Cobb County,Georgia,13,067,23623
Coffee County,Georgia,13,069,1357
Colquitt County,Georgia,13,071,1485
Columbia County,Georgia,13,073,4356
Cook County,Georgia,13,075,691
Coweta County,Georgia,13,077,6036
Crawford County,Georgia,13,079,606
Crisp County,Georgia,13,081,1211
Dade County,Georgia,13,083,775
Dawson County,Georgia,13,085,1168
Decatur County,Georgia,13,087,1225
DeKalb County,Georgia,13,089,21443
Dodge County,Georgia,13,091,699
Dooly County,Georgia,13,093,327
Dougherty County,Georgia,13,095,3956
Douglas County,Georgia,13,097,5860
Early County,Georgia,13,099,299
Echols County,Georgia,13,101,188
Effingham County,Georgia,13,103,2711
Elbert County,Georgia,13,105,572
Emanuel County,Georgia,13,107,956
Evans County,Georgia,13,109,464
Fannin County,Georgia,13,111,985
Fayette County,Georgia,13,113,3853
Floyd County,Georgia,13,115,4108
Forsyth County,Georgia,13,117,7373
Franklin County,Georgia,13,119,675
Fulton County,Georgia,13,121,24070
Gilmer County,Georgia,13,123,1234
Glascock County,Georgia,13,125,79
Glynn County,Georgia,13,127,3956
Gordon County,Georgia,13,129,2097
Grady County,Georgia,13,131,717
Greene County,Georgia,13,133,542
Gwinnett County,Georgia,13,135,27530
Habersham County,Georgia,13,137,1802
Hall County,Georgia,13,139,6313
Hancock County,Georgia,13,141,403
Haralson County,Georgia,13,143,1112
Harris County,Georgia,13,145,1644
Hart County,Georgia,13,147,1044
Heard County,Georgia,13,149,348
Henry County,Georgia,13,151,8800
Houston County,Georgia,13,153,7435
Irwin County,Georgia,13,155,476
Jackson County,Georgia,13,157,2489
Jasper County,Georgia,13,159,678
Jeff Davis County,Georgia,13,161,444
Jefferson County,Georgia,13,163,381
Jenkins County,Georgia,13,165,256
Johnson County,Georgia,13,167,338
Jones County,Georgia,13,169,1231
Lamar County,Georgia,13,171,916
Lanier County,Georgia,13,173,355
Laurens County,Georgia,13,175,1545
Lee County,Georgia,13,177,1647
Liberty County,Georgia,13,179,3138
Lincoln County,Georgia,13,181,344
Long County,Georgia,13,183,428
Lowndes County,Georgia,13,185,3738
Lumpkin County,Georgia,13,187,1113
McDuffie County,Georgia,13,189,698
McIntosh County,Georgia,13,191,515
Macon County,Georgia,13,193,346
Madison County,Georgia,13,195,1025
Marion County,Georgia,13,197,449
Meriwether County,Georgia,13,199,1132
Miller County,Georgia,13,201,313
Mitchell County,Georgia,13,205,692
Monroe County,Georgia,13,207,1228
Montgomery County,Georgia,13,209,170
Morgan County,Georgia,13,211,735
Murray County,Georgia,13,213,1369
Muscogee County,Georgia,13,215,8690
Newton County,Georgia,13,217,4784
Oconee County,Georgia,13,219,1559
Oglethorpe County,Georgia,13,221,541
Paulding County,Georgia,13,223,6176
Peach County,Georgia,13,225,1071
Pickens County,Georgia,13,227,929
Pierce County,Georgia,13,229,776
Pike County,Georgia,13,231,992
Polk County,Georgia,13,233,1637
Pulaski County,Georgia,13,235,203
Putnam County,Georgia,13,237,1123
Quitman County,Georgia,13,239,107
Rabun County,Georgia,13,241,617
Randolph County,Georgia,13,243,213
Richmond County,Georgia,13,245,7745
Rockdale County,Georgia,13,247,3426
Schley County,Georgia,13,249,104
Screven County,Georgia,13,251,450
Seminole County,Georgia,13,253,424
Spalding County,Georgia,13,255,2607
Stephens County,Georgia,13,257,886
Stewart County,Georgia,13,259,130
Sumter County,Georgia,13,261,1129
Talbot County,Georgia,13,263,281
Taliaferro County,Georgia,13,265,37
Tattnall County,Georgia,13,267,790
Taylor County,Georgia,13,269,365
Telfair County,Georgia,13,271,341
Terrell County,Georgia,13,273,287
Thomas County,Georgia,13,275,1644
Tift County,Georgia,13,277,1655
Toombs County,Georgia,13,279,839
Towns County,Georgia,13,281,631
Treutlen County,Georgia,13,283,119
Troup County,Georgia,13,285,2699
Turner County,Georgia,13,287,362
Twiggs County,Georgia,13,289,227
Union County,Georgia,13,291,1379
Upson County,Georgia,13,293,1446
Walker County,Georgia,13,295,3042
Walton County,Georgia,13,297,4074
Ware County,Georgia,13,299,1422
Warren County,Georgia,13,301,153
Washington County,Georgia,13,303,607
Wayne County,Georgia,13,305,1520
Webster County,Georgia,13,307,31
Wheeler County,Georgia,13,309,77
White County,Georgia,13,311,1356
Whitfield County,Georgia,13,313,3510
Wilcox County,Georgia,13,315,291
Wilkes County,Georgia,13,317,415
Wilkinson County,Georgia,13,319,233
Worth County,Georgia,13,321,855
Hawaii County,Hawaii,15,001,6828
Honolulu County,Hawaii,15,003,35528
Kauai County,Hawaii,15,007,2274
Kalawao County,Hawaii,15,005,5
Maui County,Hawaii,15,009,6549
Ada County,Idaho,16,001,21586
Adams County,Idaho,16,003,203
Bannock County,Idaho,16,005,3741
Bear Lake County,Idaho,16,007,308
Benewah County,Idaho,16,009,543
Bingham County,Idaho,16,011,2329
Blaine County,Idaho,16,013,862
Boise County,Idaho,16,015,479
Bonner County,Idaho,16,017,2610
Bonneville County,Idaho,16,019,5629
Boundary County,Idaho,16,021,515
Butte County,Idaho,16,023,181
Camas County,Idaho,16,025,70
Canyon County,Idaho,16,027,10444
Caribou County,Idaho,16,029,429
Cassia County,Idaho,16,031,1329
Clearwater County,Idaho,16,035,503
Custer County,Idaho,16,037,232
Elmore County,Idaho,16,039,1204
Franklin County,Idaho,16,041,766
Fremont County,Idaho,16,043,620
Gem County,Idaho,16,045,1036
Gooding County,Idaho,16,047,792
Idaho County,Idaho,16,049,970
Jefferson County,Idaho,16,051,1307
Jerome County,Idaho,16,053,1146
Kootenai County,Idaho,16,055,9441
Latah County,Idaho,16,057,1045
Lemhi County,Idaho,16,059,704
Lewis County,Idaho,16,061,225
Lincoln County,Idaho,16,063,183
Madison County,Idaho,16,065,1118
Minidoka County,Idaho,16,067,963
Nez Perce County,Idaho,16,069,2309
Oneida County,Idaho,16,071,276
Owyhee County,Idaho,16,073,632
Payette County,Idaho,16,075,1429
Power County,Idaho,16,077,332
Shoshone County,Idaho,16,079,737
Teton County,Idaho,16,081,633
Twin Falls County,Idaho,16,083,4116
Valley County,Idaho,16,085,444
Washington County,Idaho,16,087,658
Adams County,Illinois,17,001,4092
Alexander County,Illinois,17,003,364
Bond County,Illinois,17,005,1003
Boone County,Illinois,17,007,3029
Brown County,Illinois,17,009,485
Bureau County,Illinois,17,011,2048
Calhoun County,Illinois,17,013,309
Carroll County,Illinois,17,015,1048
Cass County,Illinois,17,017,923
Champaign County,Illinois,17,019,6921
Christian County,Illinois,17,021,2293
Clark County,Illinois,17,023,1136
Clay County,Illinois,17,025,733
Clinton County,Illinois,17,027,2587
Coles County,Illinois,17,029,2626
Cook County,Illinois,17,031,175958
Crawford County,Illinois,17,033,1385
Cumberland County,Illinois,17,035,723
DeKalb County,Illinois,17,037,4871
De Witt County,Illinois,17,039,1059
Douglas County,Illinois,17,041,1046
DuPage County,Illinois,17,043,36915
Edgar County,Illinois,17,045,965
Edwards County,Illinois,17,047,484
Effingham County,Illinois,17,049,1952
Fayette County,Illinois,17,051,1200
Ford County,Illinois,17,053,864
Franklin County,Illinois,17,055,3032
Fulton County,Illinois,17,057,2418
Gallatin County,Illinois,17,059,382
Greene County,Illinois,17,061,1029
Grundy County,Illinois,17,063,3151
Hamilton County,Illinois,17,065,484
Hancock County,Illinois,17,067,1217
Hardin County,Illinois,17,069,217
Henderson County,Illinois,17,071,375
Henry County,Illinois,17,073,3105
Iroquois County,Illinois,17,075,1571
Jackson County,Illinois,17,077,2086
Jasper County,Illinois,17,079,662
Jefferson County,Illinois,17,081,2569
Jersey County,Illinois,17,083,1372
Jo Daviess County,Illinois,17,085,1310
Johnson County,Illinois,17,087,810
Kane County,Illinois,17,089,20800
Kankakee County,Illinois,17,091,6182
Kendall County,Illinois,17,093,5642
Knox County,Illinois,17,095,2693
Lake County,Illinois,17,097,25819
LaSalle County,Illinois,17,099,7329
Lawrence County,Illinois,17,101,1207
Lee County,Illinois,17,103,2390
Livingston County,Illinois,17,105,2283
Logan County,Illinois,17,107,2013
McDonough County,Illinois,17,109,1343
McHenry County,Illinois,17,111,17142
McLean County,Illinois,17,113,6743
Macon County,Illinois,17,115,7152
Macoupin County,Illinois,17,117,3079
Madison County,Illinois,17,119,15674
Marion County,Illinois,17,121,2469
Marshall County,Illinois,17,123,687
Mason County,Illinois,17,125,910
Massac County,Illinois,17,127,897
Menard County,Illinois,17,129,757
Mercer County,Illinois,17,131,1098
Monroe County,Illinois,17,133,2221
Montgomery County,Illinois,17,135,1921
Morgan County,Illinois,17,137,1912
Moultrie County,Illinois,17,139,1004
Ogle County,Illinois,17,141,3345
Peoria County,Illinois,17,143,8967
Perry County,Illinois,17,145,1318
Piatt County,Illinois,17,147,895
Pike County,Illinois,17,149,943
Pope County,Illinois,17,151,370
Pulaski County,Illinois,17,153,339
Putnam County,Illinois,17,155,338
Randolph County,Illinois,17,157,1850
Richland County,Illinois,17,159,1145
Rock Island County,Illinois,17,161,9074
Saint Clair County,Illinois,17,163,14185
Saline County,Illinois,17,165,1661
Sangamon County,Illinois,17,167,11502
Schuyler County,Illinois,17,169,472
Scott County,Illinois,17,171,367
Shelby County,Illinois,17,173,1618
Stark County,Illinois,17,175,342
Stephenson County,Illinois,17,177,3272
Tazewell County,Illinois,17,179,8958
Union County,Illinois,17,181,932
Vermilion County,Illinois,17,183,4619
Wabash County,Illinois,17,185,939
Warren County,Illinois,17,187,948
Washington County,Illinois,17,189,950
Wayne County,Illinois,17,191,1208
White County,Illinois,17,193,1032
Whiteside County,Illinois,17,195,3923
Will County,Illinois,17,197,32265
Williamson County,Illinois,17,199,4179
Winnebago County,Illinois,17,201,17103
Woodford County,Illinois,17,203,1978
Adams County,Indiana,18,001,1495
Allen County,Indiana,18,003,16792
Bartholomew County,Indiana,18,005,3484
Benton County,Indiana,18,007,368
Blackford County,Indiana,18,009,517
Boone County,Indiana,18,011,1900
Brown County,Indiana,18,013,797
Carroll County,Indiana,18,015,1188
Cass County,Indiana,18,017,1912
Clark County,Indiana,18,019,6131
Clay County,Indiana,18,021,1107
Clinton County,Indiana,18,023,1381
Crawford County,Indiana,18,025,432
Daviess County,Indiana,18,027,1078
Dearborn County,Indiana,18,029,2350
Decatur County,Indiana,18,031,1303
DeKalb County,Indiana,18,033,1928
Delaware County,Indiana,18,035,4992
Dubois County,Indiana,18,037,1610
Elkhart County,Indiana,18,039,9328
Fayette County,Indiana,18,041,1281
Floyd County,Indiana,18,043,3791
Fountain County,Indiana,18,045,602
Franklin County,Indiana,18,047,872
Fulton County,Indiana,18,049,907
Gibson County,Indiana,18,051,1436
Grant County,Indiana,18,053,2997
Greene County,Indiana,18,055,1572
Hamilton County,Indiana,18,057,9166
Hancock County,Indiana,18,059,3348
Harrison County,Indiana,18,061,2400
Hendricks County,Indiana,18,063,6415
Henry County,Indiana,18,065,2474
Howard County,Indiana,18,067,4200
Huntington County,Indiana,18,069,1853
Jackson County,Indiana,18,071,1963
Jasper County,Indiana,18,073,1620
Jay County,Indiana,18,075,933
Jefferson County,Indiana,18,077,1867
Jennings County,Indiana,18,079,1481
Johnson County,Indiana,18,081,6605
Knox County,Indiana,18,083,1775
Kosciusko County,Indiana,18,085,4262
LaGrange County,Indiana,18,087,1296
Lake County,Indiana,18,089,20587
LaPorte County,Indiana,18,091,5789
Lawrence County,Indiana,18,093,1966
Madison County,Indiana,18,095,6352
Marion County,Indiana,18,097,36219
Marshall County,Indiana,18,099,2516
Martin County,Indiana,18,101,505
Miami County,Indiana,18,103,1951
Monroe County,Indiana,18,105,4414
Montgomery County,Indiana,18,107,1631
Morgan County,Indiana,18,109,3366
Newton County,Indiana,18,111,685
Noble County,Indiana,18,113,2653
Ohio County,Indiana,18,115,191
Orange County,Indiana,18,117,827
Owen County,Indiana,18,119,975
Parke County,Indiana,18,121,819
Perry County,Indiana,18,123,1022
Pike County,Indiana,18,125,688
Porter County,Indiana,18,127,7207
Posey County,Indiana,18,129,1435
Pulaski County,Indiana,18,131,668
Putnam County,Indiana,18,133,1696
Randolph County,Indiana,18,135,1222
Ripley County,Indiana,18,137,1070
Rush County,Indiana,18,139,883
Saint Joseph County,Indiana,18,141,11180
Scott County,Indiana,18,143,1078
Shelby County,Indiana,18,145,2200
Spencer County,Indiana,18,147,1090
Starke County,Indiana,18,149,1067
Steuben County,Indiana,18,151,1859
Sullivan County,Indiana,18,153,1089
Switzerland County,Indiana,18,155,428
Tippecanoe County,Indiana,18,157,5330
Tipton County,Indiana,18,159,858
Union County,Indiana,18,161,312
Vanderburgh County,Indiana,18,163,8690
Vermillion County,Indiana,18,165,921
Vigo County,Indiana,18,167,5015
Wabash County,Indiana,18,169,1520
Warren County,Indiana,18,171,469
Warrick County,Indiana,18,173,3497
Washington County,Indiana,18,175,947
Wayne County,Indiana,18,177,3313
Wells County,Indiana,18,179,1587
White County,Indiana,18,181,1187
Whitley County,Indiana,18,183,2090
Adair County,Iowa,19,001,403
Adams County,Iowa,19,003,233
Allamakee County,Iowa,19,005,803
Appanoose County,Iowa,19,007,779
Audubon County,Iowa,19,009,352
Benton County,Iowa,19,011,1640
Black Hawk County,Iowa,19,013,5444
