County,State,State_FIPS,County_FIPS,professional_degree
Hendricks County,Indiana,18,063,1184.0
Henry County,Indiana,18,065,174.0
Howard County,Indiana,18,067,564.0
Huntington County,Indiana,18,069,155.0
Jackson County,Indiana,18,071,170.0
Jasper County,Indiana,18,073,182.0
Jay County,Indiana,18,075,62.0
Jefferson County,Indiana,18,077,213.0
Jennings County,Indiana,18,079,34.0
Johnson County,Indiana,18,081,1365.0
Knox County,Indiana,18,083,166.0
Kosciusko County,Indiana,18,085,371.0
LaGrange County,Indiana,18,087,66.0
Lake County,Indiana,18,089,3452.0
LaPorte County,Indiana,18,091,863.0
Lawrence County,Indiana,18,093,254.0
Madison County,Indiana,18,095,662.0
Marion County,Indiana,18,097,10872.0
Marshall County,Indiana,18,099,325.0
Martin County,Indiana,18,101,25.0
Miami County,Indiana,18,103,93.0
Monroe County,Indiana,18,105,1669.0
Montgomery County,Indiana,18,107,255.0
Morgan County,Indiana,18,109,225.0
Newton County,Indiana,18,111,39.0
Noble County,Indiana,18,113,144.0
Ohio County,Indiana,18,115,25.0
Orange County,Indiana,18,117,65.0
Owen County,Indiana,18,119,100.0
Parke County,Indiana,18,121,41.0
Perry County,Indiana,18,123,79.0
Pike County,Indiana,18,125,40.0
Porter County,Indiana,18,127,1714.0
Posey County,Indiana,18,129,275.0
Pulaski County,Indiana,18,131,74.0
Putnam County,Indiana,18,133,185.0
Randolph County,Indiana,18,135,57.0
Ripley County,Indiana,18,137,110.0
Rush County,Indiana,18,139,52.0
Saint Joseph County,Indiana,18,141,2600.0
Scott County,Indiana,18,143,61.0
Shelby County,Indiana,18,145,234.0
Spencer County,Indiana,18,147,83.0
Starke County,Indiana,18,149,60.0
Steuben County,Indiana,18,151,163.0
Sullivan County,Indiana,18,153,54.0
Switzerland County,Indiana,18,155,20.0
Tippecanoe County,Indiana,18,157,1443.0
Tipton County,Indiana,18,159,62.0
Union County,Indiana,18,161,47.0
Vanderburgh County,Indiana,18,163,1367.0
Vermillion County,Indiana,18,165,72.0
Vigo County,Indiana,18,167,984.0
Wabash County,Indiana,18,169,170.0
Warren County,Indiana,18,171,53.0
Warrick County,Indiana,18,173,943.0
Washington County,Indiana,18,175,82.0
Wayne County,Indiana,18,177,376.0
Wells County,Indiana,18,179,116.0
White County,Indiana,18,181,85.0
Whitley County,Indiana,18,183,166.0
Adair County,Iowa,19,001,70.0
Adams County,Iowa,19,003,28.0
Allamakee County,Iowa,19,005,98.0
Appanoose County,Iowa,19,007,129.0
Audubon County,Iowa,19,009,48.0
Benton County,Iowa,19,011,133.0
Black Hawk County,Iowa,19,013,1004.0
Boone County,Iowa,19,015,221.0
Bremer County,Iowa,19,017,184.0
Buchanan County,Iowa,19,019,115.0
Buena Vista County,Iowa,19,021,127.0
Butler County,Iowa,19,023,50.0
Calhoun County,Iowa,19,025,109.0
Carroll County,Iowa,19,027,98.0
Cass County,Iowa,19,029,72.0
Cedar County,Iowa,19,031,117.0
Cerro Gordo County,Iowa,19,033,474.0
Cherokee County,Iowa,19,035,91.0
Chickasaw County,Iowa,19,037,19.0
Clarke County,Iowa,19,039,19.0
Clay County,Iowa,19,041,104.0
Clayton County,Iowa,19,043,100.0
Clinton County,Iowa,19,045,334.0
Crawford County,Iowa,19,047,35.0
Dallas County,Iowa,19,049,1130.0
Davis County,Iowa,19,051,29.0
Decatur County,Iowa,19,053,22.0
Delaware County,Iowa,19,055,110.0
Des Moines County,Iowa,19,057,349.0
Dickinson County,Iowa,19,059,240.0
Dubuque County,Iowa,19,061,912.0
Emmet County,Iowa,19,063,48.0
Fayette County,Iowa,19,065,169.0
Floyd County,Iowa,19,067,100.0
Franklin County,Iowa,19,069,74.0
Fremont County,Iowa,19,071,61.0
Greene County,Iowa,19,073,71.0
Grundy County,Iowa,19,075,80.0
Guthrie County,Iowa,19,077,138.0
Hamilton County,Iowa,19,079,104.0
Hancock County,Iowa,19,081,99.0
Hardin County,Iowa,19,083,152.0
Harrison County,Iowa,19,085,72.0
Henry County,Iowa,19,087,133.0
Howard County,Iowa,19,089,85.0
Humboldt County,Iowa,19,091,24.0
Ida County,Iowa,19,093,40.0
Iowa County,Iowa,19,095,126.0
Jackson County,Iowa,19,097,107.0
Jasper County,Iowa,19,099,132.0
Jefferson County,Iowa,19,101,224.0
Johnson County,Iowa,19,103,4103.0
Jones County,Iowa,19,105,64.0
Keokuk County,Iowa,19,107,73.0
Kossuth County,Iowa,19,109,112.0
Lee County,Iowa,19,111,325.0
Linn County,Iowa,19,113,2339.0
Louisa County,Iowa,19,115,59.0
Lucas County,Iowa,19,117,34.0
Lyon County,Iowa,19,119,69.0
Madison County,Iowa,19,121,119.0
Mahaska County,Iowa,19,123,138.0
Marion County,Iowa,19,125,186.0
Marshall County,Iowa,19,127,265.0
Mills County,Iowa,19,129,147.0
Mitchell County,Iowa,19,131,88.0
Monona County,Iowa,19,133,50.0
Monroe County,Iowa,19,135,27.0
Montgomery County,Iowa,19,137,37.0
Muscatine County,Iowa,19,139,224.0
O'Brien County,Iowa,19,141,201.0
Osceola County,Iowa,19,143,11.0
Page County,Iowa,19,145,99.0
Palo Alto County,Iowa,19,147,26.0
Plymouth County,Iowa,19,149,166.0
Pocahontas County,Iowa,19,151,45.0
Polk County,Iowa,19,153,6059.0
Pottawattamie County,Iowa,19,155,439.0
Poweshiek County,Iowa,19,157,171.0
Ringgold County,Iowa,19,159,22.0
Sac County,Iowa,19,161,36.0
Scott County,Iowa,19,163,2318.0
Shelby County,Iowa,19,165,78.0
Sioux County,Iowa,19,167,253.0
Story County,Iowa,19,169,893.0
Tama County,Iowa,19,171,70.0
Taylor County,Iowa,19,173,24.0
Union County,Iowa,19,175,56.0
Van Buren County,Iowa,19,177,3.0
Wapello County,Iowa,19,179,203.0
Warren County,Iowa,19,181,514.0
Washington County,Iowa,19,183,220.0
Wayne County,Iowa,19,185,43.0
Webster County,Iowa,19,187,283.0
Winnebago County,Iowa,19,189,47.0
Winneshiek County,Iowa,19,191,186.0
Woodbury County,Iowa,19,193,695.0
Worth County,Iowa,19,195,38.0
Wright County,Iowa,19,197,70.0
Allen County,Kansas,20,001,100.0
Anderson County,Kansas,20,003,70.0
Atchison County,Kansas,20,005,52.0
Barber County,Kansas,20,007,40.0
Barton County,Kansas,20,009,148.0
Bourbon County,Kansas,20,011,154.0
Brown County,Kansas,20,013,64.0
Butler County,Kansas,20,015,402.0
Chase County,Kansas,20,017,21.0
Chautauqua County,Kansas,20,019,0.0
Cherokee County,Kansas,20,021,85.0
Cheyenne County,Kansas,20,023,15.0
Clark County,Kansas,20,025,10.0
Clay County,Kansas,20,027,42.0
Cloud County,Kansas,20,029,61.0
Coffey County,Kansas,20,031,37.0
Comanche County,Kansas,20,033,26.0
Cowley County,Kansas,20,035,224.0
Crawford County,Kansas,20,037,313.0
Decatur County,Kansas,20,039,18.0
Dickinson County,Kansas,20,041,160.0
Doniphan County,Kansas,20,043,41.0
Douglas County,Kansas,20,045,2312.0
Edwards County,Kansas,20,047,18.0
Elk County,Kansas,20,049,20.0
Ellis County,Kansas,20,051,348.0
Ellsworth County,Kansas,20,053,60.0
Finney County,Kansas,20,055,223.0
Ford County,Kansas,20,057,251.0
Franklin County,Kansas,20,059,231.0
Geary County,Kansas,20,061,132.0
Gove County,Kansas,20,063,22.0
Graham County,Kansas,20,065,28.0
Grant County,Kansas,20,067,52.0
Gray County,Kansas,20,069,21.0
Greeley County,Kansas,20,071,10.0
Greenwood County,Kansas,20,073,32.0
Hamilton County,Kansas,20,075,0.0
Harper County,Kansas,20,077,30.0
Harvey County,Kansas,20,079,275.0
Haskell County,Kansas,20,081,18.0
Hodgeman County,Kansas,20,083,0.0
Jackson County,Kansas,20,085,69.0
Jefferson County,Kansas,20,087,111.0
Jewell County,Kansas,20,089,3.0
Johnson County,Kansas,20,091,14147.0
Kearny County,Kansas,20,093,23.0
Kingman County,Kansas,20,095,56.0
Kiowa County,Kansas,20,097,17.0
Labette County,Kansas,20,099,199.0
Lane County,Kansas,20,101,2.0
Leavenworth County,Kansas,20,103,664.0
Lincoln County,Kansas,20,105,15.0
Linn County,Kansas,20,107,36.0
Logan County,Kansas,20,109,11.0
Lyon County,Kansas,20,111,227.0
McPherson County,Kansas,20,113,244.0
Marion County,Kansas,20,115,62.0
Marshall County,Kansas,20,117,75.0
Meade County,Kansas,20,119,5.0
Miami County,Kansas,20,121,216.0
Mitchell County,Kansas,20,123,15.0
Montgomery County,Kansas,20,125,129.0
Morris County,Kansas,20,127,31.0
Morton County,Kansas,20,129,37.0
Nemaha County,Kansas,20,131,38.0
Neosho County,Kansas,20,133,126.0
Ness County,Kansas,20,135,32.0
Norton County,Kansas,20,137,25.0
Osage County,Kansas,20,139,107.0
Osborne County,Kansas,20,141,43.0
Ottawa County,Kansas,20,143,31.0
Pawnee County,Kansas,20,145,85.0
Phillips County,Kansas,20,147,61.0
Pottawatomie County,Kansas,20,149,114.0
Pratt County,Kansas,20,151,58.0
Rawlins County,Kansas,20,153,27.0
Reno County,Kansas,20,155,321.0
Republic County,Kansas,20,157,36.0
Rice County,Kansas,20,159,50.0
Riley County,Kansas,20,161,849.0
Rooks County,Kansas,20,163,45.0
Rush County,Kansas,20,165,24.0
Russell County,Kansas,20,167,89.0
Saline County,Kansas,20,169,542.0
Scott County,Kansas,20,171,30.0
Sedgwick County,Kansas,20,173,4410.0
Seward County,Kansas,20,175,75.0
Shawnee County,Kansas,20,177,2407.0
Sheridan County,Kansas,20,179,17.0
Sherman County,Kansas,20,181,11.0
Smith County,Kansas,20,183,51.0
Stafford County,Kansas,20,185,35.0
Stanton County,Kansas,20,187,0.0
Stevens County,Kansas,20,189,0.0
Sumner County,Kansas,20,191,122.0
Thomas County,Kansas,20,193,108.0
Trego County,Kansas,20,195,24.0
Wabaunsee County,Kansas,20,197,40.0
Wallace County,Kansas,20,199,11.0
Washington County,Kansas,20,201,10.0
Wichita County,Kansas,20,203,0.0
Wilson County,Kansas,20,205,53.0
Woodson County,Kansas,20,207,24.0
Wyandotte County,Kansas,20,209,715.0
Adair County,Kentucky,21,001,146.0
Allen County,Kentucky,21,003,114.0
Anderson County,Kentucky,21,005,138.0
Ballard County,Kentucky,21,007,40.0
Barren County,Kentucky,21,009,319.0
Bath County,Kentucky,21,011,44.0
Bell County,Kentucky,21,013,207.0
Boone County,Kentucky,21,015,1145.0
Bourbon County,Kentucky,21,017,170.0
Boyd County,Kentucky,21,019,460.0
Boyle County,Kentucky,21,021,400.0
Bracken County,Kentucky,21,023,20.0
Breathitt County,Kentucky,21,025,107.0
Breckinridge County,Kentucky,21,027,61.0
Bullitt County,Kentucky,21,029,360.0
Butler County,Kentucky,21,031,53.0
Caldwell County,Kentucky,21,033,108.0
Calloway County,Kentucky,21,035,330.0
Campbell County,Kentucky,21,037,1203.0
Carlisle County,Kentucky,21,039,6.0
Carroll County,Kentucky,21,041,50.0
Carter County,Kentucky,21,043,97.0
Casey County,Kentucky,21,045,150.0
Christian County,Kentucky,21,047,349.0
Clark County,Kentucky,21,049,317.0
Clay County,Kentucky,21,051,59.0
Clinton County,Kentucky,21,053,46.0
Crittenden County,Kentucky,21,055,98.0
Cumberland County,Kentucky,21,057,26.0
Daviess County,Kentucky,21,059,915.0
Edmonson County,Kentucky,21,061,69.0
Elliott County,Kentucky,21,063,17.0
Estill County,Kentucky,21,065,70.0
Fayette County,Kentucky,21,067,6949.0
Fleming County,Kentucky,21,069,86.0
Floyd County,Kentucky,21,071,221.0
Franklin County,Kentucky,21,073,594.0
Fulton County,Kentucky,21,075,17.0
Gallatin County,Kentucky,21,077,42.0
Garrard County,Kentucky,21,079,97.0
Grant County,Kentucky,21,081,133.0
Graves County,Kentucky,21,083,214.0
Grayson County,Kentucky,21,085,202.0
Green County,Kentucky,21,087,71.0
Greenup County,Kentucky,21,089,278.0
Hancock County,Kentucky,21,091,23.0
Hardin County,Kentucky,21,093,1107.0
Harlan County,Kentucky,21,095,191.0
Harrison County,Kentucky,21,097,233.0
Hart County,Kentucky,21,099,109.0
Henderson County,Kentucky,21,101,367.0
Henry County,Kentucky,21,103,53.0
Hickman County,Kentucky,21,105,32.0
Hopkins County,Kentucky,21,107,290.0
Jackson County,Kentucky,21,109,83.0
Jefferson County,Kentucky,21,111,12678.0
Jessamine County,Kentucky,21,113,679.0
Johnson County,Kentucky,21,115,186.0
Kenton County,Kentucky,21,117,2025.0
Knott County,Kentucky,21,119,79.0
Knox County,Kentucky,21,121,277.0
Larue County,Kentucky,21,123,24.0
Laurel County,Kentucky,21,125,433.0
Lawrence County,Kentucky,21,127,93.0
Lee County,Kentucky,21,129,9.0
Leslie County,Kentucky,21,131,72.0
Letcher County,Kentucky,21,133,83.0
Lewis County,Kentucky,21,135,87.0
Lincoln County,Kentucky,21,137,200.0
Livingston County,Kentucky,21,139,51.0
Logan County,Kentucky,21,141,103.0
Lyon County,Kentucky,21,143,88.0
McCracken County,Kentucky,21,145,976.0
McCreary County,Kentucky,21,147,87.0
McLean County,Kentucky,21,149,42.0
Madison County,Kentucky,21,151,765.0
Magoffin County,Kentucky,21,153,135.0
Marion County,Kentucky,21,155,73.0
Marshall County,Kentucky,21,157,334.0
Martin County,Kentucky,21,159,86.0
Mason County,Kentucky,21,161,184.0
Meade County,Kentucky,21,163,169.0
Menifee County,Kentucky,21,165,22.0
Mercer County,Kentucky,21,167,175.0
Metcalfe County,Kentucky,21,169,31.0
Monroe County,Kentucky,21,171,33.0
Montgomery County,Kentucky,21,173,214.0
Morgan County,Kentucky,21,175,179.0
Muhlenberg County,Kentucky,21,177,175.0
Nelson County,Kentucky,21,179,342.0
Nicholas County,Kentucky,21,181,39.0
Ohio County,Kentucky,21,183,131.0
Oldham County,Kentucky,21,185,1085.0
Owen County,Kentucky,21,187,60.0
Owsley County,Kentucky,21,189,37.0
Pendleton County,Kentucky,21,191,110.0
Perry County,Kentucky,21,193,242.0
Pike County,Kentucky,21,195,638.0
Powell County,Kentucky,21,197,11.0
Pulaski County,Kentucky,21,199,490.0
Robertson County,Kentucky,21,201,27.0
Rockcastle County,Kentucky,21,203,105.0
Rowan County,Kentucky,21,205,237.0
Russell County,Kentucky,21,207,189.0
Scott County,Kentucky,21,209,644.0
Shelby County,Kentucky,21,211,482.0
Simpson County,Kentucky,21,213,46.0
Spencer County,Kentucky,21,215,78.0
Taylor County,Kentucky,21,217,248.0
Todd County,Kentucky,21,219,79.0
Trigg County,Kentucky,21,221,101.0
Trimble County,Kentucky,21,223,88.0
Union County,Kentucky,21,225,44.0
Warren County,Kentucky,21,227,1129.0
Washington County,Kentucky,21,229,56.0
Wayne County,Kentucky,21,231,188.0
Webster County,Kentucky,21,233,76.0
Whitley County,Kentucky,21,235,237.0
Wolfe County,Kentucky,21,237,21.0
Woodford County,Kentucky,21,239,426.0
Acadia Parish,Louisiana,22,001,190.0
Allen Parish,Louisiana,22,003,102.0
Ascension Parish,Louisiana,22,005,718.0
Assumption Parish,Louisiana,22,007,52.0
Avoyelles Parish,Louisiana,22,009,185.0
Beauregard Parish,Louisiana,22,011,203.0
Bienville Parish,Louisiana,22,013,5.0
Bossier Parish,Louisiana,22,015,1144.0
Caddo Parish,Louisiana,22,017,3350.0
Calcasieu Parish,Louisiana,22,019,1293.0
Caldwell Parish,Louisiana,22,021,77.0
Cameron Parish,Louisiana,22,023,32.0
Catahoula Parish,Louisiana,22,025,29.0
Claiborne Parish,Louisiana,22,027,85.0
Concordia Parish,Louisiana,22,029,55.0
De Soto Parish,Louisiana,22,031,71.0
East Baton Rouge Parish,Louisiana,22,033,6004.0
East Carroll Parish,Louisiana,22,035,11.0
East Feliciana Parish,Louisiana,22,037,105.0
Evangeline Parish,Louisiana,22,039,279.0
Franklin Parish,Louisiana,22,041,39.0
Grant Parish,Louisiana,22,043,48.0
Iberia Parish,Louisiana,22,045,467.0
Iberville Parish,Louisiana,22,047,95.0
Jackson Parish,Louisiana,22,049,84.0
Jefferson Parish,Louisiana,22,051,6057.0
Jefferson Davis Parish,Louisiana,22,053,152.0
Lafayette Parish,Louisiana,22,055,2613.0
Lafourche Parish,Louisiana,22,057,512.0
LaSalle Parish,Louisiana,22,059,26.0
Lincoln Parish,Louisiana,22,061,477.0
Livingston Parish,Louisiana,22,063,560.0
Madison Parish,Louisiana,22,065,30.0
Morehouse Parish,Louisiana,22,067,162.0
Natchitoches Parish,Louisiana,22,069,257.0
Orleans Parish,Louisiana,22,071,10268.0
Ouachita Parish,Louisiana,22,073,1163.0
Plaquemines Parish,Louisiana,22,075,101.0
Pointe Coupee Parish,Louisiana,22,077,74.0
Rapides Parish,Louisiana,22,079,1045.0
Red River Parish,Louisiana,22,081,11.0
Richland Parish,Louisiana,22,083,125.0
Sabine Parish,Louisiana,22,085,115.0
Saint Bernard Parish,Louisiana,22,087,107.0
Saint Charles Parish,Louisiana,22,089,180.0
Saint Helena Parish,Louisiana,22,091,70.0
Saint James Parish,Louisiana,22,093,33.0
Saint John the Baptist Parish,Louisiana,22,095,312.0
Saint Landry Parish,Louisiana,22,097,402.0
Saint Martin Parish,Louisiana,22,099,129.0
Saint Mary Parish,Louisiana,22,101,229.0
Saint Tammany Parish,Louisiana,22,103,3888.0
Tangipahoa Parish,Louisiana,22,105,616.0
Tensas Parish,Louisiana,22,107,31.0
Terrebonne Parish,Louisiana,22,109,636.0
Union Parish,Louisiana,22,111,62.0
Vermilion Parish,Louisiana,22,113,111.0
Vernon Parish,Louisiana,22,115,229.0
Washington Parish,Louisiana,22,117,141.0
Webster Parish,Louisiana,22,119,103.0
West Baton Rouge Parish,Louisiana,22,121,70.0
West Carroll Parish,Louisiana,22,123,41.0
West Feliciana Parish,Louisiana,22,125,90.0
Winn Parish,Louisiana,22,127,82.0
Androscoggin County,Maine,23,001,657.0
Aroostook County,Maine,23,003,484.0
Cumberland County,Maine,23,005,6483.0
Franklin County,Maine,23,007,210.0
Hancock County,Maine,23,009,670.0
Kennebec County,Maine,23,011,1332.0
Knox County,Maine,23,013,549.0
Lincoln County,Maine,23,015,364.0
Oxford County,Maine,23,017,292.0
Penobscot County,Maine,23,019,1451.0
Piscataquis County,Maine,23,021,78.0
Sagadahoc County,Maine,23,023,443.0
Somerset County,Maine,23,025,320.0
Waldo County,Maine,23,027,360.0
Washington County,Maine,23,029,221.0
York County,Maine,23,031,2021.0
Allegany County,Maryland,24,001,425.0
Anne Arundel County,Maryland,24,003,8723.0
Baltimore County,Maryland,24,005,16012.0
Calvert County,Maryland,24,009,856.0
Caroline County,Maryland,24,011,190.0
Carroll County,Maryland,24,013,1803.0
Cecil County,Maryland,24,015,491.0
Charles County,Maryland,24,017,1006.0
Dorchester County,Maryland,24,019,326.0
Frederick County,Maryland,24,021,2865.0
Garrett County,Maryland,24,023,262.0
Harford County,Maryland,24,025,2530.0
Howard County,Maryland,24,027,9536.0
Kent County,Maryland,24,029,264.0
Queen Anne's County,Maryland,24,035,671.0
Saint Mary's County,Maryland,24,037,979.0
Somerset County,Maryland,24,039,122.0
Talbot County,Maryland,24,041,873.0
Washington County,Maryland,24,043,819.0
Wicomico County,Maryland,24,045,956.0
Worcester County,Maryland,24,047,844.0
Baltimore City,Maryland,24,510,11711.0
Montgomery County,Maryland,24,031,44949.0
Prince George's County,Maryland,24,033,9164.0
Barnstable County,Massachusetts,25,001,4324.0
Berkshire County,Massachusetts,25,003,2014.0
Bristol County,Massachusetts,25,005,4620.0
Dukes County,Massachusetts,25,007,289.0
Essex County,Massachusetts,25,009,12798.0
Franklin County,Massachusetts,25,011,803.0
Hampden County,Massachusetts,25,013,4863.0
Hampshire County,Massachusetts,25,015,2944.0
Middlesex County,Massachusetts,25,017,39610.0
Nantucket County,Massachusetts,25,019,242.0
Norfolk County,Massachusetts,25,021,20423.0
Plymouth County,Massachusetts,25,023,6296.0
Suffolk County,Massachusetts,25,025,18746.0
Worcester County,Massachusetts,25,027,9478.0
Alcona County,Michigan,26,001,69.0
Alger County,Michigan,26,003,16.0
Allegan County,Michigan,26,005,701.0
Alpena County,Michigan,26,007,296.0
Antrim County,Michigan,26,009,197.0
Arenac County,Michigan,26,011,33.0
Baraga County,Michigan,26,013,50.0
Barry County,Michigan,26,015,393.0
Bay County,Michigan,26,017,703.0
Benzie County,Michigan,26,019,224.0
Berrien County,Michigan,26,021,1571.0
Branch County,Michigan,26,023,199.0
Calhoun County,Michigan,26,025,862.0
Cass County,Michigan,26,027,231.0
Charlevoix County,Michigan,26,029,353.0
Cheboygan County,Michigan,26,031,179.0
Chippewa County,Michigan,26,033,263.0
Clare County,Michigan,26,035,112.0
Clinton County,Michigan,26,037,911.0
Crawford County,Michigan,26,039,143.0
Delta County,Michigan,26,041,299.0
Dickinson County,Michigan,26,043,212.0
Eaton County,Michigan,26,045,863.0
Emmet County,Michigan,26,047,597.0
Genesee County,Michigan,26,049,2954.0
Gladwin County,Michigan,26,051,101.0
Gogebic County,Michigan,26,053,81.0
Grand Traverse County,Michigan,26,055,1550.0
Gratiot County,Michigan,26,057,84.0
Hillsdale County,Michigan,26,059,332.0
Houghton County,Michigan,26,061,289.0
Huron County,Michigan,26,063,207.0
Ingham County,Michigan,26,065,5151.0
Ionia County,Michigan,26,067,173.0
Iosco County,Michigan,26,069,167.0
Iron County,Michigan,26,071,114.0
Isabella County,Michigan,26,073,371.0
Jackson County,Michigan,26,075,1062.0
Kalamazoo County,Michigan,26,077,2976.0
Kalkaska County,Michigan,26,079,47.0
Kent County,Michigan,26,081,7483.0
Keweenaw County,Michigan,26,083,65.0
Lake County,Michigan,26,085,32.0
Lapeer County,Michigan,26,087,429.0
Leelanau County,Michigan,26,089,441.0
Lenawee County,Michigan,26,091,527.0
Livingston County,Michigan,26,093,1728.0
Luce County,Michigan,26,095,31.0
Mackinac County,Michigan,26,097,69.0
Macomb County,Michigan,26,099,5839.0
Manistee County,Michigan,26,101,207.0
Marquette County,Michigan,26,103,790.0
Mason County,Michigan,26,105,225.0
Mecosta County,Michigan,26,107,165.0
Menominee County,Michigan,26,109,152.0
Midland County,Michigan,26,111,904.0
Missaukee County,Michigan,26,113,53.0
Monroe County,Michigan,26,115,907.0
Montcalm County,Michigan,26,117,226.0
Montmorency County,Michigan,26,119,33.0
Muskegon County,Michigan,26,121,985.0
Newaygo County,Michigan,26,123,162.0
Oakland County,Michigan,26,125,30256.0
Oceana County,Michigan,26,127,190.0
Ogemaw County,Michigan,26,129,109.0
Ontonagon County,Michigan,26,131,10.0
Osceola County,Michigan,26,133,87.0
Oscoda County,Michigan,26,135,34.0
Otsego County,Michigan,26,137,153.0
Ottawa County,Michigan,26,139,1885.0
Presque Isle County,Michigan,26,141,89.0
Roscommon County,Michigan,26,143,112.0
Saginaw County,Michigan,26,145,1461.0
Saint Clair County,Michigan,26,147,881.0
Saint Joseph County,Michigan,26,149,348.0
Sanilac County,Michigan,26,151,155.0
Schoolcraft County,Michigan,26,153,37.0
Shiawassee County,Michigan,26,155,329.0
Tuscola County,Michigan,26,157,176.0
Van Buren County,Michigan,26,159,525.0
Washtenaw County,Michigan,26,161,9741.0
Wayne County,Michigan,26,163,16015.0
Wexford County,Michigan,26,165,214.0
Aitkin County,Minnesota,27,001,137.0
Anoka County,Minnesota,27,003,2466.0
Becker County,Minnesota,27,005,309.0
Beltrami County,Minnesota,27,007,319.0
Benton County,Minnesota,27,009,219.0
Big Stone County,Minnesota,27,011,31.0
Blue Earth County,Minnesota,27,013,545.0
Brown County,Minnesota,27,015,281.0
Carlton County,Minnesota,27,017,196.0
Carver County,Minnesota,27,019,1195.0
Cass County,Minnesota,27,021,173.0
Chippewa County,Minnesota,27,023,72.0
Chisago County,Minnesota,27,025,353.0
Clay County,Minnesota,27,027,291.0
Clearwater County,Minnesota,27,029,30.0
Cook County,Minnesota,27,031,142.0
Cottonwood County,Minnesota,27,033,76.0
Crow Wing County,Minnesota,27,035,599.0
Dakota County,Minnesota,27,037,5612.0
Dodge County,Minnesota,27,039,114.0
Douglas County,Minnesota,27,041,501.0
Faribault County,Minnesota,27,043,96.0
Fillmore County,Minnesota,27,045,106.0
Freeborn County,Minnesota,27,047,254.0
Goodhue County,Minnesota,27,049,364.0
Grant County,Minnesota,27,051,25.0
Hennepin County,Minnesota,27,053,26474.0
Houston County,Minnesota,27,055,218.0
Hubbard County,Minnesota,27,057,219.0
Isanti County,Minnesota,27,059,187.0
Itasca County,Minnesota,27,061,424.0
Jackson County,Minnesota,27,063,80.0
Kanabec County,Minnesota,27,065,108.0
Kandiyohi County,Minnesota,27,067,518.0
Kittson County,Minnesota,27,069,26.0
Koochiching County,Minnesota,27,071,58.0
Lac qui Parle County,Minnesota,27,073,47.0
Lake County,Minnesota,27,075,188.0
Lake of the Woods County,Minnesota,27,077,2.0
Le Sueur County,Minnesota,27,079,139.0
Lincoln County,Minnesota,27,081,15.0
Lyon County,Minnesota,27,083,171.0
McLeod County,Minnesota,27,085,188.0
Mahnomen County,Minnesota,27,087,14.0
Marshall County,Minnesota,27,089,47.0
Martin County,Minnesota,27,091,142.0
Meeker County,Minnesota,27,093,168.0
Mille Lacs County,Minnesota,27,095,85.0
Morrison County,Minnesota,27,097,187.0
Mower County,Minnesota,27,099,261.0
Murray County,Minnesota,27,101,79.0
Nicollet County,Minnesota,27,103,298.0
Nobles County,Minnesota,27,105,97.0
Norman County,Minnesota,27,107,21.0
Olmsted County,Minnesota,27,109,4407.0
Otter Tail County,Minnesota,27,111,648.0
Pennington County,Minnesota,27,113,88.0
Pine County,Minnesota,27,115,106.0
Pipestone County,Minnesota,27,117,85.0
Polk County,Minnesota,27,119,189.0
Pope County,Minnesota,27,121,62.0
Ramsey County,Minnesota,27,123,10641.0
Red Lake County,Minnesota,27,125,19.0
Redwood County,Minnesota,27,127,80.0
Renville County,Minnesota,27,129,66.0
Rice County,Minnesota,27,131,639.0
Rock County,Minnesota,27,133,88.0
Roseau County,Minnesota,27,135,80.0
Saint Louis County,Minnesota,27,137,2263.0
Scott County,Minnesota,27,139,1154.0
Sherburne County,Minnesota,27,141,626.0
Sibley County,Minnesota,27,143,78.0
Stearns County,Minnesota,27,145,1515.0
Steele County,Minnesota,27,147,353.0
Stevens County,Minnesota,27,149,68.0
Swift County,Minnesota,27,151,54.0
Todd County,Minnesota,27,153,147.0
Traverse County,Minnesota,27,155,21.0
Wabasha County,Minnesota,27,157,127.0
Wadena County,Minnesota,27,159,77.0
Waseca County,Minnesota,27,161,134.0
Washington County,Minnesota,27,163,3791.0
Watonwan County,Minnesota,27,165,25.0
Wilkin County,Minnesota,27,167,27.0
Winona County,Minnesota,27,169,365.0
Wright County,Minnesota,27,171,883.0
Yellow Medicine County,Minnesota,27,173,86.0
Adams County,Mississippi,28,001,217.0
Alcorn County,Mississippi,28,003,351.0
Amite County,Mississippi,28,005,18.0
Attala County,Mississippi,28,007,154.0
Benton County,Mississippi,28,009,41.0
Bolivar County,Mississippi,28,011,169.0
Calhoun County,Mississippi,28,013,32.0
Carroll County,Mississippi,28,015,56.0
Chickasaw County,Mississippi,28,017,60.0
Choctaw County,Mississippi,28,019,45.0
Claiborne County,Mississippi,28,021,25.0
Clarke County,Mississippi,28,023,5.0
Clay County,Mississippi,28,025,151.0
Coahoma County,Mississippi,28,027,82.0
Copiah County,Mississippi,28,029,88.0
Covington County,Mississippi,28,031,161.0
DeSoto County,Mississippi,28,033,935.0
Forrest County,Mississippi,28,035,815.0
Franklin County,Mississippi,28,037,37.0
George County,Mississippi,28,039,64.0
Greene County,Mississippi,28,041,18.0
Grenada County,Mississippi,28,043,77.0
Hancock County,Mississippi,28,045,428.0
Harrison County,Mississippi,28,047,1432.0
Hinds County,Mississippi,28,049,3488.0
Holmes County,Mississippi,28,051,60.0
Humphreys County,Mississippi,28,053,30.0
