County,State,State_FIPS,County_FIPS,professional_degree
Craighead County,Arkansas,05,031,973.0
Crawford County,Arkansas,05,033,266.0
Crittenden County,Arkansas,05,035,250.0
Cross County,Arkansas,05,037,103.0
Dallas County,Arkansas,05,039,16.0
Desha County,Arkansas,05,041,15.0
Drew County,Arkansas,05,043,55.0
Faulkner County,Arkansas,05,045,869.0
Franklin County,Arkansas,05,047,88.0
Fulton County,Arkansas,05,049,8.0
Garland County,Arkansas,05,051,820.0
Grant County,Arkansas,05,053,71.0
Greene County,Arkansas,05,055,211.0
Hempstead County,Arkansas,05,057,31.0
Hot Spring County,Arkansas,05,059,90.0
Howard County,Arkansas,05,061,62.0
Independence County,Arkansas,05,063,249.0
Izard County,Arkansas,05,065,11.0
Jackson County,Arkansas,05,067,22.0
Jefferson County,Arkansas,05,069,439.0
Johnson County,Arkansas,05,071,126.0
Lafayette County,Arkansas,05,073,40.0
Lawrence County,Arkansas,05,075,32.0
Lee County,Arkansas,05,077,10.0
Lincoln County,Arkansas,05,079,24.0
Little River County,Arkansas,05,081,18.0
Logan County,Arkansas,05,083,41.0
Lonoke County,Arkansas,05,085,362.0
Madison County,Arkansas,05,087,106.0
Marion County,Arkansas,05,089,61.0
Miller County,Arkansas,05,091,173.0
Mississippi County,Arkansas,05,093,120.0
Monroe County,Arkansas,05,095,14.0
Montgomery County,Arkansas,05,097,40.0
Nevada County,Arkansas,05,099,43.0
Newton County,Arkansas,05,101,28.0
Ouachita County,Arkansas,05,103,101.0
Perry County,Arkansas,05,105,25.0
Phillips County,Arkansas,05,107,102.0
Pike County,Arkansas,05,109,42.0
Poinsett County,Arkansas,05,111,72.0
Polk County,Arkansas,05,113,61.0
Pope County,Arkansas,05,115,433.0
Prairie County,Arkansas,05,117,51.0
Pulaski County,Arkansas,05,119,6773.0
Randolph County,Arkansas,05,121,52.0
Saint Francis County,Arkansas,05,123,103.0
Saline County,Arkansas,05,125,994.0
Scott County,Arkansas,05,127,90.0
Searcy County,Arkansas,05,129,25.0
Sebastian County,Arkansas,05,131,993.0
Sevier County,Arkansas,05,133,37.0
Sharp County,Arkansas,05,135,65.0
Stone County,Arkansas,05,137,199.0
Union County,Arkansas,05,139,258.0
Van Buren County,Arkansas,05,141,146.0
Washington County,Arkansas,05,143,3603.0
White County,Arkansas,05,145,418.0
Woodruff County,Arkansas,05,147,7.0
Yell County,Arkansas,05,149,90.0
Alameda County,California,06,001,32639.0
Alpine County,California,06,003,8.0
Amador County,California,06,005,540.0
Butte County,California,06,007,2915.0
Calaveras County,California,06,009,424.0
Colusa County,California,06,011,195.0
Contra Costa County,California,06,013,22496.0
Del Norte County,California,06,015,311.0
El Dorado County,California,06,017,3390.0
Fresno County,California,06,019,8969.0
Glenn County,California,06,021,147.0
Humboldt County,California,06,023,1872.0
Imperial County,California,06,025,680.0
Inyo County,California,06,027,129.0
Kern County,California,06,029,5182.0
Kings County,California,06,031,969.0
Lake County,California,06,033,528.0
Lassen County,California,06,035,281.0
Los Angeles County,California,06,037,155849.0
Madera County,California,06,039,784.0
Marin County,California,06,041,12285.0
Mariposa County,California,06,043,210.0
Mendocino County,California,06,045,1139.0
Merced County,California,06,047,1238.0
Modoc County,California,06,049,61.0
Mono County,California,06,051,224.0
Monterey County,California,06,053,4788.0
Napa County,California,06,055,2523.0
Nevada County,California,06,057,1966.0
Orange County,California,06,059,58548.0
Placer County,California,06,061,6611.0
Plumas County,California,06,063,271.0
Riverside County,California,06,065,20311.0
Sacramento County,California,06,067,22097.0
San Benito County,California,06,069,500.0
San Bernardino County,California,06,071,14542.0
San Diego County,California,06,073,58066.0
San Francisco County,California,06,075,32831.0
San Joaquin County,California,06,077,5472.0
San Luis Obispo County,California,06,079,4296.0
San Mateo County,California,06,081,20918.0
Santa Barbara County,California,06,083,7146.0
Santa Clara County,California,06,085,34369.0
Santa Cruz County,California,06,087,4872.0
Shasta County,California,06,089,2228.0
Sierra County,California,06,091,20.0
Siskiyou County,California,06,093,491.0
Solano County,California,06,095,4536.0
Sonoma County,California,06,097,10000.0
Stanislaus County,California,06,099,4428.0
Sutter County,California,06,101,766.0
Tehama County,California,06,103,441.0
Trinity County,California,06,105,72.0
Tulare County,California,06,107,2901.0
Tuolumne County,California,06,109,538.0
Ventura County,California,06,111,12888.0
Yolo County,California,06,113,4541.0
Yuba County,California,06,115,432.0
Alamosa County,Colorado,08,003,89.0
Archuleta County,Colorado,08,007,154.0
Baca County,Colorado,08,009,52.0
Bent County,Colorado,08,011,6.0
Chaffee County,Colorado,08,015,459.0
Cheyenne County,Colorado,08,017,0.0
Clear Creek County,Colorado,08,019,154.0
Conejos County,Colorado,08,021,20.0
Costilla County,Colorado,08,023,27.0
Crowley County,Colorado,08,025,5.0
Custer County,Colorado,08,027,49.0
Delta County,Colorado,08,029,263.0
Dolores County,Colorado,08,033,6.0
Douglas County,Colorado,08,035,5603.0
Eagle County,Colorado,08,037,1054.0
Elbert County,Colorado,08,039,270.0
El Paso County,Colorado,08,041,7424.0
Fremont County,Colorado,08,043,255.0
Garfield County,Colorado,08,045,619.0
Gilpin County,Colorado,08,047,24.0
Grand County,Colorado,08,049,208.0
Gunnison County,Colorado,08,051,177.0
Huerfano County,Colorado,08,055,70.0
Jackson County,Colorado,08,057,16.0
Kiowa County,Colorado,08,061,4.0
Kit Carson County,Colorado,08,063,53.0
Lake County,Colorado,08,065,54.0
La Plata County,Colorado,08,067,1124.0
Larimer County,Colorado,08,069,4457.0
Las Animas County,Colorado,08,071,101.0
Lincoln County,Colorado,08,073,17.0
Logan County,Colorado,08,075,142.0
Mesa County,Colorado,08,077,1287.0
Moffat County,Colorado,08,081,30.0
Montezuma County,Colorado,08,083,246.0
Montrose County,Colorado,08,085,363.0
Morgan County,Colorado,08,087,237.0
Otero County,Colorado,08,089,131.0
Ouray County,Colorado,08,091,138.0
Park County,Colorado,08,093,104.0
Phillips County,Colorado,08,095,27.0
Pitkin County,Colorado,08,097,659.0
Prowers County,Colorado,08,099,30.0
Pueblo County,Colorado,08,101,1075.0
Rio Blanco County,Colorado,08,103,20.0
Rio Grande County,Colorado,08,105,136.0
Routt County,Colorado,08,107,610.0
Saguache County,Colorado,08,109,15.0
San Miguel County,Colorado,08,113,174.0
Sedgwick County,Colorado,08,115,7.0
Summit County,Colorado,08,117,390.0
Teller County,Colorado,08,119,291.0
Washington County,Colorado,08,121,14.0
Yuma County,Colorado,08,125,7.0
Adams County,Colorado,08,001,2733.0
Arapahoe County,Colorado,08,005,10204.0
Boulder County,Colorado,08,013,7700.0
Broomfield County,Colorado,08,014,980.0
Denver County,Colorado,08,031,18163.0
Jefferson County,Colorado,08,059,8943.0
Weld County,Colorado,08,123,1841.0
Fairfield County,Connecticut,09,001,24779.0
Hartford County,Connecticut,09,003,18356.0
Litchfield County,Connecticut,09,005,2894.0
Middlesex County,Connecticut,09,007,3030.0
New Haven County,Connecticut,09,009,16955.0
New London County,Connecticut,09,011,3781.0
Tolland County,Connecticut,09,013,1956.0
Windham County,Connecticut,09,015,792.0
Kent County,Delaware,10,001,1332.0
New Castle County,Delaware,10,003,7779.0
Sussex County,Delaware,10,005,2539.0
Alachua County,Florida,12,001,6619.0
Baker County,Florida,12,003,101.0
Bay County,Florida,12,005,1587.0
Bradford County,Florida,12,007,111.0
Brevard County,Florida,12,009,5224.0
Broward County,Florida,12,011,31505.0
Calhoun County,Florida,12,013,13.0
Charlotte County,Florida,12,015,2019.0
Citrus County,Florida,12,017,1380.0
Clay County,Florida,12,019,1077.0
Collier County,Florida,12,021,8863.0
Columbia County,Florida,12,023,612.0
Miami-Dade County,Florida,12,086,49501.0
DeSoto County,Florida,12,027,128.0
Dixie County,Florida,12,029,44.0
Duval County,Florida,12,031,10695.0
Escambia County,Florida,12,033,2872.0
Flagler County,Florida,12,035,1052.0
Franklin County,Florida,12,037,84.0
Gadsden County,Florida,12,039,194.0
Gilchrist County,Florida,12,041,56.0
Glades County,Florida,12,043,4.0
Gulf County,Florida,12,045,139.0
Hamilton County,Florida,12,047,63.0
Hardee County,Florida,12,049,56.0
Hendry County,Florida,12,051,92.0
Hernando County,Florida,12,053,862.0
Highlands County,Florida,12,055,735.0
Hillsborough County,Florida,12,057,19070.0
Holmes County,Florida,12,059,119.0
Indian River County,Florida,12,061,2293.0
Jackson County,Florida,12,063,338.0
Jefferson County,Florida,12,065,116.0
Lafayette County,Florida,12,067,139.0
Lake County,Florida,12,069,2773.0
Lee County,Florida,12,071,9823.0
Leon County,Florida,12,073,6262.0
Levy County,Florida,12,075,162.0
Liberty County,Florida,12,077,32.0
Madison County,Florida,12,079,45.0
Manatee County,Florida,12,081,4926.0
Marion County,Florida,12,083,3255.0
Martin County,Florida,12,085,3281.0
Monroe County,Florida,12,087,1498.0
Nassau County,Florida,12,089,789.0
Okaloosa County,Florida,12,091,1812.0
Okeechobee County,Florida,12,093,182.0
Orange County,Florida,12,095,16732.0
Osceola County,Florida,12,097,1638.0
Palm Beach County,Florida,12,099,31005.0
Pasco County,Florida,12,101,3662.0
Pinellas County,Florida,12,103,14909.0
Polk County,Florida,12,105,3789.0
Putnam County,Florida,12,107,429.0
Saint Johns County,Florida,12,109,4271.0
Saint Lucie County,Florida,12,111,2382.0
Santa Rosa County,Florida,12,113,1295.0
Sarasota County,Florida,12,115,8173.0
Seminole County,Florida,12,117,6438.0
Sumter County,Florida,12,119,1525.0
Suwannee County,Florida,12,121,66.0
Taylor County,Florida,12,123,63.0
Union County,Florida,12,125,26.0
Volusia County,Florida,12,127,5157.0
Wakulla County,Florida,12,129,112.0
Walton County,Florida,12,131,765.0
Washington County,Florida,12,133,60.0
Appling County,Georgia,13,001,218.0
Atkinson County,Georgia,13,003,23.0
Bacon County,Georgia,13,005,61.0
Baker County,Georgia,13,007,12.0
Baldwin County,Georgia,13,009,370.0
Banks County,Georgia,13,011,106.0
Barrow County,Georgia,13,013,438.0
Bartow County,Georgia,13,015,781.0
Ben Hill County,Georgia,13,017,87.0
Berrien County,Georgia,13,019,121.0
Bibb County,Georgia,13,021,2062.0
Bleckley County,Georgia,13,023,92.0
Brantley County,Georgia,13,025,128.0
Brooks County,Georgia,13,027,60.0
Bryan County,Georgia,13,029,306.0
Bulloch County,Georgia,13,031,770.0
Burke County,Georgia,13,033,180.0
Butts County,Georgia,13,035,219.0
Calhoun County,Georgia,13,037,15.0
Camden County,Georgia,13,039,295.0
Candler County,Georgia,13,043,109.0
Carroll County,Georgia,13,045,1051.0
Catoosa County,Georgia,13,047,616.0
Charlton County,Georgia,13,049,66.0
Chatham County,Georgia,13,051,3985.0
Chattahoochee County,Georgia,13,053,44.0
Chattooga County,Georgia,13,055,111.0
Cherokee County,Georgia,13,057,3032.0
Clarke County,Georgia,13,059,1862.0
Clay County,Georgia,13,061,16.0
Clayton County,Georgia,13,063,1368.0
Clinch County,Georgia,13,065,46.0
Cobb County,Georgia,13,067,11995.0
Coffee County,Georgia,13,069,337.0
Colquitt County,Georgia,13,071,297.0
Columbia County,Georgia,13,073,2527.0
Cook County,Georgia,13,075,125.0
Coweta County,Georgia,13,077,1328.0
Crawford County,Georgia,13,079,111.0
Crisp County,Georgia,13,081,149.0
Dade County,Georgia,13,083,85.0
Dawson County,Georgia,13,085,313.0
Decatur County,Georgia,13,087,218.0
DeKalb County,Georgia,13,089,15973.0
Dodge County,Georgia,13,091,77.0
Dooly County,Georgia,13,093,75.0
Dougherty County,Georgia,13,095,1080.0
Douglas County,Georgia,13,097,1420.0
Early County,Georgia,13,099,67.0
Echols County,Georgia,13,101,10.0
Effingham County,Georgia,13,103,472.0
Elbert County,Georgia,13,105,227.0
Emanuel County,Georgia,13,107,200.0
Evans County,Georgia,13,109,40.0
Fannin County,Georgia,13,111,362.0
Fayette County,Georgia,13,113,2366.0
Floyd County,Georgia,13,115,1413.0
Forsyth County,Georgia,13,117,2536.0
Franklin County,Georgia,13,119,186.0
Fulton County,Georgia,13,121,25083.0
Gilmer County,Georgia,13,123,330.0
Glascock County,Georgia,13,125,1.0
Glynn County,Georgia,13,127,1313.0
Gordon County,Georgia,13,129,352.0
Grady County,Georgia,13,131,134.0
Greene County,Georgia,13,133,371.0
Gwinnett County,Georgia,13,135,8864.0
Habersham County,Georgia,13,137,408.0
Hall County,Georgia,13,139,2354.0
Hancock County,Georgia,13,141,113.0
Haralson County,Georgia,13,143,308.0
Harris County,Georgia,13,145,654.0
Hart County,Georgia,13,147,227.0
Heard County,Georgia,13,149,83.0
Henry County,Georgia,13,151,2231.0
Houston County,Georgia,13,153,1281.0
Irwin County,Georgia,13,155,101.0
Jackson County,Georgia,13,157,664.0
Jasper County,Georgia,13,159,61.0
Jeff Davis County,Georgia,13,161,158.0
Jefferson County,Georgia,13,163,38.0
Jenkins County,Georgia,13,165,50.0
Johnson County,Georgia,13,167,0.0
Jones County,Georgia,13,169,311.0
Lamar County,Georgia,13,171,54.0
Lanier County,Georgia,13,173,57.0
Laurens County,Georgia,13,175,502.0
Lee County,Georgia,13,177,298.0
Liberty County,Georgia,13,179,251.0
Lincoln County,Georgia,13,181,40.0
Long County,Georgia,13,183,17.0
Lowndes County,Georgia,13,185,1070.0
Lumpkin County,Georgia,13,187,354.0
McDuffie County,Georgia,13,189,180.0
McIntosh County,Georgia,13,191,61.0
Macon County,Georgia,13,193,14.0
Madison County,Georgia,13,195,235.0
Marion County,Georgia,13,197,63.0
Meriwether County,Georgia,13,199,109.0
Miller County,Georgia,13,201,21.0
Mitchell County,Georgia,13,205,2.0
Monroe County,Georgia,13,207,342.0
Montgomery County,Georgia,13,209,51.0
Morgan County,Georgia,13,211,259.0
Murray County,Georgia,13,213,274.0
Muscogee County,Georgia,13,215,2461.0
Newton County,Georgia,13,217,646.0
Oconee County,Georgia,13,219,1019.0
Oglethorpe County,Georgia,13,221,83.0
Paulding County,Georgia,13,223,1585.0
Peach County,Georgia,13,225,151.0
Pickens County,Georgia,13,227,387.0
Pierce County,Georgia,13,229,174.0
Pike County,Georgia,13,231,191.0
Polk County,Georgia,13,233,347.0
Pulaski County,Georgia,13,235,53.0
Putnam County,Georgia,13,237,158.0
Quitman County,Georgia,13,239,11.0
Rabun County,Georgia,13,241,254.0
Randolph County,Georgia,13,243,20.0
Richmond County,Georgia,13,245,2501.0
Rockdale County,Georgia,13,247,662.0
Schley County,Georgia,13,249,12.0
Screven County,Georgia,13,251,94.0
Seminole County,Georgia,13,253,71.0
Spalding County,Georgia,13,255,482.0
Stephens County,Georgia,13,257,392.0
Stewart County,Georgia,13,259,27.0
Sumter County,Georgia,13,261,479.0
Talbot County,Georgia,13,263,25.0
Taliaferro County,Georgia,13,265,6.0
Tattnall County,Georgia,13,267,191.0
Taylor County,Georgia,13,269,17.0
Telfair County,Georgia,13,271,71.0
Terrell County,Georgia,13,273,74.0
Thomas County,Georgia,13,275,499.0
Tift County,Georgia,13,277,420.0
Toombs County,Georgia,13,279,204.0
Towns County,Georgia,13,281,152.0
Treutlen County,Georgia,13,283,46.0
Troup County,Georgia,13,285,666.0
Turner County,Georgia,13,287,111.0
Twiggs County,Georgia,13,289,58.0
Union County,Georgia,13,291,240.0
Upson County,Georgia,13,293,203.0
Walker County,Georgia,13,295,438.0
Walton County,Georgia,13,297,780.0
Ware County,Georgia,13,299,343.0
Warren County,Georgia,13,301,36.0
Washington County,Georgia,13,303,80.0
Wayne County,Georgia,13,305,226.0
Webster County,Georgia,13,307,12.0
Wheeler County,Georgia,13,309,9.0
White County,Georgia,13,311,275.0
Whitfield County,Georgia,13,313,1001.0
Wilcox County,Georgia,13,315,46.0
Wilkes County,Georgia,13,317,109.0
Wilkinson County,Georgia,13,319,34.0
Worth County,Georgia,13,321,43.0
Hawaii County,Hawaii,15,001,2524.0
Honolulu County,Hawaii,15,003,16647.0
Kauai County,Hawaii,15,007,857.0
Kalawao County,Hawaii,15,005,0.0
Maui County,Hawaii,15,009,2303.0
Ada County,Idaho,16,001,6548.0
Adams County,Idaho,16,003,41.0
Bannock County,Idaho,16,005,1054.0
Bear Lake County,Idaho,16,007,16.0
Benewah County,Idaho,16,009,43.0
Bingham County,Idaho,16,011,267.0
Blaine County,Idaho,16,013,288.0
Boise County,Idaho,16,015,80.0
Bonner County,Idaho,16,017,446.0
Bonneville County,Idaho,16,019,836.0
Boundary County,Idaho,16,021,115.0
Butte County,Idaho,16,023,3.0
Camas County,Idaho,16,025,2.0
Canyon County,Idaho,16,027,556.0
Caribou County,Idaho,16,029,31.0
Cassia County,Idaho,16,031,185.0
Clearwater County,Idaho,16,035,93.0
Custer County,Idaho,16,037,60.0
Elmore County,Idaho,16,039,100.0
Franklin County,Idaho,16,041,69.0
Fremont County,Idaho,16,043,55.0
Gem County,Idaho,16,045,93.0
Gooding County,Idaho,16,047,87.0
Idaho County,Idaho,16,049,94.0
Jefferson County,Idaho,16,051,175.0
Jerome County,Idaho,16,053,103.0
Kootenai County,Idaho,16,055,1615.0
Latah County,Idaho,16,057,507.0
Lemhi County,Idaho,16,059,73.0
Lewis County,Idaho,16,061,4.0
Lincoln County,Idaho,16,063,8.0
Madison County,Idaho,16,065,259.0
Minidoka County,Idaho,16,067,117.0
Nez Perce County,Idaho,16,069,347.0
Oneida County,Idaho,16,071,5.0
Owyhee County,Idaho,16,073,15.0
Payette County,Idaho,16,075,193.0
Power County,Idaho,16,077,112.0
Shoshone County,Idaho,16,079,62.0
Teton County,Idaho,16,081,99.0
Twin Falls County,Idaho,16,083,746.0
Valley County,Idaho,16,085,45.0
Washington County,Idaho,16,087,37.0
Adams County,Illinois,17,001,436.0
Alexander County,Illinois,17,003,4.0
Bond County,Illinois,17,005,58.0
Boone County,Illinois,17,007,526.0
Brown County,Illinois,17,009,31.0
Bureau County,Illinois,17,011,277.0
Calhoun County,Illinois,17,013,9.0
Carroll County,Illinois,17,015,93.0
Cass County,Illinois,17,017,67.0
Champaign County,Illinois,17,019,3262.0
Christian County,Illinois,17,021,143.0
Clark County,Illinois,17,023,39.0
Clay County,Illinois,17,025,71.0
Clinton County,Illinois,17,027,188.0
Coles County,Illinois,17,029,304.0
Cook County,Illinois,17,031,99785.0
Crawford County,Illinois,17,033,153.0
Cumberland County,Illinois,17,035,35.0
DeKalb County,Illinois,17,037,567.0
De Witt County,Illinois,17,039,93.0
Douglas County,Illinois,17,041,62.0
DuPage County,Illinois,17,043,19447.0
Edgar County,Illinois,17,045,48.0
Edwards County,Illinois,17,047,26.0
Effingham County,Illinois,17,049,220.0
Fayette County,Illinois,17,051,88.0
Ford County,Illinois,17,053,21.0
Franklin County,Illinois,17,055,134.0
Fulton County,Illinois,17,057,182.0
Gallatin County,Illinois,17,059,5.0
Greene County,Illinois,17,061,51.0
Grundy County,Illinois,17,063,234.0
Hamilton County,Illinois,17,065,28.0
Hancock County,Illinois,17,067,69.0
Hardin County,Illinois,17,069,34.0
Henderson County,Illinois,17,071,22.0
Henry County,Illinois,17,073,394.0
Iroquois County,Illinois,17,075,147.0
Jackson County,Illinois,17,077,774.0
Jasper County,Illinois,17,079,40.0
Jefferson County,Illinois,17,081,349.0
Jersey County,Illinois,17,083,101.0
Jo Daviess County,Illinois,17,085,163.0
Johnson County,Illinois,17,087,62.0
Kane County,Illinois,17,089,4628.0
Kankakee County,Illinois,17,091,612.0
Kendall County,Illinois,17,093,896.0
Knox County,Illinois,17,095,358.0
Lake County,Illinois,17,097,14766.0
LaSalle County,Illinois,17,099,871.0
Lawrence County,Illinois,17,101,45.0
Lee County,Illinois,17,103,209.0
Livingston County,Illinois,17,105,247.0
Logan County,Illinois,17,107,142.0
McDonough County,Illinois,17,109,154.0
McHenry County,Illinois,17,111,2846.0
McLean County,Illinois,17,113,2018.0
Macon County,Illinois,17,115,970.0
Macoupin County,Illinois,17,117,346.0
Madison County,Illinois,17,119,2277.0
Marion County,Illinois,17,121,168.0
Marshall County,Illinois,17,123,35.0
Mason County,Illinois,17,125,55.0
Massac County,Illinois,17,127,45.0
Menard County,Illinois,17,129,109.0
Mercer County,Illinois,17,131,61.0
Monroe County,Illinois,17,133,296.0
Montgomery County,Illinois,17,135,87.0
Morgan County,Illinois,17,137,338.0
Moultrie County,Illinois,17,139,86.0
Ogle County,Illinois,17,141,308.0
Peoria County,Illinois,17,143,2346.0
Perry County,Illinois,17,145,32.0
Piatt County,Illinois,17,147,108.0
Pike County,Illinois,17,149,29.0
Pope County,Illinois,17,151,12.0
Pulaski County,Illinois,17,153,5.0
Putnam County,Illinois,17,155,41.0
Randolph County,Illinois,17,157,197.0
Richland County,Illinois,17,159,81.0
Rock Island County,Illinois,17,161,1025.0
Saint Clair County,Illinois,17,163,2233.0
Saline County,Illinois,17,165,100.0
Sangamon County,Illinois,17,167,3414.0
Schuyler County,Illinois,17,169,44.0
Scott County,Illinois,17,171,26.0
Shelby County,Illinois,17,173,53.0
Stark County,Illinois,17,175,28.0
Stephenson County,Illinois,17,177,357.0
Tazewell County,Illinois,17,179,935.0
Union County,Illinois,17,181,155.0
Vermilion County,Illinois,17,183,295.0
Wabash County,Illinois,17,185,25.0
Warren County,Illinois,17,187,112.0
Washington County,Illinois,17,189,90.0
Wayne County,Illinois,17,191,62.0
White County,Illinois,17,193,50.0
Whiteside County,Illinois,17,195,374.0
Will County,Illinois,17,197,6168.0
Williamson County,Illinois,17,199,584.0
Winnebago County,Illinois,17,201,2433.0
Woodford County,Illinois,17,203,208.0
Adams County,Indiana,18,001,126.0
Allen County,Indiana,18,003,4152.0
Bartholomew County,Indiana,18,005,499.0
Benton County,Indiana,18,007,42.0
Blackford County,Indiana,18,009,51.0
Boone County,Indiana,18,011,1828.0
Brown County,Indiana,18,013,169.0
Carroll County,Indiana,18,015,146.0
Cass County,Indiana,18,017,152.0
Clark County,Indiana,18,019,670.0
Clay County,Indiana,18,021,201.0
Clinton County,Indiana,18,023,94.0
Crawford County,Indiana,18,025,57.0
Daviess County,Indiana,18,027,148.0
Dearborn County,Indiana,18,029,352.0
Decatur County,Indiana,18,031,196.0
DeKalb County,Indiana,18,033,159.0
Delaware County,Indiana,18,035,750.0
Dubois County,Indiana,18,037,163.0
Elkhart County,Indiana,18,039,1241.0
Fayette County,Indiana,18,041,118.0
Floyd County,Indiana,18,043,670.0
Fountain County,Indiana,18,045,73.0
Franklin County,Indiana,18,047,76.0
Fulton County,Indiana,18,049,39.0
Gibson County,Indiana,18,051,70.0
Grant County,Indiana,18,053,298.0
Greene County,Indiana,18,055,191.0
Hamilton County,Indiana,18,057,8368.0
Hancock County,Indiana,18,059,690.0
Harrison County,Indiana,18,061,144.0
Hendricks County,Indiana,18,063,1387.0
