County,State,mean_life_expectancy,State_FIPS,County_FIPS,less_than_9th_grade_percentage
Cleveland County,Arkansas,75.4329581994689,05,025,6.0
Columbia County,Arkansas,74.6943200936668,05,027,4.5
Conway County,Arkansas,75.4217186668425,05,029,6.4
Craighead County,Arkansas,76.2385197940168,05,031,5.4
Crawford County,Arkansas,75.686590417868,05,033,8.9
Crittenden County,Arkansas,72.9401979057682,05,035,7.3
Cross County,Arkansas,73.6904796145758,05,037,8.6
Dallas County,Arkansas,73.8830173656563,05,039,9.8
Desha County,Arkansas,73.3796780724682,05,041,10.5
Drew County,Arkansas,75.6904108101973,05,043,5.7
Faulkner County,Arkansas,76.9619590048966,05,045,4.0
Franklin County,Arkansas,75.1411510297566,05,047,7.2
Fulton County,Arkansas,75.5379827898365,05,049,8.2
Garland County,Arkansas,75.2570452248396,05,051,4.6
Grant County,Arkansas,75.6239859974003,05,053,6.8
Greene County,Arkansas,74.5331879883689,05,055,7.3
Hempstead County,Arkansas,75.2479397463284,05,057,8.0
Hot Spring County,Arkansas,75.1772664311386,05,059,6.6
Howard County,Arkansas,74.4354857160435,05,061,7.1
Independence County,Arkansas,75.5694409162232,05,063,8.0
Izard County,Arkansas,75.5978482588757,05,065,8.3
Jackson County,Arkansas,73.5653078755239,05,067,11.1
Jefferson County,Arkansas,74.0215400823225,05,069,6.1
Johnson County,Arkansas,76.2289901089355,05,071,11.2
Lafayette County,Arkansas,74.0803351638509,05,073,8.7
Lawrence County,Arkansas,74.0776121126324,05,075,11.6
Lee County,Arkansas,73.6384894525123,05,077,12.4
Lincoln County,Arkansas,75.7083515136591,05,079,10.4
Little River County,Arkansas,74.5062487093194,05,081,4.5
Logan County,Arkansas,74.7473624038807,05,083,7.7
Lonoke County,Arkansas,75.3274694088,05,085,4.2
Madison County,Arkansas,75.4443972571463,05,087,8.8
Marion County,Arkansas,75.5766832392705,05,089,3.9
Miller County,Arkansas,74.9195793668671,05,091,6.7
Mississippi County,Arkansas,72.4512758602153,05,093,10.3
Monroe County,Arkansas,73.4013992674969,05,095,16.2
Montgomery County,Arkansas,76.4915849838952,05,097,9.3
Nevada County,Arkansas,74.4070397931647,05,099,4.7
Newton County,Arkansas,76.7236904779886,05,101,9.6
Ouachita County,Arkansas,73.5602288399878,05,103,4.0
Perry County,Arkansas,75.7867157635549,05,105,5.6
Phillips County,Arkansas,71.4555730297611,05,107,10.5
Pike County,Arkansas,75.1998731244048,05,109,8.5
Poinsett County,Arkansas,71.7720566278047,05,111,11.1
Polk County,Arkansas,75.3955378678301,05,113,5.8
Pope County,Arkansas,76.7352799147921,05,115,8.2
Prairie County,Arkansas,75.5176517686095,05,117,10.0
Pulaski County,Arkansas,76.1575310521574,05,119,3.8
Randolph County,Arkansas,75.2458406261395,05,121,9.7
Saint Francis County,Arkansas,74.4871340952185,05,123,8.8
Saline County,Arkansas,77.5497685849276,05,125,3.8
Scott County,Arkansas,75.5110878403514,05,127,11.5
Searcy County,Arkansas,75.9381330654498,05,129,9.0
Sebastian County,Arkansas,76.0469771550994,05,131,7.1
Sevier County,Arkansas,74.8583636542812,05,133,18.3
Sharp County,Arkansas,74.6544772475062,05,135,5.4
Stone County,Arkansas,76.7418160917448,05,137,8.1
Union County,Arkansas,73.63000792895,05,139,6.5
Van Buren County,Arkansas,76.5025977068175,05,141,10.3
Washington County,Arkansas,77.957927833903,05,143,8.7
White County,Arkansas,75.5251056199117,05,145,5.9
Woodruff County,Arkansas,72.9655981133841,05,147,10.7
Yell County,Arkansas,74.9132237672603,05,149,13.4
Alameda County,California,81.5917114810884,06,001,7.2
Alpine County,California,79.0422582403089,06,003,0.2
Amador County,California,79.6400674957988,06,005,4.4
Butte County,California,77.9504183062094,06,007,5.2
Calaveras County,California,79.766911503313,06,009,2.7
Colusa County,California,80.2484154818506,06,011,19.7
Contra Costa County,California,81.4778692927033,06,013,5.8
Del Norte County,California,76.1007646914602,06,015,7.9
El Dorado County,California,81.2227109098631,06,017,2.5
Fresno County,California,78.6072763856699,06,019,17.2
Glenn County,California,78.2580621580513,06,021,15.6
Humboldt County,California,77.0221429576216,06,023,3.2
Imperial County,California,80.8354361564269,06,025,18.5
Inyo County,California,79.0510291877403,06,027,4.4
Kern County,California,77.3504807936172,06,029,14.8
Kings County,California,79.3200585808375,06,031,16.0
Lake County,California,75.3412286352568,06,033,5.6
Lassen County,California,78.6032160433732,06,035,5.2
Los Angeles County,California,81.3931910172072,06,037,13.2
Madera County,California,79.0617574128858,06,039,21.0
Marin County,California,83.9987058251874,06,041,5.0
Mariposa County,California,80.3397686208848,06,043,1.6
Mendocino County,California,78.5047347417068,06,045,7.8
Merced County,California,78.7733024594045,06,047,21.8
Modoc County,California,78.0080317178538,06,049,3.9
Mono County,California,85.1659002950784,06,051,4.0
Monterey County,California,81.9282367512405,06,053,19.5
Napa County,California,80.9974023370734,06,055,11.7
Nevada County,California,81.2238413839233,06,057,1.4
Orange County,California,82.3381698987313,06,059,8.4
Placer County,California,81.3519443760521,06,061,2.5
Plumas County,California,78.6309565054377,06,063,2.7
Riverside County,California,80.3223261105413,06,065,10.0
Sacramento County,California,79.087098442518,06,067,6.7
San Benito County,California,81.7579081627153,06,069,18.4
San Bernardino County,California,78.5304101343015,06,071,10.0
San Diego County,California,81.381513680784,06,073,6.8
San Francisco County,California,82.2907833071001,06,075,6.8
San Joaquin County,California,78.2185152530442,06,077,12.6
San Luis Obispo County,California,81.2529396083554,06,079,4.6
San Mateo County,California,83.3198113420037,06,081,6.4
Santa Barbara County,California,81.7611625675103,06,083,13.3
Santa Clara County,California,83.4512906349108,06,085,6.6
Santa Cruz County,California,81.4994501605179,06,087,9.4
Shasta County,California,76.2592677020202,06,089,2.6
Sierra County,California,79.0693360309628,06,091,5.3
Siskiyou County,California,77.0506509825431,06,093,3.6
Solano County,California,79.5796693603122,06,095,6.4
Sonoma County,California,81.0959514185712,06,097,8.2
Stanislaus County,California,77.9966459626766,06,099,13.7
Sutter County,California,78.8028495993562,06,101,11.7
Tehama County,California,77.8073761870042,06,103,7.9
Trinity County,California,77.2394672692165,06,105,1.9
Tulare County,California,78.1621928874685,06,107,21.6
Tuolumne County,California,78.9835377745994,06,109,2.7
Ventura County,California,81.6875318574591,06,111,9.7
Yolo County,California,80.6033247823694,06,113,8.6
Yuba County,California,75.9900621771567,06,115,9.6
Alamosa County,Colorado,76.5253065439348,08,003,7.2
Archuleta County,Colorado,81.6588311692978,08,007,2.8
Baca County,Colorado,77.1665962604476,08,009,6.8
Bent County,Colorado,76.0996500723774,08,011,12.6
Chaffee County,Colorado,81.2888183966825,08,015,5.5
Cheyenne County,Colorado,79.6787964950269,08,017,8.4
Clear Creek County,Colorado,81.7335004616299,08,019,0.5
Conejos County,Colorado,77.1707216337593,08,021,8.7
Costilla County,Colorado,77.5771561730912,08,023,13.8
Crowley County,Colorado,77.7424458507641,08,025,17.7
Custer County,Colorado,81.2346414969819,08,027,0.7
Delta County,Colorado,78.5735024481401,08,029,6.7
Dolores County,Colorado,79.7274007984304,08,033,1.0
Douglas County,Colorado,83.2883520746022,08,035,0.8
Eagle County,Colorado,87.6811696488415,08,037,7.2
Elbert County,Colorado,81.2231670778837,08,039,0.7
El Paso County,Colorado,79.5323718299468,08,041,2.3
Fremont County,Colorado,77.401443466878,08,043,9.3
Garfield County,Colorado,80.5775115723691,08,045,6.6
Gilpin County,Colorado,80.1710618635178,08,047,0.7
Grand County,Colorado,83.3265673182264,08,049,0.9
Gunnison County,Colorado,82.6027311894569,08,051,2.8
Huerfano County,Colorado,77.1399736736607,08,055,11.7
Jackson County,Colorado,79.7085644527226,08,057,4.5
Kiowa County,Colorado,77.8601759342113,08,061,5.6
Kit Carson County,Colorado,79.0944013468693,08,063,12.3
Lake County,Colorado,81.0498353165359,08,065,12.2
La Plata County,Colorado,81.8277265322899,08,067,1.6
Larimer County,Colorado,81.58596821444,08,069,2.8
Las Animas County,Colorado,76.9973401027059,08,071,6.1
Lincoln County,Colorado,79.5129284860621,08,073,16.1
Logan County,Colorado,79.1620787101406,08,075,5.4
Mesa County,Colorado,78.7344198151753,08,077,3.5
Moffat County,Colorado,78.2778338045996,08,081,2.9
Montezuma County,Colorado,77.4000139860387,08,083,3.1
Montrose County,Colorado,79.7082086300651,08,085,7.7
Morgan County,Colorado,78.2841712582528,08,087,13.4
Otero County,Colorado,75.8194915308757,08,089,8.6
Ouray County,Colorado,84.0367735438764,08,091,0.8
Park County,Colorado,82.7617966335922,08,093,1.6
Phillips County,Colorado,79.9038937806825,08,095,5.2
Pitkin County,Colorado,89.2148113345019,08,097,1.0
Prowers County,Colorado,76.947667951012,08,099,10.8
Pueblo County,Colorado,77.1926685376495,08,101,4.9
Rio Blanco County,Colorado,79.2290211134147,08,103,2.6
Rio Grande County,Colorado,77.0914583603793,08,105,9.2
Routt County,Colorado,82.8198966836207,08,107,0.5
Saguache County,Colorado,80.0773699156685,08,109,13.7
San Miguel County,Colorado,85.4017699191143,08,113,1.3
Sedgwick County,Colorado,78.0283208874296,08,115,9.1
Summit County,Colorado,89.7522295499671,08,117,3.3
Teller County,Colorado,80.3394209122523,08,119,2.0
Washington County,Colorado,80.1606316629255,08,121,5.1
Yuma County,Colorado,78.96416336077,08,125,9.0
Adams County,Colorado,80.0651767732563,08,001,8.5
Arapahoe County,Colorado,80.0651767732563,08,005,4.0
Boulder County,Colorado,80.0651767732563,08,013,3.2
Broomfield County,Colorado,80.0651767732563,08,014,1.9
Denver County,Colorado,80.0651767732563,08,031,7.5
Jefferson County,Colorado,80.0651767732563,08,059,2.0
Weld County,Colorado,80.0651767732563,08,123,7.5
Fairfield County,Connecticut,82.301705240952,09,001,5.6
Hartford County,Connecticut,80.4548248084037,09,003,5.2
Litchfield County,Connecticut,80.6628977925182,09,005,2.7
Middlesex County,Connecticut,81.2585082923244,09,007,2.0
New Haven County,Connecticut,80.1714609156176,09,009,4.8
New London County,Connecticut,80.2094373307813,09,011,3.0
Tolland County,Connecticut,81.7620728696427,09,013,2.2
Windham County,Connecticut,79.163911230996,09,015,5.9
Kent County,Delaware,77.680533585267,10,001,5.2
New Castle County,Delaware,78.7619523510733,10,003,4.0
Sussex County,Delaware,78.5594945558292,10,005,5.7
Alachua County,Florida,78.8298810026242,12,001,3.6
Baker County,Florida,75.4892601979674,12,003,6.5
Bay County,Florida,76.578868950999,12,005,3.9
Bradford County,Florida,76.16409529862,12,007,7.5
Brevard County,Florida,78.4425501968517,12,009,2.6
Broward County,Florida,80.4620012985353,12,011,5.2
Calhoun County,Florida,75.6805027177076,12,013,11.9
Charlotte County,Florida,80.5284884291945,12,015,3.7
Citrus County,Florida,76.6303920419913,12,017,4.4
Clay County,Florida,77.9071530419271,12,019,2.8
Collier County,Florida,84.1356415947054,12,021,8.3
Columbia County,Florida,75.3682367841856,12,023,6.3
Miami-Dade County,Florida,81.0153198340328,12,086,11.1
DeSoto County,Florida,79.8382749231809,12,027,17.2
Dixie County,Florida,75.3236310527,12,029,7.5
Duval County,Florida,76.3973175449474,12,031,4.0
Escambia County,Florida,76.0503325549759,12,033,4.1
Flagler County,Florida,79.6435125265413,12,035,3.1
Franklin County,Florida,76.5862795016104,12,037,8.6
Gadsden County,Florida,75.7723355129187,12,039,7.8
Gilchrist County,Florida,76.9222692782641,12,041,6.5
Glades County,Florida,80.9184507641511,12,043,13.3
Gulf County,Florida,76.5611850023736,12,045,7.0
Hamilton County,Florida,76.3520765176585,12,047,8.5
Hardee County,Florida,78.9865404932149,12,049,26.0
Hendry County,Florida,77.8725077937341,12,051,25.0
Hernando County,Florida,77.317775606079,12,053,4.1
Highlands County,Florida,79.3484213930435,12,055,8.5
Hillsborough County,Florida,78.5475087992222,12,057,5.2
Holmes County,Florida,74.6560552672803,12,059,9.2
Indian River County,Florida,80.5178175495238,12,061,5.0
Jackson County,Florida,75.8797991925372,12,063,7.3
Jefferson County,Florida,77.0437609758506,12,065,6.4
Lafayette County,Florida,76.9155975368524,12,067,6.6
Lake County,Florida,79.3669380965877,12,069,4.2
Lee County,Florida,81.48918540059,12,071,5.5
Leon County,Florida,79.5206843591431,12,073,2.3
Levy County,Florida,75.293614646898,12,075,7.1
Liberty County,Florida,76.6292768578788,12,077,7.8
Madison County,Florida,75.4607942901121,12,079,8.6
Manatee County,Florida,80.629206729324,12,081,5.9
Marion County,Florida,77.3074938351339,12,083,5.5
Martin County,Florida,81.5922174449279,12,085,5.6
Monroe County,Florida,79.5108728887751,12,087,4.2
Nassau County,Florida,77.684803704205,12,089,2.8
Okaloosa County,Florida,78.0416688252663,12,091,2.5
Okeechobee County,Florida,76.6699650326857,12,093,21.1
Orange County,Florida,79.8154001540693,12,095,5.2
Osceola County,Florida,79.4491938069285,12,097,7.1
Palm Beach County,Florida,81.8755936100244,12,099,6.7
Pasco County,Florida,77.8111203152222,12,101,4.1
Pinellas County,Florida,78.7254861652934,12,103,3.5
Polk County,Florida,78.4014520540943,12,105,7.4
Putnam County,Florida,74.9284440829679,12,107,8.5
Saint Johns County,Florida,80.9790544901203,12,109,2.6
Saint Lucie County,Florida,79.7006582491651,12,111,6.4
Santa Rosa County,Florida,78.143723059504,12,113,2.9
Sarasota County,Florida,81.4263592751882,12,115,2.2
Seminole County,Florida,80.4715917278167,12,117,2.5
Sumter County,Florida,81.1782867363371,12,119,5.4
Suwannee County,Florida,75.6945004062578,12,121,8.1
Taylor County,Florida,75.9658571048214,12,123,5.9
Union County,Florida,69.1725317253423,12,125,6.8
Volusia County,Florida,77.5191900530103,12,127,3.7
Wakulla County,Florida,76.7127120388798,12,129,4.5
Walton County,Florida,77.5888126252622,12,131,4.2
Washington County,Florida,74.6847848509577,12,133,9.0
Appling County,Georgia,74.9779197790545,13,001,8.4
Atkinson County,Georgia,73.8885246731924,13,003,21.0
Bacon County,Georgia,73.4867519673095,13,005,6.5
Baker County,Georgia,77.6880210275248,13,007,10.2
Baldwin County,Georgia,76.4917363724128,13,009,8.4
Banks County,Georgia,77.1087292269939,13,011,10.3
Barrow County,Georgia,76.5278828675982,13,013,8.2
Bartow County,Georgia,76.2568424918217,13,015,7.6
Ben Hill County,Georgia,73.7556677496527,13,017,9.3
Berrien County,Georgia,75.4235665257949,13,019,9.5
Bibb County,Georgia,73.9452638839029,13,021,5.1
Bleckley County,Georgia,76.0719969810564,13,023,6.5
Brantley County,Georgia,74.7217910618662,13,025,6.7
Brooks County,Georgia,75.3616358192966,13,027,7.0
Bryan County,Georgia,76.3338879857695,13,029,2.8
Bulloch County,Georgia,77.0224181477753,13,031,5.4
Burke County,Georgia,73.7080288955286,13,033,8.5
Butts County,Georgia,74.2120351680728,13,035,5.4
Calhoun County,Georgia,75.1479380356581,13,037,10.4
Camden County,Georgia,77.8798137924963,13,039,2.7
Candler County,Georgia,74.1222922738895,13,043,7.9
Carroll County,Georgia,75.2649452209793,13,045,8.0
Catoosa County,Georgia,77.9156612399569,13,047,6.8
Charlton County,Georgia,76.8362263333628,13,049,12.3
Chatham County,Georgia,77.4078205118083,13,051,3.9
Chattahoochee County,Georgia,77.4188164396145,13,053,0.4
Chattooga County,Georgia,74.0233955840073,13,055,12.5
Cherokee County,Georgia,79.763757077708,13,057,4.4
Clarke County,Georgia,78.2517597517476,13,059,4.9
Clay County,Georgia,74.7723471601889,13,061,9.8
Clayton County,Georgia,76.6132722992256,13,063,7.4
Clinch County,Georgia,73.643481993455,13,065,10.8
Cobb County,Georgia,79.911245368843,13,067,4.8
Coffee County,Georgia,75.1171865624406,13,069,9.2
Colquitt County,Georgia,75.1185273657102,13,071,12.7
Columbia County,Georgia,79.9378574714085,13,073,2.7
Cook County,Georgia,74.868413227934,13,075,10.4
Coweta County,Georgia,78.1474782080004,13,077,4.3
Crawford County,Georgia,76.4243544922846,13,079,10.6
Crisp County,Georgia,75.604155103377,13,081,8.6
Dade County,Georgia,75.6024112493452,13,083,6.0
Dawson County,Georgia,77.8272718341701,13,085,5.7
Decatur County,Georgia,74.590943827003,13,087,9.1
DeKalb County,Georgia,79.2158140499573,13,089,6.1
Dodge County,Georgia,75.5425266340757,13,091,8.2
Dooly County,Georgia,78.0908779265121,13,093,11.6
Dougherty County,Georgia,75.0665944233774,13,095,7.1
Douglas County,Georgia,77.1251788314126,13,097,5.3
Early County,Georgia,74.1211600263603,13,099,8.8
Echols County,Georgia,77.4800040431731,13,101,16.5
Effingham County,Georgia,76.6807853160528,13,103,3.9
Elbert County,Georgia,74.994719658394,13,105,9.5
Emanuel County,Georgia,73.1490169283872,13,107,7.1
Evans County,Georgia,75.0916714641789,13,109,11.0
Fannin County,Georgia,76.5729956410993,13,111,9.6
Fayette County,Georgia,80.7760993114054,13,113,2.4
Floyd County,Georgia,75.5360393828392,13,115,9.8
Forsyth County,Georgia,81.1621661366037,13,117,3.8
Franklin County,Georgia,74.539746357532,13,119,7.8
Fulton County,Georgia,78.2466293954694,13,121,3.9
Gilmer County,Georgia,78.3285795455149,13,123,11.4
Glascock County,Georgia,74.4093464008475,13,125,9.2
Glynn County,Georgia,77.090338827007,13,127,4.2
Gordon County,Georgia,75.8777609472671,13,129,13.7
Grady County,Georgia,76.0273569976464,13,131,8.9
Greene County,Georgia,77.7414911540533,13,133,14.3
Gwinnett County,Georgia,80.3377205482278,13,135,7.1
Habersham County,Georgia,77.7664591639441,13,137,10.5
Hall County,Georgia,78.8423446598875,13,139,11.8
Hancock County,Georgia,76.1179496302772,13,141,8.3
Haralson County,Georgia,73.6407834485258,13,143,9.6
Harris County,Georgia,79.4813060339318,13,145,2.4
Hart County,Georgia,77.0693619469153,13,147,7.2
Heard County,Georgia,75.3100668615891,13,149,7.8
Henry County,Georgia,77.2270440243086,13,151,2.9
Houston County,Georgia,77.6193132329139,13,153,3.6
Irwin County,Georgia,75.5407385290799,13,155,6.9
Jackson County,Georgia,76.1224253591681,13,157,9.4
Jasper County,Georgia,76.4760822218681,13,159,6.2
Jeff Davis County,Georgia,73.5960389400029,13,161,11.4
Jefferson County,Georgia,73.2175880700057,13,163,11.5
Jenkins County,Georgia,74.2947516934314,13,165,16.9
Johnson County,Georgia,76.5217089511221,13,167,8.7
Jones County,Georgia,78.1776706001903,13,169,3.6
Lamar County,Georgia,74.9908744287588,13,171,8.7
Lanier County,Georgia,75.5473722896026,13,173,11.5
Laurens County,Georgia,74.9937502841476,13,175,7.5
Lee County,Georgia,77.5360123381794,13,177,4.4
Liberty County,Georgia,77.0173224716006,13,179,2.4
Lincoln County,Georgia,76.1252505636201,13,181,6.2
Long County,Georgia,78.1786437705502,13,183,5.3
Lowndes County,Georgia,76.2377961783429,13,185,5.0
Lumpkin County,Georgia,78.0996066601956,13,187,6.5
McDuffie County,Georgia,74.5072516293479,13,189,8.8
McIntosh County,Georgia,79.4950677588258,13,191,9.1
Macon County,Georgia,74.3906529377592,13,193,11.8
Madison County,Georgia,75.8325465241539,13,195,9.8
Marion County,Georgia,76.7627012692049,13,197,7.3
Meriwether County,Georgia,74.9788050638371,13,199,10.6
Miller County,Georgia,74.2177122466892,13,201,9.6
Mitchell County,Georgia,75.1898689001318,13,205,12.2
Monroe County,Georgia,77.233986566549,13,207,7.2
Montgomery County,Georgia,75.4452929856624,13,209,7.0
Morgan County,Georgia,77.6218116292189,13,211,9.8
Murray County,Georgia,74.8836117904355,13,213,13.8
Muscogee County,Georgia,75.1089348482962,13,215,5.2
Newton County,Georgia,76.3383600112654,13,217,5.0
Oconee County,Georgia,80.5411247556966,13,219,1.7
Oglethorpe County,Georgia,78.2764908663064,13,221,6.4
Paulding County,Georgia,78.4312674493041,13,223,3.1
Peach County,Georgia,74.3399933464774,13,225,8.4
Pickens County,Georgia,77.4333827116229,13,227,7.8
Pierce County,Georgia,75.1463006448415,13,229,10.4
Pike County,Georgia,76.248270265237,13,231,3.8
Polk County,Georgia,73.7563254899217,13,233,11.3
Pulaski County,Georgia,77.5407856910735,13,235,8.7
Putnam County,Georgia,77.2505144611178,13,237,7.1
Quitman County,Georgia,75.704949473663,13,239,10.9
Rabun County,Georgia,77.7200499260469,13,241,6.4
Randolph County,Georgia,76.1922253365109,13,243,7.4
Richmond County,Georgia,74.1909796753774,13,245,5.2
Rockdale County,Georgia,78.0306024210707,13,247,6.4
Schley County,Georgia,77.5381182315156,13,249,7.6
Screven County,Georgia,74.8408399989457,13,251,11.5
Seminole County,Georgia,74.7722620916714,13,253,3.9
Spalding County,Georgia,74.4848966724655,13,255,7.3
Stephens County,Georgia,73.8081356220611,13,257,6.7
Stewart County,Georgia,74.7485703955724,13,259,16.4
Sumter County,Georgia,75.3379225174688,13,261,10.1
Talbot County,Georgia,75.3884489268479,13,263,7.7
