County,State,State_FIPS,County_FIPS,doctorate_degree
Fulton County,Georgia,13,121,11432.0
Gilmer County,Georgia,13,123,146.0
Glascock County,Georgia,13,125,14.0
Glynn County,Georgia,13,127,552.0
Gordon County,Georgia,13,129,274.0
Grady County,Georgia,13,131,144.0
Greene County,Georgia,13,133,155.0
Gwinnett County,Georgia,13,135,6168.0
Habersham County,Georgia,13,137,195.0
Hall County,Georgia,13,139,1087.0
Hancock County,Georgia,13,141,45.0
Haralson County,Georgia,13,143,91.0
Harris County,Georgia,13,145,173.0
Hart County,Georgia,13,147,113.0
Heard County,Georgia,13,149,15.0
Henry County,Georgia,13,151,1083.0
Houston County,Georgia,13,153,440.0
Irwin County,Georgia,13,155,93.0
Jackson County,Georgia,13,157,168.0
Jasper County,Georgia,13,159,74.0
Jeff Davis County,Georgia,13,161,73.0
Jefferson County,Georgia,13,163,5.0
Jenkins County,Georgia,13,165,0.0
Johnson County,Georgia,13,167,55.0
Jones County,Georgia,13,169,74.0
Lamar County,Georgia,13,171,124.0
Lanier County,Georgia,13,173,3.0
Laurens County,Georgia,13,175,129.0
Lee County,Georgia,13,177,108.0
Liberty County,Georgia,13,179,282.0
Lincoln County,Georgia,13,181,4.0
Long County,Georgia,13,183,30.0
Lowndes County,Georgia,13,185,862.0
Lumpkin County,Georgia,13,187,298.0
McDuffie County,Georgia,13,189,60.0
McIntosh County,Georgia,13,191,24.0
Macon County,Georgia,13,193,29.0
Madison County,Georgia,13,195,119.0
Marion County,Georgia,13,197,10.0
Meriwether County,Georgia,13,199,36.0
Miller County,Georgia,13,201,57.0
Mitchell County,Georgia,13,205,45.0
Monroe County,Georgia,13,207,173.0
Montgomery County,Georgia,13,209,54.0
Morgan County,Georgia,13,211,49.0
Murray County,Georgia,13,213,118.0
Muscogee County,Georgia,13,215,1198.0
Newton County,Georgia,13,217,392.0
Oconee County,Georgia,13,219,929.0
Oglethorpe County,Georgia,13,221,90.0
Paulding County,Georgia,13,223,208.0
Peach County,Georgia,13,225,205.0
Pickens County,Georgia,13,227,90.0
Pierce County,Georgia,13,229,156.0
Pike County,Georgia,13,231,139.0
Polk County,Georgia,13,233,105.0
Pulaski County,Georgia,13,235,86.0
Putnam County,Georgia,13,237,117.0
Quitman County,Georgia,13,239,0.0
Rabun County,Georgia,13,241,180.0
Randolph County,Georgia,13,243,43.0
Richmond County,Georgia,13,245,1339.0
Rockdale County,Georgia,13,247,430.0
Schley County,Georgia,13,249,25.0
Screven County,Georgia,13,251,52.0
Seminole County,Georgia,13,253,25.0
Spalding County,Georgia,13,255,254.0
Stephens County,Georgia,13,257,137.0
Stewart County,Georgia,13,259,1.0
Sumter County,Georgia,13,261,346.0
Talbot County,Georgia,13,263,43.0
Taliaferro County,Georgia,13,265,0.0
Tattnall County,Georgia,13,267,51.0
Taylor County,Georgia,13,269,35.0
Telfair County,Georgia,13,271,13.0
Terrell County,Georgia,13,273,68.0
Thomas County,Georgia,13,275,373.0
Tift County,Georgia,13,277,393.0
Toombs County,Georgia,13,279,66.0
Towns County,Georgia,13,281,113.0
Treutlen County,Georgia,13,283,16.0
Troup County,Georgia,13,285,321.0
Turner County,Georgia,13,287,37.0
Twiggs County,Georgia,13,289,2.0
Union County,Georgia,13,291,70.0
Upson County,Georgia,13,293,113.0
Walker County,Georgia,13,295,218.0
Walton County,Georgia,13,297,358.0
Ware County,Georgia,13,299,168.0
Warren County,Georgia,13,301,0.0
Washington County,Georgia,13,303,1.0
Wayne County,Georgia,13,305,85.0
Webster County,Georgia,13,307,0.0
Wheeler County,Georgia,13,309,0.0
White County,Georgia,13,311,199.0
Whitfield County,Georgia,13,313,262.0
Wilcox County,Georgia,13,315,8.0
Wilkes County,Georgia,13,317,40.0
Wilkinson County,Georgia,13,319,33.0
Worth County,Georgia,13,321,79.0
Hawaii County,Hawaii,15,001,1926.0
Honolulu County,Hawaii,15,003,9307.0
Kauai County,Hawaii,15,007,418.0
Kalawao County,Hawaii,15,005,2.0
Maui County,Hawaii,15,009,985.0
Ada County,Idaho,16,001,3522.0
Adams County,Idaho,16,003,49.0
Bannock County,Idaho,16,005,934.0
Bear Lake County,Idaho,16,007,22.0
Benewah County,Idaho,16,009,24.0
Bingham County,Idaho,16,011,62.0
Blaine County,Idaho,16,013,249.0
Boise County,Idaho,16,015,56.0
Bonner County,Idaho,16,017,207.0
Bonneville County,Idaho,16,019,879.0
Boundary County,Idaho,16,021,11.0
Butte County,Idaho,16,023,6.0
Camas County,Idaho,16,025,5.0
Canyon County,Idaho,16,027,778.0
Caribou County,Idaho,16,029,58.0
Cassia County,Idaho,16,031,80.0
Clearwater County,Idaho,16,035,6.0
Custer County,Idaho,16,037,4.0
Elmore County,Idaho,16,039,43.0
Franklin County,Idaho,16,041,51.0
Fremont County,Idaho,16,043,115.0
Gem County,Idaho,16,045,16.0
Gooding County,Idaho,16,047,29.0
Idaho County,Idaho,16,049,20.0
Jefferson County,Idaho,16,051,46.0
Jerome County,Idaho,16,053,51.0
Kootenai County,Idaho,16,055,828.0
Latah County,Idaho,16,057,973.0
Lemhi County,Idaho,16,059,47.0
Lewis County,Idaho,16,061,8.0
Lincoln County,Idaho,16,063,10.0
Madison County,Idaho,16,065,384.0
Minidoka County,Idaho,16,067,24.0
Nez Perce County,Idaho,16,069,154.0
Oneida County,Idaho,16,071,6.0
Owyhee County,Idaho,16,073,0.0
Payette County,Idaho,16,075,98.0
Power County,Idaho,16,077,27.0
Shoshone County,Idaho,16,079,59.0
Teton County,Idaho,16,081,95.0
Twin Falls County,Idaho,16,083,277.0
Valley County,Idaho,16,085,42.0
Washington County,Idaho,16,087,0.0
Adams County,Illinois,17,001,314.0
Alexander County,Illinois,17,003,16.0
Bond County,Illinois,17,005,155.0
Boone County,Illinois,17,007,157.0
Brown County,Illinois,17,009,16.0
Bureau County,Illinois,17,011,118.0
Calhoun County,Illinois,17,013,20.0
Carroll County,Illinois,17,015,68.0
Cass County,Illinois,17,017,11.0
Champaign County,Illinois,17,019,5967.0
Christian County,Illinois,17,021,58.0
Clark County,Illinois,17,023,44.0
Clay County,Illinois,17,025,36.0
Clinton County,Illinois,17,027,53.0
Coles County,Illinois,17,029,615.0
Cook County,Illinois,17,031,49092.0
Crawford County,Illinois,17,033,48.0
Cumberland County,Illinois,17,035,25.0
DeKalb County,Illinois,17,037,1022.0
De Witt County,Illinois,17,039,24.0
Douglas County,Illinois,17,041,50.0
DuPage County,Illinois,17,043,10948.0
Edgar County,Illinois,17,045,12.0
Edwards County,Illinois,17,047,4.0
Effingham County,Illinois,17,049,139.0
Fayette County,Illinois,17,051,32.0
Ford County,Illinois,17,053,17.0
Franklin County,Illinois,17,055,67.0
Fulton County,Illinois,17,057,73.0
Gallatin County,Illinois,17,059,23.0
Greene County,Illinois,17,061,18.0
Grundy County,Illinois,17,063,63.0
Hamilton County,Illinois,17,065,12.0
Hancock County,Illinois,17,067,84.0
Hardin County,Illinois,17,069,0.0
Henderson County,Illinois,17,071,0.0
Henry County,Illinois,17,073,163.0
Iroquois County,Illinois,17,075,101.0
Jackson County,Illinois,17,077,1110.0
Jasper County,Illinois,17,079,22.0
Jefferson County,Illinois,17,081,160.0
Jersey County,Illinois,17,083,132.0
Jo Daviess County,Illinois,17,085,108.0
Johnson County,Illinois,17,087,42.0
Kane County,Illinois,17,089,3029.0
Kankakee County,Illinois,17,091,358.0
Kendall County,Illinois,17,093,487.0
Knox County,Illinois,17,095,277.0
Lake County,Illinois,17,097,6867.0
LaSalle County,Illinois,17,099,447.0
Lawrence County,Illinois,17,101,14.0
Lee County,Illinois,17,103,104.0
Livingston County,Illinois,17,105,197.0
Logan County,Illinois,17,107,91.0
McDonough County,Illinois,17,109,796.0
McHenry County,Illinois,17,111,1352.0
McLean County,Illinois,17,113,1933.0
Macon County,Illinois,17,115,629.0
Macoupin County,Illinois,17,117,88.0
Madison County,Illinois,17,119,1653.0
Marion County,Illinois,17,121,33.0
Marshall County,Illinois,17,123,26.0
Mason County,Illinois,17,125,59.0
Massac County,Illinois,17,127,3.0
Menard County,Illinois,17,129,60.0
Mercer County,Illinois,17,131,40.0
Monroe County,Illinois,17,133,103.0
Montgomery County,Illinois,17,135,116.0
Morgan County,Illinois,17,137,184.0
Moultrie County,Illinois,17,139,77.0
Ogle County,Illinois,17,141,97.0
Peoria County,Illinois,17,143,1327.0
Perry County,Illinois,17,145,34.0
Piatt County,Illinois,17,147,90.0
Pike County,Illinois,17,149,38.0
Pope County,Illinois,17,151,5.0
Pulaski County,Illinois,17,153,1.0
Putnam County,Illinois,17,155,7.0
Randolph County,Illinois,17,157,44.0
Richland County,Illinois,17,159,57.0
Rock Island County,Illinois,17,161,634.0
Saint Clair County,Illinois,17,163,1155.0
Saline County,Illinois,17,165,73.0
Sangamon County,Illinois,17,167,1450.0
Schuyler County,Illinois,17,169,25.0
Scott County,Illinois,17,171,0.0
Shelby County,Illinois,17,173,20.0
Stark County,Illinois,17,175,2.0
Stephenson County,Illinois,17,177,95.0
Tazewell County,Illinois,17,179,463.0
Union County,Illinois,17,181,111.0
Vermilion County,Illinois,17,183,173.0
Wabash County,Illinois,17,185,16.0
Warren County,Illinois,17,187,159.0
Washington County,Illinois,17,189,69.0
Wayne County,Illinois,17,191,32.0
White County,Illinois,17,193,19.0
Whiteside County,Illinois,17,195,79.0
Will County,Illinois,17,197,3974.0
Williamson County,Illinois,17,199,497.0
Winnebago County,Illinois,17,201,1074.0
Woodford County,Illinois,17,203,318.0
Adams County,Indiana,18,001,38.0
Allen County,Indiana,18,003,1733.0
Bartholomew County,Indiana,18,005,534.0
Benton County,Indiana,18,007,22.0
Blackford County,Indiana,18,009,18.0
Boone County,Indiana,18,011,998.0
Brown County,Indiana,18,013,96.0
Carroll County,Indiana,18,015,38.0
Cass County,Indiana,18,017,94.0
Clark County,Indiana,18,019,428.0
Clay County,Indiana,18,021,54.0
Clinton County,Indiana,18,023,24.0
Crawford County,Indiana,18,025,10.0
Daviess County,Indiana,18,027,79.0
Dearborn County,Indiana,18,029,95.0
Decatur County,Indiana,18,031,25.0
DeKalb County,Indiana,18,033,52.0
Delaware County,Indiana,18,035,1448.0
Dubois County,Indiana,18,037,135.0
Elkhart County,Indiana,18,039,525.0
Fayette County,Indiana,18,041,40.0
Floyd County,Indiana,18,043,362.0
Fountain County,Indiana,18,045,31.0
Franklin County,Indiana,18,047,175.0
Fulton County,Indiana,18,049,43.0
Gibson County,Indiana,18,051,55.0
Grant County,Indiana,18,053,359.0
Greene County,Indiana,18,055,66.0
Hamilton County,Indiana,18,057,4390.0
Hancock County,Indiana,18,059,290.0
Harrison County,Indiana,18,061,66.0
Hendricks County,Indiana,18,063,837.0
Henry County,Indiana,18,065,147.0
