County,State,mean_life_expectancy,State_FIPS,County_FIPS,less_than_9th_grade_percentage
Perry County,Alabama,72.5719425521565,01,105,7.3
Pickens County,Alabama,74.2789980479796,01,107,6.6
Pike County,Alabama,75.1713243378534,01,109,4.9
Randolph County,Alabama,74.3483287431609,01,111,10.5
Russell County,Alabama,73.9955853835697,01,113,6.5
Saint Clair County,Alabama,74.9401222127531,01,115,5.2
Shelby County,Alabama,79.8710141007163,01,117,2.9
Sumter County,Alabama,74.1681754789273,01,119,8.4
Talladega County,Alabama,73.4032144228388,01,121,7.3
Tallapoosa County,Alabama,74.9865840695302,01,123,5.5
Tuscaloosa County,Alabama,76.1685915869627,01,125,3.5
Walker County,Alabama,70.4970068309202,01,127,7.0
Washington County,Alabama,74.5099724381317,01,129,5.9
Wilcox County,Alabama,71.6706696339144,01,131,7.0
Winston County,Alabama,74.3226672753976,01,133,9.8
Anchorage Municipality,Alaska,78.7971775250135,02,020,3.0
Bethel Census Area,Alaska,72.760049452657,02,050,9.9
Bristol Bay Borough,Alaska,75.7106106970199,02,060,4.2
Fairbanks North Star Borough,Alaska,79.6096657350875,02,090,1.6
Haines Borough,Alaska,80.9337426747029,02,100,1.0
Juneau City and Borough,Alaska,80.1067083342921,02,110,1.6
Kenai Peninsula Borough,Alaska,78.4351200208393,02,122,1.9
Kodiak Island Borough,Alaska,79.3090118396675,02,150,6.2
Matanuska-Susitna Borough,Alaska,78.3543344277665,02,170,1.9
Nome Census Area,Alaska,70.9748357308832,02,180,6.0
North Slope Borough,Alaska,75.2524724050958,02,185,3.0
Sitka City and Borough,Alaska,79.9190519910414,02,220,2.5
Southeast Fairbanks Census Area,Alaska,77.4883947234674,02,240,2.1
Valdez-Cordova Census Area,Alaska,78.6528030299488,02,261,2.5
Wade Hampton Census Area,Alaska,68.8032376995035,02,270,
Northwest Arctic Borough,Alaska,72.5903940613242,02,188,7.5
Aleutians East Borough,Alaska,83.6925973715872,02,013,10.4
Aleutians West Census Area,Alaska,83.6925973715872,02,016,7.6
Dillingham Census Area,Alaska,73.8682389376079,02,070,7.8
Lake and Peninsula Borough,Alaska,73.8682389376079,02,164,5.9
Denali Borough,Alaska,74.0063517464913,02,068,0.9
Yukon-Koyukuk Census Area,Alaska,74.0063517464913,02,290,8.0
Hoonah-Angoon Census Area,Alaska,80.3736271859755,02,105,2.9
Skagway Municipality,Alaska,80.3736271859755,02,230,0.6
Yakutat City and Borough,Alaska,80.3736271859755,02,282,0.9
Ketchikan Gateway Borough,Alaska,78.5902228752611,02,130,2.0
Petersburg Borough,Alaska,78.5902228752611,02,195,1.7
Prince of Wales-Hyder Census Area,Alaska,78.5902228752611,02,198,2.3
Wrangell City and Borough,Alaska,78.5902228752611,02,275,3.4
Apache County,Arizona,72.9181363379107,04,001,12.0
Cochise County,Arizona,78.119983366633,04,003,6.3
Coconino County,Arizona,78.931025157056,04,005,4.5
Gila County,Arizona,75.0503083905522,04,007,4.6
Graham County,Arizona,77.1100940117466,04,009,5.8
Greenlee County,Arizona,78.4583746096311,04,011,5.2
Maricopa County,Arizona,79.8969712767261,04,013,6.3
Mohave County,Arizona,75.2604543393176,04,015,4.6
Navajo County,Arizona,74.5503556715819,04,017,7.5
Pima County,Arizona,78.9331302432117,04,019,5.1
Pinal County,Arizona,80.8259975376458,04,021,5.8
Santa Cruz County,Arizona,81.7263683042861,04,023,14.4
Yavapai County,Arizona,78.3358060013505,04,025,3.3
La Paz County,Arizona,81.1097217666482,04,012,9.7
Yuma County,Arizona,81.1097217666482,04,027,14.6
Arkansas County,Arkansas,73.6289747804566,05,001,6.6
Ashley County,Arkansas,74.2938084067879,05,003,5.4
Baxter County,Arkansas,76.0025111932438,05,005,4.3
Benton County,Arkansas,79.3073632532978,05,007,6.1
Boone County,Arkansas,76.4288620168021,05,009,5.3
Bradley County,Arkansas,73.862637763147,05,011,7.0
Calhoun County,Arkansas,74.8321750099671,05,013,5.2
Carroll County,Arkansas,76.9904035104236,05,015,8.1
Chicot County,Arkansas,73.4189095332058,05,017,7.7
Clark County,Arkansas,75.4397308610619,05,019,4.5
Clay County,Arkansas,73.1093166483444,05,021,10.0
Cleburne County,Arkansas,76.1318368010625,05,023,6.0
Cleveland County,Arkansas,75.1406814841653,05,025,5.5
Columbia County,Arkansas,74.4265879477477,05,027,4.9
Conway County,Arkansas,75.0307599351406,05,029,4.7
Craighead County,Arkansas,76.1495570018258,05,031,4.1
Crawford County,Arkansas,75.7815083882316,05,033,6.2
Crittenden County,Arkansas,72.6880494641916,05,035,6.8
Cross County,Arkansas,73.2420000366393,05,037,6.3
Dallas County,Arkansas,73.7015965663263,05,039,5.6
Desha County,Arkansas,72.8885674799327,05,041,7.6
Drew County,Arkansas,75.1263748719885,05,043,5.8
Faulkner County,Arkansas,76.6634074992103,05,045,2.8
Franklin County,Arkansas,74.6345418541768,05,047,6.4
Fulton County,Arkansas,75.2869863316562,05,049,4.8
Garland County,Arkansas,74.6639973322409,05,051,4.0
Grant County,Arkansas,75.5437631376927,05,053,3.5
Greene County,Arkansas,74.3063754947153,05,055,5.2
Hempstead County,Arkansas,74.9351809331389,05,057,8.5
Hot Spring County,Arkansas,74.419634563731,05,059,4.9
Howard County,Arkansas,74.077721939896,05,061,9.4
Independence County,Arkansas,75.5157393555591,05,063,6.3
Izard County,Arkansas,75.3755701599724,05,065,6.9
Jackson County,Arkansas,73.2530221096357,05,067,9.4
Jefferson County,Arkansas,73.4174670389188,05,069,4.9
Johnson County,Arkansas,75.7486252400996,05,071,7.2
Lafayette County,Arkansas,74.2373886488676,05,073,6.2
Lawrence County,Arkansas,74.0006101915441,05,075,7.8
Lee County,Arkansas,73.5386455072478,05,077,10.1
Lincoln County,Arkansas,75.233629854733,05,079,6.9
Little River County,Arkansas,74.0023896033076,05,081,3.4
Logan County,Arkansas,74.448812913092,05,083,5.2
Lonoke County,Arkansas,75.0394626097886,05,085,3.6
Madison County,Arkansas,75.4930062075011,05,087,9.4
Marion County,Arkansas,75.3957898991127,05,089,3.3
Miller County,Arkansas,74.620734426667,05,091,5.1
Mississippi County,Arkansas,71.7603504523958,05,093,7.8
Monroe County,Arkansas,72.5427214562581,05,095,8.0
Montgomery County,Arkansas,76.0896903526216,05,097,8.2
Nevada County,Arkansas,74.3859172827125,05,099,5.9
Newton County,Arkansas,76.9325218431298,05,101,5.4
Ouachita County,Arkansas,73.1582713046496,05,103,3.9
Perry County,Arkansas,75.2299421886874,05,105,5.7
Phillips County,Arkansas,70.8980349318913,05,107,9.8
Pike County,Arkansas,75.0773768329276,05,109,6.8
Poinsett County,Arkansas,71.387801490036,05,111,9.5
Polk County,Arkansas,75.0429703355136,05,113,5.3
Pope County,Arkansas,76.4692899964961,05,115,6.4
Prairie County,Arkansas,75.5268699546832,05,117,5.6
Pulaski County,Arkansas,75.9502787614613,05,119,3.3
Randolph County,Arkansas,74.6376193475986,05,121,7.9
Saint Francis County,Arkansas,74.0100121667823,05,123,7.1
Saline County,Arkansas,77.1751568488897,05,125,3.2
Scott County,Arkansas,75.1124194246868,05,127,10.0
Searcy County,Arkansas,75.5320157508855,05,129,6.1
Sebastian County,Arkansas,75.6795870861497,05,131,7.6
Sevier County,Arkansas,75.1488725691369,05,133,14.4
Sharp County,Arkansas,74.0198615613099,05,135,5.4
Stone County,Arkansas,76.2065418227476,05,137,8.5
Union County,Arkansas,73.3656000640213,05,139,4.9
Van Buren County,Arkansas,76.1425851988409,05,141,6.4
Washington County,Arkansas,77.8815427160735,05,143,8.1
White County,Arkansas,75.2723697975265,05,145,5.7
Woodruff County,Arkansas,72.8269413108567,05,147,9.2
Yell County,Arkansas,74.5737295998881,05,149,11.7
Alameda County,California,81.911910001763,06,001,7.2
Alpine County,California,78.3616935787678,06,003,1.3
Amador County,California,79.7586244291029,06,005,3.8
Butte County,California,77.7142018529714,06,007,4.5
Calaveras County,California,79.4113251371658,06,009,3.0
Colusa County,California,79.9616953839089,06,011,20.7
Contra Costa County,California,81.6154582155379,06,013,5.8
Del Norte County,California,75.5570804005256,06,015,6.8
El Dorado County,California,81.384492307269,06,017,2.8
Fresno County,California,78.492939877363,06,019,15.5
Glenn County,California,77.5153362061287,06,021,12.5
Humboldt County,California,76.8353899495262,06,023,3.0
Imperial County,California,80.7431332940606,06,025,20.0
Inyo County,California,79.2675531105808,06,027,5.4
Kern County,California,77.2656785350962,06,029,14.3
Kings County,California,79.2015732865224,06,031,13.5
Lake County,California,74.9381474762665,06,033,5.6
Lassen County,California,78.4471067204458,06,035,4.8
Los Angeles County,California,81.5024357299037,06,037,13.3
Madera County,California,78.9351179699743,06,039,17.8
Marin County,California,84.3355308577138,06,041,3.8
Mariposa County,California,80.2117816615585,06,043,2.3
Mendocino County,California,78.5698420119881,06,045,6.1
Merced County,California,78.459103537516,06,047,20.4
Modoc County,California,77.4593217970448,06,049,4.1
Mono County,California,84.9058116505285,06,051,9.2
Monterey County,California,81.8525645217468,06,053,19.3
Napa County,California,81.1435820089004,06,055,10.4
Nevada County,California,81.0970660303805,06,057,2.0
Orange County,California,82.4180755011441,06,059,8.8
Placer County,California,81.4299422609919,06,061,2.3
Plumas County,California,78.3094523302535,06,063,3.1
Riverside County,California,80.3450713519818,06,065,9.6
Sacramento County,California,79.112722725179,06,067,6.7
San Benito County,California,81.7777563576748,06,069,13.7
San Bernardino County,California,78.400917858467,06,071,9.8
San Diego County,California,81.5099456641145,06,073,7.2
San Francisco County,California,82.6936965999994,06,075,8.1
San Joaquin County,California,78.0276606361129,06,077,11.7
San Luis Obispo County,California,81.1508553235719,06,079,4.5
San Mateo County,California,83.7607803456003,06,081,6.6
Santa Barbara County,California,81.6155370941523,06,083,12.5
Santa Clara County,California,83.6897880731591,06,085,7.1
Santa Cruz County,California,81.7128621620157,06,087,9.0
Shasta County,California,75.9378568828757,06,089,2.7
Sierra County,California,79.0304170483359,06,091,2.4
Siskiyou County,California,76.3772748924365,06,093,3.7
Solano County,California,79.5895939800179,06,095,5.9
Sonoma County,California,81.2508901219667,06,097,6.7
Stanislaus County,California,77.7824750566635,06,099,12.5
Sutter County,California,78.5195099453137,06,101,11.5
Tehama County,California,77.2816845955888,06,103,7.1
Trinity County,California,76.6520947495501,06,105,2.5
Tulare County,California,78.0274086249314,06,107,20.8
Tuolumne County,California,78.8042243825731,06,109,2.1
Ventura County,California,81.7934375791504,06,111,9.9
Yolo County,California,80.7699657459539,06,113,7.7
Yuba County,California,75.8730177939744,06,115,8.1
Alamosa County,Colorado,76.1823647359861,08,003,7.1
Archuleta County,Colorado,81.5327757002457,08,007,3.4
Baca County,Colorado,77.1681618321587,08,009,4.2
Bent County,Colorado,75.8464449391687,08,011,10.4
Chaffee County,Colorado,81.1266982296918,08,015,3.1
Cheyenne County,Colorado,79.2342553723716,08,017,5.0
Clear Creek County,Colorado,82.1896850450379,08,019,0.4
Conejos County,Colorado,76.6087011260246,08,021,8.1
Costilla County,Colorado,77.3573766892542,08,023,13.2
Crowley County,Colorado,77.2346771891048,08,025,7.6
Custer County,Colorado,80.6274914488087,08,027,1.4
Delta County,Colorado,78.0522481307277,08,029,3.5
Dolores County,Colorado,79.2712919365826,08,033,3.2
Douglas County,Colorado,83.4392006708209,08,035,0.7
Eagle County,Colorado,87.6796391750294,08,037,6.1
Elbert County,Colorado,81.5399529150843,08,039,1.2
El Paso County,Colorado,79.1497756853794,08,041,2.0
Fremont County,Colorado,77.119619720449,08,043,4.6
Garfield County,Colorado,80.5747378716656,08,045,5.8
Gilpin County,Colorado,80.9418431933094,08,047,0.6
Grand County,Colorado,83.5563750739628,08,049,1.4
Gunnison County,Colorado,82.3667341080638,08,051,2.0
Huerfano County,Colorado,76.1016190811091,08,055,4.9
Jackson County,Colorado,79.6368312933919,08,057,4.7
Kiowa County,Colorado,77.550102461197,08,061,2.3
Kit Carson County,Colorado,78.8758394255456,08,063,8.7
Lake County,Colorado,81.1077084527848,08,065,1.5
La Plata County,Colorado,81.6915070940121,08,067,2.1
Larimer County,Colorado,81.5160355365789,08,069,1.6
Las Animas County,Colorado,76.6698258138739,08,071,6.1
Lincoln County,Colorado,78.8913639124814,08,073,8.6
Logan County,Colorado,79.1421719307538,08,075,5.7
Mesa County,Colorado,78.5928519874861,08,077,3.1
Moffat County,Colorado,78.3671406134327,08,081,3.2
Montezuma County,Colorado,77.298562573127,08,083,3.3
Montrose County,Colorado,79.3617463439122,08,085,5.9
Morgan County,Colorado,78.2579867860575,08,087,10.8
Otero County,Colorado,75.3908671698151,08,089,7.1
Ouray County,Colorado,83.9156330717921,08,091,0.5
Park County,Colorado,82.3957205624919,08,093,1.7
Phillips County,Colorado,79.8501752950874,08,095,5.2
Pitkin County,Colorado,90.0560175835819,08,097,1.8
Prowers County,Colorado,76.8244253944396,08,099,9.4
Pueblo County,Colorado,76.5820141219147,08,101,4.3
Rio Blanco County,Colorado,79.0709132428668,08,103,3.4
Rio Grande County,Colorado,76.920153919651,08,105,8.6
Routt County,Colorado,83.1666307602029,08,107,1.1
Saguache County,Colorado,79.9724503374943,08,109,11.1
San Miguel County,Colorado,85.4344084632371,08,113,1.0
Sedgwick County,Colorado,77.8369104317373,08,115,3.5
Summit County,Colorado,90.0891064661044,08,117,3.6
Teller County,Colorado,80.5602255501172,08,119,0.7
Washington County,Colorado,79.7795880137098,08,121,3.2
Yuma County,Colorado,78.8900927364822,08,125,7.5
Adams County,Colorado,80.1877591253775,08,001,7.8
Arapahoe County,Colorado,80.1877591253775,08,005,3.6
Boulder County,Colorado,80.1877591253775,08,013,2.7
Broomfield County,Colorado,80.1877591253775,08,014,2.1
Denver County,Colorado,80.1877591253775,08,031,6.8
Jefferson County,Colorado,80.1877591253775,08,059,1.8
Weld County,Colorado,80.1877591253775,08,123,5.6
Fairfield County,Connecticut,82.4192043301195,09,001,5.1
Hartford County,Connecticut,80.3102178576104,09,003,4.7
Litchfield County,Connecticut,80.4391934472111,09,005,3.0
Middlesex County,Connecticut,81.1334681371326,09,007,2.2
New Haven County,Connecticut,80.0234318368233,09,009,4.5
New London County,Connecticut,79.9268916295041,09,011,2.9
Tolland County,Connecticut,81.6927758594165,09,013,2.1
Windham County,Connecticut,79.0241675349832,09,015,4.1
Kent County,Delaware,77.4218575940169,10,001,4.1
New Castle County,Delaware,78.4786057306606,10,003,3.4
Sussex County,Delaware,78.543042202878,10,005,5.1
Alachua County,Florida,78.574622542158,12,001,2.6
Baker County,Florida,75.2705067668647,12,003,5.5
Bay County,Florida,76.020415200021,12,005,3.6
Bradford County,Florida,75.4876940286454,12,007,6.8
Brevard County,Florida,77.7740202774745,12,009,2.8
Broward County,Florida,80.4344839232772,12,011,5.2
Calhoun County,Florida,75.1159179044046,12,013,9.0
Charlotte County,Florida,80.1972984370466,12,015,3.1
Citrus County,Florida,75.8690976178116,12,017,3.4
Clay County,Florida,77.4792570878544,12,019,3.0
Collier County,Florida,84.4011432426865,12,021,7.6
Columbia County,Florida,75.2865160334599,12,023,4.1
Miami-Dade County,Florida,80.9202623931244,12,086,10.6
DeSoto County,Florida,79.4521763635755,12,027,16.3
Dixie County,Florida,74.9214791297201,12,029,6.5
Duval County,Florida,76.0868117725737,12,031,3.2
Escambia County,Florida,75.4572296042632,12,033,3.1
Flagler County,Florida,79.0936691617905,12,035,2.8
Franklin County,Florida,76.3046737588476,12,037,6.3
Gadsden County,Florida,75.3736371817631,12,039,7.7
Gilchrist County,Florida,76.568121678961,12,041,5.0
Glades County,Florida,80.7975202592433,12,043,8.7
Gulf County,Florida,76.5369370563261,12,045,6.2
Hamilton County,Florida,75.6790043372544,12,047,6.7
Hardee County,Florida,78.5742994268253,12,049,20.5
Hendry County,Florida,77.3807544663803,12,051,22.6
Hernando County,Florida,76.9282027036904,12,053,3.5
Highlands County,Florida,78.6791189588121,12,055,6.6
Hillsborough County,Florida,78.6164481074352,12,057,4.9
Holmes County,Florida,73.8215652645815,12,059,7.2
Indian River County,Florida,80.2699982301154,12,061,4.1
Jackson County,Florida,75.124151849855,12,063,6.2
Jefferson County,Florida,76.9621189200841,12,065,5.4
Lafayette County,Florida,76.7647585952017,12,067,7.7
Lake County,Florida,78.9001898226383,12,069,4.1
Lee County,Florida,81.4759134243392,12,071,5.4
Leon County,Florida,79.1630441237025,12,073,2.2
Levy County,Florida,74.9706503521878,12,075,4.8
Liberty County,Florida,75.969931751796,12,077,7.6
Madison County,Florida,75.1001833382779,12,079,5.3
Manatee County,Florida,80.3957637089903,12,081,5.1
Marion County,Florida,76.6228259033821,12,083,4.2
Martin County,Florida,81.3649609648515,12,085,4.5
Monroe County,Florida,79.5838331404129,12,087,4.0
Nassau County,Florida,77.4091101300292,12,089,3.3
Okaloosa County,Florida,77.6444219405646,12,091,2.9
Okeechobee County,Florida,76.2092657227025,12,093,15.3
Orange County,Florida,79.7074290103298,12,095,4.9
Osceola County,Florida,79.0683842026061,12,097,6.2
Palm Beach County,Florida,81.6500881867343,12,099,5.9
Pasco County,Florida,77.3716288475345,12,101,3.6
Pinellas County,Florida,78.451034004903,12,103,3.1
Polk County,Florida,77.9855842227036,12,105,6.4
Putnam County,Florida,74.2217102344466,12,107,7.6
Saint Johns County,Florida,80.769599239301,12,109,1.8
Saint Lucie County,Florida,79.4463676195004,12,111,5.7
Santa Rosa County,Florida,77.555168444034,12,113,2.4
Sarasota County,Florida,81.255983295096,12,115,2.3
Seminole County,Florida,80.1383570434506,12,117,2.4
Sumter County,Florida,80.9602138853755,12,119,3.1
Suwannee County,Florida,75.3197968734856,12,121,5.4
Taylor County,Florida,75.3909264660477,12,123,5.6
Union County,Florida,68.445240285683,12,125,6.3
Volusia County,Florida,76.8027659254038,12,127,3.3
Wakulla County,Florida,76.3793483610182,12,129,3.1
Walton County,Florida,77.4493771843441,12,131,3.9
Washington County,Florida,73.6138023423587,12,133,6.1
Appling County,Georgia,74.5688532832988,13,001,9.2
Atkinson County,Georgia,73.556411423192,13,003,17.0
Bacon County,Georgia,73.1059059400764,13,005,7.5
Baker County,Georgia,77.2604188332556,13,007,5.1
Baldwin County,Georgia,76.1209192855746,13,009,4.8
Banks County,Georgia,76.6540446918605,13,011,7.4
Barrow County,Georgia,76.4157908380065,13,013,6.7
Bartow County,Georgia,76.2847197082198,13,015,6.2
Ben Hill County,Georgia,73.1085332926003,13,017,5.3
Berrien County,Georgia,74.7590115781939,13,019,5.0
Bibb County,Georgia,73.8288591597563,13,021,4.7
Bleckley County,Georgia,75.9168189983432,13,023,4.6
Brantley County,Georgia,74.4423772251199,13,025,4.6
Brooks County,Georgia,75.0834370957113,13,027,5.7
Bryan County,Georgia,76.0661180994364,13,029,3.3
Bulloch County,Georgia,76.8240386171814,13,031,4.4
Burke County,Georgia,73.7504446965566,13,033,7.3
Butts County,Georgia,73.8867494279381,13,035,7.0
Calhoun County,Georgia,74.8341459744931,13,037,9.5
Camden County,Georgia,77.8318356221329,13,039,2.5
Candler County,Georgia,73.6865363965494,13,043,8.7
Carroll County,Georgia,75.0580938129664,13,045,7.5
Catoosa County,Georgia,77.7403482779167,13,047,3.8
Charlton County,Georgia,76.249906983533,13,049,10.5
Chatham County,Georgia,77.4840610187491,13,051,3.4
Chattahoochee County,Georgia,77.0945177192887,13,053,2.0
Chattooga County,Georgia,73.7668493608042,13,055,11.7
Cherokee County,Georgia,79.7678464513049,13,057,4.2
Clarke County,Georgia,78.2085051800694,13,059,5.4
Clay County,Georgia,74.389807194692,13,061,7.1
Clayton County,Georgia,76.5905697357729,13,063,7.1
Clinch County,Georgia,72.8911653059202,13,065,9.1
Cobb County,Georgia,80.0630135787274,13,067,4.2
Coffee County,Georgia,74.8761077221601,13,069,6.1
Colquitt County,Georgia,74.5184384391096,13,071,12.0
Columbia County,Georgia,79.9000121343221,13,073,2.6
Cook County,Georgia,74.5580055914086,13,075,7.4
Coweta County,Georgia,78.2878211148514,13,077,3.7
Crawford County,Georgia,76.2615710216297,13,079,7.6
Crisp County,Georgia,75.0009603381692,13,081,8.0
Dade County,Georgia,75.2328094739059,13,083,6.7
Dawson County,Georgia,78.0323135482244,13,085,4.4
Decatur County,Georgia,74.2095783703298,13,087,7.9
DeKalb County,Georgia,79.4653896213388,13,089,5.3
Dodge County,Georgia,75.4295690779643,13,091,4.8
Dooly County,Georgia,78.0839269220416,13,093,9.2
Dougherty County,Georgia,74.786503482876,13,095,5.7
Douglas County,Georgia,77.3551061362594,13,097,4.3
Early County,Georgia,73.8751995634532,13,099,9.0
Echols County,Georgia,77.0628143470404,13,101,15.3
Effingham County,Georgia,76.414257500417,13,103,3.1
Elbert County,Georgia,74.6119539741512,13,105,7.6
Emanuel County,Georgia,73.0343110910228,13,107,7.2
Evans County,Georgia,74.9723693529997,13,109,10.7
Fannin County,Georgia,76.8311033512123,13,111,7.5
Fayette County,Georgia,80.8102293086784,13,113,2.4
Floyd County,Georgia,75.3007691624435,13,115,8.5
Forsyth County,Georgia,81.522901067057,13,117,3.4
Franklin County,Georgia,74.1403267104776,13,119,9.5
Fulton County,Georgia,78.5920379828466,13,121,3.2
Gilmer County,Georgia,78.1159356101066,13,123,9.4
Glascock County,Georgia,73.831276799801,13,125,10.1
Glynn County,Georgia,77.1385672912387,13,127,3.5
Gordon County,Georgia,75.5886365784405,13,129,10.4
Grady County,Georgia,75.6795943197714,13,131,8.6
Greene County,Georgia,77.6412044383976,13,133,5.6
Gwinnett County,Georgia,80.4384113806819,13,135,6.2
Habersham County,Georgia,77.4993847224526,13,137,9.7
Hall County,Georgia,78.8203748204953,13,139,11.6
Hancock County,Georgia,75.6859736738721,13,141,7.4
Haralson County,Georgia,73.3687710365694,13,143,8.2
Harris County,Georgia,79.1386047122064,13,145,3.1
Hart County,Georgia,76.8611128838859,13,147,5.4
Heard County,Georgia,75.0389959002543,13,149,6.9
Henry County,Georgia,77.2601558737148,13,151,3.2
Houston County,Georgia,77.3834558740908,13,153,3.3
Irwin County,Georgia,75.1864426229271,13,155,3.5
Jackson County,Georgia,76.134260571331,13,157,6.8
Jasper County,Georgia,75.9725613571511,13,159,6.9
Jeff Davis County,Georgia,73.5750401606558,13,161,7.7
Jefferson County,Georgia,72.842000760855,13,163,9.2
Jenkins County,Georgia,73.5327258960203,13,165,12.3
Johnson County,Georgia,76.1832695959256,13,167,6.6
Jones County,Georgia,78.0516006376945,13,169,3.2
Lamar County,Georgia,74.7629597232607,13,171,4.4
Lanier County,Georgia,75.5663386259568,13,173,9.4
Laurens County,Georgia,74.7306300814716,13,175,6.6
Lee County,Georgia,77.2195675791545,13,177,3.9
Liberty County,Georgia,76.5665577657614,13,179,3.3
Lincoln County,Georgia,76.0661887903113,13,181,6.6
Long County,Georgia,78.3496857779624,13,183,4.3
Lowndes County,Georgia,76.0100363022239,13,185,4.9
Lumpkin County,Georgia,77.8286653303911,13,187,4.7
McDuffie County,Georgia,74.0780726190292,13,189,6.9
McIntosh County,Georgia,79.4773231473255,13,191,7.4
Macon County,Georgia,74.0567258189828,13,193,8.5
Madison County,Georgia,75.7184339512435,13,195,6.1
Marion County,Georgia,76.3453500335902,13,197,5.5
Meriwether County,Georgia,74.7270506329405,13,199,8.5
Miller County,Georgia,73.4997499837151,13,201,6.1
Mitchell County,Georgia,74.7689316413014,13,205,7.6
Monroe County,Georgia,77.1698366221331,13,207,4.4
Montgomery County,Georgia,75.3576108121348,13,209,7.7
Morgan County,Georgia,77.5096838622981,13,211,5.0
Murray County,Georgia,74.9509992992007,13,213,11.6
Muscogee County,Georgia,74.5454406053132,13,215,4.5
Newton County,Georgia,76.1736339241261,13,217,4.5
Oconee County,Georgia,80.5798838924909,13,219,1.8
Oglethorpe County,Georgia,77.7167996062818,13,221,7.3
Paulding County,Georgia,78.5180367560156,13,223,3.3
Peach County,Georgia,74.03313677408,13,225,5.9
Pickens County,Georgia,77.3357389452521,13,227,6.0
Pierce County,Georgia,74.6705190503558,13,229,6.2
Pike County,Georgia,75.8098277591598,13,231,3.4
Polk County,Georgia,73.479135469949,13,233,9.9
Pulaski County,Georgia,77.7424998673055,13,235,7.4
Putnam County,Georgia,77.3966209074486,13,237,6.0
Quitman County,Georgia,75.3037922915723,13,239,8.0
Rabun County,Georgia,77.3787926782636,13,241,4.8
Randolph County,Georgia,75.6852416547734,13,243,9.4
Richmond County,Georgia,74.0548741424573,13,245,5.4
Rockdale County,Georgia,77.6878103253858,13,247,4.8
Schley County,Georgia,77.3388915434807,13,249,6.1
Screven County,Georgia,74.6973431226355,13,251,6.8
Seminole County,Georgia,73.9885563878023,13,253,5.5
Spalding County,Georgia,74.3802498950857,13,255,6.8
Stephens County,Georgia,73.5128371042352,13,257,5.6
Stewart County,Georgia,74.6723301476566,13,259,18.9
Sumter County,Georgia,74.5325257555981,13,261,8.6
Talbot County,Georgia,74.9568219510576,13,263,7.9
Taliaferro County,Georgia,74.5589942222357,13,265,12.5
Tattnall County,Georgia,74.9764929055611,13,267,8.4
