County,State,State_FIPS,County_FIPS,associates_degree
Apache County,Arizona,04,001,3133.0
Cochise County,Arizona,04,003,9220.0
Coconino County,Arizona,04,005,7287.0
Gila County,Arizona,04,007,3196.0
Graham County,Arizona,04,009,1849.0
Greenlee County,Arizona,04,011,508.0
Maricopa County,Arizona,04,013,213628.0
Mohave County,Arizona,04,015,11521.0
Navajo County,Arizona,04,017,5430.0
Pima County,Arizona,04,019,55013.0
Pinal County,Arizona,04,021,23998.0
Santa Cruz County,Arizona,04,023,1758.0
Yavapai County,Arizona,04,025,14377.0
La Paz County,Arizona,04,012,1104.0
Yuma County,Arizona,04,027,8721.0
Arkansas County,Arkansas,05,001,718.0
Ashley County,Arkansas,05,003,613.0
Baxter County,Arkansas,05,005,2216.0
Benton County,Arkansas,05,007,8551.0
Boone County,Arkansas,05,009,1737.0
Bradley County,Arkansas,05,011,437.0
Calhoun County,Arkansas,05,013,244.0
Carroll County,Arkansas,05,015,1162.0
Chicot County,Arkansas,05,017,235.0
Clark County,Arkansas,05,019,868.0
Clay County,Arkansas,05,021,462.0
Cleburne County,Arkansas,05,023,1099.0
Cleveland County,Arkansas,05,025,496.0
Columbia County,Arkansas,05,027,1070.0
Conway County,Arkansas,05,029,759.0
Craighead County,Arkansas,05,031,3838.0
Crawford County,Arkansas,05,033,3184.0
Crittenden County,Arkansas,05,035,1995.0
Cross County,Arkansas,05,037,478.0
Dallas County,Arkansas,05,039,351.0
Desha County,Arkansas,05,041,351.0
Drew County,Arkansas,05,043,538.0
Faulkner County,Arkansas,05,045,5100.0
Franklin County,Arkansas,05,047,873.0
Fulton County,Arkansas,05,049,454.0
Garland County,Arkansas,05,051,5242.0
Grant County,Arkansas,05,053,772.0
Greene County,Arkansas,05,055,1415.0
Hempstead County,Arkansas,05,057,933.0
Hot Spring County,Arkansas,05,059,1899.0
Howard County,Arkansas,05,061,441.0
Independence County,Arkansas,05,063,1537.0
Izard County,Arkansas,05,065,689.0
Jackson County,Arkansas,05,067,654.0
Jefferson County,Arkansas,05,069,2797.0
Johnson County,Arkansas,05,071,605.0
Lafayette County,Arkansas,05,073,209.0
Lawrence County,Arkansas,05,075,753.0
Lee County,Arkansas,05,077,370.0
Lincoln County,Arkansas,05,079,424.0
Little River County,Arkansas,05,081,543.0
Logan County,Arkansas,05,083,854.0
Lonoke County,Arkansas,05,085,3890.0
Madison County,Arkansas,05,087,298.0
Marion County,Arkansas,05,089,680.0
Miller County,Arkansas,05,091,1733.0
Mississippi County,Arkansas,05,093,1822.0
Monroe County,Arkansas,05,095,331.0
Montgomery County,Arkansas,05,097,487.0
Nevada County,Arkansas,05,099,306.0
Newton County,Arkansas,05,101,292.0
Ouachita County,Arkansas,05,103,1263.0
Perry County,Arkansas,05,105,366.0
Phillips County,Arkansas,05,107,1329.0
Pike County,Arkansas,05,109,575.0
Poinsett County,Arkansas,05,111,781.0
Polk County,Arkansas,05,113,1142.0
Pope County,Arkansas,05,115,1847.0
Prairie County,Arkansas,05,117,326.0
Pulaski County,Arkansas,05,119,16486.0
Randolph County,Arkansas,05,121,905.0
Saint Francis County,Arkansas,05,123,1220.0
Saline County,Arkansas,05,125,5500.0
Scott County,Arkansas,05,127,324.0
Searcy County,Arkansas,05,129,347.0
Sebastian County,Arkansas,05,131,6389.0
Sevier County,Arkansas,05,133,570.0
Sharp County,Arkansas,05,135,910.0
Stone County,Arkansas,05,137,515.0
Union County,Arkansas,05,139,2173.0
Van Buren County,Arkansas,05,141,694.0
Washington County,Arkansas,05,143,5781.0
White County,Arkansas,05,145,3510.0
Woodruff County,Arkansas,05,147,237.0
Yell County,Arkansas,05,149,469.0
Alameda County,California,06,001,71904.0
Alpine County,California,06,003,63.0
Amador County,California,06,005,2702.0
Butte County,California,06,007,13672.0
Calaveras County,California,06,009,3567.0
Colusa County,California,06,011,1298.0
Contra Costa County,California,06,013,59980.0
Del Norte County,California,06,015,1450.0
El Dorado County,California,06,017,12960.0
Fresno County,California,06,019,44962.0
Glenn County,California,06,021,1173.0
Humboldt County,California,06,023,7917.0
Imperial County,California,06,025,6844.0
Inyo County,California,06,027,1110.0
Kern County,California,06,029,36079.0
Kings County,California,06,031,7546.0
Lake County,California,06,033,5036.0
Lassen County,California,06,035,2502.0
Los Angeles County,California,06,037,447805.0
Madera County,California,06,039,7475.0
Marin County,California,06,041,12293.0
Mariposa County,California,06,043,1083.0
Mendocino County,California,06,045,5037.0
Merced County,California,06,047,10711.0
Modoc County,California,06,049,743.0
Mono County,California,06,051,699.0
Monterey County,California,06,053,20895.0
Napa County,California,06,055,8811.0
Nevada County,California,06,057,7830.0
Orange County,California,06,059,159534.0
Placer County,California,06,061,27705.0
Plumas County,California,06,063,1489.0
Riverside County,California,06,065,108377.0
Sacramento County,California,06,067,89887.0
San Benito County,California,06,069,3028.0
San Bernardino County,California,06,071,100536.0
San Diego County,California,06,073,191352.0
San Francisco County,California,06,075,35367.0
San Joaquin County,California,06,077,39085.0
San Luis Obispo County,California,06,079,17219.0
San Mateo County,California,06,081,39089.0
Santa Barbara County,California,06,083,21147.0
Santa Clara County,California,06,085,88279.0
Santa Cruz County,California,06,087,15547.0
Shasta County,California,06,089,14122.0
Sierra County,California,06,091,300.0
Siskiyou County,California,06,093,2968.0
Solano County,California,06,095,27146.0
Sonoma County,California,06,097,30279.0
Stanislaus County,California,06,099,23944.0
Sutter County,California,06,101,6168.0
Tehama County,California,06,103,3364.0
Trinity County,California,06,105,897.0
Tulare County,California,06,107,19408.0
Tuolumne County,California,06,109,3932.0
Ventura County,California,06,111,47624.0
Yolo County,California,06,113,8482.0
Yuba County,California,06,115,4528.0
Alamosa County,Colorado,08,003,604.0
Archuleta County,Colorado,08,007,616.0
Baca County,Colorado,08,009,250.0
Bent County,Colorado,08,011,496.0
Chaffee County,Colorado,08,015,924.0
Cheyenne County,Colorado,08,017,171.0
Clear Creek County,Colorado,08,019,516.0
Conejos County,Colorado,08,021,290.0
Costilla County,Colorado,08,023,148.0
Crowley County,Colorado,08,025,301.0
Custer County,Colorado,08,027,243.0
Delta County,Colorado,08,029,1702.0
Dolores County,Colorado,08,033,101.0
Douglas County,Colorado,08,035,15089.0
Eagle County,Colorado,08,037,2816.0
Elbert County,Colorado,08,039,1691.0
El Paso County,Colorado,08,041,44719.0
Fremont County,Colorado,08,043,2373.0
Garfield County,Colorado,08,045,2844.0
Gilpin County,Colorado,08,047,425.0
Grand County,Colorado,08,049,1082.0
Gunnison County,Colorado,08,051,614.0
Huerfano County,Colorado,08,055,270.0
Jackson County,Colorado,08,057,63.0
Kiowa County,Colorado,08,061,115.0
Kit Carson County,Colorado,08,063,530.0
Lake County,Colorado,08,065,587.0
La Plata County,Colorado,08,067,2790.0
Larimer County,Colorado,08,069,17879.0
Las Animas County,Colorado,08,071,1297.0
Lincoln County,Colorado,08,073,222.0
Logan County,Colorado,08,075,2066.0
Mesa County,Colorado,08,077,9114.0
Moffat County,Colorado,08,081,685.0
Montezuma County,Colorado,08,083,1330.0
Montrose County,Colorado,08,085,2221.0
Morgan County,Colorado,08,087,1573.0
Otero County,Colorado,08,089,1657.0
Ouray County,Colorado,08,091,195.0
Park County,Colorado,08,093,1162.0
Phillips County,Colorado,08,095,244.0
Pitkin County,Colorado,08,097,1032.0
Prowers County,Colorado,08,099,919.0
Pueblo County,Colorado,08,101,12144.0
Rio Blanco County,Colorado,08,103,442.0
Rio Grande County,Colorado,08,105,629.0
Routt County,Colorado,08,107,1342.0
Saguache County,Colorado,08,109,214.0
San Miguel County,Colorado,08,113,251.0
Sedgwick County,Colorado,08,115,152.0
Summit County,Colorado,08,117,1669.0
Teller County,Colorado,08,119,1930.0
Washington County,Colorado,08,121,340.0
Yuma County,Colorado,08,125,570.0
Adams County,Colorado,08,001,23774.0
Arapahoe County,Colorado,08,005,33120.0
Boulder County,Colorado,08,013,11207.0
Broomfield County,Colorado,08,014,3162.0
Denver County,Colorado,08,031,23082.0
Jefferson County,Colorado,08,059,31842.0
Weld County,Colorado,08,123,14424.0
Fairfield County,Connecticut,09,001,36551.0
Hartford County,Connecticut,09,003,47726.0
Litchfield County,Connecticut,09,005,12152.0
Middlesex County,Connecticut,09,007,9845.0
New Haven County,Connecticut,09,009,41817.0
New London County,Connecticut,09,011,15400.0
Tolland County,Connecticut,09,013,9874.0
Windham County,Connecticut,09,015,6956.0
Kent County,Delaware,10,001,9339.0
New Castle County,Delaware,10,003,24507.0
Sussex County,Delaware,10,005,11753.0
Alachua County,Florida,12,001,15373.0
Baker County,Florida,12,003,1063.0
Bay County,Florida,12,005,12319.0
Bradford County,Florida,12,007,1477.0
Brevard County,Florida,12,009,43316.0
Broward County,Florida,12,011,119412.0
Calhoun County,Florida,12,013,506.0
Charlotte County,Florida,12,015,11852.0
Citrus County,Florida,12,017,8895.0
Clay County,Florida,12,019,14127.0
Collier County,Florida,12,021,18520.0
Columbia County,Florida,12,023,4331.0
Miami-Dade County,Florida,12,086,154601.0
DeSoto County,Florida,12,027,1016.0
Dixie County,Florida,12,029,674.0
Duval County,Florida,12,031,56962.0
Escambia County,Florida,12,033,25180.0
Flagler County,Florida,12,035,6508.0
Franklin County,Florida,12,037,467.0
Gadsden County,Florida,12,039,2053.0
Gilchrist County,Florida,12,041,974.0
Glades County,Florida,12,043,626.0
Gulf County,Florida,12,045,837.0
Hamilton County,Florida,12,047,594.0
Hardee County,Florida,12,049,630.0
Hendry County,Florida,12,051,1233.0
Hernando County,Florida,12,053,12365.0
Highlands County,Florida,12,055,6280.0
Hillsborough County,Florida,12,057,77949.0
Holmes County,Florida,12,059,851.0
Indian River County,Florida,12,061,9633.0
Jackson County,Florida,12,063,2503.0
Jefferson County,Florida,12,065,755.0
Lafayette County,Florida,12,067,414.0
Lake County,Florida,12,069,19392.0
Lee County,Florida,12,071,39611.0
Leon County,Florida,12,073,14198.0
Levy County,Florida,12,075,2276.0
Liberty County,Florida,12,077,199.0
Madison County,Florida,12,079,996.0
Manatee County,Florida,12,081,21081.0
Marion County,Florida,12,083,22401.0
Martin County,Florida,12,085,11013.0
Monroe County,Florida,12,087,5269.0
Nassau County,Florida,12,089,4403.0
Okaloosa County,Florida,12,091,13053.0
Okeechobee County,Florida,12,093,1323.0
Orange County,Florida,12,095,80438.0
Osceola County,Florida,12,097,17727.0
Palm Beach County,Florida,12,099,81269.0
Pasco County,Florida,12,101,34405.0
Pinellas County,Florida,12,103,67058.0
Polk County,Florida,12,105,33922.0
Putnam County,Florida,12,107,3437.0
Saint Johns County,Florida,12,109,12659.0
Saint Lucie County,Florida,12,111,20020.0
Santa Rosa County,Florida,12,113,12627.0
Sarasota County,Florida,12,115,26501.0
Seminole County,Florida,12,117,31263.0
Sumter County,Florida,12,119,6895.0
Suwannee County,Florida,12,121,1989.0
Taylor County,Florida,12,123,1032.0
Union County,Florida,12,125,833.0
Volusia County,Florida,12,127,34958.0
Wakulla County,Florida,12,129,1756.0
Walton County,Florida,12,131,3155.0
Washington County,Florida,12,133,1077.0
Appling County,Georgia,13,001,693.0
Atkinson County,Georgia,13,003,270.0
Bacon County,Georgia,13,005,431.0
Baker County,Georgia,13,007,200.0
Baldwin County,Georgia,13,009,1842.0
Banks County,Georgia,13,011,862.0
Barrow County,Georgia,13,013,3950.0
Bartow County,Georgia,13,015,4149.0
Ben Hill County,Georgia,13,017,891.0
Berrien County,Georgia,13,019,1501.0
Bibb County,Georgia,13,021,5781.0
Bleckley County,Georgia,13,023,474.0
Brantley County,Georgia,13,025,661.0
Brooks County,Georgia,13,027,655.0
Bryan County,Georgia,13,029,1563.0
Bulloch County,Georgia,13,031,2359.0
Burke County,Georgia,13,033,885.0
Butts County,Georgia,13,035,634.0
Calhoun County,Georgia,13,037,160.0
Camden County,Georgia,13,039,3149.0
Candler County,Georgia,13,043,427.0
Carroll County,Georgia,13,045,3502.0
Catoosa County,Georgia,13,047,4262.0
Charlton County,Georgia,13,049,466.0
Chatham County,Georgia,13,051,11550.0
Chattahoochee County,Georgia,13,053,396.0
Chattooga County,Georgia,13,055,1015.0
Cherokee County,Georgia,13,057,9724.0
Clarke County,Georgia,13,059,3356.0
Clay County,Georgia,13,061,125.0
Clayton County,Georgia,13,063,12517.0
Clinch County,Georgia,13,065,154.0
Cobb County,Georgia,13,067,32978.0
Coffee County,Georgia,13,069,1935.0
Colquitt County,Georgia,13,071,1868.0
Columbia County,Georgia,13,073,8970.0
Cook County,Georgia,13,075,665.0
Coweta County,Georgia,13,077,6226.0
Crawford County,Georgia,13,079,387.0
Crisp County,Georgia,13,081,1021.0
Dade County,Georgia,13,083,816.0
Dawson County,Georgia,13,085,986.0
Decatur County,Georgia,13,087,1412.0
DeKalb County,Georgia,13,089,31071.0
Dodge County,Georgia,13,091,1071.0
Dooly County,Georgia,13,093,598.0
Dougherty County,Georgia,13,095,3354.0
Douglas County,Georgia,13,097,6599.0
Early County,Georgia,13,099,508.0
Echols County,Georgia,13,101,130.0
Effingham County,Georgia,13,103,2664.0
Elbert County,Georgia,13,105,519.0
Emanuel County,Georgia,13,107,809.0
Evans County,Georgia,13,109,389.0
Fannin County,Georgia,13,111,1421.0
Fayette County,Georgia,13,113,5819.0
Floyd County,Georgia,13,115,4527.0
Forsyth County,Georgia,13,117,8600.0
Franklin County,Georgia,13,119,1005.0
Fulton County,Georgia,13,121,36271.0
Gilmer County,Georgia,13,123,1379.0
Glascock County,Georgia,13,125,149.0
Glynn County,Georgia,13,127,4334.0
Gordon County,Georgia,13,129,2106.0
Grady County,Georgia,13,131,1206.0
Greene County,Georgia,13,133,581.0
Gwinnett County,Georgia,13,135,47993.0
Habersham County,Georgia,13,137,1940.0
Hall County,Georgia,13,139,7065.0
Hancock County,Georgia,13,141,301.0
Haralson County,Georgia,13,143,1036.0
Harris County,Georgia,13,145,1911.0
Hart County,Georgia,13,147,1225.0
Heard County,Georgia,13,149,485.0
Henry County,Georgia,13,151,11181.0
Houston County,Georgia,13,153,8715.0
Irwin County,Georgia,13,155,549.0
Jackson County,Georgia,13,157,2955.0
Jasper County,Georgia,13,159,676.0
Jeff Davis County,Georgia,13,161,834.0
Jefferson County,Georgia,13,163,474.0
Jenkins County,Georgia,13,165,547.0
Johnson County,Georgia,13,167,428.0
Jones County,Georgia,13,169,1490.0
Lamar County,Georgia,13,171,650.0
Lanier County,Georgia,13,173,732.0
Laurens County,Georgia,13,175,2082.0
Lee County,Georgia,13,177,1659.0
Liberty County,Georgia,13,179,3241.0
Lincoln County,Georgia,13,181,429.0
Long County,Georgia,13,183,967.0
Lowndes County,Georgia,13,185,5043.0
Lumpkin County,Georgia,13,187,1177.0
McDuffie County,Georgia,13,189,864.0
McIntosh County,Georgia,13,191,759.0
Macon County,Georgia,13,193,450.0
Madison County,Georgia,13,195,1250.0
Marion County,Georgia,13,197,135.0
Meriwether County,Georgia,13,199,677.0
Miller County,Georgia,13,201,229.0
Mitchell County,Georgia,13,205,752.0
Monroe County,Georgia,13,207,1012.0
Montgomery County,Georgia,13,209,427.0
Morgan County,Georgia,13,211,720.0
Murray County,Georgia,13,213,1344.0
Muscogee County,Georgia,13,215,9673.0
Newton County,Georgia,13,217,4819.0
Oconee County,Georgia,13,219,1596.0
Oglethorpe County,Georgia,13,221,629.0
Paulding County,Georgia,13,223,6413.0
Peach County,Georgia,13,225,1078.0
Pickens County,Georgia,13,227,1488.0
Pierce County,Georgia,13,229,691.0
Pike County,Georgia,13,231,835.0
Polk County,Georgia,13,233,1223.0
Pulaski County,Georgia,13,235,745.0
Putnam County,Georgia,13,237,1359.0
Quitman County,Georgia,13,239,73.0
Rabun County,Georgia,13,241,611.0
Randolph County,Georgia,13,243,347.0
Richmond County,Georgia,13,245,10563.0
Rockdale County,Georgia,13,247,4070.0
Schley County,Georgia,13,249,276.0
Screven County,Georgia,13,251,696.0
Seminole County,Georgia,13,253,277.0
Spalding County,Georgia,13,255,2488.0
Stephens County,Georgia,13,257,1311.0
Stewart County,Georgia,13,259,155.0
Sumter County,Georgia,13,261,1086.0
Talbot County,Georgia,13,263,305.0
Taliaferro County,Georgia,13,265,48.0
Tattnall County,Georgia,13,267,994.0
Taylor County,Georgia,13,269,366.0
Telfair County,Georgia,13,271,537.0
Terrell County,Georgia,13,273,338.0
Thomas County,Georgia,13,275,2424.0
Tift County,Georgia,13,277,2257.0
Toombs County,Georgia,13,279,1047.0
Towns County,Georgia,13,281,684.0
Treutlen County,Georgia,13,283,216.0
Troup County,Georgia,13,285,2565.0
Turner County,Georgia,13,287,509.0
Twiggs County,Georgia,13,289,298.0
Union County,Georgia,13,291,1480.0
Upson County,Georgia,13,293,1019.0
Walker County,Georgia,13,295,3056.0
Walton County,Georgia,13,297,4431.0
Ware County,Georgia,13,299,1454.0
Warren County,Georgia,13,301,154.0
Washington County,Georgia,13,303,835.0
Wayne County,Georgia,13,305,1373.0
Webster County,Georgia,13,307,188.0
Wheeler County,Georgia,13,309,354.0
White County,Georgia,13,311,1586.0
Whitfield County,Georgia,13,313,3107.0
Wilcox County,Georgia,13,315,254.0
Wilkes County,Georgia,13,317,272.0
Wilkinson County,Georgia,13,319,363.0
Worth County,Georgia,13,321,1139.0
Hawaii County,Hawaii,15,001,12712.0
Honolulu County,Hawaii,15,003,66127.0
Kauai County,Hawaii,15,007,5598.0
Kalawao County,Hawaii,15,005,5.0
Maui County,Hawaii,15,009,9854.0
Ada County,Idaho,16,001,22940.0
Adams County,Idaho,16,003,195.0
Bannock County,Idaho,16,005,4768.0
Bear Lake County,Idaho,16,007,341.0
Benewah County,Idaho,16,009,430.0
Bingham County,Idaho,16,011,2335.0
Blaine County,Idaho,16,013,872.0
Boise County,Idaho,16,015,457.0
Bonner County,Idaho,16,017,2509.0
Bonneville County,Idaho,16,019,6866.0
Boundary County,Idaho,16,021,600.0
Butte County,Idaho,16,023,98.0
Camas County,Idaho,16,025,46.0
Canyon County,Idaho,16,027,9476.0
Caribou County,Idaho,16,029,407.0
Cassia County,Idaho,16,031,1237.0
Clearwater County,Idaho,16,035,471.0
Custer County,Idaho,16,037,158.0
Elmore County,Idaho,16,039,1697.0
Franklin County,Idaho,16,041,639.0
Fremont County,Idaho,16,043,919.0
Gem County,Idaho,16,045,822.0
Gooding County,Idaho,16,047,756.0
Idaho County,Idaho,16,049,850.0
Jefferson County,Idaho,16,051,1935.0
Jerome County,Idaho,16,053,752.0
Kootenai County,Idaho,16,055,10143.0
Latah County,Idaho,16,057,1681.0
Lemhi County,Idaho,16,059,464.0
Lewis County,Idaho,16,061,216.0
Lincoln County,Idaho,16,063,192.0
Madison County,Idaho,16,065,2475.0
Minidoka County,Idaho,16,067,949.0
Nez Perce County,Idaho,16,069,2512.0
Oneida County,Idaho,16,071,228.0
Owyhee County,Idaho,16,073,462.0
Payette County,Idaho,16,075,1344.0
Power County,Idaho,16,077,199.0
Shoshone County,Idaho,16,079,804.0
Teton County,Idaho,16,081,378.0
Twin Falls County,Idaho,16,083,5415.0
Valley County,Idaho,16,085,426.0
Washington County,Idaho,16,087,463.0
Adams County,Illinois,17,001,3933.0
Alexander County,Illinois,17,003,367.0
Bond County,Illinois,17,005,1043.0
Boone County,Illinois,17,007,2834.0
Brown County,Illinois,17,009,382.0
Bureau County,Illinois,17,011,2013.0
Calhoun County,Illinois,17,013,396.0
Carroll County,Illinois,17,015,923.0
Cass County,Illinois,17,017,399.0
Champaign County,Illinois,17,019,9625.0
Christian County,Illinois,17,021,1858.0
Clark County,Illinois,17,023,1302.0
Clay County,Illinois,17,025,1122.0
Clinton County,Illinois,17,027,3269.0
Coles County,Illinois,17,029,3421.0
Cook County,Illinois,17,031,219930.0
Crawford County,Illinois,17,033,1918.0
Cumberland County,Illinois,17,035,931.0
DeKalb County,Illinois,17,037,6236.0
De Witt County,Illinois,17,039,945.0
Douglas County,Illinois,17,041,976.0
DuPage County,Illinois,17,043,43190.0
Edgar County,Illinois,17,045,1159.0
Edwards County,Illinois,17,047,908.0
Effingham County,Illinois,17,049,3025.0
Fayette County,Illinois,17,051,1396.0
Ford County,Illinois,17,053,786.0
Franklin County,Illinois,17,055,2847.0
Fulton County,Illinois,17,057,2570.0
Gallatin County,Illinois,17,059,340.0
Greene County,Illinois,17,061,778.0
Grundy County,Illinois,17,063,2546.0
Hamilton County,Illinois,17,065,592.0
Hancock County,Illinois,17,067,1232.0
Hardin County,Illinois,17,069,321.0
Henderson County,Illinois,17,071,521.0
Henry County,Illinois,17,073,3562.0
Iroquois County,Illinois,17,075,1983.0
Jackson County,Illinois,17,077,3076.0
Jasper County,Illinois,17,079,971.0
Jefferson County,Illinois,17,081,2757.0
Jersey County,Illinois,17,083,1779.0
Jo Daviess County,Illinois,17,085,1283.0
Johnson County,Illinois,17,087,980.0
Kane County,Illinois,17,089,23658.0
Kankakee County,Illinois,17,091,5914.0
Kendall County,Illinois,17,093,6037.0
Knox County,Illinois,17,095,3733.0
Lake County,Illinois,17,097,27723.0
LaSalle County,Illinois,17,099,7092.0
Lawrence County,Illinois,17,101,1345.0
Lee County,Illinois,17,103,2235.0
Livingston County,Illinois,17,105,1909.0
Logan County,Illinois,17,107,1560.0
McDonough County,Illinois,17,109,1375.0
McHenry County,Illinois,17,111,17331.0
McLean County,Illinois,17,113,6843.0
Macon County,Illinois,17,115,5446.0
Macoupin County,Illinois,17,117,2642.0
Madison County,Illinois,17,119,16571.0
Marion County,Illinois,17,121,3226.0
Marshall County,Illinois,17,123,919.0
Mason County,Illinois,17,125,857.0
Massac County,Illinois,17,127,1110.0
Menard County,Illinois,17,129,845.0
Mercer County,Illinois,17,131,1009.0
Monroe County,Illinois,17,133,1949.0
Montgomery County,Illinois,17,135,1854.0
Morgan County,Illinois,17,137,1599.0
Moultrie County,Illinois,17,139,843.0
Ogle County,Illinois,17,141,3213.0
Peoria County,Illinois,17,143,11825.0
Perry County,Illinois,17,145,1622.0
Piatt County,Illinois,17,147,1020.0
Pike County,Illinois,17,149,692.0
Pope County,Illinois,17,151,307.0
Pulaski County,Illinois,17,153,429.0
Putnam County,Illinois,17,155,487.0
Randolph County,Illinois,17,157,1636.0
Richland County,Illinois,17,159,1506.0
Rock Island County,Illinois,17,161,9360.0
Saint Clair County,Illinois,17,163,18145.0
Saline County,Illinois,17,165,1825.0
Sangamon County,Illinois,17,167,11147.0
Schuyler County,Illinois,17,169,485.0
Scott County,Illinois,17,171,235.0
Shelby County,Illinois,17,173,1680.0
Stark County,Illinois,17,175,404.0
Stephenson County,Illinois,17,177,3056.0
Tazewell County,Illinois,17,179,9525.0
Union County,Illinois,17,181,1208.0
Vermilion County,Illinois,17,183,5225.0
Wabash County,Illinois,17,185,1362.0
Warren County,Illinois,17,187,1112.0
Washington County,Illinois,17,189,1340.0
Wayne County,Illinois,17,191,1598.0
White County,Illinois,17,193,1359.0
Whiteside County,Illinois,17,195,4023.0
Will County,Illinois,17,197,35983.0
Williamson County,Illinois,17,199,4887.0
Winnebago County,Illinois,17,201,15743.0
Woodford County,Illinois,17,203,2593.0
Adams County,Indiana,18,001,1554.0
Allen County,Indiana,18,003,22319.0
Bartholomew County,Indiana,18,005,4424.0
Benton County,Indiana,18,007,458.0
Blackford County,Indiana,18,009,779.0
Boone County,Indiana,18,011,2905.0
Brown County,Indiana,18,013,831.0
Carroll County,Indiana,18,015,1112.0
Cass County,Indiana,18,017,1963.0
Clark County,Indiana,18,019,7164.0
Clay County,Indiana,18,021,1864.0
Clinton County,Indiana,18,023,1461.0
Crawford County,Indiana,18,025,440.0
Daviess County,Indiana,18,027,1911.0
Dearborn County,Indiana,18,029,3241.0
Decatur County,Indiana,18,031,1416.0
DeKalb County,Indiana,18,033,2419.0
Delaware County,Indiana,18,035,5421.0
