County,State,State_FIPS,County_FIPS,some_college_less_1_year
Ketchikan Gateway Borough,Alaska,02,130,976.0
Petersburg Borough,Alaska,02,195,95.0
Prince of Wales-Hyder Census Area,Alaska,02,198,252.0
Wrangell City and Borough,Alaska,02,275,175.0
Apache County,Arizona,04,001,1260.0
Cochise County,Arizona,04,003,6718.0
Coconino County,Arizona,04,005,4645.0
Gila County,Arizona,04,007,3772.0
Graham County,Arizona,04,009,2070.0
Greenlee County,Arizona,04,011,413.0
Maricopa County,Arizona,04,013,210511.0
Mohave County,Arizona,04,015,16578.0
Navajo County,Arizona,04,017,5060.0
Pima County,Arizona,04,019,50612.0
Pinal County,Arizona,04,021,27366.0
Santa Cruz County,Arizona,04,023,1533.0
Yavapai County,Arizona,04,025,16762.0
La Paz County,Arizona,04,012,1177.0
Yuma County,Arizona,04,027,10183.0
Arkansas County,Arkansas,05,001,647.0
Ashley County,Arkansas,05,003,786.0
Baxter County,Arkansas,05,005,2845.0
Benton County,Arkansas,05,007,10538.0
Boone County,Arkansas,05,009,2474.0
Bradley County,Arkansas,05,011,223.0
Calhoun County,Arkansas,05,013,171.0
Carroll County,Arkansas,05,015,1388.0
Chicot County,Arkansas,05,017,332.0
Clark County,Arkansas,05,019,977.0
Clay County,Arkansas,05,021,836.0
Cleburne County,Arkansas,05,023,1235.0
Cleveland County,Arkansas,05,025,323.0
Columbia County,Arkansas,05,027,889.0
Conway County,Arkansas,05,029,916.0
Craighead County,Arkansas,05,031,4703.0
Crawford County,Arkansas,05,033,3719.0
Crittenden County,Arkansas,05,035,2039.0
Cross County,Arkansas,05,037,1113.0
Dallas County,Arkansas,05,039,300.0
Desha County,Arkansas,05,041,514.0
Drew County,Arkansas,05,043,564.0
Faulkner County,Arkansas,05,045,4403.0
Franklin County,Arkansas,05,047,887.0
Fulton County,Arkansas,05,049,998.0
Garland County,Arkansas,05,051,6054.0
Grant County,Arkansas,05,053,962.0
Greene County,Arkansas,05,055,2171.0
Hempstead County,Arkansas,05,057,978.0
Hot Spring County,Arkansas,05,059,2650.0
Howard County,Arkansas,05,061,435.0
Independence County,Arkansas,05,063,1725.0
Izard County,Arkansas,05,065,609.0
Jackson County,Arkansas,05,067,634.0
Jefferson County,Arkansas,05,069,3715.0
Johnson County,Arkansas,05,071,930.0
Lafayette County,Arkansas,05,073,260.0
Lawrence County,Arkansas,05,075,908.0
Lee County,Arkansas,05,077,353.0
Lincoln County,Arkansas,05,079,591.0
Little River County,Arkansas,05,081,666.0
Logan County,Arkansas,05,083,1092.0
Lonoke County,Arkansas,05,085,3513.0
Madison County,Arkansas,05,087,537.0
Marion County,Arkansas,05,089,1092.0
Miller County,Arkansas,05,091,2997.0
Mississippi County,Arkansas,05,093,2217.0
Monroe County,Arkansas,05,095,246.0
Montgomery County,Arkansas,05,097,544.0
Nevada County,Arkansas,05,099,330.0
Newton County,Arkansas,05,101,189.0
Ouachita County,Arkansas,05,103,1170.0
Perry County,Arkansas,05,105,537.0
Phillips County,Arkansas,05,107,998.0
Pike County,Arkansas,05,109,724.0
Poinsett County,Arkansas,05,111,1001.0
Polk County,Arkansas,05,113,1262.0
Pope County,Arkansas,05,115,3004.0
Prairie County,Arkansas,05,117,330.0
Pulaski County,Arkansas,05,119,16079.0
Randolph County,Arkansas,05,121,1212.0
Saint Francis County,Arkansas,05,123,1171.0
Saline County,Arkansas,05,125,5563.0
Scott County,Arkansas,05,127,688.0
Searcy County,Arkansas,05,129,345.0
Sebastian County,Arkansas,05,131,6646.0
Sevier County,Arkansas,05,133,502.0
Sharp County,Arkansas,05,135,891.0
Stone County,Arkansas,05,137,718.0
Union County,Arkansas,05,139,1571.0
Van Buren County,Arkansas,05,141,838.0
Washington County,Arkansas,05,143,7830.0
White County,Arkansas,05,145,2504.0
Woodruff County,Arkansas,05,147,300.0
Yell County,Arkansas,05,149,1072.0
Alameda County,California,06,001,50183.0
Alpine County,California,06,003,49.0
Amador County,California,06,005,2972.0
Butte County,California,06,007,13168.0
Calaveras County,California,06,009,3307.0
Colusa County,California,06,011,694.0
Contra Costa County,California,06,013,47166.0
Del Norte County,California,06,015,1535.0
El Dorado County,California,06,017,11391.0
Fresno County,California,06,019,40186.0
Glenn County,California,06,021,1244.0
Humboldt County,California,06,023,7847.0
Imperial County,California,06,025,6074.0
Inyo County,California,06,027,1080.0
Kern County,California,06,029,38134.0
Kings County,California,06,031,5354.0
Lake County,California,06,033,4406.0
Lassen County,California,06,035,2520.0
Los Angeles County,California,06,037,305982.0
Madera County,California,06,039,6652.0
Marin County,California,06,041,7444.0
Mariposa County,California,06,043,1538.0
Mendocino County,California,06,045,5625.0
Merced County,California,06,047,10951.0
Modoc County,California,06,049,932.0
Mono County,California,06,051,406.0
Monterey County,California,06,053,13245.0
Napa County,California,06,055,7035.0
Nevada County,California,06,057,6245.0
Orange County,California,06,059,115569.0
Placer County,California,06,061,19862.0
Plumas County,California,06,063,1231.0
Riverside County,California,06,065,113439.0
Sacramento County,California,06,067,72396.0
San Benito County,California,06,069,2392.0
San Bernardino County,California,06,071,99988.0
San Diego County,California,06,073,135212.0
San Francisco County,California,06,075,23035.0
San Joaquin County,California,06,077,34803.0
San Luis Obispo County,California,06,079,13644.0
San Mateo County,California,06,081,25070.0
Santa Barbara County,California,06,083,15921.0
Santa Clara County,California,06,085,51275.0
Santa Cruz County,California,06,087,10682.0
Shasta County,California,06,089,12837.0
Sierra County,California,06,091,151.0
Siskiyou County,California,06,093,2774.0
Solano County,California,06,095,24102.0
Sonoma County,California,06,097,27805.0
Stanislaus County,California,06,099,26734.0
Sutter County,California,06,101,4697.0
Tehama County,California,06,103,4482.0
Trinity County,California,06,105,661.0
Tulare County,California,06,107,16562.0
Tuolumne County,California,06,109,4571.0
Ventura County,California,06,111,35112.0
Yolo County,California,06,113,7050.0
Yuba County,California,06,115,4445.0
Alamosa County,Colorado,08,003,863.0
Archuleta County,Colorado,08,007,592.0
Baca County,Colorado,08,009,220.0
Bent County,Colorado,08,011,318.0
Chaffee County,Colorado,08,015,1311.0
Cheyenne County,Colorado,08,017,85.0
Clear Creek County,Colorado,08,019,379.0
Conejos County,Colorado,08,021,348.0
Costilla County,Colorado,08,023,185.0
Crowley County,Colorado,08,025,248.0
Custer County,Colorado,08,027,417.0
Delta County,Colorado,08,029,1585.0
Dolores County,Colorado,08,033,116.0
Douglas County,Colorado,08,035,12037.0
Eagle County,Colorado,08,037,1808.0
Elbert County,Colorado,08,039,1377.0
El Paso County,Colorado,08,041,32571.0
Fremont County,Colorado,08,043,3201.0
Garfield County,Colorado,08,045,2578.0
Gilpin County,Colorado,08,047,286.0
Grand County,Colorado,08,049,625.0
Gunnison County,Colorado,08,051,480.0
Huerfano County,Colorado,08,055,482.0
Jackson County,Colorado,08,057,100.0
Kiowa County,Colorado,08,061,72.0
Kit Carson County,Colorado,08,063,378.0
Lake County,Colorado,08,065,424.0
La Plata County,Colorado,08,067,2823.0
Larimer County,Colorado,08,069,13517.0
Las Animas County,Colorado,08,071,830.0
Lincoln County,Colorado,08,073,167.0
Logan County,Colorado,08,075,1068.0
Mesa County,Colorado,08,077,8106.0
Moffat County,Colorado,08,081,757.0
Montezuma County,Colorado,08,083,1398.0
Montrose County,Colorado,08,085,2167.0
Morgan County,Colorado,08,087,1246.0
Otero County,Colorado,08,089,1063.0
Ouray County,Colorado,08,091,184.0
Park County,Colorado,08,093,979.0
Phillips County,Colorado,08,095,160.0
Pitkin County,Colorado,08,097,563.0
Prowers County,Colorado,08,099,563.0
Pueblo County,Colorado,08,101,9419.0
Rio Blanco County,Colorado,08,103,379.0
Rio Grande County,Colorado,08,105,547.0
Routt County,Colorado,08,107,933.0
Saguache County,Colorado,08,109,260.0
San Miguel County,Colorado,08,113,175.0
Sedgwick County,Colorado,08,115,165.0
Summit County,Colorado,08,117,588.0
Teller County,Colorado,08,119,1268.0
Washington County,Colorado,08,121,270.0
Yuma County,Colorado,08,125,422.0
Adams County,Colorado,08,001,23422.0
Arapahoe County,Colorado,08,005,24880.0
Boulder County,Colorado,08,013,9313.0
Broomfield County,Colorado,08,014,2036.0
Denver County,Colorado,08,031,20857.0
Jefferson County,Colorado,08,059,25433.0
Weld County,Colorado,08,123,15505.0
Fairfield County,Connecticut,09,001,26753.0
Hartford County,Connecticut,09,003,32622.0
Litchfield County,Connecticut,09,005,8505.0
Middlesex County,Connecticut,09,007,6523.0
New Haven County,Connecticut,09,009,30009.0
New London County,Connecticut,09,011,12751.0
Tolland County,Connecticut,09,013,5839.0
Windham County,Connecticut,09,015,6386.0
Kent County,Delaware,10,001,8928.0
New Castle County,Delaware,10,003,21891.0
Sussex County,Delaware,10,005,10258.0
Alachua County,Florida,12,001,8321.0
Baker County,Florida,12,003,1595.0
Bay County,Florida,12,005,11063.0
Bradford County,Florida,12,007,1384.0
Brevard County,Florida,12,009,32545.0
Broward County,Florida,12,011,80467.0
Calhoun County,Florida,12,013,616.0
Charlotte County,Florida,12,015,13057.0
Citrus County,Florida,12,017,10023.0
Clay County,Florida,12,019,12921.0
Collier County,Florida,12,021,14063.0
Columbia County,Florida,12,023,4347.0
Miami-Dade County,Florida,12,086,76606.0
DeSoto County,Florida,12,027,1347.0
Dixie County,Florida,12,029,725.0
Duval County,Florida,12,031,47365.0
Escambia County,Florida,12,033,14683.0
Flagler County,Florida,12,035,7217.0
Franklin County,Florida,12,037,492.0
Gadsden County,Florida,12,039,1953.0
Gilchrist County,Florida,12,041,819.0
Glades County,Florida,12,043,658.0
Gulf County,Florida,12,045,1107.0
Hamilton County,Florida,12,047,557.0
Hardee County,Florida,12,049,1012.0
Hendry County,Florida,12,051,1542.0
Hernando County,Florida,12,053,11597.0
Highlands County,Florida,12,055,6428.0
Hillsborough County,Florida,12,057,54210.0
Holmes County,Florida,12,059,967.0
Indian River County,Florida,12,061,8798.0
Jackson County,Florida,12,063,2632.0
Jefferson County,Florida,12,065,782.0
Lafayette County,Florida,12,067,575.0
Lake County,Florida,12,069,19324.0
Lee County,Florida,12,071,40081.0
Leon County,Florida,12,073,10558.0
Levy County,Florida,12,075,2208.0
Liberty County,Florida,12,077,320.0
Madison County,Florida,12,079,1034.0
Manatee County,Florida,12,081,21006.0
Marion County,Florida,12,083,20731.0
Martin County,Florida,12,085,9335.0
Monroe County,Florida,12,087,3737.0
Nassau County,Florida,12,089,4495.0
Okaloosa County,Florida,12,091,11247.0
Okeechobee County,Florida,12,093,2175.0
Orange County,Florida,12,095,48052.0
Osceola County,Florida,12,097,14672.0
Palm Beach County,Florida,12,099,60258.0
Pasco County,Florida,12,101,28857.0
Pinellas County,Florida,12,103,56352.0
Polk County,Florida,12,105,32040.0
Putnam County,Florida,12,107,3176.0
Saint Johns County,Florida,12,109,12233.0
Saint Lucie County,Florida,12,111,16894.0
Santa Rosa County,Florida,12,113,10581.0
Sarasota County,Florida,12,115,22126.0
Seminole County,Florida,12,117,17780.0
Sumter County,Florida,12,119,9689.0
Suwannee County,Florida,12,121,2787.0
Taylor County,Florida,12,123,1022.0
Union County,Florida,12,125,867.0
Volusia County,Florida,12,127,35070.0
Wakulla County,Florida,12,129,1824.0
Walton County,Florida,12,131,3903.0
Washington County,Florida,12,133,1456.0
Appling County,Georgia,13,001,735.0
Atkinson County,Georgia,13,003,214.0
Bacon County,Georgia,13,005,558.0
Baker County,Georgia,13,007,102.0
Baldwin County,Georgia,13,009,1338.0
Banks County,Georgia,13,011,1006.0
Barrow County,Georgia,13,013,4954.0
Bartow County,Georgia,13,015,5204.0
Ben Hill County,Georgia,13,017,611.0
Berrien County,Georgia,13,019,708.0
Bibb County,Georgia,13,021,5347.0
Bleckley County,Georgia,13,023,371.0
Brantley County,Georgia,13,025,1044.0
Brooks County,Georgia,13,027,759.0
Bryan County,Georgia,13,029,1673.0
Bulloch County,Georgia,13,031,2638.0
Burke County,Georgia,13,033,537.0
Butts County,Georgia,13,035,835.0
Calhoun County,Georgia,13,037,196.0
Camden County,Georgia,13,039,2619.0
Candler County,Georgia,13,043,515.0
Carroll County,Georgia,13,045,5545.0
Catoosa County,Georgia,13,047,3527.0
Charlton County,Georgia,13,049,471.0
Chatham County,Georgia,13,051,12443.0
Chattahoochee County,Georgia,13,053,409.0
Chattooga County,Georgia,13,055,881.0
Cherokee County,Georgia,13,057,11109.0
Clarke County,Georgia,13,059,3041.0
Clay County,Georgia,13,061,113.0
Clayton County,Georgia,13,063,10068.0
Clinch County,Georgia,13,065,243.0
Cobb County,Georgia,13,067,22929.0
Coffee County,Georgia,13,069,1127.0
Colquitt County,Georgia,13,071,1639.0
Columbia County,Georgia,13,073,6151.0
Cook County,Georgia,13,075,581.0
Coweta County,Georgia,13,077,6783.0
Crawford County,Georgia,13,079,541.0
Crisp County,Georgia,13,081,1283.0
Dade County,Georgia,13,083,608.0
Dawson County,Georgia,13,085,1260.0
Decatur County,Georgia,13,087,904.0
DeKalb County,Georgia,13,089,19965.0
Dodge County,Georgia,13,091,699.0
Dooly County,Georgia,13,093,632.0
Dougherty County,Georgia,13,095,3992.0
Douglas County,Georgia,13,097,5790.0
Early County,Georgia,13,099,331.0
Echols County,Georgia,13,101,167.0
Effingham County,Georgia,13,103,2425.0
Elbert County,Georgia,13,105,933.0
Emanuel County,Georgia,13,107,721.0
Evans County,Georgia,13,109,459.0
Fannin County,Georgia,13,111,1465.0
Fayette County,Georgia,13,113,4395.0
Floyd County,Georgia,13,115,3438.0
Forsyth County,Georgia,13,117,7127.0
Franklin County,Georgia,13,119,1020.0
Fulton County,Georgia,13,121,24767.0
Gilmer County,Georgia,13,123,1311.0
Glascock County,Georgia,13,125,120.0
Glynn County,Georgia,13,127,4591.0
Gordon County,Georgia,13,129,2870.0
Grady County,Georgia,13,131,1165.0
Greene County,Georgia,13,133,812.0
Gwinnett County,Georgia,13,135,28952.0
Habersham County,Georgia,13,137,2148.0
Hall County,Georgia,13,139,8985.0
Hancock County,Georgia,13,141,144.0
Haralson County,Georgia,13,143,1580.0
Harris County,Georgia,13,145,1786.0
Hart County,Georgia,13,147,1171.0
Heard County,Georgia,13,149,502.0
Henry County,Georgia,13,151,9083.0
Houston County,Georgia,13,153,6686.0
Irwin County,Georgia,13,155,419.0
Jackson County,Georgia,13,157,3289.0
Jasper County,Georgia,13,159,825.0
Jeff Davis County,Georgia,13,161,730.0
Jefferson County,Georgia,13,163,367.0
Jenkins County,Georgia,13,165,368.0
Johnson County,Georgia,13,167,362.0
Jones County,Georgia,13,169,1197.0
Lamar County,Georgia,13,171,854.0
Lanier County,Georgia,13,173,272.0
Laurens County,Georgia,13,175,1437.0
Lee County,Georgia,13,177,1441.0
Liberty County,Georgia,13,179,2800.0
Lincoln County,Georgia,13,181,364.0
Long County,Georgia,13,183,892.0
Lowndes County,Georgia,13,185,3990.0
Lumpkin County,Georgia,13,187,1338.0
McDuffie County,Georgia,13,189,806.0
McIntosh County,Georgia,13,191,798.0
Macon County,Georgia,13,193,551.0
Madison County,Georgia,13,195,1176.0
Marion County,Georgia,13,197,306.0
Meriwether County,Georgia,13,199,930.0
Miller County,Georgia,13,201,190.0
Mitchell County,Georgia,13,205,1037.0
Monroe County,Georgia,13,207,1078.0
Montgomery County,Georgia,13,209,380.0
Morgan County,Georgia,13,211,651.0
Murray County,Georgia,13,213,1454.0
Muscogee County,Georgia,13,215,8903.0
Newton County,Georgia,13,217,4610.0
Oconee County,Georgia,13,219,1353.0
Oglethorpe County,Georgia,13,221,492.0
Paulding County,Georgia,13,223,8017.0
Peach County,Georgia,13,225,1018.0
Pickens County,Georgia,13,227,1326.0
Pierce County,Georgia,13,229,975.0
Pike County,Georgia,13,231,801.0
Polk County,Georgia,13,233,1771.0
Pulaski County,Georgia,13,235,574.0
Putnam County,Georgia,13,237,1057.0
Quitman County,Georgia,13,239,103.0
Rabun County,Georgia,13,241,823.0
Randolph County,Georgia,13,243,306.0
Richmond County,Georgia,13,245,7660.0
Rockdale County,Georgia,13,247,3553.0
Schley County,Georgia,13,249,212.0
Screven County,Georgia,13,251,491.0
Seminole County,Georgia,13,253,410.0
Spalding County,Georgia,13,255,2193.0
Stephens County,Georgia,13,257,966.0
Stewart County,Georgia,13,259,229.0
Sumter County,Georgia,13,261,1198.0
Talbot County,Georgia,13,263,200.0
Taliaferro County,Georgia,13,265,52.0
Tattnall County,Georgia,13,267,1083.0
Taylor County,Georgia,13,269,293.0
Telfair County,Georgia,13,271,332.0
Terrell County,Georgia,13,273,357.0
Thomas County,Georgia,13,275,2012.0
Tift County,Georgia,13,277,1364.0
Toombs County,Georgia,13,279,837.0
Towns County,Georgia,13,281,632.0
Treutlen County,Georgia,13,283,278.0
Troup County,Georgia,13,285,2759.0
Turner County,Georgia,13,287,325.0
Twiggs County,Georgia,13,289,353.0
Union County,Georgia,13,291,1820.0
Upson County,Georgia,13,293,960.0
Walker County,Georgia,13,295,2918.0
Walton County,Georgia,13,297,4258.0
Ware County,Georgia,13,299,1750.0
Warren County,Georgia,13,301,183.0
Washington County,Georgia,13,303,858.0
Wayne County,Georgia,13,305,1537.0
Webster County,Georgia,13,307,105.0
Wheeler County,Georgia,13,309,149.0
White County,Georgia,13,311,1561.0
Whitfield County,Georgia,13,313,3361.0
Wilcox County,Georgia,13,315,242.0
Wilkes County,Georgia,13,317,394.0
Wilkinson County,Georgia,13,319,311.0
Worth County,Georgia,13,321,938.0
Hawaii County,Hawaii,15,001,7534.0
Honolulu County,Hawaii,15,003,39465.0
Kauai County,Hawaii,15,007,2393.0
Kalawao County,Hawaii,15,005,6.0
Maui County,Hawaii,15,009,7568.0
Ada County,Idaho,16,001,25882.0
Adams County,Idaho,16,003,216.0
Bannock County,Idaho,16,005,4837.0
Bear Lake County,Idaho,16,007,362.0
Benewah County,Idaho,16,009,536.0
Bingham County,Idaho,16,011,2360.0
Blaine County,Idaho,16,013,611.0
Boise County,Idaho,16,015,529.0
Bonner County,Idaho,16,017,2730.0
Bonneville County,Idaho,16,019,5747.0
Boundary County,Idaho,16,021,573.0
Butte County,Idaho,16,023,159.0
Camas County,Idaho,16,025,40.0
Canyon County,Idaho,16,027,12267.0
Caribou County,Idaho,16,029,416.0
Cassia County,Idaho,16,031,1033.0
Clearwater County,Idaho,16,035,710.0
Custer County,Idaho,16,037,207.0
Elmore County,Idaho,16,039,1537.0
Franklin County,Idaho,16,041,719.0
Fremont County,Idaho,16,043,599.0
Gem County,Idaho,16,045,1071.0
Gooding County,Idaho,16,047,609.0
Idaho County,Idaho,16,049,932.0
Jefferson County,Idaho,16,051,1321.0
Jerome County,Idaho,16,053,1158.0
Kootenai County,Idaho,16,055,10043.0
Latah County,Idaho,16,057,1390.0
Lemhi County,Idaho,16,059,626.0
Lewis County,Idaho,16,061,188.0
Lincoln County,Idaho,16,063,254.0
Madison County,Idaho,16,065,1105.0
Minidoka County,Idaho,16,067,1040.0
Nez Perce County,Idaho,16,069,2558.0
Oneida County,Idaho,16,071,324.0
Owyhee County,Idaho,16,073,616.0
Payette County,Idaho,16,075,1460.0
Power County,Idaho,16,077,318.0
Shoshone County,Idaho,16,079,570.0
Teton County,Idaho,16,081,386.0
Twin Falls County,Idaho,16,083,4311.0
Valley County,Idaho,16,085,600.0
Washington County,Idaho,16,087,676.0
Adams County,Illinois,17,001,4289.0
Alexander County,Illinois,17,003,343.0
Bond County,Illinois,17,005,1042.0
Boone County,Illinois,17,007,2598.0
Brown County,Illinois,17,009,415.0
Bureau County,Illinois,17,011,2077.0
Calhoun County,Illinois,17,013,199.0
Carroll County,Illinois,17,015,1037.0
Cass County,Illinois,17,017,670.0
Champaign County,Illinois,17,019,8063.0
Christian County,Illinois,17,021,1948.0
Clark County,Illinois,17,023,874.0
Clay County,Illinois,17,025,918.0
Clinton County,Illinois,17,027,2221.0
Coles County,Illinois,17,029,3034.0
Cook County,Illinois,17,031,175879.0
Crawford County,Illinois,17,033,1118.0
Cumberland County,Illinois,17,035,692.0
DeKalb County,Illinois,17,037,5085.0
De Witt County,Illinois,17,039,974.0
Douglas County,Illinois,17,041,1039.0
DuPage County,Illinois,17,043,37410.0
Edgar County,Illinois,17,045,1030.0
Edwards County,Illinois,17,047,476.0
Effingham County,Illinois,17,049,1897.0
Fayette County,Illinois,17,051,1177.0
Ford County,Illinois,17,053,754.0
Franklin County,Illinois,17,055,3040.0
Fulton County,Illinois,17,057,2567.0
Gallatin County,Illinois,17,059,391.0
Greene County,Illinois,17,061,703.0
Grundy County,Illinois,17,063,2807.0
Hamilton County,Illinois,17,065,480.0
Hancock County,Illinois,17,067,1018.0
Hardin County,Illinois,17,069,294.0
Henderson County,Illinois,17,071,371.0
Henry County,Illinois,17,073,2779.0
Iroquois County,Illinois,17,075,1726.0
Jackson County,Illinois,17,077,2368.0
Jasper County,Illinois,17,079,530.0
Jefferson County,Illinois,17,081,2668.0
Jersey County,Illinois,17,083,924.0
Jo Daviess County,Illinois,17,085,1152.0
Johnson County,Illinois,17,087,796.0
Kane County,Illinois,17,089,26044.0
Kankakee County,Illinois,17,091,5709.0
Kendall County,Illinois,17,093,6694.0
Knox County,Illinois,17,095,2940.0
Lake County,Illinois,17,097,26692.0
LaSalle County,Illinois,17,099,7473.0
Lawrence County,Illinois,17,101,1059.0
Lee County,Illinois,17,103,2322.0
Livingston County,Illinois,17,105,1975.0
Logan County,Illinois,17,107,1667.0
McDonough County,Illinois,17,109,1345.0
McHenry County,Illinois,17,111,16265.0
McLean County,Illinois,17,113,6620.0
Macon County,Illinois,17,115,6002.0
Macoupin County,Illinois,17,117,2906.0
Madison County,Illinois,17,119,15109.0
Marion County,Illinois,17,121,2573.0
Marshall County,Illinois,17,123,831.0
Mason County,Illinois,17,125,808.0
Massac County,Illinois,17,127,1012.0
Menard County,Illinois,17,129,770.0
Mercer County,Illinois,17,131,1064.0
Monroe County,Illinois,17,133,2069.0
Montgomery County,Illinois,17,135,1631.0
Morgan County,Illinois,17,137,2230.0
Moultrie County,Illinois,17,139,908.0
Ogle County,Illinois,17,141,2927.0
Peoria County,Illinois,17,143,10117.0
Perry County,Illinois,17,145,1422.0
Piatt County,Illinois,17,147,644.0
Pike County,Illinois,17,149,1058.0
Pope County,Illinois,17,151,429.0
Pulaski County,Illinois,17,153,461.0
Putnam County,Illinois,17,155,492.0
Randolph County,Illinois,17,157,2171.0
Richland County,Illinois,17,159,1046.0
Rock Island County,Illinois,17,161,9435.0
Saint Clair County,Illinois,17,163,14919.0
Saline County,Illinois,17,165,1693.0
Sangamon County,Illinois,17,167,11507.0
Schuyler County,Illinois,17,169,438.0
Scott County,Illinois,17,171,284.0
Shelby County,Illinois,17,173,1028.0
Stark County,Illinois,17,175,300.0
Stephenson County,Illinois,17,177,3287.0
Tazewell County,Illinois,17,179,7963.0
Union County,Illinois,17,181,1220.0
Vermilion County,Illinois,17,183,4758.0
Wabash County,Illinois,17,185,758.0
Warren County,Illinois,17,187,1079.0
Washington County,Illinois,17,189,788.0
Wayne County,Illinois,17,191,983.0
White County,Illinois,17,193,1111.0
Whiteside County,Illinois,17,195,3555.0
Will County,Illinois,17,197,32729.0
Williamson County,Illinois,17,199,4353.0
Winnebago County,Illinois,17,201,18082.0
Woodford County,Illinois,17,203,1755.0
Adams County,Indiana,18,001,1389.0
Allen County,Indiana,18,003,16986.0
Bartholomew County,Indiana,18,005,3089.0
Benton County,Indiana,18,007,453.0
Blackford County,Indiana,18,009,586.0
Boone County,Indiana,18,011,2525.0
Brown County,Indiana,18,013,868.0
Carroll County,Indiana,18,015,984.0
Cass County,Indiana,18,017,1797.0
Clark County,Indiana,18,019,6359.0
Clay County,Indiana,18,021,1454.0
Clinton County,Indiana,18,023,1607.0
Crawford County,Indiana,18,025,479.0
Daviess County,Indiana,18,027,1131.0
Dearborn County,Indiana,18,029,2178.0
Decatur County,Indiana,18,031,1222.0
DeKalb County,Indiana,18,033,1921.0
Delaware County,Indiana,18,035,5074.0
