County,State,State_FIPS,County_FIPS,professional_degree
Bradley County,Arkansas,05,011,51
Calhoun County,Arkansas,05,013,4
Carroll County,Arkansas,05,015,154
Chicot County,Arkansas,05,017,52
Clark County,Arkansas,05,019,240
Clay County,Arkansas,05,021,41
Cleburne County,Arkansas,05,023,189
Cleveland County,Arkansas,05,025,20
Columbia County,Arkansas,05,027,93
Conway County,Arkansas,05,029,139
Craighead County,Arkansas,05,031,1079
Crawford County,Arkansas,05,033,228
Crittenden County,Arkansas,05,035,160
Cross County,Arkansas,05,037,42
Dallas County,Arkansas,05,039,32
Desha County,Arkansas,05,041,7
Drew County,Arkansas,05,043,60
Faulkner County,Arkansas,05,045,680
Franklin County,Arkansas,05,047,111
Fulton County,Arkansas,05,049,64
Garland County,Arkansas,05,051,1123
Grant County,Arkansas,05,053,112
Greene County,Arkansas,05,055,253
Hempstead County,Arkansas,05,057,46
Hot Spring County,Arkansas,05,059,37
Howard County,Arkansas,05,061,61
Independence County,Arkansas,05,063,232
Izard County,Arkansas,05,065,61
Jackson County,Arkansas,05,067,31
Jefferson County,Arkansas,05,069,462
Johnson County,Arkansas,05,071,111
Lafayette County,Arkansas,05,073,12
Lawrence County,Arkansas,05,075,66
Lee County,Arkansas,05,077,28
Lincoln County,Arkansas,05,079,18
Little River County,Arkansas,05,081,23
Logan County,Arkansas,05,083,34
Lonoke County,Arkansas,05,085,222
Madison County,Arkansas,05,087,34
Marion County,Arkansas,05,089,123
Miller County,Arkansas,05,091,81
Mississippi County,Arkansas,05,093,181
Monroe County,Arkansas,05,095,29
Montgomery County,Arkansas,05,097,42
Nevada County,Arkansas,05,099,0
Newton County,Arkansas,05,101,19
Ouachita County,Arkansas,05,103,70
Perry County,Arkansas,05,105,35
Phillips County,Arkansas,05,107,114
Pike County,Arkansas,05,109,52
Poinsett County,Arkansas,05,111,66
Polk County,Arkansas,05,113,108
Pope County,Arkansas,05,115,292
Prairie County,Arkansas,05,117,13
Pulaski County,Arkansas,05,119,7393
Randolph County,Arkansas,05,121,99
Saint Francis County,Arkansas,05,123,88
Saline County,Arkansas,05,125,811
Scott County,Arkansas,05,127,27
Searcy County,Arkansas,05,129,36
Sebastian County,Arkansas,05,131,1205
Sevier County,Arkansas,05,133,34
Sharp County,Arkansas,05,135,54
Stone County,Arkansas,05,137,42
Union County,Arkansas,05,139,261
Van Buren County,Arkansas,05,141,96
Washington County,Arkansas,05,143,2210
White County,Arkansas,05,145,411
Woodruff County,Arkansas,05,147,15
Yell County,Arkansas,05,149,66
Alameda County,California,06,001,27561
Alpine County,California,06,003,14
Amador County,California,06,005,417
Butte County,California,06,007,2598
Calaveras County,California,06,009,513
Colusa County,California,06,011,77
Contra Costa County,California,06,013,21327
Del Norte County,California,06,015,141
El Dorado County,California,06,017,2869
Fresno County,California,06,019,9196
Glenn County,California,06,021,217
Humboldt County,California,06,023,1458
Imperial County,California,06,025,878
Inyo County,California,06,027,221
Kern County,California,06,029,5069
Kings County,California,06,031,699
Lake County,California,06,033,390
Lassen County,California,06,035,295
Los Angeles County,California,06,037,153053
Madera County,California,06,039,873
Marin County,California,06,041,11411
Mariposa County,California,06,043,193
Mendocino County,California,06,045,1188
Merced County,California,06,047,1961
Modoc County,California,06,049,106
Mono County,California,06,051,151
Monterey County,California,06,053,4482
Napa County,California,06,055,2503
Nevada County,California,06,057,1849
Orange County,California,06,059,53938
Placer County,California,06,061,5541
Plumas County,California,06,063,139
Riverside County,California,06,065,18309
Sacramento County,California,06,067,19794
San Benito County,California,06,069,403
San Bernardino County,California,06,071,14504
San Diego County,California,06,073,52316
San Francisco County,California,06,075,30763
San Joaquin County,California,06,077,5391
San Luis Obispo County,California,06,079,4423
San Mateo County,California,06,081,17241
Santa Barbara County,California,06,083,6557
Santa Clara County,California,06,085,31646
Santa Cruz County,California,06,087,4287
Shasta County,California,06,089,1790
Sierra County,California,06,091,15
Siskiyou County,California,06,093,555
Solano County,California,06,095,4258
Sonoma County,California,06,097,8782
Stanislaus County,California,06,099,4389
Sutter County,California,06,101,774
Tehama County,California,06,103,463
Trinity County,California,06,105,87
Tulare County,California,06,107,2951
Tuolumne County,California,06,109,433
Ventura County,California,06,111,12367
Yolo County,California,06,113,4604
Yuba County,California,06,115,404
Alamosa County,Colorado,08,003,186
Archuleta County,Colorado,08,007,183
Baca County,Colorado,08,009,9
Bent County,Colorado,08,011,17
Chaffee County,Colorado,08,015,296
Cheyenne County,Colorado,08,017,0
Clear Creek County,Colorado,08,019,53
Conejos County,Colorado,08,021,44
Costilla County,Colorado,08,023,19
Crowley County,Colorado,08,025,28
Custer County,Colorado,08,027,47
Delta County,Colorado,08,029,148
Dolores County,Colorado,08,033,0
Douglas County,Colorado,08,035,4867
Eagle County,Colorado,08,037,1001
Elbert County,Colorado,08,039,179
El Paso County,Colorado,08,041,6651
Fremont County,Colorado,08,043,294
Garfield County,Colorado,08,045,514
Gilpin County,Colorado,08,047,57
Grand County,Colorado,08,049,142
Gunnison County,Colorado,08,051,180
Huerfano County,Colorado,08,055,45
Jackson County,Colorado,08,057,9
Kiowa County,Colorado,08,061,6
Kit Carson County,Colorado,08,063,67
Lake County,Colorado,08,065,13
La Plata County,Colorado,08,067,1108
Larimer County,Colorado,08,069,4526
Las Animas County,Colorado,08,071,114
Lincoln County,Colorado,08,073,16
Logan County,Colorado,08,075,179
Mesa County,Colorado,08,077,1355
Moffat County,Colorado,08,081,44
Montezuma County,Colorado,08,083,179
Montrose County,Colorado,08,085,347
Morgan County,Colorado,08,087,184
Otero County,Colorado,08,089,98
Ouray County,Colorado,08,091,62
Park County,Colorado,08,093,124
Phillips County,Colorado,08,095,19
Pitkin County,Colorado,08,097,575
Prowers County,Colorado,08,099,63
Pueblo County,Colorado,08,101,1069
Rio Blanco County,Colorado,08,103,1
Rio Grande County,Colorado,08,105,96
Routt County,Colorado,08,107,631
Saguache County,Colorado,08,109,38
San Miguel County,Colorado,08,113,155
Sedgwick County,Colorado,08,115,8
Summit County,Colorado,08,117,351
Teller County,Colorado,08,119,321
Washington County,Colorado,08,121,11
Yuma County,Colorado,08,125,30
Adams County,Colorado,08,001,2425
Arapahoe County,Colorado,08,005,9114
Boulder County,Colorado,08,013,6796
Broomfield County,Colorado,08,014,830
Denver County,Colorado,08,031,16415
Jefferson County,Colorado,08,059,8054
Weld County,Colorado,08,123,1625
Fairfield County,Connecticut,09,001,22282
Hartford County,Connecticut,09,003,18306
Litchfield County,Connecticut,09,005,3260
Middlesex County,Connecticut,09,007,3051
New Haven County,Connecticut,09,009,16512
New London County,Connecticut,09,011,4004
Tolland County,Connecticut,09,013,2096
Windham County,Connecticut,09,015,1013
Kent County,Delaware,10,001,893
New Castle County,Delaware,10,003,7954
Sussex County,Delaware,10,005,2240
Alachua County,Florida,12,001,5784
Baker County,Florida,12,003,17
Bay County,Florida,12,005,1207
Bradford County,Florida,12,007,160
Brevard County,Florida,12,009,5774
Broward County,Florida,12,011,29741
Calhoun County,Florida,12,013,7
Charlotte County,Florida,12,015,2076
Citrus County,Florida,12,017,1521
Clay County,Florida,12,019,1402
Collier County,Florida,12,021,7780
Columbia County,Florida,12,023,472
Miami-Dade County,Florida,12,086,46318
DeSoto County,Florida,12,027,145
Dixie County,Florida,12,029,34
Duval County,Florida,12,031,9368
Escambia County,Florida,12,033,2699
Flagler County,Florida,12,035,746
Franklin County,Florida,12,037,114
Gadsden County,Florida,12,039,155
Gilchrist County,Florida,12,041,70
Glades County,Florida,12,043,76
Gulf County,Florida,12,045,90
Hamilton County,Florida,12,047,54
Hardee County,Florida,12,049,63
Hendry County,Florida,12,051,56
Hernando County,Florida,12,053,1023
Highlands County,Florida,12,055,833
Hillsborough County,Florida,12,057,16908
Holmes County,Florida,12,059,96
Indian River County,Florida,12,061,2239
Jackson County,Florida,12,063,316
Jefferson County,Florida,12,065,64
Lafayette County,Florida,12,067,26
Lake County,Florida,12,069,2802
Lee County,Florida,12,071,8576
Leon County,Florida,12,073,5284
Levy County,Florida,12,075,253
Liberty County,Florida,12,077,0
Madison County,Florida,12,079,56
Manatee County,Florida,12,081,4659
Marion County,Florida,12,083,3052
Martin County,Florida,12,085,2931
Monroe County,Florida,12,087,1323
Nassau County,Florida,12,089,714
Okaloosa County,Florida,12,091,1799
Okeechobee County,Florida,12,093,295
Orange County,Florida,12,095,13736
Osceola County,Florida,12,097,1256
Palm Beach County,Florida,12,099,29146
Pasco County,Florida,12,101,3098
Pinellas County,Florida,12,103,13024
Polk County,Florida,12,105,3936
Putnam County,Florida,12,107,368
Saint Johns County,Florida,12,109,3161
Saint Lucie County,Florida,12,111,2130
Santa Rosa County,Florida,12,113,1019
Sarasota County,Florida,12,115,7243
Seminole County,Florida,12,117,5914
Sumter County,Florida,12,119,858
Suwannee County,Florida,12,121,116
Taylor County,Florida,12,123,73
Union County,Florida,12,125,56
Volusia County,Florida,12,127,4557
Wakulla County,Florida,12,129,85
Walton County,Florida,12,131,474
Washington County,Florida,12,133,59
Appling County,Georgia,13,001,97
Atkinson County,Georgia,13,003,22
Bacon County,Georgia,13,005,86
Baker County,Georgia,13,007,4
Baldwin County,Georgia,13,009,375
Banks County,Georgia,13,011,101
Barrow County,Georgia,13,013,366
Bartow County,Georgia,13,015,841
Ben Hill County,Georgia,13,017,108
Berrien County,Georgia,13,019,67
Bibb County,Georgia,13,021,2091
Bleckley County,Georgia,13,023,33
Brantley County,Georgia,13,025,117
Brooks County,Georgia,13,027,90
Bryan County,Georgia,13,029,336
Bulloch County,Georgia,13,031,513
Burke County,Georgia,13,033,87
Butts County,Georgia,13,035,143
Calhoun County,Georgia,13,037,0
Camden County,Georgia,13,039,331
Candler County,Georgia,13,043,88
Carroll County,Georgia,13,045,967
Catoosa County,Georgia,13,047,393
Charlton County,Georgia,13,049,29
Chatham County,Georgia,13,051,3529
Chattahoochee County,Georgia,13,053,134
Chattooga County,Georgia,13,055,143
Cherokee County,Georgia,13,057,2238
Clarke County,Georgia,13,059,2085
Clay County,Georgia,13,061,14
Clayton County,Georgia,13,063,1334
Clinch County,Georgia,13,065,94
Cobb County,Georgia,13,067,10905
Coffee County,Georgia,13,069,177
Colquitt County,Georgia,13,071,286
Columbia County,Georgia,13,073,2410
Cook County,Georgia,13,075,81
Coweta County,Georgia,13,077,1041
Crawford County,Georgia,13,079,83
Crisp County,Georgia,13,081,192
Dade County,Georgia,13,083,53
Dawson County,Georgia,13,085,191
Decatur County,Georgia,13,087,185
DeKalb County,Georgia,13,089,14341
Dodge County,Georgia,13,091,148
Dooly County,Georgia,13,093,93
Dougherty County,Georgia,13,095,1128
Douglas County,Georgia,13,097,1124
Early County,Georgia,13,099,72
Echols County,Georgia,13,101,15
Effingham County,Georgia,13,103,254
Elbert County,Georgia,13,105,157
Emanuel County,Georgia,13,107,110
Evans County,Georgia,13,109,43
Fannin County,Georgia,13,111,228
Fayette County,Georgia,13,113,1784
Floyd County,Georgia,13,115,1397
Forsyth County,Georgia,13,117,2009
Franklin County,Georgia,13,119,163
Fulton County,Georgia,13,121,22326
Gilmer County,Georgia,13,123,227
Glascock County,Georgia,13,125,11
Glynn County,Georgia,13,127,1362
Gordon County,Georgia,13,129,484
Grady County,Georgia,13,131,94
Greene County,Georgia,13,133,161
Gwinnett County,Georgia,13,135,8799
Habersham County,Georgia,13,137,481
Hall County,Georgia,13,139,2336
Hancock County,Georgia,13,141,15
Haralson County,Georgia,13,143,157
Harris County,Georgia,13,145,668
Hart County,Georgia,13,147,282
Heard County,Georgia,13,149,33
Henry County,Georgia,13,151,1542
Houston County,Georgia,13,153,1200
Irwin County,Georgia,13,155,57
Jackson County,Georgia,13,157,559
Jasper County,Georgia,13,159,50
Jeff Davis County,Georgia,13,161,109
Jefferson County,Georgia,13,163,68
Jenkins County,Georgia,13,165,32
Johnson County,Georgia,13,167,8
Jones County,Georgia,13,169,232
Lamar County,Georgia,13,171,75
Lanier County,Georgia,13,173,154
Laurens County,Georgia,13,175,480
Lee County,Georgia,13,177,277
Liberty County,Georgia,13,179,263
Lincoln County,Georgia,13,181,67
Long County,Georgia,13,183,9
Lowndes County,Georgia,13,185,1018
Lumpkin County,Georgia,13,187,261
McDuffie County,Georgia,13,189,114
McIntosh County,Georgia,13,191,101
Macon County,Georgia,13,193,61
Madison County,Georgia,13,195,119
Marion County,Georgia,13,197,70
Meriwether County,Georgia,13,199,119
Miller County,Georgia,13,201,35
Mitchell County,Georgia,13,205,39
Monroe County,Georgia,13,207,292
Montgomery County,Georgia,13,209,121
Morgan County,Georgia,13,211,198
Murray County,Georgia,13,213,298
Muscogee County,Georgia,13,215,1972
Newton County,Georgia,13,217,788
Oconee County,Georgia,13,219,1057
Oglethorpe County,Georgia,13,221,170
Paulding County,Georgia,13,223,1455
Peach County,Georgia,13,225,88
Pickens County,Georgia,13,227,297
Pierce County,Georgia,13,229,172
Pike County,Georgia,13,231,139
Polk County,Georgia,13,233,323
Pulaski County,Georgia,13,235,89
Putnam County,Georgia,13,237,198
Quitman County,Georgia,13,239,5
Rabun County,Georgia,13,241,166
Randolph County,Georgia,13,243,6
Richmond County,Georgia,13,245,2065
Rockdale County,Georgia,13,247,971
Schley County,Georgia,13,249,32
Screven County,Georgia,13,251,106
Seminole County,Georgia,13,253,32
Spalding County,Georgia,13,255,488
Stephens County,Georgia,13,257,227
Stewart County,Georgia,13,259,11
Sumter County,Georgia,13,261,444
Talbot County,Georgia,13,263,104
Taliaferro County,Georgia,13,265,4
Tattnall County,Georgia,13,267,171
Taylor County,Georgia,13,269,26
Telfair County,Georgia,13,271,119
Terrell County,Georgia,13,273,55
Thomas County,Georgia,13,275,499
Tift County,Georgia,13,277,444
Toombs County,Georgia,13,279,374
Towns County,Georgia,13,281,229
Treutlen County,Georgia,13,283,24
Troup County,Georgia,13,285,705
Turner County,Georgia,13,287,108
Twiggs County,Georgia,13,289,24
Union County,Georgia,13,291,353
Upson County,Georgia,13,293,187
Walker County,Georgia,13,295,532
Walton County,Georgia,13,297,620
Ware County,Georgia,13,299,353
Warren County,Georgia,13,301,0
Washington County,Georgia,13,303,52
Wayne County,Georgia,13,305,175
Webster County,Georgia,13,307,17
Wheeler County,Georgia,13,309,62
White County,Georgia,13,311,380
Whitfield County,Georgia,13,313,919
Wilcox County,Georgia,13,315,10
Wilkes County,Georgia,13,317,176
Wilkinson County,Georgia,13,319,47
Worth County,Georgia,13,321,72
Hawaii County,Hawaii,15,001,1963
Honolulu County,Hawaii,15,003,15829
Kauai County,Hawaii,15,007,913
Kalawao County,Hawaii,15,005,0
Maui County,Hawaii,15,009,2146
Ada County,Idaho,16,001,5835
Adams County,Idaho,16,003,8
Bannock County,Idaho,16,005,661
Bear Lake County,Idaho,16,007,23
Benewah County,Idaho,16,009,58
Bingham County,Idaho,16,011,223
Blaine County,Idaho,16,013,330
Boise County,Idaho,16,015,121
Bonner County,Idaho,16,017,520
Bonneville County,Idaho,16,019,761
Boundary County,Idaho,16,021,61
Butte County,Idaho,16,023,0
Camas County,Idaho,16,025,6
Canyon County,Idaho,16,027,725
Caribou County,Idaho,16,029,48
Cassia County,Idaho,16,031,90
Clearwater County,Idaho,16,035,75
Custer County,Idaho,16,037,74
Elmore County,Idaho,16,039,116
Franklin County,Idaho,16,041,49
Fremont County,Idaho,16,043,11
Gem County,Idaho,16,045,42
Gooding County,Idaho,16,047,139
Idaho County,Idaho,16,049,77
Jefferson County,Idaho,16,051,150
Jerome County,Idaho,16,053,38
Kootenai County,Idaho,16,055,1428
Latah County,Idaho,16,057,461
Lemhi County,Idaho,16,059,63
Lewis County,Idaho,16,061,5
Lincoln County,Idaho,16,063,7
Madison County,Idaho,16,065,139
Minidoka County,Idaho,16,067,193
Nez Perce County,Idaho,16,069,317
Oneida County,Idaho,16,071,17
Owyhee County,Idaho,16,073,10
Payette County,Idaho,16,075,110
Power County,Idaho,16,077,19
Shoshone County,Idaho,16,079,61
Teton County,Idaho,16,081,150
Twin Falls County,Idaho,16,083,493
Valley County,Idaho,16,085,26
Washington County,Idaho,16,087,56
Adams County,Illinois,17,001,390
Alexander County,Illinois,17,003,3
Bond County,Illinois,17,005,127
Boone County,Illinois,17,007,539
Brown County,Illinois,17,009,4
Bureau County,Illinois,17,011,332
Calhoun County,Illinois,17,013,33
Carroll County,Illinois,17,015,73
Cass County,Illinois,17,017,98
Champaign County,Illinois,17,019,2705
Christian County,Illinois,17,021,219
Clark County,Illinois,17,023,80
Clay County,Illinois,17,025,113
Clinton County,Illinois,17,027,108
Coles County,Illinois,17,029,340
Cook County,Illinois,17,031,97071
Crawford County,Illinois,17,033,119
Cumberland County,Illinois,17,035,20
DeKalb County,Illinois,17,037,870
De Witt County,Illinois,17,039,111
Douglas County,Illinois,17,041,31
DuPage County,Illinois,17,043,18904
Edgar County,Illinois,17,045,64
Edwards County,Illinois,17,047,22
Effingham County,Illinois,17,049,179
Fayette County,Illinois,17,051,121
Ford County,Illinois,17,053,43
Franklin County,Illinois,17,055,191
Fulton County,Illinois,17,057,122
Gallatin County,Illinois,17,059,24
Greene County,Illinois,17,061,91
Grundy County,Illinois,17,063,272
Hamilton County,Illinois,17,065,89
Hancock County,Illinois,17,067,83
Hardin County,Illinois,17,069,31
Henderson County,Illinois,17,071,26
Henry County,Illinois,17,073,332
Iroquois County,Illinois,17,075,124
Jackson County,Illinois,17,077,828
Jasper County,Illinois,17,079,28
Jefferson County,Illinois,17,081,320
Jersey County,Illinois,17,083,77
Jo Daviess County,Illinois,17,085,160
Johnson County,Illinois,17,087,28
Kane County,Illinois,17,089,5041
Kankakee County,Illinois,17,091,631
Kendall County,Illinois,17,093,1042
Knox County,Illinois,17,095,245
Lake County,Illinois,17,097,14050
LaSalle County,Illinois,17,099,551
Lawrence County,Illinois,17,101,90
Lee County,Illinois,17,103,201
Livingston County,Illinois,17,105,156
Logan County,Illinois,17,107,139
McDonough County,Illinois,17,109,188
McHenry County,Illinois,17,111,2835
McLean County,Illinois,17,113,1692
Macon County,Illinois,17,115,1029
Macoupin County,Illinois,17,117,231
Madison County,Illinois,17,119,2137
Marion County,Illinois,17,121,143
Marshall County,Illinois,17,123,83
Mason County,Illinois,17,125,107
Massac County,Illinois,17,127,86
Menard County,Illinois,17,129,59
Mercer County,Illinois,17,131,80
Monroe County,Illinois,17,133,285
Montgomery County,Illinois,17,135,187
Morgan County,Illinois,17,137,213
Moultrie County,Illinois,17,139,54
Ogle County,Illinois,17,141,418
Peoria County,Illinois,17,143,2448
Perry County,Illinois,17,145,97
Piatt County,Illinois,17,147,112
Pike County,Illinois,17,149,114
Pope County,Illinois,17,151,26
Pulaski County,Illinois,17,153,0
Putnam County,Illinois,17,155,35
Randolph County,Illinois,17,157,176
Richland County,Illinois,17,159,75
Rock Island County,Illinois,17,161,1005
Saint Clair County,Illinois,17,163,2185
Saline County,Illinois,17,165,82
Sangamon County,Illinois,17,167,2999
Schuyler County,Illinois,17,169,32
Scott County,Illinois,17,171,19
Shelby County,Illinois,17,173,100
Stark County,Illinois,17,175,15
Stephenson County,Illinois,17,177,200
Tazewell County,Illinois,17,179,1013
Union County,Illinois,17,181,154
Vermilion County,Illinois,17,183,423
Wabash County,Illinois,17,185,43
Warren County,Illinois,17,187,74
Washington County,Illinois,17,189,125
Wayne County,Illinois,17,191,96
White County,Illinois,17,193,65
Whiteside County,Illinois,17,195,332
Will County,Illinois,17,197,6722
Williamson County,Illinois,17,199,772
Winnebago County,Illinois,17,201,2762
Woodford County,Illinois,17,203,176
Adams County,Indiana,18,001,118
Allen County,Indiana,18,003,3483
Bartholomew County,Indiana,18,005,557
Benton County,Indiana,18,007,52
Blackford County,Indiana,18,009,57
Boone County,Indiana,18,011,1910
Brown County,Indiana,18,013,164
Carroll County,Indiana,18,015,175
Cass County,Indiana,18,017,261
Clark County,Indiana,18,019,915
Clay County,Indiana,18,021,98
Clinton County,Indiana,18,023,156
Crawford County,Indiana,18,025,33
Daviess County,Indiana,18,027,140
Dearborn County,Indiana,18,029,293
Decatur County,Indiana,18,031,93
DeKalb County,Indiana,18,033,214
Delaware County,Indiana,18,035,788
Dubois County,Indiana,18,037,187
Elkhart County,Indiana,18,039,1213
Fayette County,Indiana,18,041,107
Floyd County,Indiana,18,043,528
Fountain County,Indiana,18,045,91
Franklin County,Indiana,18,047,72
Fulton County,Indiana,18,049,42
Gibson County,Indiana,18,051,119
Grant County,Indiana,18,053,419
Greene County,Indiana,18,055,109
Hamilton County,Indiana,18,057,6655
Hancock County,Indiana,18,059,608
Harrison County,Indiana,18,061,265
Hendricks County,Indiana,18,063,1163
Henry County,Indiana,18,065,193
Howard County,Indiana,18,067,560
Huntington County,Indiana,18,069,197
Jackson County,Indiana,18,071,179
Jasper County,Indiana,18,073,102
Jay County,Indiana,18,075,60
Jefferson County,Indiana,18,077,265
Jennings County,Indiana,18,079,28
Johnson County,Indiana,18,081,1498
Knox County,Indiana,18,083,235
Kosciusko County,Indiana,18,085,616
LaGrange County,Indiana,18,087,80
Lake County,Indiana,18,089,3811
LaPorte County,Indiana,18,091,787
Lawrence County,Indiana,18,093,282
Madison County,Indiana,18,095,629
Marion County,Indiana,18,097,11048
Marshall County,Indiana,18,099,297
Martin County,Indiana,18,101,26
Miami County,Indiana,18,103,153
Monroe County,Indiana,18,105,1632
Montgomery County,Indiana,18,107,176
Morgan County,Indiana,18,109,190
Newton County,Indiana,18,111,55
Noble County,Indiana,18,113,187
Ohio County,Indiana,18,115,35
Orange County,Indiana,18,117,128
Owen County,Indiana,18,119,58
Parke County,Indiana,18,121,32
Perry County,Indiana,18,123,59
Pike County,Indiana,18,125,42
Porter County,Indiana,18,127,1729
Posey County,Indiana,18,129,150
Pulaski County,Indiana,18,131,88
Putnam County,Indiana,18,133,329
Randolph County,Indiana,18,135,21
Ripley County,Indiana,18,137,118
Rush County,Indiana,18,139,34
Saint Joseph County,Indiana,18,141,2539
Scott County,Indiana,18,143,100
Shelby County,Indiana,18,145,161
Spencer County,Indiana,18,147,100
Starke County,Indiana,18,149,71
Steuben County,Indiana,18,151,228
Sullivan County,Indiana,18,153,71
Switzerland County,Indiana,18,155,26
Tippecanoe County,Indiana,18,157,1701
Tipton County,Indiana,18,159,47
Union County,Indiana,18,161,83
Vanderburgh County,Indiana,18,163,1311
Vermillion County,Indiana,18,165,47
Vigo County,Indiana,18,167,979
Wabash County,Indiana,18,169,168
Warren County,Indiana,18,171,46
Warrick County,Indiana,18,173,655
Washington County,Indiana,18,175,128
Wayne County,Indiana,18,177,390
Wells County,Indiana,18,179,151
White County,Indiana,18,181,119
Whitley County,Indiana,18,183,138
Adair County,Iowa,19,001,50
Adams County,Iowa,19,003,32
Allamakee County,Iowa,19,005,66
Appanoose County,Iowa,19,007,92
Audubon County,Iowa,19,009,39
Benton County,Iowa,19,011,85
Black Hawk County,Iowa,19,013,1016
Boone County,Iowa,19,015,170
Bremer County,Iowa,19,017,251
Buchanan County,Iowa,19,019,125
Buena Vista County,Iowa,19,021,134
Butler County,Iowa,19,023,45
Calhoun County,Iowa,19,025,123
Carroll County,Iowa,19,027,94
Cass County,Iowa,19,029,59
Cedar County,Iowa,19,031,162
Cerro Gordo County,Iowa,19,033,523
Cherokee County,Iowa,19,035,79
Chickasaw County,Iowa,19,037,51
Clarke County,Iowa,19,039,23
Clay County,Iowa,19,041,91
Clayton County,Iowa,19,043,103
Clinton County,Iowa,19,045,353
Crawford County,Iowa,19,047,74
