County,State,State_FIPS,County_FIPS,masters_degree
Juneau City and Borough,Alaska,02,110,2067.0
Kenai Peninsula Borough,Alaska,02,122,3056.0
Kodiak Island Borough,Alaska,02,150,857.0
Matanuska-Susitna Borough,Alaska,02,170,3760.0
Nome Census Area,Alaska,02,180,354.0
North Slope Borough,Alaska,02,185,305.0
Sitka City and Borough,Alaska,02,220,554.0
Southeast Fairbanks Census Area,Alaska,02,240,377.0
Valdez-Cordova Census Area,Alaska,02,261,840.0
Wade Hampton Census Area,Alaska,02,270,
Northwest Arctic Borough,Alaska,02,188,195.0
Aleutians East Borough,Alaska,02,013,80.0
Aleutians West Census Area,Alaska,02,016,92.0
Dillingham Census Area,Alaska,02,070,187.0
Lake and Peninsula Borough,Alaska,02,164,39.0
Denali Borough,Alaska,02,068,223.0
Yukon-Koyukuk Census Area,Alaska,02,290,179.0
Hoonah-Angoon Census Area,Alaska,02,105,92.0
Skagway Municipality,Alaska,02,230,35.0
Yakutat City and Borough,Alaska,02,282,12.0
Ketchikan Gateway Borough,Alaska,02,130,581.0
Petersburg Borough,Alaska,02,195,114.0
Prince of Wales-Hyder Census Area,Alaska,02,198,220.0
Wrangell City and Borough,Alaska,02,275,107.0
Apache County,Arizona,04,001,1623.0
Cochise County,Arizona,04,003,6313.0
Coconino County,Arizona,04,005,9001.0
Gila County,Arizona,04,007,2037.0
Graham County,Arizona,04,009,1004.0
Greenlee County,Arizona,04,011,154.0
Maricopa County,Arizona,04,013,248997.0
Mohave County,Arizona,04,015,4936.0
Navajo County,Arizona,04,017,3540.0
Pima County,Arizona,04,019,64709.0
Pinal County,Arizona,04,021,15382.0
Santa Cruz County,Arizona,04,023,1468.0
Yavapai County,Arizona,04,025,13220.0
La Paz County,Arizona,04,012,628.0
Yuma County,Arizona,04,027,5455.0
Arkansas County,Arkansas,05,001,436.0
Ashley County,Arkansas,05,003,422.0
Baxter County,Arkansas,05,005,1579.0
Benton County,Arkansas,05,007,15106.0
Boone County,Arkansas,05,009,1089.0
Bradley County,Arkansas,05,011,245.0
Calhoun County,Arkansas,05,013,85.0
Carroll County,Arkansas,05,015,835.0
Chicot County,Arkansas,05,017,259.0
Clark County,Arkansas,05,019,846.0
Clay County,Arkansas,05,021,503.0
Cleburne County,Arkansas,05,023,804.0
Cleveland County,Arkansas,05,025,256.0
Columbia County,Arkansas,05,027,679.0
Conway County,Arkansas,05,029,519.0
Craighead County,Arkansas,05,031,4364.0
Crawford County,Arkansas,05,033,1533.0
Crittenden County,Arkansas,05,035,1231.0
Cross County,Arkansas,05,037,564.0
Dallas County,Arkansas,05,039,94.0
Desha County,Arkansas,05,041,205.0
Drew County,Arkansas,05,043,691.0
Faulkner County,Arkansas,05,045,6394.0
Franklin County,Arkansas,05,047,241.0
Fulton County,Arkansas,05,049,221.0
Garland County,Arkansas,05,051,3916.0
Grant County,Arkansas,05,053,673.0
Greene County,Arkansas,05,055,1272.0
Hempstead County,Arkansas,05,057,602.0
Hot Spring County,Arkansas,05,059,907.0
Howard County,Arkansas,05,061,227.0
Independence County,Arkansas,05,063,1063.0
Izard County,Arkansas,05,065,371.0
Jackson County,Arkansas,05,067,391.0
Jefferson County,Arkansas,05,069,2281.0
Johnson County,Arkansas,05,071,805.0
Lafayette County,Arkansas,05,073,143.0
Lawrence County,Arkansas,05,075,460.0
Lee County,Arkansas,05,077,122.0
Lincoln County,Arkansas,05,079,255.0
Little River County,Arkansas,05,081,364.0
Logan County,Arkansas,05,083,591.0
Lonoke County,Arkansas,05,085,2530.0
Madison County,Arkansas,05,087,438.0
Marion County,Arkansas,05,089,631.0
Miller County,Arkansas,05,091,1196.0
Mississippi County,Arkansas,05,093,982.0
Monroe County,Arkansas,05,095,112.0
Montgomery County,Arkansas,05,097,302.0
Nevada County,Arkansas,05,099,175.0
Newton County,Arkansas,05,101,291.0
Ouachita County,Arkansas,05,103,789.0
Perry County,Arkansas,05,105,225.0
Phillips County,Arkansas,05,107,461.0
Pike County,Arkansas,05,109,408.0
Poinsett County,Arkansas,05,111,401.0
Polk County,Arkansas,05,113,598.0
Pope County,Arkansas,05,115,2388.0
Prairie County,Arkansas,05,117,203.0
Pulaski County,Arkansas,05,119,23588.0
Randolph County,Arkansas,05,121,526.0
Saint Francis County,Arkansas,05,123,515.0
Saline County,Arkansas,05,125,5881.0
Scott County,Arkansas,05,127,205.0
Searcy County,Arkansas,05,129,139.0
Sebastian County,Arkansas,05,131,3744.0
Sevier County,Arkansas,05,133,436.0
Sharp County,Arkansas,05,135,343.0
Stone County,Arkansas,05,137,349.0
Union County,Arkansas,05,139,1225.0
Van Buren County,Arkansas,05,141,495.0
Washington County,Arkansas,05,143,12243.0
White County,Arkansas,05,145,2986.0
Woodruff County,Arkansas,05,147,159.0
Yell County,Arkansas,05,149,392.0
Alameda County,California,06,001,164717.0
Alpine County,California,06,003,58.0
Amador County,California,06,005,1075.0
Butte County,California,06,007,8461.0
Calaveras County,California,06,009,1493.0
Colusa County,California,06,011,343.0
Contra Costa County,California,06,013,85966.0
Del Norte County,California,06,015,683.0
El Dorado County,California,06,017,10480.0
Fresno County,California,06,019,27427.0
Glenn County,California,06,021,342.0
Humboldt County,California,06,023,6030.0
Imperial County,California,06,025,3829.0
Inyo County,California,06,027,1085.0
Kern County,California,06,029,20953.0
Kings County,California,06,031,2843.0
Lake County,California,06,033,1728.0
Lassen County,California,06,035,557.0
Los Angeles County,California,06,037,522777.0
Madera County,California,06,039,3059.0
Marin County,California,06,041,29500.0
Mariposa County,California,06,043,793.0
Mendocino County,California,06,045,3480.0
Merced County,California,06,047,5301.0
Modoc County,California,06,049,295.0
Mono County,California,06,051,489.0
Monterey County,California,06,053,18092.0
Napa County,California,06,055,7689.0
Nevada County,California,06,057,6997.0
Orange County,California,06,059,217133.0
Placer County,California,06,061,24589.0
Plumas County,California,06,063,1087.0
Riverside County,California,06,065,90052.0
Sacramento County,California,06,067,72897.0
San Benito County,California,06,069,1703.0
San Bernardino County,California,06,071,72885.0
San Diego County,California,06,073,225220.0
San Francisco County,California,06,075,107424.0
San Joaquin County,California,06,077,19050.0
San Luis Obispo County,California,06,079,17012.0
San Mateo County,California,06,081,77549.0
Santa Barbara County,California,06,083,24612.0
Santa Clara County,California,06,085,239068.0
Santa Cruz County,California,06,087,19835.0
Shasta County,California,06,089,6098.0
Sierra County,California,06,091,131.0
Siskiyou County,California,06,093,1547.0
Solano County,California,06,095,18104.0
Sonoma County,California,06,097,30937.0
Stanislaus County,California,06,099,11755.0
Sutter County,California,06,101,2926.0
Tehama County,California,06,103,1418.0
Trinity County,California,06,105,419.0
Tulare County,California,06,107,9274.0
Tuolumne County,California,06,109,2045.0
Ventura County,California,06,111,48177.0
Yolo County,California,06,113,13552.0
Yuba County,California,06,115,1730.0
Alamosa County,Colorado,08,003,682.0
Archuleta County,Colorado,08,007,871.0
Baca County,Colorado,08,009,104.0
Bent County,Colorado,08,011,131.0
Chaffee County,Colorado,08,015,1526.0
Cheyenne County,Colorado,08,017,30.0
Clear Creek County,Colorado,08,019,1099.0
Conejos County,Colorado,08,021,284.0
Costilla County,Colorado,08,023,182.0
Crowley County,Colorado,08,025,48.0
Custer County,Colorado,08,027,308.0
Delta County,Colorado,08,029,1316.0
Dolores County,Colorado,08,033,123.0
Douglas County,Colorado,08,035,35899.0
Eagle County,Colorado,08,037,3456.0
Elbert County,Colorado,08,039,1638.0
El Paso County,Colorado,08,041,53249.0
Fremont County,Colorado,08,043,2150.0
Garfield County,Colorado,08,045,2741.0
Gilpin County,Colorado,08,047,526.0
Grand County,Colorado,08,049,865.0
Gunnison County,Colorado,08,051,1362.0
Huerfano County,Colorado,08,055,213.0
Jackson County,Colorado,08,057,13.0
Kiowa County,Colorado,08,061,56.0
Kit Carson County,Colorado,08,063,299.0
Lake County,Colorado,08,065,334.0
La Plata County,Colorado,08,067,4183.0
Larimer County,Colorado,08,069,31470.0
Las Animas County,Colorado,08,071,596.0
Lincoln County,Colorado,08,073,106.0
Logan County,Colorado,08,075,782.0
Mesa County,Colorado,08,077,7189.0
Moffat County,Colorado,08,081,410.0
Montezuma County,Colorado,08,083,1499.0
Montrose County,Colorado,08,085,1652.0
Morgan County,Colorado,08,087,829.0
Otero County,Colorado,08,089,559.0
Ouray County,Colorado,08,091,530.0
Park County,Colorado,08,093,810.0
Phillips County,Colorado,08,095,126.0
Pitkin County,Colorado,08,097,1236.0
Prowers County,Colorado,08,099,452.0
Pueblo County,Colorado,08,101,6593.0
Rio Blanco County,Colorado,08,103,193.0
Rio Grande County,Colorado,08,105,366.0
Routt County,Colorado,08,107,2333.0
Saguache County,Colorado,08,109,271.0
San Miguel County,Colorado,08,113,645.0
Sedgwick County,Colorado,08,115,88.0
Summit County,Colorado,08,117,2462.0
Teller County,Colorado,08,119,2141.0
Washington County,Colorado,08,121,117.0
Yuma County,Colorado,08,125,355.0
Adams County,Colorado,08,001,20487.0
Arapahoe County,Colorado,08,005,50900.0
Boulder County,Colorado,08,013,40006.0
Broomfield County,Colorado,08,014,7648.0
Denver County,Colorado,08,031,66425.0
Jefferson County,Colorado,08,059,51405.0
Weld County,Colorado,08,123,13676.0
Fairfield County,Connecticut,09,001,100347.0
Hartford County,Connecticut,09,003,76511.0
Litchfield County,Connecticut,09,005,15493.0
Middlesex County,Connecticut,09,007,16054.0
New Haven County,Connecticut,09,009,66765.0
New London County,Connecticut,09,011,21037.0
Tolland County,Connecticut,09,013,13154.0
Windham County,Connecticut,09,015,6112.0
Kent County,Delaware,10,001,7841.0
New Castle County,Delaware,10,003,41605.0
Sussex County,Delaware,10,005,15437.0
Alachua County,Florida,12,001,19561.0
Baker County,Florida,12,003,639.0
Bay County,Florida,12,005,7995.0
Bradford County,Florida,12,007,567.0
Brevard County,Florida,12,009,39297.0
Broward County,Florida,12,011,113532.0
Calhoun County,Florida,12,013,196.0
Charlotte County,Florida,12,015,9675.0
Citrus County,Florida,12,017,5826.0
Clay County,Florida,12,019,8807.0
Collier County,Florida,12,021,27810.0
Columbia County,Florida,12,023,1452.0
Miami-Dade County,Florida,12,086,132902.0
DeSoto County,Florida,12,027,745.0
Dixie County,Florida,12,029,232.0
Duval County,Florida,12,031,46922.0
Escambia County,Florida,12,033,14683.0
Flagler County,Florida,12,035,5800.0
Franklin County,Florida,12,037,475.0
Gadsden County,Florida,12,039,1283.0
Gilchrist County,Florida,12,041,364.0
Glades County,Florida,12,043,317.0
Gulf County,Florida,12,045,670.0
Hamilton County,Florida,12,047,128.0
Hardee County,Florida,12,049,465.0
Hendry County,Florida,12,051,623.0
Hernando County,Florida,12,053,6515.0
Highlands County,Florida,12,055,3554.0
Hillsborough County,Florida,12,057,82952.0
Holmes County,Florida,12,059,340.0
Indian River County,Florida,12,061,9332.0
Jackson County,Florida,12,063,1370.0
Jefferson County,Florida,12,065,620.0
Lafayette County,Florida,12,067,126.0
Lake County,Florida,12,069,16482.0
Lee County,Florida,12,071,40004.0
Leon County,Florida,12,073,21801.0
Levy County,Florida,12,075,1000.0
Liberty County,Florida,12,077,203.0
Madison County,Florida,12,079,584.0
Manatee County,Florida,12,081,23626.0
Marion County,Florida,12,083,13553.0
Martin County,Florida,12,085,10731.0
Monroe County,Florida,12,087,5242.0
Nassau County,Florida,12,089,5046.0
Okaloosa County,Florida,12,091,12606.0
Okeechobee County,Florida,12,093,747.0
Orange County,Florida,12,095,75172.0
Osceola County,Florida,12,097,11177.0
Palm Beach County,Florida,12,099,98376.0
Pasco County,Florida,12,101,23333.0
Pinellas County,Florida,12,103,57398.0
Polk County,Florida,12,105,24549.0
Putnam County,Florida,12,107,1703.0
Saint Johns County,Florida,12,109,20452.0
Saint Lucie County,Florida,12,111,12922.0
Santa Rosa County,Florida,12,113,9210.0
Sarasota County,Florida,12,115,33531.0
Seminole County,Florida,12,117,31724.0
Sumter County,Florida,12,119,11859.0
Suwannee County,Florida,12,121,1318.0
Taylor County,Florida,12,123,292.0
Union County,Florida,12,125,218.0
Volusia County,Florida,12,127,23291.0
Wakulla County,Florida,12,129,1119.0
Walton County,Florida,12,131,3263.0
Washington County,Florida,12,133,513.0
Appling County,Georgia,13,001,385.0
Atkinson County,Georgia,13,003,255.0
Bacon County,Georgia,13,005,207.0
Baker County,Georgia,13,007,115.0
Baldwin County,Georgia,13,009,1950.0
Banks County,Georgia,13,011,345.0
Barrow County,Georgia,13,013,2466.0
Bartow County,Georgia,13,015,2613.0
Ben Hill County,Georgia,13,017,287.0
Berrien County,Georgia,13,019,317.0
Bibb County,Georgia,13,021,6625.0
Bleckley County,Georgia,13,023,450.0
Brantley County,Georgia,13,025,396.0
Brooks County,Georgia,13,027,430.0
Bryan County,Georgia,13,029,2426.0
Bulloch County,Georgia,13,031,3588.0
Burke County,Georgia,13,033,463.0
Butts County,Georgia,13,035,300.0
Calhoun County,Georgia,13,037,117.0
Camden County,Georgia,13,039,2080.0
Candler County,Georgia,13,043,126.0
Carroll County,Georgia,13,045,3695.0
Catoosa County,Georgia,13,047,2091.0
Charlton County,Georgia,13,049,219.0
Chatham County,Georgia,13,051,17201.0
Chattahoochee County,Georgia,13,053,376.0
Chattooga County,Georgia,13,055,435.0
Cherokee County,Georgia,13,057,14795.0
Clarke County,Georgia,13,059,9457.0
Clay County,Georgia,13,061,57.0
Clayton County,Georgia,13,063,8548.0
Clinch County,Georgia,13,065,162.0
Cobb County,Georgia,13,067,64390.0
Coffee County,Georgia,13,069,971.0
Colquitt County,Georgia,13,071,1240.0
Columbia County,Georgia,13,073,9168.0
Cook County,Georgia,13,075,452.0
Coweta County,Georgia,13,077,6837.0
Crawford County,Georgia,13,079,327.0
Crisp County,Georgia,13,081,511.0
Dade County,Georgia,13,083,443.0
Dawson County,Georgia,13,085,1463.0
Decatur County,Georgia,13,087,720.0
DeKalb County,Georgia,13,089,64846.0
Dodge County,Georgia,13,091,422.0
Dooly County,Georgia,13,093,314.0
Dougherty County,Georgia,13,095,3364.0
Douglas County,Georgia,13,097,7370.0
Early County,Georgia,13,099,223.0
Echols County,Georgia,13,101,78.0
Effingham County,Georgia,13,103,2054.0
Elbert County,Georgia,13,105,455.0
Emanuel County,Georgia,13,107,605.0
Evans County,Georgia,13,109,345.0
Fannin County,Georgia,13,111,853.0
Fayette County,Georgia,13,113,9464.0
Floyd County,Georgia,13,115,3907.0
Forsyth County,Georgia,13,117,22193.0
Franklin County,Georgia,13,119,627.0
Fulton County,Georgia,13,121,109650.0
Gilmer County,Georgia,13,123,1293.0
Glascock County,Georgia,13,125,22.0
Glynn County,Georgia,13,127,4998.0
Gordon County,Georgia,13,129,1648.0
Grady County,Georgia,13,131,757.0
Greene County,Georgia,13,133,835.0
Gwinnett County,Georgia,13,135,55246.0
Habersham County,Georgia,13,137,1690.0
Hall County,Georgia,13,139,7990.0
Hancock County,Georgia,13,141,103.0
Haralson County,Georgia,13,143,843.0
Harris County,Georgia,13,145,2357.0
Hart County,Georgia,13,147,674.0
Heard County,Georgia,13,149,219.0
Henry County,Georgia,13,151,11569.0
Houston County,Georgia,13,153,9085.0
Irwin County,Georgia,13,155,258.0
Jackson County,Georgia,13,157,2480.0
Jasper County,Georgia,13,159,338.0
Jeff Davis County,Georgia,13,161,281.0
Jefferson County,Georgia,13,163,215.0
Jenkins County,Georgia,13,165,104.0
Johnson County,Georgia,13,167,203.0
Jones County,Georgia,13,169,1117.0
Lamar County,Georgia,13,171,428.0
Lanier County,Georgia,13,173,296.0
Laurens County,Georgia,13,175,1605.0
Lee County,Georgia,13,177,1517.0
Liberty County,Georgia,13,179,1507.0
Lincoln County,Georgia,13,181,174.0
Long County,Georgia,13,183,748.0
Lowndes County,Georgia,13,185,4743.0
Lumpkin County,Georgia,13,187,1586.0
McDuffie County,Georgia,13,189,601.0
McIntosh County,Georgia,13,191,475.0
Macon County,Georgia,13,193,233.0
Madison County,Georgia,13,195,1149.0
Marion County,Georgia,13,197,211.0
Meriwether County,Georgia,13,199,534.0
Miller County,Georgia,13,201,141.0
Mitchell County,Georgia,13,205,360.0
Monroe County,Georgia,13,207,1496.0
Montgomery County,Georgia,13,209,259.0
Morgan County,Georgia,13,211,699.0
Murray County,Georgia,13,213,637.0
Muscogee County,Georgia,13,215,9189.0
Newton County,Georgia,13,217,3707.0
Oconee County,Georgia,13,219,3838.0
Oglethorpe County,Georgia,13,221,503.0
Paulding County,Georgia,13,223,5879.0
Peach County,Georgia,13,225,1324.0
Pickens County,Georgia,13,227,1537.0
Pierce County,Georgia,13,229,540.0
Pike County,Georgia,13,231,617.0
Polk County,Georgia,13,233,1162.0
Pulaski County,Georgia,13,235,423.0
Putnam County,Georgia,13,237,977.0
Quitman County,Georgia,13,239,29.0
Rabun County,Georgia,13,241,821.0
Randolph County,Georgia,13,243,87.0
Richmond County,Georgia,13,245,6840.0
Rockdale County,Georgia,13,247,4020.0
Schley County,Georgia,13,249,155.0
Screven County,Georgia,13,251,415.0
Seminole County,Georgia,13,253,285.0
Spalding County,Georgia,13,255,1728.0
Stephens County,Georgia,13,257,1090.0
Stewart County,Georgia,13,259,164.0
Sumter County,Georgia,13,261,876.0
Talbot County,Georgia,13,263,226.0
Taliaferro County,Georgia,13,265,17.0
Tattnall County,Georgia,13,267,736.0
Taylor County,Georgia,13,269,168.0
Telfair County,Georgia,13,271,291.0
Terrell County,Georgia,13,273,274.0
Thomas County,Georgia,13,275,2409.0
Tift County,Georgia,13,277,1461.0
Toombs County,Georgia,13,279,1065.0
Towns County,Georgia,13,281,623.0
Treutlen County,Georgia,13,283,162.0
Troup County,Georgia,13,285,2178.0
Turner County,Georgia,13,287,161.0
Twiggs County,Georgia,13,289,252.0
Union County,Georgia,13,291,1310.0
Upson County,Georgia,13,293,568.0
Walker County,Georgia,13,295,2006.0
Walton County,Georgia,13,297,3284.0
Ware County,Georgia,13,299,796.0
Warren County,Georgia,13,301,119.0
Washington County,Georgia,13,303,521.0
Wayne County,Georgia,13,305,655.0
Webster County,Georgia,13,307,102.0
Wheeler County,Georgia,13,309,20.0
White County,Georgia,13,311,1477.0
Whitfield County,Georgia,13,313,2508.0
Wilcox County,Georgia,13,315,227.0
Wilkes County,Georgia,13,317,142.0
Wilkinson County,Georgia,13,319,213.0
Worth County,Georgia,13,321,366.0
Hawaii County,Hawaii,15,001,8895.0
Honolulu County,Hawaii,15,003,55185.0
Kauai County,Hawaii,15,007,3142.0
Kalawao County,Hawaii,15,005,2.0
Maui County,Hawaii,15,009,7390.0
Ada County,Idaho,16,001,28103.0
Adams County,Idaho,16,003,236.0
Bannock County,Idaho,16,005,3171.0
Bear Lake County,Idaho,16,007,133.0
Benewah County,Idaho,16,009,219.0
Bingham County,Idaho,16,011,1180.0
Blaine County,Idaho,16,013,1373.0
Boise County,Idaho,16,015,410.0
Bonner County,Idaho,16,017,1691.0
Bonneville County,Idaho,16,019,4449.0
Boundary County,Idaho,16,021,378.0
Butte County,Idaho,16,023,71.0
Camas County,Idaho,16,025,44.0
Canyon County,Idaho,16,027,5279.0
Caribou County,Idaho,16,029,101.0
Cassia County,Idaho,16,031,500.0
Clearwater County,Idaho,16,035,227.0
Custer County,Idaho,16,037,134.0
Elmore County,Idaho,16,039,591.0
Franklin County,Idaho,16,041,279.0
Fremont County,Idaho,16,043,318.0
Gem County,Idaho,16,045,451.0
Gooding County,Idaho,16,047,445.0
Idaho County,Idaho,16,049,301.0
Jefferson County,Idaho,16,051,773.0
Jerome County,Idaho,16,053,483.0
Kootenai County,Idaho,16,055,6826.0
Latah County,Idaho,16,057,2655.0
Lemhi County,Idaho,16,059,358.0
Lewis County,Idaho,16,061,108.0
Lincoln County,Idaho,16,063,76.0
Madison County,Idaho,16,065,1057.0
Minidoka County,Idaho,16,067,517.0
Nez Perce County,Idaho,16,069,1073.0
Oneida County,Idaho,16,071,30.0
Owyhee County,Idaho,16,073,185.0
Payette County,Idaho,16,075,474.0
Power County,Idaho,16,077,159.0
Shoshone County,Idaho,16,079,300.0
Teton County,Idaho,16,081,644.0
Twin Falls County,Idaho,16,083,2897.0
Valley County,Idaho,16,085,715.0
Washington County,Idaho,16,087,354.0
Adams County,Illinois,17,001,3392.0
Alexander County,Illinois,17,003,94.0
Bond County,Illinois,17,005,888.0
Boone County,Illinois,17,007,2233.0
Brown County,Illinois,17,009,143.0
Bureau County,Illinois,17,011,1054.0
Calhoun County,Illinois,17,013,179.0
Carroll County,Illinois,17,015,565.0
Cass County,Illinois,17,017,316.0
Champaign County,Illinois,17,019,17918.0
Christian County,Illinois,17,021,960.0
Clark County,Illinois,17,023,691.0
Clay County,Illinois,17,025,294.0
Clinton County,Illinois,17,027,1565.0
Coles County,Illinois,17,029,2582.0
Cook County,Illinois,17,031,401423.0
Crawford County,Illinois,17,033,623.0
Cumberland County,Illinois,17,035,278.0
DeKalb County,Illinois,17,037,5758.0
De Witt County,Illinois,17,039,469.0
Douglas County,Illinois,17,041,507.0
DuPage County,Illinois,17,043,91817.0
Edgar County,Illinois,17,045,559.0
Edwards County,Illinois,17,047,127.0
Effingham County,Illinois,17,049,1186.0
Fayette County,Illinois,17,051,420.0
Ford County,Illinois,17,053,574.0
Franklin County,Illinois,17,055,1223.0
Fulton County,Illinois,17,057,1184.0
Gallatin County,Illinois,17,059,77.0
Greene County,Illinois,17,061,276.0
Grundy County,Illinois,17,063,2377.0
Hamilton County,Illinois,17,065,384.0
Hancock County,Illinois,17,067,663.0
Hardin County,Illinois,17,069,39.0
Henderson County,Illinois,17,071,162.0
Henry County,Illinois,17,073,2002.0
Iroquois County,Illinois,17,075,865.0
Jackson County,Illinois,17,077,4165.0
Jasper County,Illinois,17,079,246.0
Jefferson County,Illinois,17,081,1346.0
Jersey County,Illinois,17,083,910.0
Jo Daviess County,Illinois,17,085,1246.0
Johnson County,Illinois,17,087,348.0
Kane County,Illinois,17,089,32426.0
Kankakee County,Illinois,17,091,4578.0
Kendall County,Illinois,17,093,9263.0
Knox County,Illinois,17,095,1748.0
Lake County,Illinois,17,097,62289.0
LaSalle County,Illinois,17,099,3643.0
Lawrence County,Illinois,17,101,489.0
Lee County,Illinois,17,103,1397.0
Livingston County,Illinois,17,105,876.0
Logan County,Illinois,17,107,975.0
McDonough County,Illinois,17,109,2075.0
McHenry County,Illinois,17,111,18796.0
McLean County,Illinois,17,113,12080.0
Macon County,Illinois,17,115,4144.0
Macoupin County,Illinois,17,117,1531.0
Madison County,Illinois,17,119,14035.0
Marion County,Illinois,17,121,1105.0
Marshall County,Illinois,17,123,232.0
Mason County,Illinois,17,125,396.0
Massac County,Illinois,17,127,326.0
Menard County,Illinois,17,129,467.0
Mercer County,Illinois,17,131,537.0
Monroe County,Illinois,17,133,2260.0
Montgomery County,Illinois,17,135,1066.0
Morgan County,Illinois,17,137,1078.0
Moultrie County,Illinois,17,139,556.0
Ogle County,Illinois,17,141,2109.0
Peoria County,Illinois,17,143,10712.0
Perry County,Illinois,17,145,467.0
Piatt County,Illinois,17,147,878.0
Pike County,Illinois,17,149,432.0
Pope County,Illinois,17,151,172.0
Pulaski County,Illinois,17,153,119.0
Putnam County,Illinois,17,155,191.0
Randolph County,Illinois,17,157,757.0
Richland County,Illinois,17,159,596.0
Rock Island County,Illinois,17,161,6542.0
Saint Clair County,Illinois,17,163,16824.0
Saline County,Illinois,17,165,884.0
Sangamon County,Illinois,17,167,12602.0
Schuyler County,Illinois,17,169,250.0
Scott County,Illinois,17,171,129.0
Shelby County,Illinois,17,173,765.0
Stark County,Illinois,17,175,231.0
Stephenson County,Illinois,17,177,1438.0
Tazewell County,Illinois,17,179,5823.0
Union County,Illinois,17,181,703.0
Vermilion County,Illinois,17,183,2073.0
Wabash County,Illinois,17,185,437.0
Warren County,Illinois,17,187,581.0
Washington County,Illinois,17,189,560.0
Wayne County,Illinois,17,191,387.0
White County,Illinois,17,193,396.0
Whiteside County,Illinois,17,195,1856.0
Will County,Illinois,17,197,43216.0
Williamson County,Illinois,17,199,3373.0
Winnebago County,Illinois,17,201,12408.0
Woodford County,Illinois,17,203,2033.0
Adams County,Indiana,18,001,849.0
Allen County,Indiana,18,003,17250.0
Bartholomew County,Indiana,18,005,6598.0
Benton County,Indiana,18,007,181.0
Blackford County,Indiana,18,009,411.0
Boone County,Indiana,18,011,5565.0
Brown County,Indiana,18,013,1034.0
Carroll County,Indiana,18,015,483.0
Cass County,Indiana,18,017,840.0
Clark County,Indiana,18,019,4164.0
Clay County,Indiana,18,021,744.0
Clinton County,Indiana,18,023,954.0
Crawford County,Indiana,18,025,233.0
Daviess County,Indiana,18,027,794.0
Dearborn County,Indiana,18,029,1984.0
Decatur County,Indiana,18,031,917.0
DeKalb County,Indiana,18,033,1240.0
Delaware County,Indiana,18,035,5408.0
Dubois County,Indiana,18,037,1558.0
Elkhart County,Indiana,18,039,6792.0
Fayette County,Indiana,18,041,566.0
Floyd County,Indiana,18,043,4291.0
