County,State,State_FIPS,County_FIPS,doctorate_degree
Osceola County,Florida,12,097,1201.0
Palm Beach County,Florida,12,099,15224.0
Pasco County,Florida,12,101,2434.0
Pinellas County,Florida,12,103,8434.0
Polk County,Florida,12,105,2891.0
Putnam County,Florida,12,107,292.0
Saint Johns County,Florida,12,109,2662.0
Saint Lucie County,Florida,12,111,1205.0
Santa Rosa County,Florida,12,113,961.0
Sarasota County,Florida,12,115,5406.0
Seminole County,Florida,12,117,3895.0
Sumter County,Florida,12,119,1354.0
Suwannee County,Florida,12,121,159.0
Taylor County,Florida,12,123,31.0
Union County,Florida,12,125,16.0
Volusia County,Florida,12,127,3978.0
Wakulla County,Florida,12,129,128.0
Walton County,Florida,12,131,442.0
Washington County,Florida,12,133,116.0
Appling County,Georgia,13,001,59.0
Atkinson County,Georgia,13,003,24.0
Bacon County,Georgia,13,005,0.0
Baker County,Georgia,13,007,3.0
Baldwin County,Georgia,13,009,450.0
Banks County,Georgia,13,011,58.0
Barrow County,Georgia,13,013,251.0
Bartow County,Georgia,13,015,283.0
Ben Hill County,Georgia,13,017,41.0
Berrien County,Georgia,13,019,34.0
Bibb County,Georgia,13,021,1471.0
Bleckley County,Georgia,13,023,122.0
Brantley County,Georgia,13,025,56.0
Brooks County,Georgia,13,027,17.0
Bryan County,Georgia,13,029,265.0
Bulloch County,Georgia,13,031,1100.0
Burke County,Georgia,13,033,55.0
Butts County,Georgia,13,035,71.0
Calhoun County,Georgia,13,037,15.0
Camden County,Georgia,13,039,284.0
Candler County,Georgia,13,043,73.0
Carroll County,Georgia,13,045,829.0
Catoosa County,Georgia,13,047,210.0
Charlton County,Georgia,13,049,131.0
Chatham County,Georgia,13,051,3143.0
Chattahoochee County,Georgia,13,053,50.0
Chattooga County,Georgia,13,055,36.0
Cherokee County,Georgia,13,057,1716.0
Clarke County,Georgia,13,059,3890.0
Clay County,Georgia,13,061,8.0
Clayton County,Georgia,13,063,1002.0
Clinch County,Georgia,13,065,10.0
Cobb County,Georgia,13,067,7583.0
Coffee County,Georgia,13,069,154.0
Colquitt County,Georgia,13,071,78.0
Columbia County,Georgia,13,073,1795.0
Cook County,Georgia,13,075,48.0
Coweta County,Georgia,13,077,765.0
Crawford County,Georgia,13,079,44.0
Crisp County,Georgia,13,081,116.0
Dade County,Georgia,13,083,68.0
Dawson County,Georgia,13,085,139.0
Decatur County,Georgia,13,087,204.0
DeKalb County,Georgia,13,089,12580.0
Dodge County,Georgia,13,091,66.0
Dooly County,Georgia,13,093,29.0
Dougherty County,Georgia,13,095,692.0
Douglas County,Georgia,13,097,645.0
Early County,Georgia,13,099,13.0
Echols County,Georgia,13,101,11.0
Effingham County,Georgia,13,103,61.0
Elbert County,Georgia,13,105,29.0
Emanuel County,Georgia,13,107,120.0
Evans County,Georgia,13,109,68.0
Fannin County,Georgia,13,111,151.0
Fayette County,Georgia,13,113,1244.0
Floyd County,Georgia,13,115,531.0
Forsyth County,Georgia,13,117,1680.0
Franklin County,Georgia,13,119,80.0
Fulton County,Georgia,13,121,12681.0
Gilmer County,Georgia,13,123,139.0
Glascock County,Georgia,13,125,9.0
Glynn County,Georgia,13,127,600.0
Gordon County,Georgia,13,129,223.0
Grady County,Georgia,13,131,62.0
Greene County,Georgia,13,133,134.0
Gwinnett County,Georgia,13,135,7616.0
Habersham County,Georgia,13,137,284.0
Hall County,Georgia,13,139,1173.0
Hancock County,Georgia,13,141,30.0
Haralson County,Georgia,13,143,149.0
Harris County,Georgia,13,145,244.0
Hart County,Georgia,13,147,118.0
Heard County,Georgia,13,149,44.0
Henry County,Georgia,13,151,1220.0
Houston County,Georgia,13,153,606.0
Irwin County,Georgia,13,155,59.0
Jackson County,Georgia,13,157,325.0
Jasper County,Georgia,13,159,47.0
Jeff Davis County,Georgia,13,161,31.0
Jefferson County,Georgia,13,163,4.0
Jenkins County,Georgia,13,165,0.0
Johnson County,Georgia,13,167,97.0
Jones County,Georgia,13,169,100.0
Lamar County,Georgia,13,171,135.0
Lanier County,Georgia,13,173,12.0
Laurens County,Georgia,13,175,193.0
Lee County,Georgia,13,177,154.0
Liberty County,Georgia,13,179,209.0
Lincoln County,Georgia,13,181,24.0
Long County,Georgia,13,183,62.0
Lowndes County,Georgia,13,185,901.0
Lumpkin County,Georgia,13,187,236.0
McDuffie County,Georgia,13,189,53.0
McIntosh County,Georgia,13,191,88.0
Macon County,Georgia,13,193,93.0
Madison County,Georgia,13,195,151.0
Marion County,Georgia,13,197,23.0
Meriwether County,Georgia,13,199,48.0
Miller County,Georgia,13,201,14.0
Mitchell County,Georgia,13,205,59.0
Monroe County,Georgia,13,207,272.0
Montgomery County,Georgia,13,209,57.0
Morgan County,Georgia,13,211,35.0
Murray County,Georgia,13,213,153.0
Muscogee County,Georgia,13,215,1447.0
Newton County,Georgia,13,217,611.0
Oconee County,Georgia,13,219,1336.0
Oglethorpe County,Georgia,13,221,72.0
Paulding County,Georgia,13,223,613.0
Peach County,Georgia,13,225,152.0
Pickens County,Georgia,13,227,110.0
Pierce County,Georgia,13,229,151.0
Pike County,Georgia,13,231,116.0
Polk County,Georgia,13,233,143.0
Pulaski County,Georgia,13,235,56.0
Putnam County,Georgia,13,237,49.0
Quitman County,Georgia,13,239,0.0
Rabun County,Georgia,13,241,264.0
Randolph County,Georgia,13,243,78.0
Richmond County,Georgia,13,245,1590.0
Rockdale County,Georgia,13,247,620.0
Schley County,Georgia,13,249,24.0
Screven County,Georgia,13,251,47.0
Seminole County,Georgia,13,253,39.0
Spalding County,Georgia,13,255,489.0
Stephens County,Georgia,13,257,60.0
Stewart County,Georgia,13,259,0.0
Sumter County,Georgia,13,261,233.0
Talbot County,Georgia,13,263,44.0
Taliaferro County,Georgia,13,265,5.0
Tattnall County,Georgia,13,267,34.0
Taylor County,Georgia,13,269,10.0
Telfair County,Georgia,13,271,46.0
Terrell County,Georgia,13,273,53.0
Thomas County,Georgia,13,275,570.0
Tift County,Georgia,13,277,442.0
Toombs County,Georgia,13,279,117.0
Towns County,Georgia,13,281,133.0
Treutlen County,Georgia,13,283,39.0
Troup County,Georgia,13,285,368.0
Turner County,Georgia,13,287,25.0
Twiggs County,Georgia,13,289,16.0
Union County,Georgia,13,291,131.0
Upson County,Georgia,13,293,84.0
Walker County,Georgia,13,295,306.0
Walton County,Georgia,13,297,263.0
Ware County,Georgia,13,299,165.0
Warren County,Georgia,13,301,4.0
Washington County,Georgia,13,303,13.0
Wayne County,Georgia,13,305,124.0
Webster County,Georgia,13,307,4.0
Wheeler County,Georgia,13,309,0.0
White County,Georgia,13,311,154.0
Whitfield County,Georgia,13,313,244.0
Wilcox County,Georgia,13,315,35.0
Wilkes County,Georgia,13,317,135.0
Wilkinson County,Georgia,13,319,12.0
Worth County,Georgia,13,321,64.0
Hawaii County,Hawaii,15,001,2062.0
Honolulu County,Hawaii,15,003,10442.0
Kauai County,Hawaii,15,007,630.0
Kalawao County,Hawaii,15,005,2.0
Maui County,Hawaii,15,009,1258.0
Ada County,Idaho,16,001,4485.0
Adams County,Idaho,16,003,9.0
Bannock County,Idaho,16,005,861.0
Bear Lake County,Idaho,16,007,18.0
Benewah County,Idaho,16,009,33.0
Bingham County,Idaho,16,011,124.0
Blaine County,Idaho,16,013,313.0
Boise County,Idaho,16,015,89.0
Bonner County,Idaho,16,017,393.0
Bonneville County,Idaho,16,019,944.0
Boundary County,Idaho,16,021,32.0
Butte County,Idaho,16,023,5.0
Camas County,Idaho,16,025,4.0
Canyon County,Idaho,16,027,725.0
Caribou County,Idaho,16,029,83.0
Cassia County,Idaho,16,031,68.0
Clearwater County,Idaho,16,035,33.0
Custer County,Idaho,16,037,11.0
Elmore County,Idaho,16,039,70.0
Franklin County,Idaho,16,041,95.0
Fremont County,Idaho,16,043,90.0
Gem County,Idaho,16,045,63.0
Gooding County,Idaho,16,047,70.0
Idaho County,Idaho,16,049,115.0
Jefferson County,Idaho,16,051,96.0
Jerome County,Idaho,16,053,76.0
Kootenai County,Idaho,16,055,755.0
Latah County,Idaho,16,057,1029.0
Lemhi County,Idaho,16,059,38.0
Lewis County,Idaho,16,061,4.0
Lincoln County,Idaho,16,063,4.0
Madison County,Idaho,16,065,423.0
Minidoka County,Idaho,16,067,24.0
Nez Perce County,Idaho,16,069,202.0
Oneida County,Idaho,16,071,28.0
Owyhee County,Idaho,16,073,13.0
Payette County,Idaho,16,075,61.0
Power County,Idaho,16,077,7.0
Shoshone County,Idaho,16,079,19.0
Teton County,Idaho,16,081,93.0
Twin Falls County,Idaho,16,083,382.0
Valley County,Idaho,16,085,79.0
Washington County,Idaho,16,087,0.0
Adams County,Illinois,17,001,283.0
Alexander County,Illinois,17,003,5.0
Bond County,Illinois,17,005,103.0
Boone County,Illinois,17,007,242.0
Brown County,Illinois,17,009,6.0
Bureau County,Illinois,17,011,136.0
Calhoun County,Illinois,17,013,11.0
Carroll County,Illinois,17,015,67.0
Cass County,Illinois,17,017,14.0
Champaign County,Illinois,17,019,6453.0
Christian County,Illinois,17,021,132.0
Clark County,Illinois,17,023,99.0
Clay County,Illinois,17,025,32.0
Clinton County,Illinois,17,027,69.0
Coles County,Illinois,17,029,756.0
Cook County,Illinois,17,031,52175.0
Crawford County,Illinois,17,033,58.0
Cumberland County,Illinois,17,035,36.0
DeKalb County,Illinois,17,037,978.0
De Witt County,Illinois,17,039,31.0
Douglas County,Illinois,17,041,53.0
DuPage County,Illinois,17,043,11317.0
Edgar County,Illinois,17,045,14.0
Edwards County,Illinois,17,047,7.0
Effingham County,Illinois,17,049,82.0
Fayette County,Illinois,17,051,15.0
Ford County,Illinois,17,053,14.0
Franklin County,Illinois,17,055,99.0
Fulton County,Illinois,17,057,105.0
Gallatin County,Illinois,17,059,29.0
Greene County,Illinois,17,061,23.0
Grundy County,Illinois,17,063,127.0
Hamilton County,Illinois,17,065,33.0
Hancock County,Illinois,17,067,140.0
Hardin County,Illinois,17,069,2.0
Henderson County,Illinois,17,071,4.0
Henry County,Illinois,17,073,105.0
Iroquois County,Illinois,17,075,87.0
Jackson County,Illinois,17,077,1650.0
Jasper County,Illinois,17,079,22.0
Jefferson County,Illinois,17,081,197.0
Jersey County,Illinois,17,083,91.0
Jo Daviess County,Illinois,17,085,66.0
Johnson County,Illinois,17,087,23.0
Kane County,Illinois,17,089,3213.0
Kankakee County,Illinois,17,091,387.0
Kendall County,Illinois,17,093,538.0
Knox County,Illinois,17,095,201.0
Lake County,Illinois,17,097,8226.0
LaSalle County,Illinois,17,099,478.0
Lawrence County,Illinois,17,101,9.0
Lee County,Illinois,17,103,132.0
Livingston County,Illinois,17,105,189.0
Logan County,Illinois,17,107,140.0
McDonough County,Illinois,17,109,739.0
McHenry County,Illinois,17,111,1714.0
McLean County,Illinois,17,113,2154.0
Macon County,Illinois,17,115,521.0
Macoupin County,Illinois,17,117,119.0
Madison County,Illinois,17,119,1682.0
Marion County,Illinois,17,121,58.0
Marshall County,Illinois,17,123,20.0
Mason County,Illinois,17,125,58.0
Massac County,Illinois,17,127,23.0
Menard County,Illinois,17,129,83.0
Mercer County,Illinois,17,131,24.0
Monroe County,Illinois,17,133,276.0
Montgomery County,Illinois,17,135,124.0
Morgan County,Illinois,17,137,191.0
Moultrie County,Illinois,17,139,48.0
Ogle County,Illinois,17,141,152.0
Peoria County,Illinois,17,143,1154.0
Perry County,Illinois,17,145,79.0
Piatt County,Illinois,17,147,150.0
Pike County,Illinois,17,149,38.0
Pope County,Illinois,17,151,5.0
Pulaski County,Illinois,17,153,19.0
Putnam County,Illinois,17,155,20.0
Randolph County,Illinois,17,157,82.0
Richland County,Illinois,17,159,30.0
Rock Island County,Illinois,17,161,691.0
Saint Clair County,Illinois,17,163,1245.0
Saline County,Illinois,17,165,80.0
Sangamon County,Illinois,17,167,1484.0
Schuyler County,Illinois,17,169,64.0
Scott County,Illinois,17,171,13.0
Shelby County,Illinois,17,173,17.0
Stark County,Illinois,17,175,11.0
Stephenson County,Illinois,17,177,173.0
Tazewell County,Illinois,17,179,619.0
Union County,Illinois,17,181,64.0
Vermilion County,Illinois,17,183,85.0
Wabash County,Illinois,17,185,16.0
Warren County,Illinois,17,187,149.0
Washington County,Illinois,17,189,62.0
Wayne County,Illinois,17,191,20.0
White County,Illinois,17,193,71.0
Whiteside County,Illinois,17,195,174.0
Will County,Illinois,17,197,4653.0
Williamson County,Illinois,17,199,455.0
Winnebago County,Illinois,17,201,1260.0
Woodford County,Illinois,17,203,276.0
Adams County,Indiana,18,001,42.0
Allen County,Indiana,18,003,1748.0
Bartholomew County,Indiana,18,005,721.0
Benton County,Indiana,18,007,11.0
Blackford County,Indiana,18,009,59.0
Boone County,Indiana,18,011,1244.0
Brown County,Indiana,18,013,88.0
Carroll County,Indiana,18,015,62.0
Cass County,Indiana,18,017,141.0
Clark County,Indiana,18,019,432.0
Clay County,Indiana,18,021,59.0
Clinton County,Indiana,18,023,26.0
Crawford County,Indiana,18,025,15.0
Daviess County,Indiana,18,027,51.0
Dearborn County,Indiana,18,029,130.0
Decatur County,Indiana,18,031,75.0
DeKalb County,Indiana,18,033,87.0
Delaware County,Indiana,18,035,1250.0
Dubois County,Indiana,18,037,91.0
Elkhart County,Indiana,18,039,600.0
Fayette County,Indiana,18,041,33.0
Floyd County,Indiana,18,043,415.0
Fountain County,Indiana,18,045,21.0
Franklin County,Indiana,18,047,154.0
Fulton County,Indiana,18,049,28.0
Gibson County,Indiana,18,051,124.0
Grant County,Indiana,18,053,366.0
Greene County,Indiana,18,055,38.0
Hamilton County,Indiana,18,057,4837.0
Hancock County,Indiana,18,059,284.0
Harrison County,Indiana,18,061,42.0
Hendricks County,Indiana,18,063,1130.0
Henry County,Indiana,18,065,170.0
