County,State,State_FIPS,County_FIPS,ged_or_alternative
Perry County,Arkansas,05,105,549.0
Phillips County,Arkansas,05,107,804.0
Pike County,Arkansas,05,109,645.0
Poinsett County,Arkansas,05,111,1462.0
Polk County,Arkansas,05,113,1286.0
Pope County,Arkansas,05,115,2458.0
Prairie County,Arkansas,05,117,488.0
Pulaski County,Arkansas,05,119,10515.0
Randolph County,Arkansas,05,121,955.0
Saint Francis County,Arkansas,05,123,1818.0
Saline County,Arkansas,05,125,4294.0
Scott County,Arkansas,05,127,470.0
Searcy County,Arkansas,05,129,489.0
Sebastian County,Arkansas,05,131,5108.0
Sevier County,Arkansas,05,133,678.0
Sharp County,Arkansas,05,135,996.0
Stone County,Arkansas,05,137,691.0
Union County,Arkansas,05,139,1369.0
Van Buren County,Arkansas,05,141,1131.0
Washington County,Arkansas,05,143,6919.0
White County,Arkansas,05,145,3391.0
Woodruff County,Arkansas,05,147,312.0
Yell County,Arkansas,05,149,1023.0
Alameda County,California,06,001,18164.0
Alpine County,California,06,003,68.0
Amador County,California,06,005,1131.0
Butte County,California,06,007,5238.0
Calaveras County,California,06,009,1158.0
Colusa County,California,06,011,214.0
Contra Costa County,California,06,013,15145.0
Del Norte County,California,06,015,1260.0
El Dorado County,California,06,017,3823.0
Fresno County,California,06,019,17448.0
Glenn County,California,06,021,807.0
Humboldt County,California,06,023,3143.0
Imperial County,California,06,025,4086.0
Inyo County,California,06,027,302.0
Kern County,California,06,029,20291.0
Kings County,California,06,031,4094.0
Lake County,California,06,033,1993.0
Lassen County,California,06,035,2069.0
Los Angeles County,California,06,037,114908.0
Madera County,California,06,039,3469.0
Marin County,California,06,041,2426.0
Mariposa County,California,06,043,482.0
Mendocino County,California,06,045,2167.0
Merced County,California,06,047,5734.0
Modoc County,California,06,049,220.0
Mono County,California,06,051,141.0
Monterey County,California,06,053,9196.0
Napa County,California,06,055,2354.0
Nevada County,California,06,057,1989.0
Orange County,California,06,059,34440.0
Placer County,California,06,061,5083.0
Plumas County,California,06,063,419.0
Riverside County,California,06,065,42749.0
Sacramento County,California,06,067,28724.0
San Benito County,California,06,069,1129.0
San Bernardino County,California,06,071,41514.0
San Diego County,California,06,073,47612.0
San Francisco County,California,06,075,9109.0
San Joaquin County,California,06,077,17227.0
San Luis Obispo County,California,06,079,4801.0
San Mateo County,California,06,081,8753.0
Santa Barbara County,California,06,083,6567.0
Santa Clara County,California,06,085,21352.0
Santa Cruz County,California,06,087,3769.0
Shasta County,California,06,089,4570.0
Sierra County,California,06,091,25.0
Siskiyou County,California,06,093,1006.0
Solano County,California,06,095,9249.0
Sonoma County,California,06,097,8719.0
Stanislaus County,California,06,099,12799.0
Sutter County,California,06,101,1674.0
Tehama County,California,06,103,1880.0
Trinity County,California,06,105,443.0
Tulare County,California,06,107,8445.0
Tuolumne County,California,06,109,1993.0
Ventura County,California,06,111,10034.0
Yolo County,California,06,113,3243.0
Yuba County,California,06,115,1777.0
Alamosa County,Colorado,08,003,439.0
Archuleta County,Colorado,08,007,328.0
Baca County,Colorado,08,009,77.0
Bent County,Colorado,08,011,1010.0
Chaffee County,Colorado,08,015,842.0
Cheyenne County,Colorado,08,017,49.0
Clear Creek County,Colorado,08,019,157.0
Conejos County,Colorado,08,021,168.0
Costilla County,Colorado,08,023,106.0
Crowley County,Colorado,08,025,819.0
Custer County,Colorado,08,027,71.0
Delta County,Colorado,08,029,1677.0
Dolores County,Colorado,08,033,43.0
Douglas County,Colorado,08,035,3120.0
Eagle County,Colorado,08,037,712.0
Elbert County,Colorado,08,039,417.0
El Paso County,Colorado,08,041,15250.0
Fremont County,Colorado,08,043,5897.0
Garfield County,Colorado,08,045,1850.0
Gilpin County,Colorado,08,047,221.0
Grand County,Colorado,08,049,664.0
Gunnison County,Colorado,08,051,347.0
Huerfano County,Colorado,08,055,263.0
Jackson County,Colorado,08,057,29.0
Kiowa County,Colorado,08,061,54.0
Kit Carson County,Colorado,08,063,606.0
Lake County,Colorado,08,065,251.0
La Plata County,Colorado,08,067,906.0
Larimer County,Colorado,08,069,6528.0
Las Animas County,Colorado,08,071,620.0
Lincoln County,Colorado,08,073,986.0
Logan County,Colorado,08,075,1200.0
Mesa County,Colorado,08,077,5425.0
Moffat County,Colorado,08,081,588.0
Montezuma County,Colorado,08,083,697.0
Montrose County,Colorado,08,085,1321.0
Morgan County,Colorado,08,087,1098.0
Otero County,Colorado,08,089,960.0
Ouray County,Colorado,08,091,113.0
Park County,Colorado,08,093,429.0
Phillips County,Colorado,08,095,304.0
Pitkin County,Colorado,08,097,216.0
Prowers County,Colorado,08,099,507.0
Pueblo County,Colorado,08,101,5940.0
Rio Blanco County,Colorado,08,103,181.0
Rio Grande County,Colorado,08,105,357.0
Routt County,Colorado,08,107,712.0
Saguache County,Colorado,08,109,202.0
San Miguel County,Colorado,08,113,74.0
Sedgwick County,Colorado,08,115,107.0
Summit County,Colorado,08,117,605.0
Teller County,Colorado,08,119,650.0
Washington County,Colorado,08,121,231.0
Yuma County,Colorado,08,125,314.0
Adams County,Colorado,08,001,16347.0
Arapahoe County,Colorado,08,005,13158.0
Boulder County,Colorado,08,013,4287.0
Broomfield County,Colorado,08,014,1084.0
Denver County,Colorado,08,031,16805.0
Jefferson County,Colorado,08,059,14094.0
Weld County,Colorado,08,123,8157.0
Fairfield County,Connecticut,09,001,13899.0
Hartford County,Connecticut,09,003,21996.0
Litchfield County,Connecticut,09,005,5001.0
Middlesex County,Connecticut,09,007,3369.0
New Haven County,Connecticut,09,009,19450.0
New London County,Connecticut,09,011,7611.0
Tolland County,Connecticut,09,013,3597.0
Windham County,Connecticut,09,015,4504.0
Kent County,Delaware,10,001,5217.0
New Castle County,Delaware,10,003,11369.0
Sussex County,Delaware,10,005,5947.0
Alachua County,Florida,12,001,6000.0
Baker County,Florida,12,003,1499.0
Bay County,Florida,12,005,7751.0
Bradford County,Florida,12,007,1837.0
Brevard County,Florida,12,009,18573.0
Broward County,Florida,12,011,43549.0
Calhoun County,Florida,12,013,1047.0
Charlotte County,Florida,12,015,6700.0
Citrus County,Florida,12,017,7771.0
Clay County,Florida,12,019,7439.0
Collier County,Florida,12,021,7860.0
Columbia County,Florida,12,023,3619.0
Miami-Dade County,Florida,12,086,49207.0
DeSoto County,Florida,12,027,1810.0
Dixie County,Florida,12,029,1533.0
Duval County,Florida,12,031,26929.0
Escambia County,Florida,12,033,8981.0
Flagler County,Florida,12,035,3683.0
Franklin County,Florida,12,037,855.0
Gadsden County,Florida,12,039,2173.0
Gilchrist County,Florida,12,041,758.0
Glades County,Florida,12,043,736.0
Gulf County,Florida,12,045,918.0
Hamilton County,Florida,12,047,919.0
Hardee County,Florida,12,049,1471.0
Hendry County,Florida,12,051,1619.0
Hernando County,Florida,12,053,7782.0
Highlands County,Florida,12,055,3924.0
Hillsborough County,Florida,12,057,36581.0
Holmes County,Florida,12,059,1410.0
Indian River County,Florida,12,061,5638.0
Jackson County,Florida,12,063,3513.0
Jefferson County,Florida,12,065,1037.0
Lafayette County,Florida,12,067,584.0
Lake County,Florida,12,069,12018.0
Lee County,Florida,12,071,20803.0
Leon County,Florida,12,073,6707.0
Levy County,Florida,12,075,2293.0
Liberty County,Florida,12,077,589.0
Madison County,Florida,12,079,1339.0
Manatee County,Florida,12,081,11502.0
Marion County,Florida,12,083,15686.0
Martin County,Florida,12,085,4975.0
Monroe County,Florida,12,087,2039.0
Nassau County,Florida,12,089,3241.0
Okaloosa County,Florida,12,091,6253.0
Okeechobee County,Florida,12,093,2207.0
Orange County,Florida,12,095,28455.0
Osceola County,Florida,12,097,10045.0
Palm Beach County,Florida,12,099,30262.0
Pasco County,Florida,12,101,18395.0
Pinellas County,Florida,12,103,31619.0
Polk County,Florida,12,105,25036.0
Putnam County,Florida,12,107,4116.0
Saint Johns County,Florida,12,109,5563.0
Saint Lucie County,Florida,12,111,11222.0
Santa Rosa County,Florida,12,113,5632.0
Sarasota County,Florida,12,115,11276.0
Seminole County,Florida,12,117,11224.0
Sumter County,Florida,12,119,6290.0
Suwannee County,Florida,12,121,1690.0
Taylor County,Florida,12,123,2080.0
Union County,Florida,12,125,1256.0
Volusia County,Florida,12,127,19127.0
Wakulla County,Florida,12,129,2187.0
Walton County,Florida,12,131,2130.0
Washington County,Florida,12,133,1632.0
Appling County,Georgia,13,001,700.0
Atkinson County,Georgia,13,003,280.0
Bacon County,Georgia,13,005,626.0
Baker County,Georgia,13,007,144.0
Baldwin County,Georgia,13,009,1649.0
Banks County,Georgia,13,011,1237.0
Barrow County,Georgia,13,013,3748.0
Bartow County,Georgia,13,015,4850.0
Ben Hill County,Georgia,13,017,525.0
Berrien County,Georgia,13,019,933.0
Bibb County,Georgia,13,021,4640.0
Bleckley County,Georgia,13,023,556.0
Brantley County,Georgia,13,025,1069.0
Brooks County,Georgia,13,027,532.0
Bryan County,Georgia,13,029,799.0
Bulloch County,Georgia,13,031,1662.0
Burke County,Georgia,13,033,693.0
Butts County,Georgia,13,035,1249.0
Calhoun County,Georgia,13,037,591.0
Camden County,Georgia,13,039,2096.0
Candler County,Georgia,13,043,452.0
Carroll County,Georgia,13,045,5229.0
Catoosa County,Georgia,13,047,3052.0
Charlton County,Georgia,13,049,769.0
Chatham County,Georgia,13,051,8530.0
Chattahoochee County,Georgia,13,053,233.0
Chattooga County,Georgia,13,055,1718.0
Cherokee County,Georgia,13,057,7253.0
Clarke County,Georgia,13,059,2372.0
Clay County,Georgia,13,061,43.0
Clayton County,Georgia,13,063,6806.0
Clinch County,Georgia,13,065,264.0
Cobb County,Georgia,13,067,12508.0
Coffee County,Georgia,13,069,2517.0
Colquitt County,Georgia,13,071,2331.0
Columbia County,Georgia,13,073,4355.0
Cook County,Georgia,13,075,729.0
Coweta County,Georgia,13,077,4104.0
Crawford County,Georgia,13,079,833.0
Crisp County,Georgia,13,081,1078.0
Dade County,Georgia,13,083,626.0
Dawson County,Georgia,13,085,1284.0
Decatur County,Georgia,13,087,1474.0
DeKalb County,Georgia,13,089,13701.0
Dodge County,Georgia,13,091,1483.0
Dooly County,Georgia,13,093,706.0
Dougherty County,Georgia,13,095,3023.0
Douglas County,Georgia,13,097,4675.0
Early County,Georgia,13,099,407.0
Echols County,Georgia,13,101,125.0
Effingham County,Georgia,13,103,2804.0
Elbert County,Georgia,13,105,822.0
Emanuel County,Georgia,13,107,1134.0
Evans County,Georgia,13,109,501.0
Fannin County,Georgia,13,111,1187.0
Fayette County,Georgia,13,113,1840.0
Floyd County,Georgia,13,115,4518.0
Forsyth County,Georgia,13,117,3442.0
Franklin County,Georgia,13,119,1177.0
Fulton County,Georgia,13,121,15565.0
Gilmer County,Georgia,13,123,1633.0
Glascock County,Georgia,13,125,168.0
Glynn County,Georgia,13,127,2652.0
Gordon County,Georgia,13,129,2916.0
Grady County,Georgia,13,131,955.0
Greene County,Georgia,13,133,756.0
Gwinnett County,Georgia,13,135,17483.0
Habersham County,Georgia,13,137,2528.0
Hall County,Georgia,13,139,6627.0
Hancock County,Georgia,13,141,643.0
Haralson County,Georgia,13,143,1577.0
Harris County,Georgia,13,145,927.0
Hart County,Georgia,13,147,1330.0
Heard County,Georgia,13,149,773.0
Henry County,Georgia,13,151,6005.0
Houston County,Georgia,13,153,4914.0
Irwin County,Georgia,13,155,401.0
Jackson County,Georgia,13,157,3141.0
Jasper County,Georgia,13,159,657.0
Jeff Davis County,Georgia,13,161,893.0
Jefferson County,Georgia,13,163,678.0
Jenkins County,Georgia,13,165,481.0
Johnson County,Georgia,13,167,470.0
Jones County,Georgia,13,169,1214.0
Lamar County,Georgia,13,171,1004.0
Lanier County,Georgia,13,173,486.0
Laurens County,Georgia,13,175,2081.0
Lee County,Georgia,13,177,1074.0
Liberty County,Georgia,13,179,2033.0
Lincoln County,Georgia,13,181,290.0
Long County,Georgia,13,183,695.0
Lowndes County,Georgia,13,185,3143.0
Lumpkin County,Georgia,13,187,1260.0
McDuffie County,Georgia,13,189,995.0
McIntosh County,Georgia,13,191,1009.0
Macon County,Georgia,13,193,727.0
Madison County,Georgia,13,195,1187.0
Marion County,Georgia,13,197,441.0
Meriwether County,Georgia,13,199,1317.0
Miller County,Georgia,13,201,206.0
Mitchell County,Georgia,13,205,1422.0
Monroe County,Georgia,13,207,1108.0
Montgomery County,Georgia,13,209,348.0
Morgan County,Georgia,13,211,573.0
Murray County,Georgia,13,213,3000.0
Muscogee County,Georgia,13,215,6833.0
Newton County,Georgia,13,217,4009.0
Oconee County,Georgia,13,219,677.0
Oglethorpe County,Georgia,13,221,713.0
Paulding County,Georgia,13,223,5573.0
Peach County,Georgia,13,225,913.0
Pickens County,Georgia,13,227,1397.0
Pierce County,Georgia,13,229,813.0
Pike County,Georgia,13,231,985.0
Polk County,Georgia,13,233,2043.0
Pulaski County,Georgia,13,235,1047.0
Putnam County,Georgia,13,237,577.0
Quitman County,Georgia,13,239,134.0
Rabun County,Georgia,13,241,638.0
Randolph County,Georgia,13,243,252.0
Richmond County,Georgia,13,245,6844.0
Rockdale County,Georgia,13,247,1969.0
Schley County,Georgia,13,249,219.0
Screven County,Georgia,13,251,511.0
Seminole County,Georgia,13,253,575.0
Spalding County,Georgia,13,255,3325.0
Stephens County,Georgia,13,257,1271.0
Stewart County,Georgia,13,259,137.0
Sumter County,Georgia,13,261,1072.0
Talbot County,Georgia,13,263,283.0
Taliaferro County,Georgia,13,265,93.0
Tattnall County,Georgia,13,267,2111.0
Taylor County,Georgia,13,269,412.0
Telfair County,Georgia,13,271,1369.0
Terrell County,Georgia,13,273,221.0
Thomas County,Georgia,13,275,1825.0
Tift County,Georgia,13,277,1187.0
Toombs County,Georgia,13,279,1282.0
Towns County,Georgia,13,281,497.0
Treutlen County,Georgia,13,283,335.0
Troup County,Georgia,13,285,3389.0
Turner County,Georgia,13,287,311.0
Twiggs County,Georgia,13,289,250.0
Union County,Georgia,13,291,949.0
Upson County,Georgia,13,293,1802.0
Walker County,Georgia,13,295,5519.0
Walton County,Georgia,13,297,4094.0
Ware County,Georgia,13,299,2227.0
Warren County,Georgia,13,301,188.0
Washington County,Georgia,13,303,1271.0
Wayne County,Georgia,13,305,2192.0
Webster County,Georgia,13,307,95.0
Wheeler County,Georgia,13,309,855.0
White County,Georgia,13,311,1380.0
Whitfield County,Georgia,13,313,4009.0
Wilcox County,Georgia,13,315,950.0
Wilkes County,Georgia,13,317,433.0
Wilkinson County,Georgia,13,319,454.0
Worth County,Georgia,13,321,1035.0
Hawaii County,Hawaii,15,001,2679.0
Honolulu County,Hawaii,15,003,15264.0
Kauai County,Hawaii,15,007,1234.0
Kalawao County,Hawaii,15,005,5.0
Maui County,Hawaii,15,009,3295.0
Ada County,Idaho,16,001,12887.0
Adams County,Idaho,16,003,182.0
Bannock County,Idaho,16,005,2522.0
Bear Lake County,Idaho,16,007,145.0
Benewah County,Idaho,16,009,327.0
Bingham County,Idaho,16,011,1213.0
Blaine County,Idaho,16,013,245.0
Boise County,Idaho,16,015,244.0
Bonner County,Idaho,16,017,1663.0
Bonneville County,Idaho,16,019,3370.0
Boundary County,Idaho,16,021,568.0
Butte County,Idaho,16,023,76.0
Camas County,Idaho,16,025,12.0
Canyon County,Idaho,16,027,9110.0
Caribou County,Idaho,16,029,216.0
Cassia County,Idaho,16,031,725.0
Clearwater County,Idaho,16,035,600.0
Custer County,Idaho,16,037,114.0
Elmore County,Idaho,16,039,751.0
Franklin County,Idaho,16,041,245.0
Fremont County,Idaho,16,043,521.0
Gem County,Idaho,16,045,910.0
Gooding County,Idaho,16,047,481.0
Idaho County,Idaho,16,049,687.0
Jefferson County,Idaho,16,051,689.0
Jerome County,Idaho,16,053,614.0
Kootenai County,Idaho,16,055,5156.0
Latah County,Idaho,16,057,693.0
Lemhi County,Idaho,16,059,409.0
Lewis County,Idaho,16,061,189.0
Lincoln County,Idaho,16,063,105.0
Madison County,Idaho,16,065,244.0
Minidoka County,Idaho,16,067,447.0
Nez Perce County,Idaho,16,069,1407.0
Oneida County,Idaho,16,071,154.0
Owyhee County,Idaho,16,073,457.0
Payette County,Idaho,16,075,1224.0
Power County,Idaho,16,077,285.0
Shoshone County,Idaho,16,079,756.0
Teton County,Idaho,16,081,188.0
Twin Falls County,Idaho,16,083,2699.0
Valley County,Idaho,16,085,401.0
Washington County,Idaho,16,087,496.0
Adams County,Illinois,17,001,2019.0
Alexander County,Illinois,17,003,350.0
Bond County,Illinois,17,005,1041.0
Boone County,Illinois,17,007,2360.0
Brown County,Illinois,17,009,265.0
Bureau County,Illinois,17,011,1115.0
Calhoun County,Illinois,17,013,145.0
Carroll County,Illinois,17,015,590.0
Cass County,Illinois,17,017,534.0
Champaign County,Illinois,17,019,3734.0
Christian County,Illinois,17,021,1722.0
Clark County,Illinois,17,023,689.0
Clay County,Illinois,17,025,644.0
Clinton County,Illinois,17,027,1326.0
Coles County,Illinois,17,029,1861.0
Cook County,Illinois,17,031,97169.0
Crawford County,Illinois,17,033,873.0
Cumberland County,Illinois,17,035,389.0
DeKalb County,Illinois,17,037,2553.0
De Witt County,Illinois,17,039,653.0
Douglas County,Illinois,17,041,709.0
DuPage County,Illinois,17,043,11825.0
Edgar County,Illinois,17,045,934.0
Edwards County,Illinois,17,047,166.0
Effingham County,Illinois,17,049,1128.0
Fayette County,Illinois,17,051,978.0
Ford County,Illinois,17,053,498.0
Franklin County,Illinois,17,055,1569.0
Fulton County,Illinois,17,057,1390.0
Gallatin County,Illinois,17,059,282.0
Greene County,Illinois,17,061,674.0
Grundy County,Illinois,17,063,1582.0
Hamilton County,Illinois,17,065,308.0
Hancock County,Illinois,17,067,551.0
Hardin County,Illinois,17,069,136.0
Henderson County,Illinois,17,071,326.0
Henry County,Illinois,17,073,1512.0
Iroquois County,Illinois,17,075,1096.0
Jackson County,Illinois,17,077,1903.0
Jasper County,Illinois,17,079,372.0
Jefferson County,Illinois,17,081,1705.0
Jersey County,Illinois,17,083,684.0
Jo Daviess County,Illinois,17,085,654.0
Johnson County,Illinois,17,087,661.0
Kane County,Illinois,17,089,11810.0
Kankakee County,Illinois,17,091,3451.0
Kendall County,Illinois,17,093,1877.0
Knox County,Illinois,17,095,2372.0
Lake County,Illinois,17,097,12945.0
LaSalle County,Illinois,17,099,3908.0
Lawrence County,Illinois,17,101,1180.0
Lee County,Illinois,17,103,1293.0
Livingston County,Illinois,17,105,1536.0
Logan County,Illinois,17,107,1572.0
McDonough County,Illinois,17,109,683.0
McHenry County,Illinois,17,111,6384.0
McLean County,Illinois,17,113,4030.0
Macon County,Illinois,17,115,4584.0
Macoupin County,Illinois,17,117,1971.0
Madison County,Illinois,17,119,9727.0
Marion County,Illinois,17,121,1773.0
Marshall County,Illinois,17,123,351.0
Mason County,Illinois,17,125,752.0
Massac County,Illinois,17,127,547.0
Menard County,Illinois,17,129,498.0
Mercer County,Illinois,17,131,585.0
Monroe County,Illinois,17,133,803.0
Montgomery County,Illinois,17,135,1720.0
Morgan County,Illinois,17,137,1366.0
Moultrie County,Illinois,17,139,703.0
Ogle County,Illinois,17,141,1616.0
Peoria County,Illinois,17,143,5639.0
Perry County,Illinois,17,145,1380.0
Piatt County,Illinois,17,147,411.0
Pike County,Illinois,17,149,536.0
Pope County,Illinois,17,151,231.0
Pulaski County,Illinois,17,153,147.0
Putnam County,Illinois,17,155,142.0
Randolph County,Illinois,17,157,1851.0
Richland County,Illinois,17,159,733.0
Rock Island County,Illinois,17,161,4996.0
Saint Clair County,Illinois,17,163,8333.0
Saline County,Illinois,17,165,1164.0
Sangamon County,Illinois,17,167,5510.0
Schuyler County,Illinois,17,169,310.0
Scott County,Illinois,17,171,137.0
Shelby County,Illinois,17,173,857.0
Stark County,Illinois,17,175,183.0
Stephenson County,Illinois,17,177,1699.0
Tazewell County,Illinois,17,179,4711.0
Union County,Illinois,17,181,680.0
Vermilion County,Illinois,17,183,4698.0
Wabash County,Illinois,17,185,580.0
Warren County,Illinois,17,187,546.0
Washington County,Illinois,17,189,436.0
Wayne County,Illinois,17,191,762.0
White County,Illinois,17,193,557.0
Whiteside County,Illinois,17,195,2197.0
Will County,Illinois,17,197,14647.0
Williamson County,Illinois,17,199,3156.0
Winnebago County,Illinois,17,201,12002.0
Woodford County,Illinois,17,203,952.0
Adams County,Indiana,18,001,1088.0
Allen County,Indiana,18,003,9682.0
Bartholomew County,Indiana,18,005,3056.0
Benton County,Indiana,18,007,304.0
Blackford County,Indiana,18,009,447.0
Boone County,Indiana,18,011,1309.0
Brown County,Indiana,18,013,685.0
Carroll County,Indiana,18,015,574.0
Cass County,Indiana,18,017,1444.0
Clark County,Indiana,18,019,5062.0
Clay County,Indiana,18,021,1098.0
Clinton County,Indiana,18,023,1275.0
Crawford County,Indiana,18,025,766.0
Daviess County,Indiana,18,027,923.0
Dearborn County,Indiana,18,029,1635.0
Decatur County,Indiana,18,031,1137.0
DeKalb County,Indiana,18,033,1698.0
Delaware County,Indiana,18,035,4286.0
Dubois County,Indiana,18,037,870.0
