County,State,State_FIPS,County_FIPS,some_college_less_1_year
Van Buren County,Arkansas,05,141,714.0
Washington County,Arkansas,05,143,7108.0
White County,Arkansas,05,145,3179.0
Woodruff County,Arkansas,05,147,267.0
Yell County,Arkansas,05,149,1020.0
Alameda County,California,06,001,51468.0
Alpine County,California,06,003,46.0
Amador County,California,06,005,2815.0
Butte County,California,06,007,12141.0
Calaveras County,California,06,009,3421.0
Colusa County,California,06,011,640.0
Contra Costa County,California,06,013,46740.0
Del Norte County,California,06,015,1749.0
El Dorado County,California,06,017,10586.0
Fresno County,California,06,019,37983.0
Glenn County,California,06,021,1309.0
Humboldt County,California,06,023,7178.0
Imperial County,California,06,025,5961.0
Inyo County,California,06,027,1022.0
Kern County,California,06,029,35452.0
Kings County,California,06,031,6218.0
Lake County,California,06,033,4011.0
Lassen County,California,06,035,2918.0
Los Angeles County,California,06,037,302437.0
Madera County,California,06,039,6330.0
Marin County,California,06,041,7505.0
Mariposa County,California,06,043,1401.0
Mendocino County,California,06,045,5631.0
Merced County,California,06,047,11099.0
Modoc County,California,06,049,1074.0
Mono County,California,06,051,447.0
Monterey County,California,06,053,13580.0
Napa County,California,06,055,6572.0
Nevada County,California,06,057,6448.0
Orange County,California,06,059,113750.0
Placer County,California,06,061,19351.0
Plumas County,California,06,063,1389.0
Riverside County,California,06,065,113228.0
Sacramento County,California,06,067,70834.0
San Benito County,California,06,069,2437.0
San Bernardino County,California,06,071,95024.0
San Diego County,California,06,073,123584.0
San Francisco County,California,06,075,22834.0
San Joaquin County,California,06,077,33386.0
San Luis Obispo County,California,06,079,13159.0
San Mateo County,California,06,081,25738.0
Santa Barbara County,California,06,083,16543.0
Santa Clara County,California,06,085,53056.0
Santa Cruz County,California,06,087,9305.0
Shasta County,California,06,089,11908.0
Sierra County,California,06,091,107.0
Siskiyou County,California,06,093,2783.0
Solano County,California,06,095,23470.0
Sonoma County,California,06,097,26820.0
Stanislaus County,California,06,099,26265.0
Sutter County,California,06,101,4755.0
Tehama County,California,06,103,4378.0
Trinity County,California,06,105,584.0
Tulare County,California,06,107,15519.0
Tuolumne County,California,06,109,4562.0
Ventura County,California,06,111,35167.0
Yolo County,California,06,113,7646.0
Yuba County,California,06,115,4116.0
Alamosa County,Colorado,08,003,586.0
Archuleta County,Colorado,08,007,502.0
Baca County,Colorado,08,009,217.0
Bent County,Colorado,08,011,369.0
Chaffee County,Colorado,08,015,819.0
Cheyenne County,Colorado,08,017,100.0
Clear Creek County,Colorado,08,019,316.0
Conejos County,Colorado,08,021,263.0
Costilla County,Colorado,08,023,110.0
Crowley County,Colorado,08,025,260.0
Custer County,Colorado,08,027,482.0
Delta County,Colorado,08,029,1506.0
Dolores County,Colorado,08,033,72.0
Douglas County,Colorado,08,035,10500.0
Eagle County,Colorado,08,037,954.0
Elbert County,Colorado,08,039,1473.0
El Paso County,Colorado,08,041,31332.0
Fremont County,Colorado,08,043,3049.0
Garfield County,Colorado,08,045,2947.0
Gilpin County,Colorado,08,047,272.0
Grand County,Colorado,08,049,631.0
Gunnison County,Colorado,08,051,286.0
Huerfano County,Colorado,08,055,500.0
Jackson County,Colorado,08,057,70.0
Kiowa County,Colorado,08,061,114.0
Kit Carson County,Colorado,08,063,425.0
Lake County,Colorado,08,065,345.0
La Plata County,Colorado,08,067,2422.0
Larimer County,Colorado,08,069,12903.0
Las Animas County,Colorado,08,071,815.0
Lincoln County,Colorado,08,073,236.0
Logan County,Colorado,08,075,1082.0
Mesa County,Colorado,08,077,7630.0
Moffat County,Colorado,08,081,818.0
Montezuma County,Colorado,08,083,1289.0
Montrose County,Colorado,08,085,2160.0
Morgan County,Colorado,08,087,1525.0
Otero County,Colorado,08,089,1250.0
Ouray County,Colorado,08,091,139.0
Park County,Colorado,08,093,988.0
Phillips County,Colorado,08,095,237.0
Pitkin County,Colorado,08,097,422.0
Prowers County,Colorado,08,099,586.0
Pueblo County,Colorado,08,101,8440.0
Rio Blanco County,Colorado,08,103,335.0
Rio Grande County,Colorado,08,105,685.0
Routt County,Colorado,08,107,793.0
Saguache County,Colorado,08,109,211.0
San Miguel County,Colorado,08,113,150.0
Sedgwick County,Colorado,08,115,201.0
Summit County,Colorado,08,117,755.0
Teller County,Colorado,08,119,1071.0
Washington County,Colorado,08,121,299.0
Yuma County,Colorado,08,125,534.0
Adams County,Colorado,08,001,21319.0
Arapahoe County,Colorado,08,005,26175.0
Boulder County,Colorado,08,013,8412.0
Broomfield County,Colorado,08,014,2203.0
Denver County,Colorado,08,031,19185.0
Jefferson County,Colorado,08,059,25442.0
Weld County,Colorado,08,123,13936.0
Fairfield County,Connecticut,09,001,26422.0
Hartford County,Connecticut,09,003,33059.0
Litchfield County,Connecticut,09,005,8377.0
Middlesex County,Connecticut,09,007,6590.0
New Haven County,Connecticut,09,009,30920.0
New London County,Connecticut,09,011,12359.0
Tolland County,Connecticut,09,013,5934.0
Windham County,Connecticut,09,015,6178.0
Kent County,Delaware,10,001,7111.0
New Castle County,Delaware,10,003,23214.0
Sussex County,Delaware,10,005,9618.0
Alachua County,Florida,12,001,8526.0
Baker County,Florida,12,003,1525.0
Bay County,Florida,12,005,10122.0
Bradford County,Florida,12,007,1128.0
Brevard County,Florida,12,009,33363.0
Broward County,Florida,12,011,73116.0
Calhoun County,Florida,12,013,713.0
Charlotte County,Florida,12,015,11973.0
Citrus County,Florida,12,017,9819.0
Clay County,Florida,12,019,10742.0
Collier County,Florida,12,021,13813.0
Columbia County,Florida,12,023,4019.0
Miami-Dade County,Florida,12,086,77460.0
DeSoto County,Florida,12,027,1569.0
Dixie County,Florida,12,029,807.0
Duval County,Florida,12,031,45616.0
Escambia County,Florida,12,033,14362.0
Flagler County,Florida,12,035,7024.0
Franklin County,Florida,12,037,680.0
Gadsden County,Florida,12,039,1916.0
Gilchrist County,Florida,12,041,662.0
Glades County,Florida,12,043,471.0
Gulf County,Florida,12,045,958.0
Hamilton County,Florida,12,047,709.0
Hardee County,Florida,12,049,1118.0
Hendry County,Florida,12,051,1092.0
Hernando County,Florida,12,053,10508.0
Highlands County,Florida,12,055,6184.0
Hillsborough County,Florida,12,057,50393.0
Holmes County,Florida,12,059,1055.0
Indian River County,Florida,12,061,8727.0
Jackson County,Florida,12,063,2960.0
Jefferson County,Florida,12,065,786.0
Lafayette County,Florida,12,067,343.0
Lake County,Florida,12,069,18604.0
Lee County,Florida,12,071,35981.0
Leon County,Florida,12,073,10273.0
Levy County,Florida,12,075,2063.0
Liberty County,Florida,12,077,388.0
Madison County,Florida,12,079,1138.0
Manatee County,Florida,12,081,18798.0
Marion County,Florida,12,083,20866.0
Martin County,Florida,12,085,8173.0
Monroe County,Florida,12,087,4270.0
Nassau County,Florida,12,089,4518.0
Okaloosa County,Florida,12,091,10770.0
Okeechobee County,Florida,12,093,1910.0
Orange County,Florida,12,095,45639.0
Osceola County,Florida,12,097,14029.0
Palm Beach County,Florida,12,099,58431.0
Pasco County,Florida,12,101,25877.0
Pinellas County,Florida,12,103,52462.0
Polk County,Florida,12,105,28229.0
Putnam County,Florida,12,107,3463.0
Saint Johns County,Florida,12,109,11579.0
Saint Lucie County,Florida,12,111,15658.0
Santa Rosa County,Florida,12,113,8948.0
Sarasota County,Florida,12,115,22385.0
Seminole County,Florida,12,117,17840.0
Sumter County,Florida,12,119,9751.0
Suwannee County,Florida,12,121,2499.0
Taylor County,Florida,12,123,990.0
Union County,Florida,12,125,758.0
Volusia County,Florida,12,127,29445.0
Wakulla County,Florida,12,129,1788.0
Walton County,Florida,12,131,3716.0
Washington County,Florida,12,133,1340.0
Appling County,Georgia,13,001,645.0
Atkinson County,Georgia,13,003,199.0
Bacon County,Georgia,13,005,427.0
Baker County,Georgia,13,007,118.0
Baldwin County,Georgia,13,009,1372.0
Banks County,Georgia,13,011,635.0
Barrow County,Georgia,13,013,4345.0
Bartow County,Georgia,13,015,4268.0
Ben Hill County,Georgia,13,017,758.0
Berrien County,Georgia,13,019,627.0
Bibb County,Georgia,13,021,4904.0
Bleckley County,Georgia,13,023,439.0
Brantley County,Georgia,13,025,859.0
Brooks County,Georgia,13,027,633.0
Bryan County,Georgia,13,029,1323.0
Bulloch County,Georgia,13,031,2236.0
Burke County,Georgia,13,033,699.0
Butts County,Georgia,13,035,958.0
Calhoun County,Georgia,13,037,220.0
Camden County,Georgia,13,039,2562.0
Candler County,Georgia,13,043,409.0
Carroll County,Georgia,13,045,4705.0
Catoosa County,Georgia,13,047,2892.0
Charlton County,Georgia,13,049,421.0
Chatham County,Georgia,13,051,11701.0
Chattahoochee County,Georgia,13,053,375.0
Chattooga County,Georgia,13,055,845.0
Cherokee County,Georgia,13,057,10265.0
Clarke County,Georgia,13,059,2983.0
Clay County,Georgia,13,061,104.0
Clayton County,Georgia,13,063,10007.0
Clinch County,Georgia,13,065,221.0
Cobb County,Georgia,13,067,24055.0
Coffee County,Georgia,13,069,1406.0
Colquitt County,Georgia,13,071,1814.0
Columbia County,Georgia,13,073,5327.0
Cook County,Georgia,13,075,424.0
Coweta County,Georgia,13,077,6025.0
Crawford County,Georgia,13,079,727.0
Crisp County,Georgia,13,081,1137.0
Dade County,Georgia,13,083,617.0
Dawson County,Georgia,13,085,1004.0
Decatur County,Georgia,13,087,958.0
DeKalb County,Georgia,13,089,20763.0
Dodge County,Georgia,13,091,670.0
Dooly County,Georgia,13,093,428.0
Dougherty County,Georgia,13,095,3641.0
Douglas County,Georgia,13,097,6401.0
Early County,Georgia,13,099,207.0
Echols County,Georgia,13,101,140.0
Effingham County,Georgia,13,103,2567.0
Elbert County,Georgia,13,105,618.0
Emanuel County,Georgia,13,107,790.0
Evans County,Georgia,13,109,425.0
Fannin County,Georgia,13,111,1072.0
Fayette County,Georgia,13,113,4149.0
Floyd County,Georgia,13,115,4097.0
Forsyth County,Georgia,13,117,7407.0
Franklin County,Georgia,13,119,764.0
Fulton County,Georgia,13,121,24771.0
Gilmer County,Georgia,13,123,1346.0
Glascock County,Georgia,13,125,100.0
Glynn County,Georgia,13,127,3945.0
Gordon County,Georgia,13,129,2734.0
Grady County,Georgia,13,131,961.0
Greene County,Georgia,13,133,679.0
Gwinnett County,Georgia,13,135,28577.0
Habersham County,Georgia,13,137,1915.0
Hall County,Georgia,13,139,7810.0
Hancock County,Georgia,13,141,318.0
Haralson County,Georgia,13,143,1324.0
Harris County,Georgia,13,145,1757.0
Hart County,Georgia,13,147,1394.0
Heard County,Georgia,13,149,407.0
Henry County,Georgia,13,151,9387.0
Houston County,Georgia,13,153,6689.0
Irwin County,Georgia,13,155,453.0
Jackson County,Georgia,13,157,2907.0
Jasper County,Georgia,13,159,836.0
Jeff Davis County,Georgia,13,161,506.0
Jefferson County,Georgia,13,163,388.0
Jenkins County,Georgia,13,165,320.0
Johnson County,Georgia,13,167,411.0
Jones County,Georgia,13,169,1285.0
Lamar County,Georgia,13,171,798.0
Lanier County,Georgia,13,173,431.0
Laurens County,Georgia,13,175,1506.0
Lee County,Georgia,13,177,1641.0
Liberty County,Georgia,13,179,3120.0
Lincoln County,Georgia,13,181,310.0
Long County,Georgia,13,183,813.0
Lowndes County,Georgia,13,185,3812.0
Lumpkin County,Georgia,13,187,1153.0
McDuffie County,Georgia,13,189,825.0
McIntosh County,Georgia,13,191,677.0
Macon County,Georgia,13,193,567.0
Madison County,Georgia,13,195,1273.0
Marion County,Georgia,13,197,568.0
Meriwether County,Georgia,13,199,977.0
Miller County,Georgia,13,201,233.0
Mitchell County,Georgia,13,205,941.0
Monroe County,Georgia,13,207,1133.0
Montgomery County,Georgia,13,209,281.0
Morgan County,Georgia,13,211,608.0
Murray County,Georgia,13,213,1292.0
Muscogee County,Georgia,13,215,8752.0
Newton County,Georgia,13,217,4552.0
Oconee County,Georgia,13,219,1441.0
Oglethorpe County,Georgia,13,221,623.0
Paulding County,Georgia,13,223,6576.0
Peach County,Georgia,13,225,1030.0
Pickens County,Georgia,13,227,1287.0
Pierce County,Georgia,13,229,806.0
Pike County,Georgia,13,231,801.0
Polk County,Georgia,13,233,1674.0
Pulaski County,Georgia,13,235,494.0
Putnam County,Georgia,13,237,1077.0
Quitman County,Georgia,13,239,92.0
Rabun County,Georgia,13,241,761.0
Randolph County,Georgia,13,243,250.0
Richmond County,Georgia,13,245,8642.0
Rockdale County,Georgia,13,247,3208.0
Schley County,Georgia,13,249,190.0
Screven County,Georgia,13,251,483.0
Seminole County,Georgia,13,253,490.0
Spalding County,Georgia,13,255,2457.0
Stephens County,Georgia,13,257,981.0
Stewart County,Georgia,13,259,156.0
Sumter County,Georgia,13,261,1007.0
Talbot County,Georgia,13,263,279.0
Taliaferro County,Georgia,13,265,57.0
Tattnall County,Georgia,13,267,998.0
Taylor County,Georgia,13,269,312.0
Telfair County,Georgia,13,271,335.0
Terrell County,Georgia,13,273,328.0
Thomas County,Georgia,13,275,2161.0
Tift County,Georgia,13,277,1708.0
Toombs County,Georgia,13,279,935.0
Towns County,Georgia,13,281,582.0
Treutlen County,Georgia,13,283,184.0
Troup County,Georgia,13,285,2893.0
Turner County,Georgia,13,287,386.0
Twiggs County,Georgia,13,289,275.0
Union County,Georgia,13,291,1604.0
Upson County,Georgia,13,293,1259.0
Walker County,Georgia,13,295,2852.0
Walton County,Georgia,13,297,4510.0
Ware County,Georgia,13,299,1459.0
Warren County,Georgia,13,301,113.0
Washington County,Georgia,13,303,865.0
Wayne County,Georgia,13,305,1435.0
Webster County,Georgia,13,307,76.0
Wheeler County,Georgia,13,309,126.0
White County,Georgia,13,311,1519.0
Whitfield County,Georgia,13,313,3891.0
Wilcox County,Georgia,13,315,232.0
Wilkes County,Georgia,13,317,407.0
Wilkinson County,Georgia,13,319,320.0
Worth County,Georgia,13,321,877.0
Hawaii County,Hawaii,15,001,7252.0
Honolulu County,Hawaii,15,003,38106.0
Kauai County,Hawaii,15,007,2183.0
Kalawao County,Hawaii,15,005,5.0
Maui County,Hawaii,15,009,7116.0
Ada County,Idaho,16,001,24846.0
Adams County,Idaho,16,003,187.0
Bannock County,Idaho,16,005,4473.0
Bear Lake County,Idaho,16,007,329.0
Benewah County,Idaho,16,009,491.0
Bingham County,Idaho,16,011,2545.0
Blaine County,Idaho,16,013,847.0
Boise County,Idaho,16,015,490.0
Bonner County,Idaho,16,017,2717.0
Bonneville County,Idaho,16,019,5401.0
Boundary County,Idaho,16,021,583.0
Butte County,Idaho,16,023,231.0
Camas County,Idaho,16,025,55.0
Canyon County,Idaho,16,027,11389.0
Caribou County,Idaho,16,029,420.0
Cassia County,Idaho,16,031,1181.0
Clearwater County,Idaho,16,035,563.0
Custer County,Idaho,16,037,253.0
Elmore County,Idaho,16,039,1538.0
Franklin County,Idaho,16,041,887.0
Fremont County,Idaho,16,043,537.0
Gem County,Idaho,16,045,974.0
Gooding County,Idaho,16,047,669.0
Idaho County,Idaho,16,049,1175.0
Jefferson County,Idaho,16,051,1232.0
Jerome County,Idaho,16,053,1207.0
Kootenai County,Idaho,16,055,9068.0
Latah County,Idaho,16,057,1247.0
Lemhi County,Idaho,16,059,589.0
Lewis County,Idaho,16,061,233.0
Lincoln County,Idaho,16,063,233.0
Madison County,Idaho,16,065,1093.0
Minidoka County,Idaho,16,067,1038.0
Nez Perce County,Idaho,16,069,2556.0
Oneida County,Idaho,16,071,270.0
Owyhee County,Idaho,16,073,501.0
Payette County,Idaho,16,075,1731.0
Power County,Idaho,16,077,336.0
Shoshone County,Idaho,16,079,706.0
Teton County,Idaho,16,081,290.0
Twin Falls County,Idaho,16,083,3920.0
Valley County,Idaho,16,085,538.0
Washington County,Idaho,16,087,682.0
Adams County,Illinois,17,001,4530.0
Alexander County,Illinois,17,003,483.0
Bond County,Illinois,17,005,1155.0
Boone County,Illinois,17,007,2585.0
Brown County,Illinois,17,009,448.0
Bureau County,Illinois,17,011,1790.0
Calhoun County,Illinois,17,013,193.0
Carroll County,Illinois,17,015,987.0
Cass County,Illinois,17,017,760.0
Champaign County,Illinois,17,019,7672.0
Christian County,Illinois,17,021,2186.0
Clark County,Illinois,17,023,1059.0
Clay County,Illinois,17,025,867.0
Clinton County,Illinois,17,027,2476.0
Coles County,Illinois,17,029,2666.0
Cook County,Illinois,17,031,177979.0
Crawford County,Illinois,17,033,1065.0
Cumberland County,Illinois,17,035,811.0
DeKalb County,Illinois,17,037,4991.0
De Witt County,Illinois,17,039,976.0
Douglas County,Illinois,17,041,1047.0
DuPage County,Illinois,17,043,37266.0
Edgar County,Illinois,17,045,1072.0
Edwards County,Illinois,17,047,446.0
Effingham County,Illinois,17,049,1782.0
Fayette County,Illinois,17,051,984.0
Ford County,Illinois,17,053,787.0
Franklin County,Illinois,17,055,3315.0
Fulton County,Illinois,17,057,2680.0
Gallatin County,Illinois,17,059,391.0
Greene County,Illinois,17,061,960.0
Grundy County,Illinois,17,063,3163.0
Hamilton County,Illinois,17,065,614.0
Hancock County,Illinois,17,067,964.0
Hardin County,Illinois,17,069,331.0
Henderson County,Illinois,17,071,430.0
Henry County,Illinois,17,073,3190.0
Iroquois County,Illinois,17,075,1665.0
Jackson County,Illinois,17,077,2062.0
Jasper County,Illinois,17,079,450.0
Jefferson County,Illinois,17,081,2657.0
Jersey County,Illinois,17,083,1303.0
Jo Daviess County,Illinois,17,085,1226.0
Johnson County,Illinois,17,087,1081.0
Kane County,Illinois,17,089,21639.0
Kankakee County,Illinois,17,091,6093.0
Kendall County,Illinois,17,093,5445.0
Knox County,Illinois,17,095,2864.0
Lake County,Illinois,17,097,25368.0
LaSalle County,Illinois,17,099,7202.0
Lawrence County,Illinois,17,101,1242.0
Lee County,Illinois,17,103,2225.0
Livingston County,Illinois,17,105,2127.0
Logan County,Illinois,17,107,1985.0
McDonough County,Illinois,17,109,1454.0
McHenry County,Illinois,17,111,16130.0
McLean County,Illinois,17,113,7166.0
Macon County,Illinois,17,115,6847.0
Macoupin County,Illinois,17,117,3110.0
Madison County,Illinois,17,119,15475.0
Marion County,Illinois,17,121,2394.0
Marshall County,Illinois,17,123,820.0
Mason County,Illinois,17,125,855.0
Massac County,Illinois,17,127,1074.0
Menard County,Illinois,17,129,698.0
Mercer County,Illinois,17,131,1019.0
Monroe County,Illinois,17,133,2379.0
Montgomery County,Illinois,17,135,1866.0
Morgan County,Illinois,17,137,2040.0
Moultrie County,Illinois,17,139,926.0
Ogle County,Illinois,17,141,3444.0
Peoria County,Illinois,17,143,10113.0
Perry County,Illinois,17,145,1340.0
Piatt County,Illinois,17,147,668.0
Pike County,Illinois,17,149,1178.0
Pope County,Illinois,17,151,445.0
Pulaski County,Illinois,17,153,455.0
Putnam County,Illinois,17,155,430.0
Randolph County,Illinois,17,157,2044.0
Richland County,Illinois,17,159,985.0
Rock Island County,Illinois,17,161,8915.0
Saint Clair County,Illinois,17,163,13485.0
Saline County,Illinois,17,165,1474.0
Sangamon County,Illinois,17,167,11221.0
Schuyler County,Illinois,17,169,436.0
Scott County,Illinois,17,171,351.0
Shelby County,Illinois,17,173,1050.0
Stark County,Illinois,17,175,350.0
Stephenson County,Illinois,17,177,3569.0
Tazewell County,Illinois,17,179,8852.0
Union County,Illinois,17,181,1078.0
Vermilion County,Illinois,17,183,4580.0
Wabash County,Illinois,17,185,816.0
Warren County,Illinois,17,187,1052.0
Washington County,Illinois,17,189,867.0
Wayne County,Illinois,17,191,1128.0
White County,Illinois,17,193,1116.0
Whiteside County,Illinois,17,195,4439.0
Will County,Illinois,17,197,33009.0
Williamson County,Illinois,17,199,4098.0
Winnebago County,Illinois,17,201,17916.0
Woodford County,Illinois,17,203,1759.0
Adams County,Indiana,18,001,1341.0
Allen County,Indiana,18,003,16513.0
Bartholomew County,Indiana,18,005,3149.0
Benton County,Indiana,18,007,364.0
Blackford County,Indiana,18,009,473.0
Boone County,Indiana,18,011,2091.0
Brown County,Indiana,18,013,817.0
Carroll County,Indiana,18,015,1022.0
Cass County,Indiana,18,017,1934.0
Clark County,Indiana,18,019,6062.0
Clay County,Indiana,18,021,990.0
Clinton County,Indiana,18,023,1521.0
Crawford County,Indiana,18,025,487.0
Daviess County,Indiana,18,027,981.0
Dearborn County,Indiana,18,029,2152.0
Decatur County,Indiana,18,031,1158.0
DeKalb County,Indiana,18,033,2119.0
Delaware County,Indiana,18,035,4807.0
