County,State,State_FIPS,County_FIPS,doctorate_degree
Kiowa County,Colorado,08,061,8.0
Kit Carson County,Colorado,08,063,10.0
Lake County,Colorado,08,065,42.0
La Plata County,Colorado,08,067,903.0
Larimer County,Colorado,08,069,6098.0
Las Animas County,Colorado,08,071,37.0
Lincoln County,Colorado,08,073,13.0
Logan County,Colorado,08,075,208.0
Mesa County,Colorado,08,077,1204.0
Moffat County,Colorado,08,081,40.0
Montezuma County,Colorado,08,083,180.0
Montrose County,Colorado,08,085,214.0
Morgan County,Colorado,08,087,76.0
Otero County,Colorado,08,089,30.0
Ouray County,Colorado,08,091,146.0
Park County,Colorado,08,093,200.0
Phillips County,Colorado,08,095,23.0
Pitkin County,Colorado,08,097,168.0
Prowers County,Colorado,08,099,18.0
Pueblo County,Colorado,08,101,797.0
Rio Blanco County,Colorado,08,103,44.0
Rio Grande County,Colorado,08,105,61.0
Routt County,Colorado,08,107,226.0
Saguache County,Colorado,08,109,64.0
San Miguel County,Colorado,08,113,58.0
Sedgwick County,Colorado,08,115,10.0
Summit County,Colorado,08,117,604.0
Teller County,Colorado,08,119,199.0
Washington County,Colorado,08,121,4.0
Yuma County,Colorado,08,125,16.0
Adams County,Colorado,08,001,1653.0
Arapahoe County,Colorado,08,005,5035.0
Boulder County,Colorado,08,013,10606.0
Broomfield County,Colorado,08,014,993.0
Denver County,Colorado,08,031,8460.0
Jefferson County,Colorado,08,059,6034.0
Weld County,Colorado,08,123,1576.0
Fairfield County,Connecticut,09,001,9894.0
Hartford County,Connecticut,09,003,8489.0
Litchfield County,Connecticut,09,005,1362.0
Middlesex County,Connecticut,09,007,2046.0
New Haven County,Connecticut,09,009,12810.0
New London County,Connecticut,09,011,2873.0
Tolland County,Connecticut,09,013,2100.0
Windham County,Connecticut,09,015,910.0
Kent County,Delaware,10,001,1097.0
New Castle County,Delaware,10,003,7824.0
Sussex County,Delaware,10,005,1546.0
Alachua County,Florida,12,001,7619.0
Baker County,Florida,12,003,103.0
Bay County,Florida,12,005,942.0
Bradford County,Florida,12,007,26.0
Brevard County,Florida,12,009,4660.0
Broward County,Florida,12,011,14603.0
Calhoun County,Florida,12,013,5.0
Charlotte County,Florida,12,015,829.0
Citrus County,Florida,12,017,578.0
Clay County,Florida,12,019,866.0
Collier County,Florida,12,021,4064.0
Columbia County,Florida,12,023,236.0
Miami-Dade County,Florida,12,086,21291.0
DeSoto County,Florida,12,027,61.0
Dixie County,Florida,12,029,4.0
Duval County,Florida,12,031,4738.0
Escambia County,Florida,12,033,1863.0
Flagler County,Florida,12,035,549.0
Franklin County,Florida,12,037,67.0
Gadsden County,Florida,12,039,296.0
Gilchrist County,Florida,12,041,22.0
Glades County,Florida,12,043,19.0
Gulf County,Florida,12,045,70.0
Hamilton County,Florida,12,047,6.0
Hardee County,Florida,12,049,55.0
Hendry County,Florida,12,051,66.0
Hernando County,Florida,12,053,716.0
Highlands County,Florida,12,055,590.0
Hillsborough County,Florida,12,057,11072.0
Holmes County,Florida,12,059,29.0
Indian River County,Florida,12,061,1244.0
Jackson County,Florida,12,063,239.0
Jefferson County,Florida,12,065,119.0
Lafayette County,Florida,12,067,13.0
Lake County,Florida,12,069,1272.0
Lee County,Florida,12,071,5768.0
Leon County,Florida,12,073,5788.0
Levy County,Florida,12,075,173.0
Liberty County,Florida,12,077,45.0
Madison County,Florida,12,079,84.0
Manatee County,Florida,12,081,3138.0
Marion County,Florida,12,083,1475.0
Martin County,Florida,12,085,1435.0
Monroe County,Florida,12,087,1007.0
Nassau County,Florida,12,089,439.0
Okaloosa County,Florida,12,091,1476.0
Okeechobee County,Florida,12,093,71.0
Orange County,Florida,12,095,8038.0
Osceola County,Florida,12,097,1147.0
Palm Beach County,Florida,12,099,13383.0
Pasco County,Florida,12,101,2018.0
Pinellas County,Florida,12,103,7744.0
Polk County,Florida,12,105,3105.0
Putnam County,Florida,12,107,278.0
Saint Johns County,Florida,12,109,2566.0
Saint Lucie County,Florida,12,111,1180.0
Santa Rosa County,Florida,12,113,1236.0
Sarasota County,Florida,12,115,4743.0
Seminole County,Florida,12,117,3739.0
Sumter County,Florida,12,119,1308.0
Suwannee County,Florida,12,121,113.0
Taylor County,Florida,12,123,26.0
Union County,Florida,12,125,24.0
Volusia County,Florida,12,127,3547.0
Wakulla County,Florida,12,129,48.0
Walton County,Florida,12,131,461.0
Washington County,Florida,12,133,94.0
Appling County,Georgia,13,001,64.0
Atkinson County,Georgia,13,003,5.0
Bacon County,Georgia,13,005,13.0
Baker County,Georgia,13,007,0.0
Baldwin County,Georgia,13,009,392.0
Banks County,Georgia,13,011,19.0
Barrow County,Georgia,13,013,221.0
Bartow County,Georgia,13,015,264.0
Ben Hill County,Georgia,13,017,21.0
Berrien County,Georgia,13,019,47.0
Bibb County,Georgia,13,021,1345.0
Bleckley County,Georgia,13,023,115.0
Brantley County,Georgia,13,025,30.0
Brooks County,Georgia,13,027,0.0
Bryan County,Georgia,13,029,253.0
Bulloch County,Georgia,13,031,1113.0
Burke County,Georgia,13,033,90.0
Butts County,Georgia,13,035,29.0
Calhoun County,Georgia,13,037,6.0
Camden County,Georgia,13,039,253.0
Candler County,Georgia,13,043,62.0
Carroll County,Georgia,13,045,673.0
Catoosa County,Georgia,13,047,208.0
Charlton County,Georgia,13,049,33.0
Chatham County,Georgia,13,051,3028.0
Chattahoochee County,Georgia,13,053,63.0
Chattooga County,Georgia,13,055,14.0
Cherokee County,Georgia,13,057,1627.0
Clarke County,Georgia,13,059,3548.0
Clay County,Georgia,13,061,1.0
Clayton County,Georgia,13,063,1141.0
Clinch County,Georgia,13,065,12.0
Cobb County,Georgia,13,067,7153.0
Coffee County,Georgia,13,069,113.0
Colquitt County,Georgia,13,071,97.0
Columbia County,Georgia,13,073,1721.0
Cook County,Georgia,13,075,57.0
Coweta County,Georgia,13,077,767.0
Crawford County,Georgia,13,079,29.0
Crisp County,Georgia,13,081,100.0
Dade County,Georgia,13,083,62.0
Dawson County,Georgia,13,085,28.0
Decatur County,Georgia,13,087,198.0
DeKalb County,Georgia,13,089,12060.0
Dodge County,Georgia,13,091,83.0
Dooly County,Georgia,13,093,21.0
Dougherty County,Georgia,13,095,617.0
Douglas County,Georgia,13,097,575.0
Early County,Georgia,13,099,28.0
Echols County,Georgia,13,101,5.0
Effingham County,Georgia,13,103,76.0
Elbert County,Georgia,13,105,14.0
Emanuel County,Georgia,13,107,113.0
Evans County,Georgia,13,109,59.0
Fannin County,Georgia,13,111,125.0
Fayette County,Georgia,13,113,936.0
Floyd County,Georgia,13,115,493.0
Forsyth County,Georgia,13,117,1554.0
Franklin County,Georgia,13,119,44.0
Fulton County,Georgia,13,121,12204.0
Gilmer County,Georgia,13,123,60.0
Glascock County,Georgia,13,125,18.0
Glynn County,Georgia,13,127,475.0
Gordon County,Georgia,13,129,287.0
Grady County,Georgia,13,131,126.0
Greene County,Georgia,13,133,159.0
Gwinnett County,Georgia,13,135,6734.0
Habersham County,Georgia,13,137,250.0
Hall County,Georgia,13,139,1050.0
Hancock County,Georgia,13,141,25.0
Haralson County,Georgia,13,143,83.0
Harris County,Georgia,13,145,129.0
Hart County,Georgia,13,147,100.0
Heard County,Georgia,13,149,25.0
Henry County,Georgia,13,151,1171.0
Houston County,Georgia,13,153,522.0
Irwin County,Georgia,13,155,98.0
Jackson County,Georgia,13,157,194.0
Jasper County,Georgia,13,159,75.0
Jeff Davis County,Georgia,13,161,45.0
Jefferson County,Georgia,13,163,0.0
Jenkins County,Georgia,13,165,0.0
Johnson County,Georgia,13,167,64.0
Jones County,Georgia,13,169,74.0
Lamar County,Georgia,13,171,160.0
Lanier County,Georgia,13,173,11.0
Laurens County,Georgia,13,175,163.0
Lee County,Georgia,13,177,110.0
Liberty County,Georgia,13,179,258.0
Lincoln County,Georgia,13,181,13.0
Long County,Georgia,13,183,41.0
Lowndes County,Georgia,13,185,861.0
Lumpkin County,Georgia,13,187,241.0
McDuffie County,Georgia,13,189,56.0
McIntosh County,Georgia,13,191,61.0
Macon County,Georgia,13,193,31.0
Madison County,Georgia,13,195,117.0
Marion County,Georgia,13,197,9.0
Meriwether County,Georgia,13,199,37.0
Miller County,Georgia,13,201,19.0
Mitchell County,Georgia,13,205,41.0
Monroe County,Georgia,13,207,153.0
Montgomery County,Georgia,13,209,55.0
Morgan County,Georgia,13,211,68.0
Murray County,Georgia,13,213,128.0
Muscogee County,Georgia,13,215,1398.0
Newton County,Georgia,13,217,405.0
Oconee County,Georgia,13,219,976.0
Oglethorpe County,Georgia,13,221,63.0
Paulding County,Georgia,13,223,295.0
Peach County,Georgia,13,225,169.0
Pickens County,Georgia,13,227,71.0
Pierce County,Georgia,13,229,154.0
Pike County,Georgia,13,231,112.0
Polk County,Georgia,13,233,64.0
Pulaski County,Georgia,13,235,74.0
Putnam County,Georgia,13,237,88.0
Quitman County,Georgia,13,239,0.0
Rabun County,Georgia,13,241,202.0
Randolph County,Georgia,13,243,37.0
Richmond County,Georgia,13,245,1565.0
Rockdale County,Georgia,13,247,460.0
Schley County,Georgia,13,249,23.0
Screven County,Georgia,13,251,31.0
Seminole County,Georgia,13,253,38.0
Spalding County,Georgia,13,255,375.0
Stephens County,Georgia,13,257,107.0
Stewart County,Georgia,13,259,1.0
Sumter County,Georgia,13,261,320.0
Talbot County,Georgia,13,263,44.0
Taliaferro County,Georgia,13,265,5.0
Tattnall County,Georgia,13,267,49.0
Taylor County,Georgia,13,269,17.0
Telfair County,Georgia,13,271,63.0
Terrell County,Georgia,13,273,62.0
Thomas County,Georgia,13,275,408.0
Tift County,Georgia,13,277,388.0
Toombs County,Georgia,13,279,71.0
Towns County,Georgia,13,281,127.0
Treutlen County,Georgia,13,283,20.0
Troup County,Georgia,13,285,371.0
Turner County,Georgia,13,287,30.0
Twiggs County,Georgia,13,289,0.0
Union County,Georgia,13,291,108.0
Upson County,Georgia,13,293,116.0
Walker County,Georgia,13,295,238.0
Walton County,Georgia,13,297,357.0
Ware County,Georgia,13,299,148.0
Warren County,Georgia,13,301,3.0
Washington County,Georgia,13,303,15.0
Wayne County,Georgia,13,305,101.0
Webster County,Georgia,13,307,3.0
Wheeler County,Georgia,13,309,0.0
White County,Georgia,13,311,175.0
Whitfield County,Georgia,13,313,243.0
Wilcox County,Georgia,13,315,12.0
Wilkes County,Georgia,13,317,44.0
Wilkinson County,Georgia,13,319,19.0
Worth County,Georgia,13,321,25.0
Hawaii County,Hawaii,15,001,1925.0
Honolulu County,Hawaii,15,003,9425.0
Kauai County,Hawaii,15,007,516.0
Kalawao County,Hawaii,15,005,2.0
Maui County,Hawaii,15,009,937.0
Ada County,Idaho,16,001,3713.0
Adams County,Idaho,16,003,17.0
Bannock County,Idaho,16,005,904.0
Bear Lake County,Idaho,16,007,17.0
Benewah County,Idaho,16,009,24.0
Bingham County,Idaho,16,011,83.0
Blaine County,Idaho,16,013,284.0
Boise County,Idaho,16,015,66.0
Bonner County,Idaho,16,017,182.0
Bonneville County,Idaho,16,019,869.0
Boundary County,Idaho,16,021,30.0
Butte County,Idaho,16,023,5.0
Camas County,Idaho,16,025,3.0
Canyon County,Idaho,16,027,783.0
Caribou County,Idaho,16,029,79.0
Cassia County,Idaho,16,031,82.0
Clearwater County,Idaho,16,035,8.0
Custer County,Idaho,16,037,9.0
Elmore County,Idaho,16,039,59.0
Franklin County,Idaho,16,041,36.0
Fremont County,Idaho,16,043,92.0
Gem County,Idaho,16,045,17.0
Gooding County,Idaho,16,047,31.0
Idaho County,Idaho,16,049,50.0
Jefferson County,Idaho,16,051,59.0
Jerome County,Idaho,16,053,53.0
Kootenai County,Idaho,16,055,862.0
Latah County,Idaho,16,057,965.0
Lemhi County,Idaho,16,059,49.0
Lewis County,Idaho,16,061,12.0
Lincoln County,Idaho,16,063,9.0
Madison County,Idaho,16,065,369.0
Minidoka County,Idaho,16,067,20.0
Nez Perce County,Idaho,16,069,139.0
Oneida County,Idaho,16,071,5.0
Owyhee County,Idaho,16,073,16.0
Payette County,Idaho,16,075,137.0
Power County,Idaho,16,077,32.0
Shoshone County,Idaho,16,079,70.0
Teton County,Idaho,16,081,67.0
Twin Falls County,Idaho,16,083,288.0
Valley County,Idaho,16,085,58.0
Washington County,Idaho,16,087,0.0
Adams County,Illinois,17,001,312.0
Alexander County,Illinois,17,003,6.0
Bond County,Illinois,17,005,113.0
Boone County,Illinois,17,007,289.0
Brown County,Illinois,17,009,6.0
Bureau County,Illinois,17,011,130.0
Calhoun County,Illinois,17,013,15.0
Carroll County,Illinois,17,015,70.0
Cass County,Illinois,17,017,12.0
Champaign County,Illinois,17,019,6026.0
Christian County,Illinois,17,021,120.0
Clark County,Illinois,17,023,58.0
Clay County,Illinois,17,025,29.0
Clinton County,Illinois,17,027,65.0
Coles County,Illinois,17,029,705.0
Cook County,Illinois,17,031,50199.0
Crawford County,Illinois,17,033,46.0
Cumberland County,Illinois,17,035,24.0
DeKalb County,Illinois,17,037,1074.0
De Witt County,Illinois,17,039,28.0
Douglas County,Illinois,17,041,58.0
DuPage County,Illinois,17,043,10838.0
Edgar County,Illinois,17,045,13.0
Edwards County,Illinois,17,047,7.0
Effingham County,Illinois,17,049,105.0
Fayette County,Illinois,17,051,40.0
Ford County,Illinois,17,053,17.0
Franklin County,Illinois,17,055,98.0
Fulton County,Illinois,17,057,102.0
Gallatin County,Illinois,17,059,20.0
Greene County,Illinois,17,061,28.0
Grundy County,Illinois,17,063,74.0
Hamilton County,Illinois,17,065,25.0
Hancock County,Illinois,17,067,117.0
Hardin County,Illinois,17,069,0.0
Henderson County,Illinois,17,071,0.0
Henry County,Illinois,17,073,113.0
Iroquois County,Illinois,17,075,105.0
Jackson County,Illinois,17,077,1253.0
Jasper County,Illinois,17,079,33.0
Jefferson County,Illinois,17,081,144.0
Jersey County,Illinois,17,083,87.0
Jo Daviess County,Illinois,17,085,116.0
Johnson County,Illinois,17,087,44.0
Kane County,Illinois,17,089,2741.0
Kankakee County,Illinois,17,091,309.0
Kendall County,Illinois,17,093,440.0
Knox County,Illinois,17,095,255.0
Lake County,Illinois,17,097,7427.0
LaSalle County,Illinois,17,099,423.0
Lawrence County,Illinois,17,101,10.0
Lee County,Illinois,17,103,133.0
Livingston County,Illinois,17,105,165.0
Logan County,Illinois,17,107,85.0
McDonough County,Illinois,17,109,827.0
McHenry County,Illinois,17,111,1464.0
McLean County,Illinois,17,113,2012.0
Macon County,Illinois,17,115,519.0
Macoupin County,Illinois,17,117,123.0
Madison County,Illinois,17,119,1511.0
Marion County,Illinois,17,121,56.0
Marshall County,Illinois,17,123,23.0
Mason County,Illinois,17,125,82.0
Massac County,Illinois,17,127,6.0
Menard County,Illinois,17,129,53.0
Mercer County,Illinois,17,131,32.0
Monroe County,Illinois,17,133,182.0
Montgomery County,Illinois,17,135,138.0
Morgan County,Illinois,17,137,200.0
Moultrie County,Illinois,17,139,25.0
Ogle County,Illinois,17,141,100.0
Peoria County,Illinois,17,143,1183.0
Perry County,Illinois,17,145,37.0
Piatt County,Illinois,17,147,127.0
Pike County,Illinois,17,149,44.0
Pope County,Illinois,17,151,5.0
Pulaski County,Illinois,17,153,1.0
Putnam County,Illinois,17,155,12.0
Randolph County,Illinois,17,157,51.0
Richland County,Illinois,17,159,59.0
Rock Island County,Illinois,17,161,703.0
Saint Clair County,Illinois,17,163,1192.0
Saline County,Illinois,17,165,73.0
Sangamon County,Illinois,17,167,1396.0
Schuyler County,Illinois,17,169,56.0
Scott County,Illinois,17,171,3.0
Shelby County,Illinois,17,173,23.0
Stark County,Illinois,17,175,12.0
Stephenson County,Illinois,17,177,71.0
Tazewell County,Illinois,17,179,486.0
Union County,Illinois,17,181,112.0
Vermilion County,Illinois,17,183,116.0
Wabash County,Illinois,17,185,14.0
Warren County,Illinois,17,187,169.0
Washington County,Illinois,17,189,51.0
Wayne County,Illinois,17,191,20.0
White County,Illinois,17,193,31.0
Whiteside County,Illinois,17,195,74.0
Will County,Illinois,17,197,4065.0
Williamson County,Illinois,17,199,467.0
Winnebago County,Illinois,17,201,1144.0
Woodford County,Illinois,17,203,289.0
Adams County,Indiana,18,001,44.0
Allen County,Indiana,18,003,1826.0
Bartholomew County,Indiana,18,005,565.0
Benton County,Indiana,18,007,10.0
Blackford County,Indiana,18,009,18.0
Boone County,Indiana,18,011,1098.0
Brown County,Indiana,18,013,118.0
Carroll County,Indiana,18,015,41.0
Cass County,Indiana,18,017,138.0
Clark County,Indiana,18,019,383.0
Clay County,Indiana,18,021,76.0
Clinton County,Indiana,18,023,22.0
Crawford County,Indiana,18,025,10.0
Daviess County,Indiana,18,027,63.0
Dearborn County,Indiana,18,029,88.0
Decatur County,Indiana,18,031,42.0
DeKalb County,Indiana,18,033,40.0
Delaware County,Indiana,18,035,1264.0
Dubois County,Indiana,18,037,145.0
Elkhart County,Indiana,18,039,492.0
Fayette County,Indiana,18,041,0.0
Floyd County,Indiana,18,043,439.0
Fountain County,Indiana,18,045,16.0
Franklin County,Indiana,18,047,190.0
Fulton County,Indiana,18,049,9.0
Gibson County,Indiana,18,051,60.0
Grant County,Indiana,18,053,337.0
Greene County,Indiana,18,055,90.0
Hamilton County,Indiana,18,057,5005.0
Hancock County,Indiana,18,059,249.0
Harrison County,Indiana,18,061,64.0
Hendricks County,Indiana,18,063,976.0
Henry County,Indiana,18,065,187.0
