County,State,State_FIPS,County_FIPS,professional_degree
Prince of Wales-Hyder Census Area,Alaska,02,198,31.0
Wrangell City and Borough,Alaska,02,275,8.0
Apache County,Arizona,04,001,112.0
Cochise County,Arizona,04,003,897.0
Coconino County,Arizona,04,005,1602.0
Gila County,Arizona,04,007,463.0
Graham County,Arizona,04,009,172.0
Greenlee County,Arizona,04,011,11.0
Maricopa County,Arizona,04,013,52841.0
Mohave County,Arizona,04,015,1544.0
Navajo County,Arizona,04,017,497.0
Pima County,Arizona,04,019,15099.0
Pinal County,Arizona,04,021,1903.0
Santa Cruz County,Arizona,04,023,418.0
Yavapai County,Arizona,04,025,3061.0
La Paz County,Arizona,04,012,34.0
Yuma County,Arizona,04,027,1035.0
Arkansas County,Arkansas,05,001,30.0
Ashley County,Arkansas,05,003,57.0
Baxter County,Arkansas,05,005,307.0
Benton County,Arkansas,05,007,2769.0
Boone County,Arkansas,05,009,114.0
Bradley County,Arkansas,05,011,29.0
Calhoun County,Arkansas,05,013,10.0
Carroll County,Arkansas,05,015,145.0
Chicot County,Arkansas,05,017,55.0
Clark County,Arkansas,05,019,145.0
Clay County,Arkansas,05,021,65.0
Cleburne County,Arkansas,05,023,258.0
Cleveland County,Arkansas,05,025,65.0
Columbia County,Arkansas,05,027,102.0
Conway County,Arkansas,05,029,89.0
Craighead County,Arkansas,05,031,1108.0
Crawford County,Arkansas,05,033,280.0
Crittenden County,Arkansas,05,035,279.0
Cross County,Arkansas,05,037,99.0
Dallas County,Arkansas,05,039,26.0
Desha County,Arkansas,05,041,30.0
Drew County,Arkansas,05,043,76.0
Faulkner County,Arkansas,05,045,924.0
Franklin County,Arkansas,05,047,30.0
Fulton County,Arkansas,05,049,17.0
Garland County,Arkansas,05,051,855.0
Grant County,Arkansas,05,053,60.0
Greene County,Arkansas,05,055,175.0
Hempstead County,Arkansas,05,057,51.0
Hot Spring County,Arkansas,05,059,98.0
Howard County,Arkansas,05,061,51.0
Independence County,Arkansas,05,063,281.0
Izard County,Arkansas,05,065,23.0
Jackson County,Arkansas,05,067,0.0
Jefferson County,Arkansas,05,069,405.0
Johnson County,Arkansas,05,071,52.0
Lafayette County,Arkansas,05,073,40.0
Lawrence County,Arkansas,05,075,22.0
Lee County,Arkansas,05,077,15.0
Lincoln County,Arkansas,05,079,26.0
Little River County,Arkansas,05,081,18.0
Logan County,Arkansas,05,083,55.0
Lonoke County,Arkansas,05,085,388.0
Madison County,Arkansas,05,087,80.0
Marion County,Arkansas,05,089,84.0
Miller County,Arkansas,05,091,218.0
Mississippi County,Arkansas,05,093,173.0
Monroe County,Arkansas,05,095,17.0
Montgomery County,Arkansas,05,097,31.0
Nevada County,Arkansas,05,099,43.0
Newton County,Arkansas,05,101,27.0
Ouachita County,Arkansas,05,103,106.0
Perry County,Arkansas,05,105,21.0
Phillips County,Arkansas,05,107,106.0
Pike County,Arkansas,05,109,51.0
Poinsett County,Arkansas,05,111,43.0
Polk County,Arkansas,05,113,77.0
Pope County,Arkansas,05,115,525.0
Prairie County,Arkansas,05,117,57.0
Pulaski County,Arkansas,05,119,7320.0
Randolph County,Arkansas,05,121,15.0
Saint Francis County,Arkansas,05,123,88.0
Saline County,Arkansas,05,125,1127.0
Scott County,Arkansas,05,127,60.0
Searcy County,Arkansas,05,129,24.0
Sebastian County,Arkansas,05,131,1041.0
Sevier County,Arkansas,05,133,28.0
Sharp County,Arkansas,05,135,85.0
Stone County,Arkansas,05,137,193.0
Union County,Arkansas,05,139,315.0
Van Buren County,Arkansas,05,141,173.0
Washington County,Arkansas,05,143,3649.0
White County,Arkansas,05,145,553.0
Woodruff County,Arkansas,05,147,8.0
Yell County,Arkansas,05,149,94.0
Alameda County,California,06,001,34121.0
Alpine County,California,06,003,10.0
Amador County,California,06,005,584.0
Butte County,California,06,007,3253.0
Calaveras County,California,06,009,383.0
Colusa County,California,06,011,226.0
Contra Costa County,California,06,013,22425.0
Del Norte County,California,06,015,298.0
El Dorado County,California,06,017,3416.0
Fresno County,California,06,019,9767.0
Glenn County,California,06,021,150.0
Humboldt County,California,06,023,2115.0
Imperial County,California,06,025,742.0
Inyo County,California,06,027,160.0
Kern County,California,06,029,5010.0
Kings County,California,06,031,1018.0
Lake County,California,06,033,577.0
Lassen County,California,06,035,248.0
Los Angeles County,California,06,037,158811.0
Madera County,California,06,039,913.0
Marin County,California,06,041,12594.0
Mariposa County,California,06,043,253.0
Mendocino County,California,06,045,1179.0
Merced County,California,06,047,1337.0
Modoc County,California,06,049,50.0
Mono County,California,06,051,164.0
Monterey County,California,06,053,5241.0
Napa County,California,06,055,2977.0
Nevada County,California,06,057,2156.0
Orange County,California,06,059,60031.0
Placer County,California,06,061,7136.0
Plumas County,California,06,063,271.0
Riverside County,California,06,065,21150.0
Sacramento County,California,06,067,22412.0
San Benito County,California,06,069,453.0
San Bernardino County,California,06,071,15271.0
San Diego County,California,06,073,60233.0
San Francisco County,California,06,075,33789.0
San Joaquin County,California,06,077,5374.0
San Luis Obispo County,California,06,079,4622.0
San Mateo County,California,06,081,21924.0
Santa Barbara County,California,06,083,7370.0
Santa Clara County,California,06,085,35568.0
Santa Cruz County,California,06,087,5156.0
Shasta County,California,06,089,2400.0
Sierra County,California,06,091,20.0
Siskiyou County,California,06,093,524.0
Solano County,California,06,095,4602.0
Sonoma County,California,06,097,9981.0
Stanislaus County,California,06,099,4612.0
Sutter County,California,06,101,817.0
Tehama County,California,06,103,521.0
Trinity County,California,06,105,52.0
Tulare County,California,06,107,2505.0
Tuolumne County,California,06,109,717.0
Ventura County,California,06,111,13277.0
Yolo County,California,06,113,4996.0
Yuba County,California,06,115,406.0
Alamosa County,Colorado,08,003,76.0
Archuleta County,Colorado,08,007,129.0
Baca County,Colorado,08,009,43.0
Bent County,Colorado,08,011,8.0
Chaffee County,Colorado,08,015,464.0
Cheyenne County,Colorado,08,017,0.0
Clear Creek County,Colorado,08,019,134.0
Conejos County,Colorado,08,021,25.0
Costilla County,Colorado,08,023,30.0
Crowley County,Colorado,08,025,21.0
Custer County,Colorado,08,027,38.0
Delta County,Colorado,08,029,307.0
Dolores County,Colorado,08,033,6.0
Douglas County,Colorado,08,035,5787.0
Eagle County,Colorado,08,037,1048.0
Elbert County,Colorado,08,039,293.0
El Paso County,Colorado,08,041,7707.0
Fremont County,Colorado,08,043,315.0
Garfield County,Colorado,08,045,719.0
Gilpin County,Colorado,08,047,16.0
Grand County,Colorado,08,049,231.0
Gunnison County,Colorado,08,051,231.0
Huerfano County,Colorado,08,055,73.0
Jackson County,Colorado,08,057,16.0
Kiowa County,Colorado,08,061,0.0
Kit Carson County,Colorado,08,063,42.0
Lake County,Colorado,08,065,36.0
La Plata County,Colorado,08,067,1307.0
Larimer County,Colorado,08,069,4598.0
Las Animas County,Colorado,08,071,93.0
Lincoln County,Colorado,08,073,18.0
Logan County,Colorado,08,075,99.0
Mesa County,Colorado,08,077,1656.0
Moffat County,Colorado,08,081,25.0
Montezuma County,Colorado,08,083,297.0
Montrose County,Colorado,08,085,309.0
Morgan County,Colorado,08,087,247.0
Otero County,Colorado,08,089,103.0
Ouray County,Colorado,08,091,126.0
Park County,Colorado,08,093,107.0
Phillips County,Colorado,08,095,39.0
Pitkin County,Colorado,08,097,670.0
Prowers County,Colorado,08,099,24.0
Pueblo County,Colorado,08,101,1096.0
Rio Blanco County,Colorado,08,103,20.0
Rio Grande County,Colorado,08,105,174.0
Routt County,Colorado,08,107,660.0
Saguache County,Colorado,08,109,46.0
San Miguel County,Colorado,08,113,196.0
Sedgwick County,Colorado,08,115,10.0
Summit County,Colorado,08,117,378.0
Teller County,Colorado,08,119,283.0
Washington County,Colorado,08,121,21.0
Yuma County,Colorado,08,125,24.0
Adams County,Colorado,08,001,2969.0
Arapahoe County,Colorado,08,005,10257.0
Boulder County,Colorado,08,013,8023.0
Broomfield County,Colorado,08,014,1057.0
Denver County,Colorado,08,031,19312.0
Jefferson County,Colorado,08,059,9203.0
Weld County,Colorado,08,123,1918.0
Fairfield County,Connecticut,09,001,24568.0
Hartford County,Connecticut,09,003,18361.0
Litchfield County,Connecticut,09,005,2795.0
Middlesex County,Connecticut,09,007,3308.0
New Haven County,Connecticut,09,009,17317.0
New London County,Connecticut,09,011,3979.0
Tolland County,Connecticut,09,013,2009.0
Windham County,Connecticut,09,015,902.0
Kent County,Delaware,10,001,1501.0
New Castle County,Delaware,10,003,8320.0
Sussex County,Delaware,10,005,2482.0
Alachua County,Florida,12,001,6608.0
Baker County,Florida,12,003,137.0
Bay County,Florida,12,005,1635.0
Bradford County,Florida,12,007,97.0
Brevard County,Florida,12,009,5320.0
Broward County,Florida,12,011,32909.0
Calhoun County,Florida,12,013,21.0
Charlotte County,Florida,12,015,1975.0
Citrus County,Florida,12,017,1315.0
Clay County,Florida,12,019,1404.0
Collier County,Florida,12,021,8859.0
Columbia County,Florida,12,023,495.0
Miami-Dade County,Florida,12,086,50889.0
DeSoto County,Florida,12,027,135.0
Dixie County,Florida,12,029,91.0
Duval County,Florida,12,031,10789.0
Escambia County,Florida,12,033,3146.0
Flagler County,Florida,12,035,1153.0
Franklin County,Florida,12,037,62.0
Gadsden County,Florida,12,039,167.0
Gilchrist County,Florida,12,041,76.0
Glades County,Florida,12,043,5.0
Gulf County,Florida,12,045,222.0
Hamilton County,Florida,12,047,65.0
Hardee County,Florida,12,049,99.0
Hendry County,Florida,12,051,69.0
Hernando County,Florida,12,053,903.0
Highlands County,Florida,12,055,754.0
Hillsborough County,Florida,12,057,19769.0
Holmes County,Florida,12,059,108.0
Indian River County,Florida,12,061,2485.0
Jackson County,Florida,12,063,294.0
Jefferson County,Florida,12,065,158.0
Lafayette County,Florida,12,067,174.0
Lake County,Florida,12,069,3038.0
Lee County,Florida,12,071,10984.0
Leon County,Florida,12,073,6265.0
Levy County,Florida,12,075,175.0
Liberty County,Florida,12,077,32.0
Madison County,Florida,12,079,38.0
Manatee County,Florida,12,081,4748.0
Marion County,Florida,12,083,3216.0
Martin County,Florida,12,085,3183.0
Monroe County,Florida,12,087,1420.0
Nassau County,Florida,12,089,1002.0
Okaloosa County,Florida,12,091,1869.0
Okeechobee County,Florida,12,093,169.0
Orange County,Florida,12,095,17582.0
Osceola County,Florida,12,097,1945.0
Palm Beach County,Florida,12,099,31251.0
Pasco County,Florida,12,101,4012.0
Pinellas County,Florida,12,103,15712.0
Polk County,Florida,12,105,4096.0
Putnam County,Florida,12,107,415.0
Saint Johns County,Florida,12,109,4622.0
Saint Lucie County,Florida,12,111,2402.0
Santa Rosa County,Florida,12,113,1536.0
Sarasota County,Florida,12,115,8665.0
Seminole County,Florida,12,117,6425.0
Sumter County,Florida,12,119,1684.0
Suwannee County,Florida,12,121,94.0
Taylor County,Florida,12,123,57.0
Union County,Florida,12,125,26.0
Volusia County,Florida,12,127,5171.0
Wakulla County,Florida,12,129,141.0
Walton County,Florida,12,131,828.0
Washington County,Florida,12,133,52.0
Appling County,Georgia,13,001,122.0
Atkinson County,Georgia,13,003,23.0
Bacon County,Georgia,13,005,70.0
Baker County,Georgia,13,007,12.0
Baldwin County,Georgia,13,009,325.0
Banks County,Georgia,13,011,119.0
Barrow County,Georgia,13,013,493.0
Bartow County,Georgia,13,015,918.0
Ben Hill County,Georgia,13,017,84.0
Berrien County,Georgia,13,019,113.0
Bibb County,Georgia,13,021,2289.0
Bleckley County,Georgia,13,023,102.0
Brantley County,Georgia,13,025,98.0
Brooks County,Georgia,13,027,76.0
Bryan County,Georgia,13,029,267.0
Bulloch County,Georgia,13,031,678.0
Burke County,Georgia,13,033,174.0
Butts County,Georgia,13,035,193.0
Calhoun County,Georgia,13,037,23.0
Camden County,Georgia,13,039,390.0
Candler County,Georgia,13,043,121.0
Carroll County,Georgia,13,045,1062.0
Catoosa County,Georgia,13,047,679.0
Charlton County,Georgia,13,049,105.0
Chatham County,Georgia,13,051,4190.0
Chattahoochee County,Georgia,13,053,54.0
Chattooga County,Georgia,13,055,115.0
Cherokee County,Georgia,13,057,2999.0
Clarke County,Georgia,13,059,1770.0
Clay County,Georgia,13,061,11.0
Clayton County,Georgia,13,063,1569.0
Clinch County,Georgia,13,065,22.0
Cobb County,Georgia,13,067,12924.0
Coffee County,Georgia,13,069,347.0
Colquitt County,Georgia,13,071,382.0
Columbia County,Georgia,13,073,2578.0
Cook County,Georgia,13,075,151.0
Coweta County,Georgia,13,077,1306.0
Crawford County,Georgia,13,079,109.0
Crisp County,Georgia,13,081,175.0
Dade County,Georgia,13,083,56.0
Dawson County,Georgia,13,085,290.0
Decatur County,Georgia,13,087,200.0
DeKalb County,Georgia,13,089,16253.0
Dodge County,Georgia,13,091,237.0
Dooly County,Georgia,13,093,66.0
Dougherty County,Georgia,13,095,1322.0
Douglas County,Georgia,13,097,1586.0
Early County,Georgia,13,099,43.0
Echols County,Georgia,13,101,10.0
Effingham County,Georgia,13,103,487.0
Elbert County,Georgia,13,105,137.0
Emanuel County,Georgia,13,107,240.0
Evans County,Georgia,13,109,63.0
Fannin County,Georgia,13,111,402.0
Fayette County,Georgia,13,113,2423.0
Floyd County,Georgia,13,115,1407.0
Forsyth County,Georgia,13,117,2612.0
Franklin County,Georgia,13,119,193.0
Fulton County,Georgia,13,121,25993.0
Gilmer County,Georgia,13,123,346.0
Glascock County,Georgia,13,125,0.0
Glynn County,Georgia,13,127,1248.0
Gordon County,Georgia,13,129,399.0
Grady County,Georgia,13,131,131.0
Greene County,Georgia,13,133,472.0
Gwinnett County,Georgia,13,135,9748.0
Habersham County,Georgia,13,137,496.0
Hall County,Georgia,13,139,2416.0
Hancock County,Georgia,13,141,83.0
Haralson County,Georgia,13,143,352.0
Harris County,Georgia,13,145,551.0
Hart County,Georgia,13,147,304.0
Heard County,Georgia,13,149,89.0
Henry County,Georgia,13,151,2353.0
Houston County,Georgia,13,153,1385.0
Irwin County,Georgia,13,155,153.0
Jackson County,Georgia,13,157,657.0
Jasper County,Georgia,13,159,67.0
Jeff Davis County,Georgia,13,161,181.0
Jefferson County,Georgia,13,163,30.0
Jenkins County,Georgia,13,165,29.0
Johnson County,Georgia,13,167,7.0
Jones County,Georgia,13,169,292.0
Lamar County,Georgia,13,171,104.0
Lanier County,Georgia,13,173,74.0
Laurens County,Georgia,13,175,534.0
Lee County,Georgia,13,177,281.0
Liberty County,Georgia,13,179,294.0
Lincoln County,Georgia,13,181,29.0
Long County,Georgia,13,183,14.0
Lowndes County,Georgia,13,185,1187.0
Lumpkin County,Georgia,13,187,373.0
McDuffie County,Georgia,13,189,285.0
McIntosh County,Georgia,13,191,45.0
Macon County,Georgia,13,193,22.0
Madison County,Georgia,13,195,287.0
Marion County,Georgia,13,197,68.0
Meriwether County,Georgia,13,199,111.0
Miller County,Georgia,13,201,15.0
Mitchell County,Georgia,13,205,44.0
Monroe County,Georgia,13,207,384.0
Montgomery County,Georgia,13,209,62.0
Morgan County,Georgia,13,211,317.0
Murray County,Georgia,13,213,256.0
Muscogee County,Georgia,13,215,2562.0
Newton County,Georgia,13,217,766.0
Oconee County,Georgia,13,219,1131.0
Oglethorpe County,Georgia,13,221,95.0
Paulding County,Georgia,13,223,1547.0
Peach County,Georgia,13,225,172.0
Pickens County,Georgia,13,227,311.0
Pierce County,Georgia,13,229,170.0
Pike County,Georgia,13,231,163.0
Polk County,Georgia,13,233,313.0
Pulaski County,Georgia,13,235,67.0
Putnam County,Georgia,13,237,246.0
Quitman County,Georgia,13,239,14.0
Rabun County,Georgia,13,241,269.0
Randolph County,Georgia,13,243,30.0
Richmond County,Georgia,13,245,2560.0
Rockdale County,Georgia,13,247,656.0
Schley County,Georgia,13,249,18.0
Screven County,Georgia,13,251,100.0
Seminole County,Georgia,13,253,62.0
Spalding County,Georgia,13,255,524.0
Stephens County,Georgia,13,257,513.0
Stewart County,Georgia,13,259,20.0
Sumter County,Georgia,13,261,393.0
Talbot County,Georgia,13,263,20.0
Taliaferro County,Georgia,13,265,4.0
Tattnall County,Georgia,13,267,199.0
Taylor County,Georgia,13,269,30.0
Telfair County,Georgia,13,271,86.0
Terrell County,Georgia,13,273,73.0
Thomas County,Georgia,13,275,442.0
Tift County,Georgia,13,277,322.0
Toombs County,Georgia,13,279,142.0
Towns County,Georgia,13,281,176.0
Treutlen County,Georgia,13,283,33.0
Troup County,Georgia,13,285,570.0
Turner County,Georgia,13,287,119.0
Twiggs County,Georgia,13,289,49.0
Union County,Georgia,13,291,224.0
Upson County,Georgia,13,293,202.0
Walker County,Georgia,13,295,413.0
Walton County,Georgia,13,297,798.0
Ware County,Georgia,13,299,379.0
Warren County,Georgia,13,301,53.0
Washington County,Georgia,13,303,76.0
Wayne County,Georgia,13,305,242.0
Webster County,Georgia,13,307,5.0
Wheeler County,Georgia,13,309,16.0
White County,Georgia,13,311,297.0
Whitfield County,Georgia,13,313,1033.0
Wilcox County,Georgia,13,315,48.0
Wilkes County,Georgia,13,317,109.0
Wilkinson County,Georgia,13,319,18.0
Worth County,Georgia,13,321,68.0
Hawaii County,Hawaii,15,001,2450.0
Honolulu County,Hawaii,15,003,16913.0
Kauai County,Hawaii,15,007,724.0
Kalawao County,Hawaii,15,005,0.0
Maui County,Hawaii,15,009,2236.0
Ada County,Idaho,16,001,6660.0
Adams County,Idaho,16,003,40.0
Bannock County,Idaho,16,005,986.0
Bear Lake County,Idaho,16,007,23.0
Benewah County,Idaho,16,009,43.0
Bingham County,Idaho,16,011,251.0
Blaine County,Idaho,16,013,307.0
Boise County,Idaho,16,015,65.0
Bonner County,Idaho,16,017,507.0
Bonneville County,Idaho,16,019,850.0
Boundary County,Idaho,16,021,128.0
Butte County,Idaho,16,023,7.0
Camas County,Idaho,16,025,6.0
Canyon County,Idaho,16,027,516.0
Caribou County,Idaho,16,029,22.0
Cassia County,Idaho,16,031,161.0
Clearwater County,Idaho,16,035,80.0
Custer County,Idaho,16,037,12.0
Elmore County,Idaho,16,039,121.0
Franklin County,Idaho,16,041,68.0
Fremont County,Idaho,16,043,77.0
Gem County,Idaho,16,045,100.0
Gooding County,Idaho,16,047,80.0
Idaho County,Idaho,16,049,126.0
Jefferson County,Idaho,16,051,172.0
Jerome County,Idaho,16,053,131.0
Kootenai County,Idaho,16,055,1511.0
Latah County,Idaho,16,057,618.0
Lemhi County,Idaho,16,059,70.0
Lewis County,Idaho,16,061,3.0
Lincoln County,Idaho,16,063,8.0
Madison County,Idaho,16,065,352.0
Minidoka County,Idaho,16,067,66.0
Nez Perce County,Idaho,16,069,331.0
Oneida County,Idaho,16,071,3.0
Owyhee County,Idaho,16,073,14.0
Payette County,Idaho,16,075,185.0
Power County,Idaho,16,077,129.0
Shoshone County,Idaho,16,079,62.0
Teton County,Idaho,16,081,93.0
Twin Falls County,Idaho,16,083,728.0
Valley County,Idaho,16,085,35.0
Washington County,Idaho,16,087,46.0
Adams County,Illinois,17,001,574.0
Alexander County,Illinois,17,003,23.0
Bond County,Illinois,17,005,54.0
Boone County,Illinois,17,007,673.0
Brown County,Illinois,17,009,26.0
Bureau County,Illinois,17,011,298.0
Calhoun County,Illinois,17,013,8.0
Carroll County,Illinois,17,015,108.0
Cass County,Illinois,17,017,52.0
Champaign County,Illinois,17,019,3442.0
Christian County,Illinois,17,021,164.0
Clark County,Illinois,17,023,57.0
Clay County,Illinois,17,025,60.0
Clinton County,Illinois,17,027,203.0
Coles County,Illinois,17,029,309.0
Cook County,Illinois,17,031,102530.0
Crawford County,Illinois,17,033,109.0
Cumberland County,Illinois,17,035,33.0
DeKalb County,Illinois,17,037,510.0
De Witt County,Illinois,17,039,65.0
Douglas County,Illinois,17,041,94.0
DuPage County,Illinois,17,043,19196.0
Edgar County,Illinois,17,045,62.0
Edwards County,Illinois,17,047,24.0
Effingham County,Illinois,17,049,228.0
Fayette County,Illinois,17,051,51.0
Ford County,Illinois,17,053,29.0
Franklin County,Illinois,17,055,177.0
Fulton County,Illinois,17,057,186.0
Gallatin County,Illinois,17,059,3.0
Greene County,Illinois,17,061,48.0
Grundy County,Illinois,17,063,227.0
Hamilton County,Illinois,17,065,18.0
Hancock County,Illinois,17,067,81.0
Hardin County,Illinois,17,069,18.0
Henderson County,Illinois,17,071,8.0
Henry County,Illinois,17,073,425.0
Iroquois County,Illinois,17,075,162.0
Jackson County,Illinois,17,077,717.0
Jasper County,Illinois,17,079,48.0
Jefferson County,Illinois,17,081,345.0
Jersey County,Illinois,17,083,78.0
Jo Daviess County,Illinois,17,085,175.0
Johnson County,Illinois,17,087,76.0
Kane County,Illinois,17,089,4721.0
Kankakee County,Illinois,17,091,656.0
Kendall County,Illinois,17,093,710.0
Knox County,Illinois,17,095,407.0
Lake County,Illinois,17,097,15091.0
LaSalle County,Illinois,17,099,808.0
Lawrence County,Illinois,17,101,31.0
Lee County,Illinois,17,103,224.0
Livingston County,Illinois,17,105,232.0
Logan County,Illinois,17,107,150.0
McDonough County,Illinois,17,109,178.0
McHenry County,Illinois,17,111,2843.0
McLean County,Illinois,17,113,2054.0
Macon County,Illinois,17,115,955.0
Macoupin County,Illinois,17,117,316.0
Madison County,Illinois,17,119,2529.0
Marion County,Illinois,17,121,189.0
Marshall County,Illinois,17,123,50.0
Mason County,Illinois,17,125,34.0
Massac County,Illinois,17,127,26.0
Menard County,Illinois,17,129,137.0
Mercer County,Illinois,17,131,79.0
Monroe County,Illinois,17,133,300.0
Montgomery County,Illinois,17,135,108.0
Morgan County,Illinois,17,137,294.0
Moultrie County,Illinois,17,139,55.0
Ogle County,Illinois,17,141,221.0
Peoria County,Illinois,17,143,2406.0
Perry County,Illinois,17,145,21.0
Piatt County,Illinois,17,147,133.0
Pike County,Illinois,17,149,29.0
Pope County,Illinois,17,151,5.0
Pulaski County,Illinois,17,153,5.0
Putnam County,Illinois,17,155,45.0
Randolph County,Illinois,17,157,179.0
Richland County,Illinois,17,159,101.0
Rock Island County,Illinois,17,161,1063.0
Saint Clair County,Illinois,17,163,2289.0
Saline County,Illinois,17,165,75.0
Sangamon County,Illinois,17,167,3647.0
Schuyler County,Illinois,17,169,36.0
Scott County,Illinois,17,171,30.0
Shelby County,Illinois,17,173,55.0
Stark County,Illinois,17,175,35.0
Stephenson County,Illinois,17,177,386.0
Tazewell County,Illinois,17,179,910.0
Union County,Illinois,17,181,154.0
Vermilion County,Illinois,17,183,281.0
Wabash County,Illinois,17,185,49.0
Warren County,Illinois,17,187,101.0
Washington County,Illinois,17,189,81.0
Wayne County,Illinois,17,191,52.0
White County,Illinois,17,193,43.0
Whiteside County,Illinois,17,195,411.0
Will County,Illinois,17,197,6403.0
Williamson County,Illinois,17,199,728.0
Winnebago County,Illinois,17,201,2508.0
Woodford County,Illinois,17,203,250.0
Adams County,Indiana,18,001,177.0
Allen County,Indiana,18,003,3936.0
Bartholomew County,Indiana,18,005,454.0
Benton County,Indiana,18,007,29.0
Blackford County,Indiana,18,009,40.0
Boone County,Indiana,18,011,1721.0
Brown County,Indiana,18,013,180.0
Carroll County,Indiana,18,015,109.0
Cass County,Indiana,18,017,95.0
Clark County,Indiana,18,019,657.0
Clay County,Indiana,18,021,183.0
Clinton County,Indiana,18,023,115.0
Crawford County,Indiana,18,025,52.0
Daviess County,Indiana,18,027,103.0
Dearborn County,Indiana,18,029,387.0
Decatur County,Indiana,18,031,217.0
DeKalb County,Indiana,18,033,202.0
Delaware County,Indiana,18,035,835.0
Dubois County,Indiana,18,037,260.0
Elkhart County,Indiana,18,039,1385.0
Fayette County,Indiana,18,041,89.0
Floyd County,Indiana,18,043,850.0
Fountain County,Indiana,18,045,89.0
Franklin County,Indiana,18,047,68.0
Fulton County,Indiana,18,049,28.0
Gibson County,Indiana,18,051,121.0
Grant County,Indiana,18,053,330.0
Greene County,Indiana,18,055,197.0
Hamilton County,Indiana,18,057,7898.0
Hancock County,Indiana,18,059,653.0
Harrison County,Indiana,18,061,127.0
