County,State,State_FIPS,County_FIPS,associates_degree
Searcy County,Arkansas,05,129,383
Sebastian County,Arkansas,05,131,6402
Sevier County,Arkansas,05,133,585
Sharp County,Arkansas,05,135,960
Stone County,Arkansas,05,137,569
Union County,Arkansas,05,139,2270
Van Buren County,Arkansas,05,141,838
Washington County,Arkansas,05,143,5600
White County,Arkansas,05,145,3255
Woodruff County,Arkansas,05,147,224
Yell County,Arkansas,05,149,438
Alameda County,California,06,001,70167
Alpine County,California,06,003,62
Amador County,California,06,005,2913
Butte County,California,06,007,13751
Calaveras County,California,06,009,3132
Colusa County,California,06,011,1202
Contra Costa County,California,06,013,58235
Del Norte County,California,06,015,1321
El Dorado County,California,06,017,13034
Fresno County,California,06,019,42817
Glenn County,California,06,021,1282
Humboldt County,California,06,023,8093
Imperial County,California,06,025,6893
Inyo County,California,06,027,1109
Kern County,California,06,029,35100
Kings County,California,06,031,6973
Lake County,California,06,033,4572
Lassen County,California,06,035,2474
Los Angeles County,California,06,037,443294
Madera County,California,06,039,7380
Marin County,California,06,041,11861
Mariposa County,California,06,043,1102
Mendocino County,California,06,045,5669
Merced County,California,06,047,10236
Modoc County,California,06,049,653
Mono County,California,06,051,872
Monterey County,California,06,053,20177
Napa County,California,06,055,8667
Nevada County,California,06,057,7746
Orange County,California,06,059,156023
Placer County,California,06,061,26906
Plumas County,California,06,063,1662
Riverside County,California,06,065,106276
Sacramento County,California,06,067,86055
San Benito County,California,06,069,2835
San Bernardino County,California,06,071,99474
San Diego County,California,06,073,186017
San Francisco County,California,06,075,34411
San Joaquin County,California,06,077,37394
San Luis Obispo County,California,06,079,16891
San Mateo County,California,06,081,38983
Santa Barbara County,California,06,083,21585
Santa Clara County,California,06,085,87289
Santa Cruz County,California,06,087,15020
Shasta County,California,06,089,13548
Sierra County,California,06,091,245
Siskiyou County,California,06,093,2911
Solano County,California,06,095,26985
Sonoma County,California,06,097,29880
Stanislaus County,California,06,099,22928
Sutter County,California,06,101,6151
Tehama County,California,06,103,3170
Trinity County,California,06,105,824
Tulare County,California,06,107,19730
Tuolumne County,California,06,109,3664
Ventura County,California,06,111,45258
Yolo County,California,06,113,8561
Yuba County,California,06,115,4455
Alamosa County,Colorado,08,003,553
Archuleta County,Colorado,08,007,526
Baca County,Colorado,08,009,287
Bent County,Colorado,08,011,359
Chaffee County,Colorado,08,015,958
Cheyenne County,Colorado,08,017,187
Clear Creek County,Colorado,08,019,456
Conejos County,Colorado,08,021,274
Costilla County,Colorado,08,023,121
Crowley County,Colorado,08,025,249
Custer County,Colorado,08,027,227
Delta County,Colorado,08,029,1786
Dolores County,Colorado,08,033,96
Douglas County,Colorado,08,035,15034
Eagle County,Colorado,08,037,2434
Elbert County,Colorado,08,039,1601
El Paso County,Colorado,08,041,43427
Fremont County,Colorado,08,043,2575
Garfield County,Colorado,08,045,2749
Gilpin County,Colorado,08,047,454
Grand County,Colorado,08,049,1234
Gunnison County,Colorado,08,051,521
Huerfano County,Colorado,08,055,286
Jackson County,Colorado,08,057,48
Kiowa County,Colorado,08,061,126
Kit Carson County,Colorado,08,063,602
Lake County,Colorado,08,065,531
La Plata County,Colorado,08,067,2765
Larimer County,Colorado,08,069,17401
Las Animas County,Colorado,08,071,1283
Lincoln County,Colorado,08,073,266
Logan County,Colorado,08,075,1927
Mesa County,Colorado,08,077,8543
Moffat County,Colorado,08,081,761
Montezuma County,Colorado,08,083,1377
Montrose County,Colorado,08,085,1985
Morgan County,Colorado,08,087,1480
Otero County,Colorado,08,089,1379
Ouray County,Colorado,08,091,232
Park County,Colorado,08,093,1170
Phillips County,Colorado,08,095,230
Pitkin County,Colorado,08,097,1095
Prowers County,Colorado,08,099,908
Pueblo County,Colorado,08,101,11473
Rio Blanco County,Colorado,08,103,384
Rio Grande County,Colorado,08,105,624
Routt County,Colorado,08,107,1254
Saguache County,Colorado,08,109,225
San Miguel County,Colorado,08,113,243
Sedgwick County,Colorado,08,115,152
Summit County,Colorado,08,117,1598
Teller County,Colorado,08,119,1756
Washington County,Colorado,08,121,356
Yuma County,Colorado,08,125,591
Adams County,Colorado,08,001,23152
Arapahoe County,Colorado,08,005,32725
Boulder County,Colorado,08,013,10752
Broomfield County,Colorado,08,014,3097
Denver County,Colorado,08,031,22313
Jefferson County,Colorado,08,059,31512
Weld County,Colorado,08,123,14144
Fairfield County,Connecticut,09,001,36887
Hartford County,Connecticut,09,003,46875
Litchfield County,Connecticut,09,005,11802
Middlesex County,Connecticut,09,007,9792
New Haven County,Connecticut,09,009,41678
New London County,Connecticut,09,011,15168
Tolland County,Connecticut,09,013,10104
Windham County,Connecticut,09,015,6291
Kent County,Delaware,10,001,8924
New Castle County,Delaware,10,003,24364
Sussex County,Delaware,10,005,11156
Alachua County,Florida,12,001,15536
Baker County,Florida,12,003,1127
Bay County,Florida,12,005,12050
Bradford County,Florida,12,007,1538
Brevard County,Florida,12,009,42750
Broward County,Florida,12,011,112440
Calhoun County,Florida,12,013,595
Charlotte County,Florida,12,015,11578
Citrus County,Florida,12,017,9065
Clay County,Florida,12,019,13327
Collier County,Florida,12,021,17860
Columbia County,Florida,12,023,4135
Miami-Dade County,Florida,12,086,149802
DeSoto County,Florida,12,027,1040
Dixie County,Florida,12,029,730
Duval County,Florida,12,031,54038
Escambia County,Florida,12,033,22549
Flagler County,Florida,12,035,6220
Franklin County,Florida,12,037,424
Gadsden County,Florida,12,039,2111
Gilchrist County,Florida,12,041,1003
Glades County,Florida,12,043,655
Gulf County,Florida,12,045,912
Hamilton County,Florida,12,047,651
Hardee County,Florida,12,049,646
Hendry County,Florida,12,051,1226
Hernando County,Florida,12,053,11562
Highlands County,Florida,12,055,5701
Hillsborough County,Florida,12,057,74484
Holmes County,Florida,12,059,901
Indian River County,Florida,12,061,9079
Jackson County,Florida,12,063,2642
Jefferson County,Florida,12,065,684
Lafayette County,Florida,12,067,490
Lake County,Florida,12,069,18083
Lee County,Florida,12,071,36496
Leon County,Florida,12,073,13917
Levy County,Florida,12,075,2116
Liberty County,Florida,12,077,202
Madison County,Florida,12,079,865
Manatee County,Florida,12,081,20353
Marion County,Florida,12,083,21715
Martin County,Florida,12,085,10338
Monroe County,Florida,12,087,5122
Nassau County,Florida,12,089,4044
Okaloosa County,Florida,12,091,12963
Okeechobee County,Florida,12,093,1435
Orange County,Florida,12,095,75813
Osceola County,Florida,12,097,17449
Palm Beach County,Florida,12,099,78839
Pasco County,Florida,12,101,32271
Pinellas County,Florida,12,103,64135
Polk County,Florida,12,105,34164
Putnam County,Florida,12,107,3163
Saint Johns County,Florida,12,109,11706
Saint Lucie County,Florida,12,111,18217
Santa Rosa County,Florida,12,113,12082
Sarasota County,Florida,12,115,24957
Seminole County,Florida,12,117,28184
Sumter County,Florida,12,119,6137
Suwannee County,Florida,12,121,1890
Taylor County,Florida,12,123,1005
Union County,Florida,12,125,673
Volusia County,Florida,12,127,34498
Wakulla County,Florida,12,129,1705
Walton County,Florida,12,131,2910
Washington County,Florida,12,133,1083
Appling County,Georgia,13,001,853
Atkinson County,Georgia,13,003,249
Bacon County,Georgia,13,005,462
Baker County,Georgia,13,007,195
Baldwin County,Georgia,13,009,1670
Banks County,Georgia,13,011,830
Barrow County,Georgia,13,013,3788
Bartow County,Georgia,13,015,3953
Ben Hill County,Georgia,13,017,803
Berrien County,Georgia,13,019,1579
Bibb County,Georgia,13,021,6248
Bleckley County,Georgia,13,023,494
Brantley County,Georgia,13,025,599
Brooks County,Georgia,13,027,603
Bryan County,Georgia,13,029,1627
Bulloch County,Georgia,13,031,2247
Burke County,Georgia,13,033,775
Butts County,Georgia,13,035,553
Calhoun County,Georgia,13,037,170
Camden County,Georgia,13,039,3201
Candler County,Georgia,13,043,384
Carroll County,Georgia,13,045,3693
Catoosa County,Georgia,13,047,3950
Charlton County,Georgia,13,049,484
Chatham County,Georgia,13,051,11286
Chattahoochee County,Georgia,13,053,481
Chattooga County,Georgia,13,055,1114
Cherokee County,Georgia,13,057,10147
Clarke County,Georgia,13,059,2937
Clay County,Georgia,13,061,145
Clayton County,Georgia,13,063,12098
Clinch County,Georgia,13,065,138
Cobb County,Georgia,13,067,31128
Coffee County,Georgia,13,069,1960
Colquitt County,Georgia,13,071,1710
Columbia County,Georgia,13,073,8816
Cook County,Georgia,13,075,588
Coweta County,Georgia,13,077,5845
Crawford County,Georgia,13,079,528
Crisp County,Georgia,13,081,1014
Dade County,Georgia,13,083,624
Dawson County,Georgia,13,085,1057
Decatur County,Georgia,13,087,1496
DeKalb County,Georgia,13,089,31100
Dodge County,Georgia,13,091,1192
Dooly County,Georgia,13,093,667
Dougherty County,Georgia,13,095,3222
Douglas County,Georgia,13,097,6295
Early County,Georgia,13,099,584
Echols County,Georgia,13,101,134
Effingham County,Georgia,13,103,2834
Elbert County,Georgia,13,105,539
Emanuel County,Georgia,13,107,914
Evans County,Georgia,13,109,393
Fannin County,Georgia,13,111,1277
Fayette County,Georgia,13,113,5871
Floyd County,Georgia,13,115,4503
Forsyth County,Georgia,13,117,8357
Franklin County,Georgia,13,119,832
Fulton County,Georgia,13,121,34481
Gilmer County,Georgia,13,123,1364
Glascock County,Georgia,13,125,126
Glynn County,Georgia,13,127,4378
Gordon County,Georgia,13,129,2057
Grady County,Georgia,13,131,1216
Greene County,Georgia,13,133,644
Gwinnett County,Georgia,13,135,46680
Habersham County,Georgia,13,137,1907
Hall County,Georgia,13,139,6967
Hancock County,Georgia,13,141,348
Haralson County,Georgia,13,143,881
Harris County,Georgia,13,145,1897
Hart County,Georgia,13,147,1250
Heard County,Georgia,13,149,586
Henry County,Georgia,13,151,11140
Houston County,Georgia,13,153,8397
Irwin County,Georgia,13,155,474
Jackson County,Georgia,13,157,2624
Jasper County,Georgia,13,159,765
Jeff Davis County,Georgia,13,161,867
Jefferson County,Georgia,13,163,484
Jenkins County,Georgia,13,165,427
Johnson County,Georgia,13,167,490
Jones County,Georgia,13,169,1386
Lamar County,Georgia,13,171,660
Lanier County,Georgia,13,173,748
Laurens County,Georgia,13,175,1726
Lee County,Georgia,13,177,1504
Liberty County,Georgia,13,179,3194
Lincoln County,Georgia,13,181,396
Long County,Georgia,13,183,904
Lowndes County,Georgia,13,185,4838
Lumpkin County,Georgia,13,187,1133
McDuffie County,Georgia,13,189,916
McIntosh County,Georgia,13,191,523
Macon County,Georgia,13,193,326
Madison County,Georgia,13,195,1057
Marion County,Georgia,13,197,143
Meriwether County,Georgia,13,199,560
Miller County,Georgia,13,201,239
Mitchell County,Georgia,13,205,842
Monroe County,Georgia,13,207,921
Montgomery County,Georgia,13,209,426
Morgan County,Georgia,13,211,666
Murray County,Georgia,13,213,1505
Muscogee County,Georgia,13,215,9547
Newton County,Georgia,13,217,4607
Oconee County,Georgia,13,219,1380
Oglethorpe County,Georgia,13,221,583
Paulding County,Georgia,13,223,5758
Peach County,Georgia,13,225,1116
Pickens County,Georgia,13,227,1431
Pierce County,Georgia,13,229,619
Pike County,Georgia,13,231,822
Polk County,Georgia,13,233,1128
Pulaski County,Georgia,13,235,792
Putnam County,Georgia,13,237,1135
Quitman County,Georgia,13,239,72
Rabun County,Georgia,13,241,596
Randolph County,Georgia,13,243,347
Richmond County,Georgia,13,245,10673
Rockdale County,Georgia,13,247,3986
Schley County,Georgia,13,249,231
Screven County,Georgia,13,251,733
Seminole County,Georgia,13,253,293
Spalding County,Georgia,13,255,2218
Stephens County,Georgia,13,257,1446
Stewart County,Georgia,13,259,139
Sumter County,Georgia,13,261,856
Talbot County,Georgia,13,263,279
Taliaferro County,Georgia,13,265,78
Tattnall County,Georgia,13,267,772
Taylor County,Georgia,13,269,398
Telfair County,Georgia,13,271,587
Terrell County,Georgia,13,273,320
Thomas County,Georgia,13,275,2477
Tift County,Georgia,13,277,2041
Toombs County,Georgia,13,279,1200
Towns County,Georgia,13,281,566
Treutlen County,Georgia,13,283,207
Troup County,Georgia,13,285,2090
Turner County,Georgia,13,287,580
Twiggs County,Georgia,13,289,219
Union County,Georgia,13,291,1310
Upson County,Georgia,13,293,934
Walker County,Georgia,13,295,2946
Walton County,Georgia,13,297,4273
Ware County,Georgia,13,299,1376
Warren County,Georgia,13,301,249
Washington County,Georgia,13,303,818
Wayne County,Georgia,13,305,1141
Webster County,Georgia,13,307,238
Wheeler County,Georgia,13,309,267
White County,Georgia,13,311,1428
Whitfield County,Georgia,13,313,3390
Wilcox County,Georgia,13,315,260
Wilkes County,Georgia,13,317,321
Wilkinson County,Georgia,13,319,350
Worth County,Georgia,13,321,1067
Hawaii County,Hawaii,15,001,12789
Honolulu County,Hawaii,15,003,64320
Kauai County,Hawaii,15,007,5809
Kalawao County,Hawaii,15,005,5
Maui County,Hawaii,15,009,9589
Ada County,Idaho,16,001,22037
Adams County,Idaho,16,003,212
Bannock County,Idaho,16,005,4692
Bear Lake County,Idaho,16,007,354
Benewah County,Idaho,16,009,407
Bingham County,Idaho,16,011,2322
Blaine County,Idaho,16,013,902
Boise County,Idaho,16,015,386
Bonner County,Idaho,16,017,2710
Bonneville County,Idaho,16,019,6662
Boundary County,Idaho,16,021,520
Butte County,Idaho,16,023,81
Camas County,Idaho,16,025,44
Canyon County,Idaho,16,027,8817
Caribou County,Idaho,16,029,362
Cassia County,Idaho,16,031,1281
Clearwater County,Idaho,16,035,553
Custer County,Idaho,16,037,128
Elmore County,Idaho,16,039,1601
Franklin County,Idaho,16,041,531
Fremont County,Idaho,16,043,838
Gem County,Idaho,16,045,668
Gooding County,Idaho,16,047,773
Idaho County,Idaho,16,049,855
Jefferson County,Idaho,16,051,1786
Jerome County,Idaho,16,053,795
Kootenai County,Idaho,16,055,9527
Latah County,Idaho,16,057,1547
Lemhi County,Idaho,16,059,456
Lewis County,Idaho,16,061,247
Lincoln County,Idaho,16,063,168
Madison County,Idaho,16,065,2205
Minidoka County,Idaho,16,067,1051
Nez Perce County,Idaho,16,069,2554
Oneida County,Idaho,16,071,273
Owyhee County,Idaho,16,073,448
Payette County,Idaho,16,075,1272
Power County,Idaho,16,077,252
Shoshone County,Idaho,16,079,803
Teton County,Idaho,16,081,403
Twin Falls County,Idaho,16,083,5289
Valley County,Idaho,16,085,477
Washington County,Idaho,16,087,436
Adams County,Illinois,17,001,3711
Alexander County,Illinois,17,003,326
Bond County,Illinois,17,005,1038
Boone County,Illinois,17,007,2650
Brown County,Illinois,17,009,425
Bureau County,Illinois,17,011,2016
Calhoun County,Illinois,17,013,359
Carroll County,Illinois,17,015,944
Cass County,Illinois,17,017,398
Champaign County,Illinois,17,019,8948
Christian County,Illinois,17,021,1774
Clark County,Illinois,17,023,1163
Clay County,Illinois,17,025,1142
Clinton County,Illinois,17,027,3433
Coles County,Illinois,17,029,3403
Cook County,Illinois,17,031,217864
Crawford County,Illinois,17,033,1825
Cumberland County,Illinois,17,035,958
DeKalb County,Illinois,17,037,5831
De Witt County,Illinois,17,039,852
Douglas County,Illinois,17,041,995
DuPage County,Illinois,17,043,41893
Edgar County,Illinois,17,045,1191
Edwards County,Illinois,17,047,857
Effingham County,Illinois,17,049,2935
Fayette County,Illinois,17,051,1364
Ford County,Illinois,17,053,817
Franklin County,Illinois,17,055,2935
Fulton County,Illinois,17,057,2538
Gallatin County,Illinois,17,059,340
Greene County,Illinois,17,061,728
Grundy County,Illinois,17,063,2399
Hamilton County,Illinois,17,065,489
Hancock County,Illinois,17,067,1237
Hardin County,Illinois,17,069,322
Henderson County,Illinois,17,071,472
Henry County,Illinois,17,073,3586
Iroquois County,Illinois,17,075,1865
Jackson County,Illinois,17,077,2738
Jasper County,Illinois,17,079,965
Jefferson County,Illinois,17,081,2826
Jersey County,Illinois,17,083,1872
Jo Daviess County,Illinois,17,085,1356
Johnson County,Illinois,17,087,929
Kane County,Illinois,17,089,23152
Kankakee County,Illinois,17,091,6397
Kendall County,Illinois,17,093,5908
Knox County,Illinois,17,095,3706
Lake County,Illinois,17,097,28365
LaSalle County,Illinois,17,099,6885
Lawrence County,Illinois,17,101,1340
Lee County,Illinois,17,103,2187
Livingston County,Illinois,17,105,2026
Logan County,Illinois,17,107,1572
McDonough County,Illinois,17,109,1310
McHenry County,Illinois,17,111,16492
McLean County,Illinois,17,113,6351
Macon County,Illinois,17,115,5471
Macoupin County,Illinois,17,117,2871
Madison County,Illinois,17,119,15698
Marion County,Illinois,17,121,3097
Marshall County,Illinois,17,123,781
Mason County,Illinois,17,125,831
Massac County,Illinois,17,127,1150
Menard County,Illinois,17,129,848
Mercer County,Illinois,17,131,1085
Monroe County,Illinois,17,133,1921
Montgomery County,Illinois,17,135,1798
Morgan County,Illinois,17,137,1540
Moultrie County,Illinois,17,139,982
Ogle County,Illinois,17,141,3217
Peoria County,Illinois,17,143,11608
Perry County,Illinois,17,145,1751
Piatt County,Illinois,17,147,1033
Pike County,Illinois,17,149,680
Pope County,Illinois,17,151,359
Pulaski County,Illinois,17,153,379
Putnam County,Illinois,17,155,491
Randolph County,Illinois,17,157,1648
Richland County,Illinois,17,159,1521
Rock Island County,Illinois,17,161,9285
Saint Clair County,Illinois,17,163,18202
Saline County,Illinois,17,165,1879
Sangamon County,Illinois,17,167,11341
Schuyler County,Illinois,17,169,452
Scott County,Illinois,17,171,206
Shelby County,Illinois,17,173,1661
Stark County,Illinois,17,175,368
Stephenson County,Illinois,17,177,2971
Tazewell County,Illinois,17,179,9120
Union County,Illinois,17,181,1222
Vermilion County,Illinois,17,183,5392
Wabash County,Illinois,17,185,1359
Warren County,Illinois,17,187,1051
Washington County,Illinois,17,189,1375
Wayne County,Illinois,17,191,1674
White County,Illinois,17,193,1532
Whiteside County,Illinois,17,195,3919
Will County,Illinois,17,197,33960
Williamson County,Illinois,17,199,4695
Winnebago County,Illinois,17,201,15189
Woodford County,Illinois,17,203,2556
Adams County,Indiana,18,001,1518
Allen County,Indiana,18,003,21404
Bartholomew County,Indiana,18,005,4328
Benton County,Indiana,18,007,456
Blackford County,Indiana,18,009,597
Boone County,Indiana,18,011,2941
Brown County,Indiana,18,013,767
Carroll County,Indiana,18,015,1134
Cass County,Indiana,18,017,1734
Clark County,Indiana,18,019,6342
Clay County,Indiana,18,021,1814
Clinton County,Indiana,18,023,1354
Crawford County,Indiana,18,025,329
Daviess County,Indiana,18,027,1678
Dearborn County,Indiana,18,029,3027
Decatur County,Indiana,18,031,1328
DeKalb County,Indiana,18,033,2461
Delaware County,Indiana,18,035,5144
Dubois County,Indiana,18,037,3074
Elkhart County,Indiana,18,039,7750
Fayette County,Indiana,18,041,1027
Floyd County,Indiana,18,043,4014
Fountain County,Indiana,18,045,968
Franklin County,Indiana,18,047,1243
Fulton County,Indiana,18,049,992
Gibson County,Indiana,18,051,2668
Grant County,Indiana,18,053,3241
Greene County,Indiana,18,055,2388
Hamilton County,Indiana,18,057,11899
Hancock County,Indiana,18,059,4318
Harrison County,Indiana,18,061,1993
Hendricks County,Indiana,18,063,8953
Henry County,Indiana,18,065,2432
Howard County,Indiana,18,067,4235
Huntington County,Indiana,18,069,2037
Jackson County,Indiana,18,071,2061
Jasper County,Indiana,18,073,1790
Jay County,Indiana,18,075,1191
Jefferson County,Indiana,18,077,1371
Jennings County,Indiana,18,079,1200
Johnson County,Indiana,18,081,8759
Knox County,Indiana,18,083,3809
Kosciusko County,Indiana,18,085,3161
LaGrange County,Indiana,18,087,1023
Lake County,Indiana,18,089,24748
LaPorte County,Indiana,18,091,6392
Lawrence County,Indiana,18,093,2903
Madison County,Indiana,18,095,7458
Marion County,Indiana,18,097,40986
Marshall County,Indiana,18,099,2255
Martin County,Indiana,18,101,845
Miami County,Indiana,18,103,1875
Monroe County,Indiana,18,105,4875
Montgomery County,Indiana,18,107,1533
Morgan County,Indiana,18,109,4026
Newton County,Indiana,18,111,715
Noble County,Indiana,18,113,2576
Ohio County,Indiana,18,115,365
Orange County,Indiana,18,117,870
Owen County,Indiana,18,119,983
Parke County,Indiana,18,121,815
Perry County,Indiana,18,123,1099
Pike County,Indiana,18,125,736
Porter County,Indiana,18,127,10185
Posey County,Indiana,18,129,1659
Pulaski County,Indiana,18,131,542
Putnam County,Indiana,18,133,1753
Randolph County,Indiana,18,135,1488
Ripley County,Indiana,18,137,1492
Rush County,Indiana,18,139,563
Saint Joseph County,Indiana,18,141,13086
Scott County,Indiana,18,143,1087
Shelby County,Indiana,18,145,2494
Spencer County,Indiana,18,147,1322
Starke County,Indiana,18,149,1224
Steuben County,Indiana,18,151,1933
Sullivan County,Indiana,18,153,1678
Switzerland County,Indiana,18,155,480
Tippecanoe County,Indiana,18,157,7104
Tipton County,Indiana,18,159,1012
Union County,Indiana,18,161,320
Vanderburgh County,Indiana,18,163,9382
Vermillion County,Indiana,18,165,1002
Vigo County,Indiana,18,167,5893
Wabash County,Indiana,18,169,1447
Warren County,Indiana,18,171,407
Warrick County,Indiana,18,173,4301
Washington County,Indiana,18,175,1476
Wayne County,Indiana,18,177,3464
Wells County,Indiana,18,179,2050
White County,Indiana,18,181,1810
Whitley County,Indiana,18,183,2172
Adair County,Iowa,19,001,645
Adams County,Iowa,19,003,412
Allamakee County,Iowa,19,005,906
Appanoose County,Iowa,19,007,956
Audubon County,Iowa,19,009,489
Benton County,Iowa,19,011,2211
