County,State,State_FIPS,County_FIPS,masters_degree
Juneau City and Borough,Alaska,02,110,2125.0
Kenai Peninsula Borough,Alaska,02,122,2786.0
Kodiak Island Borough,Alaska,02,150,768.0
Matanuska-Susitna Borough,Alaska,02,170,3716.0
Nome Census Area,Alaska,02,180,259.0
North Slope Borough,Alaska,02,185,323.0
Sitka City and Borough,Alaska,02,220,501.0
Southeast Fairbanks Census Area,Alaska,02,240,342.0
Valdez-Cordova Census Area,Alaska,02,261,666.0
Wade Hampton Census Area,Alaska,02,270,
Northwest Arctic Borough,Alaska,02,188,153.0
Aleutians East Borough,Alaska,02,013,85.0
Aleutians West Census Area,Alaska,02,016,111.0
Dillingham Census Area,Alaska,02,070,123.0
Lake and Peninsula Borough,Alaska,02,164,36.0
Denali Borough,Alaska,02,068,210.0
Yukon-Koyukuk Census Area,Alaska,02,290,190.0
Hoonah-Angoon Census Area,Alaska,02,105,79.0
Skagway Municipality,Alaska,02,230,43.0
Yakutat City and Borough,Alaska,02,282,11.0
Ketchikan Gateway Borough,Alaska,02,130,536.0
Petersburg Borough,Alaska,02,195,110.0
Prince of Wales-Hyder Census Area,Alaska,02,198,224.0
Wrangell City and Borough,Alaska,02,275,109.0
Apache County,Arizona,04,001,1442.0
Cochise County,Arizona,04,003,6072.0
Coconino County,Arizona,04,005,8488.0
Gila County,Arizona,04,007,1985.0
Graham County,Arizona,04,009,1109.0
Greenlee County,Arizona,04,011,137.0
Maricopa County,Arizona,04,013,237724.0
Mohave County,Arizona,04,015,4744.0
Navajo County,Arizona,04,017,3582.0
Pima County,Arizona,04,019,62347.0
Pinal County,Arizona,04,021,15532.0
Santa Cruz County,Arizona,04,023,1564.0
Yavapai County,Arizona,04,025,12343.0
La Paz County,Arizona,04,012,457.0
Yuma County,Arizona,04,027,5085.0
Arkansas County,Arkansas,05,001,462.0
Ashley County,Arkansas,05,003,433.0
Baxter County,Arkansas,05,005,1599.0
Benton County,Arkansas,05,007,13805.0
Boone County,Arkansas,05,009,1165.0
Bradley County,Arkansas,05,011,275.0
Calhoun County,Arkansas,05,013,117.0
Carroll County,Arkansas,05,015,1001.0
Chicot County,Arkansas,05,017,206.0
Clark County,Arkansas,05,019,899.0
Clay County,Arkansas,05,021,438.0
Cleburne County,Arkansas,05,023,808.0
Cleveland County,Arkansas,05,025,242.0
Columbia County,Arkansas,05,027,833.0
Conway County,Arkansas,05,029,510.0
Craighead County,Arkansas,05,031,4719.0
Crawford County,Arkansas,05,033,1532.0
Crittenden County,Arkansas,05,035,1317.0
Cross County,Arkansas,05,037,651.0
Dallas County,Arkansas,05,039,122.0
Desha County,Arkansas,05,041,268.0
Drew County,Arkansas,05,043,699.0
Faulkner County,Arkansas,05,045,6216.0
Franklin County,Arkansas,05,047,249.0
Fulton County,Arkansas,05,049,264.0
Garland County,Arkansas,05,051,3594.0
Grant County,Arkansas,05,053,683.0
Greene County,Arkansas,05,055,1132.0
Hempstead County,Arkansas,05,057,685.0
Hot Spring County,Arkansas,05,059,944.0
Howard County,Arkansas,05,061,278.0
Independence County,Arkansas,05,063,1279.0
Izard County,Arkansas,05,065,328.0
Jackson County,Arkansas,05,067,440.0
Jefferson County,Arkansas,05,069,2320.0
Johnson County,Arkansas,05,071,792.0
Lafayette County,Arkansas,05,073,106.0
Lawrence County,Arkansas,05,075,447.0
Lee County,Arkansas,05,077,127.0
Lincoln County,Arkansas,05,079,208.0
Little River County,Arkansas,05,081,343.0
Logan County,Arkansas,05,083,497.0
Lonoke County,Arkansas,05,085,2340.0
Madison County,Arkansas,05,087,386.0
Marion County,Arkansas,05,089,647.0
Miller County,Arkansas,05,091,1277.0
Mississippi County,Arkansas,05,093,942.0
Monroe County,Arkansas,05,095,105.0
Montgomery County,Arkansas,05,097,279.0
Nevada County,Arkansas,05,099,214.0
Newton County,Arkansas,05,101,283.0
Ouachita County,Arkansas,05,103,773.0
Perry County,Arkansas,05,105,212.0
Phillips County,Arkansas,05,107,468.0
Pike County,Arkansas,05,109,388.0
Poinsett County,Arkansas,05,111,331.0
Polk County,Arkansas,05,113,518.0
Pope County,Arkansas,05,115,2219.0
Prairie County,Arkansas,05,117,199.0
Pulaski County,Arkansas,05,119,22390.0
Randolph County,Arkansas,05,121,515.0
Saint Francis County,Arkansas,05,123,650.0
Saline County,Arkansas,05,125,5511.0
Scott County,Arkansas,05,127,237.0
Searcy County,Arkansas,05,129,193.0
Sebastian County,Arkansas,05,131,3517.0
Sevier County,Arkansas,05,133,377.0
Sharp County,Arkansas,05,135,375.0
Stone County,Arkansas,05,137,285.0
Union County,Arkansas,05,139,1191.0
Van Buren County,Arkansas,05,141,492.0
Washington County,Arkansas,05,143,11575.0
White County,Arkansas,05,145,2941.0
Woodruff County,Arkansas,05,147,134.0
Yell County,Arkansas,05,149,358.0
Alameda County,California,06,001,157561.0
Alpine County,California,06,003,56.0
Amador County,California,06,005,1220.0
Butte County,California,06,007,8566.0
Calaveras County,California,06,009,1512.0
Colusa County,California,06,011,353.0
Contra Costa County,California,06,013,82449.0
Del Norte County,California,06,015,698.0
El Dorado County,California,06,017,10606.0
Fresno County,California,06,019,26629.0
Glenn County,California,06,021,291.0
Humboldt County,California,06,023,5945.0
Imperial County,California,06,025,3883.0
Inyo County,California,06,027,1028.0
Kern County,California,06,029,20614.0
Kings County,California,06,031,2452.0
Lake County,California,06,033,1654.0
Lassen County,California,06,035,540.0
Los Angeles County,California,06,037,510104.0
Madera County,California,06,039,2981.0
Marin County,California,06,041,30097.0
Mariposa County,California,06,043,842.0
Mendocino County,California,06,045,3298.0
Merced County,California,06,047,5369.0
Modoc County,California,06,049,307.0
Mono County,California,06,051,597.0
Monterey County,California,06,053,17746.0
Napa County,California,06,055,7305.0
Nevada County,California,06,057,6818.0
Orange County,California,06,059,209411.0
Placer County,California,06,061,23038.0
Plumas County,California,06,063,1136.0
Riverside County,California,06,065,86849.0
Sacramento County,California,06,067,70481.0
San Benito County,California,06,069,1601.0
San Bernardino County,California,06,071,68909.0
San Diego County,California,06,073,216698.0
San Francisco County,California,06,075,104369.0
San Joaquin County,California,06,077,18471.0
San Luis Obispo County,California,06,079,16224.0
San Mateo County,California,06,081,74424.0
Santa Barbara County,California,06,083,23998.0
Santa Clara County,California,06,085,231988.0
Santa Cruz County,California,06,087,18862.0
Shasta County,California,06,089,6117.0
Sierra County,California,06,091,191.0
Siskiyou County,California,06,093,1587.0
Solano County,California,06,095,16665.0
Sonoma County,California,06,097,30256.0
Stanislaus County,California,06,099,11898.0
Sutter County,California,06,101,2553.0
Tehama County,California,06,103,1315.0
Trinity County,California,06,105,391.0
Tulare County,California,06,107,8869.0
Tuolumne County,California,06,109,1940.0
Ventura County,California,06,111,47383.0
Yolo County,California,06,113,13780.0
Yuba County,California,06,115,1711.0
Alamosa County,Colorado,08,003,587.0
Archuleta County,Colorado,08,007,956.0
Baca County,Colorado,08,009,95.0
Bent County,Colorado,08,011,139.0
Chaffee County,Colorado,08,015,1364.0
Cheyenne County,Colorado,08,017,34.0
Clear Creek County,Colorado,08,019,1060.0
Conejos County,Colorado,08,021,209.0
Costilla County,Colorado,08,023,195.0
Crowley County,Colorado,08,025,118.0
Custer County,Colorado,08,027,330.0
Delta County,Colorado,08,029,1247.0
Dolores County,Colorado,08,033,102.0
Douglas County,Colorado,08,035,33902.0
Eagle County,Colorado,08,037,3666.0
Elbert County,Colorado,08,039,1459.0
El Paso County,Colorado,08,041,52242.0
Fremont County,Colorado,08,043,1929.0
Garfield County,Colorado,08,045,2915.0
Gilpin County,Colorado,08,047,501.0
Grand County,Colorado,08,049,752.0
Gunnison County,Colorado,08,051,1256.0
Huerfano County,Colorado,08,055,230.0
Jackson County,Colorado,08,057,13.0
Kiowa County,Colorado,08,061,55.0
Kit Carson County,Colorado,08,063,271.0
Lake County,Colorado,08,065,297.0
La Plata County,Colorado,08,067,3877.0
Larimer County,Colorado,08,069,29109.0
Las Animas County,Colorado,08,071,616.0
Lincoln County,Colorado,08,073,111.0
Logan County,Colorado,08,075,810.0
Mesa County,Colorado,08,077,6611.0
Moffat County,Colorado,08,081,393.0
Montezuma County,Colorado,08,083,1403.0
Montrose County,Colorado,08,085,1799.0
Morgan County,Colorado,08,087,861.0
Otero County,Colorado,08,089,580.0
Ouray County,Colorado,08,091,549.0
Park County,Colorado,08,093,790.0
Phillips County,Colorado,08,095,128.0
Pitkin County,Colorado,08,097,1203.0
Prowers County,Colorado,08,099,368.0
Pueblo County,Colorado,08,101,6651.0
Rio Blanco County,Colorado,08,103,193.0
Rio Grande County,Colorado,08,105,493.0
Routt County,Colorado,08,107,2352.0
Saguache County,Colorado,08,109,236.0
San Miguel County,Colorado,08,113,680.0
Sedgwick County,Colorado,08,115,110.0
Summit County,Colorado,08,117,2323.0
Teller County,Colorado,08,119,1966.0
Washington County,Colorado,08,121,113.0
Yuma County,Colorado,08,125,450.0
Adams County,Colorado,08,001,19198.0
Arapahoe County,Colorado,08,005,48259.0
Boulder County,Colorado,08,013,39118.0
Broomfield County,Colorado,08,014,7232.0
Denver County,Colorado,08,031,62780.0
Jefferson County,Colorado,08,059,50245.0
Weld County,Colorado,08,123,12108.0
Fairfield County,Connecticut,09,001,98838.0
Hartford County,Connecticut,09,003,73920.0
Litchfield County,Connecticut,09,005,15249.0
Middlesex County,Connecticut,09,007,16375.0
New Haven County,Connecticut,09,009,65356.0
New London County,Connecticut,09,011,21179.0
Tolland County,Connecticut,09,013,12941.0
Windham County,Connecticut,09,015,5893.0
Kent County,Delaware,10,001,7531.0
New Castle County,Delaware,10,003,40701.0
Sussex County,Delaware,10,005,14043.0
Alachua County,Florida,12,001,18690.0
Baker County,Florida,12,003,501.0
Bay County,Florida,12,005,7431.0
Bradford County,Florida,12,007,485.0
Brevard County,Florida,12,009,36964.0
Broward County,Florida,12,011,109618.0
Calhoun County,Florida,12,013,216.0
Charlotte County,Florida,12,015,9360.0
Citrus County,Florida,12,017,5421.0
Clay County,Florida,12,019,8120.0
Collier County,Florida,12,021,26250.0
Columbia County,Florida,12,023,1705.0
Miami-Dade County,Florida,12,086,127672.0
DeSoto County,Florida,12,027,658.0
Dixie County,Florida,12,029,193.0
Duval County,Florida,12,031,44234.0
Escambia County,Florida,12,033,13615.0
Flagler County,Florida,12,035,5600.0
Franklin County,Florida,12,037,478.0
Gadsden County,Florida,12,039,1442.0
Gilchrist County,Florida,12,041,338.0
Glades County,Florida,12,043,245.0
Gulf County,Florida,12,045,571.0
Hamilton County,Florida,12,047,147.0
Hardee County,Florida,12,049,491.0
Hendry County,Florida,12,051,775.0
Hernando County,Florida,12,053,6107.0
Highlands County,Florida,12,055,3523.0
Hillsborough County,Florida,12,057,78630.0
Holmes County,Florida,12,059,341.0
Indian River County,Florida,12,061,8588.0
Jackson County,Florida,12,063,1447.0
Jefferson County,Florida,12,065,586.0
Lafayette County,Florida,12,067,211.0
Lake County,Florida,12,069,15012.0
Lee County,Florida,12,071,38401.0
Leon County,Florida,12,073,20899.0
Levy County,Florida,12,075,881.0
Liberty County,Florida,12,077,154.0
Madison County,Florida,12,079,578.0
Manatee County,Florida,12,081,22880.0
Marion County,Florida,12,083,12306.0
Martin County,Florida,12,085,10469.0
Monroe County,Florida,12,087,5017.0
Nassau County,Florida,12,089,4557.0
Okaloosa County,Florida,12,091,12117.0
Okeechobee County,Florida,12,093,650.0
Orange County,Florida,12,095,71569.0
Osceola County,Florida,12,097,10214.0
Palm Beach County,Florida,12,099,93182.0
Pasco County,Florida,12,101,22281.0
Pinellas County,Florida,12,103,55162.0
Polk County,Florida,12,105,23093.0
Putnam County,Florida,12,107,1634.0
Saint Johns County,Florida,12,109,19263.0
Saint Lucie County,Florida,12,111,11750.0
Santa Rosa County,Florida,12,113,8723.0
Sarasota County,Florida,12,115,31335.0
Seminole County,Florida,12,117,29540.0
Sumter County,Florida,12,119,11334.0
Suwannee County,Florida,12,121,1192.0
Taylor County,Florida,12,123,216.0
Union County,Florida,12,125,172.0
Volusia County,Florida,12,127,21932.0
Wakulla County,Florida,12,129,1145.0
Walton County,Florida,12,131,3061.0
Washington County,Florida,12,133,472.0
Appling County,Georgia,13,001,382.0
Atkinson County,Georgia,13,003,172.0
Bacon County,Georgia,13,005,233.0
Baker County,Georgia,13,007,82.0
Baldwin County,Georgia,13,009,1699.0
Banks County,Georgia,13,011,390.0
Barrow County,Georgia,13,013,2025.0
Bartow County,Georgia,13,015,3033.0
Ben Hill County,Georgia,13,017,360.0
Berrien County,Georgia,13,019,373.0
Bibb County,Georgia,13,021,6922.0
Bleckley County,Georgia,13,023,405.0
Brantley County,Georgia,13,025,298.0
Brooks County,Georgia,13,027,380.0
Bryan County,Georgia,13,029,2146.0
Bulloch County,Georgia,13,031,3313.0
Burke County,Georgia,13,033,519.0
Butts County,Georgia,13,035,321.0
Calhoun County,Georgia,13,037,115.0
Camden County,Georgia,13,039,1972.0
Candler County,Georgia,13,043,166.0
Carroll County,Georgia,13,045,3290.0
Catoosa County,Georgia,13,047,2188.0
Charlton County,Georgia,13,049,291.0
Chatham County,Georgia,13,051,17215.0
Chattahoochee County,Georgia,13,053,339.0
Chattooga County,Georgia,13,055,504.0
Cherokee County,Georgia,13,057,13486.0
Clarke County,Georgia,13,059,8901.0
Clay County,Georgia,13,061,77.0
Clayton County,Georgia,13,063,8219.0
Clinch County,Georgia,13,065,197.0
Cobb County,Georgia,13,067,60500.0
Coffee County,Georgia,13,069,1036.0
Colquitt County,Georgia,13,071,1213.0
Columbia County,Georgia,13,073,8153.0
Cook County,Georgia,13,075,514.0
Coweta County,Georgia,13,077,6304.0
Crawford County,Georgia,13,079,340.0
Crisp County,Georgia,13,081,440.0
Dade County,Georgia,13,083,430.0
Dawson County,Georgia,13,085,1532.0
Decatur County,Georgia,13,087,766.0
DeKalb County,Georgia,13,089,63028.0
Dodge County,Georgia,13,091,488.0
Dooly County,Georgia,13,093,295.0
Dougherty County,Georgia,13,095,3403.0
Douglas County,Georgia,13,097,7247.0
Early County,Georgia,13,099,314.0
Echols County,Georgia,13,101,52.0
Effingham County,Georgia,13,103,1903.0
Elbert County,Georgia,13,105,449.0
Emanuel County,Georgia,13,107,579.0
Evans County,Georgia,13,109,275.0
Fannin County,Georgia,13,111,791.0
Fayette County,Georgia,13,113,9736.0
Floyd County,Georgia,13,115,3531.0
Forsyth County,Georgia,13,117,20410.0
Franklin County,Georgia,13,119,516.0
Fulton County,Georgia,13,121,103072.0
Gilmer County,Georgia,13,123,1114.0
Glascock County,Georgia,13,125,29.0
Glynn County,Georgia,13,127,4947.0
Gordon County,Georgia,13,129,1514.0
Grady County,Georgia,13,131,737.0
Greene County,Georgia,13,133,810.0
Gwinnett County,Georgia,13,135,53727.0
Habersham County,Georgia,13,137,1732.0
Hall County,Georgia,13,139,7575.0
Hancock County,Georgia,13,141,122.0
Haralson County,Georgia,13,143,642.0
Harris County,Georgia,13,145,1980.0
Hart County,Georgia,13,147,725.0
Heard County,Georgia,13,149,243.0
Henry County,Georgia,13,151,11525.0
Houston County,Georgia,13,153,8617.0
Irwin County,Georgia,13,155,177.0
Jackson County,Georgia,13,157,2241.0
Jasper County,Georgia,13,159,295.0
Jeff Davis County,Georgia,13,161,222.0
Jefferson County,Georgia,13,163,286.0
Jenkins County,Georgia,13,165,156.0
Johnson County,Georgia,13,167,211.0
Jones County,Georgia,13,169,1138.0
Lamar County,Georgia,13,171,401.0
Lanier County,Georgia,13,173,294.0
Laurens County,Georgia,13,175,1424.0
Lee County,Georgia,13,177,1645.0
Liberty County,Georgia,13,179,1594.0
Lincoln County,Georgia,13,181,153.0
Long County,Georgia,13,183,714.0
Lowndes County,Georgia,13,185,5015.0
Lumpkin County,Georgia,13,187,1623.0
McDuffie County,Georgia,13,189,581.0
McIntosh County,Georgia,13,191,497.0
Macon County,Georgia,13,193,273.0
Madison County,Georgia,13,195,1164.0
Marion County,Georgia,13,197,294.0
Meriwether County,Georgia,13,199,519.0
Miller County,Georgia,13,201,135.0
Mitchell County,Georgia,13,205,446.0
Monroe County,Georgia,13,207,1324.0
Montgomery County,Georgia,13,209,248.0
Morgan County,Georgia,13,211,644.0
Murray County,Georgia,13,213,567.0
Muscogee County,Georgia,13,215,8655.0
Newton County,Georgia,13,217,3508.0
Oconee County,Georgia,13,219,3641.0
Oglethorpe County,Georgia,13,221,538.0
Paulding County,Georgia,13,223,5776.0
Peach County,Georgia,13,225,1107.0
Pickens County,Georgia,13,227,1719.0
Pierce County,Georgia,13,229,467.0
Pike County,Georgia,13,231,539.0
Polk County,Georgia,13,233,951.0
Pulaski County,Georgia,13,235,288.0
Putnam County,Georgia,13,237,807.0
Quitman County,Georgia,13,239,28.0
Rabun County,Georgia,13,241,795.0
Randolph County,Georgia,13,243,121.0
Richmond County,Georgia,13,245,6859.0
Rockdale County,Georgia,13,247,3866.0
Schley County,Georgia,13,249,143.0
Screven County,Georgia,13,251,302.0
Seminole County,Georgia,13,253,249.0
Spalding County,Georgia,13,255,1527.0
Stephens County,Georgia,13,257,1123.0
Stewart County,Georgia,13,259,114.0
Sumter County,Georgia,13,261,1025.0
Talbot County,Georgia,13,263,143.0
Taliaferro County,Georgia,13,265,19.0
Tattnall County,Georgia,13,267,769.0
Taylor County,Georgia,13,269,183.0
Telfair County,Georgia,13,271,304.0
Terrell County,Georgia,13,273,250.0
Thomas County,Georgia,13,275,2238.0
Tift County,Georgia,13,277,1287.0
Toombs County,Georgia,13,279,927.0
Towns County,Georgia,13,281,543.0
Treutlen County,Georgia,13,283,193.0
Troup County,Georgia,13,285,2272.0
Turner County,Georgia,13,287,97.0
Twiggs County,Georgia,13,289,198.0
Union County,Georgia,13,291,1397.0
Upson County,Georgia,13,293,684.0
Walker County,Georgia,13,295,1791.0
Walton County,Georgia,13,297,2801.0
Ware County,Georgia,13,299,850.0
Warren County,Georgia,13,301,143.0
Washington County,Georgia,13,303,484.0
Wayne County,Georgia,13,305,651.0
Webster County,Georgia,13,307,74.0
Wheeler County,Georgia,13,309,42.0
White County,Georgia,13,311,1275.0
Whitfield County,Georgia,13,313,2384.0
Wilcox County,Georgia,13,315,226.0
Wilkes County,Georgia,13,317,184.0
Wilkinson County,Georgia,13,319,200.0
Worth County,Georgia,13,321,459.0
Hawaii County,Hawaii,15,001,9056.0
Honolulu County,Hawaii,15,003,53113.0
Kauai County,Hawaii,15,007,3173.0
Kalawao County,Hawaii,15,005,2.0
Maui County,Hawaii,15,009,6777.0
Ada County,Idaho,16,001,25953.0
Adams County,Idaho,16,003,187.0
Bannock County,Idaho,16,005,3143.0
Bear Lake County,Idaho,16,007,95.0
Benewah County,Idaho,16,009,251.0
Bingham County,Idaho,16,011,1260.0
Blaine County,Idaho,16,013,1335.0
Boise County,Idaho,16,015,406.0
Bonner County,Idaho,16,017,1384.0
Bonneville County,Idaho,16,019,4296.0
Boundary County,Idaho,16,021,328.0
Butte County,Idaho,16,023,77.0
Camas County,Idaho,16,025,32.0
Canyon County,Idaho,16,027,5371.0
Caribou County,Idaho,16,029,127.0
Cassia County,Idaho,16,031,460.0
Clearwater County,Idaho,16,035,219.0
Custer County,Idaho,16,037,141.0
Elmore County,Idaho,16,039,534.0
Franklin County,Idaho,16,041,323.0
Fremont County,Idaho,16,043,330.0
Gem County,Idaho,16,045,430.0
Gooding County,Idaho,16,047,339.0
Idaho County,Idaho,16,049,383.0
Jefferson County,Idaho,16,051,792.0
Jerome County,Idaho,16,053,361.0
Kootenai County,Idaho,16,055,6196.0
Latah County,Idaho,16,057,2513.0
Lemhi County,Idaho,16,059,282.0
Lewis County,Idaho,16,061,117.0
Lincoln County,Idaho,16,063,72.0
Madison County,Idaho,16,065,1137.0
Minidoka County,Idaho,16,067,408.0
Nez Perce County,Idaho,16,069,989.0
Oneida County,Idaho,16,071,58.0
Owyhee County,Idaho,16,073,146.0
Payette County,Idaho,16,075,266.0
Power County,Idaho,16,077,126.0
Shoshone County,Idaho,16,079,255.0
Teton County,Idaho,16,081,624.0
Twin Falls County,Idaho,16,083,2738.0
Valley County,Idaho,16,085,904.0
Washington County,Idaho,16,087,297.0
Adams County,Illinois,17,001,3359.0
Alexander County,Illinois,17,003,78.0
Bond County,Illinois,17,005,803.0
Boone County,Illinois,17,007,2239.0
Brown County,Illinois,17,009,135.0
Bureau County,Illinois,17,011,1012.0
Calhoun County,Illinois,17,013,179.0
Carroll County,Illinois,17,015,578.0
Cass County,Illinois,17,017,321.0
Champaign County,Illinois,17,019,17282.0
Christian County,Illinois,17,021,925.0
Clark County,Illinois,17,023,520.0
Clay County,Illinois,17,025,305.0
Clinton County,Illinois,17,027,1530.0
Coles County,Illinois,17,029,2585.0
Cook County,Illinois,17,031,390991.0
Crawford County,Illinois,17,033,551.0
Cumberland County,Illinois,17,035,293.0
DeKalb County,Illinois,17,037,5666.0
De Witt County,Illinois,17,039,495.0
Douglas County,Illinois,17,041,531.0
DuPage County,Illinois,17,043,91506.0
Edgar County,Illinois,17,045,563.0
Edwards County,Illinois,17,047,144.0
Effingham County,Illinois,17,049,1196.0
Fayette County,Illinois,17,051,443.0
Ford County,Illinois,17,053,470.0
Franklin County,Illinois,17,055,1193.0
Fulton County,Illinois,17,057,1154.0
Gallatin County,Illinois,17,059,64.0
Greene County,Illinois,17,061,269.0
Grundy County,Illinois,17,063,2343.0
Hamilton County,Illinois,17,065,407.0
Hancock County,Illinois,17,067,624.0
Hardin County,Illinois,17,069,45.0
Henderson County,Illinois,17,071,128.0
Henry County,Illinois,17,073,2079.0
Iroquois County,Illinois,17,075,799.0
Jackson County,Illinois,17,077,4414.0
Jasper County,Illinois,17,079,294.0
Jefferson County,Illinois,17,081,1320.0
Jersey County,Illinois,17,083,932.0
Jo Daviess County,Illinois,17,085,1058.0
Johnson County,Illinois,17,087,373.0
Kane County,Illinois,17,089,32332.0
Kankakee County,Illinois,17,091,4541.0
Kendall County,Illinois,17,093,9151.0
Knox County,Illinois,17,095,1707.0
Lake County,Illinois,17,097,61329.0
LaSalle County,Illinois,17,099,3543.0
Lawrence County,Illinois,17,101,393.0
Lee County,Illinois,17,103,1390.0
Livingston County,Illinois,17,105,1036.0
Logan County,Illinois,17,107,918.0
McDonough County,Illinois,17,109,2004.0
McHenry County,Illinois,17,111,18310.0
McLean County,Illinois,17,113,12022.0
Macon County,Illinois,17,115,4194.0
Macoupin County,Illinois,17,117,1598.0
Madison County,Illinois,17,119,13752.0
Marion County,Illinois,17,121,1118.0
Marshall County,Illinois,17,123,254.0
Mason County,Illinois,17,125,449.0
Massac County,Illinois,17,127,304.0
Menard County,Illinois,17,129,389.0
Mercer County,Illinois,17,131,514.0
Monroe County,Illinois,17,133,2224.0
Montgomery County,Illinois,17,135,1014.0
Morgan County,Illinois,17,137,1073.0
Moultrie County,Illinois,17,139,588.0
Ogle County,Illinois,17,141,1985.0
Peoria County,Illinois,17,143,10584.0
Perry County,Illinois,17,145,420.0
Piatt County,Illinois,17,147,912.0
Pike County,Illinois,17,149,368.0
Pope County,Illinois,17,151,153.0
Pulaski County,Illinois,17,153,115.0
Putnam County,Illinois,17,155,173.0
Randolph County,Illinois,17,157,768.0
Richland County,Illinois,17,159,575.0
Rock Island County,Illinois,17,161,6260.0
Saint Clair County,Illinois,17,163,16667.0
Saline County,Illinois,17,165,875.0
Sangamon County,Illinois,17,167,12379.0
Schuyler County,Illinois,17,169,214.0
Scott County,Illinois,17,171,120.0
Shelby County,Illinois,17,173,728.0
Stark County,Illinois,17,175,219.0
Stephenson County,Illinois,17,177,1438.0
Tazewell County,Illinois,17,179,5864.0
Union County,Illinois,17,181,794.0
Vermilion County,Illinois,17,183,2171.0
Wabash County,Illinois,17,185,379.0
Warren County,Illinois,17,187,545.0
Washington County,Illinois,17,189,554.0
Wayne County,Illinois,17,191,339.0
White County,Illinois,17,193,411.0
Whiteside County,Illinois,17,195,2012.0
Will County,Illinois,17,197,43460.0
Williamson County,Illinois,17,199,3209.0
Winnebago County,Illinois,17,201,12718.0
Woodford County,Illinois,17,203,1946.0
Adams County,Indiana,18,001,806.0
Allen County,Indiana,18,003,17017.0
Bartholomew County,Indiana,18,005,6114.0
Benton County,Indiana,18,007,168.0
Blackford County,Indiana,18,009,436.0
Boone County,Indiana,18,011,5447.0
Brown County,Indiana,18,013,1073.0
Carroll County,Indiana,18,015,522.0
Cass County,Indiana,18,017,947.0
Clark County,Indiana,18,019,4012.0
Clay County,Indiana,18,021,749.0
Clinton County,Indiana,18,023,969.0
Crawford County,Indiana,18,025,254.0
Daviess County,Indiana,18,027,796.0
Dearborn County,Indiana,18,029,1916.0
Decatur County,Indiana,18,031,878.0
DeKalb County,Indiana,18,033,1344.0
Delaware County,Indiana,18,035,5516.0
Dubois County,Indiana,18,037,1374.0
Elkhart County,Indiana,18,039,6719.0
Fayette County,Indiana,18,041,495.0
Floyd County,Indiana,18,043,4385.0
