County,State,State_FIPS,County_FIPS,professional_degree
Morgan County,Alabama,01,103,942.0
Perry County,Alabama,01,105,30.0
Pickens County,Alabama,01,107,75.0
Pike County,Alabama,01,109,165.0
Randolph County,Alabama,01,111,106.0
Russell County,Alabama,01,113,310.0
Saint Clair County,Alabama,01,115,340.0
Shelby County,Alabama,01,117,3438.0
Sumter County,Alabama,01,119,75.0
Talladega County,Alabama,01,121,509.0
Tallapoosa County,Alabama,01,123,401.0
Tuscaloosa County,Alabama,01,125,1930.0
Walker County,Alabama,01,127,487.0
Washington County,Alabama,01,129,85.0
Wilcox County,Alabama,01,131,57.0
Winston County,Alabama,01,133,169.0
Anchorage Municipality,Alaska,02,020,5511.0
Bethel Census Area,Alaska,02,050,84.0
Bristol Bay Borough,Alaska,02,060,2.0
Fairbanks North Star Borough,Alaska,02,090,1180.0
Haines Borough,Alaska,02,100,70.0
Juneau City and Borough,Alaska,02,110,653.0
Kenai Peninsula Borough,Alaska,02,122,499.0
Kodiak Island Borough,Alaska,02,150,63.0
Matanuska-Susitna Borough,Alaska,02,170,793.0
Nome Census Area,Alaska,02,180,72.0
North Slope Borough,Alaska,02,185,3.0
Sitka City and Borough,Alaska,02,220,153.0
Southeast Fairbanks Census Area,Alaska,02,240,50.0
Valdez-Cordova Census Area,Alaska,02,261,60.0
Wade Hampton Census Area,Alaska,02,270,
Northwest Arctic Borough,Alaska,02,188,11.0
Aleutians East Borough,Alaska,02,013,0.0
Aleutians West Census Area,Alaska,02,016,9.0
Dillingham Census Area,Alaska,02,070,79.0
Lake and Peninsula Borough,Alaska,02,164,29.0
Denali Borough,Alaska,02,068,11.0
Yukon-Koyukuk Census Area,Alaska,02,290,4.0
Hoonah-Angoon Census Area,Alaska,02,105,8.0
Skagway Municipality,Alaska,02,230,0.0
Yakutat City and Borough,Alaska,02,282,2.0
Ketchikan Gateway Borough,Alaska,02,130,118.0
Petersburg Borough,Alaska,02,195,8.0
Prince of Wales-Hyder Census Area,Alaska,02,198,27.0
Wrangell City and Borough,Alaska,02,275,7.0
Apache County,Arizona,04,001,157.0
Cochise County,Arizona,04,003,925.0
Coconino County,Arizona,04,005,1655.0
Gila County,Arizona,04,007,419.0
Graham County,Arizona,04,009,161.0
Greenlee County,Arizona,04,011,13.0
Maricopa County,Arizona,04,013,55429.0
Mohave County,Arizona,04,015,1666.0
Navajo County,Arizona,04,017,520.0
Pima County,Arizona,04,019,15401.0
Pinal County,Arizona,04,021,2143.0
Santa Cruz County,Arizona,04,023,447.0
Yavapai County,Arizona,04,025,2925.0
La Paz County,Arizona,04,012,66.0
Yuma County,Arizona,04,027,1096.0
Arkansas County,Arkansas,05,001,28.0
Ashley County,Arkansas,05,003,76.0
Baxter County,Arkansas,05,005,347.0
Benton County,Arkansas,05,007,3264.0
Boone County,Arkansas,05,009,85.0
Bradley County,Arkansas,05,011,25.0
Calhoun County,Arkansas,05,013,7.0
Carroll County,Arkansas,05,015,187.0
Chicot County,Arkansas,05,017,53.0
Clark County,Arkansas,05,019,148.0
Clay County,Arkansas,05,021,43.0
Cleburne County,Arkansas,05,023,211.0
Cleveland County,Arkansas,05,025,58.0
Columbia County,Arkansas,05,027,124.0
Conway County,Arkansas,05,029,56.0
Craighead County,Arkansas,05,031,1242.0
Crawford County,Arkansas,05,033,275.0
Crittenden County,Arkansas,05,035,300.0
Cross County,Arkansas,05,037,105.0
Dallas County,Arkansas,05,039,16.0
Desha County,Arkansas,05,041,45.0
Drew County,Arkansas,05,043,57.0
Faulkner County,Arkansas,05,045,1006.0
Franklin County,Arkansas,05,047,39.0
Fulton County,Arkansas,05,049,24.0
Garland County,Arkansas,05,051,1112.0
Grant County,Arkansas,05,053,76.0
Greene County,Arkansas,05,055,190.0
Hempstead County,Arkansas,05,057,48.0
Hot Spring County,Arkansas,05,059,134.0
Howard County,Arkansas,05,061,34.0
Independence County,Arkansas,05,063,219.0
Izard County,Arkansas,05,065,20.0
Jackson County,Arkansas,05,067,16.0
Jefferson County,Arkansas,05,069,413.0
Johnson County,Arkansas,05,071,64.0
Lafayette County,Arkansas,05,073,52.0
Lawrence County,Arkansas,05,075,27.0
Lee County,Arkansas,05,077,18.0
Lincoln County,Arkansas,05,079,27.0
Little River County,Arkansas,05,081,16.0
Logan County,Arkansas,05,083,66.0
Lonoke County,Arkansas,05,085,373.0
Madison County,Arkansas,05,087,95.0
Marion County,Arkansas,05,089,93.0
Miller County,Arkansas,05,091,227.0
Mississippi County,Arkansas,05,093,225.0
Monroe County,Arkansas,05,095,39.0
Montgomery County,Arkansas,05,097,35.0
Nevada County,Arkansas,05,099,52.0
Newton County,Arkansas,05,101,38.0
Ouachita County,Arkansas,05,103,92.0
Perry County,Arkansas,05,105,8.0
Phillips County,Arkansas,05,107,107.0
Pike County,Arkansas,05,109,43.0
Poinsett County,Arkansas,05,111,47.0
Polk County,Arkansas,05,113,123.0
Pope County,Arkansas,05,115,351.0
Prairie County,Arkansas,05,117,53.0
Pulaski County,Arkansas,05,119,7730.0
Randolph County,Arkansas,05,121,26.0
Saint Francis County,Arkansas,05,123,131.0
Saline County,Arkansas,05,125,1118.0
Scott County,Arkansas,05,127,56.0
Searcy County,Arkansas,05,129,24.0
Sebastian County,Arkansas,05,131,1077.0
Sevier County,Arkansas,05,133,28.0
Sharp County,Arkansas,05,135,90.0
Stone County,Arkansas,05,137,113.0
Union County,Arkansas,05,139,238.0
Van Buren County,Arkansas,05,141,154.0
Washington County,Arkansas,05,143,3767.0
White County,Arkansas,05,145,544.0
Woodruff County,Arkansas,05,147,20.0
Yell County,Arkansas,05,149,109.0
Alameda County,California,06,001,34881.0
Alpine County,California,06,003,11.0
Amador County,California,06,005,630.0
Butte County,California,06,007,3250.0
Calaveras County,California,06,009,373.0
Colusa County,California,06,011,131.0
Contra Costa County,California,06,013,23381.0
Del Norte County,California,06,015,317.0
El Dorado County,California,06,017,3615.0
Fresno County,California,06,019,10077.0
Glenn County,California,06,021,138.0
Humboldt County,California,06,023,2176.0
Imperial County,California,06,025,906.0
Inyo County,California,06,027,153.0
Kern County,California,06,029,5098.0
Kings County,California,06,031,916.0
Lake County,California,06,033,628.0
Lassen County,California,06,035,276.0
Los Angeles County,California,06,037,161247.0
Madera County,California,06,039,928.0
Marin County,California,06,041,12688.0
Mariposa County,California,06,043,238.0
Mendocino County,California,06,045,1197.0
Merced County,California,06,047,1267.0
Modoc County,California,06,049,56.0
Mono County,California,06,051,91.0
Monterey County,California,06,053,5495.0
Napa County,California,06,055,3011.0
Nevada County,California,06,057,1934.0
Orange County,California,06,059,59466.0
Placer County,California,06,061,7636.0
Plumas County,California,06,063,241.0
Riverside County,California,06,065,20794.0
Sacramento County,California,06,067,23020.0
San Benito County,California,06,069,467.0
San Bernardino County,California,06,071,16166.0
San Diego County,California,06,073,62424.0
San Francisco County,California,06,075,33951.0
San Joaquin County,California,06,077,5442.0
San Luis Obispo County,California,06,079,4837.0
San Mateo County,California,06,081,22332.0
Santa Barbara County,California,06,083,7254.0
Santa Clara County,California,06,085,36454.0
Santa Cruz County,California,06,087,5478.0
Shasta County,California,06,089,2675.0
Sierra County,California,06,091,20.0
Siskiyou County,California,06,093,586.0
Solano County,California,06,095,4446.0
Sonoma County,California,06,097,10437.0
Stanislaus County,California,06,099,4537.0
Sutter County,California,06,101,832.0
Tehama County,California,06,103,483.0
Trinity County,California,06,105,47.0
Tulare County,California,06,107,2703.0
Tuolumne County,California,06,109,650.0
Ventura County,California,06,111,13410.0
Yolo County,California,06,113,5523.0
Yuba County,California,06,115,472.0
Alamosa County,Colorado,08,003,146.0
Archuleta County,Colorado,08,007,200.0
Baca County,Colorado,08,009,33.0
Bent County,Colorado,08,011,11.0
Chaffee County,Colorado,08,015,425.0
Cheyenne County,Colorado,08,017,0.0
Clear Creek County,Colorado,08,019,129.0
Conejos County,Colorado,08,021,52.0
Costilla County,Colorado,08,023,32.0
Crowley County,Colorado,08,025,19.0
Custer County,Colorado,08,027,64.0
Delta County,Colorado,08,029,352.0
Dolores County,Colorado,08,033,18.0
Douglas County,Colorado,08,035,6313.0
Eagle County,Colorado,08,037,1088.0
Elbert County,Colorado,08,039,315.0
El Paso County,Colorado,08,041,7813.0
Fremont County,Colorado,08,043,356.0
Garfield County,Colorado,08,045,856.0
Gilpin County,Colorado,08,047,22.0
Grand County,Colorado,08,049,332.0
Gunnison County,Colorado,08,051,346.0
Huerfano County,Colorado,08,055,57.0
Jackson County,Colorado,08,057,20.0
Kiowa County,Colorado,08,061,0.0
Kit Carson County,Colorado,08,063,36.0
Lake County,Colorado,08,065,52.0
La Plata County,Colorado,08,067,1286.0
Larimer County,Colorado,08,069,4973.0
Las Animas County,Colorado,08,071,80.0
Lincoln County,Colorado,08,073,21.0
Logan County,Colorado,08,075,99.0
Mesa County,Colorado,08,077,1822.0
Moffat County,Colorado,08,081,52.0
Montezuma County,Colorado,08,083,307.0
Montrose County,Colorado,08,085,342.0
Morgan County,Colorado,08,087,254.0
Otero County,Colorado,08,089,101.0
Ouray County,Colorado,08,091,128.0
Park County,Colorado,08,093,110.0
Phillips County,Colorado,08,095,77.0
Pitkin County,Colorado,08,097,605.0
Prowers County,Colorado,08,099,24.0
Pueblo County,Colorado,08,101,1131.0
Rio Blanco County,Colorado,08,103,19.0
Rio Grande County,Colorado,08,105,171.0
Routt County,Colorado,08,107,747.0
Saguache County,Colorado,08,109,43.0
San Miguel County,Colorado,08,113,175.0
Sedgwick County,Colorado,08,115,11.0
Summit County,Colorado,08,117,375.0
Teller County,Colorado,08,119,367.0
Washington County,Colorado,08,121,19.0
Yuma County,Colorado,08,125,24.0
Adams County,Colorado,08,001,2789.0
Arapahoe County,Colorado,08,005,10782.0
Boulder County,Colorado,08,013,8379.0
Broomfield County,Colorado,08,014,1181.0
Denver County,Colorado,08,031,20414.0
Jefferson County,Colorado,08,059,9432.0
Weld County,Colorado,08,123,2026.0
Fairfield County,Connecticut,09,001,24913.0
Hartford County,Connecticut,09,003,18101.0
Litchfield County,Connecticut,09,005,2797.0
Middlesex County,Connecticut,09,007,3493.0
New Haven County,Connecticut,09,009,18120.0
New London County,Connecticut,09,011,4087.0
Tolland County,Connecticut,09,013,2036.0
Windham County,Connecticut,09,015,833.0
Kent County,Delaware,10,001,1479.0
New Castle County,Delaware,10,003,8219.0
Sussex County,Delaware,10,005,2701.0
Alachua County,Florida,12,001,6721.0
Baker County,Florida,12,003,140.0
Bay County,Florida,12,005,1815.0
Bradford County,Florida,12,007,109.0
Brevard County,Florida,12,009,5500.0
Broward County,Florida,12,011,34871.0
Calhoun County,Florida,12,013,32.0
Charlotte County,Florida,12,015,2232.0
Citrus County,Florida,12,017,1233.0
Clay County,Florida,12,019,1439.0
Collier County,Florida,12,021,9213.0
Columbia County,Florida,12,023,511.0
Miami-Dade County,Florida,12,086,53037.0
DeSoto County,Florida,12,027,123.0
Dixie County,Florida,12,029,130.0
Duval County,Florida,12,031,11517.0
Escambia County,Florida,12,033,3096.0
Flagler County,Florida,12,035,1296.0
Franklin County,Florida,12,037,55.0
Gadsden County,Florida,12,039,209.0
Gilchrist County,Florida,12,041,58.0
Glades County,Florida,12,043,5.0
Gulf County,Florida,12,045,214.0
Hamilton County,Florida,12,047,77.0
Hardee County,Florida,12,049,43.0
Hendry County,Florida,12,051,57.0
Hernando County,Florida,12,053,1010.0
Highlands County,Florida,12,055,762.0
Hillsborough County,Florida,12,057,20437.0
Holmes County,Florida,12,059,64.0
Indian River County,Florida,12,061,2856.0
Jackson County,Florida,12,063,263.0
Jefferson County,Florida,12,065,178.0
Lafayette County,Florida,12,067,236.0
Lake County,Florida,12,069,3182.0
Lee County,Florida,12,071,11669.0
Leon County,Florida,12,073,6482.0
Levy County,Florida,12,075,206.0
Liberty County,Florida,12,077,7.0
Madison County,Florida,12,079,66.0
Manatee County,Florida,12,081,4996.0
Marion County,Florida,12,083,3190.0
Martin County,Florida,12,085,2957.0
Monroe County,Florida,12,087,1496.0
Nassau County,Florida,12,089,1098.0
Okaloosa County,Florida,12,091,2085.0
Okeechobee County,Florida,12,093,138.0
Orange County,Florida,12,095,19833.0
Osceola County,Florida,12,097,2358.0
Palm Beach County,Florida,12,099,33061.0
Pasco County,Florida,12,101,4231.0
Pinellas County,Florida,12,103,15582.0
Polk County,Florida,12,105,4796.0
Putnam County,Florida,12,107,396.0
Saint Johns County,Florida,12,109,4693.0
Saint Lucie County,Florida,12,111,2609.0
Santa Rosa County,Florida,12,113,1649.0
Sarasota County,Florida,12,115,9085.0
Seminole County,Florida,12,117,6559.0
Sumter County,Florida,12,119,1813.0
Suwannee County,Florida,12,121,90.0
Taylor County,Florida,12,123,66.0
Union County,Florida,12,125,43.0
Volusia County,Florida,12,127,5227.0
Wakulla County,Florida,12,129,125.0
Walton County,Florida,12,131,853.0
Washington County,Florida,12,133,90.0
Appling County,Georgia,13,001,67.0
Atkinson County,Georgia,13,003,50.0
Bacon County,Georgia,13,005,46.0
Baker County,Georgia,13,007,0.0
Baldwin County,Georgia,13,009,339.0
Banks County,Georgia,13,011,140.0
Barrow County,Georgia,13,013,514.0
Bartow County,Georgia,13,015,1019.0
Ben Hill County,Georgia,13,017,110.0
Berrien County,Georgia,13,019,77.0
Bibb County,Georgia,13,021,2318.0
Bleckley County,Georgia,13,023,81.0
Brantley County,Georgia,13,025,113.0
Brooks County,Georgia,13,027,95.0
Bryan County,Georgia,13,029,282.0
Bulloch County,Georgia,13,031,712.0
Burke County,Georgia,13,033,129.0
Butts County,Georgia,13,035,137.0
Calhoun County,Georgia,13,037,29.0
Camden County,Georgia,13,039,520.0
Candler County,Georgia,13,043,108.0
Carroll County,Georgia,13,045,1131.0
Catoosa County,Georgia,13,047,703.0
Charlton County,Georgia,13,049,93.0
Chatham County,Georgia,13,051,4531.0
Chattahoochee County,Georgia,13,053,40.0
Chattooga County,Georgia,13,055,146.0
Cherokee County,Georgia,13,057,2874.0
Clarke County,Georgia,13,059,2038.0
Clay County,Georgia,13,061,12.0
Clayton County,Georgia,13,063,1794.0
Clinch County,Georgia,13,065,17.0
Cobb County,Georgia,13,067,13621.0
Coffee County,Georgia,13,069,343.0
Colquitt County,Georgia,13,071,376.0
Columbia County,Georgia,13,073,2743.0
Cook County,Georgia,13,075,111.0
Coweta County,Georgia,13,077,1520.0
Crawford County,Georgia,13,079,97.0
Crisp County,Georgia,13,081,166.0
Dade County,Georgia,13,083,49.0
Dawson County,Georgia,13,085,316.0
Decatur County,Georgia,13,087,177.0
DeKalb County,Georgia,13,089,16819.0
Dodge County,Georgia,13,091,223.0
Dooly County,Georgia,13,093,71.0
Dougherty County,Georgia,13,095,1231.0
Douglas County,Georgia,13,097,1408.0
Early County,Georgia,13,099,53.0
Echols County,Georgia,13,101,16.0
Effingham County,Georgia,13,103,576.0
Elbert County,Georgia,13,105,113.0
Emanuel County,Georgia,13,107,235.0
Evans County,Georgia,13,109,88.0
Fannin County,Georgia,13,111,545.0
Fayette County,Georgia,13,113,2429.0
Floyd County,Georgia,13,115,1512.0
Forsyth County,Georgia,13,117,2859.0
Franklin County,Georgia,13,119,223.0
Fulton County,Georgia,13,121,27138.0
Gilmer County,Georgia,13,123,459.0
Glascock County,Georgia,13,125,0.0
Glynn County,Georgia,13,127,1350.0
Gordon County,Georgia,13,129,329.0
Grady County,Georgia,13,131,146.0
Greene County,Georgia,13,133,446.0
Gwinnett County,Georgia,13,135,10651.0
Habersham County,Georgia,13,137,509.0
Hall County,Georgia,13,139,2564.0
Hancock County,Georgia,13,141,95.0
Haralson County,Georgia,13,143,368.0
Harris County,Georgia,13,145,497.0
Hart County,Georgia,13,147,296.0
Heard County,Georgia,13,149,84.0
Henry County,Georgia,13,151,2060.0
Houston County,Georgia,13,153,1733.0
Irwin County,Georgia,13,155,144.0
Jackson County,Georgia,13,157,757.0
Jasper County,Georgia,13,159,33.0
Jeff Davis County,Georgia,13,161,114.0
Jefferson County,Georgia,13,163,29.0
Jenkins County,Georgia,13,165,77.0
Johnson County,Georgia,13,167,27.0
Jones County,Georgia,13,169,284.0
Lamar County,Georgia,13,171,119.0
Lanier County,Georgia,13,173,51.0
Laurens County,Georgia,13,175,572.0
Lee County,Georgia,13,177,225.0
Liberty County,Georgia,13,179,263.0
Lincoln County,Georgia,13,181,43.0
Long County,Georgia,13,183,23.0
Lowndes County,Georgia,13,185,1204.0
Lumpkin County,Georgia,13,187,330.0
McDuffie County,Georgia,13,189,143.0
McIntosh County,Georgia,13,191,119.0
Macon County,Georgia,13,193,30.0
Madison County,Georgia,13,195,303.0
Marion County,Georgia,13,197,55.0
Meriwether County,Georgia,13,199,95.0
Miller County,Georgia,13,201,8.0
Mitchell County,Georgia,13,205,49.0
Monroe County,Georgia,13,207,501.0
Montgomery County,Georgia,13,209,61.0
Morgan County,Georgia,13,211,414.0
Murray County,Georgia,13,213,119.0
Muscogee County,Georgia,13,215,2496.0
Newton County,Georgia,13,217,929.0
Oconee County,Georgia,13,219,1349.0
Oglethorpe County,Georgia,13,221,125.0
Paulding County,Georgia,13,223,1526.0
Peach County,Georgia,13,225,232.0
Pickens County,Georgia,13,227,309.0
Pierce County,Georgia,13,229,150.0
Pike County,Georgia,13,231,187.0
Polk County,Georgia,13,233,316.0
Pulaski County,Georgia,13,235,78.0
Putnam County,Georgia,13,237,254.0
Quitman County,Georgia,13,239,13.0
Rabun County,Georgia,13,241,335.0
Randolph County,Georgia,13,243,34.0
Richmond County,Georgia,13,245,2597.0
Rockdale County,Georgia,13,247,782.0
Schley County,Georgia,13,249,20.0
Screven County,Georgia,13,251,79.0
Seminole County,Georgia,13,253,47.0
Spalding County,Georgia,13,255,427.0
Stephens County,Georgia,13,257,497.0
Stewart County,Georgia,13,259,21.0
Sumter County,Georgia,13,261,418.0
Talbot County,Georgia,13,263,17.0
Taliaferro County,Georgia,13,265,5.0
Tattnall County,Georgia,13,267,269.0
Taylor County,Georgia,13,269,45.0
Telfair County,Georgia,13,271,92.0
Terrell County,Georgia,13,273,81.0
Thomas County,Georgia,13,275,329.0
Tift County,Georgia,13,277,347.0
Toombs County,Georgia,13,279,133.0
Towns County,Georgia,13,281,189.0
Treutlen County,Georgia,13,283,44.0
Troup County,Georgia,13,285,561.0
Turner County,Georgia,13,287,166.0
Twiggs County,Georgia,13,289,48.0
Union County,Georgia,13,291,340.0
Upson County,Georgia,13,293,174.0
Walker County,Georgia,13,295,452.0
Walton County,Georgia,13,297,938.0
Ware County,Georgia,13,299,321.0
Warren County,Georgia,13,301,42.0
Washington County,Georgia,13,303,116.0
Wayne County,Georgia,13,305,237.0
Webster County,Georgia,13,307,7.0
Wheeler County,Georgia,13,309,34.0
White County,Georgia,13,311,254.0
Whitfield County,Georgia,13,313,941.0
Wilcox County,Georgia,13,315,75.0
Wilkes County,Georgia,13,317,113.0
Wilkinson County,Georgia,13,319,15.0
Worth County,Georgia,13,321,79.0
Hawaii County,Hawaii,15,001,2583.0
Honolulu County,Hawaii,15,003,17138.0
Kauai County,Hawaii,15,007,819.0
Kalawao County,Hawaii,15,005,0.0
Maui County,Hawaii,15,009,2128.0
Ada County,Idaho,16,001,6504.0
Adams County,Idaho,16,003,53.0
Bannock County,Idaho,16,005,705.0
Bear Lake County,Idaho,16,007,22.0
Benewah County,Idaho,16,009,40.0
Bingham County,Idaho,16,011,225.0
Blaine County,Idaho,16,013,324.0
Boise County,Idaho,16,015,68.0
Bonner County,Idaho,16,017,558.0
Bonneville County,Idaho,16,019,875.0
Boundary County,Idaho,16,021,107.0
Butte County,Idaho,16,023,8.0
Camas County,Idaho,16,025,4.0
Canyon County,Idaho,16,027,674.0
Caribou County,Idaho,16,029,32.0
Cassia County,Idaho,16,031,118.0
Clearwater County,Idaho,16,035,71.0
Custer County,Idaho,16,037,20.0
Elmore County,Idaho,16,039,137.0
Franklin County,Idaho,16,041,50.0
Fremont County,Idaho,16,043,63.0
Gem County,Idaho,16,045,59.0
Gooding County,Idaho,16,047,72.0
Idaho County,Idaho,16,049,121.0
Jefferson County,Idaho,16,051,206.0
Jerome County,Idaho,16,053,138.0
Kootenai County,Idaho,16,055,1699.0
Latah County,Idaho,16,057,517.0
Lemhi County,Idaho,16,059,93.0
Lewis County,Idaho,16,061,13.0
Lincoln County,Idaho,16,063,10.0
Madison County,Idaho,16,065,402.0
Minidoka County,Idaho,16,067,84.0
Nez Perce County,Idaho,16,069,346.0
Oneida County,Idaho,16,071,3.0
Owyhee County,Idaho,16,073,9.0
Payette County,Idaho,16,075,214.0
Power County,Idaho,16,077,93.0
Shoshone County,Idaho,16,079,73.0
Teton County,Idaho,16,081,103.0
Twin Falls County,Idaho,16,083,775.0
Valley County,Idaho,16,085,40.0
Washington County,Idaho,16,087,47.0
Adams County,Illinois,17,001,578.0
Alexander County,Illinois,17,003,27.0
Bond County,Illinois,17,005,50.0
Boone County,Illinois,17,007,758.0
Brown County,Illinois,17,009,27.0
Bureau County,Illinois,17,011,330.0
Calhoun County,Illinois,17,013,17.0
Carroll County,Illinois,17,015,94.0
Cass County,Illinois,17,017,38.0
Champaign County,Illinois,17,019,3519.0
Christian County,Illinois,17,021,184.0
Clark County,Illinois,17,023,67.0
Clay County,Illinois,17,025,70.0
Clinton County,Illinois,17,027,190.0
Coles County,Illinois,17,029,361.0
Cook County,Illinois,17,031,106016.0
Crawford County,Illinois,17,033,95.0
Cumberland County,Illinois,17,035,21.0
DeKalb County,Illinois,17,037,575.0
De Witt County,Illinois,17,039,48.0
Douglas County,Illinois,17,041,86.0
DuPage County,Illinois,17,043,19955.0
Edgar County,Illinois,17,045,64.0
Edwards County,Illinois,17,047,30.0
Effingham County,Illinois,17,049,254.0
Fayette County,Illinois,17,051,49.0
Ford County,Illinois,17,053,29.0
Franklin County,Illinois,17,055,198.0
Fulton County,Illinois,17,057,202.0
Gallatin County,Illinois,17,059,4.0
Greene County,Illinois,17,061,62.0
Grundy County,Illinois,17,063,250.0
Hamilton County,Illinois,17,065,22.0
Hancock County,Illinois,17,067,83.0
Hardin County,Illinois,17,069,19.0
Henderson County,Illinois,17,071,6.0
Henry County,Illinois,17,073,431.0
Iroquois County,Illinois,17,075,133.0
Jackson County,Illinois,17,077,729.0
Jasper County,Illinois,17,079,57.0
Jefferson County,Illinois,17,081,315.0
Jersey County,Illinois,17,083,86.0
Jo Daviess County,Illinois,17,085,189.0
Johnson County,Illinois,17,087,63.0
Kane County,Illinois,17,089,5159.0
Kankakee County,Illinois,17,091,749.0
Kendall County,Illinois,17,093,688.0
Knox County,Illinois,17,095,464.0
Lake County,Illinois,17,097,15589.0
LaSalle County,Illinois,17,099,775.0
Lawrence County,Illinois,17,101,39.0
Lee County,Illinois,17,103,302.0
Livingston County,Illinois,17,105,287.0
Logan County,Illinois,17,107,133.0
McDonough County,Illinois,17,109,182.0
McHenry County,Illinois,17,111,3016.0
McLean County,Illinois,17,113,2016.0
Macon County,Illinois,17,115,998.0
Macoupin County,Illinois,17,117,285.0
Madison County,Illinois,17,119,2443.0
Marion County,Illinois,17,121,202.0
Marshall County,Illinois,17,123,72.0
Mason County,Illinois,17,125,58.0
Massac County,Illinois,17,127,22.0
Menard County,Illinois,17,129,136.0
Mercer County,Illinois,17,131,113.0
Monroe County,Illinois,17,133,362.0
Montgomery County,Illinois,17,135,153.0
Morgan County,Illinois,17,137,224.0
Moultrie County,Illinois,17,139,86.0
Ogle County,Illinois,17,141,208.0
Peoria County,Illinois,17,143,2521.0
Perry County,Illinois,17,145,22.0
Piatt County,Illinois,17,147,107.0
Pike County,Illinois,17,149,82.0
Pope County,Illinois,17,151,6.0
Pulaski County,Illinois,17,153,73.0
Putnam County,Illinois,17,155,40.0
Randolph County,Illinois,17,157,213.0
Richland County,Illinois,17,159,103.0
Rock Island County,Illinois,17,161,1144.0
Saint Clair County,Illinois,17,163,2413.0
Saline County,Illinois,17,165,130.0
Sangamon County,Illinois,17,167,3510.0
Schuyler County,Illinois,17,169,34.0
Scott County,Illinois,17,171,29.0
Shelby County,Illinois,17,173,50.0
Stark County,Illinois,17,175,13.0
Stephenson County,Illinois,17,177,372.0
Tazewell County,Illinois,17,179,1020.0
Union County,Illinois,17,181,106.0
Vermilion County,Illinois,17,183,322.0
Wabash County,Illinois,17,185,51.0
Warren County,Illinois,17,187,140.0
Washington County,Illinois,17,189,85.0
Wayne County,Illinois,17,191,59.0
White County,Illinois,17,193,49.0
Whiteside County,Illinois,17,195,432.0
Will County,Illinois,17,197,6333.0
Williamson County,Illinois,17,199,746.0
Winnebago County,Illinois,17,201,2561.0
Woodford County,Illinois,17,203,234.0
Adams County,Indiana,18,001,155.0
Allen County,Indiana,18,003,4122.0
Bartholomew County,Indiana,18,005,397.0
Benton County,Indiana,18,007,22.0
Blackford County,Indiana,18,009,41.0
Boone County,Indiana,18,011,1620.0
Brown County,Indiana,18,013,202.0
Carroll County,Indiana,18,015,104.0
Cass County,Indiana,18,017,70.0
Clark County,Indiana,18,019,671.0
Clay County,Indiana,18,021,202.0
Clinton County,Indiana,18,023,132.0
Crawford County,Indiana,18,025,31.0
Daviess County,Indiana,18,027,110.0
Dearborn County,Indiana,18,029,343.0
Decatur County,Indiana,18,031,196.0
DeKalb County,Indiana,18,033,174.0
Delaware County,Indiana,18,035,886.0
Dubois County,Indiana,18,037,217.0
Elkhart County,Indiana,18,039,1273.0
Fayette County,Indiana,18,041,91.0
Floyd County,Indiana,18,043,948.0
Fountain County,Indiana,18,045,85.0
Franklin County,Indiana,18,047,59.0
Fulton County,Indiana,18,049,24.0
Gibson County,Indiana,18,051,151.0
Grant County,Indiana,18,053,383.0
Greene County,Indiana,18,055,199.0
Hamilton County,Indiana,18,057,8194.0
Hancock County,Indiana,18,059,463.0
Harrison County,Indiana,18,061,221.0
