County,State,State_FIPS,County_FIPS,some_college_1_plus_year
Okaloosa County,Florida,12,091,23828.0
Okeechobee County,Florida,12,093,3416.0
Orange County,Florida,12,095,120599.0
Osceola County,Florida,12,097,36487.0
Palm Beach County,Florida,12,099,141383.0
Pasco County,Florida,12,101,53144.0
Pinellas County,Florida,12,103,105067.0
Polk County,Florida,12,105,67424.0
Putnam County,Florida,12,107,7331.0
Saint Johns County,Florida,12,109,22280.0
Saint Lucie County,Florida,12,111,32006.0
Santa Rosa County,Florida,12,113,18456.0
Sarasota County,Florida,12,115,44316.0
Seminole County,Florida,12,117,46191.0
Sumter County,Florida,12,119,14862.0
Suwannee County,Florida,12,121,3586.0
Taylor County,Florida,12,123,1969.0
Union County,Florida,12,125,1521.0
Volusia County,Florida,12,127,58043.0
Wakulla County,Florida,12,129,4094.0
Walton County,Florida,12,131,7879.0
Washington County,Florida,12,133,2694.0
Appling County,Georgia,13,001,1609.0
Atkinson County,Georgia,13,003,480.0
Bacon County,Georgia,13,005,990.0
Baker County,Georgia,13,007,325.0
Baldwin County,Georgia,13,009,4227.0
Banks County,Georgia,13,011,1376.0
Barrow County,Georgia,13,013,7173.0
Bartow County,Georgia,13,015,11759.0
Ben Hill County,Georgia,13,017,1370.0
Berrien County,Georgia,13,019,1589.0
Bibb County,Georgia,13,021,17491.0
Bleckley County,Georgia,13,023,1202.0
Brantley County,Georgia,13,025,1065.0
Brooks County,Georgia,13,027,1675.0
Bryan County,Georgia,13,029,3831.0
Bulloch County,Georgia,13,031,7533.0
Burke County,Georgia,13,033,2233.0
Butts County,Georgia,13,035,2106.0
Calhoun County,Georgia,13,037,855.0
Camden County,Georgia,13,039,6370.0
Candler County,Georgia,13,043,979.0
Carroll County,Georgia,13,045,12347.0
Catoosa County,Georgia,13,047,7476.0
Charlton County,Georgia,13,049,1207.0
Chatham County,Georgia,13,051,35558.0
Chattahoochee County,Georgia,13,053,1066.0
Chattooga County,Georgia,13,055,2276.0
Cherokee County,Georgia,13,057,27588.0
Clarke County,Georgia,13,059,9111.0
Clay County,Georgia,13,061,310.0
Clayton County,Georgia,13,063,30748.0
Clinch County,Georgia,13,065,690.0
Cobb County,Georgia,13,067,73385.0
Coffee County,Georgia,13,069,3914.0
Colquitt County,Georgia,13,071,3338.0
Columbia County,Georgia,13,073,15834.0
Cook County,Georgia,13,075,1665.0
Coweta County,Georgia,13,077,14923.0
Crawford County,Georgia,13,079,1723.0
Crisp County,Georgia,13,081,2138.0
Dade County,Georgia,13,083,1464.0
Dawson County,Georgia,13,085,2467.0
Decatur County,Georgia,13,087,3092.0
DeKalb County,Georgia,13,089,68625.0
Dodge County,Georgia,13,091,2135.0
Dooly County,Georgia,13,093,1207.0
Dougherty County,Georgia,13,095,9329.0
Douglas County,Georgia,13,097,14409.0
Early County,Georgia,13,099,1031.0
Echols County,Georgia,13,101,286.0
Effingham County,Georgia,13,103,6197.0
Elbert County,Georgia,13,105,1593.0
Emanuel County,Georgia,13,107,1821.0
Evans County,Georgia,13,109,736.0
Fannin County,Georgia,13,111,3116.0
Fayette County,Georgia,13,113,10413.0
Floyd County,Georgia,13,115,9009.0
Forsyth County,Georgia,13,117,18454.0
Franklin County,Georgia,13,119,1719.0
Fulton County,Georgia,13,121,87060.0
Gilmer County,Georgia,13,123,2737.0
Glascock County,Georgia,13,125,330.0
Glynn County,Georgia,13,127,9578.0
Gordon County,Georgia,13,129,5398.0
Grady County,Georgia,13,131,1956.0
Greene County,Georgia,13,133,1595.0
Gwinnett County,Georgia,13,135,81532.0
Habersham County,Georgia,13,137,3662.0
Hall County,Georgia,13,139,17132.0
Hancock County,Georgia,13,141,997.0
Haralson County,Georgia,13,143,3354.0
Harris County,Georgia,13,145,4690.0
Hart County,Georgia,13,147,2765.0
Heard County,Georgia,13,149,1145.0
Henry County,Georgia,13,151,23385.0
Houston County,Georgia,13,153,18181.0
Irwin County,Georgia,13,155,571.0
Jackson County,Georgia,13,157,5852.0
Jasper County,Georgia,13,159,1348.0
Jeff Davis County,Georgia,13,161,1380.0
Jefferson County,Georgia,13,163,1409.0
Jenkins County,Georgia,13,165,903.0
Johnson County,Georgia,13,167,638.0
Jones County,Georgia,13,169,2917.0
Lamar County,Georgia,13,171,1958.0
Lanier County,Georgia,13,173,859.0
Laurens County,Georgia,13,175,4142.0
Lee County,Georgia,13,177,3187.0
Liberty County,Georgia,13,179,7635.0
Lincoln County,Georgia,13,181,720.0
Long County,Georgia,13,183,2391.0
Lowndes County,Georgia,13,185,9970.0
Lumpkin County,Georgia,13,187,2983.0
McDuffie County,Georgia,13,189,1967.0
McIntosh County,Georgia,13,191,1568.0
Macon County,Georgia,13,193,1754.0
Madison County,Georgia,13,195,2440.0
Marion County,Georgia,13,197,983.0
Meriwether County,Georgia,13,199,2642.0
Miller County,Georgia,13,201,711.0
Mitchell County,Georgia,13,205,2052.0
Monroe County,Georgia,13,207,2597.0
Montgomery County,Georgia,13,209,795.0
Morgan County,Georgia,13,211,2248.0
Murray County,Georgia,13,213,3285.0
Muscogee County,Georgia,13,215,23801.0
Newton County,Georgia,13,217,13147.0
Oconee County,Georgia,13,219,2575.0
Oglethorpe County,Georgia,13,221,1123.0
Paulding County,Georgia,13,223,17771.0
Peach County,Georgia,13,225,3105.0
Pickens County,Georgia,13,227,3752.0
Pierce County,Georgia,13,229,1476.0
Pike County,Georgia,13,231,1975.0
Polk County,Georgia,13,233,3807.0
Pulaski County,Georgia,13,235,1337.0
Putnam County,Georgia,13,237,2046.0
Quitman County,Georgia,13,239,233.0
Rabun County,Georgia,13,241,1850.0
Randolph County,Georgia,13,243,715.0
Richmond County,Georgia,13,245,22352.0
Rockdale County,Georgia,13,247,9128.0
Schley County,Georgia,13,249,782.0
Screven County,Georgia,13,251,1493.0
Seminole County,Georgia,13,253,934.0
Spalding County,Georgia,13,255,5508.0
Stephens County,Georgia,13,257,1809.0
Stewart County,Georgia,13,259,540.0
Sumter County,Georgia,13,261,2513.0
Talbot County,Georgia,13,263,608.0
Taliaferro County,Georgia,13,265,99.0
Tattnall County,Georgia,13,267,2195.0
Taylor County,Georgia,13,269,945.0
Telfair County,Georgia,13,271,738.0
Terrell County,Georgia,13,273,1194.0
Thomas County,Georgia,13,275,4107.0
Tift County,Georgia,13,277,3131.0
Toombs County,Georgia,13,279,2522.0
Towns County,Georgia,13,281,1178.0
Treutlen County,Georgia,13,283,377.0
Troup County,Georgia,13,285,7574.0
Turner County,Georgia,13,287,764.0
Twiggs County,Georgia,13,289,777.0
Union County,Georgia,13,291,2494.0
Upson County,Georgia,13,293,2854.0
Walker County,Georgia,13,295,7694.0
Walton County,Georgia,13,297,8619.0
Ware County,Georgia,13,299,2841.0
Warren County,Georgia,13,301,370.0
Washington County,Georgia,13,303,1836.0
Wayne County,Georgia,13,305,2526.0
Webster County,Georgia,13,307,207.0
Wheeler County,Georgia,13,309,550.0
White County,Georgia,13,311,3173.0
Whitfield County,Georgia,13,313,9161.0
Wilcox County,Georgia,13,315,898.0
Wilkes County,Georgia,13,317,894.0
Wilkinson County,Georgia,13,319,753.0
Worth County,Georgia,13,321,1646.0
Hawaii County,Hawaii,15,001,24235.0
Honolulu County,Hawaii,15,003,98765.0
Kauai County,Hawaii,15,007,7671.0
Kalawao County,Hawaii,15,005,8.0
Maui County,Hawaii,15,009,20016.0
Ada County,Idaho,16,001,48999.0
Adams County,Idaho,16,003,654.0
Bannock County,Idaho,16,005,10830.0
Bear Lake County,Idaho,16,007,674.0
Benewah County,Idaho,16,009,1084.0
Bingham County,Idaho,16,011,4866.0
Blaine County,Idaho,16,013,2578.0
Boise County,Idaho,16,015,832.0
Bonner County,Idaho,16,017,6410.0
Bonneville County,Idaho,16,019,11927.0
Boundary County,Idaho,16,021,1262.0
Butte County,Idaho,16,023,433.0
Camas County,Idaho,16,025,156.0
Canyon County,Idaho,16,027,22796.0
Caribou County,Idaho,16,029,849.0
Cassia County,Idaho,16,031,2637.0
Clearwater County,Idaho,16,035,1289.0
Custer County,Idaho,16,037,633.0
Elmore County,Idaho,16,039,3741.0
Franklin County,Idaho,16,041,1420.0
Fremont County,Idaho,16,043,1502.0
Gem County,Idaho,16,045,1823.0
Gooding County,Idaho,16,047,1320.0
Idaho County,Idaho,16,049,2175.0
Jefferson County,Idaho,16,051,2563.0
Jerome County,Idaho,16,053,1941.0
Kootenai County,Idaho,16,055,22322.0
Latah County,Idaho,16,057,3706.0
Lemhi County,Idaho,16,059,1143.0
Lewis County,Idaho,16,061,653.0
Lincoln County,Idaho,16,063,559.0
Madison County,Idaho,16,065,3340.0
Minidoka County,Idaho,16,067,2147.0
Nez Perce County,Idaho,16,069,5087.0
Oneida County,Idaho,16,071,541.0
Owyhee County,Idaho,16,073,1105.0
Payette County,Idaho,16,075,2644.0
Power County,Idaho,16,077,953.0
Shoshone County,Idaho,16,079,1926.0
Teton County,Idaho,16,081,1703.0
Twin Falls County,Idaho,16,083,10155.0
Valley County,Idaho,16,085,1983.0
Washington County,Idaho,16,087,1240.0
Adams County,Illinois,17,001,6622.0
Alexander County,Illinois,17,003,720.0
Bond County,Illinois,17,005,1536.0
Boone County,Illinois,17,007,4266.0
Brown County,Illinois,17,009,674.0
Bureau County,Illinois,17,011,3328.0
Calhoun County,Illinois,17,013,495.0
Carroll County,Illinois,17,015,1510.0
Cass County,Illinois,17,017,927.0
Champaign County,Illinois,17,019,15893.0
Christian County,Illinois,17,021,3135.0
Clark County,Illinois,17,023,1195.0
Clay County,Illinois,17,025,1195.0
Clinton County,Illinois,17,027,3699.0
Coles County,Illinois,17,029,4921.0
Cook County,Illinois,17,031,490728.0
Crawford County,Illinois,17,033,1975.0
Cumberland County,Illinois,17,035,867.0
DeKalb County,Illinois,17,037,9715.0
De Witt County,Illinois,17,039,1772.0
Douglas County,Illinois,17,041,1846.0
DuPage County,Illinois,17,043,77442.0
Edgar County,Illinois,17,045,1896.0
Edwards County,Illinois,17,047,680.0
Effingham County,Illinois,17,049,2901.0
Fayette County,Illinois,17,051,2251.0
Ford County,Illinois,17,053,1431.0
Franklin County,Illinois,17,055,4826.0
Fulton County,Illinois,17,057,3863.0
Gallatin County,Illinois,17,059,578.0
Greene County,Illinois,17,061,1348.0
Grundy County,Illinois,17,063,6300.0
Hamilton County,Illinois,17,065,950.0
Hancock County,Illinois,17,067,1885.0
Hardin County,Illinois,17,069,405.0
Henderson County,Illinois,17,071,686.0
Henry County,Illinois,17,073,4982.0
Iroquois County,Illinois,17,075,2787.0
Jackson County,Illinois,17,077,6257.0
Jasper County,Illinois,17,079,745.0
Jefferson County,Illinois,17,081,4261.0
Jersey County,Illinois,17,083,2151.0
Jo Daviess County,Illinois,17,085,2553.0
Johnson County,Illinois,17,087,1547.0
Kane County,Illinois,17,089,47267.0
Kankakee County,Illinois,17,091,11901.0
Kendall County,Illinois,17,093,11510.0
Knox County,Illinois,17,095,5135.0
Lake County,Illinois,17,097,56656.0
LaSalle County,Illinois,17,099,11818.0
Lawrence County,Illinois,17,101,1446.0
Lee County,Illinois,17,103,4257.0
Livingston County,Illinois,17,105,3589.0
Logan County,Illinois,17,107,3239.0
McDonough County,Illinois,17,109,2236.0
McHenry County,Illinois,17,111,31232.0
McLean County,Illinois,17,113,13054.0
Macon County,Illinois,17,115,11497.0
Macoupin County,Illinois,17,117,4678.0
Madison County,Illinois,17,119,31857.0
Marion County,Illinois,17,121,4448.0
Marshall County,Illinois,17,123,1231.0
Mason County,Illinois,17,125,1129.0
Massac County,Illinois,17,127,1706.0
Menard County,Illinois,17,129,1291.0
Mercer County,Illinois,17,131,1779.0
Monroe County,Illinois,17,133,3433.0
Montgomery County,Illinois,17,135,3004.0
Morgan County,Illinois,17,137,3426.0
Moultrie County,Illinois,17,139,1318.0
Ogle County,Illinois,17,141,5635.0
Peoria County,Illinois,17,143,18258.0
Perry County,Illinois,17,145,2135.0
Piatt County,Illinois,17,147,1574.0
Pike County,Illinois,17,149,1500.0
Pope County,Illinois,17,151,484.0
Pulaski County,Illinois,17,153,726.0
Putnam County,Illinois,17,155,594.0
Randolph County,Illinois,17,157,3593.0
Richland County,Illinois,17,159,1380.0
Rock Island County,Illinois,17,161,15712.0
Saint Clair County,Illinois,17,163,27933.0
Saline County,Illinois,17,165,2826.0
Sangamon County,Illinois,17,167,19416.0
Schuyler County,Illinois,17,169,732.0
Scott County,Illinois,17,171,423.0
Shelby County,Illinois,17,173,2176.0
Stark County,Illinois,17,175,485.0
Stephenson County,Illinois,17,177,5450.0
Tazewell County,Illinois,17,179,14056.0
Union County,Illinois,17,181,1597.0
Vermilion County,Illinois,17,183,6820.0
Wabash County,Illinois,17,185,1223.0
Warren County,Illinois,17,187,1500.0
Washington County,Illinois,17,189,1606.0
Wayne County,Illinois,17,191,1563.0
White County,Illinois,17,193,1250.0
Whiteside County,Illinois,17,195,6124.0
Will County,Illinois,17,197,64048.0
Williamson County,Illinois,17,199,8127.0
Winnebago County,Illinois,17,201,28541.0
Woodford County,Illinois,17,203,3424.0
Adams County,Indiana,18,001,2684.0
Allen County,Indiana,18,003,35877.0
Bartholomew County,Indiana,18,005,6794.0
Benton County,Indiana,18,007,896.0
Blackford County,Indiana,18,009,1013.0
Boone County,Indiana,18,011,5251.0
Brown County,Indiana,18,013,1676.0
Carroll County,Indiana,18,015,2111.0
Cass County,Indiana,18,017,3832.0
Clark County,Indiana,18,019,12139.0
