County,State,State_FIPS,County_FIPS,doctorate_degree
Yukon-Koyukuk Census Area,Alaska,02,290,2
Hoonah-Angoon Census Area,Alaska,02,105,9
Skagway Municipality,Alaska,02,230,5
Yakutat City and Borough,Alaska,02,282,1
Ketchikan Gateway Borough,Alaska,02,130,31
Petersburg Borough,Alaska,02,195,23
Prince of Wales-Hyder Census Area,Alaska,02,198,10
Wrangell City and Borough,Alaska,02,275,2
Apache County,Arizona,04,001,116
Cochise County,Arizona,04,003,742
Coconino County,Arizona,04,005,1875
Gila County,Arizona,04,007,374
Graham County,Arizona,04,009,114
Greenlee County,Arizona,04,011,7
Maricopa County,Arizona,04,013,25741
Mohave County,Arizona,04,015,662
Navajo County,Arizona,04,017,364
Pima County,Arizona,04,019,11486
Pinal County,Arizona,04,021,1724
Santa Cruz County,Arizona,04,023,278
Yavapai County,Arizona,04,025,1689
La Paz County,Arizona,04,012,84
Yuma County,Arizona,04,027,482
Arkansas County,Arkansas,05,001,96
Ashley County,Arkansas,05,003,80
Baxter County,Arkansas,05,005,105
Benton County,Arkansas,05,007,1192
Boone County,Arkansas,05,009,74
Bradley County,Arkansas,05,011,31
Calhoun County,Arkansas,05,013,0
Carroll County,Arkansas,05,015,108
Chicot County,Arkansas,05,017,53
Clark County,Arkansas,05,019,251
Clay County,Arkansas,05,021,16
Cleburne County,Arkansas,05,023,149
Cleveland County,Arkansas,05,025,4
Columbia County,Arkansas,05,027,116
Conway County,Arkansas,05,029,28
Craighead County,Arkansas,05,031,933
Crawford County,Arkansas,05,033,164
Crittenden County,Arkansas,05,035,116
Cross County,Arkansas,05,037,39
Dallas County,Arkansas,05,039,0
Desha County,Arkansas,05,041,37
Drew County,Arkansas,05,043,143
Faulkner County,Arkansas,05,045,1092
Franklin County,Arkansas,05,047,0
Fulton County,Arkansas,05,049,0
Garland County,Arkansas,05,051,486
Grant County,Arkansas,05,053,18
Greene County,Arkansas,05,055,68
Hempstead County,Arkansas,05,057,25
Hot Spring County,Arkansas,05,059,56
Howard County,Arkansas,05,061,17
Independence County,Arkansas,05,063,145
Izard County,Arkansas,05,065,50
Jackson County,Arkansas,05,067,25
Jefferson County,Arkansas,05,069,261
Johnson County,Arkansas,05,071,79
Lafayette County,Arkansas,05,073,7
Lawrence County,Arkansas,05,075,24
Lee County,Arkansas,05,077,11
Lincoln County,Arkansas,05,079,20
Little River County,Arkansas,05,081,12
Logan County,Arkansas,05,083,23
Lonoke County,Arkansas,05,085,172
Madison County,Arkansas,05,087,25
Marion County,Arkansas,05,089,69
Miller County,Arkansas,05,091,94
Mississippi County,Arkansas,05,093,141
Monroe County,Arkansas,05,095,15
Montgomery County,Arkansas,05,097,9
Nevada County,Arkansas,05,099,0
Newton County,Arkansas,05,101,23
Ouachita County,Arkansas,05,103,33
Perry County,Arkansas,05,105,7
Phillips County,Arkansas,05,107,21
Pike County,Arkansas,05,109,6
Poinsett County,Arkansas,05,111,52
Polk County,Arkansas,05,113,35
Pope County,Arkansas,05,115,309
Prairie County,Arkansas,05,117,15
Pulaski County,Arkansas,05,119,3419
Randolph County,Arkansas,05,121,27
Saint Francis County,Arkansas,05,123,94
Saline County,Arkansas,05,125,551
Scott County,Arkansas,05,127,20
Searcy County,Arkansas,05,129,0
Sebastian County,Arkansas,05,131,445
Sevier County,Arkansas,05,133,7
Sharp County,Arkansas,05,135,45
Stone County,Arkansas,05,137,25
Union County,Arkansas,05,139,143
Van Buren County,Arkansas,05,141,37
Washington County,Arkansas,05,143,2308
White County,Arkansas,05,145,466
Woodruff County,Arkansas,05,147,9
Yell County,Arkansas,05,149,11
Alameda County,California,06,001,27987
Alpine County,California,06,003,22
Amador County,California,06,005,138
Butte County,California,06,007,1585
Calaveras County,California,06,009,142
Colusa County,California,06,011,24
Contra Costa County,California,06,013,13043
Del Norte County,California,06,015,212
El Dorado County,California,06,017,1287
Fresno County,California,06,019,3569
Glenn County,California,06,021,56
Humboldt County,California,06,023,1287
Imperial County,California,06,025,261
Inyo County,California,06,027,65
Kern County,California,06,029,2430
Kings County,California,06,031,140
Lake County,California,06,033,211
Lassen County,California,06,035,83
Los Angeles County,California,06,037,79355
Madera County,California,06,039,379
Marin County,California,06,041,5040
Mariposa County,California,06,043,91
Mendocino County,California,06,045,385
Merced County,California,06,047,401
Modoc County,California,06,049,72
Mono County,California,06,051,18
Monterey County,California,06,053,3392
Napa County,California,06,055,1056
Nevada County,California,06,057,891
Orange County,California,06,059,29212
Placer County,California,06,061,2547
Plumas County,California,06,063,198
Riverside County,California,06,065,11101
Sacramento County,California,06,067,9260
San Benito County,California,06,069,120
San Bernardino County,California,06,071,8654
San Diego County,California,06,073,40544
San Francisco County,California,06,075,15241
San Joaquin County,California,06,077,2810
San Luis Obispo County,California,06,079,3147
San Mateo County,California,06,081,14075
Santa Barbara County,California,06,083,6322
Santa Clara County,California,06,085,38474
Santa Cruz County,California,06,087,3909
Shasta County,California,06,089,742
Sierra County,California,06,091,0
Siskiyou County,California,06,093,232
Solano County,California,06,095,1892
Sonoma County,California,06,097,3919
Stanislaus County,California,06,099,1488
Sutter County,California,06,101,243
Tehama County,California,06,103,137
Trinity County,California,06,105,61
Tulare County,California,06,107,1004
Tuolumne County,California,06,109,335
Ventura County,California,06,111,6769
Yolo County,California,06,113,5581
Yuba County,California,06,115,125
Alamosa County,Colorado,08,003,141
Archuleta County,Colorado,08,007,91
Baca County,Colorado,08,009,13
Bent County,Colorado,08,011,5
Chaffee County,Colorado,08,015,140
Cheyenne County,Colorado,08,017,9
Clear Creek County,Colorado,08,019,124
Conejos County,Colorado,08,021,12
Costilla County,Colorado,08,023,30
Crowley County,Colorado,08,025,11
Custer County,Colorado,08,027,76
Delta County,Colorado,08,029,89
Dolores County,Colorado,08,033,5
Douglas County,Colorado,08,035,2625
Eagle County,Colorado,08,037,254
Elbert County,Colorado,08,039,133
El Paso County,Colorado,08,041,4975
Fremont County,Colorado,08,043,169
Garfield County,Colorado,08,045,157
Gilpin County,Colorado,08,047,45
Grand County,Colorado,08,049,50
Gunnison County,Colorado,08,051,238
Huerfano County,Colorado,08,055,67
Jackson County,Colorado,08,057,8
Kiowa County,Colorado,08,061,6
Kit Carson County,Colorado,08,063,6
Lake County,Colorado,08,065,35
La Plata County,Colorado,08,067,743
Larimer County,Colorado,08,069,5201
Las Animas County,Colorado,08,071,34
Lincoln County,Colorado,08,073,3
Logan County,Colorado,08,075,145
Mesa County,Colorado,08,077,982
Moffat County,Colorado,08,081,93
Montezuma County,Colorado,08,083,200
Montrose County,Colorado,08,085,201
Morgan County,Colorado,08,087,57
Otero County,Colorado,08,089,62
Ouray County,Colorado,08,091,55
Park County,Colorado,08,093,133
Phillips County,Colorado,08,095,16
Pitkin County,Colorado,08,097,289
Prowers County,Colorado,08,099,35
Pueblo County,Colorado,08,101,708
Rio Blanco County,Colorado,08,103,51
Rio Grande County,Colorado,08,105,64
Routt County,Colorado,08,107,240
Saguache County,Colorado,08,109,26
San Miguel County,Colorado,08,113,97
Sedgwick County,Colorado,08,115,6
Summit County,Colorado,08,117,532
Teller County,Colorado,08,119,209
Washington County,Colorado,08,121,5
Yuma County,Colorado,08,125,0
Adams County,Colorado,08,001,1238
Arapahoe County,Colorado,08,005,4065
Boulder County,Colorado,08,013,9376
Broomfield County,Colorado,08,014,610
Denver County,Colorado,08,031,6921
Jefferson County,Colorado,08,059,5141
Weld County,Colorado,08,123,1546
Fairfield County,Connecticut,09,001,8985
Hartford County,Connecticut,09,003,7768
Litchfield County,Connecticut,09,005,1165
Middlesex County,Connecticut,09,007,1875
New Haven County,Connecticut,09,009,12028
New London County,Connecticut,09,011,3004
Tolland County,Connecticut,09,013,2142
Windham County,Connecticut,09,015,918
Kent County,Delaware,10,001,746
New Castle County,Delaware,10,003,7218
Sussex County,Delaware,10,005,1481
Alachua County,Florida,12,001,7276
Baker County,Florida,12,003,80
Bay County,Florida,12,005,766
Bradford County,Florida,12,007,69
Brevard County,Florida,12,009,3976
Broward County,Florida,12,011,13029
Calhoun County,Florida,12,013,0
Charlotte County,Florida,12,015,677
Citrus County,Florida,12,017,515
Clay County,Florida,12,019,622
Collier County,Florida,12,021,2830
Columbia County,Florida,12,023,166
Miami-Dade County,Florida,12,086,20168
DeSoto County,Florida,12,027,79
Dixie County,Florida,12,029,14
Duval County,Florida,12,031,4730
Escambia County,Florida,12,033,1909
Flagler County,Florida,12,035,646
Franklin County,Florida,12,037,38
Gadsden County,Florida,12,039,241
Gilchrist County,Florida,12,041,14
Glades County,Florida,12,043,16
Gulf County,Florida,12,045,42
Hamilton County,Florida,12,047,7
Hardee County,Florida,12,049,86
Hendry County,Florida,12,051,38
Hernando County,Florida,12,053,580
Highlands County,Florida,12,055,473
Hillsborough County,Florida,12,057,9209
Holmes County,Florida,12,059,0
Indian River County,Florida,12,061,819
Jackson County,Florida,12,063,89
Jefferson County,Florida,12,065,149
Lafayette County,Florida,12,067,17
Lake County,Florida,12,069,1416
Lee County,Florida,12,071,4981
Leon County,Florida,12,073,4898
Levy County,Florida,12,075,83
Liberty County,Florida,12,077,74
Madison County,Florida,12,079,64
Manatee County,Florida,12,081,2230
Marion County,Florida,12,083,1771
Martin County,Florida,12,085,1005
Monroe County,Florida,12,087,572
Nassau County,Florida,12,089,343
Okaloosa County,Florida,12,091,1058
Okeechobee County,Florida,12,093,29
Orange County,Florida,12,095,7070
Osceola County,Florida,12,097,863
Palm Beach County,Florida,12,099,12112
Pasco County,Florida,12,101,1988
Pinellas County,Florida,12,103,6879
Polk County,Florida,12,105,2895
Putnam County,Florida,12,107,231
Saint Johns County,Florida,12,109,2401
Saint Lucie County,Florida,12,111,1277
Santa Rosa County,Florida,12,113,1040
Sarasota County,Florida,12,115,4275
Seminole County,Florida,12,117,2872
Sumter County,Florida,12,119,713
Suwannee County,Florida,12,121,108
Taylor County,Florida,12,123,160
Union County,Florida,12,125,16
Volusia County,Florida,12,127,3291
Wakulla County,Florida,12,129,158
Walton County,Florida,12,131,376
Washington County,Florida,12,133,45
Appling County,Georgia,13,001,161
Atkinson County,Georgia,13,003,20
Bacon County,Georgia,13,005,82
Baker County,Georgia,13,007,0
Baldwin County,Georgia,13,009,429
Banks County,Georgia,13,011,32
Barrow County,Georgia,13,013,126
Bartow County,Georgia,13,015,379
Ben Hill County,Georgia,13,017,4
Berrien County,Georgia,13,019,50
Bibb County,Georgia,13,021,1041
Bleckley County,Georgia,13,023,158
Brantley County,Georgia,13,025,12
Brooks County,Georgia,13,027,57
Bryan County,Georgia,13,029,125
Bulloch County,Georgia,13,031,1025
Burke County,Georgia,13,033,38
Butts County,Georgia,13,035,59
Calhoun County,Georgia,13,037,16
Camden County,Georgia,13,039,252
Candler County,Georgia,13,043,17
Carroll County,Georgia,13,045,671
Catoosa County,Georgia,13,047,301
Charlton County,Georgia,13,049,39
Chatham County,Georgia,13,051,2305
Chattahoochee County,Georgia,13,053,0
Chattooga County,Georgia,13,055,28
Cherokee County,Georgia,13,057,1325
Clarke County,Georgia,13,059,3070
Clay County,Georgia,13,061,0
Clayton County,Georgia,13,063,824
Clinch County,Georgia,13,065,38
Cobb County,Georgia,13,067,6178
Coffee County,Georgia,13,069,87
Colquitt County,Georgia,13,071,120
Columbia County,Georgia,13,073,1409
Cook County,Georgia,13,075,83
Coweta County,Georgia,13,077,851
Crawford County,Georgia,13,079,5
Crisp County,Georgia,13,081,54
Dade County,Georgia,13,083,106
Dawson County,Georgia,13,085,46
Decatur County,Georgia,13,087,90
DeKalb County,Georgia,13,089,10546
Dodge County,Georgia,13,091,130
Dooly County,Georgia,13,093,12
Dougherty County,Georgia,13,095,548
Douglas County,Georgia,13,097,776
Early County,Georgia,13,099,55
Echols County,Georgia,13,101,0
Effingham County,Georgia,13,103,147
Elbert County,Georgia,13,105,13
Emanuel County,Georgia,13,107,86
Evans County,Georgia,13,109,74
Fannin County,Georgia,13,111,70
Fayette County,Georgia,13,113,1014
Floyd County,Georgia,13,115,627
Forsyth County,Georgia,13,117,1306
Franklin County,Georgia,13,119,61
Fulton County,Georgia,13,121,10737
Gilmer County,Georgia,13,123,163
Glascock County,Georgia,13,125,9
Glynn County,Georgia,13,127,507
Gordon County,Georgia,13,129,166
Grady County,Georgia,13,131,144
Greene County,Georgia,13,133,88
Gwinnett County,Georgia,13,135,5353
Habersham County,Georgia,13,137,253
Hall County,Georgia,13,139,924
Hancock County,Georgia,13,141,58
Haralson County,Georgia,13,143,85
Harris County,Georgia,13,145,265
Hart County,Georgia,13,147,48
Heard County,Georgia,13,149,0
Henry County,Georgia,13,151,877
Houston County,Georgia,13,153,533
Irwin County,Georgia,13,155,40
Jackson County,Georgia,13,157,210
Jasper County,Georgia,13,159,52
Jeff Davis County,Georgia,13,161,40
Jefferson County,Georgia,13,163,7
Jenkins County,Georgia,13,165,0
Johnson County,Georgia,13,167,46
Jones County,Georgia,13,169,179
Lamar County,Georgia,13,171,103
Lanier County,Georgia,13,173,3
Laurens County,Georgia,13,175,188
Lee County,Georgia,13,177,152
Liberty County,Georgia,13,179,230
Lincoln County,Georgia,13,181,4
Long County,Georgia,13,183,30
Lowndes County,Georgia,13,185,865
Lumpkin County,Georgia,13,187,243
McDuffie County,Georgia,13,189,19
McIntosh County,Georgia,13,191,18
Macon County,Georgia,13,193,16
Madison County,Georgia,13,195,135
Marion County,Georgia,13,197,0
Meriwether County,Georgia,13,199,35
Miller County,Georgia,13,201,50
Mitchell County,Georgia,13,205,39
Monroe County,Georgia,13,207,111
Montgomery County,Georgia,13,209,66
Morgan County,Georgia,13,211,90
Murray County,Georgia,13,213,58
Muscogee County,Georgia,13,215,1028
Newton County,Georgia,13,217,387
Oconee County,Georgia,13,219,871
Oglethorpe County,Georgia,13,221,89
Paulding County,Georgia,13,223,109
Peach County,Georgia,13,225,205
Pickens County,Georgia,13,227,87
Pierce County,Georgia,13,229,52
Pike County,Georgia,13,231,56
Polk County,Georgia,13,233,67
Pulaski County,Georgia,13,235,24
Putnam County,Georgia,13,237,113
Quitman County,Georgia,13,239,0
Rabun County,Georgia,13,241,147
Randolph County,Georgia,13,243,0
Richmond County,Georgia,13,245,1275
Rockdale County,Georgia,13,247,445
Schley County,Georgia,13,249,4
Screven County,Georgia,13,251,59
Seminole County,Georgia,13,253,14
Spalding County,Georgia,13,255,223
Stephens County,Georgia,13,257,135
Stewart County,Georgia,13,259,27
Sumter County,Georgia,13,261,218
Talbot County,Georgia,13,263,31
Taliaferro County,Georgia,13,265,9
Tattnall County,Georgia,13,267,44
Taylor County,Georgia,13,269,3
Telfair County,Georgia,13,271,23
Terrell County,Georgia,13,273,4
Thomas County,Georgia,13,275,260
Tift County,Georgia,13,277,256
Toombs County,Georgia,13,279,74
Towns County,Georgia,13,281,109
Treutlen County,Georgia,13,283,5
Troup County,Georgia,13,285,248
Turner County,Georgia,13,287,58
Twiggs County,Georgia,13,289,2
Union County,Georgia,13,291,73
Upson County,Georgia,13,293,127
Walker County,Georgia,13,295,186
Walton County,Georgia,13,297,427
Ware County,Georgia,13,299,148
Warren County,Georgia,13,301,0
Washington County,Georgia,13,303,48
Wayne County,Georgia,13,305,22
Webster County,Georgia,13,307,0
Wheeler County,Georgia,13,309,0
White County,Georgia,13,311,238
Whitfield County,Georgia,13,313,452
Wilcox County,Georgia,13,315,11
Wilkes County,Georgia,13,317,49
Wilkinson County,Georgia,13,319,34
Worth County,Georgia,13,321,40
Hawaii County,Hawaii,15,001,1764
Honolulu County,Hawaii,15,003,8382
Kauai County,Hawaii,15,007,300
Kalawao County,Hawaii,15,005,2
Maui County,Hawaii,15,009,700
Ada County,Idaho,16,001,3354
Adams County,Idaho,16,003,47
Bannock County,Idaho,16,005,846
Bear Lake County,Idaho,16,007,23
Benewah County,Idaho,16,009,14
Bingham County,Idaho,16,011,91
Blaine County,Idaho,16,013,175
Boise County,Idaho,16,015,0
Bonner County,Idaho,16,017,289
Bonneville County,Idaho,16,019,983
Boundary County,Idaho,16,021,0
Butte County,Idaho,16,023,7
Camas County,Idaho,16,025,0
Canyon County,Idaho,16,027,737
Caribou County,Idaho,16,029,31
Cassia County,Idaho,16,031,91
Clearwater County,Idaho,16,035,31
Custer County,Idaho,16,037,67
Elmore County,Idaho,16,039,30
Franklin County,Idaho,16,041,45
Fremont County,Idaho,16,043,93
Gem County,Idaho,16,045,8
Gooding County,Idaho,16,047,56
Idaho County,Idaho,16,049,15
Jefferson County,Idaho,16,051,87
Jerome County,Idaho,16,053,94
Kootenai County,Idaho,16,055,575
Latah County,Idaho,16,057,1037
Lemhi County,Idaho,16,059,44
Lewis County,Idaho,16,061,15
Lincoln County,Idaho,16,063,4
Madison County,Idaho,16,065,408
Minidoka County,Idaho,16,067,19
Nez Perce County,Idaho,16,069,164
Oneida County,Idaho,16,071,0
Owyhee County,Idaho,16,073,0
Payette County,Idaho,16,075,21
Power County,Idaho,16,077,22
Shoshone County,Idaho,16,079,64
Teton County,Idaho,16,081,86
Twin Falls County,Idaho,16,083,313
Valley County,Idaho,16,085,106
Washington County,Idaho,16,087,0
Adams County,Illinois,17,001,368
Alexander County,Illinois,17,003,24
Bond County,Illinois,17,005,110
Boone County,Illinois,17,007,159
Brown County,Illinois,17,009,20
Bureau County,Illinois,17,011,76
Calhoun County,Illinois,17,013,23
Carroll County,Illinois,17,015,61
Cass County,Illinois,17,017,7
Champaign County,Illinois,17,019,5739
Christian County,Illinois,17,021,42
Clark County,Illinois,17,023,7
Clay County,Illinois,17,025,37
Clinton County,Illinois,17,027,70
Coles County,Illinois,17,029,557
Cook County,Illinois,17,031,45014
Crawford County,Illinois,17,033,35
Cumberland County,Illinois,17,035,17
DeKalb County,Illinois,17,037,1041
De Witt County,Illinois,17,039,27
Douglas County,Illinois,17,041,83
DuPage County,Illinois,17,043,9876
Edgar County,Illinois,17,045,11
Edwards County,Illinois,17,047,11
Effingham County,Illinois,17,049,199
Fayette County,Illinois,17,051,56
Ford County,Illinois,17,053,42
Franklin County,Illinois,17,055,85
Fulton County,Illinois,17,057,56
Gallatin County,Illinois,17,059,18
Greene County,Illinois,17,061,22
Grundy County,Illinois,17,063,64
Hamilton County,Illinois,17,065,0
Hancock County,Illinois,17,067,43
Hardin County,Illinois,17,069,0
Henderson County,Illinois,17,071,20
Henry County,Illinois,17,073,149
Iroquois County,Illinois,17,075,71
Jackson County,Illinois,17,077,1348
Jasper County,Illinois,17,079,18
Jefferson County,Illinois,17,081,165
Jersey County,Illinois,17,083,165
Jo Daviess County,Illinois,17,085,148
Johnson County,Illinois,17,087,53
Kane County,Illinois,17,089,2952
Kankakee County,Illinois,17,091,378
Kendall County,Illinois,17,093,355
Knox County,Illinois,17,095,277
Lake County,Illinois,17,097,6325
LaSalle County,Illinois,17,099,326
Lawrence County,Illinois,17,101,38
Lee County,Illinois,17,103,56
Livingston County,Illinois,17,105,109
Logan County,Illinois,17,107,72
McDonough County,Illinois,17,109,763
McHenry County,Illinois,17,111,1075
McLean County,Illinois,17,113,1583
Macon County,Illinois,17,115,596
Macoupin County,Illinois,17,117,150
Madison County,Illinois,17,119,1488
Marion County,Illinois,17,121,32
Marshall County,Illinois,17,123,19
Mason County,Illinois,17,125,66
Massac County,Illinois,17,127,7
Menard County,Illinois,17,129,53
Mercer County,Illinois,17,131,39
Monroe County,Illinois,17,133,95
Montgomery County,Illinois,17,135,82
Morgan County,Illinois,17,137,152
Moultrie County,Illinois,17,139,49
Ogle County,Illinois,17,141,130
Peoria County,Illinois,17,143,1321
Perry County,Illinois,17,145,19
Piatt County,Illinois,17,147,88
Pike County,Illinois,17,149,10
Pope County,Illinois,17,151,12
Pulaski County,Illinois,17,153,8
Putnam County,Illinois,17,155,17
Randolph County,Illinois,17,157,36
Richland County,Illinois,17,159,55
Rock Island County,Illinois,17,161,668
Saint Clair County,Illinois,17,163,1054
Saline County,Illinois,17,165,32
Sangamon County,Illinois,17,167,1127
Schuyler County,Illinois,17,169,16
Scott County,Illinois,17,171,2
Shelby County,Illinois,17,173,9
Stark County,Illinois,17,175,0
Stephenson County,Illinois,17,177,164
Tazewell County,Illinois,17,179,437
Union County,Illinois,17,181,83
Vermilion County,Illinois,17,183,166
Wabash County,Illinois,17,185,13
Warren County,Illinois,17,187,170
Washington County,Illinois,17,189,25
Wayne County,Illinois,17,191,21
White County,Illinois,17,193,12
Whiteside County,Illinois,17,195,74
Will County,Illinois,17,197,3726
Williamson County,Illinois,17,199,471
Winnebago County,Illinois,17,201,1091
Woodford County,Illinois,17,203,220
Adams County,Indiana,18,001,34
Allen County,Indiana,18,003,1793
Bartholomew County,Indiana,18,005,476
Benton County,Indiana,18,007,41
Blackford County,Indiana,18,009,30
Boone County,Indiana,18,011,813
Brown County,Indiana,18,013,129
Carroll County,Indiana,18,015,37
Cass County,Indiana,18,017,67
Clark County,Indiana,18,019,413
Clay County,Indiana,18,021,45
Clinton County,Indiana,18,023,30
Crawford County,Indiana,18,025,87
Daviess County,Indiana,18,027,67
Dearborn County,Indiana,18,029,121
Decatur County,Indiana,18,031,42
DeKalb County,Indiana,18,033,49
Delaware County,Indiana,18,035,1430
Dubois County,Indiana,18,037,147
Elkhart County,Indiana,18,039,612
Fayette County,Indiana,18,041,51
Floyd County,Indiana,18,043,234
Fountain County,Indiana,18,045,43
Franklin County,Indiana,18,047,107
Fulton County,Indiana,18,049,45
Gibson County,Indiana,18,051,58
Grant County,Indiana,18,053,461
Greene County,Indiana,18,055,69
Hamilton County,Indiana,18,057,4228
Hancock County,Indiana,18,059,276
Harrison County,Indiana,18,061,93
Hendricks County,Indiana,18,063,732
Henry County,Indiana,18,065,125
Howard County,Indiana,18,067,212
Huntington County,Indiana,18,069,107
Jackson County,Indiana,18,071,81
Jasper County,Indiana,18,073,79
Jay County,Indiana,18,075,20
Jefferson County,Indiana,18,077,181
Jennings County,Indiana,18,079,21
Johnson County,Indiana,18,081,668
Knox County,Indiana,18,083,11
Kosciusko County,Indiana,18,085,240
LaGrange County,Indiana,18,087,64
Lake County,Indiana,18,089,1726
LaPorte County,Indiana,18,091,358
Lawrence County,Indiana,18,093,131
Madison County,Indiana,18,095,505
Marion County,Indiana,18,097,5323
Marshall County,Indiana,18,099,157
Martin County,Indiana,18,101,2
Miami County,Indiana,18,103,56
Monroe County,Indiana,18,105,4086
Montgomery County,Indiana,18,107,226
Morgan County,Indiana,18,109,187
Newton County,Indiana,18,111,29
Noble County,Indiana,18,113,126
Ohio County,Indiana,18,115,6
Orange County,Indiana,18,117,12
Owen County,Indiana,18,119,44
Parke County,Indiana,18,121,17
Perry County,Indiana,18,123,23
Pike County,Indiana,18,125,4
Porter County,Indiana,18,127,1231
Posey County,Indiana,18,129,79
Pulaski County,Indiana,18,131,50
Putnam County,Indiana,18,133,399
Randolph County,Indiana,18,135,68
Ripley County,Indiana,18,137,56
Rush County,Indiana,18,139,27
Saint Joseph County,Indiana,18,141,2659
Scott County,Indiana,18,143,35
Shelby County,Indiana,18,145,116
Spencer County,Indiana,18,147,63
Starke County,Indiana,18,149,21
Steuben County,Indiana,18,151,126
Sullivan County,Indiana,18,153,89
Switzerland County,Indiana,18,155,5
Tippecanoe County,Indiana,18,157,3886
Tipton County,Indiana,18,159,34
Union County,Indiana,18,161,22
Vanderburgh County,Indiana,18,163,970
Vermillion County,Indiana,18,165,45
Vigo County,Indiana,18,167,1147
Wabash County,Indiana,18,169,151
Warren County,Indiana,18,171,26
Warrick County,Indiana,18,173,369
Washington County,Indiana,18,175,48
Wayne County,Indiana,18,177,357
Wells County,Indiana,18,179,29
White County,Indiana,18,181,53
Whitley County,Indiana,18,183,20
Adair County,Iowa,19,001,4
Adams County,Iowa,19,003,17
Allamakee County,Iowa,19,005,55
Appanoose County,Iowa,19,007,20
Audubon County,Iowa,19,009,9
Benton County,Iowa,19,011,37
Black Hawk County,Iowa,19,013,1066
Boone County,Iowa,19,015,71
Bremer County,Iowa,19,017,86
Buchanan County,Iowa,19,019,48
Buena Vista County,Iowa,19,021,126
Butler County,Iowa,19,023,22
Calhoun County,Iowa,19,025,17
Carroll County,Iowa,19,027,32
Cass County,Iowa,19,029,29
Cedar County,Iowa,19,031,114
Cerro Gordo County,Iowa,19,033,153
Cherokee County,Iowa,19,035,43
Chickasaw County,Iowa,19,037,14
Clarke County,Iowa,19,039,0
Clay County,Iowa,19,041,60
Clayton County,Iowa,19,043,49
Clinton County,Iowa,19,045,123
Crawford County,Iowa,19,047,49
Dallas County,Iowa,19,049,417
Davis County,Iowa,19,051,12
