County,State,State_FIPS,County_FIPS,high_school_only_percentage
Collier County,Florida,12,021,25.3
Columbia County,Florida,12,023,37.5
Miami-Dade County,Florida,12,086,27.6
DeSoto County,Florida,12,027,32.1
Dixie County,Florida,12,029,36.6
Duval County,Florida,12,031,30.5
Escambia County,Florida,12,033,29.4
Flagler County,Florida,12,035,31.7
Franklin County,Florida,12,037,32.4
Gadsden County,Florida,12,039,38.1
Gilchrist County,Florida,12,041,44.0
Glades County,Florida,12,043,30.8
Gulf County,Florida,12,045,37.7
Hamilton County,Florida,12,047,45.0
Hardee County,Florida,12,049,32.1
Hendry County,Florida,12,051,33.1
Hernando County,Florida,12,053,35.3
Highlands County,Florida,12,055,35.9
Hillsborough County,Florida,12,057,27.1
Holmes County,Florida,12,059,40.7
Indian River County,Florida,12,061,26.9
Jackson County,Florida,12,063,35.6
Jefferson County,Florida,12,065,38.0
Lafayette County,Florida,12,067,48.0
Lake County,Florida,12,069,33.0
Lee County,Florida,12,071,30.5
Leon County,Florida,12,073,22.0
Levy County,Florida,12,075,38.9
Liberty County,Florida,12,077,42.7
Madison County,Florida,12,079,43.0
Manatee County,Florida,12,081,29.9
Marion County,Florida,12,083,37.4
Martin County,Florida,12,085,25.5
Monroe County,Florida,12,087,28.7
Nassau County,Florida,12,089,37.5
Okaloosa County,Florida,12,091,26.6
Okeechobee County,Florida,12,093,35.2
Orange County,Florida,12,095,26.9
Osceola County,Florida,12,097,36.4
Palm Beach County,Florida,12,099,24.7
Pasco County,Florida,12,101,34.8
Pinellas County,Florida,12,103,29.1
Polk County,Florida,12,105,36.1
Putnam County,Florida,12,107,40.9
Saint Johns County,Florida,12,109,21.4
Saint Lucie County,Florida,12,111,35.1
Santa Rosa County,Florida,12,113,28.8
Sarasota County,Florida,12,115,29.2
Seminole County,Florida,12,117,23.4
Sumter County,Florida,12,119,33.7
Suwannee County,Florida,12,121,42.2
Taylor County,Florida,12,123,39.3
Union County,Florida,12,125,42.5
Volusia County,Florida,12,127,32.5
Wakulla County,Florida,12,129,39.0
Walton County,Florida,12,131,27.5
Washington County,Florida,12,133,38.5
Appling County,Georgia,13,001,44.0
Atkinson County,Georgia,13,003,39.1
Bacon County,Georgia,13,005,47.4
Baker County,Georgia,13,007,45.0
Baldwin County,Georgia,13,009,38.0
Banks County,Georgia,13,011,43.0
Barrow County,Georgia,13,013,33.3
Bartow County,Georgia,13,015,40.0
Ben Hill County,Georgia,13,017,37.7
Berrien County,Georgia,13,019,35.2
Bibb County,Georgia,13,021,33.4
Bleckley County,Georgia,13,023,44.7
Brantley County,Georgia,13,025,47.0
Brooks County,Georgia,13,027,37.9
Bryan County,Georgia,13,029,27.4
Bulloch County,Georgia,13,031,32.8
Burke County,Georgia,13,033,44.7
Butts County,Georgia,13,035,44.6
Calhoun County,Georgia,13,037,39.5
Camden County,Georgia,13,039,34.2
Candler County,Georgia,13,043,48.7
Carroll County,Georgia,13,045,36.1
Catoosa County,Georgia,13,047,31.7
Charlton County,Georgia,13,049,44.0
Chatham County,Georgia,13,051,30.1
Chattahoochee County,Georgia,13,053,20.5
Chattooga County,Georgia,13,055,37.3
Cherokee County,Georgia,13,057,23.6
Clarke County,Georgia,13,059,20.8
Clay County,Georgia,13,061,46.2
Clayton County,Georgia,13,063,35.1
Clinch County,Georgia,13,065,39.7
Cobb County,Georgia,13,067,19.5
Coffee County,Georgia,13,069,40.7
Colquitt County,Georgia,13,071,40.6
Columbia County,Georgia,13,073,25.6
Cook County,Georgia,13,075,33.7
Coweta County,Georgia,13,077,31.2
Crawford County,Georgia,13,079,37.6
Crisp County,Georgia,13,081,40.6
Dade County,Georgia,13,083,32.5
Dawson County,Georgia,13,085,40.6
Decatur County,Georgia,13,087,40.5
DeKalb County,Georgia,13,089,23.2
Dodge County,Georgia,13,091,43.2
Dooly County,Georgia,13,093,44.5
Dougherty County,Georgia,13,095,32.0
Douglas County,Georgia,13,097,33.6
Early County,Georgia,13,099,43.8
Echols County,Georgia,13,101,45.6
Effingham County,Georgia,13,103,45.2
Elbert County,Georgia,13,105,42.3
Emanuel County,Georgia,13,107,39.5
Evans County,Georgia,13,109,39.2
Fannin County,Georgia,13,111,37.9
Fayette County,Georgia,13,113,19.4
Floyd County,Georgia,13,115,33.1
Forsyth County,Georgia,13,117,19.1
Franklin County,Georgia,13,119,40.9
Fulton County,Georgia,13,121,19.0
Gilmer County,Georgia,13,123,35.1
Glascock County,Georgia,13,125,48.6
Glynn County,Georgia,13,127,31.6
Gordon County,Georgia,13,129,36.2
Grady County,Georgia,13,131,45.8
Greene County,Georgia,13,133,38.2
Gwinnett County,Georgia,13,135,22.9
Habersham County,Georgia,13,137,31.4
Hall County,Georgia,13,139,29.9
Hancock County,Georgia,13,141,38.8
Haralson County,Georgia,13,143,39.1
Harris County,Georgia,13,145,31.1
Hart County,Georgia,13,147,38.4
Heard County,Georgia,13,149,41.2
Henry County,Georgia,13,151,33.5
Houston County,Georgia,13,153,27.1
Irwin County,Georgia,13,155,38.7
Jackson County,Georgia,13,157,37.0
Jasper County,Georgia,13,159,41.1
Jeff Davis County,Georgia,13,161,45.4
Jefferson County,Georgia,13,163,49.2
Jenkins County,Georgia,13,165,40.8
Johnson County,Georgia,13,167,39.9
Jones County,Georgia,13,169,37.7
Lamar County,Georgia,13,171,40.8
Lanier County,Georgia,13,173,36.7
Laurens County,Georgia,13,175,42.0
Lee County,Georgia,13,177,31.2
Liberty County,Georgia,13,179,36.5
Lincoln County,Georgia,13,181,43.4
Long County,Georgia,13,183,45.4
Lowndes County,Georgia,13,185,30.6
Lumpkin County,Georgia,13,187,34.2
McDuffie County,Georgia,13,189,35.9
McIntosh County,Georgia,13,191,39.4
Macon County,Georgia,13,193,38.5
Madison County,Georgia,13,195,40.4
Marion County,Georgia,13,197,46.5
Meriwether County,Georgia,13,199,46.8
Miller County,Georgia,13,201,47.6
Mitchell County,Georgia,13,205,35.1
Monroe County,Georgia,13,207,39.4
Montgomery County,Georgia,13,209,40.0
Morgan County,Georgia,13,211,33.4
Murray County,Georgia,13,213,40.2
Muscogee County,Georgia,13,215,29.0
Newton County,Georgia,13,217,37.2
Oconee County,Georgia,13,219,17.0
Oglethorpe County,Georgia,13,221,35.6
Paulding County,Georgia,13,223,39.0
Peach County,Georgia,13,225,34.4
Pickens County,Georgia,13,227,33.1
Pierce County,Georgia,13,229,42.6
Pike County,Georgia,13,231,41.7
Polk County,Georgia,13,233,40.1
Pulaski County,Georgia,13,235,45.3
Putnam County,Georgia,13,237,37.0
Quitman County,Georgia,13,239,42.1
Rabun County,Georgia,13,241,28.7
Randolph County,Georgia,13,243,33.4
Richmond County,Georgia,13,245,31.4
Rockdale County,Georgia,13,247,28.9
Schley County,Georgia,13,249,43.8
Screven County,Georgia,13,251,42.4
Seminole County,Georgia,13,253,38.0
Spalding County,Georgia,13,255,36.6
Stephens County,Georgia,13,257,39.8
Stewart County,Georgia,13,259,39.5
Sumter County,Georgia,13,261,33.3
Talbot County,Georgia,13,263,48.9
Taliaferro County,Georgia,13,265,40.5
Tattnall County,Georgia,13,267,45.7
Taylor County,Georgia,13,269,30.2
Telfair County,Georgia,13,271,45.5
Terrell County,Georgia,13,273,36.9
Thomas County,Georgia,13,275,38.2
Tift County,Georgia,13,277,32.5
Toombs County,Georgia,13,279,41.0
Towns County,Georgia,13,281,38.1
Treutlen County,Georgia,13,283,41.3
Troup County,Georgia,13,285,36.4
Turner County,Georgia,13,287,34.8
Twiggs County,Georgia,13,289,45.4
Union County,Georgia,13,291,31.7
Upson County,Georgia,13,293,41.5
Walker County,Georgia,13,295,36.9
Walton County,Georgia,13,297,34.8
Ware County,Georgia,13,299,42.7
Warren County,Georgia,13,301,45.9
Washington County,Georgia,13,303,44.2
Wayne County,Georgia,13,305,42.7
Webster County,Georgia,13,307,52.4
Wheeler County,Georgia,13,309,49.9
White County,Georgia,13,311,35.4
Whitfield County,Georgia,13,313,29.0
Wilcox County,Georgia,13,315,43.3
Wilkes County,Georgia,13,317,40.0
Wilkinson County,Georgia,13,319,52.6
Worth County,Georgia,13,321,37.3
Hawaii County,Hawaii,15,001,32.7
Honolulu County,Hawaii,15,003,29.1
Kauai County,Hawaii,15,007,31.5
Kalawao County,Hawaii,15,005,29.3
Maui County,Hawaii,15,009,33.3
Ada County,Idaho,16,001,21.6
Adams County,Idaho,16,003,40.2
Bannock County,Idaho,16,005,26.1
Bear Lake County,Idaho,16,007,39.8
Benewah County,Idaho,16,009,43.8
Bingham County,Idaho,16,011,33.5
Blaine County,Idaho,16,013,21.3
Boise County,Idaho,16,015,28.2
Bonner County,Idaho,16,017,35.5
Bonneville County,Idaho,16,019,26.0
Boundary County,Idaho,16,021,45.9
Butte County,Idaho,16,023,27.8
Camas County,Idaho,16,025,26.3
Canyon County,Idaho,16,027,31.7
Caribou County,Idaho,16,029,34.5
Cassia County,Idaho,16,031,27.6
Clearwater County,Idaho,16,035,42.7
Custer County,Idaho,16,037,43.7
Elmore County,Idaho,16,039,25.1
Franklin County,Idaho,16,041,38.7
Fremont County,Idaho,16,043,28.1
Gem County,Idaho,16,045,32.0
Gooding County,Idaho,16,047,34.6
Idaho County,Idaho,16,049,41.2
Jefferson County,Idaho,16,051,29.7
Jerome County,Idaho,16,053,32.6
Kootenai County,Idaho,16,055,29.2
Latah County,Idaho,16,057,22.0
Lemhi County,Idaho,16,059,31.6
Lewis County,Idaho,16,061,33.4
Lincoln County,Idaho,16,063,31.4
Madison County,Idaho,16,065,18.9
Minidoka County,Idaho,16,067,32.7
Nez Perce County,Idaho,16,069,36.4
Oneida County,Idaho,16,071,35.4
Owyhee County,Idaho,16,073,37.1
Payette County,Idaho,16,075,39.7
Power County,Idaho,16,077,32.9
Shoshone County,Idaho,16,079,38.4
Teton County,Idaho,16,081,25.5
Twin Falls County,Idaho,16,083,32.8
Valley County,Idaho,16,085,30.1
Washington County,Idaho,16,087,29.6
Adams County,Illinois,17,001,42.7
Alexander County,Illinois,17,003,40.7
Bond County,Illinois,17,005,36.1
Boone County,Illinois,17,007,37.4
Brown County,Illinois,17,009,34.5
Bureau County,Illinois,17,011,45.1
Calhoun County,Illinois,17,013,44.9
Carroll County,Illinois,17,015,44.1
Cass County,Illinois,17,017,46.2
Champaign County,Illinois,17,019,23.0
Christian County,Illinois,17,021,44.1
Clark County,Illinois,17,023,41.0
Clay County,Illinois,17,025,43.5
Clinton County,Illinois,17,027,33.0
Coles County,Illinois,17,029,37.4
Cook County,Illinois,17,031,25.3
Crawford County,Illinois,17,033,37.0
Cumberland County,Illinois,17,035,43.6
DeKalb County,Illinois,17,037,31.3
De Witt County,Illinois,17,039,46.4
Douglas County,Illinois,17,041,41.0
DuPage County,Illinois,17,043,18.6
Edgar County,Illinois,17,045,43.7
Edwards County,Illinois,17,047,32.4
Effingham County,Illinois,17,049,37.6
Fayette County,Illinois,17,051,44.6
Ford County,Illinois,17,053,40.0
Franklin County,Illinois,17,055,31.7
Fulton County,Illinois,17,057,37.8
Gallatin County,Illinois,17,059,40.7
Greene County,Illinois,17,061,45.9
Grundy County,Illinois,17,063,37.0
Hamilton County,Illinois,17,065,33.3
Hancock County,Illinois,17,067,42.7
Hardin County,Illinois,17,069,39.0
Henderson County,Illinois,17,071,39.4
Henry County,Illinois,17,073,35.1
Iroquois County,Illinois,17,075,42.6
Jackson County,Illinois,17,077,26.2
Jasper County,Illinois,17,079,46.2
Jefferson County,Illinois,17,081,34.5
Jersey County,Illinois,17,083,39.1
Jo Daviess County,Illinois,17,085,37.9
Johnson County,Illinois,17,087,32.9
Kane County,Illinois,17,089,23.5
Kankakee County,Illinois,17,091,34.8
Kendall County,Illinois,17,093,26.4
Knox County,Illinois,17,095,39.4
Lake County,Illinois,17,097,20.9
LaSalle County,Illinois,17,099,39.0
Lawrence County,Illinois,17,101,36.3
Lee County,Illinois,17,103,37.6
Livingston County,Illinois,17,105,44.1
Logan County,Illinois,17,107,37.9
McDonough County,Illinois,17,109,32.2
McHenry County,Illinois,17,111,26.7
McLean County,Illinois,17,113,25.7
Macon County,Illinois,17,115,35.3
Macoupin County,Illinois,17,117,40.0
Madison County,Illinois,17,119,33.9
Marion County,Illinois,17,121,38.4
Marshall County,Illinois,17,123,43.3
Mason County,Illinois,17,125,41.3
Massac County,Illinois,17,127,38.0
Menard County,Illinois,17,129,37.2
Mercer County,Illinois,17,131,41.4
Monroe County,Illinois,17,133,34.0
Montgomery County,Illinois,17,135,42.9
Morgan County,Illinois,17,137,39.4
Moultrie County,Illinois,17,139,42.3
Ogle County,Illinois,17,141,40.3
Peoria County,Illinois,17,143,28.6
Perry County,Illinois,17,145,36.3
Piatt County,Illinois,17,147,38.8
Pike County,Illinois,17,149,49.7
Pope County,Illinois,17,151,38.9
Pulaski County,Illinois,17,153,36.9
Putnam County,Illinois,17,155,38.4
Randolph County,Illinois,17,157,38.8
Richland County,Illinois,17,159,40.4
Rock Island County,Illinois,17,161,32.6
Saint Clair County,Illinois,17,163,28.7
Saline County,Illinois,17,165,32.0
Sangamon County,Illinois,17,167,27.5
Schuyler County,Illinois,17,169,46.9
Scott County,Illinois,17,171,43.2
Shelby County,Illinois,17,173,44.6
Stark County,Illinois,17,175,39.4
Stephenson County,Illinois,17,177,37.4
Tazewell County,Illinois,17,179,33.8
Union County,Illinois,17,181,32.5
Vermilion County,Illinois,17,183,42.5
Wabash County,Illinois,17,185,34.3
Warren County,Illinois,17,187,37.4
Washington County,Illinois,17,189,38.5
Wayne County,Illinois,17,191,39.0
White County,Illinois,17,193,34.7
Whiteside County,Illinois,17,195,39.6
Will County,Illinois,17,197,28.0
Williamson County,Illinois,17,199,32.1
Winnebago County,Illinois,17,201,33.4
Woodford County,Illinois,17,203,31.8
Adams County,Indiana,18,001,42.6
Allen County,Indiana,18,003,31.6
Bartholomew County,Indiana,18,005,33.5
Benton County,Indiana,18,007,48.7
Blackford County,Indiana,18,009,52.8
Boone County,Indiana,18,011,29.0
Brown County,Indiana,18,013,39.7
Carroll County,Indiana,18,015,46.9
Cass County,Indiana,18,017,45.5
Clark County,Indiana,18,019,37.3
Clay County,Indiana,18,021,45.4
Clinton County,Indiana,18,023,45.6
Crawford County,Indiana,18,025,49.5
Daviess County,Indiana,18,027,37.0
Dearborn County,Indiana,18,029,44.9
Decatur County,Indiana,18,031,43.5
DeKalb County,Indiana,18,033,44.4
Delaware County,Indiana,18,035,36.9
Dubois County,Indiana,18,037,40.2
Elkhart County,Indiana,18,039,35.6
Fayette County,Indiana,18,041,43.2
Floyd County,Indiana,18,043,34.1
Fountain County,Indiana,18,045,48.4
Franklin County,Indiana,18,047,48.9
Fulton County,Indiana,18,049,46.4
Gibson County,Indiana,18,051,45.4
Grant County,Indiana,18,053,41.9
Greene County,Indiana,18,055,43.7
Hamilton County,Indiana,18,057,14.4
Hancock County,Indiana,18,059,36.9
Harrison County,Indiana,18,061,48.2
Hendricks County,Indiana,18,063,30.6
Henry County,Indiana,18,065,44.8
Howard County,Indiana,18,067,35.8
Huntington County,Indiana,18,069,45.5
Jackson County,Indiana,18,071,44.0
Jasper County,Indiana,18,073,45.3
Jay County,Indiana,18,075,52.7
Jefferson County,Indiana,18,077,39.7
Jennings County,Indiana,18,079,47.8
