location_name,year,MeanLifeExpectency
Los Angeles County (California),2014,81.6088919970855
Madera County (California),2014,79.0356091221892
Marin County (California),2014,84.3889101013875
Mariposa County (California),2014,80.4146626674398
Mendocino County (California),2014,78.7539965198557
Merced County (California),2014,78.7699495167401
Modoc County (California),2014,77.9703785616707
Mono County (California),2014,85.1387867187453
Monterey County (California),2014,82.0187429129939
Napa County (California),2014,81.1951616905384
Nevada County (California),2014,81.3087317219083
Orange County (California),2014,82.5275699941024
Placer County (California),2014,81.5788607115974
Plumas County (California),2014,78.5240261319388
Riverside County (California),2014,80.5356107538776
Sacramento County (California),2014,79.2359862466345
San Benito County (California),2014,81.8447025218421
San Bernardino County (California),2014,78.6008851539483
San Diego County (California),2014,81.6354754382568
San Francisco County (California),2014,82.7273768509478
San Joaquin County (California),2014,78.2052741778494
San Luis Obispo County (California),2014,81.4165855283812
San Mateo County (California),2014,83.8167556579334
Santa Barbara County (California),2014,81.762921966888
Santa Clara County (California),2014,83.7459727060519
Santa Cruz County (California),2014,81.7431879819541
Shasta County (California),2014,76.1366803244793
Sierra County (California),2014,79.1154203499916
Siskiyou County (California),2014,76.7123533175491
Solano County (California),2014,79.7765697132744
Sonoma County (California),2014,81.3537531397856
Stanislaus County (California),2014,78.0404081273513
Sutter County (California),2014,78.8647497761071
Tehama County (California),2014,77.6815646677451
Trinity County (California),2014,76.9779522244668
Tulare County (California),2014,78.2919831279741
Tuolumne County (California),2014,78.9180681770885
Ventura County (California),2014,81.8702489506106
Yolo County (California),2014,80.8212815975969
Yuba County (California),2014,75.9620177615393
Alamosa County (Colorado),2014,76.4520030136314
Archuleta County (Colorado),2014,81.4521899731809
Baca County (Colorado),2014,77.5486412990339
Bent County (Colorado),2014,76.1374880821443
Chaffee County (Colorado),2014,81.4775538864323
Cheyenne County (Colorado),2014,79.6909457212359
Clear Creek County (Colorado),2014,82.2544295673685
Conejos County (Colorado),2014,76.7644631976601
Costilla County (Colorado),2014,77.5800045007178
Crowley County (Colorado),2014,77.741052629939
Custer County (Colorado),2014,80.6307957604002
Delta County (Colorado),2014,78.5163413913364
Dolores County (Colorado),2014,79.5945138917714
Douglas County (Colorado),2014,83.5549156528537
Eagle County (Colorado),2014,87.8550573815851
Elbert County (Colorado),2014,81.5265627610726
El Paso County (Colorado),2014,79.4766379407405
Fremont County (Colorado),2014,77.3282759106017
Garfield County (Colorado),2014,80.7129313494244
Gilpin County (Colorado),2014,80.8402892278279
Grand County (Colorado),2014,83.6104349800547
Gunnison County (Colorado),2014,82.4615975701476
Huerfano County (Colorado),2014,76.7370310001646
Jackson County (Colorado),2014,80.019428596651
Kiowa County (Colorado),2014,77.8060630934981
Kit Carson County (Colorado),2014,79.0396680266366
Lake County (Colorado),2014,81.2812841315244
La Plata County (Colorado),2014,81.9139056024152
Larimer County (Colorado),2014,81.5911095993052
Las Animas County (Colorado),2014,76.936758041852
Lincoln County (Colorado),2014,79.2238693329103
Logan County (Colorado),2014,79.1604272540649
Mesa County (Colorado),2014,78.7432925415044
Moffat County (Colorado),2014,78.7540045777934
Montezuma County (Colorado),2014,77.577101117793
Montrose County (Colorado),2014,79.6478445531103
Morgan County (Colorado),2014,78.4127327674347
Otero County (Colorado),2014,75.5779720298771
Ouray County (Colorado),2014,84.5850561128476
Park County (Colorado),2014,82.7525162279221
Phillips County (Colorado),2014,79.9467802658477
Pitkin County (Colorado),2014,90.0864739901917
Prowers County (Colorado),2014,76.9893465934096
Pueblo County (Colorado),2014,76.9509448414404
Rio Blanco County (Colorado),2014,79.3997581000084
Rio Grande County (Colorado),2014,77.1572524407443
Routt County (Colorado),2014,83.0836598314748
Saguache County (Colorado),2014,80.0823053595073
San Miguel County (Colorado),2014,85.7011161631391
Sedgwick County (Colorado),2014,78.2075550504511
Summit County (Colorado),2014,90.4822708175061
Teller County (Colorado),2014,80.5790656291349
Washington County (Colorado),2014,79.9836857094953
Yuma County (Colorado),2014,79.1855876209467
Adams County (Colorado),2014,80.2789722027987
Arapahoe County (Colorado),2014,80.2789722027987
Boulder County (Colorado),2014,80.2789722027987
Broomfield County (Colorado),2014,80.2789722027987
Denver County (Colorado),2014,80.2789722027987
Jefferson County (Colorado),2014,80.2789722027987
Weld County (Colorado),2014,80.2789722027987
Fairfield County (Connecticut),2014,82.5631925306583
Hartford County (Connecticut),2014,80.5005165160435
Litchfield County (Connecticut),2014,80.6656905163656
Middlesex County (Connecticut),2014,81.2879575376129
New Haven County (Connecticut),2014,80.2317578296903
New London County (Connecticut),2014,80.1746538713983
Tolland County (Connecticut),2014,81.8740724057526
Windham County (Connecticut),2014,79.2213286863835
Kent County (Delaware),2014,77.6582126117263
New Castle County (Delaware),2014,78.7574531834631
Sussex County (Delaware),2014,78.7388341774585
District of Columbia,2014,77.9600195697695
Alachua County (Florida),2014,78.8446436145488
Baker County (Florida),2014,75.5067173660575
Bay County (Florida),2014,76.361815494481
Bradford County (Florida),2014,76.0629032158072
Brevard County (Florida),2014,78.154786052417
Broward County (Florida),2014,80.6074711604382
Calhoun County (Florida),2014,75.5785348350231
Charlotte County (Florida),2014,80.4388130091559
Citrus County (Florida),2014,76.2201643609441
Clay County (Florida),2014,77.8317980418307
Collier County (Florida),2014,84.4836600504725
Columbia County (Florida),2014,75.4379875293089
Dade County (Florida),2014,81.1399928541069
Miami-Dade County (Florida),2014,81.1399928541069
DeSoto County (Florida),2014,79.8065989131509
Dixie County (Florida),2014,74.9283501697955
Duval County (Florida),2014,76.3662413048127
Escambia County (Florida),2014,75.8265429872147
Flagler County (Florida),2014,79.5181062926383
Franklin County (Florida),2014,76.406957616415
Gadsden County (Florida),2014,75.8057940796264
Gilchrist County (Florida),2014,76.9721949862259
Glades County (Florida),2014,80.9082704676563
Gulf County (Florida),2014,76.6223858301363
Hamilton County (Florida),2014,76.0213829513191
Hardee County (Florida),2014,78.7962643023069
Hendry County (Florida),2014,77.7970458894187
Hernando County (Florida),2014,77.2131242626512
Highlands County (Florida),2014,79.179271786199
Hillsborough County (Florida),2014,78.8066512790219
Holmes County (Florida),2014,74.345279901364
Indian River County (Florida),2014,80.5310223845662
Jackson County (Florida),2014,75.5087459649011
Jefferson County (Florida),2014,77.0795832677861
Lafayette County (Florida),2014,77.0212732340539
Lake County (Florida),2014,79.2621560630153
Lee County (Florida),2014,81.7426837998132
Leon County (Florida),2014,79.3960410363991
Levy County (Florida),2014,75.3349797824728
Liberty County (Florida),2014,76.400954234728
Madison County (Florida),2014,75.4161304834043
Manatee County (Florida),2014,80.6948049167801
Marion County (Florida),2014,77.0658729461655
Martin County (Florida),2014,81.7022342824242
Monroe County (Florida),2014,79.7820552632832
Nassau County (Florida),2014,77.5913421377193
Okaloosa County (Florida),2014,77.9811575177656
Okeechobee County (Florida),2014,76.5984963130413
Orange County (Florida),2014,79.8803026532843
Osceola County (Florida),2014,79.3776245905727
Palm Beach County (Florida),2014,81.8994870289193
Pasco County (Florida),2014,77.7506120972686
Pinellas County (Florida),2014,78.6728919990013
Polk County (Florida),2014,78.3392589820842
Putnam County (Florida),2014,74.6807451280498
Saint Johns County (Florida),2014,81.0040923398974
Saint Lucie County (Florida),2014,79.7137483124112
Santa Rosa County (Florida),2014,77.924490088113
Sarasota County (Florida),2014,81.5159280206738
Seminole County (Florida),2014,80.3542107587214
Sumter County (Florida),2014,81.2792040618854
Suwannee County (Florida),2014,75.5908740871612
Taylor County (Florida),2014,75.7787599842218
Union County (Florida),2014,68.804653768535
Volusia County (Florida),2014,77.2470119324166
Wakulla County (Florida),2014,76.637763031087
Walton County (Florida),2014,77.7392867649656
Washington County (Florida),2014,74.1699775225144
Appling County (Georgia),2014,74.7913877143402
Atkinson County (Georgia),2014,73.7714960390043
Bacon County (Georgia),2014,73.5222086041657
Baker County (Georgia),2014,77.9683934012373
Baldwin County (Georgia),2014,76.3383996487831
Banks County (Georgia),2014,76.9101211936386
Barrow County (Georgia),2014,76.517230702492
Bartow County (Georgia),2014,76.4533100393887
Ben Hill County (Georgia),2014,73.6096800245677
Berrien County (Georgia),2014,75.190867400244
Bibb County (Georgia),2014,73.9294345070761
Bleckley County (Georgia),2014,76.187085449615
Brantley County (Georgia),2014,74.9365531299157
Brooks County (Georgia),2014,75.2397600148768
Bryan County (Georgia),2014,76.3639290976648
Bulloch County (Georgia),2014,77.0368004262305
Burke County (Georgia),2014,73.7898930278459
Butts County (Georgia),2014,74.0565385862956
Calhoun County (Georgia),2014,75.2943589362578
Camden County (Georgia),2014,78.0008189410582
Candler County (Georgia),2014,73.882180330007
Carroll County (Georgia),2014,75.0924295103043
Catoosa County (Georgia),2014,78.0009537512239
Charlton County (Georgia),2014,76.5710378110187
Chatham County (Georgia),2014,77.720211150539
Chattahoochee County (Georgia),2014,77.2468365236423
Chattooga County (Georgia),2014,73.8516363427106
Cherokee County (Georgia),2014,79.9067687559501
Clarke County (Georgia),2014,78.2921794435612
Clay County (Georgia),2014,74.6488916925777
Clayton County (Georgia),2014,76.880309592685
Clinch County (Georgia),2014,73.4584259976083
Cobb County (Georgia),2014,80.1366382597769
Coffee County (Georgia),2014,75.0163716195189
Colquitt County (Georgia),2014,74.9122018657446
Columbia County (Georgia),2014,80.0676296378463
Cook County (Georgia),2014,74.7320855084491
Coweta County (Georgia),2014,78.285359699771
Crawford County (Georgia),2014,76.5621078535087
Crisp County (Georgia),2014,75.609384748844
Dade County (Georgia),2014,75.3960009690029
Dawson County (Georgia),2014,78.1336508154396
Decatur County (Georgia),2014,74.7007199893853
DeKalb County (Georgia),2014,79.4962305308697
Dodge County (Georgia),2014,75.4421725381297
Dooly County (Georgia),2014,78.5144079303595
Dougherty County (Georgia),2014,75.038542335195
Douglas County (Georgia),2014,77.4032014471524
Early County (Georgia),2014,73.978063106976
Echols County (Georgia),2014,77.5417724006261
Effingham County (Georgia),2014,76.5731690017895
Elbert County (Georgia),2014,75.0164188271286
Emanuel County (Georgia),2014,73.1718202483777
Evans County (Georgia),2014,75.1580822990035
Fannin County (Georgia),2014,76.9013426301904
Fayette County (Georgia),2014,80.9425991889622
Floyd County (Georgia),2014,75.5586411421325
Forsyth County (Georgia),2014,81.4700212970869
Franklin County (Georgia),2014,74.3539985940726
Fulton County (Georgia),2014,78.5987701241935
Gilmer County (Georgia),2014,78.2712613586073
Glascock County (Georgia),2014,74.0095727000035
Glynn County (Georgia),2014,77.3454296677488
Gordon County (Georgia),2014,75.7664983217768
Grady County (Georgia),2014,75.9708134350991
Greene County (Georgia),2014,77.7291789565482
Gwinnett County (Georgia),2014,80.5413606378106
Habersham County (Georgia),2014,77.6403397782881
Hall County (Georgia),2014,78.8999066045999
Hancock County (Georgia),2014,76.1807363127476
Haralson County (Georgia),2014,73.5619730006166
Harris County (Georgia),2014,79.372928241056
Hart County (Georgia),2014,77.0624660385596
Heard County (Georgia),2014,75.267737833288
Henry County (Georgia),2014,77.3049999830077
Houston County (Georgia),2014,77.5027345951035
Irwin County (Georgia),2014,75.4290585130566
Jackson County (Georgia),2014,76.1830898877838
Jasper County (Georgia),2014,76.0796020621275
Jeff Davis County (Georgia),2014,73.8214311853932
Jefferson County (Georgia),2014,73.1652202685591
Jenkins County (Georgia),2014,74.3679832068187
Johnson County (Georgia),2014,76.381728931759
Jones County (Georgia),2014,78.252880160435
Lamar County (Georgia),2014,74.8970962853556
Lanier County (Georgia),2014,75.8132703022645
Laurens County (Georgia),2014,74.9950661049002
Lee County (Georgia),2014,77.4356523334636
Liberty County (Georgia),2014,76.903539545897
Lincoln County (Georgia),2014,76.4916448181181
Long County (Georgia),2014,78.5196020317748
Lowndes County (Georgia),2014,76.2643690452204
Lumpkin County (Georgia),2014,78.0146664866746
McDuffie County (Georgia),2014,74.3231824430064
McIntosh County (Georgia),2014,79.6443775538217
Macon County (Georgia),2014,74.3214975662633
Madison County (Georgia),2014,75.9164119646493
Marion County (Georgia),2014,76.5565655971449
Meriwether County (Georgia),2014,74.9750751980501
Miller County (Georgia),2014,73.9357844275489
Mitchell County (Georgia),2014,75.0734144121862
Monroe County (Georgia),2014,77.4296681097743
Montgomery County (Georgia),2014,75.6422874814565
Morgan County (Georgia),2014,77.5413475560736
Murray County (Georgia),2014,75.2496113616646
Muscogee County (Georgia),2014,74.8788732502681
Newton County (Georgia),2014,76.2508476547503
Oconee County (Georgia),2014,80.7201006294958
Oglethorpe County (Georgia),2014,78.2015427852691
Paulding County (Georgia),2014,78.7263186693695
Peach County (Georgia),2014,74.3109147998361
Pickens County (Georgia),2014,77.4804361140647
Pierce County (Georgia),2014,75.0941998698357
Pike County (Georgia),2014,75.8421997692356
Polk County (Georgia),2014,73.7361143015121
Pulaski County (Georgia),2014,77.7938948047007
Putnam County (Georgia),2014,77.2841027649912
Quitman County (Georgia),2014,75.7392722815738
Rabun County (Georgia),2014,77.6475490038442
Randolph County (Georgia),2014,75.7955773877892
Richmond County (Georgia),2014,74.1815498876986
Rockdale County (Georgia),2014,77.9264352187422
Schley County (Georgia),2014,77.7418036651367
Screven County (Georgia),2014,74.8961507342859
Seminole County (Georgia),2014,74.610792469006
Spalding County (Georgia),2014,74.3370993352963
Stephens County (Georgia),2014,73.6787807406777
Stewart County (Georgia),2014,74.7887527287855
Sumter County (Georgia),2014,75.1841605846496
Talbot County (Georgia),2014,75.3118618731684
Taliaferro County (Georgia),2014,75.125225892876
Tattnall County (Georgia),2014,75.0566212046537
Taylor County (Georgia),2014,75.3285272043335
Telfair County (Georgia),2014,77.4934484958981
Terrell County (Georgia),2014,74.8605768903224
Thomas County (Georgia),2014,75.4296623182276
Tift County (Georgia),2014,75.4941491710569
Toombs County (Georgia),2014,74.6868128905818
Towns County (Georgia),2014,78.0592413616342
Treutlen County (Georgia),2014,75.7409950607443
Troup County (Georgia),2014,75.5637677704773
Turner County (Georgia),2014,73.8389474684703
Twiggs County (Georgia),2014,74.8315378911855
Union County (Georgia),2014,78.5718277651257
Upson County (Georgia),2014,73.747866131176
Walker County (Georgia),2014,75.0736008310864
Walton County (Georgia),2014,76.4817823930033
Ware County (Georgia),2014,74.2705727830116
Warren County (Georgia),2014,74.4653948806526
Washington County (Georgia),2014,75.6962260268692
Wayne County (Georgia),2014,74.5653689957012
Webster County (Georgia),2014,78.7215505083173
Wheeler County (Georgia),2014,76.6708134771365
White County (Georgia),2014,78.7455466786824
Whitfield County (Georgia),2014,77.2062653716308
Wilcox County (Georgia),2014,75.4736883253953
Wilkes County (Georgia),2014,75.1258419460157
Wilkinson County (Georgia),2014,74.2464436523865
Worth County (Georgia),2014,76.3946777533328
Hawaii County (Hawaii),2014,80.3234576322211
Honolulu County (Hawaii),2014,81.6135454316718
Kauai County (Hawaii),2014,81.3663766573643
Kalawao County (Hawaii),2014,81.594060822005
Maui County (Hawaii),2014,81.594060822005
Ada County (Idaho),2014,80.786120813033
Adams County (Idaho),2014,81.0855696479483
Bannock County (Idaho),2014,77.5554981302592
Bear Lake County (Idaho),2014,78.9373270275254
Benewah County (Idaho),2014,76.1926106647462
Bingham County (Idaho),2014,78.0237247156828
Blaine County (Idaho),2014,84.1672121757644
Boise County (Idaho),2014,81.5669214057483
Bonner County (Idaho),2014,79.1765573237306
Bonneville County (Idaho),2014,78.4426842447671
Boundary County (Idaho),2014,78.6538317247422
Butte County (Idaho),2014,78.7714192374756
Camas County (Idaho),2014,80.9670354842837
Canyon County (Idaho),2014,79.137937116866
Caribou County (Idaho),2014,78.2372403464673
Cassia County (Idaho),2014,78.2328803715708
Clearwater County (Idaho),2014,78.442760038034
Custer County (Idaho),2014,80.7867970714335
Elmore County (Idaho),2014,78.3195166361999
Franklin County (Idaho),2014,79.8167398163444
Fremont County (Idaho),2014,79.7255807337301
Gem County (Idaho),2014,78.1025956580277
Gooding County (Idaho),2014,78.433310726899
Idaho County (Idaho),2014,79.2999033607593
Jefferson County (Idaho),2014,79.7904863025569
Jerome County (Idaho),2014,78.4926477707898
Kootenai County (Idaho),2014,79.2309036067179
Latah County (Idaho),2014,81.2720960326172
Lemhi County (Idaho),2014,78.7991283304235
Lewis County (Idaho),2014,78.4933513903876
Lincoln County (Idaho),2014,78.3500552338154
Madison County (Idaho),2014,81.0225059483079
Minidoka County (Idaho),2014,78.76992299893
Nez Perce County (Idaho),2014,77.5072575844712
Oneida County (Idaho),2014,79.6761797898076
Owyhee County (Idaho),2014,78.6670598781679
Payette County (Idaho),2014,78.4784240577197
Power County (Idaho),2014,78.2892915023974
Shoshone County (Idaho),2014,75.5471869761505
Teton County (Idaho),2014,82.7775827815321
Twin Falls County (Idaho),2014,78.0036618922002
Valley County (Idaho),2014,82.0485508392263
Washington County (Idaho),2014,78.5577125485683
Adams County (Illinois),2014,78.3569255689483
Alexander County (Illinois),2014,73.8961831756164
Bond County (Illinois),2014,78.3057621948998
Boone County (Illinois),2014,79.6133998875275
Brown County (Illinois),2014,78.5943370219267
Bureau County (Illinois),2014,78.8912116851621
Calhoun County (Illinois),2014,79.3645867578297
Carroll County (Illinois),2014,78.7859461227991
Cass County (Illinois),2014,77.0743879581529
Champaign County (Illinois),2014,80.5801885798446
Christian County (Illinois),2014,77.2651359788516
Clark County (Illinois),2014,76.7432582949312
Clay County (Illinois),2014,77.0614267721102
Clinton County (Illinois),2014,79.4147552026956
Coles County (Illinois),2014,78.1832256427604
Cook County (Illinois),2014,79.2433669207053
Crawford County (Illinois),2014,77.4184997501348
Cumberland County (Illinois),2014,78.6279791286105
DeKalb County (Illinois),2014,79.7905273347503
De Witt County (Illinois),2014,77.3271398571151
Douglas County (Illinois),2014,78.8608268729761
DuPage County (Illinois),2014,82.0489258402186
Edgar County (Illinois),2014,76.9057714703123
Edwards County (Illinois),2014,76.8995702423147
Effingham County (Illinois),2014,78.3854748806899
Fayette County (Illinois),2014,78.4701156219131
Ford County (Illinois),2014,76.5645394348812
Franklin County (Illinois),2014,74.9177679510582
Fulton County (Illinois),2014,76.9849763443053
Gallatin County (Illinois),2014,74.6152867426463
