County,State,mean_life_expectancy,State_FIPS,County_FIPS,Black Population,High School Degree or Higher (%),Poverty Rate,Disability Rate,Rent Denominator,Bachelor's Degree or Higher (%),Total Families,Gini Index,Median Age,Median Household Income,No Vehicle (Owner),Total Families (Single Mother),Hispanic Population,Total Population,Rent Burden Count (+50%),White Population,Total Occupied Households,Unemployment Rate,No Vehicle (Renter),Year
Osceola County,Florida,79.0683842026061,12,97,34061.0,85.2,19.5,13.9,36146.0,18.0,68786.0,0.4299,35.7,44254.0,1687.0,9250.0,147382.0,300870.0,10720.0,227745.0,92338.0,9.8,3881.0,2015
Palm Beach County,Florida,81.6500881867343,12,99,247805.0,87.8,14.5,11.9,165084.0,33.6,332725.0,0.5152,44.1,53363.0,14001.0,33995.0,280872.0,1378806.0,50927.0,1033939.0,534605.0,9.5,21867.0,2015
Pasco County,Florida,77.3716288475345,12,101,24301.0,88.0,14.0,16.4,48853.0,21.4,122704.0,0.4465,44.4,45064.0,4530.0,9967.0,62794.0,479288.0,11806.0,425022.0,186318.0,9.4,6527.0,2015
Pinellas County,Florida,78.451034004903,12,103,96133.0,90.0,14.4,14.8,141805.0,28.9,221986.0,0.486,47.1,45819.0,11677.0,21978.0,81072.0,931477.0,36663.0,769793.0,402653.0,8.4,24303.0,2015
Polk County,Florida,77.9855842227036,12,105,94487.0,83.5,18.3,15.1,69045.0,18.9,153115.0,0.433,40.3,43162.0,5250.0,16960.0,120481.0,626676.0,17297.0,493630.0,221381.0,10.6,9808.0,2015
Putnam County,Florida,74.2217102344466,12,107,11969.0,78.5,28.7,17.3,7302.0,11.8,17264.0,0.4698,44.1,31715.0,879.0,2075.0,6861.0,72696.0,2179.0,56529.0,27683.0,12.6,1315.0,2015
Saint Johns County,Florida,80.769599239301,12,109,11366.0,93.9,9.5,11.1,19431.0,42.1,55003.0,0.4863,42.7,66194.0,1100.0,4061.0,12435.0,210495.0,4217.0,188004.0,79242.0,6.7,1890.0,2015
Saint Lucie County,Florida,79.4463676195004,12,111,55585.0,85.4,18.3,16.0,29318.0,19.9,71904.0,0.4613,43.9,43459.0,3034.0,7253.0,49921.0,288006.0,9472.0,210714.0,107898.0,12.4,4167.0,2015
Santa Rosa County,Florida,77.555168444034,12,113,9226.0,90.4,12.3,14.8,16056.0,26.6,42802.0,0.4301,39.5,58923.0,871.0,3400.0,8092.0,161021.0,2759.0,138251.0,58654.0,7.9,1421.0,2015
Sarasota County,Florida,81.255983295096,12,115,18479.0,92.4,11.0,15.4,47221.0,32.4,106472.0,0.482,54.0,51766.0,3656.0,7494.0,33485.0,392038.0,11476.0,357445.0,175185.0,8.2,6098.0,2015
Seminole County,Florida,80.1383570434506,12,117,50641.0,93.0,12.1,10.2,49348.0,35.3,101235.0,0.4593,39.1,57010.0,1925.0,9993.0,82037.0,437346.0,12652.0,348169.0,152260.0,9.4,3378.0,2015
Sumter County,Florida,80.9602138853755,12,119,9051.0,89.5,10.9,19.6,4727.0,28.0,32883.0,0.4255,65.3,50350.0,1125.0,944.0,6237.0,108501.0,1026.0,95851.0,48039.0,9.0,547.0,2015
Suwannee County,Florida,75.3197968734856,12,121,5901.0,78.8,23.9,18.3,4897.0,11.6,10832.0,0.4416,41.6,36289.0,361.0,1154.0,3859.0,43595.0,851.0,36081.0,15649.0,11.1,757.0,2015
Taylor County,Florida,75.3909264660477,12,123,4878.0,76.3,14.7,21.0,1743.0,9.0,5201.0,0.4096,41.2,36181.0,176.0,467.0,845.0,22685.0,223.0,17021.0,7605.0,9.0,260.0,2015
Union County,Florida,68.445240285683,12,125,3280.0,74.1,20.0,15.1,1336.0,7.8,2775.0,0.4012,40.3,39163.0,57.0,450.0,807.0,15191.0,191.0,11236.0,3883.0,11.7,234.0,2015
Volusia County,Florida,76.8027659254038,12,127,53036.0,88.7,17.4,16.1,59977.0,21.6,123054.0,0.4642,46.3,41117.0,5175.0,11647.0,60757.0,503719.0,17495.0,417668.0,200180.0,9.1,8566.0,2015
Wakulla County,Florida,76.3793483610182,12,129,4817.0,88.9,14.9,17.4,2693.0,16.1,7657.0,0.3982,40.0,50340.0,100.0,893.0,1146.0,31128.0,655.0,25481.0,10691.0,9.3,373.0,2015
Walton County,Florida,77.4493771843441,12,131,3078.0,85.2,17.1,17.0,6632.0,25.9,15107.0,0.4942,43.6,44966.0,465.0,1154.0,3486.0,59487.0,1377.0,51711.0,23490.0,7.9,710.0,2015
Washington County,Florida,73.6138023423587,12,133,3737.0,80.3,21.5,19.2,1799.0,11.1,5559.0,0.4434,40.9,38970.0,334.0,409.0,843.0,24629.0,404.0,19619.0,8246.0,11.5,184.0,2015
Appling County,Georgia,74.5688532832988,13,1,3479.0,76.2,20.9,18.0,2060.0,13.1,4736.0,0.458,38.6,37135.0,175.0,582.0,1723.0,18417.0,239.0,14121.0,6812.0,7.9,361.0,2015
Atkinson County,Georgia,73.556411423192,13,3,1429.0,69.5,28.7,14.1,787.0,7.8,1861.0,0.4753,34.9,30933.0,70.0,221.0,2010.0,8294.0,141.0,5541.0,2772.0,7.3,192.0,2015
Bacon County,Georgia,73.1059059400764,13,5,1678.0,77.5,17.9,17.9,1228.0,12.8,2698.0,0.4306,37.1,37162.0,42.0,206.0,879.0,11222.0,243.0,8746.0,3951.0,4.4,212.0,2015
Baker County,Georgia,77.2604188332556,13,7,1569.0,80.3,22.9,18.6,321.0,8.6,864.0,0.4713,42.6,44297.0,45.0,77.0,64.0,3292.0,22.0,1663.0,1291.0,7.1,43.0,2015
Baldwin County,Georgia,76.1209192855746,13,9,18998.0,82.6,31.4,12.9,7291.0,17.7,9198.0,0.5169,34.1,32460.0,327.0,1481.0,972.0,45795.0,2285.0,24998.0,15978.0,8.4,919.0,2015
Banks County,Georgia,76.6540446918605,13,11,492.0,78.1,16.6,15.9,1487.0,11.2,4974.0,0.4049,40.4,41472.0,221.0,348.0,1158.0,18336.0,261.0,17129.0,6553.0,8.5,111.0,2015
Barrow County,Georgia,76.4157908380065,13,13,8338.0,81.9,15.2,13.2,6321.0,16.5,17788.0,0.3943,34.8,52012.0,267.0,1758.0,6817.0,72012.0,1246.0,57974.0,23560.0,10.1,604.0,2015
Bartow County,Georgia,76.2847197082198,13,15,11138.0,81.7,15.8,14.2,12494.0,17.8,25991.0,0.4264,37.4,48893.0,560.0,2322.0,8046.0,101336.0,2409.0,84787.0,35732.0,8.8,1083.0,2015
Ben Hill County,Georgia,73.1085332926003,13,17,6249.0,79.7,35.3,20.8,2312.0,10.9,4260.0,0.4726,38.6,29994.0,463.0,839.0,1081.0,17477.0,576.0,10669.0,6413.0,9.7,561.0,2015
Berrien County,Georgia,74.7590115781939,13,19,2174.0,81.3,26.2,19.8,1884.0,12.5,4833.0,0.452,39.0,31835.0,172.0,486.0,930.0,19019.0,439.0,16002.0,6958.0,13.8,426.0,2015
Bibb County,Georgia,73.8288591597563,13,21,82193.0,83.2,27.4,14.6,26843.0,23.8,35607.0,0.5201,35.6,36519.0,1008.0,7211.0,4853.0,154816.0,8176.0,66490.0,57111.0,12.4,6132.0,2015
Bleckley County,Georgia,75.9168189983432,13,23,3342.0,84.1,23.5,18.2,1059.0,16.5,2720.0,0.4909,37.3,38991.0,62.0,337.0,339.0,12746.0,236.0,8919.0,4113.0,4.8,214.0,2015
Brantley County,Georgia,74.4423772251199,13,25,588.0,79.0,21.0,22.8,1323.0,8.4,4938.0,0.4146,39.0,37206.0,85.0,313.0,390.0,18452.0,203.0,17440.0,6581.0,10.9,167.0,2015
Brooks County,Georgia,75.0834370957113,13,27,5498.0,78.0,27.6,20.8,2027.0,11.7,4050.0,0.4798,41.4,32663.0,180.0,433.0,863.0,15637.0,467.0,9250.0,6577.0,17.0,374.0,2015
Bryan County,Georgia,76.0661180994364,13,29,5049.0,89.6,13.6,10.9,3622.0,31.1,9156.0,0.4074,35.1,63327.0,122.0,1009.0,2038.0,33151.0,623.0,25959.0,11441.0,9.0,207.0,2015
Bulloch County,Georgia,76.8240386171814,13,31,20583.0,86.8,32.9,11.2,13161.0,29.0,15746.0,0.5002,26.3,36032.0,282.0,2570.0,2630.0,72386.0,4588.0,47717.0,26128.0,9.1,1329.0,2015
Burke County,Georgia,73.7504446965566,13,33,11460.0,77.6,31.4,16.6,2378.0,9.6,5656.0,0.4686,36.0,33641.0,327.0,1004.0,680.0,23007.0,455.0,11004.0,8102.0,8.2,358.0,2015
Butts County,Georgia,73.8867494279381,13,35,6577.0,76.1,20.8,14.7,2197.0,10.1,5636.0,0.4381,38.4,41667.0,176.0,455.0,701.0,23445.0,564.0,16330.0,7774.0,10.3,238.0,2015
Calhoun County,Georgia,74.8341459744931,13,37,3977.0,72.8,41.6,16.0,633.0,9.9,1110.0,0.6068,38.2,25513.0,83.0,193.0,299.0,6489.0,131.0,2203.0,1836.0,7.7,167.0,2015
Camden County,Georgia,77.8318356221329,13,39,9669.0,91.2,12.8,11.8,7250.0,21.1,14023.0,0.4026,31.6,52473.0,198.0,1400.0,3018.0,51445.0,1135.0,38663.0,18638.0,8.5,650.0,2015
Candler County,Georgia,73.6865363965494,13,43,2687.0,73.8,31.8,18.6,1539.0,15.4,2755.0,0.519,37.1,30185.0,99.0,348.0,1239.0,11031.0,356.0,7365.0,3909.0,8.1,294.0,2015
Carroll County,Georgia,75.0580938129664,13,45,20649.0,80.3,20.7,15.4,14927.0,17.9,27203.0,0.4609,34.0,43586.0,641.0,3136.0,7262.0,112595.0,3732.0,86048.0,40074.0,12.1,1807.0,2015
Catoosa County,Georgia,77.7403482779167,13,47,1817.0,84.2,12.5,14.8,5981.0,18.6,17210.0,0.3947,39.0,50876.0,329.0,1234.0,1772.0,65375.0,938.0,60887.0,23943.0,8.1,665.0,2015
Charlton County,Georgia,76.249906983533,13,49,3329.0,74.6,17.2,12.4,748.0,10.0,2585.0,0.4181,40.7,42778.0,151.0,193.0,1489.0,13130.0,105.0,9432.0,3524.0,13.8,198.0,2015
Chatham County,Georgia,77.4840610187491,13,51,110146.0,89.0,19.1,12.3,47597.0,32.6,64069.0,0.4713,34.3,47218.0,1792.0,9381.0,16615.0,279290.0,12682.0,149918.0,104912.0,9.7,6658.0,2015
Chattahoochee County,Georgia,77.0945177192887,13,53,1882.0,91.8,11.5,16.5,1886.0,25.7,1992.0,0.3493,23.3,43378.0,74.0,105.0,1781.0,11914.0,267.0,8331.0,2599.0,16.5,47.0,2015
Chattooga County,Georgia,73.7668493608042,13,55,2708.0,70.7,23.7,17.3,3155.0,8.8,6303.0,0.4554,40.3,32913.0,237.0,623.0,1170.0,25241.0,463.0,21786.0,9364.0,10.0,449.0,2015
Cherokee County,Georgia,79.7678464513049,13,57,14910.0,89.4,10.8,9.3,17922.0,34.7,59181.0,0.4101,37.4,68926.0,917.0,5185.0,22432.0,225944.0,3661.0,195450.0,79133.0,6.3,1647.0,2015
Clarke County,Georgia,78.2085051800694,13,59,32110.0,86.3,36.6,9.8,25807.0,40.2,20812.0,0.5397,26.5,32162.0,316.0,2996.0,12770.0,120905.0,8556.0,78234.0,43356.0,9.2,3292.0,2015
Clay County,Georgia,74.389807194692,13,61,1895.0,79.7,42.2,19.6,483.0,7.8,689.0,0.4698,40.3,20438.0,54.0,128.0,152.0,3104.0,72.0,987.0,1183.0,19.2,223.0,2015
Clayton County,Georgia,76.5905697357729,13,63,178548.0,82.5,25.1,10.9,41991.0,18.3,59037.0,0.4252,32.4,40938.0,1171.0,12087.0,35111.0,267234.0,12757.0,58563.0,88793.0,14.1,5170.0,2015
Clinch County,Georgia,72.8911653059202,13,65,1809.0,73.2,35.0,20.1,800.0,13.5,1681.0,0.5314,36.1,24015.0,69.0,291.0,285.0,6791.0,150.0,4563.0,2581.0,10.7,232.0,2015
Cobb County,Georgia,80.0630135787274,13,67,190681.0,91.0,12.4,8.4,96282.0,44.1,183266.0,0.4567,36.0,65873.0,2248.0,21337.0,90536.0,719133.0,21614.0,442490.0,268616.0,8.0,8014.0,2015
Coffee County,Georgia,74.8761077221601,13,69,12147.0,77.4,25.5,17.1,4768.0,13.7,9422.0,0.5,35.2,33965.0,470.0,1281.0,4672.0,43003.0,906.0,28479.0,14321.0,8.3,912.0,2015
Colquitt County,Georgia,74.5184384391096,13,71,10631.0,72.8,26.8,14.7,5541.0,13.1,11384.0,0.4738,35.5,32409.0,258.0,1475.0,8316.0,46024.0,1502.0,31484.0,15737.0,8.3,1390.0,2015
Columbia County,Georgia,79.9000121343221,13,73,22623.0,91.8,9.2,10.2,9875.0,35.3,35724.0,0.411,36.6,71021.0,564.0,3090.0,8131.0,136204.0,2002.0,102806.0,45488.0,7.1,693.0,2015
Cook County,Georgia,74.5580055914086,13,75,4718.0,75.2,25.1,15.0,1967.0,12.9,4567.0,0.4733,36.7,35683.0,204.0,500.0,1000.0,17033.0,347.0,11776.0,6157.0,6.6,292.0,2015
Coweta County,Georgia,78.2878211148514,13,77,23872.0,88.4,13.2,10.2,13283.0,27.6,36414.0,0.4225,37.6,62461.0,585.0,3530.0,8955.0,133416.0,3104.0,103085.0,48777.0,7.0,1231.0,2015
Crawford County,Georgia,76.2615710216297,13,79,2876.0,78.3,17.2,16.6,929.0,12.8,3277.0,0.4283,43.5,41825.0,182.0,360.0,65.0,12539.0,91.0,9254.0,4538.0,11.0,96.0,2015
Crisp County,Georgia,75.0009603381692,13,81,10063.0,78.2,32.8,18.7,3551.0,14.6,6088.0,0.5294,38.4,31615.0,105.0,1111.0,760.0,23314.0,1037.0,12564.0,8659.0,15.5,891.0,2015
Dade County,Georgia,75.2328094739059,13,83,197.0,80.3,15.2,18.1,1361.0,14.1,4631.0,0.4172,40.7,46434.0,114.0,188.0,350.0,16445.0,324.0,15733.0,6150.0,6.1,126.0,2015
Dawson County,Georgia,78.0323135482244,13,85,126.0,85.8,14.2,12.0,2022.0,27.6,6186.0,0.4588,41.5,56943.0,132.0,359.0,891.0,22673.0,426.0,21535.0,8213.0,8.5,126.0,2015
Decatur County,Georgia,74.2095783703298,13,87,11395.0,79.8,28.4,16.6,4311.0,15.8,6952.0,0.5226,37.4,31284.0,314.0,1342.0,1508.0,27378.0,825.0,14531.0,10614.0,6.5,946.0,2015
DeKalb County,Georgia,79.4653896213388,13,89,384831.0,88.3,19.3,10.0,119657.0,41.1,156378.0,0.4904,35.1,51376.0,3719.0,24829.0,64968.0,716331.0,32076.0,251754.0,267396.0,11.3,20469.0,2015
Dodge County,Georgia,75.4295690779643,13,91,6031.0,81.0,22.5,19.5,2776.0,14.7,5558.0,0.4465,40.2,34271.0,187.0,675.0,745.0,21180.0,332.0,14093.0,8064.0,9.8,584.0,2015
Dooly County,Georgia,78.0839269220416,13,93,7172.0,74.9,29.2,16.9,1788.0,9.2,3283.0,0.4588,41.4,28696.0,118.0,385.0,1027.0,14293.0,434.0,6307.0,5004.0,11.7,342.0,2015
Dougherty County,Georgia,74.786503482876,13,95,63207.0,80.9,30.7,15.4,19253.0,18.9,22047.0,0.5163,34.2,32084.0,563.0,4825.0,2374.0,93310.0,5569.0,26949.0,35455.0,18.0,4022.0,2015
Douglas County,Georgia,77.3551061362594,13,97,56843.0,87.8,16.4,12.0,15392.0,26.0,34491.0,0.4053,35.9,53881.0,805.0,5309.0,12017.0,136520.0,3930.0,69852.0,47079.0,10.5,1208.0,2015
Early County,Georgia,73.8751995634532,13,99,5328.0,79.1,28.0,14.4,1341.0,15.2,2690.0,0.4873,40.3,31680.0,129.0,398.0,214.0,10579.0,219.0,5051.0,3981.0,9.4,377.0,2015
Echols County,Georgia,77.0628143470404,13,101,82.0,71.5,29.0,14.5,484.0,8.3,1020.0,0.4617,35.4,32959.0,11.0,133.0,1036.0,4048.0,113.0,3386.0,1416.0,10.1,30.0,2015
Effingham County,Georgia,76.414257500417,13,103,7402.0,86.0,10.6,12.2,4325.0,16.9,14141.0,0.3754,36.1,63100.0,222.0,1184.0,1896.0,54630.0,936.0,45214.0,18432.0,6.0,352.0,2015
Elbert County,Georgia,74.6119539741512,13,105,5925.0,76.8,19.0,17.6,2466.0,10.6,5312.0,0.4784,41.3,35388.0,143.0,544.0,1033.0,19537.0,637.0,13054.0,7744.0,10.8,510.0,2015
Emanuel County,Georgia,73.0343110910228,13,107,7749.0,76.5,30.6,17.4,2713.0,10.8,5397.0,0.4822,36.9,32229.0,297.0,942.0,1016.0,22731.0,542.0,13886.0,8156.0,13.2,471.0,2015
Evans County,Georgia,74.9723693529997,13,109,3262.0,74.3,27.7,17.7,1450.0,15.4,2771.0,0.4719,35.3,37865.0,57.0,344.0,1286.0,10814.0,339.0,6315.0,3982.0,10.3,274.0,2015
Fannin County,Georgia,76.8311033512123,13,111,64.0,80.9,23.1,21.5,2092.0,16.2,6319.0,0.4408,50.2,37049.0,124.0,495.0,465.0,23742.0,398.0,22993.0,9510.0,12.0,314.0,2015
Fayette County,Georgia,80.8102293086784,13,113,22632.0,93.9,8.5,9.6,7219.0,43.8,30104.0,0.4253,43.3,79066.0,379.0,1852.0,7563.0,108655.0,1368.0,77121.0,38535.0,7.6,540.0,2015
Floyd County,Georgia,75.3007691624435,13,115,14119.0,79.0,21.3,15.8,13692.0,18.6,23513.0,0.4611,38.0,41549.0,592.0,2352.0,9731.0,96169.0,3328.0,74398.0,34874.0,10.9,2138.0,2015
Forsyth County,Georgia,81.522901067057,13,117,5702.0,92.0,6.9,7.4,9875.0,45.6,50596.0,0.413,38.0,88816.0,722.0,2979.0,18793.0,196236.0,2071.0,166612.0,62295.0,6.2,818.0,2015
Franklin County,Georgia,74.1403267104776,13,119,2124.0,74.6,23.9,21.3,2566.0,12.6,5840.0,0.4433,40.9,33816.0,177.0,464.0,934.0,22110.0,580.0,18895.0,8433.0,8.4,525.0,2015
Fulton County,Georgia,78.5920379828466,13,121,433529.0,90.9,17.6,9.7,183340.0,49.3,207569.0,0.5443,34.8,57207.0,5999.0,31661.0,75002.0,983903.0,44911.0,449141.0,379957.0,9.9,38473.0,2015
Gilmer County,Georgia,78.1159356101066,13,123,343.0,78.1,23.5,18.8,2597.0,16.7,7704.0,0.4577,45.1,40228.0,219.0,480.0,3066.0,28673.0,697.0,26481.0,10985.0,10.0,413.0,2015
Glascock County,Georgia,73.831276799801,13,125,214.0,79.3,16.2,12.0,292.0,8.1,795.0,0.3853,40.0,40759.0,12.0,42.0,48.0,3087.0,25.0,2728.0,1121.0,7.1,22.0,2015
Glynn County,Georgia,77.1385672912387,13,127,20977.0,87.3,18.7,15.1,12602.0,27.3,21755.0,0.4802,40.5,45918.0,565.0,2899.0,5395.0,81743.0,3021.0,54590.0,32311.0,9.3,1815.0,2015
Gordon County,Georgia,75.5886365784405,13,129,2529.0,76.0,20.4,17.2,6753.0,13.7,14403.0,0.4381,37.0,41612.0,182.0,1183.0,8287.0,55889.0,1262.0,50443.0,19539.0,8.3,778.0,2015
Grady County,Georgia,75.6795943197714,13,131,7254.0,75.6,30.7,18.6,3910.0,13.3,6506.0,0.4582,39.1,34187.0,174.0,912.0,2654.0,25243.0,799.0,16339.0,9270.0,10.5,702.0,2015
Greene County,Georgia,77.6412044383976,13,133,5935.0,81.9,24.9,13.0,1887.0,24.7,4701.0,0.5421,47.6,42408.0,230.0,474.0,1012.0,16331.0,442.0,9667.0,6707.0,6.8,381.0,2015
Gwinnett County,Georgia,80.4384113806819,13,135,217990.0,87.2,13.8,7.2,92188.0,34.7,209434.0,0.424,34.5,60289.0,2206.0,24734.0,174843.0,859234.0,23372.0,448872.0,274017.0,8.3,6790.0,2015
Habersham County,Georgia,77.4993847224526,13,137,1675.0,78.2,17.8,14.6,3736.0,17.5,10697.0,0.4216,38.8,40907.0,392.0,660.0,5884.0,43527.0,668.0,38227.0,14864.0,7.7,336.0,2015
Hall County,Georgia,78.8203748204953,13,139,14181.0,78.0,18.4,10.5,20558.0,22.7,45810.0,0.4554,35.6,51202.0,945.0,4115.0,50913.0,187916.0,4155.0,155460.0,61992.0,7.5,2595.0,2015
Hancock County,Georgia,75.6859736738721,13,141,6503.0,72.6,30.3,15.4,612.0,10.3,1597.0,0.4496,43.9,24925.0,158.0,145.0,173.0,8881.0,178.0,2179.0,2815.0,14.6,209.0,2015
Haralson County,Georgia,73.3687710365694,13,143,1402.0,78.4,20.3,19.4,3174.0,14.1,7827.0,0.4387,40.3,41910.0,140.0,777.0,377.0,28565.0,865.0,26110.0,10733.0,12.3,354.0,2015
Harris County,Georgia,79.1386047122064,13,145,5344.0,89.6,9.3,16.9,1881.0,26.6,8951.0,0.4348,43.1,63824.0,146.0,520.0,1035.0,32776.0,449.0,25730.0,11570.0,8.0,211.0,2015
Hart County,Georgia,76.8611128838859,13,147,5093.0,80.5,21.9,18.1,2655.0,13.6,6914.0,0.4649,43.2,37653.0,120.0,689.0,919.0,25498.0,470.0,19716.0,9955.0,6.2,328.0,2015
Heard County,Georgia,75.0389959002543,13,149,1142.0,76.5,20.5,21.2,1183.0,10.1,2968.0,0.4158,40.1,41525.0,74.0,271.0,271.0,11617.0,279.0,10116.0,4336.0,12.1,207.0,2015
Henry County,Georgia,77.2601558737148,13,151,83016.0,89.6,12.9,10.1,19047.0,27.0,54402.0,0.3964,36.3,60424.0,891.0,7589.0,13224.0,211512.0,4514.0,111493.0,70281.0,10.3,1253.0,2015
Houston County,Georgia,77.3834558740908,13,153,43266.0,89.6,17.2,12.4,18666.0,23.5,37863.0,0.4213,34.8,53270.0,750.0,5224.0,9563.0,147570.0,4199.0,90803.0,53771.0,9.7,1569.0,2015
Irwin County,Georgia,75.1864426229271,13,155,2679.0,85.1,26.0,21.2,812.0,10.6,2144.0,0.4957,39.0,34156.0,95.0,252.0,95.0,9408.0,181.0,6451.0,3262.0,6.8,136.0,2015
Jackson County,Georgia,76.134260571331,13,157,4434.0,82.7,13.7,12.9,4846.0,19.2,16154.0,0.4251,38.3,53379.0,448.0,1248.0,4126.0,61420.0,1083.0,54313.0,21048.0,7.9,628.0,2015
Jasper County,Georgia,75.9725613571511,13,159,2891.0,78.7,20.7,15.2,1396.0,11.9,3697.0,0.434,39.9,42368.0,94.0,327.0,541.0,13593.0,375.0,10043.0,5162.0,12.7,194.0,2015
Jeff Davis County,Georgia,73.5750401606558,13,161,2439.0,78.7,22.3,17.7,1310.0,9.7,3943.0,0.4455,36.1,36385.0,155.0,427.0,1657.0,14990.0,224.0,11400.0,5404.0,6.6,300.0,2015
Jefferson County,Georgia,72.842000760855,13,163,8925.0,72.8,30.8,15.5,2134.0,10.1,3967.0,0.4884,38.4,26557.0,348.0,786.0,543.0,16374.0,618.0,7101.0,6057.0,17.0,656.0,2015
Jenkins County,Georgia,73.5327258960203,13,165,2992.0,71.2,33.8,16.5,1192.0,12.2,2251.0,0.5372,40.7,24604.0,113.0,343.0,694.0,8922.0,405.0,5589.0,3495.0,10.3,222.0,2015
Johnson County,Georgia,76.1832695959256,13,167,3384.0,75.7,23.1,18.7,956.0,8.9,2301.0,0.4518,39.6,34438.0,71.0,243.0,39.0,9794.0,184.0,6129.0,3299.0,9.0,313.0,2015
Jones County,Georgia,78.0516006376945,13,169,7388.0,86.7,16.8,14.5,1978.0,19.7,7861.0,0.4518,39.4,51857.0,142.0,863.0,168.0,28738.0,388.0,20859.0,10326.0,9.5,271.0,2015
Lamar County,Georgia,74.7629597232607,13,171,5534.0,84.7,22.1,14.4,1933.0,17.1,4446.0,0.4508,38.6,40344.0,166.0,459.0,404.0,18114.0,554.0,11858.0,6431.0,15.6,275.0,2015
Lanier County,Georgia,75.5663386259568,13,173,2575.0,76.4,26.6,19.6,1348.0,12.7,2616.0,0.4441,33.6,37605.0,21.0,489.0,550.0,10403.0,279.0,7535.0,3712.0,14.6,283.0,2015
Laurens County,Georgia,74.7306300814716,13,175,17303.0,81.1,27.5,12.9,6413.0,15.1,11877.0,0.5216,38.5,32356.0,313.0,1665.0,1199.0,47886.0,1480.0,29367.0,17640.0,6.6,1176.0,2015
Lee County,Georgia,77.2195675791545,13,177,5760.0,86.8,12.3,10.9,2844.0,23.2,7951.0,0.4278,36.7,61537.0,160.0,774.0,708.0,28946.0,644.0,21721.0,10015.0,7.2,174.0,2015
Liberty County,Georgia,76.5665577657614,13,179,26089.0,90.0,17.7,12.5,12056.0,18.7,16666.0,0.4153,27.6,42201.0,411.0,2602.0,7514.0,64427.0,2238.0,30978.0,22943.0,12.9,1040.0,2015
Lincoln County,Georgia,76.0661887903113,13,181,2514.0,81.3,25.0,18.6,843.0,12.1,2152.0,0.4747,47.2,34243.0,114.0,215.0,55.0,7720.0,62.0,5110.0,3425.0,9.3,220.0,2015
Long County,Georgia,78.3496857779624,13,183,3878.0,85.2,17.9,13.8,1806.0,15.0,3714.0,0.3727,31.2,48863.0,112.0,620.0,1944.0,16588.0,402.0,10739.0,5017.0,15.6,195.0,2015
Lowndes County,Georgia,76.0100363022239,13,185,40898.0,83.8,26.5,13.0,19138.0,23.5,24591.0,0.4809,29.4,36834.0,513.0,3990.0,6061.0,113203.0,4797.0,65422.0,39328.0,13.0,2714.0,2015
Lumpkin County,Georgia,77.8286653303911,13,187,700.0,85.0,18.8,15.0,3888.0,28.1,7192.0,0.449,36.0,43804.0,121.0,466.0,1428.0,30921.0,820.0,29265.0,11086.0,8.2,247.0,2015
McDuffie County,Georgia,74.0780726190292,13,189,9024.0,76.9,25.4,15.7,2975.0,14.2,6021.0,0.4689,38.2,36656.0,133.0,1063.0,565.0,21582.0,890.0,12153.0,8131.0,9.5,547.0,2015
McIntosh County,Georgia,79.4773231473255,13,191,4885.0,81.4,21.3,28.3,1184.0,13.1,3639.0,0.4744,47.6,42988.0,142.0,428.0,239.0,14007.0,225.0,8619.0,5296.0,8.8,131.0,2015
Macon County,Georgia,74.0567258189828,13,193,8356.0,71.7,29.6,21.8,1810.0,7.9,3057.0,0.4678,40.5,28684.0,155.0,422.0,561.0,14045.0,422.0,5171.0,4684.0,18.7,489.0,2015
Madison County,Georgia,75.7184339512435,13,195,2536.0,81.6,17.1,16.6,2831.0,15.6,7084.0,0.4213,40.2,41912.0,127.0,524.0,1272.0,28232.0,632.0,24022.0,10195.0,8.7,293.0,2015
Marion County,Georgia,76.3453500335902,13,197,2756.0,75.6,21.3,17.5,850.0,12.2,1922.0,0.4592,41.7,36242.0,77.0,234.0,633.0,8739.0,84.0,5136.0,3055.0,14.3,140.0,2015
Meriwether County,Georgia,74.7270506329405,13,199,8159.0,73.6,22.7,20.1,2654.0,9.3,5637.0,0.4599,42.1,35832.0,289.0,514.0,432.0,21297.0,697.0,12260.0,7943.0,12.8,474.0,2015
Miller County,Georgia,73.4997499837151,13,201,1844.0,79.6,27.9,15.4,814.0,12.8,1638.0,0.4612,41.0,33983.0,60.0,297.0,6.0,5936.0,142.0,4076.0,2376.0,6.5,130.0,2015
Mitchell County,Georgia,74.7689316413014,13,205,10910.0,74.1,28.7,18.3,2768.0,11.4,5264.0,0.4508,37.6,31915.0,412.0,748.0,1001.0,22982.0,514.0,11319.0,8140.0,13.5,772.0,2015
Monroe County,Georgia,77.1698366221331,13,207,6501.0,81.7,13.6,15.0,2324.0,21.3,7161.0,0.4798,41.9,48744.0,260.0,519.0,605.0,26915.0,408.0,19745.0,9581.0,10.5,347.0,2015
Montgomery County,Georgia,75.3576108121348,13,209,2369.0,80.5,25.3,17.6,928.0,14.6,2069.0,0.4682,38.0,34672.0,67.0,194.0,538.0,8968.0,110.0,6357.0,3140.0,6.7,132.0,2015
Morgan County,Georgia,77.5096838622981,13,211,4149.0,82.4,14.3,15.4,1433.0,22.1,4899.0,0.4468,43.2,51820.0,226.0,433.0,524.0,17900.0,243.0,13221.0,6418.0,6.9,35.0,2015
