County,State,State_FIPS,County_FIPS,housing_cost_burden
Douglas County,Colorado,08,035,1790.0
Eagle County,Colorado,08,037,514.0
Elbert County,Colorado,08,039,39.0
El Paso County,Colorado,08,041,9598.0
Fremont County,Colorado,08,043,316.0
Garfield County,Colorado,08,045,549.0
Gilpin County,Colorado,08,047,42.0
Grand County,Colorado,08,049,110.0
Gunnison County,Colorado,08,051,450.0
Huerfano County,Colorado,08,055,69.0
Jackson County,Colorado,08,057,4.0
Kiowa County,Colorado,08,061,6.0
Kit Carson County,Colorado,08,063,51.0
Lake County,Colorado,08,065,71.0
La Plata County,Colorado,08,067,761.0
Larimer County,Colorado,08,069,4006.0
Las Animas County,Colorado,08,071,85.0
Lincoln County,Colorado,08,073,62.0
Logan County,Colorado,08,075,178.0
Mesa County,Colorado,08,077,1937.0
Moffat County,Colorado,08,081,216.0
Montezuma County,Colorado,08,083,223.0
Montrose County,Colorado,08,085,442.0
Morgan County,Colorado,08,087,283.0
Otero County,Colorado,08,089,255.0
Ouray County,Colorado,08,091,74.0
Park County,Colorado,08,093,71.0
Phillips County,Colorado,08,095,28.0
Pitkin County,Colorado,08,097,213.0
Prowers County,Colorado,08,099,294.0
Pueblo County,Colorado,08,101,2166.0
Rio Blanco County,Colorado,08,103,46.0
Rio Grande County,Colorado,08,105,108.0
Routt County,Colorado,08,107,177.0
Saguache County,Colorado,08,109,78.0
San Miguel County,Colorado,08,113,123.0
Sedgwick County,Colorado,08,115,24.0
Summit County,Colorado,08,117,320.0
Teller County,Colorado,08,119,147.0
Washington County,Colorado,08,121,43.0
Yuma County,Colorado,08,125,176.0
Adams County,Colorado,08,001,6183.0
Arapahoe County,Colorado,08,005,9004.0
Boulder County,Colorado,08,013,3502.0
Broomfield County,Colorado,08,014,637.0
Denver County,Colorado,08,031,12586.0
Jefferson County,Colorado,08,059,5904.0
Weld County,Colorado,08,123,2514.0
Fairfield County,Connecticut,09,001,9244.0
Hartford County,Connecticut,09,003,10251.0
Litchfield County,Connecticut,09,005,1339.0
Middlesex County,Connecticut,09,007,1417.0
New Haven County,Connecticut,09,009,10323.0
New London County,Connecticut,09,011,3598.0
Tolland County,Connecticut,09,013,1522.0
Windham County,Connecticut,09,015,1192.0
Kent County,Delaware,10,001,1619.0
New Castle County,Delaware,10,003,5405.0
Sussex County,Delaware,10,005,1635.0
Alachua County,Florida,12,001,3222.0
Baker County,Florida,12,003,52.0
Bay County,Florida,12,005,2440.0
Bradford County,Florida,12,007,138.0
Brevard County,Florida,12,009,5316.0
Broward County,Florida,12,011,22860.0
Calhoun County,Florida,12,013,19.0
Charlotte County,Florida,12,015,1200.0
Citrus County,Florida,12,017,1186.0
Clay County,Florida,12,019,1272.0
Collier County,Florida,12,021,3371.0
Columbia County,Florida,12,023,337.0
Miami-Dade County,Florida,12,086,35410.0
DeSoto County,Florida,12,027,376.0
Dixie County,Florida,12,029,85.0
Duval County,Florida,12,031,12891.0
Escambia County,Florida,12,033,5063.0
Flagler County,Florida,12,035,586.0
Franklin County,Florida,12,037,71.0
Gadsden County,Florida,12,039,378.0
Gilchrist County,Florida,12,041,121.0
Glades County,Florida,12,043,181.0
Gulf County,Florida,12,045,37.0
Hamilton County,Florida,12,047,141.0
Hardee County,Florida,12,049,111.0
Hendry County,Florida,12,051,166.0
Hernando County,Florida,12,053,1069.0
Highlands County,Florida,12,055,728.0
Hillsborough County,Florida,12,057,18719.0
Holmes County,Florida,12,059,39.0
Indian River County,Florida,12,061,1502.0
Jackson County,Florida,12,063,364.0
Jefferson County,Florida,12,065,61.0
Lafayette County,Florida,12,067,68.0
Lake County,Florida,12,069,2628.0
Lee County,Florida,12,071,6776.0
Leon County,Florida,12,073,4688.0
Levy County,Florida,12,075,289.0
Liberty County,Florida,12,077,19.0
Madison County,Florida,12,079,84.0
Manatee County,Florida,12,081,4074.0
Marion County,Florida,12,083,2689.0
Martin County,Florida,12,085,1217.0
Monroe County,Florida,12,087,1221.0
Nassau County,Florida,12,089,874.0
Okaloosa County,Florida,12,091,2404.0
Okeechobee County,Florida,12,093,389.0
Orange County,Florida,12,095,18639.0
Osceola County,Florida,12,097,3207.0
Palm Beach County,Florida,12,099,14536.0
Pasco County,Florida,12,101,4264.0
Pinellas County,Florida,12,103,12025.0
Polk County,Florida,12,105,6612.0
Putnam County,Florida,12,107,472.0
Saint Johns County,Florida,12,109,1467.0
Saint Lucie County,Florida,12,111,2859.0
Santa Rosa County,Florida,12,113,1481.0
Sarasota County,Florida,12,115,4066.0
Seminole County,Florida,12,117,4566.0
Sumter County,Florida,12,119,491.0
Suwannee County,Florida,12,121,294.0
Taylor County,Florida,12,123,189.0
Union County,Florida,12,125,118.0
Volusia County,Florida,12,127,5232.0
Wakulla County,Florida,12,129,171.0
Walton County,Florida,12,131,524.0
Washington County,Florida,12,133,106.0
Appling County,Georgia,13,001,95.0
Atkinson County,Georgia,13,003,52.0
Bacon County,Georgia,13,005,118.0
Baker County,Georgia,13,007,11.0
Baldwin County,Georgia,13,009,411.0
Banks County,Georgia,13,011,51.0
Barrow County,Georgia,13,013,609.0
Bartow County,Georgia,13,015,928.0
Ben Hill County,Georgia,13,017,88.0
Berrien County,Georgia,13,019,59.0
Bibb County,Georgia,13,021,1861.0
Bleckley County,Georgia,13,023,68.0
Brantley County,Georgia,13,025,102.0
Brooks County,Georgia,13,027,137.0
Bryan County,Georgia,13,029,383.0
Bulloch County,Georgia,13,031,1213.0
Burke County,Georgia,13,033,203.0
Butts County,Georgia,13,035,34.0
Calhoun County,Georgia,13,037,26.0
Camden County,Georgia,13,039,819.0
Candler County,Georgia,13,043,82.0
Carroll County,Georgia,13,045,1011.0
Catoosa County,Georgia,13,047,429.0
Charlton County,Georgia,13,049,24.0
Chatham County,Georgia,13,051,3964.0
Chattahoochee County,Georgia,13,053,186.0
Chattooga County,Georgia,13,055,339.0
Cherokee County,Georgia,13,057,1654.0
Clarke County,Georgia,13,059,1817.0
Clay County,Georgia,13,061,3.0
Clayton County,Georgia,13,063,3639.0
Clinch County,Georgia,13,065,43.0
Cobb County,Georgia,13,067,8353.0
Coffee County,Georgia,13,069,328.0
Colquitt County,Georgia,13,071,501.0
Columbia County,Georgia,13,073,781.0
Cook County,Georgia,13,075,112.0
Coweta County,Georgia,13,077,1174.0
Crawford County,Georgia,13,079,179.0
Crisp County,Georgia,13,081,237.0
Dade County,Georgia,13,083,26.0
Dawson County,Georgia,13,085,158.0
Decatur County,Georgia,13,087,277.0
DeKalb County,Georgia,13,089,10855.0
Dodge County,Georgia,13,091,180.0
Dooly County,Georgia,13,093,135.0
Dougherty County,Georgia,13,095,1657.0
Douglas County,Georgia,13,097,1464.0
Early County,Georgia,13,099,73.0
Echols County,Georgia,13,101,32.0
Effingham County,Georgia,13,103,396.0
Elbert County,Georgia,13,105,153.0
Emanuel County,Georgia,13,107,219.0
Evans County,Georgia,13,109,101.0
Fannin County,Georgia,13,111,138.0
Fayette County,Georgia,13,113,654.0
Floyd County,Georgia,13,115,1334.0
Forsyth County,Georgia,13,117,784.0
Franklin County,Georgia,13,119,215.0
Fulton County,Georgia,13,121,15847.0
Gilmer County,Georgia,13,123,314.0
Glascock County,Georgia,13,125,10.0
Glynn County,Georgia,13,127,1013.0
Gordon County,Georgia,13,129,710.0
Grady County,Georgia,13,131,260.0
Greene County,Georgia,13,133,181.0
Gwinnett County,Georgia,13,135,8842.0
Habersham County,Georgia,13,137,304.0
Hall County,Georgia,13,139,1729.0
Hancock County,Georgia,13,141,93.0
Haralson County,Georgia,13,143,344.0
Harris County,Georgia,13,145,104.0
Hart County,Georgia,13,147,138.0
Heard County,Georgia,13,149,47.0
Henry County,Georgia,13,151,1956.0
Houston County,Georgia,13,153,1694.0
Irwin County,Georgia,13,155,75.0
Jackson County,Georgia,13,157,264.0
Jasper County,Georgia,13,159,126.0
Jeff Davis County,Georgia,13,161,124.0
Jefferson County,Georgia,13,163,140.0
Jenkins County,Georgia,13,165,0.0
Johnson County,Georgia,13,167,64.0
Jones County,Georgia,13,169,172.0
Lamar County,Georgia,13,171,155.0
Lanier County,Georgia,13,173,30.0
Laurens County,Georgia,13,175,365.0
Lee County,Georgia,13,177,294.0
Liberty County,Georgia,13,179,1319.0
Lincoln County,Georgia,13,181,151.0
Long County,Georgia,13,183,115.0
Lowndes County,Georgia,13,185,1695.0
Lumpkin County,Georgia,13,187,214.0
McDuffie County,Georgia,13,189,171.0
McIntosh County,Georgia,13,191,58.0
Macon County,Georgia,13,193,53.0
Madison County,Georgia,13,195,55.0
Marion County,Georgia,13,197,71.0
Meriwether County,Georgia,13,199,99.0
Miller County,Georgia,13,201,18.0
Mitchell County,Georgia,13,205,258.0
Monroe County,Georgia,13,207,76.0
Montgomery County,Georgia,13,209,84.0
Morgan County,Georgia,13,211,86.0
Murray County,Georgia,13,213,732.0
Muscogee County,Georgia,13,215,3283.0
Newton County,Georgia,13,217,1001.0
Oconee County,Georgia,13,219,93.0
Oglethorpe County,Georgia,13,221,155.0
Paulding County,Georgia,13,223,1003.0
Peach County,Georgia,13,225,155.0
Pickens County,Georgia,13,227,284.0
Pierce County,Georgia,13,229,6.0
Pike County,Georgia,13,231,79.0
Polk County,Georgia,13,233,390.0
Pulaski County,Georgia,13,235,138.0
Putnam County,Georgia,13,237,88.0
Quitman County,Georgia,13,239,5.0
Rabun County,Georgia,13,241,144.0
Randolph County,Georgia,13,243,105.0
Richmond County,Georgia,13,245,2570.0
Rockdale County,Georgia,13,247,639.0
Schley County,Georgia,13,249,41.0
Screven County,Georgia,13,251,16.0
Seminole County,Georgia,13,253,85.0
Spalding County,Georgia,13,255,767.0
Stephens County,Georgia,13,257,203.0
Stewart County,Georgia,13,259,18.0
Sumter County,Georgia,13,261,346.0
Talbot County,Georgia,13,263,33.0
Taliaferro County,Georgia,13,265,21.0
Tattnall County,Georgia,13,267,131.0
Taylor County,Georgia,13,269,33.0
Telfair County,Georgia,13,271,65.0
Terrell County,Georgia,13,273,63.0
Thomas County,Georgia,13,275,360.0
Tift County,Georgia,13,277,341.0
Toombs County,Georgia,13,279,398.0
Towns County,Georgia,13,281,50.0
Treutlen County,Georgia,13,283,9.0
Troup County,Georgia,13,285,715.0
Turner County,Georgia,13,287,18.0
Twiggs County,Georgia,13,289,35.0
Union County,Georgia,13,291,81.0
Upson County,Georgia,13,293,289.0
Walker County,Georgia,13,295,604.0
Walton County,Georgia,13,297,561.0
Ware County,Georgia,13,299,403.0
Warren County,Georgia,13,301,116.0
Washington County,Georgia,13,303,156.0
Wayne County,Georgia,13,305,202.0
Webster County,Georgia,13,307,23.0
Wheeler County,Georgia,13,309,37.0
White County,Georgia,13,311,217.0
Whitfield County,Georgia,13,313,1178.0
Wilcox County,Georgia,13,315,17.0
Wilkes County,Georgia,13,317,198.0
Wilkinson County,Georgia,13,319,65.0
Worth County,Georgia,13,321,132.0
Hawaii County,Hawaii,15,001,1379.0
Honolulu County,Hawaii,15,003,12413.0
Kauai County,Hawaii,15,007,884.0
Kalawao County,Hawaii,15,005,0.0
Maui County,Hawaii,15,009,1980.0
Ada County,Idaho,16,001,4196.0
Adams County,Idaho,16,003,44.0
Bannock County,Idaho,16,005,826.0
Bear Lake County,Idaho,16,007,31.0
Benewah County,Idaho,16,009,37.0
Bingham County,Idaho,16,011,209.0
Blaine County,Idaho,16,013,342.0
Boise County,Idaho,16,015,41.0
Bonner County,Idaho,16,017,285.0
Bonneville County,Idaho,16,019,901.0
Boundary County,Idaho,16,021,50.0
Butte County,Idaho,16,023,9.0
Camas County,Idaho,16,025,11.0
Canyon County,Idaho,16,027,1840.0
Caribou County,Idaho,16,029,5.0
Cassia County,Idaho,16,031,110.0
Clearwater County,Idaho,16,035,25.0
Custer County,Idaho,16,037,4.0
Elmore County,Idaho,16,039,407.0
Franklin County,Idaho,16,041,72.0
Fremont County,Idaho,16,043,74.0
Gem County,Idaho,16,045,144.0
Gooding County,Idaho,16,047,195.0
Idaho County,Idaho,16,049,103.0
Jefferson County,Idaho,16,051,25.0
Jerome County,Idaho,16,053,245.0
Kootenai County,Idaho,16,055,1311.0
Latah County,Idaho,16,057,483.0
Lemhi County,Idaho,16,059,95.0
Lewis County,Idaho,16,061,27.0
Lincoln County,Idaho,16,063,45.0
Madison County,Idaho,16,065,395.0
Minidoka County,Idaho,16,067,82.0
Nez Perce County,Idaho,16,069,426.0
Oneida County,Idaho,16,071,33.0
Owyhee County,Idaho,16,073,67.0
Payette County,Idaho,16,075,157.0
Power County,Idaho,16,077,27.0
Shoshone County,Idaho,16,079,151.0
Teton County,Idaho,16,081,145.0
Twin Falls County,Idaho,16,083,658.0
Valley County,Idaho,16,085,60.0
Washington County,Idaho,16,087,127.0
Adams County,Illinois,17,001,689.0
Alexander County,Illinois,17,003,82.0
Bond County,Illinois,17,005,88.0
Boone County,Illinois,17,007,471.0
Brown County,Illinois,17,009,15.0
Bureau County,Illinois,17,011,241.0
Calhoun County,Illinois,17,013,21.0
Carroll County,Illinois,17,015,114.0
Cass County,Illinois,17,017,114.0
Champaign County,Illinois,17,019,2712.0
Christian County,Illinois,17,021,235.0
Clark County,Illinois,17,023,169.0
Clay County,Illinois,17,025,81.0
Clinton County,Illinois,17,027,146.0
Coles County,Illinois,17,029,506.0
Cook County,Illinois,17,031,67537.0
Crawford County,Illinois,17,033,72.0
Cumberland County,Illinois,17,035,40.0
DeKalb County,Illinois,17,037,1504.0
De Witt County,Illinois,17,039,82.0
Douglas County,Illinois,17,041,132.0
DuPage County,Illinois,17,043,8172.0
Edgar County,Illinois,17,045,121.0
Edwards County,Illinois,17,047,67.0
Effingham County,Illinois,17,049,273.0
Fayette County,Illinois,17,051,124.0
Ford County,Illinois,17,053,186.0
Franklin County,Illinois,17,055,239.0
Fulton County,Illinois,17,057,278.0
Gallatin County,Illinois,17,059,53.0
Greene County,Illinois,17,061,129.0
Grundy County,Illinois,17,063,197.0
Hamilton County,Illinois,17,065,33.0
Hancock County,Illinois,17,067,135.0
Hardin County,Illinois,17,069,24.0
Henderson County,Illinois,17,071,49.0
Henry County,Illinois,17,073,250.0
Iroquois County,Illinois,17,075,181.0
Jackson County,Illinois,17,077,888.0
Jasper County,Illinois,17,079,43.0
Jefferson County,Illinois,17,081,407.0
Jersey County,Illinois,17,083,189.0
Jo Daviess County,Illinois,17,085,130.0
Johnson County,Illinois,17,087,20.0
Kane County,Illinois,17,089,4135.0
Kankakee County,Illinois,17,091,967.0
Kendall County,Illinois,17,093,643.0
Knox County,Illinois,17,095,671.0
Lake County,Illinois,17,097,6438.0
LaSalle County,Illinois,17,099,905.0
Lawrence County,Illinois,17,101,141.0
Lee County,Illinois,17,103,180.0
Livingston County,Illinois,17,105,219.0
Logan County,Illinois,17,107,207.0
McDonough County,Illinois,17,109,183.0
McHenry County,Illinois,17,111,1946.0
McLean County,Illinois,17,113,1290.0
Macon County,Illinois,17,115,1117.0
Macoupin County,Illinois,17,117,294.0
Madison County,Illinois,17,119,2503.0
Marion County,Illinois,17,121,273.0
Marshall County,Illinois,17,123,51.0
Mason County,Illinois,17,125,91.0
Massac County,Illinois,17,127,171.0
Menard County,Illinois,17,129,78.0
Mercer County,Illinois,17,131,99.0
Monroe County,Illinois,17,133,232.0
Montgomery County,Illinois,17,135,198.0
Morgan County,Illinois,17,137,329.0
Moultrie County,Illinois,17,139,87.0
Ogle County,Illinois,17,141,437.0
Peoria County,Illinois,17,143,2085.0
Perry County,Illinois,17,145,111.0
Piatt County,Illinois,17,147,116.0
Pike County,Illinois,17,149,120.0
Pope County,Illinois,17,151,22.0
Pulaski County,Illinois,17,153,38.0
Putnam County,Illinois,17,155,20.0
Randolph County,Illinois,17,157,162.0
Richland County,Illinois,17,159,126.0
Rock Island County,Illinois,17,161,1515.0
Saint Clair County,Illinois,17,163,3134.0
Saline County,Illinois,17,165,211.0
Sangamon County,Illinois,17,167,1746.0
Schuyler County,Illinois,17,169,72.0
Scott County,Illinois,17,171,4.0
Shelby County,Illinois,17,173,177.0
Stark County,Illinois,17,175,13.0
Stephenson County,Illinois,17,177,785.0
Tazewell County,Illinois,17,179,1087.0
Union County,Illinois,17,181,62.0
Vermilion County,Illinois,17,183,777.0
Wabash County,Illinois,17,185,82.0
Warren County,Illinois,17,187,163.0
Washington County,Illinois,17,189,88.0
Wayne County,Illinois,17,191,139.0
White County,Illinois,17,193,75.0
Whiteside County,Illinois,17,195,560.0
Will County,Illinois,17,197,4046.0
Williamson County,Illinois,17,199,622.0
Winnebago County,Illinois,17,201,2813.0
Woodford County,Illinois,17,203,128.0
Adams County,Indiana,18,001,130.0
Allen County,Indiana,18,003,3639.0
Bartholomew County,Indiana,18,005,702.0
Benton County,Indiana,18,007,78.0
Blackford County,Indiana,18,009,180.0
Boone County,Indiana,18,011,447.0
Brown County,Indiana,18,013,97.0
Carroll County,Indiana,18,015,139.0
Cass County,Indiana,18,017,234.0
Clark County,Indiana,18,019,1170.0
Clay County,Indiana,18,021,115.0
Clinton County,Indiana,18,023,306.0
Crawford County,Indiana,18,025,38.0
Daviess County,Indiana,18,027,145.0
Dearborn County,Indiana,18,029,385.0
Decatur County,Indiana,18,031,279.0
DeKalb County,Indiana,18,033,295.0
Delaware County,Indiana,18,035,1031.0
Dubois County,Indiana,18,037,364.0
Elkhart County,Indiana,18,039,1538.0
Fayette County,Indiana,18,041,295.0
Floyd County,Indiana,18,043,686.0
Fountain County,Indiana,18,045,204.0
Franklin County,Indiana,18,047,231.0
Fulton County,Indiana,18,049,185.0
Gibson County,Indiana,18,051,251.0
Grant County,Indiana,18,053,876.0
Greene County,Indiana,18,055,191.0
Hamilton County,Indiana,18,057,2344.0
Hancock County,Indiana,18,059,372.0
Harrison County,Indiana,18,061,156.0
