County,State,mean_life_expectancy,State_FIPS,County_FIPS,median_gross_rent
San Luis Obispo County,California,81.2878144166655,06,079,1257.0
San Mateo County,California,84.0123323762231,06,081,1830.0
Santa Barbara County,California,81.6454722199999,06,083,1423.0
Santa Clara County,California,83.9160943086229,06,085,1813.0
Santa Cruz County,California,81.9961564120804,06,087,1482.0
Shasta County,California,75.8154731112947,06,089,945.0
Sierra County,California,78.6673415441736,06,091,961.0
Siskiyou County,California,76.2815852028519,06,093,828.0
Solano County,California,79.6679789808252,06,095,1337.0
Sonoma County,California,81.4949042107213,06,097,1380.0
Stanislaus County,California,77.7558204850156,06,099,1005.0
Sutter County,California,78.425992865714,06,101,941.0
Tehama County,California,77.156038711692,06,103,781.0
Trinity County,California,76.476377604325,06,105,750.0
Tulare County,California,78.0600422756,06,107,847.0
Tuolumne County,California,78.5207303713631,06,109,936.0
Ventura County,California,81.8451328376878,06,111,1572.0
Yolo County,California,80.902034743803,06,113,1147.0
Yuba County,California,75.7450257040619,06,115,918.0
Alamosa County,Colorado,75.771887610673,08,003,634.0
Archuleta County,Colorado,81.6414378243916,08,007,883.0
Baca County,Colorado,76.9965655550903,08,009,530.0
Bent County,Colorado,75.7641542661414,08,011,639.0
Chaffee County,Colorado,81.2002092122488,08,015,847.0
Cheyenne County,Colorado,78.8841561398334,08,017,625.0
Clear Creek County,Colorado,82.2134532225974,08,019,808.0
Conejos County,Colorado,76.3307341255663,08,021,526.0
Costilla County,Colorado,76.7769601558707,08,023,552.0
Crowley County,Colorado,77.1719431023493,08,025,659.0
Custer County,Colorado,81.0944165093847,08,027,725.0
Delta County,Colorado,77.9358229078402,08,029,818.0
Dolores County,Colorado,79.3628695960052,08,033,693.0
Douglas County,Colorado,83.4601212130212,08,035,1459.0
Eagle County,Colorado,88.2928566275646,08,037,1284.0
Elbert County,Colorado,81.4849215372713,08,039,1202.0
El Paso County,Colorado,78.9786695180627,08,041,1012.0
Fremont County,Colorado,77.137998463904,08,043,741.0
Garfield County,Colorado,80.5212296945579,08,045,1135.0
Gilpin County,Colorado,81.1262138403668,08,047,1058.0
Grand County,Colorado,83.5860252464151,08,049,987.0
Gunnison County,Colorado,82.632977713167,08,051,882.0
Huerfano County,Colorado,75.6325634414296,08,055,594.0
Jackson County,Colorado,79.6337211914158,08,057,704.0
Kiowa County,Colorado,77.5284594449532,08,061,589.0
Kit Carson County,Colorado,79.2319755865927,08,063,760.0
Lake County,Colorado,81.4714622277775,08,065,844.0
La Plata County,Colorado,81.6596562998791,08,067,1021.0
Larimer County,Colorado,81.5083109395379,08,069,1077.0
Las Animas County,Colorado,76.3309843460437,08,071,691.0
Lincoln County,Colorado,78.6842812775749,08,073,744.0
Logan County,Colorado,79.2200596051251,08,075,700.0
Mesa County,Colorado,78.3937721412894,08,077,875.0
Moffat County,Colorado,78.1221748148496,08,081,726.0
Montezuma County,Colorado,77.1367714339189,08,083,745.0
Montrose County,Colorado,79.2461641337684,08,085,797.0
Morgan County,Colorado,78.13439908772,08,087,723.0
Otero County,Colorado,75.1401575306602,08,089,653.0
Ouray County,Colorado,84.0203909090915,08,091,1088.0
Park County,Colorado,82.7078121177392,08,093,1190.0
Phillips County,Colorado,80.0902373229648,08,095,619.0
Pitkin County,Colorado,90.470655000783,08,097,1312.0
Prowers County,Colorado,76.7338690354723,08,099,633.0
Pueblo County,Colorado,76.4534159713537,08,101,783.0
Rio Blanco County,Colorado,78.8510030730045,08,103,762.0
Rio Grande County,Colorado,76.7006333576077,08,105,582.0
Routt County,Colorado,83.0859439169025,08,107,1150.0
Saguache County,Colorado,79.549357835051,08,109,639.0
San Miguel County,Colorado,85.8934808652553,08,113,1144.0
Sedgwick County,Colorado,77.6908466567926,08,115,579.0
Summit County,Colorado,90.7599342440293,08,117,1263.0
Teller County,Colorado,80.4060865096973,08,119,1033.0
Washington County,Colorado,79.5359214085342,08,121,624.0
Yuma County,Colorado,78.8699502657181,08,125,630.0
Adams County,Colorado,80.2432338592034,08,001,1098.0
Arapahoe County,Colorado,80.2432338592034,08,005,1142.0
Boulder County,Colorado,80.2432338592034,08,013,1236.0
Broomfield County,Colorado,80.2432338592034,08,014,1417.0
Denver County,Colorado,80.2432338592034,08,031,1035.0
Jefferson County,Colorado,80.2432338592034,08,059,1118.0
Weld County,Colorado,80.2432338592034,08,123,926.0
Fairfield County,Connecticut,82.5933818002003,09,001,1385.0
Hartford County,Connecticut,80.2119442590321,09,003,1016.0
Litchfield County,Connecticut,80.4021916136219,09,005,967.0
Middlesex County,Connecticut,81.0821212220154,09,007,1101.0
New Haven County,Connecticut,80.061944421033,09,009,1075.0
New London County,Connecticut,79.9198566902699,09,011,1039.0
Tolland County,Connecticut,81.718649046245,09,013,1061.0
Windham County,Connecticut,78.8145339848324,09,015,852.0
Kent County,Delaware,77.2142387207649,10,001,1006.0
New Castle County,Delaware,78.329504469616,10,003,1064.0
Sussex County,Delaware,78.511223894838,10,005,968.0
Alachua County,Florida,78.4485792222787,12,001,885.0
Baker County,Florida,75.0098994703056,12,003,695.0
Bay County,Florida,75.8233176738751,12,005,943.0
Bradford County,Florida,75.281591103258,12,007,734.0
Brevard County,Florida,77.4763904243823,12,009,936.0
Broward County,Florida,80.38591179557,12,011,1226.0
Calhoun County,Florida,74.8724377962822,12,013,652.0
Charlotte County,Florida,80.0342861683159,12,015,905.0
Citrus County,Florida,75.4513819875713,12,017,775.0
Clay County,Florida,77.2720166250971,12,019,1028.0
Collier County,Florida,84.5508843732645,12,021,1125.0
Columbia County,Florida,74.9065889001892,12,023,781.0
Miami-Dade County,Florida,80.9623762730876,12,086,1143.0
DeSoto County,Florida,79.2280677265237,12,027,666.0
Dixie County,Florida,74.6214509730913,12,029,644.0
Duval County,Florida,75.8624927005273,12,031,962.0
Escambia County,Florida,75.113067006593,12,033,901.0
Flagler County,Florida,78.902559028605,12,035,1079.0
Franklin County,Florida,75.9324842435541,12,037,723.0
Gadsden County,Florida,75.3613788068946,12,039,693.0
Gilchrist County,Florida,76.6292374244165,12,041,624.0
Glades County,Florida,80.4808894980128,12,043,710.0
Gulf County,Florida,76.1199507239587,12,045,836.0
Hamilton County,Florida,75.3710930703004,12,047,571.0
Hardee County,Florida,78.4028121656282,12,049,645.0
Hendry County,Florida,77.1586211178051,12,051,692.0
Hernando County,Florida,76.698885399624,12,053,904.0
Highlands County,Florida,78.4630943919612,12,055,731.0
Hillsborough County,Florida,78.6239373423411,12,057,992.0
Holmes County,Florida,73.5174425326516,12,059,656.0
Indian River County,Florida,80.0878689742647,12,061,881.0
Jackson County,Florida,74.7530884871818,12,063,624.0
Jefferson County,Florida,76.8534552788289,12,065,823.0
Lafayette County,Florida,76.6907511322574,12,067,675.0
Lake County,Florida,78.590205121082,12,069,956.0
Lee County,Florida,81.4778140042049,12,071,984.0
Leon County,Florida,79.1669529782412,12,073,941.0
Levy County,Florida,74.6523472464417,12,075,651.0
Liberty County,Florida,75.8738053602364,12,077,574.0
Madison County,Florida,74.8453783699189,12,079,650.0
Manatee County,Florida,80.2599669690005,12,081,993.0
Marion County,Florida,76.1771704219972,12,083,819.0
Martin County,Florida,81.2904164027968,12,085,996.0
Monroe County,Florida,79.7025052428046,12,087,1466.0
Nassau County,Florida,77.4137857800555,12,089,1050.0
Okaloosa County,Florida,77.5272617741847,12,091,1035.0
Okeechobee County,Florida,76.0526843058407,12,093,700.0
Orange County,Florida,79.6229938205538,12,095,1064.0
Osceola County,Florida,79.1287941677334,12,097,1074.0
Palm Beach County,Florida,81.5435098991609,12,099,1206.0
Pasco County,Florida,77.1762844629969,12,101,946.0
Pinellas County,Florida,78.395681342823,12,103,967.0
Polk County,Florida,77.8620845497436,12,105,883.0
Putnam County,Florida,74.090780438707,12,107,672.0
Saint Johns County,Florida,80.7873785548533,12,109,1150.0
Saint Lucie County,Florida,79.3208079937143,12,111,1024.0
Santa Rosa County,Florida,77.4755310649387,12,113,1033.0
Sarasota County,Florida,81.0536216072404,12,115,1064.0
Seminole County,Florida,80.0229363433933,12,117,1105.0
Sumter County,Florida,80.6805603758586,12,119,808.0
Suwannee County,Florida,75.2518438739817,12,121,648.0
Taylor County,Florida,75.0117232413597,12,123,576.0
Union County,Florida,68.1022321435241,12,125,588.0
Volusia County,Florida,76.5873174711124,12,127,931.0
Wakulla County,Florida,76.4257876549123,12,129,818.0
Walton County,Florida,77.5629641542452,12,131,950.0
Washington County,Florida,73.1869831493123,12,133,687.0
Appling County,Georgia,74.1433448346722,13,001,514.0
Atkinson County,Georgia,73.4957386486268,13,003,480.0
Bacon County,Georgia,72.7359964465048,13,005,551.0
Baker County,Georgia,77.1856340859936,13,007,438.0
Baldwin County,Georgia,76.09619616506,13,009,687.0
Banks County,Georgia,76.5450676909754,13,011,674.0
Barrow County,Georgia,76.411888155461,13,013,928.0
Bartow County,Georgia,76.1722834809012,13,015,842.0
Ben Hill County,Georgia,73.1598816340588,13,017,606.0
Berrien County,Georgia,74.6754529151076,13,019,580.0
Bibb County,Georgia,73.6322262198595,13,021,743.0
Bleckley County,Georgia,75.6717690416959,13,023,571.0
Brantley County,Georgia,74.2546400533743,13,025,542.0
Brooks County,Georgia,74.8172682959812,13,027,615.0
Bryan County,Georgia,76.1180906074149,13,029,1088.0
Bulloch County,Georgia,76.9215839131574,13,031,757.0
Burke County,Georgia,73.6021263366518,13,033,541.0
Butts County,Georgia,73.8736433128169,13,035,763.0
Calhoun County,Georgia,74.7431979128518,13,037,558.0
Camden County,Georgia,77.7910556071849,13,039,933.0
Candler County,Georgia,73.5173794672618,13,043,581.0
Carroll County,Georgia,75.1905636320048,13,045,796.0
Catoosa County,Georgia,77.6873163555651,13,047,757.0
Charlton County,Georgia,76.4126485763899,13,049,578.0
Chatham County,Georgia,77.495475731078,13,051,963.0
Chattahoochee County,Georgia,77.0407510773315,13,053,1272.0
Chattooga County,Georgia,73.4795878806539,13,055,607.0
Cherokee County,Georgia,79.8919212910128,13,057,1061.0
Clarke County,Georgia,78.5390655519176,13,059,800.0
Clay County,Georgia,74.0565024724032,13,061,413.0
Clayton County,Georgia,76.5867255823059,13,063,896.0
Clinch County,Georgia,72.5941347103603,13,065,456.0
Cobb County,Georgia,80.1632391745068,13,067,1046.0
Coffee County,Georgia,74.6415935021983,13,069,550.0
Colquitt County,Georgia,74.2395419909798,13,071,595.0
Columbia County,Georgia,79.9446528000494,13,073,1094.0
Cook County,Georgia,74.3816861362536,13,075,689.0
Coweta County,Georgia,78.3629639007777,13,077,957.0
Crawford County,Georgia,75.7700017855094,13,079,685.0
Crisp County,Georgia,74.8754728821352,13,081,627.0
Dade County,Georgia,74.9169898375515,13,083,681.0
Dawson County,Georgia,77.8404809399285,13,085,938.0
Decatur County,Georgia,73.7947102183909,13,087,605.0
DeKalb County,Georgia,79.6424407722431,13,089,1018.0
Dodge County,Georgia,75.2439111309318,13,091,561.0
Dooly County,Georgia,78.4687087657377,13,093,521.0
Dougherty County,Georgia,74.5138416570881,13,095,692.0
Douglas County,Georgia,77.3715511881552,13,097,977.0
Early County,Georgia,73.1140819945057,13,099,605.0
Echols County,Georgia,77.1261008355718,13,101,669.0
Effingham County,Georgia,76.3761584292673,13,103,930.0
Elbert County,Georgia,74.4234738881675,13,105,616.0
Emanuel County,Georgia,72.7620593157699,13,107,576.0
Evans County,Georgia,74.8433020894414,13,109,628.0
Fannin County,Georgia,76.9911635316195,13,111,770.0
Fayette County,Georgia,80.7588889119797,13,113,1138.0
Floyd County,Georgia,75.2562231958774,13,115,685.0
Forsyth County,Georgia,81.64720509527,13,117,1190.0
Franklin County,Georgia,73.9914157726118,13,119,597.0
Fulton County,Georgia,78.7678526769602,13,121,1037.0
Gilmer County,Georgia,78.110295381191,13,123,700.0
Glascock County,Georgia,73.5591151643724,13,125,476.0
Glynn County,Georgia,77.1042251846537,13,127,832.0
Gordon County,Georgia,75.5399076199864,13,129,660.0
Grady County,Georgia,75.6781613975346,13,131,739.0
Greene County,Georgia,77.6535983104785,13,133,654.0
Gwinnett County,Georgia,80.5977995974354,13,135,1085.0
Habersham County,Georgia,77.41930695738,13,137,691.0
Hall County,Georgia,78.8501578196255,13,139,871.0
Hancock County,Georgia,75.5511526228516,13,141,637.0
Haralson County,Georgia,73.2548609996383,13,143,674.0
Harris County,Georgia,79.3637275024378,13,145,872.0
Hart County,Georgia,76.8943495410448,13,147,599.0
Heard County,Georgia,74.7359238306926,13,149,747.0
Henry County,Georgia,77.2246725220502,13,151,1081.0
Houston County,Georgia,77.4957791397741,13,153,866.0
Irwin County,Georgia,74.9700522755473,13,155,471.0
Jackson County,Georgia,76.154219538743,13,157,770.0
Jasper County,Georgia,75.9077043960719,13,159,796.0
Jeff Davis County,Georgia,73.27850301101,13,161,508.0
Jefferson County,Georgia,72.677315464956,13,163,536.0
Jenkins County,Georgia,73.4881821924482,13,165,505.0
Johnson County,Georgia,76.1256460094423,13,167,494.0
Jones County,Georgia,77.9077041501382,13,169,828.0
Lamar County,Georgia,74.5163705283169,13,171,652.0
Lanier County,Georgia,75.3402613596848,13,173,617.0
Laurens County,Georgia,74.6099464490999,13,175,577.0
Lee County,Georgia,76.7932149732719,13,177,865.0
Liberty County,Georgia,76.4775650868514,13,179,993.0
Lincoln County,Georgia,76.1576916943944,13,181,626.0
Long County,Georgia,78.3681666188566,13,183,726.0
Lowndes County,Georgia,75.995529913625,13,185,756.0
Lumpkin County,Georgia,77.6218085990866,13,187,853.0
McDuffie County,Georgia,73.8513564466333,13,189,616.0
McIntosh County,Georgia,79.7602966419833,13,191,717.0
Macon County,Georgia,73.8433801513223,13,193,566.0
Madison County,Georgia,75.8660518401721,13,195,713.0
Marion County,Georgia,76.3753888559576,13,197,521.0
Meriwether County,Georgia,74.4599480502971,13,199,725.0
Miller County,Georgia,73.539483539702,13,201,621.0
Mitchell County,Georgia,74.2252815852118,13,205,579.0
Monroe County,Georgia,77.4615928697148,13,207,734.0
Montgomery County,Georgia,75.1047075175106,13,209,533.0
Morgan County,Georgia,77.4326850024947,13,211,837.0
Murray County,Georgia,74.8101618892847,13,213,639.0
Muscogee County,Georgia,74.2199476837889,13,215,844.0
Newton County,Georgia,76.0155551337021,13,217,894.0
Oconee County,Georgia,80.90554970106,13,219,909.0
Oglethorpe County,Georgia,77.8050173797246,13,221,732.0
Paulding County,Georgia,78.4895950797659,13,223,1036.0
Peach County,Georgia,73.7980458639214,13,225,692.0
Pickens County,Georgia,77.1138210119651,13,227,853.0
Pierce County,Georgia,74.4889636156105,13,229,586.0
Pike County,Georgia,75.5700513081301,13,231,777.0
Polk County,Georgia,73.3539926871238,13,233,671.0
Pulaski County,Georgia,77.5360379042965,13,235,650.0
Putnam County,Georgia,77.3546977694882,13,237,678.0
Quitman County,Georgia,75.2221673212216,13,239,676.0
Rabun County,Georgia,77.1527603986146,13,241,678.0
Randolph County,Georgia,75.426296165832,13,243,588.0
Richmond County,Georgia,73.8653991245777,13,245,794.0
Rockdale County,Georgia,77.7038819561169,13,247,922.0
Schley County,Georgia,77.1063445326143,13,249,659.0
Screven County,Georgia,74.4653823162502,13,251,591.0
Seminole County,Georgia,73.7255189590861,13,253,681.0
Spalding County,Georgia,74.2485252754827,13,255,804.0
Stephens County,Georgia,73.3793014301216,13,257,585.0
Stewart County,Georgia,74.0889879344936,13,259,482.0
