County,State,mean_life_expectancy,State_FIPS,County_FIPS,less_than_9th_grade_percentage
Lincoln County,Colorado,78.3588326706885,08,073,2.3
Logan County,Colorado,79.6749551479201,08,075,4.1
Mesa County,Colorado,78.6479463380801,08,077,2.6
Moffat County,Colorado,78.6065465646204,08,081,2.7
Montezuma County,Colorado,77.6362624458917,08,083,2.7
Montrose County,Colorado,79.6282118450066,08,085,4.7
Morgan County,Colorado,78.3683962833378,08,087,11.2
Otero County,Colorado,75.2461381669673,08,089,5.2
Ouray County,Colorado,84.4945402093033,08,091,0.0
Park County,Colorado,83.1413359768179,08,093,0.5
Phillips County,Colorado,80.83770234646,08,095,4.9
Pitkin County,Colorado,91.9533771503941,08,097,2.1
Prowers County,Colorado,77.0828492749894,08,099,9.9
Pueblo County,Colorado,76.4359209535187,08,101,3.1
Rio Blanco County,Colorado,78.9294619320974,08,103,1.8
Rio Grande County,Colorado,76.9744549124682,08,105,6.0
Routt County,Colorado,83.7251626952226,08,107,1.3
Saguache County,Colorado,79.7395365629359,08,109,9.9
San Miguel County,Colorado,86.8405002420409,08,113,0.8
Sedgwick County,Colorado,78.0042385836866,08,115,4.2
Summit County,Colorado,92.2538583558184,08,117,3.7
Teller County,Colorado,80.8594227143916,08,119,0.4
Washington County,Colorado,79.579162477447,08,121,2.2
Yuma County,Colorado,79.1819910265769,08,125,6.5
Adams County,Colorado,80.7776770732522,08,001,7.3
Arapahoe County,Colorado,80.7776770732522,08,005,3.2
Boulder County,Colorado,80.7776770732522,08,013,2.0
Broomfield County,Colorado,80.7776770732522,08,014,1.0
Denver County,Colorado,80.7776770732522,08,031,5.8
Jefferson County,Colorado,80.7776770732522,08,059,1.7
Weld County,Colorado,80.7776770732522,08,123,5.3
Fairfield County,Connecticut,83.06367075044,09,001,5.3
Hartford County,Connecticut,80.3245705571959,09,003,4.4
Litchfield County,Connecticut,80.4782806087235,09,005,2.5
Middlesex County,Connecticut,81.2555672072746,09,007,2.0
New Haven County,Connecticut,80.238661322463,09,009,4.0
New London County,Connecticut,80.0120060973127,09,011,2.5
Tolland County,Connecticut,81.8506213159263,09,013,1.6
Windham County,Connecticut,78.8137553417168,09,015,3.4
Kent County,Delaware,77.3566080866732,10,001,4.5
New Castle County,Delaware,78.4233453623627,10,003,3.0
Sussex County,Delaware,78.7243267092783,10,005,4.1
Alachua County,Florida,78.4340931262536,12,001,2.8
Baker County,Florida,75.128460017376,12,003,3.7
Bay County,Florida,75.8516440862453,12,005,2.7
Bradford County,Florida,74.9471636217274,12,007,6.1
Brevard County,Florida,77.1535095933838,12,009,2.2
Broward County,Florida,80.6456883184715,12,011,4.9
Calhoun County,Florida,74.745562315166,12,013,6.8
Charlotte County,Florida,80.2028826550715,12,015,2.6
Citrus County,Florida,75.2265593412728,12,017,3.0
Clay County,Florida,77.3186239719444,12,019,2.4
Collier County,Florida,85.3006274853414,12,021,6.8
Columbia County,Florida,75.0076209421469,12,023,4.2
Miami-Dade County,Florida,81.2133398870448,12,086,9.8
DeSoto County,Florida,79.353923606622,12,027,13.7
Dixie County,Florida,74.5628919091959,12,029,9.3
Duval County,Florida,75.6810672794633,12,031,3.0
Escambia County,Florida,74.8858720184732,12,033,2.6
Flagler County,Florida,78.8047744405017,12,035,2.2
Franklin County,Florida,76.2443544791436,12,037,7.2
Gadsden County,Florida,75.4408844419078,12,039,5.9
Gilchrist County,Florida,76.8041546429204,12,041,5.4
Glades County,Florida,80.4422155675543,12,043,12.3
Gulf County,Florida,76.6890535995694,12,045,4.5
Hamilton County,Florida,75.1405417872033,12,047,9.0
Hardee County,Florida,78.3664151371352,12,049,12.2
Hendry County,Florida,77.1024946420314,12,051,18.8
Hernando County,Florida,76.4707870919015,12,053,3.6
Highlands County,Florida,78.4611947135149,12,055,5.4
Hillsborough County,Florida,78.9068329546551,12,057,4.8
Holmes County,Florida,72.8524921555009,12,059,4.6
Indian River County,Florida,80.0866066846368,12,061,3.5
Jackson County,Florida,74.3833609589623,12,063,4.6
Jefferson County,Florida,77.0612988493261,12,065,5.1
Lafayette County,Florida,77.1306853774472,12,067,9.1
Lake County,Florida,78.231313487883,12,069,3.1
Lee County,Florida,81.8202975262275,12,071,5.0
Leon County,Florida,79.1165379077494,12,073,2.1
Levy County,Florida,74.8204356383303,12,075,3.8
Liberty County,Florida,75.7841247471328,12,077,5.1
Madison County,Florida,75.0209773080767,12,079,4.9
Manatee County,Florida,80.5582354410051,12,081,3.9
Marion County,Florida,75.8588184778582,12,083,3.5
Martin County,Florida,81.5458024946645,12,085,3.4
Monroe County,Florida,80.0453706124074,12,087,4.2
Nassau County,Florida,77.3506959508971,12,089,2.9
Okaloosa County,Florida,77.4527229824993,12,091,2.3
Okeechobee County,Florida,76.0476015281269,12,093,9.6
Orange County,Florida,79.8001708637047,12,095,4.5
Osceola County,Florida,78.8994587406866,12,097,5.0
Palm Beach County,Florida,81.5903769096319,12,099,5.8
Pasco County,Florida,77.2485204856939,12,101,3.1
Pinellas County,Florida,78.586674870322,12,103,2.8
Polk County,Florida,77.8084507732582,12,105,6.0
Putnam County,Florida,73.8294207855765,12,107,5.8
Saint Johns County,Florida,80.8265760794815,12,109,1.7
Saint Lucie County,Florida,79.5825368083965,12,111,5.5
Santa Rosa County,Florida,77.2818335841508,12,113,2.2
Sarasota County,Florida,81.1962314153777,12,115,2.3
Seminole County,Florida,79.9067588033048,12,117,1.9
Sumter County,Florida,80.6404891289786,12,119,2.2
Suwannee County,Florida,75.5232667907986,12,121,5.4
Taylor County,Florida,74.640605259606,12,123,5.1
Union County,Florida,67.7776529585801,12,125,4.3
Volusia County,Florida,76.2744848258596,12,127,2.7
Wakulla County,Florida,76.390708716639,12,129,2.8
Walton County,Florida,77.7803937214357,12,131,2.8
Washington County,Florida,72.6685066903205,12,133,5.6
Appling County,Georgia,74.1299840083705,13,001,8.7
Atkinson County,Georgia,73.6106428460459,13,003,16.7
Bacon County,Georgia,72.7153851629149,13,005,4.3
Baker County,Georgia,77.2265523808269,13,007,5.9
Baldwin County,Georgia,75.958726877356,13,009,3.8
Banks County,Georgia,76.7747953820731,13,011,7.1
Barrow County,Georgia,76.8906956716554,13,013,5.3
Bartow County,Georgia,76.6574000836464,13,015,5.2
Ben Hill County,Georgia,73.1077252518848,13,017,4.9
Berrien County,Georgia,74.4030446681557,13,019,5.8
Bibb County,Georgia,74.0479230862072,13,021,3.9
Bleckley County,Georgia,76.0332417443827,13,023,5.9
Brantley County,Georgia,74.6044083049542,13,025,5.2
Brooks County,Georgia,74.901508755282,13,027,5.7
Bryan County,Georgia,76.2530588035402,13,029,3.2
Bulloch County,Georgia,77.2098952039386,13,031,3.3
Burke County,Georgia,73.9960548058811,13,033,6.0
Butts County,Georgia,74.1990085559535,13,035,3.3
Calhoun County,Georgia,74.4427083560295,13,037,8.0
Camden County,Georgia,78.2590427705682,13,039,1.9
Candler County,Georgia,73.7650410440072,13,043,7.4
Carroll County,Georgia,75.5638951544728,13,045,4.9
Catoosa County,Georgia,77.9344541792589,13,047,3.1
Charlton County,Georgia,76.4868454884365,13,049,11.5
Chatham County,Georgia,77.8888660442048,13,051,2.8
Chattahoochee County,Georgia,77.4040253799594,13,053,2.2
Chattooga County,Georgia,73.6686753247581,13,055,10.2
Cherokee County,Georgia,80.2625671216918,13,057,3.0
Clarke County,Georgia,79.0362591976606,13,059,4.5
Clay County,Georgia,73.8111217920828,13,061,6.2
Clayton County,Georgia,76.8990515639018,13,063,6.2
Clinch County,Georgia,72.551746901677,13,065,8.6
Cobb County,Georgia,80.6407684417505,13,067,4.1
Coffee County,Georgia,74.5050115025747,13,069,7.9
Colquitt County,Georgia,74.1561281823738,13,071,8.5
Columbia County,Georgia,80.3603128042985,13,073,2.4
Cook County,Georgia,74.5026987480474,13,075,5.4
Coweta County,Georgia,78.8038123093466,13,077,3.3
Crawford County,Georgia,75.6724806214399,13,079,5.4
Crisp County,Georgia,74.7220937268816,13,081,5.9
Dade County,Georgia,75.3114701564565,13,083,6.3
Dawson County,Georgia,78.3033662471657,13,085,3.5
Decatur County,Georgia,73.6601562217573,13,087,6.7
DeKalb County,Georgia,80.4448353783483,13,089,4.6
Dodge County,Georgia,75.5468666139455,13,091,3.4
Dooly County,Georgia,78.5020483004188,13,093,7.2
Dougherty County,Georgia,74.3390713154805,13,095,4.9
Douglas County,Georgia,77.8467664649048,13,097,3.9
Early County,Georgia,73.5795568978364,13,099,5.8
Echols County,Georgia,77.4904865671423,13,101,10.6
Effingham County,Georgia,76.7115741558666,13,103,3.7
Elbert County,Georgia,74.483630029281,13,105,6.2
Emanuel County,Georgia,72.8820410119048,13,107,8.2
Evans County,Georgia,75.2129516041769,13,109,10.2
Fannin County,Georgia,77.7982430579873,13,111,4.4
Fayette County,Georgia,81.1591964534197,13,113,1.4
Floyd County,Georgia,75.3084423705215,13,115,6.9
Forsyth County,Georgia,82.1629515233153,13,117,3.2
Franklin County,Georgia,74.074368213478,13,119,5.1
Fulton County,Georgia,79.6229445774038,13,121,2.4
Gilmer County,Georgia,78.3697821362563,13,123,7.6
Glascock County,Georgia,73.556073913624,13,125,8.4
Glynn County,Georgia,77.6513857604345,13,127,3.2
Gordon County,Georgia,75.7777192557876,13,129,8.5
Grady County,Georgia,75.6745096058627,13,131,7.4
Greene County,Georgia,78.4712900431319,13,133,5.8
Gwinnett County,Georgia,81.0167761555968,13,135,6.3
Habersham County,Georgia,77.4525536461943,13,137,8.7
Hall County,Georgia,79.2450646509743,13,139,10.9
Hancock County,Georgia,75.381368510092,13,141,7.1
Haralson County,Georgia,73.5774524409532,13,143,6.0
Harris County,Georgia,79.5625776557608,13,145,2.1
Hart County,Georgia,77.164437570065,13,147,5.0
Heard County,Georgia,75.0756227800294,13,149,5.8
Henry County,Georgia,77.5779659535645,13,151,2.7
Houston County,Georgia,77.5879454126882,13,153,2.7
Irwin County,Georgia,75.0602816749064,13,155,3.3
Jackson County,Georgia,76.6407832284404,13,157,5.5
Jasper County,Georgia,76.1353765239125,13,159,6.2
Jeff Davis County,Georgia,73.5009861495751,13,161,4.6
Jefferson County,Georgia,72.6459562949125,13,163,9.2
Jenkins County,Georgia,73.4732476527202,13,165,4.2
Johnson County,Georgia,76.1942124683175,13,167,7.6
Jones County,Georgia,78.0617806492275,13,169,3.2
Lamar County,Georgia,74.9593700097731,13,171,2.3
Lanier County,Georgia,75.6935233496723,13,173,7.0
Laurens County,Georgia,74.6579676717434,13,175,4.1
Lee County,Georgia,76.7743295827364,13,177,1.4
Liberty County,Georgia,76.4874651261938,13,179,2.8
Lincoln County,Georgia,76.5255941801173,13,181,5.4
Long County,Georgia,79.0586846862287,13,183,3.9
Lowndes County,Georgia,76.1271047440151,13,185,3.4
Lumpkin County,Georgia,77.9066523957369,13,187,3.2
McDuffie County,Georgia,74.0298601677061,13,189,4.2
McIntosh County,Georgia,80.4104185456372,13,191,0.9
Macon County,Georgia,73.7464509823897,13,193,7.5
Madison County,Georgia,76.2644253282229,13,195,5.9
Marion County,Georgia,76.5979928578085,13,197,5.9
Meriwether County,Georgia,74.8212349638533,13,199,5.4
Miller County,Georgia,73.123478698754,13,201,3.7
Mitchell County,Georgia,73.9757811247242,13,205,5.7
Monroe County,Georgia,78.2585017790917,13,207,3.6
Montgomery County,Georgia,75.1853790614533,13,209,5.2
Morgan County,Georgia,77.8007938168183,13,211,3.6
Murray County,Georgia,75.1219487694679,13,213,11.3
Muscogee County,Georgia,74.2296849653059,13,215,3.6
Newton County,Georgia,76.4384532126195,13,217,3.8
Oconee County,Georgia,81.4613369282058,13,219,1.4
Oglethorpe County,Georgia,77.9479609720703,13,221,6.1
Paulding County,Georgia,78.9241895570538,13,223,2.7
Peach County,Georgia,73.8047058848866,13,225,6.1
Pickens County,Georgia,77.3860957156484,13,227,4.7
Pierce County,Georgia,74.4341947507242,13,229,5.4
Pike County,Georgia,75.7634647722075,13,231,3.1
Polk County,Georgia,73.5988039563983,13,233,8.4
Pulaski County,Georgia,78.2225246953724,13,235,6.3
Putnam County,Georgia,78.1286067826551,13,237,3.0
Quitman County,Georgia,76.2445068416415,13,239,8.3
Rabun County,Georgia,77.2156800094562,13,241,5.3
Randolph County,Georgia,75.0894837271813,13,243,9.1
Richmond County,Georgia,74.0629670568665,13,245,4.1
Rockdale County,Georgia,77.7222836148183,13,247,4.4
Schley County,Georgia,77.279661862851,13,249,4.0
Screven County,Georgia,74.7823602905223,13,251,4.8
Seminole County,Georgia,73.6092805430089,13,253,4.2
Spalding County,Georgia,74.6017277015724,13,255,4.4
Stephens County,Georgia,73.7753654217199,13,257,4.3
Stewart County,Georgia,74.4562707570844,13,259,12.0
Sumter County,Georgia,74.3226006260793,13,261,7.0
Talbot County,Georgia,74.7648988477763,13,263,3.6
