County,State,mean_life_expectancy,State_FIPS,County_FIPS,asian_population
New London County,Connecticut,79.9198566902699,09,011,11283.0
Tolland County,Connecticut,81.718649046245,09,013,6321.0
Windham County,Connecticut,78.8145339848324,09,015,1555.0
Kent County,Delaware,77.2142387207649,10,001,3433.0
New Castle County,Delaware,78.329504469616,10,003,28581.0
Sussex County,Delaware,78.511223894838,10,005,2414.0
Alachua County,Florida,78.4485792222787,12,001,14906.0
Baker County,Florida,75.0098994703056,12,003,178.0
Bay County,Florida,75.8233176738751,12,005,4019.0
Bradford County,Florida,75.281591103258,12,007,166.0
Brevard County,Florida,77.4763904243823,12,009,13274.0
Broward County,Florida,80.38591179557,12,011,65574.0
Calhoun County,Florida,74.8724377962822,12,013,93.0
Charlotte County,Florida,80.0342861683159,12,015,1963.0
Citrus County,Florida,75.4513819875713,12,017,2278.0
Clay County,Florida,77.2720166250971,12,019,6068.0
Collier County,Florida,84.5508843732645,12,021,4480.0
Columbia County,Florida,74.9065889001892,12,023,581.0
Miami-Dade County,Florida,80.9623762730876,12,086,42007.0
DeSoto County,Florida,79.2280677265237,12,027,81.0
Dixie County,Florida,74.6214509730913,12,029,65.0
Duval County,Florida,75.8624927005273,12,031,39702.0
Escambia County,Florida,75.113067006593,12,033,9030.0
Flagler County,Florida,78.902559028605,12,035,2424.0
Franklin County,Florida,75.9324842435541,12,037,37.0
Gadsden County,Florida,75.3613788068946,12,039,209.0
Gilchrist County,Florida,76.6292374244165,12,041,15.0
Glades County,Florida,80.4808894980128,12,043,87.0
Gulf County,Florida,76.1199507239587,12,045,93.0
Hamilton County,Florida,75.3710930703004,12,047,53.0
Hardee County,Florida,78.4028121656282,12,049,159.0
Hendry County,Florida,77.1586211178051,12,051,360.0
Hernando County,Florida,76.698885399624,12,053,1955.0
Highlands County,Florida,78.4630943919612,12,055,1452.0
Hillsborough County,Florida,78.6239373423411,12,057,50230.0
Holmes County,Florida,73.5174425326516,12,059,66.0
Indian River County,Florida,80.0878689742647,12,061,1776.0
Jackson County,Florida,74.7530884871818,12,063,338.0
Jefferson County,Florida,76.8534552788289,12,065,0.0
Lafayette County,Florida,76.6907511322574,12,067,5.0
Lake County,Florida,78.590205121082,12,069,5790.0
Lee County,Florida,81.4778140042049,12,071,10637.0
Leon County,Florida,79.1669529782412,12,073,9538.0
Levy County,Florida,74.6523472464417,12,075,158.0
Liberty County,Florida,75.8738053602364,12,077,59.0
Madison County,Florida,74.8453783699189,12,079,31.0
Manatee County,Florida,80.2599669690005,12,081,6660.0
Marion County,Florida,76.1771704219972,12,083,5037.0
Martin County,Florida,81.2904164027968,12,085,1797.0
Monroe County,Florida,79.7025052428046,12,087,872.0
Nassau County,Florida,77.4137857800555,12,089,686.0
Okaloosa County,Florida,77.5272617741847,12,091,5735.0
Okeechobee County,Florida,76.0526843058407,12,093,408.0
Orange County,Florida,79.6229938205538,12,095,64845.0
Osceola County,Florida,79.1287941677334,12,097,8209.0
Palm Beach County,Florida,81.5435098991609,12,099,35653.0
Pasco County,Florida,77.1762844629969,12,101,11622.0
Pinellas County,Florida,78.395681342823,12,103,30112.0
Polk County,Florida,77.8620845497436,12,105,10860.0
Putnam County,Florida,74.090780438707,12,107,424.0
Saint Johns County,Florida,80.7873785548533,12,109,5323.0
Saint Lucie County,Florida,79.3208079937143,12,111,5334.0
Santa Rosa County,Florida,77.4755310649387,12,113,3063.0
Sarasota County,Florida,81.0536216072404,12,115,6047.0
Seminole County,Florida,80.0229363433933,12,117,18297.0
Sumter County,Florida,80.6805603758586,12,119,397.0
Suwannee County,Florida,75.2518438739817,12,121,122.0
Taylor County,Florida,75.0117232413597,12,123,108.0
Union County,Florida,68.1022321435241,12,125,72.0
Volusia County,Florida,76.5873174711124,12,127,8753.0
Wakulla County,Florida,76.4257876549123,12,129,128.0
Walton County,Florida,77.5629641542452,12,131,737.0
Washington County,Florida,73.1869831493123,12,133,34.0
Appling County,Georgia,74.1433448346722,13,001,149.0
Atkinson County,Georgia,73.4957386486268,13,003,0.0
Bacon County,Georgia,72.7359964465048,13,005,42.0
Baker County,Georgia,77.1856340859936,13,007,27.0
Baldwin County,Georgia,76.09619616506,13,009,702.0
Banks County,Georgia,76.5450676909754,13,011,234.0
Barrow County,Georgia,76.411888155461,13,013,2558.0
Bartow County,Georgia,76.1722834809012,13,015,848.0
Ben Hill County,Georgia,73.1598816340588,13,017,17.0
Berrien County,Georgia,74.6754529151076,13,019,170.0
Bibb County,Georgia,73.6322262198595,13,021,2846.0
Bleckley County,Georgia,75.6717690416959,13,023,16.0
Brantley County,Georgia,74.2546400533743,13,025,232.0
Brooks County,Georgia,74.8172682959812,13,027,129.0
Bryan County,Georgia,76.1180906074149,13,029,615.0
Bulloch County,Georgia,76.9215839131574,13,031,1086.0
Burke County,Georgia,73.6021263366518,13,033,60.0
Butts County,Georgia,73.8736433128169,13,035,134.0
Calhoun County,Georgia,74.7431979128518,13,037,51.0
Camden County,Georgia,77.7910556071849,13,039,686.0
Candler County,Georgia,73.5173794672618,13,043,257.0
Carroll County,Georgia,75.1905636320048,13,045,972.0
Catoosa County,Georgia,77.6873163555651,13,047,952.0
Charlton County,Georgia,76.4126485763899,13,049,48.0
Chatham County,Georgia,77.495475731078,13,051,7270.0
Chattahoochee County,Georgia,77.0407510773315,13,053,381.0
Chattooga County,Georgia,73.4795878806539,13,055,153.0
Cherokee County,Georgia,79.8919212910128,13,057,4006.0
Clarke County,Georgia,78.5390655519176,13,059,5334.0
Clay County,Georgia,74.0565024724032,13,061,0.0
Clayton County,Georgia,76.5867255823059,13,063,14025.0
Clinch County,Georgia,72.5941347103603,13,065,37.0
Cobb County,Georgia,80.1632391745068,13,067,36668.0
Coffee County,Georgia,74.6415935021983,13,069,342.0
Colquitt County,Georgia,74.2395419909798,13,071,383.0
Columbia County,Georgia,79.9446528000494,13,073,5595.0
Cook County,Georgia,74.3816861362536,13,075,26.0
Coweta County,Georgia,78.3629639007777,13,077,2225.0
Crawford County,Georgia,75.7700017855094,13,079,97.0
Crisp County,Georgia,74.8754728821352,13,081,295.0
Dade County,Georgia,74.9169898375515,13,083,245.0
Dawson County,Georgia,77.8404809399285,13,085,81.0
Decatur County,Georgia,73.7947102183909,13,087,124.0
DeKalb County,Georgia,79.6424407722431,13,089,43017.0
Dodge County,Georgia,75.2439111309318,13,091,118.0
Dooly County,Georgia,78.4687087657377,13,093,14.0
Dougherty County,Georgia,74.5138416570881,13,095,777.0
Douglas County,Georgia,77.3715511881552,13,097,2273.0
Early County,Georgia,73.1140819945057,13,099,67.0
Echols County,Georgia,77.1261008355718,13,101,0.0
Effingham County,Georgia,76.3761584292673,13,103,510.0
Elbert County,Georgia,74.4234738881675,13,105,65.0
Emanuel County,Georgia,72.7620593157699,13,107,77.0
Evans County,Georgia,74.8433020894414,13,109,80.0
Fannin County,Georgia,76.9911635316195,13,111,148.0
Fayette County,Georgia,80.7588889119797,13,113,4745.0
Floyd County,Georgia,75.2562231958774,13,115,1319.0
Forsyth County,Georgia,81.64720509527,13,117,19123.0
Franklin County,Georgia,73.9914157726118,13,119,152.0
Fulton County,Georgia,78.7678526769602,13,121,64202.0
Gilmer County,Georgia,78.110295381191,13,123,194.0
Glascock County,Georgia,73.5591151643724,13,125,0.0
Glynn County,Georgia,77.1042251846537,13,127,940.0
Gordon County,Georgia,75.5399076199864,13,129,606.0
Grady County,Georgia,75.6781613975346,13,131,137.0
Greene County,Georgia,77.6535983104785,13,133,134.0
Gwinnett County,Georgia,80.5977995974354,13,135,97394.0
Habersham County,Georgia,77.41930695738,13,137,1058.0
Hall County,Georgia,78.8501578196255,13,139,3366.0
Hancock County,Georgia,75.5511526228516,13,141,56.0
Haralson County,Georgia,73.2548609996383,13,143,234.0
Harris County,Georgia,79.3637275024378,13,145,338.0
Hart County,Georgia,76.8943495410448,13,147,255.0
Heard County,Georgia,74.7359238306926,13,149,53.0
Henry County,Georgia,77.2246725220502,13,151,6913.0
Houston County,Georgia,77.4957791397741,13,153,4263.0
Irwin County,Georgia,74.9700522755473,13,155,8.0
Jackson County,Georgia,76.154219538743,13,157,1121.0
Jasper County,Georgia,75.9077043960719,13,159,75.0
Jeff Davis County,Georgia,73.27850301101,13,161,0.0
Jefferson County,Georgia,72.677315464956,13,163,33.0
Jenkins County,Georgia,73.4881821924482,13,165,24.0
Johnson County,Georgia,76.1256460094423,13,167,59.0
Jones County,Georgia,77.9077041501382,13,169,193.0
Lamar County,Georgia,74.5163705283169,13,171,128.0
Lanier County,Georgia,75.3402613596848,13,173,29.0
Laurens County,Georgia,74.6099464490999,13,175,527.0
Lee County,Georgia,76.7932149732719,13,177,693.0
Liberty County,Georgia,76.4775650868514,13,179,1385.0
Lincoln County,Georgia,76.1576916943944,13,181,19.0
Long County,Georgia,78.3681666188566,13,183,133.0
Lowndes County,Georgia,75.995529913625,13,185,2120.0
Lumpkin County,Georgia,77.6218085990866,13,187,118.0
McDuffie County,Georgia,73.8513564466333,13,189,49.0
McIntosh County,Georgia,79.7602966419833,13,191,25.0
Macon County,Georgia,73.8433801513223,13,193,233.0
Madison County,Georgia,75.8660518401721,13,195,339.0
Marion County,Georgia,76.3753888559576,13,197,15.0
Meriwether County,Georgia,74.4599480502971,13,199,135.0
Miller County,Georgia,73.539483539702,13,201,0.0
Mitchell County,Georgia,74.2252815852118,13,205,95.0
Monroe County,Georgia,77.4615928697148,13,207,247.0
Montgomery County,Georgia,75.1047075175106,13,209,31.0
Morgan County,Georgia,77.4326850024947,13,211,7.0
Murray County,Georgia,74.8101618892847,13,213,164.0
Muscogee County,Georgia,74.2199476837889,13,215,4783.0
Newton County,Georgia,76.0155551337021,13,217,1063.0
Oconee County,Georgia,80.90554970106,13,219,1346.0
Oglethorpe County,Georgia,77.8050173797246,13,221,79.0
Paulding County,Georgia,78.4895950797659,13,223,1498.0
Peach County,Georgia,73.7980458639214,13,225,301.0
Pickens County,Georgia,77.1138210119651,13,227,174.0
Pierce County,Georgia,74.4889636156105,13,229,49.0
Pike County,Georgia,75.5700513081301,13,231,83.0
Polk County,Georgia,73.3539926871238,13,233,241.0
Pulaski County,Georgia,77.5360379042965,13,235,0.0
Putnam County,Georgia,77.3546977694882,13,237,93.0
Quitman County,Georgia,75.2221673212216,13,239,12.0
Rabun County,Georgia,77.1527603986146,13,241,111.0
Randolph County,Georgia,75.426296165832,13,243,132.0
Richmond County,Georgia,73.8653991245777,13,245,3392.0
Rockdale County,Georgia,77.7038819561169,13,247,1736.0
Schley County,Georgia,77.1063445326143,13,249,0.0
Screven County,Georgia,74.4653823162502,13,251,31.0
Seminole County,Georgia,73.7255189590861,13,253,35.0
Spalding County,Georgia,74.2485252754827,13,255,616.0
Stephens County,Georgia,73.3793014301216,13,257,108.0
