County,State,mean_life_expectancy,State_FIPS,County_FIPS,black_population
Calhoun County,Arkansas,74.994535207628,05,013,1291
Carroll County,Arkansas,77.2601050921164,05,015,94
Chicot County,Arkansas,73.8251036538094,05,017,6535
Clark County,Arkansas,75.458517007519,05,019,5583
Clay County,Arkansas,73.7778568753702,05,021,54
Cleburne County,Arkansas,76.7920854404717,05,023,109
Cleveland County,Arkansas,75.436991804019,05,025,1120
Columbia County,Arkansas,74.6136102056802,05,027,9074
Conway County,Arkansas,75.438935905273,05,029,2508
Craighead County,Arkansas,76.0647665988503,05,031,12120
Crawford County,Arkansas,75.743642039261,05,033,858
Crittenden County,Arkansas,72.7360364794323,05,035,25617
Cross County,Arkansas,73.6823726712418,05,037,4023
Dallas County,Arkansas,73.7866742408447,05,039,3559
Desha County,Arkansas,73.5499681640959,05,041,6240
Drew County,Arkansas,75.7092837745352,05,043,5163
Faulkner County,Arkansas,77.0450279502151,05,045,11363
Franklin County,Arkansas,75.2068928493214,05,047,180
Fulton County,Arkansas,75.6226901164445,05,049,38
Garland County,Arkansas,75.2069152361579,05,051,7983
Grant County,Arkansas,75.9005234152864,05,053,410
Greene County,Arkansas,74.6849840400786,05,055,273
Hempstead County,Arkansas,75.2993852474945,05,057,6815
Hot Spring County,Arkansas,75.0465659279838,05,059,3363
Howard County,Arkansas,74.2547165451833,05,061,2922
Independence County,Arkansas,75.4855114291349,05,063,834
Izard County,Arkansas,75.7139634873086,05,065,256
Jackson County,Arkansas,73.8593617624147,05,067,3051
Jefferson County,Arkansas,74.1795953803612,05,069,42399
Johnson County,Arkansas,76.1278256727391,05,071,402
Lafayette County,Arkansas,74.0593442541544,05,073,2851
Lawrence County,Arkansas,74.2889151786283,05,075,116
Lee County,Arkansas,73.8600498696703,05,077,5910
Lincoln County,Arkansas,75.7822255744158,05,079,4287
Little River County,Arkansas,74.5949297971677,05,081,2597
Logan County,Arkansas,74.8862947086744,05,083,264
Lonoke County,Arkansas,75.366813592233,05,085,4287
Madison County,Arkansas,75.6066580060068,05,087,32
Marion County,Arkansas,75.8651062610089,05,089,1
Miller County,Arkansas,75.2001914346539,05,091,10455
Mississippi County,Arkansas,72.4338369586491,05,093,15888
Monroe County,Arkansas,73.2503936142142,05,095,3422
Montgomery County,Arkansas,76.5005707694575,05,097,28
Nevada County,Arkansas,74.3823643529281,05,099,2861
Newton County,Arkansas,77.0944921608939,05,101,35
Ouachita County,Arkansas,73.6531022298677,05,103,10448
Perry County,Arkansas,75.5466626629998,05,105,255
Phillips County,Arkansas,71.4516791063311,05,107,13906
Pike County,Arkansas,75.3495112352217,05,109,398
Poinsett County,Arkansas,71.9307955677651,05,111,1694
Polk County,Arkansas,75.4101048433771,05,113,36
Pope County,Arkansas,76.6891798975203,05,115,2027
Prairie County,Arkansas,75.4607352701927,05,117,1127
Pulaski County,Arkansas,76.0785435311729,05,119,132201
Randolph County,Arkansas,75.1679429668509,05,121,68
Saint Francis County,Arkansas,74.2299857923174,05,123,14657
Saline County,Arkansas,77.6751666845543,05,125,4742
Scott County,Arkansas,75.5763806948866,05,127,30
Searcy County,Arkansas,75.9317815160865,05,129,0
Sebastian County,Arkansas,76.0899128159127,05,131,7378
Sevier County,Arkansas,74.8837857434047,05,133,716
Sharp County,Arkansas,74.8022399470526,05,135,76
Stone County,Arkansas,76.6630357782556,05,137,7
Union County,Arkansas,73.4589153183253,05,139,13751
Van Buren County,Arkansas,76.6972329581115,05,141,186
Washington County,Arkansas,77.8404206053173,05,143,6582
White County,Arkansas,75.6559337358382,05,145,3042
Woodruff County,Arkansas,73.0494056078957,05,147,2117
Yell County,Arkansas,74.6564985523012,05,149,265
Alameda County,California,81.3541379270535,06,001,186326
Alpine County,California,79.1619253782366,06,003,0
Amador County,California,79.4260821928239,06,005,870
Butte County,California,77.7805441031726,06,007,3353
Calaveras County,California,79.7563305637716,06,009,496
Colusa County,California,80.0608048845044,06,011,203
Contra Costa County,California,81.3005312170539,06,013,94782
Del Norte County,California,75.8187450903464,06,015,937
El Dorado County,California,80.9758342529458,06,017,1367
Fresno County,California,78.5514375280586,06,019,46522
Glenn County,California,78.0582582112656,06,021,261
Humboldt County,California,76.9756820266798,06,023,1590
Imperial County,California,80.5642594921625,06,025,5985
Inyo County,California,78.8817272741248,06,027,204
Kern County,California,77.1343108573488,06,029,47008
Kings County,California,79.2431141399859,06,031,10988
Lake County,California,75.3443630092056,06,033,1440
Lassen County,California,78.6209105768222,06,035,3048
Los Angeles County,California,81.1597264448205,06,037,844048
Madera County,California,79.089526872808,06,039,4962
Marin County,California,83.7385446520032,06,041,7481
Mariposa County,California,80.1562232451112,06,043,180
Mendocino County,California,78.3877880131357,06,045,949
Merced County,California,78.5560564178288,06,047,9837
Modoc County,California,77.8881072616647,06,049,108
Mono County,California,84.4937845233448,06,051,180
Monterey County,California,81.734144876678,06,053,12848
Napa County,California,80.7533016113264,06,055,2710
Nevada County,California,81.0897288793345,06,057,522
Orange County,California,82.2018485810809,06,059,49513
Placer County,California,81.2259201495199,06,061,4587
Plumas County,California,78.5478435277826,06,063,274
Riverside County,California,80.0578612081239,06,065,135859
Sacramento County,California,78.9844948698517,06,067,144018
San Benito County,California,81.644271072963,06,069,728
San Bernardino County,California,78.2995564776706,06,071,176209
San Diego County,California,81.1663198451449,06,073,154076
San Francisco County,California,82.0301766906155,06,075,49260
San Joaquin County,California,78.1372765899351,06,077,50400
San Luis Obispo County,California,81.0609918274769,06,079,5882
San Mateo County,California,83.1571496959761,06,081,20507
Santa Barbara County,California,81.66475392479,06,083,7752
Santa Clara County,California,83.2135540966623,06,085,45219
Santa Cruz County,California,81.2790756598431,06,087,2558
Shasta County,California,76.1518272399051,06,089,1650
Sierra County,California,78.9035157402715,06,091,38
Siskiyou County,California,76.9975024662096,06,093,519
Solano County,California,79.4730801442134,06,095,60130
Sonoma County,California,80.9687244272909,06,097,7161
Stanislaus County,California,77.8265625845648,06,099,14691
Sutter County,California,78.7940181709294,06,101,1800
Tehama County,California,77.6537703911552,06,103,418
Trinity County,California,76.969387068561,06,105,53
Tulare County,California,78.0680031283965,06,107,7130
Tuolumne County,California,78.8534256484744,06,109,1172
Ventura County,California,81.6023660020277,06,111,14435
Yolo County,California,80.3778533401832,06,113,5006
Yuba County,California,75.9744864945202,06,115,1879
Alamosa County,Colorado,76.6214901715754,08,003,57
Archuleta County,Colorado,81.4521177623497,08,007,31
Baca County,Colorado,77.1557110895364,08,009,45
Bent County,Colorado,76.2603648079689,08,011,373
Chaffee County,Colorado,81.2040248880943,08,015,489
Cheyenne County,Colorado,79.5052129543309,08,017,3
Clear Creek County,Colorado,81.5278273008195,08,019,17
Conejos County,Colorado,77.2799369683305,08,021,41
Costilla County,Colorado,77.7915376759205,08,023,13
Crowley County,Colorado,77.8850251611749,08,025,525
Custer County,Colorado,80.9590896267856,08,027,9
Delta County,Colorado,78.5958201513284,08,029,375
Dolores County,Colorado,79.3264902989634,08,033,0
Douglas County,Colorado,83.1929605566863,08,035,3141
Eagle County,Colorado,87.3710732616967,08,037,137
Elbert County,Colorado,81.1185467210906,08,039,107
El Paso County,Colorado,79.4962695016002,08,041,36763
Fremont County,Colorado,77.3916732739153,08,043,2689
Garfield County,Colorado,80.2968438573598,08,045,422
Gilpin County,Colorado,79.9113557386942,08,047,98
Grand County,Colorado,82.8692422430794,08,049,31
Gunnison County,Colorado,82.4116393999186,08,051,94
Huerfano County,Colorado,77.0610190281666,08,055,194
Jackson County,Colorado,80.1895389514209,08,057,4
Kiowa County,Colorado,78.0332708995359,08,061,1
Kit Carson County,Colorado,78.9923855695858,08,063,262
Lake County,Colorado,80.6694567143684,08,065,49
La Plata County,Colorado,81.518118267264,08,067,305
Larimer County,Colorado,81.6116541496436,08,069,2275
Las Animas County,Colorado,76.9183752196295,08,071,275
Lincoln County,Colorado,79.5837621717692,08,073,450
Logan County,Colorado,79.1449951607593,08,075,224
Mesa County,Colorado,78.8335712852253,08,077,1011
Moffat County,Colorado,78.2784163157041,08,081,42
Montezuma County,Colorado,77.5420759091642,08,083,11
Montrose County,Colorado,79.6290528546966,08,085,258
Morgan County,Colorado,78.3367598190401,08,087,799
Otero County,Colorado,75.7332215997405,08,089,94
Ouray County,Colorado,83.6632559161691,08,091,0
Park County,Colorado,82.6839010511788,08,093,5
Phillips County,Colorado,79.7144568121315,08,095,15
Pitkin County,Colorado,89.187229062588,08,097,22
Prowers County,Colorado,77.0463805163114,08,099,10
Pueblo County,Colorado,77.2078349711879,08,101,3035
Rio Blanco County,Colorado,79.4214982766362,08,103,45
Rio Grande County,Colorado,77.0871335317543,08,105,41
Routt County,Colorado,82.7142553183866,08,107,28
Saguache County,Colorado,79.916843426392,08,109,26
San Miguel County,Colorado,85.2621895128186,08,113,15
Sedgwick County,Colorado,77.7239288288505,08,115,7
Summit County,Colorado,89.495690711612,08,117,136
Teller County,Colorado,80.3599043567911,08,119,160
Washington County,Colorado,80.2509745214512,08,121,7
Yuma County,Colorado,78.8970139199866,08,125,23
Adams County,Colorado,79.9350044398158,08,001,13637
Arapahoe County,Colorado,79.9350044398158,08,005,55860
Boulder County,Colorado,79.9350044398158,08,013,2421
Broomfield County,Colorado,79.9350044398158,08,014,529
Denver County,Colorado,79.9350044398158,08,031,59945
Jefferson County,Colorado,79.9350044398158,08,059,5813
Weld County,Colorado,79.9350044398158,08,123,2146
Fairfield County,Connecticut,82.1222806493153,09,001,97022
Hartford County,Connecticut,80.2941943220643,09,003,114542
Litchfield County,Connecticut,80.6237490219682,09,005,2263
Middlesex County,Connecticut,81.2323484846013,09,007,7350
New Haven County,Connecticut,80.0690998557544,09,009,105398
New London County,Connecticut,80.1112381108081,09,011,14833
Tolland County,Connecticut,81.74405298879,09,013,4399
Windham County,Connecticut,79.0870962364278,09,015,2134
Kent County,Delaware,77.4372931204852,10,001,37559
New Castle County,Delaware,78.6240653993164,10,003,126111
Sussex County,Delaware,78.6014940749137,10,005,24849
Alachua County,Florida,78.7190716711292,12,001,49031
Baker County,Florida,75.1629919015789,12,003,3714
Bay County,Florida,76.5528933986026,12,005,17447
Bradford County,Florida,75.951134766381,12,007,5930
Brevard County,Florida,78.4191293929112,12,009,53882
Broward County,Florida,80.2237250858094,12,011,457325
Calhoun County,Florida,75.4730613492422,12,013,2149
Charlotte County,Florida,80.3752111229177,12,015,8811
Citrus County,Florida,76.5277379791395,12,017,3927
Clay County,Florida,77.8043465818934,12,019,18443
Collier County,Florida,83.7561684124808,12,021,21468
Columbia County,Florida,75.2142886347268,12,023,11998
Miami-Dade County,Florida,80.7477488026559,12,086,474119
DeSoto County,Florida,79.7271291235271,12,027,4525
Dixie County,Florida,75.340174943519,12,029,929
Duval County,Florida,76.2966112145119,12,031,252937
Escambia County,Florida,75.931981196289,12,033,66760
Flagler County,Florida,79.7443107443784,12,035,10633
Franklin County,Florida,76.3532657994915,12,037,1799
Gadsden County,Florida,75.4835057591199,12,039,25654
Gilchrist County,Florida,76.8520769547467,12,041,801
Glades County,Florida,81.0229097160094,12,043,1520
Gulf County,Florida,76.547552141948,12,045,1861
Hamilton County,Florida,75.9411085155006,12,047,5224
Hardee County,Florida,78.6463780597659,12,049,2030
Hendry County,Florida,77.404818905654,12,051,5249
Hernando County,Florida,77.3415867160435,12,053,8886
Highlands County,Florida,79.1676677048255,12,055,9395
Hillsborough County,Florida,78.3656169801393,12,057,202259
Holmes County,Florida,74.6308268452212,12,059,962
Indian River County,Florida,80.3997397778812,12,061,12116
Jackson County,Florida,75.9221468353695,12,063,12969
Jefferson County,Florida,76.9269524627874,12,065,5413
Lafayette County,Florida,76.8425681392419,12,067,1031
Lake County,Florida,79.3110069849691,12,069,27989
Lee County,Florida,81.1009203702061,12,071,49430
Leon County,Florida,79.4504708742767,12,073,82093
Levy County,Florida,75.32093204622,12,075,3780
Liberty County,Florida,76.5760334464679,12,077,1004
Madison County,Florida,75.3263922695919,12,079,7465
Manatee County,Florida,80.2812148381291,12,081,27729
Marion County,Florida,77.3312227244119,12,083,40351
Martin County,Florida,81.4277890475133,12,085,7928
Monroe County,Florida,79.0575869896962,12,087,4796
Nassau County,Florida,77.5615561787487,12,089,5023
Okaloosa County,Florida,77.8946696501335,12,091,16340
Okeechobee County,Florida,76.3690185196806,12,093,3289
Orange County,Florida,79.5217515190365,12,095,230469
Osceola County,Florida,79.2281732771525,12,097,29340
Palm Beach County,Florida,81.5845557477574,12,099,222997
Pasco County,Florida,77.6014580786265,12,101,20153
Pinellas County,Florida,78.5006269610012,12,103,93459
Polk County,Florida,78.1886847284917,12,105,86734
Putnam County,Florida,74.6820544939005,12,107,12062
Saint Johns County,Florida,80.9538074727304,12,109,9956
Saint Lucie County,Florida,79.5761000083674,12,111,51072
Santa Rosa County,Florida,77.9073556734254,12,113,7443
Sarasota County,Florida,81.3178166895895,12,115,17283
Seminole County,Florida,80.3669633324558,12,117,44698
Sumter County,Florida,81.0341139933764,12,119,9230
Suwannee County,Florida,75.4838361524254,12,121,4451
Taylor County,Florida,75.9802449566653,12,123,4636
Union County,Florida,69.2483974417525,12,125,3058
Volusia County,Florida,77.4085939085772,12,127,50820
Wakulla County,Florida,76.7695809020485,12,129,4128
Walton County,Florida,77.570538471709,12,131,2976
Washington County,Florida,74.6347491102835,12,133,3520
Appling County,Georgia,74.8310067841864,13,001,3574
Atkinson County,Georgia,73.7688844051461,13,003,1535
Bacon County,Georgia,73.2928721091975,13,005,1900
Baker County,Georgia,77.6555931301269,13,007,1830
Baldwin County,Georgia,76.464214623907,13,009,19595
Banks County,Georgia,77.0970420909878,13,011,504
Barrow County,Georgia,76.5500710817469,13,013,8361
Bartow County,Georgia,75.9574337288526,13,015,9731
Ben Hill County,Georgia,73.588477634696,13,017,6907
Berrien County,Georgia,75.3170964126942,13,019,2300
Bibb County,Georgia,73.8045469692662,13,021,79110
Bleckley County,Georgia,75.9131594669653,13,023,3720
Brantley County,Georgia,74.532680507897,13,025,859
Brooks County,Georgia,75.163459039575,13,027,5897
Bryan County,Georgia,76.1742959530207,13,029,3904
Bulloch County,Georgia,76.8872272783101,13,031,18801
Burke County,Georgia,73.5081300050512,13,033,12020
Butts County,Georgia,74.0287895848057,13,035,6695
Calhoun County,Georgia,75.1070299769763,13,037,3928
Camden County,Georgia,77.5745025918061,13,039,9890
Candler County,Georgia,73.8991520708486,13,043,2631
Carroll County,Georgia,75.2696826834054,13,045,20057
Catoosa County,Georgia,77.7831433389671,13,047,1518
Charlton County,Georgia,76.433947721967,13,049,3139
Chatham County,Georgia,77.1330722499922,13,051,105911
Chattahoochee County,Georgia,76.8446643081628,13,053,2522
Chattooga County,Georgia,74.0018905399914,13,055,2999
Cherokee County,Georgia,79.6298149632479,13,057,12074
Clarke County,Georgia,78.1139917385842,13,059,30299
Clay County,Georgia,74.6414866148908,13,061,2135
Clayton County,Georgia,76.5182342905676,13,063,170540
Clinch County,Georgia,73.3242406055193,13,065,2147
Cobb County,Georgia,79.7613736153387,13,067,169112
Coffee County,Georgia,75.0644246679329,13,069,11410
Colquitt County,Georgia,75.0093128387166,13,071,10381
Columbia County,Georgia,79.7111412630907,13,073,18321
Cook County,Georgia,74.7001123003934,13,075,4819
Coweta County,Georgia,78.0030605225423,13,077,21992
Crawford County,Georgia,76.4495848554685,13,079,2921
Crisp County,Georgia,75.5049281674384,13,081,10207
Dade County,Georgia,75.6769680409015,13,083,181
Dawson County,Georgia,77.5447509792308,13,085,52
Decatur County,Georgia,74.5487728541169,13,087,11525
DeKalb County,Georgia,79.0537138061061,13,089,376704
Dodge County,Georgia,75.3797237719294,13,091,6410
Dooly County,Georgia,77.9477718820242,13,093,7511
Dougherty County,Georgia,74.978307675462,13,095,62810
Douglas County,Georgia,76.9633829213114,13,097,49877
Early County,Georgia,73.9397689939244,13,099,5676
Echols County,Georgia,77.2172589637284,13,101,79
Effingham County,Georgia,76.5072100743107,13,103,6993
Elbert County,Georgia,74.9749793362132,13,105,6060
Emanuel County,Georgia,73.3981248085402,13,107,7470
Evans County,Georgia,74.9266836957946,13,109,3325
Fannin County,Georgia,76.4456663515699,13,111,137
Fayette County,Georgia,80.6391447966395,13,113,20838
Floyd County,Georgia,75.555663524612,13,115,13450
Forsyth County,Georgia,80.9391005755911,13,117,4732
Franklin County,Georgia,74.5559705027704,13,119,1930
Fulton County,Georgia,77.9245358066031,13,121,400328
Gilmer County,Georgia,77.9512063655072,13,123,165
Glascock County,Georgia,74.1066772055499,13,125,283
Glynn County,Georgia,76.9047632013931,13,127,20561
Gordon County,Georgia,75.874707796592,13,129,2284
Grady County,Georgia,75.7392191329535,13,131,7446
Greene County,Georgia,77.1613971633085,13,133,6261
Gwinnett County,Georgia,80.1505835789073,13,135,179983
Habersham County,Georgia,77.8123111455451,13,137,1764
Hall County,Georgia,78.7413937297653,13,139,13227
Hancock County,Georgia,75.9063513503096,13,141,7248
Haralson County,Georgia,73.6499031543184,13,143,1361
Harris County,Georgia,79.3135792323699,13,145,5432
Hart County,Georgia,77.0891149587949,13,147,4910
Heard County,Georgia,74.8333751040205,13,149,1328
Henry County,Georgia,77.2464003423506,13,151,70687
Houston County,Georgia,77.5700104859639,13,153,38817
Irwin County,Georgia,75.4479990865905,13,155,2718
Jackson County,Georgia,76.1891448857032,13,157,4297
Jasper County,Georgia,76.3852963265468,13,159,3019
Jeff Davis County,Georgia,73.4827746314329,13,161,2322
Jefferson County,Georgia,73.0081610344507,13,163,9357
Jenkins County,Georgia,74.32467120542,13,165,2842
Johnson County,Georgia,76.5745244679024,13,167,3565
Jones County,Georgia,77.907648764456,13,169,7135
Lamar County,Georgia,74.8148793110024,13,171,5642
Lanier County,Georgia,75.379235680121,13,173,2308
Laurens County,Georgia,75.0266264485172,13,175,17219
Lee County,Georgia,77.258016735187,13,177,5287
Liberty County,Georgia,76.9399806360063,13,179,26799
Lincoln County,Georgia,75.9465307458881,13,181,2609
Long County,Georgia,77.8525545672611,13,183,3629
Lowndes County,Georgia,76.0054265115506,13,185,38301
Lumpkin County,Georgia,77.8199110672562,13,187,487
McDuffie County,Georgia,74.2008466291269,13,189,8772
McIntosh County,Georgia,79.2837919241098,13,191,5242
Macon County,Georgia,74.4112985528566,13,193,8410
Madison County,Georgia,75.8052389159304,13,195,2331
Marion County,Georgia,76.2054595186454,13,197,2832
Meriwether County,Georgia,74.8112346826999,13,199,9206
Miller County,Georgia,74.2017377205609,13,201,1804
Mitchell County,Georgia,74.9743372583122,13,205,11450
Monroe County,Georgia,77.0187027916849,13,207,6465
Montgomery County,Georgia,75.4925260110251,13,209,2491
Morgan County,Georgia,77.6265247658038,13,211,4352
Murray County,Georgia,74.9317661991388,13,213,467
Muscogee County,Georgia,74.7131192627912,13,215,85164
Newton County,Georgia,76.2109524854104,13,217,38704
Oconee County,Georgia,80.3205030818804,13,219,1571
Oglethorpe County,Georgia,78.1703849382914,13,221,2597
Paulding County,Georgia,78.318930616088,13,223,23449
Peach County,Georgia,74.2671986674807,13,225,12587
Pickens County,Georgia,77.270622018697,13,227,378
Pierce County,Georgia,74.9342371274307,13,229,1856
Pike County,Georgia,76.2274788078016,13,231,1960
Polk County,Georgia,73.6923197973761,13,233,5297
Pulaski County,Georgia,77.1105873691509,13,235,3152
Putnam County,Georgia,77.2503414087629,13,237,5797
Quitman County,Georgia,75.0090381233488,13,239,1279
Rabun County,Georgia,77.6787542932936,13,241,187
Randolph County,Georgia,76.2788917690752,13,243,4530
Richmond County,Georgia,74.1439473162113,13,245,107825
Rockdale County,Georgia,78.0661615976623,13,247,37703
Schley County,Georgia,77.2766640740161,13,249,1173
Screven County,Georgia,74.7680968408698,13,251,6539
Seminole County,Georgia,74.3306070663017,13,253,2927
Spalding County,Georgia,74.5887060846607,13,255,20945
Stephens County,Georgia,73.8541898989971,13,257,2867
Stewart County,Georgia,74.6558753100691,13,259,3378
Sumter County,Georgia,75.1453322632923,13,261,17123
Talbot County,Georgia,75.1361655621462,13,263,4156
Taliaferro County,Georgia,75.0639632586612,13,265,1015
Tattnall County,Georgia,74.8885628394473,13,267,7001
Taylor County,Georgia,75.0062158030936,13,269,3548
Telfair County,Georgia,77.2087097900049,13,271,6200
Terrell County,Georgia,74.3197593673943,13,273,5860
Thomas County,Georgia,75.4924420529139,13,275,16585
Tift County,Georgia,75.5793333962683,13,277,11783
Toombs County,Georgia,74.5368685221915,13,279,6884
Towns County,Georgia,77.8782880567006,13,281,100
Treutlen County,Georgia,75.235644813322,13,283,2213
Troup County,Georgia,75.3877920045308,13,285,22502
Turner County,Georgia,73.6175552438381,13,287,3778
Twiggs County,Georgia,74.7548405677548,13,289,3937
Union County,Georgia,78.1681950966605,13,291,312
Upson County,Georgia,73.7822650788442,13,293,7516
Walker County,Georgia,75.1096571575018,13,295,3041
Walton County,Georgia,76.69277786505,13,297,13170
Ware County,Georgia,74.4344377663663,13,299,10647
Warren County,Georgia,74.0381359688031,13,301,3576
Washington County,Georgia,75.4835186000107,13,303,11205
Wayne County,Georgia,74.402518460591,13,305,6210
Webster County,Georgia,78.6729782859203,13,307,957
Wheeler County,Georgia,76.8812214657075,13,309,3202
White County,Georgia,78.422560790846,13,311,882
Whitfield County,Georgia,77.0240880052084,13,313,3982
Wilcox County,Georgia,75.2014415211823,13,315,3312
Wilkes County,Georgia,75.2088419315154,13,317,4526
Wilkinson County,Georgia,74.5144705963004,13,319,3764
