County,State,State_FIPS,County_FIPS,native_american_population
Yell County,Arkansas,05,149,163.0
Alameda County,California,06,001,10176.0
Alpine County,California,06,003,224.0
Amador County,California,06,005,502.0
Butte County,California,06,007,2445.0
Calaveras County,California,06,009,453.0
Colusa County,California,06,011,211.0
Contra Costa County,California,06,013,5447.0
Del Norte County,California,06,015,1834.0
El Dorado County,California,06,017,1494.0
Fresno County,California,06,019,10034.0
Glenn County,California,06,021,516.0
Humboldt County,California,06,023,6834.0
Imperial County,California,06,025,1914.0
Inyo County,California,06,027,2092.0
Kern County,California,06,029,10051.0
Kings County,California,06,031,2054.0
Lake County,California,06,033,2246.0
Lassen County,California,06,035,904.0
Los Angeles County,California,06,037,62671.0
Madera County,California,06,039,2415.0
Marin County,California,06,041,797.0
Mariposa County,California,06,043,541.0
Mendocino County,California,06,045,3501.0
Merced County,California,06,047,1865.0
Modoc County,California,06,049,379.0
Mono County,California,06,051,384.0
Monterey County,California,06,053,3173.0
Napa County,California,06,055,1221.0
Nevada County,California,06,057,1128.0
Orange County,California,06,059,12938.0
Placer County,California,06,061,1957.0
Plumas County,California,06,063,417.0
Riverside County,California,06,065,20205.0
Sacramento County,California,06,067,11133.0
San Benito County,California,06,069,445.0
San Bernardino County,California,06,071,17510.0
San Diego County,California,06,073,21577.0
San Francisco County,California,06,075,2922.0
San Joaquin County,California,06,077,4508.0
San Luis Obispo County,California,06,079,1950.0
San Mateo County,California,06,081,2440.0
Santa Barbara County,California,06,083,4162.0
Santa Clara County,California,06,085,8742.0
Santa Cruz County,California,06,087,1595.0
Shasta County,California,06,089,4329.0
Sierra County,California,06,091,33.0
Siskiyou County,California,06,093,1468.0
Solano County,California,06,095,2118.0
Sonoma County,California,06,097,5353.0
Stanislaus County,California,06,099,3467.0
Sutter County,California,06,101,859.0
Tehama County,California,06,103,1736.0
Trinity County,California,06,105,566.0
Tulare County,California,06,107,5847.0
Tuolumne County,California,06,109,882.0
Ventura County,California,06,111,6294.0
Yolo County,California,06,113,1494.0
Yuba County,California,06,115,1059.0
Alamosa County,Colorado,08,003,452.0
Archuleta County,Colorado,08,007,302.0
Baca County,Colorado,08,009,56.0
Bent County,Colorado,08,011,72.0
Chaffee County,Colorado,08,015,136.0
Cheyenne County,Colorado,08,017,13.0
Clear Creek County,Colorado,08,019,74.0
Conejos County,Colorado,08,021,154.0
Costilla County,Colorado,08,023,7.0
Crowley County,Colorado,08,025,84.0
Custer County,Colorado,08,027,41.0
Delta County,Colorado,08,029,334.0
Dolores County,Colorado,08,033,8.0
Douglas County,Colorado,08,035,767.0
Eagle County,Colorado,08,037,337.0
Elbert County,Colorado,08,039,108.0
El Paso County,Colorado,08,041,4104.0
Fremont County,Colorado,08,043,498.0
Garfield County,Colorado,08,045,585.0
Gilpin County,Colorado,08,047,63.0
Grand County,Colorado,08,049,6.0
Gunnison County,Colorado,08,051,106.0
Huerfano County,Colorado,08,055,130.0
Jackson County,Colorado,08,057,6.0
Kiowa County,Colorado,08,061,3.0
Kit Carson County,Colorado,08,063,28.0
Lake County,Colorado,08,065,12.0
La Plata County,Colorado,08,067,3151.0
Larimer County,Colorado,08,069,1787.0
Las Animas County,Colorado,08,071,492.0
Lincoln County,Colorado,08,073,80.0
Logan County,Colorado,08,075,422.0
Mesa County,Colorado,08,077,1221.0
Moffat County,Colorado,08,081,71.0
Montezuma County,Colorado,08,083,3007.0
Montrose County,Colorado,08,085,402.0
Morgan County,Colorado,08,087,141.0
Otero County,Colorado,08,089,304.0
Ouray County,Colorado,08,091,15.0
Park County,Colorado,08,093,119.0
Phillips County,Colorado,08,095,39.0
Pitkin County,Colorado,08,097,43.0
Prowers County,Colorado,08,099,82.0
Pueblo County,Colorado,08,101,5110.0
Rio Blanco County,Colorado,08,103,30.0
Rio Grande County,Colorado,08,105,237.0
Routt County,Colorado,08,107,101.0
Saguache County,Colorado,08,109,63.0
San Miguel County,Colorado,08,113,39.0
Sedgwick County,Colorado,08,115,12.0
Summit County,Colorado,08,117,40.0
Teller County,Colorado,08,119,48.0
Washington County,Colorado,08,121,23.0
Yuma County,Colorado,08,125,29.0
Adams County,Colorado,08,001,5842.0
Arapahoe County,Colorado,08,005,3497.0
Boulder County,Colorado,08,013,1690.0
Broomfield County,Colorado,08,014,298.0
Denver County,Colorado,08,031,6203.0
Jefferson County,Colorado,08,059,4766.0
Weld County,Colorado,08,123,2244.0
Fairfield County,Connecticut,09,001,2441.0
Hartford County,Connecticut,09,003,2467.0
Litchfield County,Connecticut,09,005,286.0
Middlesex County,Connecticut,09,007,143.0
New Haven County,Connecticut,09,009,1688.0
New London County,Connecticut,09,011,1616.0
Tolland County,Connecticut,09,013,74.0
Windham County,Connecticut,09,015,684.0
Kent County,Delaware,10,001,1123.0
New Castle County,Delaware,10,003,1347.0
Sussex County,Delaware,10,005,1024.0
Alachua County,Florida,12,001,785.0
Baker County,Florida,12,003,95.0
Bay County,Florida,12,005,1228.0
Bradford County,Florida,12,007,26.0
Brevard County,Florida,12,009,1652.0
Broward County,Florida,12,011,4636.0
Calhoun County,Florida,12,013,130.0
Charlotte County,Florida,12,015,341.0
Citrus County,Florida,12,017,442.0
Clay County,Florida,12,019,310.0
Collier County,Florida,12,021,1083.0
Columbia County,Florida,12,023,118.0
Miami-Dade County,Florida,12,086,3485.0
DeSoto County,Florida,12,027,95.0
Dixie County,Florida,12,029,65.0
Duval County,Florida,12,031,2021.0
Escambia County,Florida,12,033,1368.0
Flagler County,Florida,12,035,139.0
Franklin County,Florida,12,037,66.0
Gadsden County,Florida,12,039,53.0
Gilchrist County,Florida,12,041,34.0
Glades County,Florida,12,043,541.0
Gulf County,Florida,12,045,71.0
Hamilton County,Florida,12,047,108.0
Hardee County,Florida,12,049,48.0
Hendry County,Florida,12,051,836.0
Hernando County,Florida,12,053,401.0
Highlands County,Florida,12,055,157.0
Hillsborough County,Florida,12,057,4080.0
Holmes County,Florida,12,059,118.0
Indian River County,Florida,12,061,363.0
Jackson County,Florida,12,063,308.0
Jefferson County,Florida,12,065,35.0
Lafayette County,Florida,12,067,13.0
Lake County,Florida,12,069,1339.0
Lee County,Florida,12,071,1463.0
Leon County,Florida,12,073,691.0
Levy County,Florida,12,075,156.0
Liberty County,Florida,12,077,22.0
Madison County,Florida,12,079,85.0
Manatee County,Florida,12,081,931.0
Marion County,Florida,12,083,999.0
Martin County,Florida,12,085,637.0
Monroe County,Florida,12,087,171.0
Nassau County,Florida,12,089,276.0
Okaloosa County,Florida,12,091,1097.0
Okeechobee County,Florida,12,093,348.0
Orange County,Florida,12,095,2311.0
Osceola County,Florida,12,097,1116.0
Palm Beach County,Florida,12,099,2087.0
Pasco County,Florida,12,101,1731.0
Pinellas County,Florida,12,103,2780.0
Polk County,Florida,12,105,1767.0
Putnam County,Florida,12,107,183.0
Saint Johns County,Florida,12,109,544.0
Saint Lucie County,Florida,12,111,814.0
Santa Rosa County,Florida,12,113,817.0
Sarasota County,Florida,12,115,1057.0
Seminole County,Florida,12,117,725.0
Sumter County,Florida,12,119,354.0
Suwannee County,Florida,12,121,156.0
Taylor County,Florida,12,123,210.0
Union County,Florida,12,125,64.0
Volusia County,Florida,12,127,1829.0
Wakulla County,Florida,12,129,183.0
Walton County,Florida,12,131,410.0
Washington County,Florida,12,133,300.0
Appling County,Georgia,13,001,89.0
Atkinson County,Georgia,13,003,58.0
Bacon County,Georgia,13,005,0.0
Baker County,Georgia,13,007,11.0
Baldwin County,Georgia,13,009,111.0
Banks County,Georgia,13,011,59.0
Barrow County,Georgia,13,013,225.0
Bartow County,Georgia,13,015,536.0
Ben Hill County,Georgia,13,017,0.0
Berrien County,Georgia,13,019,93.0
Bibb County,Georgia,13,021,196.0
Bleckley County,Georgia,13,023,9.0
Brantley County,Georgia,13,025,11.0
Brooks County,Georgia,13,027,14.0
Bryan County,Georgia,13,029,191.0
Bulloch County,Georgia,13,031,202.0
Burke County,Georgia,13,033,8.0
Butts County,Georgia,13,035,14.0
Calhoun County,Georgia,13,037,1.0
Camden County,Georgia,13,039,286.0
Candler County,Georgia,13,043,66.0
Carroll County,Georgia,13,045,326.0
Catoosa County,Georgia,13,047,123.0
Charlton County,Georgia,13,049,115.0
Chatham County,Georgia,13,051,740.0
Chattahoochee County,Georgia,13,053,94.0
Chattooga County,Georgia,13,055,27.0
Cherokee County,Georgia,13,057,558.0
Clarke County,Georgia,13,059,254.0
Clay County,Georgia,13,061,0.0
Clayton County,Georgia,13,063,607.0
Clinch County,Georgia,13,065,42.0
Cobb County,Georgia,13,067,1494.0
Coffee County,Georgia,13,069,49.0
Colquitt County,Georgia,13,071,181.0
Columbia County,Georgia,13,073,502.0
Cook County,Georgia,13,075,73.0
Coweta County,Georgia,13,077,169.0
Crawford County,Georgia,13,079,28.0
Crisp County,Georgia,13,081,15.0
Dade County,Georgia,13,083,45.0
Dawson County,Georgia,13,085,37.0
Decatur County,Georgia,13,087,77.0
DeKalb County,Georgia,13,089,3319.0
Dodge County,Georgia,13,091,3.0
Dooly County,Georgia,13,093,2.0
Dougherty County,Georgia,13,095,134.0
Douglas County,Georgia,13,097,250.0
Early County,Georgia,13,099,3.0
Echols County,Georgia,13,101,55.0
Effingham County,Georgia,13,103,44.0
Elbert County,Georgia,13,105,0.0
Emanuel County,Georgia,13,107,7.0
Evans County,Georgia,13,109,1.0
Fannin County,Georgia,13,111,74.0
Fayette County,Georgia,13,113,368.0
Floyd County,Georgia,13,115,190.0
Forsyth County,Georgia,13,117,393.0
Franklin County,Georgia,13,119,8.0
Fulton County,Georgia,13,121,4072.0
Gilmer County,Georgia,13,123,710.0
Glascock County,Georgia,13,125,15.0
Glynn County,Georgia,13,127,323.0
Gordon County,Georgia,13,129,537.0
Grady County,Georgia,13,131,111.0
Greene County,Georgia,13,133,6.0
Gwinnett County,Georgia,13,135,2909.0
Habersham County,Georgia,13,137,40.0
Hall County,Georgia,13,139,425.0
Hancock County,Georgia,13,141,0.0
Haralson County,Georgia,13,143,84.0
Harris County,Georgia,13,145,49.0
Hart County,Georgia,13,147,12.0
Heard County,Georgia,13,149,5.0
Henry County,Georgia,13,151,98.0
Houston County,Georgia,13,153,517.0
Irwin County,Georgia,13,155,0.0
Jackson County,Georgia,13,157,135.0
Jasper County,Georgia,13,159,14.0
Jeff Davis County,Georgia,13,161,10.0
Jefferson County,Georgia,13,163,24.0
Jenkins County,Georgia,13,165,31.0
Johnson County,Georgia,13,167,0.0
Jones County,Georgia,13,169,60.0
Lamar County,Georgia,13,171,15.0
Lanier County,Georgia,13,173,0.0
Laurens County,Georgia,13,175,28.0
Lee County,Georgia,13,177,22.0
Liberty County,Georgia,13,179,297.0
Lincoln County,Georgia,13,181,0.0
Long County,Georgia,13,183,32.0
Lowndes County,Georgia,13,185,182.0
Lumpkin County,Georgia,13,187,235.0
McDuffie County,Georgia,13,189,0.0
McIntosh County,Georgia,13,191,25.0
Macon County,Georgia,13,193,67.0
Madison County,Georgia,13,195,113.0
Marion County,Georgia,13,197,0.0
Meriwether County,Georgia,13,199,24.0
Miller County,Georgia,13,201,38.0
Mitchell County,Georgia,13,205,37.0
Monroe County,Georgia,13,207,52.0
Montgomery County,Georgia,13,209,33.0
Morgan County,Georgia,13,211,10.0
Murray County,Georgia,13,213,21.0
Muscogee County,Georgia,13,215,699.0
Newton County,Georgia,13,217,392.0
Oconee County,Georgia,13,219,24.0
Oglethorpe County,Georgia,13,221,20.0
Paulding County,Georgia,13,223,304.0
Peach County,Georgia,13,225,22.0
Pickens County,Georgia,13,227,12.0
Pierce County,Georgia,13,229,64.0
Pike County,Georgia,13,231,0.0
Polk County,Georgia,13,233,59.0
Pulaski County,Georgia,13,235,0.0
Putnam County,Georgia,13,237,8.0
Quitman County,Georgia,13,239,10.0
Rabun County,Georgia,13,241,65.0
Randolph County,Georgia,13,243,0.0
Richmond County,Georgia,13,245,659.0
Rockdale County,Georgia,13,247,91.0
Schley County,Georgia,13,249,0.0
Screven County,Georgia,13,251,51.0
Seminole County,Georgia,13,253,0.0
Spalding County,Georgia,13,255,284.0
Stephens County,Georgia,13,257,45.0
Stewart County,Georgia,13,259,18.0
Sumter County,Georgia,13,261,70.0
Talbot County,Georgia,13,263,4.0
Taliaferro County,Georgia,13,265,0.0
Tattnall County,Georgia,13,267,94.0
Taylor County,Georgia,13,269,0.0
Telfair County,Georgia,13,271,4.0
Terrell County,Georgia,13,273,3.0
Thomas County,Georgia,13,275,28.0
Tift County,Georgia,13,277,44.0
Toombs County,Georgia,13,279,0.0
Towns County,Georgia,13,281,84.0
Treutlen County,Georgia,13,283,0.0
Troup County,Georgia,13,285,54.0
Turner County,Georgia,13,287,16.0
Twiggs County,Georgia,13,289,17.0
Union County,Georgia,13,291,174.0
Upson County,Georgia,13,293,107.0
Walker County,Georgia,13,295,235.0
Walton County,Georgia,13,297,183.0
Ware County,Georgia,13,299,201.0
Warren County,Georgia,13,301,0.0
Washington County,Georgia,13,303,0.0
Wayne County,Georgia,13,305,30.0
Webster County,Georgia,13,307,0.0
Wheeler County,Georgia,13,309,9.0
White County,Georgia,13,311,19.0
Whitfield County,Georgia,13,313,679.0
Wilcox County,Georgia,13,315,20.0
Wilkes County,Georgia,13,317,0.0
Wilkinson County,Georgia,13,319,10.0
Worth County,Georgia,13,321,33.0
Hawaii County,Hawaii,15,001,684.0
Honolulu County,Hawaii,15,003,1464.0
Kauai County,Hawaii,15,007,314.0
Kalawao County,Hawaii,15,005,0.0
Maui County,Hawaii,15,009,253.0
Ada County,Idaho,16,001,2439.0
Adams County,Idaho,16,003,73.0
Bannock County,Idaho,16,005,2654.0
Bear Lake County,Idaho,16,007,17.0
Benewah County,Idaho,16,009,825.0
Bingham County,Idaho,16,011,2545.0
Blaine County,Idaho,16,013,9.0
Boise County,Idaho,16,015,127.0
Bonner County,Idaho,16,017,257.0
Bonneville County,Idaho,16,019,399.0
Boundary County,Idaho,16,021,185.0
Butte County,Idaho,16,023,4.0
Camas County,Idaho,16,025,3.0
Canyon County,Idaho,16,027,2059.0
Caribou County,Idaho,16,029,13.0
Cassia County,Idaho,16,031,140.0
Clearwater County,Idaho,16,035,168.0
Custer County,Idaho,16,037,22.0
Elmore County,Idaho,16,039,433.0
Franklin County,Idaho,16,041,24.0
Fremont County,Idaho,16,043,62.0
Gem County,Idaho,16,045,246.0
Gooding County,Idaho,16,047,217.0
Idaho County,Idaho,16,049,491.0
Jefferson County,Idaho,16,051,120.0
Jerome County,Idaho,16,053,260.0
Kootenai County,Idaho,16,055,2175.0
Latah County,Idaho,16,057,308.0
Lemhi County,Idaho,16,059,82.0
Lewis County,Idaho,16,061,211.0
Lincoln County,Idaho,16,063,97.0
Madison County,Idaho,16,065,6.0
Minidoka County,Idaho,16,067,170.0
Nez Perce County,Idaho,16,069,2336.0
Oneida County,Idaho,16,071,20.0
Owyhee County,Idaho,16,073,384.0
Payette County,Idaho,16,075,239.0
Power County,Idaho,16,077,333.0
Shoshone County,Idaho,16,079,228.0
Teton County,Idaho,16,081,22.0
Twin Falls County,Idaho,16,083,980.0
Valley County,Idaho,16,085,11.0
Washington County,Idaho,16,087,60.0
Adams County,Illinois,17,001,172.0
Alexander County,Illinois,17,003,31.0
Bond County,Illinois,17,005,17.0
Boone County,Illinois,17,007,172.0
Brown County,Illinois,17,009,2.0
Bureau County,Illinois,17,011,53.0
Calhoun County,Illinois,17,013,2.0
Carroll County,Illinois,17,015,14.0
Cass County,Illinois,17,017,5.0
Champaign County,Illinois,17,019,317.0
Christian County,Illinois,17,021,87.0
Clark County,Illinois,17,023,6.0
Clay County,Illinois,17,025,22.0
Clinton County,Illinois,17,027,96.0
Coles County,Illinois,17,029,120.0
Cook County,Illinois,17,031,14296.0
Crawford County,Illinois,17,033,16.0
Cumberland County,Illinois,17,035,31.0
DeKalb County,Illinois,17,037,66.0
De Witt County,Illinois,17,039,12.0
Douglas County,Illinois,17,041,55.0
DuPage County,Illinois,17,043,1972.0
Edgar County,Illinois,17,045,20.0
Edwards County,Illinois,17,047,0.0
Effingham County,Illinois,17,049,25.0
Fayette County,Illinois,17,051,44.0
Ford County,Illinois,17,053,54.0
Franklin County,Illinois,17,055,123.0
Fulton County,Illinois,17,057,54.0
Gallatin County,Illinois,17,059,23.0
Greene County,Illinois,17,061,25.0
Grundy County,Illinois,17,063,42.0
Hamilton County,Illinois,17,065,8.0
Hancock County,Illinois,17,067,43.0
Hardin County,Illinois,17,069,15.0
Henderson County,Illinois,17,071,22.0
Henry County,Illinois,17,073,37.0
Iroquois County,Illinois,17,075,12.0
Jackson County,Illinois,17,077,221.0
Jasper County,Illinois,17,079,13.0
Jefferson County,Illinois,17,081,46.0
Jersey County,Illinois,17,083,36.0
Jo Daviess County,Illinois,17,085,27.0
Johnson County,Illinois,17,087,22.0
Kane County,Illinois,17,089,1900.0
Kankakee County,Illinois,17,091,334.0
Kendall County,Illinois,17,093,86.0
Knox County,Illinois,17,095,119.0
Lake County,Illinois,17,097,1116.0
LaSalle County,Illinois,17,099,265.0
Lawrence County,Illinois,17,101,33.0
Lee County,Illinois,17,103,70.0
Livingston County,Illinois,17,105,21.0
Logan County,Illinois,17,107,96.0
McDonough County,Illinois,17,109,48.0
McHenry County,Illinois,17,111,268.0
McLean County,Illinois,17,113,243.0
Macon County,Illinois,17,115,288.0
Macoupin County,Illinois,17,117,56.0
Madison County,Illinois,17,119,544.0
Marion County,Illinois,17,121,71.0
Marshall County,Illinois,17,123,31.0
Mason County,Illinois,17,125,10.0
Massac County,Illinois,17,127,9.0
Menard County,Illinois,17,129,30.0
Mercer County,Illinois,17,131,13.0
Monroe County,Illinois,17,133,17.0
Montgomery County,Illinois,17,135,53.0
Morgan County,Illinois,17,137,19.0
Moultrie County,Illinois,17,139,25.0
Ogle County,Illinois,17,141,59.0
Peoria County,Illinois,17,143,579.0
Perry County,Illinois,17,145,27.0
Piatt County,Illinois,17,147,5.0
Pike County,Illinois,17,149,98.0
Pope County,Illinois,17,151,13.0
Pulaski County,Illinois,17,153,14.0
Putnam County,Illinois,17,155,0.0
Randolph County,Illinois,17,157,52.0
Richland County,Illinois,17,159,68.0
Rock Island County,Illinois,17,161,431.0
Saint Clair County,Illinois,17,163,529.0
Saline County,Illinois,17,165,58.0
Sangamon County,Illinois,17,167,246.0
Schuyler County,Illinois,17,169,7.0
Scott County,Illinois,17,171,20.0
Shelby County,Illinois,17,173,43.0
Stark County,Illinois,17,175,0.0
Stephenson County,Illinois,17,177,25.0
Tazewell County,Illinois,17,179,242.0
Union County,Illinois,17,181,12.0
Vermilion County,Illinois,17,183,186.0
Wabash County,Illinois,17,185,12.0
Warren County,Illinois,17,187,5.0
Washington County,Illinois,17,189,13.0
Wayne County,Illinois,17,191,27.0
White County,Illinois,17,193,15.0
Whiteside County,Illinois,17,195,111.0
Will County,Illinois,17,197,1466.0
Williamson County,Illinois,17,199,133.0
Winnebago County,Illinois,17,201,648.0
Woodford County,Illinois,17,203,14.0
Adams County,Indiana,18,001,16.0
Allen County,Indiana,18,003,731.0
Bartholomew County,Indiana,18,005,205.0
Benton County,Indiana,18,007,2.0
Blackford County,Indiana,18,009,11.0
Boone County,Indiana,18,011,106.0
Brown County,Indiana,18,013,10.0
Carroll County,Indiana,18,015,47.0
Cass County,Indiana,18,017,122.0
Clark County,Indiana,18,019,138.0
Clay County,Indiana,18,021,38.0
Clinton County,Indiana,18,023,55.0
Crawford County,Indiana,18,025,114.0
Daviess County,Indiana,18,027,6.0
Dearborn County,Indiana,18,029,98.0
Decatur County,Indiana,18,031,80.0
DeKalb County,Indiana,18,033,36.0
Delaware County,Indiana,18,035,182.0
Dubois County,Indiana,18,037,40.0
Elkhart County,Indiana,18,039,379.0
Fayette County,Indiana,18,041,0.0
Floyd County,Indiana,18,043,269.0
Fountain County,Indiana,18,045,54.0
Franklin County,Indiana,18,047,32.0
Fulton County,Indiana,18,049,64.0
Gibson County,Indiana,18,051,33.0
Grant County,Indiana,18,053,171.0
Greene County,Indiana,18,055,7.0
Hamilton County,Indiana,18,057,337.0
Hancock County,Indiana,18,059,198.0
Harrison County,Indiana,18,061,234.0
Hendricks County,Indiana,18,063,299.0
Henry County,Indiana,18,065,179.0
