County,State,State_FIPS,County_FIPS,age_60_and_over
Skagway Municipality,Alaska,02,230,19.9
Yakutat City and Borough,Alaska,02,282,21.6
Ketchikan Gateway Borough,Alaska,02,130,22.8
Petersburg Borough,Alaska,02,195,28.3
Prince of Wales-Hyder Census Area,Alaska,02,198,23.6
Wrangell City and Borough,Alaska,02,275,30.0
Apache County,Arizona,04,001,21.2
Cochise County,Arizona,04,003,29.4
Coconino County,Arizona,04,005,17.5
Gila County,Arizona,04,007,37.2
Graham County,Arizona,04,009,19.2
Greenlee County,Arizona,04,011,17.4
Maricopa County,Arizona,04,013,20.3
Mohave County,Arizona,04,015,38.1
Navajo County,Arizona,04,017,23.8
Pima County,Arizona,04,019,25.6
Pinal County,Arizona,04,021,25.9
Santa Cruz County,Arizona,04,023,23.7
Yavapai County,Arizona,04,025,40.3
La Paz County,Arizona,04,012,45.9
Yuma County,Arizona,04,027,23.5
Arkansas County,Arkansas,05,001,27.0
Ashley County,Arkansas,05,003,26.7
Baxter County,Arkansas,05,005,39.1
Benton County,Arkansas,05,007,18.2
Boone County,Arkansas,05,009,26.5
Bradley County,Arkansas,05,011,25.8
Calhoun County,Arkansas,05,013,30.3
Carroll County,Arkansas,05,015,30.7
Chicot County,Arkansas,05,017,26.9
Clark County,Arkansas,05,019,21.5
Clay County,Arkansas,05,021,27.7
Cleburne County,Arkansas,05,023,34.5
Cleveland County,Arkansas,05,025,27.4
Columbia County,Arkansas,05,027,23.6
Conway County,Arkansas,05,029,26.3
Craighead County,Arkansas,05,031,18.7
Crawford County,Arkansas,05,033,22.3
Crittenden County,Arkansas,05,035,20.1
Cross County,Arkansas,05,037,24.5
Dallas County,Arkansas,05,039,30.0
Desha County,Arkansas,05,041,26.0
Drew County,Arkansas,05,043,24.0
Faulkner County,Arkansas,05,045,17.2
Franklin County,Arkansas,05,047,26.9
Fulton County,Arkansas,05,049,35.4
Garland County,Arkansas,05,051,30.6
Grant County,Arkansas,05,053,24.2
Greene County,Arkansas,05,055,21.0
Hempstead County,Arkansas,05,057,24.7
Hot Spring County,Arkansas,05,059,26.2
Howard County,Arkansas,05,061,24.4
Independence County,Arkansas,05,063,23.9
Izard County,Arkansas,05,065,32.3
Jackson County,Arkansas,05,067,23.5
Jefferson County,Arkansas,05,069,23.4
Johnson County,Arkansas,05,071,22.4
Lafayette County,Arkansas,05,073,30.8
Lawrence County,Arkansas,05,075,26.8
Lee County,Arkansas,05,077,24.8
Lincoln County,Arkansas,05,079,21.2
Little River County,Arkansas,05,081,27.6
Logan County,Arkansas,05,083,26.5
Lonoke County,Arkansas,05,085,18.8
Madison County,Arkansas,05,087,25.0
Marion County,Arkansas,05,089,37.4
Miller County,Arkansas,05,091,22.5
Mississippi County,Arkansas,05,093,20.3
Monroe County,Arkansas,05,095,31.9
Montgomery County,Arkansas,05,097,35.5
Nevada County,Arkansas,05,099,27.5
Newton County,Arkansas,05,101,35.9
Ouachita County,Arkansas,05,103,27.6
Perry County,Arkansas,05,105,26.8
Phillips County,Arkansas,05,107,25.1
Pike County,Arkansas,05,109,28.7
Poinsett County,Arkansas,05,111,23.8
Polk County,Arkansas,05,113,29.8
Pope County,Arkansas,05,115,21.4
Prairie County,Arkansas,05,117,30.7
Pulaski County,Arkansas,05,119,21.2
Randolph County,Arkansas,05,121,27.2
Saint Francis County,Arkansas,05,123,22.1
Saline County,Arkansas,05,125,23.7
Scott County,Arkansas,05,127,26.9
Searcy County,Arkansas,05,129,33.4
Sebastian County,Arkansas,05,131,21.8
Sevier County,Arkansas,05,133,19.5
Sharp County,Arkansas,05,135,33.4
Stone County,Arkansas,05,137,33.1
Union County,Arkansas,05,139,24.9
Van Buren County,Arkansas,05,141,34.1
Washington County,Arkansas,05,143,16.1
White County,Arkansas,05,145,21.7
Woodruff County,Arkansas,05,147,29.0
Yell County,Arkansas,05,149,24.0
Alameda County,California,06,001,19.2
Alpine County,California,06,003,41.1
Amador County,California,06,005,35.4
Butte County,California,06,007,24.5
Calaveras County,California,06,009,36.7
Colusa County,California,06,011,19.7
Contra Costa County,California,06,013,21.5
Del Norte County,California,06,015,23.7
El Dorado County,California,06,017,28.7
Fresno County,California,06,019,16.8
Glenn County,California,06,021,22.7
Humboldt County,California,06,023,24.3
Imperial County,California,06,025,17.6
Inyo County,California,06,027,31.5
Kern County,California,06,029,15.6
Kings County,California,06,031,14.2
Lake County,California,06,033,30.9
Lassen County,California,06,035,20.3
Los Angeles County,California,06,037,18.8
Madera County,California,06,039,19.2
Marin County,California,06,041,29.2
Mariposa County,California,06,043,36.3
Mendocino County,California,06,045,29.1
Merced County,California,06,047,15.9
Modoc County,California,06,049,36.5
Mono County,California,06,051,20.9
Monterey County,California,06,053,18.5
Napa County,California,06,055,25.0
Nevada County,California,06,057,35.7
Orange County,California,06,059,20.1
Placer County,California,06,061,25.8
Plumas County,California,06,063,38.5
Riverside County,California,06,065,19.4
Sacramento County,California,06,067,19.6
San Benito County,California,06,069,18.1
San Bernardino County,California,06,071,16.5
San Diego County,California,06,073,19.3
San Francisco County,California,06,075,21.2
San Joaquin County,California,06,077,17.9
San Luis Obispo County,California,06,079,26.6
San Mateo County,California,06,081,21.9
Santa Barbara County,California,06,083,20.4
Santa Clara County,California,06,085,18.6
Santa Cruz County,California,06,087,22.5
Shasta County,California,06,089,27.6
Sierra County,California,06,091,35.0
Siskiyou County,California,06,093,33.1
Solano County,California,06,095,21.9
Sonoma County,California,06,097,26.4
Stanislaus County,California,06,099,17.9
Sutter County,California,06,101,21.3
Tehama County,California,06,103,26.3
Trinity County,California,06,105,37.5
Tulare County,California,06,107,15.9
Tuolumne County,California,06,109,34.6
Ventura County,California,06,111,21.1
Yolo County,California,06,113,17.0
Yuba County,California,06,115,18.0
Alamosa County,Colorado,08,003,18.5
Archuleta County,Colorado,08,007,36.7
Baca County,Colorado,08,009,33.9
Bent County,Colorado,08,011,23.6
Chaffee County,Colorado,08,015,34.4
Cheyenne County,Colorado,08,017,23.0
Clear Creek County,Colorado,08,019,29.6
Conejos County,Colorado,08,021,26.5
Costilla County,Colorado,08,023,36.9
Crowley County,Colorado,08,025,18.9
Custer County,Colorado,08,027,49.6
Delta County,Colorado,08,029,33.7
Dolores County,Colorado,08,033,34.0
Douglas County,Colorado,08,035,16.8
Eagle County,Colorado,08,037,16.3
Elbert County,Colorado,08,039,24.4
El Paso County,Colorado,08,041,17.9
Fremont County,Colorado,08,043,28.2
Garfield County,Colorado,08,045,19.0
Gilpin County,Colorado,08,047,32.1
Grand County,Colorado,08,049,26.7
Gunnison County,Colorado,08,051,19.6
Huerfano County,Colorado,08,055,39.0
Jackson County,Colorado,08,057,34.7
Kiowa County,Colorado,08,061,29.8
Kit Carson County,Colorado,08,063,25.5
Lake County,Colorado,08,065,17.3
La Plata County,Colorado,08,067,24.5
Larimer County,Colorado,08,069,21.4
Las Animas County,Colorado,08,071,31.3
Lincoln County,Colorado,08,073,22.8
Logan County,Colorado,08,075,24.1
Mesa County,Colorado,08,077,25.5
Moffat County,Colorado,08,081,22.1
Montezuma County,Colorado,08,083,30.2
Montrose County,Colorado,08,085,30.6
Morgan County,Colorado,08,087,21.1
Otero County,Colorado,08,089,26.9
Ouray County,Colorado,08,091,40.1
Park County,Colorado,08,093,30.6
Phillips County,Colorado,08,095,24.1
Pitkin County,Colorado,08,097,27.0
Prowers County,Colorado,08,099,24.0
Pueblo County,Colorado,08,101,25.0
Rio Blanco County,Colorado,08,103,22.7
Rio Grande County,Colorado,08,105,27.4
Routt County,Colorado,08,107,21.7
Saguache County,Colorado,08,109,32.1
San Miguel County,Colorado,08,113,21.0
Sedgwick County,Colorado,08,115,30.1
Summit County,Colorado,08,117,19.6
Teller County,Colorado,08,119,32.1
Washington County,Colorado,08,121,27.6
Yuma County,Colorado,08,125,25.0
Adams County,Colorado,08,001,14.8
Arapahoe County,Colorado,08,005,18.6
Boulder County,Colorado,08,013,20.0
Broomfield County,Colorado,08,014,18.4
Denver County,Colorado,08,031,16.5
Jefferson County,Colorado,08,059,23.0
Weld County,Colorado,08,123,17.6
Fairfield County,Connecticut,09,001,21.9
Hartford County,Connecticut,09,003,23.4
Litchfield County,Connecticut,09,005,29.1
Middlesex County,Connecticut,09,007,27.1
New Haven County,Connecticut,09,009,23.7
New London County,Connecticut,09,011,24.9
Tolland County,Connecticut,09,013,22.0
Windham County,Connecticut,09,015,23.4
Kent County,Delaware,10,001,22.4
New Castle County,Delaware,10,003,21.6
Sussex County,Delaware,10,005,35.4
Alachua County,Florida,12,001,19.1
Baker County,Florida,12,003,20.3
Bay County,Florida,12,005,23.4
Bradford County,Florida,12,007,24.9
Brevard County,Florida,12,009,31.1
Broward County,Florida,12,011,22.5
Calhoun County,Florida,12,013,24.6
Charlotte County,Florida,12,015,48.4
Citrus County,Florida,12,017,44.5
Clay County,Florida,12,019,21.7
Collier County,Florida,12,021,38.4
Columbia County,Florida,12,023,25.2
Miami-Dade County,Florida,12,086,21.5
DeSoto County,Florida,12,027,27.9
Dixie County,Florida,12,029,30.4
Duval County,Florida,12,031,19.6
Escambia County,Florida,12,033,22.9
Flagler County,Florida,12,035,38.3
Franklin County,Florida,12,037,30.5
Gadsden County,Florida,12,039,25.1
Gilchrist County,Florida,12,041,26.9
Glades County,Florida,12,043,32.8
Gulf County,Florida,12,045,27.9
Hamilton County,Florida,12,047,23.3
Hardee County,Florida,12,049,21.6
Hendry County,Florida,12,051,17.7
Hernando County,Florida,12,053,34.7
Highlands County,Florida,12,055,41.9
Hillsborough County,Florida,12,057,19.7
Holmes County,Florida,12,059,26.4
Indian River County,Florida,12,061,40.6
Jackson County,Florida,12,063,25.5
Jefferson County,Florida,12,065,31.9
Lafayette County,Florida,12,067,19.2
Lake County,Florida,12,069,33.6
Lee County,Florida,12,071,35.4
Leon County,Florida,12,073,18.2
Levy County,Florida,12,075,32.3
Liberty County,Florida,12,077,21.5
Madison County,Florida,12,079,26.5
Manatee County,Florida,12,081,34.4
Marion County,Florida,12,083,35.3
Martin County,Florida,12,085,38.6
Monroe County,Florida,12,087,30.6
Nassau County,Florida,12,089,29.5
Okaloosa County,Florida,12,091,21.8
Okeechobee County,Florida,12,093,25.9
Orange County,Florida,12,095,16.7
Osceola County,Florida,12,097,18.2
Palm Beach County,Florida,12,099,30.0
Pasco County,Florida,12,101,29.0
Pinellas County,Florida,12,103,32.2
Polk County,Florida,12,105,26.2
Putnam County,Florida,12,107,30.0
Saint Johns County,Florida,12,109,26.4
Saint Lucie County,Florida,12,111,30.3
Santa Rosa County,Florida,12,113,22.2
Sarasota County,Florida,12,115,44.4
Seminole County,Florida,12,117,21.4
Sumter County,Florida,12,119,65.4
Suwannee County,Florida,12,121,27.0
Taylor County,Florida,12,123,27.3
Union County,Florida,12,125,21.2
Volusia County,Florida,12,127,31.8
Wakulla County,Florida,12,129,21.7
Walton County,Florida,12,131,27.1
Washington County,Florida,12,133,23.5
Appling County,Georgia,13,001,23.2
Atkinson County,Georgia,13,003,18.3
Bacon County,Georgia,13,005,20.6
Baker County,Georgia,13,007,30.1
Baldwin County,Georgia,13,009,21.9
Banks County,Georgia,13,011,22.8
Barrow County,Georgia,13,013,17.2
Bartow County,Georgia,13,015,19.0
Ben Hill County,Georgia,13,017,23.4
Berrien County,Georgia,13,019,23.5
Bibb County,Georgia,13,021,21.5
Bleckley County,Georgia,13,023,23.7
Brantley County,Georgia,13,025,22.6
Brooks County,Georgia,13,027,27.7
Bryan County,Georgia,13,029,14.9
Bulloch County,Georgia,13,031,16.2
Burke County,Georgia,13,033,22.3
Butts County,Georgia,13,035,21.0
Calhoun County,Georgia,13,037,22.5
Camden County,Georgia,13,039,17.9
Candler County,Georgia,13,043,22.5
Carroll County,Georgia,13,045,18.6
Catoosa County,Georgia,13,047,23.8
Charlton County,Georgia,13,049,21.1
Chatham County,Georgia,13,051,20.5
Chattahoochee County,Georgia,13,053,6.6
Chattooga County,Georgia,13,055,23.8
Cherokee County,Georgia,13,057,19.3
Clarke County,Georgia,13,059,14.9
Clay County,Georgia,13,061,34.7
Clayton County,Georgia,13,063,14.1
Clinch County,Georgia,13,065,20.9
Cobb County,Georgia,13,067,17.3
Coffee County,Georgia,13,069,19.1
Colquitt County,Georgia,13,071,20.4
Columbia County,Georgia,13,073,19.0
Cook County,Georgia,13,075,22.0
Coweta County,Georgia,13,077,19.4
Crawford County,Georgia,13,079,24.9
Crisp County,Georgia,13,081,24.9
Dade County,Georgia,13,083,25.5
Dawson County,Georgia,13,085,28.1
Decatur County,Georgia,13,087,21.5
DeKalb County,Georgia,13,089,17.5
Dodge County,Georgia,13,091,23.7
Dooly County,Georgia,13,093,27.4
Dougherty County,Georgia,13,095,21.6
Douglas County,Georgia,13,097,17.0
Early County,Georgia,13,099,25.9
Echols County,Georgia,13,101,22.9
Effingham County,Georgia,13,103,16.8
Elbert County,Georgia,13,105,27.2
Emanuel County,Georgia,13,107,20.9
Evans County,Georgia,13,109,23.0
Fannin County,Georgia,13,111,38.2
Fayette County,Georgia,13,113,24.3
Floyd County,Georgia,13,115,22.6
Forsyth County,Georgia,13,117,16.3
Franklin County,Georgia,13,119,25.1
Fulton County,Georgia,13,121,16.6
Gilmer County,Georgia,13,123,33.2
Glascock County,Georgia,13,125,23.7
Glynn County,Georgia,13,127,26.4
Gordon County,Georgia,13,129,20.6
Grady County,Georgia,13,131,23.7
Greene County,Georgia,13,133,37.8
Gwinnett County,Georgia,13,135,14.7
Habersham County,Georgia,13,137,24.7
Hall County,Georgia,13,139,20.0
Hancock County,Georgia,13,141,29.1
Haralson County,Georgia,13,143,23.1
Harris County,Georgia,13,145,25.6
Hart County,Georgia,13,147,29.2
Heard County,Georgia,13,149,23.8
Henry County,Georgia,13,151,16.6
Houston County,Georgia,13,153,17.9
Irwin County,Georgia,13,155,25.1
Jackson County,Georgia,13,157,20.2
Jasper County,Georgia,13,159,25.0
Jeff Davis County,Georgia,13,161,21.6
Jefferson County,Georgia,13,163,24.6
Jenkins County,Georgia,13,165,24.3
Johnson County,Georgia,13,167,25.7
Jones County,Georgia,13,169,23.8
Lamar County,Georgia,13,171,22.8
Lanier County,Georgia,13,173,19.8
Laurens County,Georgia,13,175,22.9
Lee County,Georgia,13,177,18.2
Liberty County,Georgia,13,179,13.2
Lincoln County,Georgia,13,181,32.6
Long County,Georgia,13,183,13.4
Lowndes County,Georgia,13,185,16.6
Lumpkin County,Georgia,13,187,23.8
McDuffie County,Georgia,13,189,24.5
McIntosh County,Georgia,13,191,34.4
Macon County,Georgia,13,193,23.8
Madison County,Georgia,13,195,23.5
Marion County,Georgia,13,197,27.3
Meriwether County,Georgia,13,199,27.9
Miller County,Georgia,13,201,26.5
Mitchell County,Georgia,13,205,22.1
Monroe County,Georgia,13,207,26.2
Montgomery County,Georgia,13,209,22.1
Morgan County,Georgia,13,211,26.8
Murray County,Georgia,13,213,19.6
Muscogee County,Georgia,13,215,18.6
Newton County,Georgia,13,217,18.2
Oconee County,Georgia,13,219,21.9
Oglethorpe County,Georgia,13,221,24.3
Paulding County,Georgia,13,223,15.3
Peach County,Georgia,13,225,20.5
Pickens County,Georgia,13,227,27.7
Pierce County,Georgia,13,229,23.1
Pike County,Georgia,13,231,20.8
Polk County,Georgia,13,233,21.8
Pulaski County,Georgia,13,235,27.7
Putnam County,Georgia,13,237,30.5
Quitman County,Georgia,13,239,37.4
Rabun County,Georgia,13,241,36.1
Randolph County,Georgia,13,243,30.5
Richmond County,Georgia,13,245,20.1
Rockdale County,Georgia,13,247,20.8
Schley County,Georgia,13,249,21.1
Screven County,Georgia,13,251,26.1
Seminole County,Georgia,13,253,30.6
Spalding County,Georgia,13,255,23.8
Stephens County,Georgia,13,257,25.6
Stewart County,Georgia,13,259,19.6
Sumter County,Georgia,13,261,23.0
Talbot County,Georgia,13,263,32.8
Taliaferro County,Georgia,13,265,31.8
Tattnall County,Georgia,13,267,19.0
Taylor County,Georgia,13,269,26.7
Telfair County,Georgia,13,271,24.5
Terrell County,Georgia,13,273,25.8
Thomas County,Georgia,13,275,24.4
Tift County,Georgia,13,277,19.9
Toombs County,Georgia,13,279,22.7
Towns County,Georgia,13,281,41.4
Treutlen County,Georgia,13,283,25.7
Troup County,Georgia,13,285,20.1
Turner County,Georgia,13,287,25.9
Twiggs County,Georgia,13,289,31.7
Union County,Georgia,13,291,41.1
Upson County,Georgia,13,293,24.8
Walker County,Georgia,13,295,25.4
Walton County,Georgia,13,297,20.9
Ware County,Georgia,13,299,23.6
Warren County,Georgia,13,301,29.9
Washington County,Georgia,13,303,24.6
Wayne County,Georgia,13,305,21.7
Webster County,Georgia,13,307,26.3
Wheeler County,Georgia,13,309,20.0
White County,Georgia,13,311,28.2
Whitfield County,Georgia,13,313,19.2
Wilcox County,Georgia,13,315,23.5
Wilkes County,Georgia,13,317,30.0
Wilkinson County,Georgia,13,319,26.5
Worth County,Georgia,13,321,26.2
Hawaii County,Hawaii,15,001,28.7
Honolulu County,Hawaii,15,003,23.1
Kauai County,Hawaii,15,007,26.8
Kalawao County,Hawaii,15,005,27.3
Maui County,Hawaii,15,009,24.2
Ada County,Idaho,16,001,19.7
Adams County,Idaho,16,003,40.2
Bannock County,Idaho,16,005,19.6
Bear Lake County,Idaho,16,007,27.4
Benewah County,Idaho,16,009,31.8
Bingham County,Idaho,16,011,19.8
Blaine County,Idaho,16,013,25.3
Boise County,Idaho,16,015,36.4
Bonner County,Idaho,16,017,33.3
Bonneville County,Idaho,16,019,18.5
Boundary County,Idaho,16,021,29.4
Butte County,Idaho,16,023,30.7
Camas County,Idaho,16,025,31.7
Canyon County,Idaho,16,027,18.5
Caribou County,Idaho,16,029,22.6
Cassia County,Idaho,16,031,19.4
Clearwater County,Idaho,16,035,35.3
Custer County,Idaho,16,037,39.7
Elmore County,Idaho,16,039,18.5
Franklin County,Idaho,16,041,20.2
Fremont County,Idaho,16,043,23.9
Gem County,Idaho,16,045,29.6
Gooding County,Idaho,16,047,22.2
Idaho County,Idaho,16,049,35.8
Jefferson County,Idaho,16,051,16.3
Jerome County,Idaho,16,053,18.1
Kootenai County,Idaho,16,055,25.5
Latah County,Idaho,16,057,17.8
Lemhi County,Idaho,16,059,38.7
Lewis County,Idaho,16,061,34.1
Lincoln County,Idaho,16,063,19.4
Madison County,Idaho,16,065,9.3
Minidoka County,Idaho,16,067,21.5
Nez Perce County,Idaho,16,069,26.5
Oneida County,Idaho,16,071,24.9
Owyhee County,Idaho,16,073,23.7
Payette County,Idaho,16,075,24.4
Power County,Idaho,16,077,22.2
Shoshone County,Idaho,16,079,31.5
Teton County,Idaho,16,081,17.3
Twin Falls County,Idaho,16,083,20.5
Valley County,Idaho,16,085,37.5
Washington County,Idaho,16,087,32.5
Adams County,Illinois,17,001,26.4
Alexander County,Illinois,17,003,28.9
Bond County,Illinois,17,005,25.1
Boone County,Illinois,17,007,20.6
Brown County,Illinois,17,009,19.1
Bureau County,Illinois,17,011,28.9
Calhoun County,Illinois,17,013,30.8
Carroll County,Illinois,17,015,33.3
Cass County,Illinois,17,017,23.2
Champaign County,Illinois,17,019,17.7
Christian County,Illinois,17,021,26.1
Clark County,Illinois,17,023,26.5
Clay County,Illinois,17,025,27.7
Clinton County,Illinois,17,027,23.7
Coles County,Illinois,17,029,22.6
Cook County,Illinois,17,031,20.1
Crawford County,Illinois,17,033,26.0
Cumberland County,Illinois,17,035,25.9
DeKalb County,Illinois,17,037,17.1
De Witt County,Illinois,17,039,26.6
Douglas County,Illinois,17,041,24.5
DuPage County,Illinois,17,043,21.6
Edgar County,Illinois,17,045,29.5
Edwards County,Illinois,17,047,27.4
Effingham County,Illinois,17,049,24.6
Fayette County,Illinois,17,051,25.3
Ford County,Illinois,17,053,27.2
Franklin County,Illinois,17,055,26.4
Fulton County,Illinois,17,057,27.4
Gallatin County,Illinois,17,059,29.7
Greene County,Illinois,17,061,25.9
Grundy County,Illinois,17,063,19.3
Hamilton County,Illinois,17,065,29.2
Hancock County,Illinois,17,067,30.9
Hardin County,Illinois,17,069,32.2
Henderson County,Illinois,17,071,32.5
Henry County,Illinois,17,073,27.6
Iroquois County,Illinois,17,075,29.0
Jackson County,Illinois,17,077,20.2
Jasper County,Illinois,17,079,27.2
Jefferson County,Illinois,17,081,25.4
Jersey County,Illinois,17,083,26.7
Jo Daviess County,Illinois,17,085,36.2
Johnson County,Illinois,17,087,27.0
Kane County,Illinois,17,089,18.8
Kankakee County,Illinois,17,091,22.2
Kendall County,Illinois,17,093,14.3
Knox County,Illinois,17,095,28.2
Lake County,Illinois,17,097,20.0
LaSalle County,Illinois,17,099,25.4
Lawrence County,Illinois,17,101,24.8
Lee County,Illinois,17,103,25.8
Livingston County,Illinois,17,105,26.3
Logan County,Illinois,17,107,24.4
McDonough County,Illinois,17,109,23.0
McHenry County,Illinois,17,111,20.4
McLean County,Illinois,17,113,18.4
Macon County,Illinois,17,115,26.7
Macoupin County,Illinois,17,117,27.5
Madison County,Illinois,17,119,23.8
Marion County,Illinois,17,121,26.4
Marshall County,Illinois,17,123,30.2
Mason County,Illinois,17,125,28.7
Massac County,Illinois,17,127,28.5
Menard County,Illinois,17,129,26.9
Mercer County,Illinois,17,131,27.8
Monroe County,Illinois,17,133,24.2
Montgomery County,Illinois,17,135,26.8
Morgan County,Illinois,17,137,26.3
Moultrie County,Illinois,17,139,26.2
Ogle County,Illinois,17,141,25.3
Peoria County,Illinois,17,143,23.0
Perry County,Illinois,17,145,25.4
Piatt County,Illinois,17,147,26.2
Pike County,Illinois,17,149,27.2
Pope County,Illinois,17,151,38.4
Pulaski County,Illinois,17,153,30.1
Putnam County,Illinois,17,155,31.8
Randolph County,Illinois,17,157,25.9
Richland County,Illinois,17,159,26.3
Rock Island County,Illinois,17,161,25.7
Saint Clair County,Illinois,17,163,22.1
Saline County,Illinois,17,165,27.4
Sangamon County,Illinois,17,167,23.9
Schuyler County,Illinois,17,169,28.5
Scott County,Illinois,17,171,28.0
Shelby County,Illinois,17,173,29.6
Stark County,Illinois,17,175,28.7
Stephenson County,Illinois,17,177,30.3
Tazewell County,Illinois,17,179,25.2
Union County,Illinois,17,181,27.6
Vermilion County,Illinois,17,183,25.1
Wabash County,Illinois,17,185,27.7
Warren County,Illinois,17,187,24.9
Washington County,Illinois,17,189,27.2
Wayne County,Illinois,17,191,28.6
White County,Illinois,17,193,28.3
Whiteside County,Illinois,17,195,27.8
Will County,Illinois,17,197,18.3
Williamson County,Illinois,17,199,25.6
Winnebago County,Illinois,17,201,23.9
Woodford County,Illinois,17,203,24.9
Adams County,Indiana,18,001,21.3
Allen County,Indiana,18,003,20.3
Bartholomew County,Indiana,18,005,21.7
Benton County,Indiana,18,007,24.1
Blackford County,Indiana,18,009,27.4
Boone County,Indiana,18,011,18.7
Brown County,Indiana,18,013,33.9
Carroll County,Indiana,18,015,26.6
Cass County,Indiana,18,017,23.8
Clark County,Indiana,18,019,22.0
Clay County,Indiana,18,021,24.6
Clinton County,Indiana,18,023,23.2
Crawford County,Indiana,18,025,26.9
Daviess County,Indiana,18,027,20.9
Dearborn County,Indiana,18,029,24.5
Decatur County,Indiana,18,031,22.9
DeKalb County,Indiana,18,033,22.6
Delaware County,Indiana,18,035,23.1
Dubois County,Indiana,18,037,24.6
Elkhart County,Indiana,18,039,19.9
Fayette County,Indiana,18,041,26.9
Floyd County,Indiana,18,043,22.6
Fountain County,Indiana,18,045,26.7
Franklin County,Indiana,18,047,24.7
Fulton County,Indiana,18,049,26.0
Gibson County,Indiana,18,051,23.6
Grant County,Indiana,18,053,25.5
Greene County,Indiana,18,055,26.5
Hamilton County,Indiana,18,057,17.0
Hancock County,Indiana,18,059,21.7
Harrison County,Indiana,18,061,24.8
Hendricks County,Indiana,18,063,19.0
Henry County,Indiana,18,065,25.6
Howard County,Indiana,18,067,25.9
Huntington County,Indiana,18,069,24.0
Jackson County,Indiana,18,071,22.1
Jasper County,Indiana,18,073,23.8
Jay County,Indiana,18,075,24.4
Jefferson County,Indiana,18,077,23.8
Jennings County,Indiana,18,079,23.6
