County,State,mean_life_expectancy,State_FIPS,County_FIPS,health_insurance_rate
Alachua County,Florida,78.4485792222787,12,001,87.7
Baker County,Florida,75.0098994703056,12,003,87.5
Bay County,Florida,75.8233176738751,12,005,83.9
Bradford County,Florida,75.281591103258,12,007,84.2
Brevard County,Florida,77.4763904243823,12,009,86.8
Broward County,Florida,80.38591179557,12,011,82.0
Calhoun County,Florida,74.8724377962822,12,013,80.8
Charlotte County,Florida,80.0342861683159,12,015,86.0
Citrus County,Florida,75.4513819875713,12,017,88.0
Clay County,Florida,77.2720166250971,12,019,88.1
Collier County,Florida,84.5508843732645,12,021,81.4
Columbia County,Florida,74.9065889001892,12,023,85.5
Miami-Dade County,Florida,80.9623762730876,12,086,76.9
DeSoto County,Florida,79.2280677265237,12,027,75.6
Dixie County,Florida,74.6214509730913,12,029,82.3
Duval County,Florida,75.8624927005273,12,031,86.2
Escambia County,Florida,75.113067006593,12,033,87.2
Flagler County,Florida,78.902559028605,12,035,85.5
Franklin County,Florida,75.9324842435541,12,037,80.9
Gadsden County,Florida,75.3613788068946,12,039,84.2
Gilchrist County,Florida,76.6292374244165,12,041,80.9
Glades County,Florida,80.4808894980128,12,043,76.6
Gulf County,Florida,76.1199507239587,12,045,84.6
Hamilton County,Florida,75.3710930703004,12,047,86.9
Hardee County,Florida,78.4028121656282,12,049,79.2
Hendry County,Florida,77.1586211178051,12,051,70.2
Hernando County,Florida,76.698885399624,12,053,86.1
Highlands County,Florida,78.4630943919612,12,055,84.8
Hillsborough County,Florida,78.6239373423411,12,057,84.9
Holmes County,Florida,73.5174425326516,12,059,82.3
Indian River County,Florida,80.0878689742647,12,061,84.4
Jackson County,Florida,74.7530884871818,12,063,87.5
Jefferson County,Florida,76.8534552788289,12,065,90.0
Lafayette County,Florida,76.6907511322574,12,067,77.2
Lake County,Florida,78.590205121082,12,069,86.7
Lee County,Florida,81.4778140042049,12,071,83.1
Leon County,Florida,79.1669529782412,12,073,89.8
Levy County,Florida,74.6523472464417,12,075,81.8
Liberty County,Florida,75.8738053602364,12,077,79.3
Madison County,Florida,74.8453783699189,12,079,83.0
Manatee County,Florida,80.2599669690005,12,081,85.0
Marion County,Florida,76.1771704219972,12,083,84.8
Martin County,Florida,81.2904164027968,12,085,86.3
Monroe County,Florida,79.7025052428046,12,087,79.0
Nassau County,Florida,77.4137857800555,12,089,86.7
Okaloosa County,Florida,77.5272617741847,12,091,86.6
Okeechobee County,Florida,76.0526843058407,12,093,79.6
Orange County,Florida,79.6229938205538,12,095,82.1
Osceola County,Florida,79.1287941677334,12,097,80.3
Palm Beach County,Florida,81.5435098991609,12,099,84.0
Pasco County,Florida,77.1762844629969,12,101,86.6
Pinellas County,Florida,78.395681342823,12,103,86.2
Polk County,Florida,77.8620845497436,12,105,84.3
Putnam County,Florida,74.090780438707,12,107,80.8
Saint Johns County,Florida,80.7873785548533,12,109,90.5
Saint Lucie County,Florida,79.3208079937143,12,111,82.8
Santa Rosa County,Florida,77.4755310649387,12,113,88.3
Sarasota County,Florida,81.0536216072404,12,115,87.0
Seminole County,Florida,80.0229363433933,12,117,86.4
Sumter County,Florida,80.6805603758586,12,119,91.9
Suwannee County,Florida,75.2518438739817,12,121,84.1
Taylor County,Florida,75.0117232413597,12,123,86.1
Union County,Florida,68.1022321435241,12,125,87.4
Volusia County,Florida,76.5873174711124,12,127,84.6
Wakulla County,Florida,76.4257876549123,12,129,88.1
Walton County,Florida,77.5629641542452,12,131,82.5
Washington County,Florida,73.1869831493123,12,133,86.5
Appling County,Georgia,74.1433448346722,13,001,81.5
Atkinson County,Georgia,73.4957386486268,13,003,74.3
Bacon County,Georgia,72.7359964465048,13,005,83.6
Baker County,Georgia,77.1856340859936,13,007,81.1
Baldwin County,Georgia,76.09619616506,13,009,87.0
Banks County,Georgia,76.5450676909754,13,011,82.8
Barrow County,Georgia,76.411888155461,13,013,83.2
Bartow County,Georgia,76.1722834809012,13,015,84.4
Ben Hill County,Georgia,73.1598816340588,13,017,80.5
Berrien County,Georgia,74.6754529151076,13,019,77.2
Bibb County,Georgia,73.6322262198595,13,021,84.5
Bleckley County,Georgia,75.6717690416959,13,023,88.4
Brantley County,Georgia,74.2546400533743,13,025,75.6
Brooks County,Georgia,74.8172682959812,13,027,80.8
Bryan County,Georgia,76.1180906074149,13,029,86.8
Bulloch County,Georgia,76.9215839131574,13,031,85.3
Burke County,Georgia,73.6021263366518,13,033,84.3
Butts County,Georgia,73.8736433128169,13,035,84.2
Calhoun County,Georgia,74.7431979128518,13,037,80.3
Camden County,Georgia,77.7910556071849,13,039,86.8
Candler County,Georgia,73.5173794672618,13,043,78.7
Carroll County,Georgia,75.1905636320048,13,045,84.5
Catoosa County,Georgia,77.6873163555651,13,047,86.0
Charlton County,Georgia,76.4126485763899,13,049,79.4
Chatham County,Georgia,77.495475731078,13,051,83.9
Chattahoochee County,Georgia,77.0407510773315,13,053,89.9
Chattooga County,Georgia,73.4795878806539,13,055,83.1
Cherokee County,Georgia,79.8919212910128,13,057,86.7
Clarke County,Georgia,78.5390655519176,13,059,84.6
Clay County,Georgia,74.0565024724032,13,061,74.4
Clayton County,Georgia,76.5867255823059,13,063,77.3
Clinch County,Georgia,72.5941347103603,13,065,79.3
Cobb County,Georgia,80.1632391745068,13,067,84.6
Coffee County,Georgia,74.6415935021983,13,069,77.8
Colquitt County,Georgia,74.2395419909798,13,071,73.3
Columbia County,Georgia,79.9446528000494,13,073,91.2
Cook County,Georgia,74.3816861362536,13,075,77.5
Coweta County,Georgia,78.3629639007777,13,077,89.3
Crawford County,Georgia,75.7700017855094,13,079,85.8
Crisp County,Georgia,74.8754728821352,13,081,81.9
Dade County,Georgia,74.9169898375515,13,083,84.0
Dawson County,Georgia,77.8404809399285,13,085,86.6
Decatur County,Georgia,73.7947102183909,13,087,80.7
DeKalb County,Georgia,79.6424407722431,13,089,82.9
Dodge County,Georgia,75.2439111309318,13,091,85.2
Dooly County,Georgia,78.4687087657377,13,093,82.4
Dougherty County,Georgia,74.5138416570881,13,095,80.5
Douglas County,Georgia,77.3715511881552,13,097,84.4
Early County,Georgia,73.1140819945057,13,099,81.6
Echols County,Georgia,77.1261008355718,13,101,67.2
Effingham County,Georgia,76.3761584292673,13,103,88.3
Elbert County,Georgia,74.4234738881675,13,105,85.6
Emanuel County,Georgia,72.7620593157699,13,107,77.7
Evans County,Georgia,74.8433020894414,13,109,83.0
Fannin County,Georgia,76.9911635316195,13,111,84.7
Fayette County,Georgia,80.7588889119797,13,113,92.3
Floyd County,Georgia,75.2562231958774,13,115,84.3
Forsyth County,Georgia,81.64720509527,13,117,90.1
Franklin County,Georgia,73.9914157726118,13,119,81.6
Fulton County,Georgia,78.7678526769602,13,121,86.3
Gilmer County,Georgia,78.110295381191,13,123,77.7
Glascock County,Georgia,73.5591151643724,13,125,83.8
Glynn County,Georgia,77.1042251846537,13,127,83.7
Gordon County,Georgia,75.5399076199864,13,129,81.9
Grady County,Georgia,75.6781613975346,13,131,79.0
Greene County,Georgia,77.6535983104785,13,133,82.9
Gwinnett County,Georgia,80.5977995974354,13,135,81.7
Habersham County,Georgia,77.41930695738,13,137,82.3
Hall County,Georgia,78.8501578196255,13,139,80.6
Hancock County,Georgia,75.5511526228516,13,141,86.0
Haralson County,Georgia,73.2548609996383,13,143,84.4
Harris County,Georgia,79.3637275024378,13,145,88.7
Hart County,Georgia,76.8943495410448,13,147,82.3
Heard County,Georgia,74.7359238306926,13,149,85.7
Henry County,Georgia,77.2246725220502,13,151,86.9
Houston County,Georgia,77.4957791397741,13,153,86.7
Irwin County,Georgia,74.9700522755473,13,155,81.6
Jackson County,Georgia,76.154219538743,13,157,85.9
Jasper County,Georgia,75.9077043960719,13,159,84.5
Jeff Davis County,Georgia,73.27850301101,13,161,81.8
Jefferson County,Georgia,72.677315464956,13,163,79.3
Jenkins County,Georgia,73.4881821924482,13,165,84.3
Johnson County,Georgia,76.1256460094423,13,167,81.5
Jones County,Georgia,77.9077041501382,13,169,86.4
Lamar County,Georgia,74.5163705283169,13,171,81.9
Lanier County,Georgia,75.3402613596848,13,173,78.4
Laurens County,Georgia,74.6099464490999,13,175,86.2
Lee County,Georgia,76.7932149732719,13,177,88.8
Liberty County,Georgia,76.4775650868514,13,179,86.2
Lincoln County,Georgia,76.1576916943944,13,181,85.1
Long County,Georgia,78.3681666188566,13,183,82.8
Lowndes County,Georgia,75.995529913625,13,185,82.6
Lumpkin County,Georgia,77.6218085990866,13,187,85.5
McDuffie County,Georgia,73.8513564466333,13,189,83.4
McIntosh County,Georgia,79.7602966419833,13,191,83.9
Macon County,Georgia,73.8433801513223,13,193,79.6
Madison County,Georgia,75.8660518401721,13,195,84.0
Marion County,Georgia,76.3753888559576,13,197,83.7
Meriwether County,Georgia,74.4599480502971,13,199,83.3
Miller County,Georgia,73.539483539702,13,201,83.7
Mitchell County,Georgia,74.2252815852118,13,205,78.6
Monroe County,Georgia,77.4615928697148,13,207,87.2
Montgomery County,Georgia,75.1047075175106,13,209,84.0
Morgan County,Georgia,77.4326850024947,13,211,86.6
Murray County,Georgia,74.8101618892847,13,213,80.4
Muscogee County,Georgia,74.2199476837889,13,215,85.4
Newton County,Georgia,76.0155551337021,13,217,86.5
Oconee County,Georgia,80.90554970106,13,219,91.2
Oglethorpe County,Georgia,77.8050173797246,13,221,85.8
Paulding County,Georgia,78.4895950797659,13,223,87.5
Peach County,Georgia,73.7980458639214,13,225,82.1
Pickens County,Georgia,77.1138210119651,13,227,87.3
Pierce County,Georgia,74.4889636156105,13,229,81.2
Pike County,Georgia,75.5700513081301,13,231,83.4
Polk County,Georgia,73.3539926871238,13,233,83.5
Pulaski County,Georgia,77.5360379042965,13,235,83.6
Putnam County,Georgia,77.3546977694882,13,237,83.8
Quitman County,Georgia,75.2221673212216,13,239,82.2
Rabun County,Georgia,77.1527603986146,13,241,77.6
Randolph County,Georgia,75.426296165832,13,243,80.1
Richmond County,Georgia,73.8653991245777,13,245,84.8
Rockdale County,Georgia,77.7038819561169,13,247,82.6
Schley County,Georgia,77.1063445326143,13,249,80.5
Screven County,Georgia,74.4653823162502,13,251,81.2
Seminole County,Georgia,73.7255189590861,13,253,81.5
Spalding County,Georgia,74.2485252754827,13,255,83.1
Stephens County,Georgia,73.3793014301216,13,257,84.1
Stewart County,Georgia,74.0889879344936,13,259,77.8
Sumter County,Georgia,74.507156199642,13,261,85.2
Talbot County,Georgia,74.7719078108227,13,263,86.0
Taliaferro County,Georgia,74.4151345520244,13,265,81.0
Tattnall County,Georgia,74.8066149880787,13,267,84.4
Taylor County,Georgia,74.7090179595822,13,269,80.0
