County,State,mean_life_expectancy,State_FIPS,County_FIPS,black_population
Marin County,California,85.0172356317939,06,041,5709.0
Mariposa County,California,80.0918795754373,06,043,166.0
Mendocino County,California,78.8622505182297,06,045,531.0
Merced County,California,78.6740314276637,06,047,8772.0
Modoc County,California,77.2922317763807,06,049,149.0
Mono County,California,85.3082290449747,06,051,105.0
Monterey County,California,82.0510756660361,06,053,11200.0
Napa County,California,81.4546639927278,06,055,2867.0
Nevada County,California,81.1772572867672,06,057,655.0
Orange County,California,82.7692260205684,06,059,54732.0
Placer County,California,81.8330268106076,06,061,6197.0
Plumas County,California,78.4717776495267,06,063,194.0
Riverside County,California,80.5162407320043,06,065,153545.0
Sacramento County,California,79.3400394926971,06,067,149064.0
San Benito County,California,81.8119632950539,06,069,440.0
San Bernardino County,California,78.4608787343935,06,071,178404.0
San Diego County,California,81.8152724349575,06,073,166412.0
San Francisco County,California,83.2321058302004,06,075,45402.0
San Joaquin County,California,78.22543142894,06,077,52023.0
San Luis Obispo County,California,81.3157003484936,06,079,5265.0
San Mateo County,California,84.3845629127664,06,081,17849.0
Santa Barbara County,California,81.7643311735787,06,083,8626.0
Santa Clara County,California,84.2543556639128,06,085,48058.0
Santa Cruz County,California,82.4374330425814,06,087,2596.0
Shasta County,California,76.0083184102708,06,089,2209.0
Sierra County,California,78.7559184759067,06,091,6.0
Siskiyou County,California,76.3397555392635,06,093,632.0
Solano County,California,79.9136116310706,06,095,61826.0
Sonoma County,California,81.7938284667815,06,097,7960.0
Stanislaus County,California,77.7850070672191,06,099,15534.0
Sutter County,California,78.5169447108835,06,101,2006.0
Tehama County,California,77.2351720137537,06,103,471.0
Trinity County,California,76.4541995192134,06,105,87.0
Tulare County,California,78.1677031872242,06,107,7326.0
Tuolumne County,California,78.6328973173773,06,109,926.0
Ventura County,California,82.0434292248645,06,111,14835.0
Yolo County,California,81.0912989720667,06,113,5834.0
Yuba County,California,75.7914021288201,06,115,2432.0
Alamosa County,Colorado,75.9550396158801,08,003,191.0
Archuleta County,Colorado,81.8918030047636,08,007,249.0
Baca County,Colorado,77.3383444138467,08,009,35.0
Bent County,Colorado,75.9748616124026,08,011,230.0
Chaffee County,Colorado,81.4641560038579,08,015,366.0
Cheyenne County,Colorado,78.6879955565073,08,017,2.0
Clear Creek County,Colorado,82.6610229885307,08,019,103.0
Conejos County,Colorado,76.4373705834421,08,021,36.0
Costilla County,Colorado,77.0920679641841,08,023,17.0
Crowley County,Colorado,76.8847458813323,08,025,206.0
Custer County,Colorado,81.3761757630446,08,027,119.0
Delta County,Colorado,78.0299071880757,08,029,291.0
Dolores County,Colorado,79.4560888187491,08,033,0.0
Douglas County,Colorado,83.6399311898685,08,035,4460.0
Eagle County,Colorado,88.7167159091399,08,037,525.0
Elbert County,Colorado,81.8237081925238,08,039,122.0
El Paso County,Colorado,78.8347552744772,08,041,43282.0
Fremont County,Colorado,77.2051035308431,08,043,1935.0
Garfield County,Colorado,80.6819634064959,08,045,234.0
Gilpin County,Colorado,81.7945176234942,08,047,15.0
Grand County,Colorado,84.0098966721527,08,049,122.0
Gunnison County,Colorado,82.913042229065,08,051,103.0
Huerfano County,Colorado,75.4585720983573,08,055,38.0
Jackson County,Colorado,79.59835257654,08,057,0.0
Kiowa County,Colorado,77.3704120148078,08,061,17.0
Kit Carson County,Colorado,79.5622504984928,08,063,195.0
Lake County,Colorado,82.0248236188546,08,065,8.0
La Plata County,Colorado,81.9648873514121,08,067,261.0
Larimer County,Colorado,81.6003124510936,08,069,3275.0
Las Animas County,Colorado,76.5856454888699,08,071,121.0
Lincoln County,Colorado,78.552506862319,08,073,532.0
Logan County,Colorado,79.4270063355196,08,075,202.0
Mesa County,Colorado,78.3834696871957,08,077,1033.0
Moffat County,Colorado,78.3900592917377,08,081,150.0
Montezuma County,Colorado,77.4763661365105,08,083,52.0
Montrose County,Colorado,79.5886762336159,08,085,155.0
Morgan County,Colorado,78.2634199069944,08,087,954.0
Otero County,Colorado,75.1862520954706,08,089,251.0
Ouray County,Colorado,84.2141800769531,08,091,0.0
Park County,Colorado,82.8974961064367,08,093,49.0
Phillips County,Colorado,80.5145148117585,08,095,12.0
Pitkin County,Colorado,91.3769660058971,08,097,297.0
Prowers County,Colorado,76.8437289856315,08,099,134.0
Pueblo County,Colorado,76.4093117151939,08,101,3535.0
Rio Blanco County,Colorado,78.8548637165788,08,103,25.0
Rio Grande County,Colorado,76.8193945628893,08,105,98.0
Routt County,Colorado,83.4376463460472,08,107,193.0
Saguache County,Colorado,79.6752296378427,08,109,0.0
San Miguel County,Colorado,86.3598650866599,08,113,16.0
Sedgwick County,Colorado,77.7498097799942,08,115,30.0
Summit County,Colorado,91.6203651627367,08,117,285.0
Teller County,Colorado,80.6009263302177,08,119,191.0
Washington County,Colorado,79.4354096367131,08,121,67.0
Yuma County,Colorado,79.0815160968291,08,125,238.0
Adams County,Colorado,80.5457104115307,08,001,16494.0
Arapahoe County,Colorado,80.5457104115307,08,005,67821.0
Boulder County,Colorado,80.5457104115307,08,013,2827.0
Broomfield County,Colorado,80.5457104115307,08,014,770.0
Denver County,Colorado,80.5457104115307,08,031,64881.0
Jefferson County,Colorado,80.5457104115307,08,059,6639.0
Weld County,Colorado,80.5457104115307,08,123,3431.0
Fairfield County,Connecticut,82.7977032113756,09,001,107215.0
Hartford County,Connecticut,80.2331635773284,09,003,122103.0
Litchfield County,Connecticut,80.3658992109622,09,005,3528.0
Middlesex County,Connecticut,81.247531185785,09,007,8654.0
New Haven County,Connecticut,80.122180105688,09,009,113737.0
New London County,Connecticut,79.826808998402,09,011,15760.0
Tolland County,Connecticut,81.7788690174239,09,013,4621.0
Windham County,Connecticut,78.8197586759148,09,015,2644.0
Kent County,Delaware,77.2112341918458,10,001,44292.0
New Castle County,Delaware,78.2865084160653,10,003,138608.0
Sussex County,Delaware,78.5673807823887,10,005,26992.0
Alachua County,Florida,78.4535602220354,12,001,52592.0
Baker County,Florida,74.9514582037514,12,003,3810.0
Bay County,Florida,75.7253025508484,12,005,20018.0
Bradford County,Florida,75.0073944133113,12,007,5353.0
Brevard County,Florida,77.2716340365655,12,009,58100.0
Broward County,Florida,80.4755284438197,12,011,543471.0
Calhoun County,Florida,74.6914495357496,12,013,1812.0
Charlotte County,Florida,80.1348066988875,12,015,9735.0
Citrus County,Florida,75.1336556402493,12,017,4183.0
Clay County,Florida,77.1640126531372,12,019,21318.0
Collier County,Florida,84.9489435983752,12,021,25356.0
Columbia County,Florida,74.9542147993122,12,023,12256.0
Miami-Dade County,Florida,81.0909251968586,12,086,481976.0
DeSoto County,Florida,79.1692556409631,12,027,4420.0
Dixie County,Florida,74.5193170945958,12,029,1364.0
Duval County,Florida,75.6970284676225,12,031,273829.0
Escambia County,Florida,74.9537469330096,12,033,68361.0
Flagler County,Florida,78.8020239192313,12,035,11328.0
Franklin County,Florida,75.9928495625828,12,037,1615.0
Gadsden County,Florida,75.3416140743242,12,039,25658.0
Gilchrist County,Florida,76.6196658152052,12,041,1110.0
Glades County,Florida,80.213599524511,12,043,1861.0
Gulf County,Florida,76.31210239981,12,045,3011.0
Hamilton County,Florida,75.1836206795715,12,047,4923.0
Hardee County,Florida,78.2553790330659,12,049,2111.0
Hendry County,Florida,77.0832219158998,12,051,4621.0
Hernando County,Florida,76.4160896851137,12,053,9307.0
Highlands County,Florida,78.2770855206328,12,055,9380.0
Hillsborough County,Florida,78.7539862110352,12,057,229200.0
Holmes County,Florida,72.9734087683611,12,059,1330.0
Indian River County,Florida,80.0688913457515,12,061,13617.0
Jackson County,Florida,74.4322343859382,12,063,13140.0
Jefferson County,Florida,76.9589195702897,12,065,4868.0
Lafayette County,Florida,76.8777569268263,12,067,1407.0
Lake County,Florida,78.2469781435388,12,069,35268.0
Lee County,Florida,81.5729772276075,12,071,61829.0
Leon County,Florida,79.0301737876123,12,073,89444.0
Levy County,Florida,74.7957604460706,12,075,3465.0
Liberty County,Florida,75.7134300877082,12,077,1257.0
Madison County,Florida,75.0211610783484,12,079,7158.0
Manatee County,Florida,80.4145051875017,12,081,32349.0
Marion County,Florida,75.9104693910342,12,083,43886.0
Martin County,Florida,81.3154961822022,12,085,9082.0
Monroe County,Florida,79.8589989128447,12,087,5399.0
Nassau County,Florida,77.2494441968309,12,089,4886.0
Okaloosa County,Florida,77.4373108710462,12,091,19666.0
Okeechobee County,Florida,75.9744426993115,12,093,3529.0
Orange County,Florida,79.6595177084295,12,095,277193.0
Osceola County,Florida,78.9109833340189,12,097,38975.0
Palm Beach County,Florida,81.4781513545173,12,099,268489.0
Pasco County,Florida,77.209084296734,12,101,28461.0
Pinellas County,Florida,78.4281181387948,12,103,98432.0
Polk County,Florida,77.8067617494822,12,105,101690.0
Putnam County,Florida,73.901215098391,12,107,11707.0
Saint Johns County,Florida,80.7073688844269,12,109,12731.0
Saint Lucie County,Florida,79.4596418043113,12,111,61325.0
Santa Rosa County,Florida,77.3915324879814,12,113,10339.0
Sarasota County,Florida,81.0591538508499,12,115,18646.0
Seminole County,Florida,79.9049694273451,12,117,53080.0
Sumter County,Florida,80.4754543414289,12,119,9029.0
Suwannee County,Florida,75.1589535656509,12,121,5788.0
Taylor County,Florida,74.7285796616171,12,123,4877.0
Union County,Florida,67.7658357745847,12,125,3335.0
Volusia County,Florida,76.3372145765431,12,127,56984.0
Wakulla County,Florida,76.4018685621857,12,129,4741.0
Walton County,Florida,77.6910869065515,12,131,3092.0
Washington County,Florida,72.8104666515528,12,133,3803.0
Appling County,Georgia,74.1097615751301,13,001,3363.0
Atkinson County,Georgia,73.5443620196483,13,003,1484.0
Bacon County,Georgia,72.6255878368236,13,005,1714.0
Baker County,Georgia,77.2147827275408,13,007,1236.0
Baldwin County,Georgia,75.9591221129701,13,009,19060.0
Banks County,Georgia,76.8075277666983,13,011,502.0
Barrow County,Georgia,76.6625325239611,13,013,8841.0
Bartow County,Georgia,76.4675113465904,13,015,11113.0
Ben Hill County,Georgia,73.0822171824974,13,017,6286.0
Berrien County,Georgia,74.4055440206896,13,019,2273.0
Bibb County,Georgia,73.8807694893633,13,021,83068.0
Bleckley County,Georgia,75.8889059006946,13,023,3590.0
Brantley County,Georgia,74.4239219349596,13,025,655.0
Brooks County,Georgia,74.7858557927481,13,027,5358.0
Bryan County,Georgia,76.1882691853995,13,029,5296.0
Bulloch County,Georgia,77.005128319724,13,031,21072.0
Burke County,Georgia,73.9364629181846,13,033,10958.0
Butts County,Georgia,74.038792732603,13,035,6858.0
Calhoun County,Georgia,74.4490104932185,13,037,3919.0
Camden County,Georgia,78.0381542177322,13,039,9862.0
Candler County,Georgia,73.5454730234984,13,043,2572.0
Carroll County,Georgia,75.3050871542808,13,045,21996.0
Catoosa County,Georgia,77.7463764116626,13,047,1558.0
Charlton County,Georgia,76.401462816314,13,049,3358.0
Chatham County,Georgia,77.6961215377425,13,051,114130.0
Chattahoochee County,Georgia,77.3047046244563,13,053,2263.0
Chattooga County,Georgia,73.540698248083,13,055,2507.0
Cherokee County,Georgia,80.0614584461507,13,057,16478.0
Clarke County,Georgia,78.885669773019,13,059,34354.0
Clay County,Georgia,74.0815653772769,13,061,2036.0
Clayton County,Georgia,76.698286556638,13,063,192765.0
Clinch County,Georgia,72.462441517972,13,065,1862.0
Cobb County,Georgia,80.4588649148347,13,067,203874.0
Coffee County,Georgia,74.4493273658183,13,069,12056.0
Colquitt County,Georgia,74.1088665777009,13,071,10491.0
Columbia County,Georgia,80.1413477711469,13,073,24575.0
Cook County,Georgia,74.4180129870213,13,075,4723.0
Coweta County,Georgia,78.5194372038008,13,077,24730.0
Crawford County,Georgia,75.6413346632261,13,079,2978.0
Crisp County,Georgia,74.6751370900589,13,081,9974.0
Dade County,Georgia,75.3267305299081,13,083,103.0
Dawson County,Georgia,78.1651309282708,13,085,230.0
Decatur County,Georgia,73.6932293189229,13,087,11165.0
DeKalb County,Georgia,80.1708909176351,13,089,401085.0
Dodge County,Georgia,75.2115210970033,13,091,5868.0
Dooly County,Georgia,78.3861163186296,13,093,6824.0
Dougherty County,Georgia,74.4307031989871,13,095,62847.0
Douglas County,Georgia,77.6118621931012,13,097,65482.0
Early County,Georgia,73.4100397646834,13,099,5315.0
Echols County,Georgia,77.3138543207156,13,101,143.0
Effingham County,Georgia,76.5227017348973,13,103,7955.0
Elbert County,Georgia,74.4652122951677,13,105,5889.0
Emanuel County,Georgia,72.8374850896249,13,107,7698.0
Evans County,Georgia,74.9623415964071,13,109,3262.0
Fannin County,Georgia,77.3602030871136,13,111,79.0
Fayette County,Georgia,81.0336445526931,13,113,24316.0
Floyd County,Georgia,75.0961301003414,13,115,13861.0
Forsyth County,Georgia,81.9106821070703,13,117,7301.0
Franklin County,Georgia,73.9741040026346,13,119,2150.0
Fulton County,Georgia,79.2621914216746,13,121,451053.0
Gilmer County,Georgia,78.0716109761037,13,123,135.0
Glascock County,Georgia,73.4032244860579,13,125,275.0
Glynn County,Georgia,77.4064219080965,13,127,21957.0
Gordon County,Georgia,75.5910815019174,13,129,2255.0
Grady County,Georgia,75.6390967986397,13,131,7163.0
Greene County,Georgia,78.0771638862825,13,133,6028.0
Gwinnett County,Georgia,80.8576416981151,13,135,245748.0
Habersham County,Georgia,77.4621360966414,13,137,1358.0
Hall County,Georgia,79.0513221599094,13,139,14540.0
Hancock County,Georgia,75.4561378964738,13,141,6178.0
Haralson County,Georgia,73.4638395369125,13,143,1347.0
Harris County,Georgia,79.4514638028953,13,145,5417.0
Hart County,Georgia,77.0465029717568,13,147,4730.0
Heard County,Georgia,74.935041415743,13,149,1085.0
Henry County,Georgia,77.4629291963644,13,151,93814.0
Houston County,Georgia,77.4534964434465,13,153,46232.0
Irwin County,Georgia,74.9026897719718,13,155,2759.0
Jackson County,Georgia,76.5773842944624,13,157,4393.0
Jasper County,Georgia,75.8994510443067,13,159,2881.0
Jeff Davis County,Georgia,73.3471646371562,13,161,2465.0
Jefferson County,Georgia,72.7895471617176,13,163,8515.0
Jenkins County,Georgia,73.4074632261848,13,165,2955.0
Johnson County,Georgia,76.0443954513394,13,167,3256.0
Jones County,Georgia,77.942514638968,13,169,7082.0
Lamar County,Georgia,74.6480848746682,13,171,5392.0
Lanier County,Georgia,75.5741908250113,13,173,2507.0
Laurens County,Georgia,74.6415276577823,13,175,17645.0
Lee County,Georgia,76.6576573244205,13,177,5956.0
Liberty County,Georgia,76.4063478776102,13,179,25503.0
Lincoln County,Georgia,76.4608108585207,13,181,2462.0
Long County,Georgia,78.6678466420593,13,183,4299.0
Lowndes County,Georgia,75.9053554729163,13,185,41718.0
Lumpkin County,Georgia,77.8193013989251,13,187,605.0
McDuffie County,Georgia,73.9498156118123,13,189,8692.0
McIntosh County,Georgia,79.9990111330534,13,191,4840.0
Macon County,Georgia,73.723715857393,13,193,8171.0
Madison County,Georgia,76.1066582067992,13,195,2534.0
Marion County,Georgia,76.443197414621,13,197,2576.0
Meriwether County,Georgia,74.5741063488475,13,199,8169.0
Miller County,Georgia,73.2470191384742,13,201,1780.0
Mitchell County,Georgia,74.0620100864053,13,205,10461.0
Monroe County,Georgia,77.7871454148834,13,207,6302.0
Montgomery County,Georgia,75.0883350470393,13,209,2374.0
Morgan County,Georgia,77.5186789574759,13,211,4258.0
Murray County,Georgia,74.9700556257629,13,213,424.0
Muscogee County,Georgia,74.2394264544026,13,215,90001.0
Newton County,Georgia,76.2607976221268,13,217,46869.0
Oconee County,Georgia,81.2570674760447,13,219,2005.0
Oglethorpe County,Georgia,77.8557806138768,13,221,2623.0
Paulding County,Georgia,78.7395615987406,13,223,29448.0
Peach County,Georgia,73.6937146784614,13,225,12047.0
Pickens County,Georgia,77.29387497581,13,227,409.0
Pierce County,Georgia,74.3784226065327,13,229,1832.0
Pike County,Georgia,75.618283423444,13,231,1811.0
Polk County,Georgia,73.3637862551743,13,233,5091.0
Pulaski County,Georgia,77.923376389831,13,235,3929.0
Putnam County,Georgia,77.7080975315866,13,237,5633.0
Quitman County,Georgia,75.7151571732725,13,239,1192.0
Rabun County,Georgia,77.1270289914812,13,241,393.0
Randolph County,Georgia,74.8773742416869,13,243,4406.0
