County,State,mean_life_expectancy,State_FIPS,County_FIPS,median_home_value
Shelby County,Alabama,79.6179282707985,01,117,196000
Sumter County,Alabama,74.3938821811206,01,119,76800
Talladega County,Alabama,73.5547810443691,01,121,90400
Tallapoosa County,Alabama,75.2700066121829,01,123,94600
Tuscaloosa County,Alabama,75.9567690035619,01,125,152300
Walker County,Alabama,71.0086526303479,01,127,83600
Washington County,Alabama,74.7671249776603,01,129,85800
Wilcox County,Alabama,72.1727031543216,01,131,58300
Winston County,Alabama,74.1868543786886,01,133,80500
Anchorage Municipality,Alaska,78.7324733774199,02,020,277100
Bethel Census Area,Alaska,72.9375771624196,02,050,172300
Bristol Bay Borough,Alaska,75.4523499871574,02,060,182000
Fairbanks North Star Borough,Alaska,79.1951142874763,02,090,213500
Haines Borough,Alaska,79.7853560050767,02,100,172400
Juneau City and Borough,Alaska,79.6549904893737,02,110,304100
Kenai Peninsula Borough,Alaska,78.364214012236,02,122,202300
Kodiak Island Borough,Alaska,78.9325295918541,02,150,233100
Matanuska-Susitna Borough,Alaska,78.153605044223,02,170,217700
Nome Census Area,Alaska,71.2209696012473,02,180,135500
North Slope Borough,Alaska,75.1130295005676,02,185,151100
Sitka City and Borough,Alaska,79.6650631553651,02,220,319500
Southeast Fairbanks Census Area,Alaska,77.5612030905116,02,240,178600
Valdez-Cordova Census Area,Alaska,77.7789732408076,02,261,175100
Wade Hampton Census Area,Alaska,69.3213264483902,02,270,104300
Northwest Arctic Borough,Alaska,73.3099569505481,02,188,130100
Aleutians East Borough,Alaska,83.2497136811526,02,013,120900
Aleutians West Census Area,Alaska,83.2497136811526,02,016,204700
Dillingham Census Area,Alaska,73.8738696625887,02,070,173300
Lake and Peninsula Borough,Alaska,73.8738696625887,02,164,156300
Denali Borough,Alaska,73.4675000952053,02,068,201900
Yukon-Koyukuk Census Area,Alaska,73.4675000952053,02,290,106500
Hoonah-Angoon Census Area,Alaska,80.4521604465035,02,105,208100
Skagway Municipality,Alaska,80.4521604465035,02,230,306200
Yakutat City and Borough,Alaska,80.4521604465035,02,282,148400
Ketchikan Gateway Borough,Alaska,78.2747578732582,02,130,262200
Petersburg Borough,Alaska,78.2747578732582,02,195,206000
Prince of Wales-Hyder Census Area,Alaska,78.2747578732582,02,198,156300
Wrangell City and Borough,Alaska,78.2747578732582,02,275,163200
Apache County,Arizona,73.8561214396708,04,001,85200
Cochise County,Arizona,78.5680603010476,04,003,151800
Coconino County,Arizona,79.1193751512235,04,005,237200
Gila County,Arizona,75.6097304830814,04,007,140500
Graham County,Arizona,77.4622342675031,04,009,125500
Greenlee County,Arizona,78.7507827120149,04,011,79300
Maricopa County,Arizona,80.2124326116695,04,013,193900
Mohave County,Arizona,75.5591104853809,04,015,144700
Navajo County,Arizona,75.2738330677208,04,017,122000
Pima County,Arizona,79.2757506659015,04,019,177500
Pinal County,Arizona,80.7659844558082,04,021,123300
Santa Cruz County,Arizona,82.0373373185342,04,023,145700
Yavapai County,Arizona,78.7874029147685,04,025,199200
La Paz County,Arizona,81.3521675862137,04,012,96300
Yuma County,Arizona,81.3521675862137,04,027,125300
Arkansas County,Arkansas,74.1112858269703,05,001,76700
Ashley County,Arkansas,74.722530526701,05,003,63600
Baxter County,Arkansas,76.2503312773737,05,005,119700
Benton County,Arkansas,79.4131254615631,05,007,150700
Boone County,Arkansas,76.6663467075271,05,009,105300
Bradley County,Arkansas,73.9859323033062,05,011,63900
Calhoun County,Arkansas,75.1966838611123,05,013,57600
Carroll County,Arkansas,77.1456627462798,05,015,117200
Chicot County,Arkansas,73.5503670607376,05,017,55600
Clark County,Arkansas,75.3636248057106,05,019,86700
Clay County,Arkansas,73.5541248348346,05,021,61200
Cleburne County,Arkansas,76.6484655444559,05,023,118800
Cleveland County,Arkansas,75.4329581994689,05,025,67800
Columbia County,Arkansas,74.6943200936668,05,027,78200
Conway County,Arkansas,75.4217186668425,05,029,84500
Craighead County,Arkansas,76.2385197940168,05,031,116500
Crawford County,Arkansas,75.686590417868,05,033,101100
Crittenden County,Arkansas,72.9401979057682,05,035,100200
Cross County,Arkansas,73.6904796145758,05,037,75900
Dallas County,Arkansas,73.8830173656563,05,039,54500
Desha County,Arkansas,73.3796780724682,05,041,59300
Drew County,Arkansas,75.6904108101973,05,043,80700
Faulkner County,Arkansas,76.9619590048966,05,045,135300
Franklin County,Arkansas,75.1411510297566,05,047,92500
Fulton County,Arkansas,75.5379827898365,05,049,89700
Garland County,Arkansas,75.2570452248396,05,051,131500
Grant County,Arkansas,75.6239859974003,05,053,100200
Greene County,Arkansas,74.5331879883689,05,055,95200
Hempstead County,Arkansas,75.2479397463284,05,057,71800
Hot Spring County,Arkansas,75.1772664311386,05,059,81600
Howard County,Arkansas,74.4354857160435,05,061,72900
Independence County,Arkansas,75.5694409162232,05,063,85900
Izard County,Arkansas,75.5978482588757,05,065,75800
Jackson County,Arkansas,73.5653078755239,05,067,57600
Jefferson County,Arkansas,74.0215400823225,05,069,81100
Johnson County,Arkansas,76.2289901089355,05,071,85000
Lafayette County,Arkansas,74.0803351638509,05,073,51600
Lawrence County,Arkansas,74.0776121126324,05,075,57400
Lee County,Arkansas,73.6384894525123,05,077,52100
Lincoln County,Arkansas,75.7083515136591,05,079,64100
Little River County,Arkansas,74.5062487093194,05,081,78600
Logan County,Arkansas,74.7473624038807,05,083,82400
Lonoke County,Arkansas,75.3274694088,05,085,119100
Madison County,Arkansas,75.4443972571463,05,087,95000
Marion County,Arkansas,75.5766832392705,05,089,91600
Miller County,Arkansas,74.9195793668671,05,091,89400
Mississippi County,Arkansas,72.4512758602153,05,093,75600
Monroe County,Arkansas,73.4013992674969,05,095,52500
Montgomery County,Arkansas,76.4915849838952,05,097,75500
Nevada County,Arkansas,74.4070397931647,05,099,64700
Newton County,Arkansas,76.7236904779886,05,101,74900
Ouachita County,Arkansas,73.5602288399878,05,103,68600
Perry County,Arkansas,75.7867157635549,05,105,78400
Phillips County,Arkansas,71.4555730297611,05,107,59200
Pike County,Arkansas,75.1998731244048,05,109,74200
Poinsett County,Arkansas,71.7720566278047,05,111,67200
Polk County,Arkansas,75.3955378678301,05,113,84100
Pope County,Arkansas,76.7352799147921,05,115,107700
Prairie County,Arkansas,75.5176517686095,05,117,74900
Pulaski County,Arkansas,76.1575310521574,05,119,140600
Randolph County,Arkansas,75.2458406261395,05,121,68100
Saint Francis County,Arkansas,74.4871340952185,05,123,67800
Saline County,Arkansas,77.5497685849276,05,125,137700
Scott County,Arkansas,75.5110878403514,05,127,79100
Searcy County,Arkansas,75.9381330654498,05,129,85200
Sebastian County,Arkansas,76.0469771550994,05,131,113100
Sevier County,Arkansas,74.8583636542812,05,133,70000
Sharp County,Arkansas,74.6544772475062,05,135,75700
Stone County,Arkansas,76.7418160917448,05,137,90400
Union County,Arkansas,73.63000792895,05,139,74200
Van Buren County,Arkansas,76.5025977068175,05,141,83500
Washington County,Arkansas,77.957927833903,05,143,150000
White County,Arkansas,75.5251056199117,05,145,98600
Woodruff County,Arkansas,72.9655981133841,05,147,58600
Yell County,Arkansas,74.9132237672603,05,149,84300
Alameda County,California,81.5917114810884,06,001,514900
Alpine County,California,79.0422582403089,06,003,371300
Amador County,California,79.6400674957988,06,005,286500
Butte County,California,77.9504183062094,06,007,237400
Calaveras County,California,79.766911503313,06,009,276200
Colusa County,California,80.2484154818506,06,011,210300
Contra Costa County,California,81.4778692927033,06,013,433800
Del Norte County,California,76.1007646914602,06,015,227700
El Dorado County,California,81.2227109098631,06,017,378400
Fresno County,California,78.6072763856699,06,019,212100
Glenn County,California,78.2580621580513,06,021,222300
Humboldt County,California,77.0221429576216,06,023,300400
Imperial County,California,80.8354361564269,06,025,155800
Inyo County,California,79.0510291877403,06,027,246200
Kern County,California,77.3504807936172,06,029,171200
Kings County,California,79.3200585808375,06,031,192000
Lake County,California,75.3412286352568,06,033,200500
Lassen County,California,78.6032160433732,06,035,189400
Los Angeles County,California,81.3931910172072,06,037,443300
Madera County,California,79.0617574128858,06,039,210300
Marin County,California,83.9987058251874,06,041,810700
Mariposa County,California,80.3397686208848,06,043,242900
Mendocino County,California,78.5047347417068,06,045,353400
Merced County,California,78.7733024594045,06,047,161600
Modoc County,California,78.0080317178538,06,049,158200
Mono County,California,85.1659002950784,06,051,355600
Monterey County,California,81.9282367512405,06,053,390400
Napa County,California,80.9974023370734,06,055,460400
Nevada County,California,81.2238413839233,06,057,379900
Orange County,California,82.3381698987313,06,059,537600
Placer County,California,81.3519443760521,06,061,354900
Plumas County,California,78.6309565054377,06,063,251200
Riverside County,California,80.3223261105413,06,065,248100
Sacramento County,California,79.087098442518,06,067,249800
San Benito County,California,81.7579081627153,06,069,361700
San Bernardino County,California,78.5304101343015,06,071,241500
San Diego County,California,81.381513680784,06,073,419400
San Francisco County,California,82.2907833071001,06,075,750900
San Joaquin County,California,78.2185152530442,06,077,225400
San Luis Obispo County,California,81.2529396083554,06,079,449300
San Mateo County,California,83.3198113420037,06,081,734100
Santa Barbara County,California,81.7611625675103,06,083,482400
Santa Clara County,California,83.4512906349108,06,085,656600
Santa Cruz County,California,81.4994501605179,06,087,576500
Shasta County,California,76.2592677020202,06,089,233400
Sierra County,California,79.0693360309628,06,091,265600
Siskiyou County,California,77.0506509825431,06,093,215200
Solano County,California,79.5796693603122,06,095,290500
Sonoma County,California,81.0959514185712,06,097,430900
Stanislaus County,California,77.9966459626766,06,099,192200
Sutter County,California,78.8028495993562,06,101,204200
Tehama County,California,77.8073761870042,06,103,189500
Trinity County,California,77.2394672692165,06,105,258800
Tulare County,California,78.1621928874685,06,107,172100
Tuolumne County,California,78.9835377745994,06,109,282500
Ventura County,California,81.6875318574591,06,111,465600
Yolo County,California,80.6033247823694,06,113,329000
Yuba County,California,75.9900621771567,06,115,180700
Alamosa County,Colorado,76.5253065439348,08,003,133200
Archuleta County,Colorado,81.6588311692978,08,007,291300
Baca County,Colorado,77.1665962604476,08,009,72300
Bent County,Colorado,76.0996500723774,08,011,70600
Chaffee County,Colorado,81.2888183966825,08,015,256300
Cheyenne County,Colorado,79.6787964950269,08,017,81700
Clear Creek County,Colorado,81.7335004616299,08,019,278700
Conejos County,Colorado,77.1707216337593,08,021,106300
Costilla County,Colorado,77.5771561730912,08,023,90400
Crowley County,Colorado,77.7424458507641,08,025,80400
Custer County,Colorado,81.2346414969819,08,027,224000
Delta County,Colorado,78.5735024481401,08,029,198600
Dolores County,Colorado,79.7274007984304,08,033,123000
Douglas County,Colorado,83.2883520746022,08,035,335300
Eagle County,Colorado,87.6811696488415,08,037,491500
Elbert County,Colorado,81.2231670778837,08,039,334400
El Paso County,Colorado,79.5323718299468,08,041,217500
Fremont County,Colorado,77.401443466878,08,043,161100
Garfield County,Colorado,80.5775115723691,08,045,323100
Gilpin County,Colorado,80.1710618635178,08,047,295800
Grand County,Colorado,83.3265673182264,08,049,282200
Gunnison County,Colorado,82.6027311894569,08,051,327400
Huerfano County,Colorado,77.1399736736607,08,055,159100
Jackson County,Colorado,79.7085644527226,08,057,121800
Kiowa County,Colorado,77.8601759342113,08,061,76100
Kit Carson County,Colorado,79.0944013468693,08,063,118400
Lake County,Colorado,81.0498353165359,08,065,163800
La Plata County,Colorado,81.8277265322899,08,067,336800
Larimer County,Colorado,81.58596821444,08,069,245200
Las Animas County,Colorado,76.9973401027059,08,071,143200
Lincoln County,Colorado,79.5129284860621,08,073,105700
Logan County,Colorado,79.1620787101406,08,075,121200
Mesa County,Colorado,78.7344198151753,08,077,216600
Moffat County,Colorado,78.2778338045996,08,081,184800
Montezuma County,Colorado,77.4000139860387,08,083,187900
Montrose County,Colorado,79.7082086300651,08,085,200900
Morgan County,Colorado,78.2841712582528,08,087,138900
Otero County,Colorado,75.8194915308757,08,089,90900
Ouray County,Colorado,84.0367735438764,08,091,400300
Park County,Colorado,82.7617966335922,08,093,249600
Phillips County,Colorado,79.9038937806825,08,095,126900
Pitkin County,Colorado,89.2148113345019,08,097,618900
Prowers County,Colorado,76.947667951012,08,099,83900
Pueblo County,Colorado,77.1926685376495,08,101,140500
Rio Blanco County,Colorado,79.2290211134147,08,103,212000
Rio Grande County,Colorado,77.0914583603793,08,105,136500
Routt County,Colorado,82.8198966836207,08,107,407700
Saguache County,Colorado,80.0773699156685,08,109,131300
San Miguel County,Colorado,85.4017699191143,08,113,489800
Sedgwick County,Colorado,78.0283208874296,08,115,83200
Summit County,Colorado,89.7522295499671,08,117,460500
Teller County,Colorado,80.3394209122523,08,119,230400
Washington County,Colorado,80.1606316629255,08,121,112900
Yuma County,Colorado,78.96416336077,08,125,123200
Adams County,Colorado,80.0651767732563,08,001,188100
Arapahoe County,Colorado,80.0651767732563,08,005,230900
Boulder County,Colorado,80.0651767732563,08,013,354300
Broomfield County,Colorado,80.0651767732563,08,014,274900
Denver County,Colorado,80.0651767732563,08,031,246300
Jefferson County,Colorado,80.0651767732563,08,059,260800
Weld County,Colorado,80.0651767732563,08,123,192100
Fairfield County,Connecticut,82.301705240952,09,001,447500
Hartford County,Connecticut,80.4548248084037,09,003,246400
Litchfield County,Connecticut,80.6628977925182,09,005,272000
Middlesex County,Connecticut,81.2585082923244,09,007,299600
New Haven County,Connecticut,80.1714609156176,09,009,263900
New London County,Connecticut,80.2094373307813,09,011,260600
Tolland County,Connecticut,81.7620728696427,09,013,261300
Windham County,Connecticut,79.163911230996,09,015,219300
Kent County,Delaware,77.680533585267,10,001,205100
New Castle County,Delaware,78.7619523510733,10,003,251200
Sussex County,Delaware,78.5594945558292,10,005,241800
Alachua County,Florida,78.8298810026242,12,001,176300
Baker County,Florida,75.4892601979674,12,003,126200
Bay County,Florida,76.578868950999,12,005,163000
Bradford County,Florida,76.16409529862,12,007,117500
Brevard County,Florida,78.4425501968517,12,009,157200
Broward County,Florida,80.4620012985353,12,011,199900
Calhoun County,Florida,75.6805027177076,12,013,74400
Charlotte County,Florida,80.5284884291945,12,015,154300
Citrus County,Florida,76.6303920419913,12,017,126000
Clay County,Florida,77.9071530419271,12,019,167900
Collier County,Florida,84.1356415947054,12,021,280700
Columbia County,Florida,75.3682367841856,12,023,120900
Miami-Dade County,Florida,81.0153198340328,12,086,221900
DeSoto County,Florida,79.8382749231809,12,027,98400
Dixie County,Florida,75.3236310527,12,029,88900
Duval County,Florida,76.3973175449474,12,031,161200
Escambia County,Florida,76.0503325549759,12,033,137300
Flagler County,Florida,79.6435125265413,12,035,180300
Franklin County,Florida,76.5862795016104,12,037,159800
Gadsden County,Florida,75.7723355129187,12,039,112000
Gilchrist County,Florida,76.9222692782641,12,041,107300
Glades County,Florida,80.9184507641511,12,043,84400
Gulf County,Florida,76.5611850023736,12,045,126300
Hamilton County,Florida,76.3520765176585,12,047,72300
Hardee County,Florida,78.9865404932149,12,049,89500
Hendry County,Florida,77.8725077937341,12,051,89100
Hernando County,Florida,77.317775606079,12,053,128400
Highlands County,Florida,79.3484213930435,12,055,104800
Hillsborough County,Florida,78.5475087992222,12,057,170000
Holmes County,Florida,74.6560552672803,12,059,87300
Indian River County,Florida,80.5178175495238,12,061,165500
Jackson County,Florida,75.8797991925372,12,063,90600
Jefferson County,Florida,77.0437609758506,12,065,113800
Lafayette County,Florida,76.9155975368524,12,067,154000
Lake County,Florida,79.3669380965877,12,069,155500
Lee County,Florida,81.48918540059,12,071,161400
Leon County,Florida,79.5206843591431,12,073,189100
Levy County,Florida,75.293614646898,12,075,101200
Liberty County,Florida,76.6292768578788,12,077,80300
Madison County,Florida,75.4607942901121,12,079,85600
Manatee County,Florida,80.629206729324,12,081,175100
Marion County,Florida,77.3074938351339,12,083,130900
Martin County,Florida,81.5922174449279,12,085,214300
Monroe County,Florida,79.5108728887751,12,087,417400
Nassau County,Florida,77.684803704205,12,089,195300
Okaloosa County,Florida,78.0416688252663,12,091,188200
Okeechobee County,Florida,76.6699650326857,12,093,110800
Orange County,Florida,79.8154001540693,12,095,185800
Osceola County,Florida,79.4491938069285,12,097,146200
Palm Beach County,Florida,81.8755936100244,12,099,216200
Pasco County,Florida,77.8111203152222,12,101,131200
Pinellas County,Florida,78.7254861652934,12,103,161600
Polk County,Florida,78.4014520540943,12,105,120200
Putnam County,Florida,74.9284440829679,12,107,97300
Saint Johns County,Florida,80.9790544901203,12,109,256000
Saint Lucie County,Florida,79.7006582491651,12,111,135500
Santa Rosa County,Florida,78.143723059504,12,113,166300
Sarasota County,Florida,81.4263592751882,12,115,191600
Seminole County,Florida,80.4715917278167,12,117,204000
Sumter County,Florida,81.1782867363371,12,119,187600
Suwannee County,Florida,75.6945004062578,12,121,105400
Taylor County,Florida,75.9658571048214,12,123,88800
Union County,Florida,69.1725317253423,12,125,107900
Volusia County,Florida,77.5191900530103,12,127,158900
Wakulla County,Florida,76.7127120388798,12,129,145100
Walton County,Florida,77.5888126252622,12,131,164200
Washington County,Florida,74.6847848509577,12,133,88500
Appling County,Georgia,74.9779197790545,13,001,83700
Atkinson County,Georgia,73.8885246731924,13,003,73100
Bacon County,Georgia,73.4867519673095,13,005,71600
Baker County,Georgia,77.6880210275248,13,007,74200
Baldwin County,Georgia,76.4917363724128,13,009,106200
Banks County,Georgia,77.1087292269939,13,011,137800
Barrow County,Georgia,76.5278828675982,13,013,131900
Bartow County,Georgia,76.2568424918217,13,015,137600
Ben Hill County,Georgia,73.7556677496527,13,017,75100
Berrien County,Georgia,75.4235665257949,13,019,77000
Bibb County,Georgia,73.9452638839029,13,021,123300
Bleckley County,Georgia,76.0719969810564,13,023,84500
Brantley County,Georgia,74.7217910618662,13,025,65600
Brooks County,Georgia,75.3616358192966,13,027,100600
Bryan County,Georgia,76.3338879857695,13,029,189100
Bulloch County,Georgia,77.0224181477753,13,031,137700
Burke County,Georgia,73.7080288955286,13,033,78100
Butts County,Georgia,74.2120351680728,13,035,132300
Calhoun County,Georgia,75.1479380356581,13,037,57900
Camden County,Georgia,77.8798137924963,13,039,162200
Candler County,Georgia,74.1222922738895,13,043,79400
Carroll County,Georgia,75.2649452209793,13,045,126000
Catoosa County,Georgia,77.9156612399569,13,047,130300
Charlton County,Georgia,76.8362263333628,13,049,76500
Chatham County,Georgia,77.4078205118083,13,051,175900
Chattahoochee County,Georgia,77.4188164396145,13,053,84400
Chattooga County,Georgia,74.0233955840073,13,055,74800
Cherokee County,Georgia,79.763757077708,13,057,194400
Clarke County,Georgia,78.2517597517476,13,059,161100
Clay County,Georgia,74.7723471601889,13,061,74600
Clayton County,Georgia,76.6132722992256,13,063,111200
Clinch County,Georgia,73.643481993455,13,065,70700
Cobb County,Georgia,79.911245368843,13,067,203000
Coffee County,Georgia,75.1171865624406,13,069,79000
Colquitt County,Georgia,75.1185273657102,13,071,84500
Columbia County,Georgia,79.9378574714085,13,073,171400
Cook County,Georgia,74.868413227934,13,075,91200
Coweta County,Georgia,78.1474782080004,13,077,175000
Crawford County,Georgia,76.4243544922846,13,079,89700
Crisp County,Georgia,75.604155103377,13,081,98500
Dade County,Georgia,75.6024112493452,13,083,118700
Dawson County,Georgia,77.8272718341701,13,085,191200
Decatur County,Georgia,74.590943827003,13,087,105900
DeKalb County,Georgia,79.2158140499573,13,089,178000
Dodge County,Georgia,75.5425266340757,13,091,67900
Dooly County,Georgia,78.0908779265121,13,093,66600
Dougherty County,Georgia,75.0665944233774,13,095,101900
Douglas County,Georgia,77.1251788314126,13,097,146900
Early County,Georgia,74.1211600263603,13,099,81600
Echols County,Georgia,77.4800040431731,13,101,92000
Effingham County,Georgia,76.6807853160528,13,103,156900
Elbert County,Georgia,74.994719658394,13,105,85100
Emanuel County,Georgia,73.1490169283872,13,107,72700
Evans County,Georgia,75.0916714641789,13,109,89600
Fannin County,Georgia,76.5729956410993,13,111,163900
Fayette County,Georgia,80.7760993114054,13,113,239500
Floyd County,Georgia,75.5360393828392,13,115,115000
Forsyth County,Georgia,81.1621661366037,13,117,265900
Franklin County,Georgia,74.539746357532,13,119,129700
Fulton County,Georgia,78.2466293954694,13,121,246200
Gilmer County,Georgia,78.3285795455149,13,123,148500
Glascock County,Georgia,74.4093464008475,13,125,70200
Glynn County,Georgia,77.090338827007,13,127,171300
Gordon County,Georgia,75.8777609472671,13,129,118500
Grady County,Georgia,76.0273569976464,13,131,104900
Greene County,Georgia,77.7414911540533,13,133,136700
Gwinnett County,Georgia,80.3377205482278,13,135,180700
Habersham County,Georgia,77.7664591639441,13,137,143200
Hall County,Georgia,78.8423446598875,13,139,169400
Hancock County,Georgia,76.1179496302772,13,141,71400
Haralson County,Georgia,73.6407834485258,13,143,109400
Harris County,Georgia,79.4813060339318,13,145,214200
Hart County,Georgia,77.0693619469153,13,147,115000
Heard County,Georgia,75.3100668615891,13,149,88900
Henry County,Georgia,77.2270440243086,13,151,158900
Houston County,Georgia,77.6193132329139,13,153,135800
Irwin County,Georgia,75.5407385290799,13,155,77600
Jackson County,Georgia,76.1224253591681,13,157,162900
Jasper County,Georgia,76.4760822218681,13,159,123000
Jeff Davis County,Georgia,73.5960389400029,13,161,78700
Jefferson County,Georgia,73.2175880700057,13,163,69700
Jenkins County,Georgia,74.2947516934314,13,165,66400
Johnson County,Georgia,76.5217089511221,13,167,67000
Jones County,Georgia,78.1776706001903,13,169,137000
Lamar County,Georgia,74.9908744287588,13,171,119800
Lanier County,Georgia,75.5473722896026,13,173,127700
Laurens County,Georgia,74.9937502841476,13,175,88100
Lee County,Georgia,77.5360123381794,13,177,150700
Liberty County,Georgia,77.0173224716006,13,179,126800
Lincoln County,Georgia,76.1252505636201,13,181,103700
Long County,Georgia,78.1786437705502,13,183,102700
Lowndes County,Georgia,76.2377961783429,13,185,134000
Lumpkin County,Georgia,78.0996066601956,13,187,169100
McDuffie County,Georgia,74.5072516293479,13,189,105000
McIntosh County,Georgia,79.4950677588258,13,191,116500
Macon County,Georgia,74.3906529377592,13,193,72400
Madison County,Georgia,75.8325465241539,13,195,127600
Marion County,Georgia,76.7627012692049,13,197,75300
Meriwether County,Georgia,74.9788050638371,13,199,93900
Miller County,Georgia,74.2177122466892,13,201,83600
Mitchell County,Georgia,75.1898689001318,13,205,79300
Monroe County,Georgia,77.233986566549,13,207,150700
Montgomery County,Georgia,75.4452929856624,13,209,76100
Morgan County,Georgia,77.6218116292189,13,211,175700
Murray County,Georgia,74.8836117904355,13,213,98400
Muscogee County,Georgia,75.1089348482962,13,215,132900
Newton County,Georgia,76.3383600112654,13,217,137100
Oconee County,Georgia,80.5411247556966,13,219,241400
Oglethorpe County,Georgia,78.2764908663064,13,221,131300
Paulding County,Georgia,78.4312674493041,13,223,142700
Peach County,Georgia,74.3399933464774,13,225,120000
Pickens County,Georgia,77.4333827116229,13,227,168400
Pierce County,Georgia,75.1463006448415,13,229,82400
Pike County,Georgia,76.248270265237,13,231,156400
Polk County,Georgia,73.7563254899217,13,233,104400
Pulaski County,Georgia,77.5407856910735,13,235,81300
Putnam County,Georgia,77.2505144611178,13,237,161000
Quitman County,Georgia,75.704949473663,13,239,66800
Rabun County,Georgia,77.7200499260469,13,241,174600
Randolph County,Georgia,76.1922253365109,13,243,66200
Richmond County,Georgia,74.1909796753774,13,245,102500
Rockdale County,Georgia,78.0306024210707,13,247,156200
Schley County,Georgia,77.5381182315156,13,249,96700
Screven County,Georgia,74.8408399989457,13,251,77200
Seminole County,Georgia,74.7722620916714,13,253,71500
Spalding County,Georgia,74.4848966724655,13,255,119200
Stephens County,Georgia,73.8081356220611,13,257,104600
Stewart County,Georgia,74.7485703955724,13,259,45900
Sumter County,Georgia,75.3379225174688,13,261,88500
Talbot County,Georgia,75.3884489268479,13,263,74500
Taliaferro County,Georgia,75.1585955884383,13,265,72600
Tattnall County,Georgia,75.2235708271841,13,267,84200
Taylor County,Georgia,75.1368046855178,13,269,64200
Telfair County,Georgia,77.3785428575031,13,271,62200
Terrell County,Georgia,74.7344941359309,13,273,76900
Thomas County,Georgia,75.5189642380648,13,275,122900
Tift County,Georgia,75.6807278477855,13,277,115300
Toombs County,Georgia,74.5002564843312,13,279,89900
Towns County,Georgia,77.83848587917,13,281,166500
Treutlen County,Georgia,75.5427251028086,13,283,61600
Troup County,Georgia,75.4809975435124,13,285,124500
Turner County,Georgia,73.7428493298456,13,287,81500
Twiggs County,Georgia,74.7854542382444,13,289,67600
Union County,Georgia,78.2915900351121,13,291,188500
Upson County,Georgia,73.8409648904424,13,293,89900
Walker County,Georgia,75.0645520396827,13,295,107400
Walton County,Georgia,76.5042468360091,13,297,160000
Ware County,Georgia,74.5069783221159,13,299,84300
Warren County,Georgia,74.1209055800715,13,301,65800
Washington County,Georgia,75.6554816144758,13,303,80700
Wayne County,Georgia,74.5948368825111,13,305,82600
Webster County,Georgia,78.300660660108,13,307,50500
Wheeler County,Georgia,76.7970901366388,13,309,57600
