County,State,mean_life_expectancy,State_FIPS,County_FIPS,high_school_only_percentage
Gordon County,Georgia,75.5910815019174,13,129,35.2
Grady County,Georgia,75.6390967986397,13,131,37.8
Greene County,Georgia,78.0771638862825,13,133,33.6
Gwinnett County,Georgia,80.8576416981151,13,135,22.8
Habersham County,Georgia,77.4621360966414,13,137,33.7
Hall County,Georgia,79.0513221599094,13,139,27.5
Hancock County,Georgia,75.4561378964738,13,141,42.9
Haralson County,Georgia,73.4638395369125,13,143,36.6
Harris County,Georgia,79.4514638028953,13,145,23.5
Hart County,Georgia,77.0465029717568,13,147,36.7
Heard County,Georgia,74.935041415743,13,149,43.5
Henry County,Georgia,77.4629291963644,13,151,31.1
Houston County,Georgia,77.4534964434465,13,153,27.2
Irwin County,Georgia,74.9026897719718,13,155,40.6
Jackson County,Georgia,76.5773842944624,13,157,32.3
Jasper County,Georgia,75.8994510443067,13,159,38.9
Jeff Davis County,Georgia,73.3471646371562,13,161,40.4
Jefferson County,Georgia,72.7895471617176,13,163,41.3
Jenkins County,Georgia,73.4074632261848,13,165,40.5
Johnson County,Georgia,76.0443954513394,13,167,44.0
Jones County,Georgia,77.942514638968,13,169,36.7
Lamar County,Georgia,74.6480848746682,13,171,40.1
Lanier County,Georgia,75.5741908250113,13,173,35.7
Laurens County,Georgia,74.6415276577823,13,175,43.4
Lee County,Georgia,76.6576573244205,13,177,30.8
Liberty County,Georgia,76.4063478776102,13,179,32.0
Lincoln County,Georgia,76.4608108585207,13,181,41.4
Long County,Georgia,78.6678466420593,13,183,31.5
Lowndes County,Georgia,75.9053554729163,13,185,30.0
Lumpkin County,Georgia,77.8193013989251,13,187,29.2
McDuffie County,Georgia,73.9498156118123,13,189,40.5
McIntosh County,Georgia,79.9990111330534,13,191,38.1
Macon County,Georgia,73.723715857393,13,193,34.1
Madison County,Georgia,76.1066582067992,13,195,38.0
Marion County,Georgia,76.443197414621,13,197,38.1
Meriwether County,Georgia,74.5741063488475,13,199,38.9
Miller County,Georgia,73.2470191384742,13,201,38.1
Mitchell County,Georgia,74.0620100864053,13,205,38.2
Monroe County,Georgia,77.7871454148834,13,207,33.9
Montgomery County,Georgia,75.0883350470393,13,209,39.0
Morgan County,Georgia,77.5186789574759,13,211,34.8
Murray County,Georgia,74.9700556257629,13,213,37.8
Muscogee County,Georgia,74.2394264544026,13,215,27.3
Newton County,Georgia,76.2607976221268,13,217,33.6
Oconee County,Georgia,81.2570674760447,13,219,19.6
Oglethorpe County,Georgia,77.8557806138768,13,221,36.6
Paulding County,Georgia,78.7395615987406,13,223,33.1
Peach County,Georgia,73.6937146784614,13,225,29.0
Pickens County,Georgia,77.29387497581,13,227,29.1
Pierce County,Georgia,74.3784226065327,13,229,44.0
Pike County,Georgia,75.618283423444,13,231,40.9
Polk County,Georgia,73.3637862551743,13,233,39.6
Pulaski County,Georgia,77.923376389831,13,235,37.5
Putnam County,Georgia,77.7080975315866,13,237,37.5
Quitman County,Georgia,75.7151571732725,13,239,34.3
Rabun County,Georgia,77.1270289914812,13,241,34.0
Randolph County,Georgia,74.8773742416869,13,243,37.2
Richmond County,Georgia,73.8895818653717,13,245,30.7
Rockdale County,Georgia,77.6928428558949,13,247,31.5
Schley County,Georgia,77.058150222235,13,249,35.3
Screven County,Georgia,74.6085022351091,13,251,42.7
Seminole County,Georgia,73.5921597026236,13,253,39.6
Spalding County,Georgia,74.3781789988297,13,255,39.4
Stephens County,Georgia,73.7027569889285,13,257,36.7
Stewart County,Georgia,74.37185142151,13,259,42.2
Sumter County,Georgia,74.3526146490998,13,261,33.2
Talbot County,Georgia,74.5787742587229,13,263,44.3
Taliaferro County,Georgia,74.5090321508796,13,265,47.8
Tattnall County,Georgia,75.0787450048277,13,267,39.1
