County,State,mean_life_expectancy,State_FIPS,County_FIPS,age_15_to_44_percentage
Fulton County,Arkansas,75.0356374627702,05,049,29.6
Garland County,Arkansas,74.8562256903252,05,051,33.4
Grant County,Arkansas,75.6041085997915,05,053,35.9
Greene County,Arkansas,74.3358069408924,05,055,38.6
Hempstead County,Arkansas,75.5311036861403,05,057,34.4
Hot Spring County,Arkansas,74.4833685843654,05,059,37.1
Howard County,Arkansas,74.3708884718481,05,061,36.5
Independence County,Arkansas,76.1679910478133,05,063,36.6
Izard County,Arkansas,75.6157370549392,05,065,30.7
Jackson County,Arkansas,73.4717805117145,05,067,39.3
Jefferson County,Arkansas,73.4261899123358,05,069,38.9
Johnson County,Arkansas,75.9836214076058,05,071,37.9
Lafayette County,Arkansas,74.9707697442814,05,073,31.6
Lawrence County,Arkansas,74.1619647316862,05,075,36.3
Lee County,Arkansas,73.6550632062585,05,077,39.8
Lincoln County,Arkansas,75.1174601445946,05,079,44.9
Little River County,Arkansas,74.2296480855239,05,081,34.6
Logan County,Arkansas,74.5390519713844,05,083,34.6
Lonoke County,Arkansas,75.1530127524346,05,085,40.7
Madison County,Arkansas,75.8570084978955,05,087,34.0
Marion County,Arkansas,75.6545986398168,05,089,26.4
Miller County,Arkansas,75.0245849048596,05,091,38.0
Mississippi County,Arkansas,71.6047392412473,05,093,38.8
Monroe County,Arkansas,72.5085008717615,05,095,30.6
Montgomery County,Arkansas,75.8260867646292,05,097,29.3
Nevada County,Arkansas,74.3619052994291,05,099,32.1
Newton County,Arkansas,77.4202686543232,05,101,30.3
Ouachita County,Arkansas,73.4591112390394,05,103,33.1
Perry County,Arkansas,75.1914833175535,05,105,33.5
Phillips County,Arkansas,71.3872806812049,05,107,34.9
Pike County,Arkansas,75.2543244823106,05,109,34.7
Poinsett County,Arkansas,71.448323467462,05,111,36.1
Polk County,Arkansas,75.318879330763,05,113,32.9
Pope County,Arkansas,76.7648866733951,05,115,41.1
Prairie County,Arkansas,76.3100595930086,05,117,31.4
Pulaski County,Arkansas,76.2703323632758,05,119,40.2
Randolph County,Arkansas,74.5934682592182,05,121,35.6
Saint Francis County,Arkansas,74.2825629644221,05,123,40.0
Saline County,Arkansas,77.3055666277896,05,125,38.0
Scott County,Arkansas,74.8636036332918,05,127,33.1
Searcy County,Arkansas,75.4159073702129,05,129,30.3
Sebastian County,Arkansas,76.1656763127211,05,131,38.8
Sevier County,Arkansas,75.6975365722476,05,133,38.3
Sharp County,Arkansas,73.8715952603263,05,135,29.8
Stone County,Arkansas,76.3093521708669,05,137,29.5
Union County,Arkansas,73.5506121344898,05,139,35.5
Van Buren County,Arkansas,76.0940936040922,05,141,29.7
Washington County,Arkansas,78.0991138391832,05,143,46.9
White County,Arkansas,75.5567414461608,05,145,39.4
Woodruff County,Arkansas,72.9480766180175,05,147,30.7
Yell County,Arkansas,74.9235318658026,05,149,35.8
Alameda County,California,82.7575999201849,06,001,43.4
Alpine County,California,78.6485788538821,06,003,30.4
Amador County,California,79.8862333173767,06,005,30.6
Butte County,California,77.74205624894,06,007,41.6
Calaveras County,California,79.652233484278,06,009,28.1
Colusa County,California,79.8519517516367,06,011,39.0
Contra Costa County,California,82.3343582015746,06,013,38.4
Del Norte County,California,75.6423735250373,06,015,38.5
El Dorado County,California,81.9417323021439,06,017,32.4
Fresno County,California,78.7315724036983,06,019,42.4
Glenn County,California,77.4985091634692,06,021,38.0
Humboldt County,California,77.103231884233,06,023,42.1
Imperial County,California,81.0043587502323,06,025,41.9
Inyo County,California,79.7078188792565,06,027,32.1
Kern County,California,77.2937032261976,06,029,43.1
Kings County,California,79.6146493630519,06,031,45.8
Lake County,California,74.991217511911,06,033,32.0
Lassen County,California,78.2284119036475,06,035,49.1
Los Angeles County,California,81.972558307764,06,037,43.3
Madera County,California,79.3974531940033,06,039,40.4
Marin County,California,85.1494474193505,06,041,30.8
Mariposa County,California,80.1801056836494,06,043,28.5
Mendocino County,California,79.077233019805,06,045,34.0
Merced County,California,78.8420147049498,06,047,43.0
Modoc County,California,77.2373424971755,06,049,30.2
Mono County,California,85.4852438391621,06,051,43.4
Monterey County,California,82.2537544267071,06,053,41.7
Napa County,California,81.66511692599,06,055,37.5
Nevada County,California,81.3041858848551,06,057,30.0
Orange County,California,82.9944118033005,06,059,40.7
Placer County,California,82.0887926135161,06,061,35.4
Plumas County,California,78.6325377024891,06,063,27.9
Riverside County,California,80.7191290565484,06,065,41.0
Sacramento County,California,79.4935137170957,06,067,41.5
San Benito County,California,81.9286772500934,06,069,40.8
San Bernardino County,California,78.5801556964033,06,071,43.1
San Diego County,California,82.0170756619688,06,073,43.8
San Francisco County,California,83.5138158609691,06,075,48.3
San Joaquin County,California,78.3915151066575,06,077,41.3
San Luis Obispo County,California,81.5052105883313,06,079,40.8
San Mateo County,California,84.7023442849213,06,081,39.9
Santa Barbara County,California,81.8166907378361,06,083,44.1
Santa Clara County,California,84.5063120740832,06,085,42.7
Santa Cruz County,California,82.7177673079809,06,087,42.2
Shasta County,California,76.2390119338471,06,089,35.2
Sierra County,California,78.8775588444232,06,091,26.5
Siskiyou County,California,76.2690959628399,06,093,30.4
Solano County,California,80.0436361786558,06,095,39.8
Sonoma County,California,82.0820448341027,06,097,37.1
Stanislaus County,California,77.8966215595777,06,099,41.2
Sutter County,California,78.6026819687963,06,101,39.4
Tehama County,California,77.3220982796968,06,103,34.8
Trinity County,California,76.6003438081553,06,105,27.8
Tulare County,California,78.4413170202644,06,107,42.0
Tuolumne County,California,78.8406628636061,06,109,32.7
Ventura County,California,82.2820614093944,06,111,39.3
Yolo County,California,81.315994065652,06,113,49.2
Yuba County,California,76.0772917446634,06,115,41.9
Alamosa County,Colorado,75.8122663850422,08,003,44.8
Archuleta County,Colorado,82.1853597930904,08,007,28.4
Baca County,Colorado,77.5452423013832,08,009,31.3
Bent County,Colorado,76.0410177047456,08,011,46.4
Chaffee County,Colorado,81.6805627048081,08,015,32.0
Cheyenne County,Colorado,78.6241739187883,08,017,30.6
Clear Creek County,Colorado,83.0032467314909,08,019,32.7
Conejos County,Colorado,76.5610928960289,08,021,34.3
Costilla County,Colorado,77.3234917081086,08,023,29.4
Crowley County,Colorado,76.9118821750115,08,025,51.0
Custer County,Colorado,81.5940275715944,08,027,20.3
Delta County,Colorado,78.1426822131909,08,029,31.2
Dolores County,Colorado,79.6458320998059,08,033,25.5
Douglas County,Colorado,83.798242865611,08,035,38.5
Eagle County,Colorado,89.037765865798,08,037,43.1
Elbert County,Colorado,82.0085057703699,08,039,31.7
El Paso County,Colorado,78.8629762838757,08,041,43.5
Fremont County,Colorado,77.3840109100534,08,043,37.1
Garfield County,Colorado,80.7747188112076,08,045,40.0
Gilpin County,Colorado,82.1469482912617,08,047,31.1
Grand County,Colorado,84.3255281528647,08,049,37.8
Gunnison County,Colorado,83.0109717359124,08,051,48.9
Huerfano County,Colorado,75.3764961797006,08,055,24.6
Jackson County,Colorado,79.7053619586582,08,057,31.2
Kiowa County,Colorado,77.4317406302941,08,061,27.7
Kit Carson County,Colorado,79.5711867594791,08,063,36.1
Lake County,Colorado,82.5092432798499,08,065,48.2
La Plata County,Colorado,82.2831673739764,08,067,39.5
Larimer County,Colorado,81.7409917944594,08,069,44.6
Las Animas County,Colorado,76.7842621659841,08,071,34.5
Lincoln County,Colorado,78.3588326706885,08,073,42.0
Logan County,Colorado,79.6749551479201,08,075,40.4
Mesa County,Colorado,78.6479463380801,08,077,38.0
Moffat County,Colorado,78.6065465646204,08,081,37.9
Montezuma County,Colorado,77.6362624458917,08,083,31.5
Montrose County,Colorado,79.6282118450066,08,085,31.9
Morgan County,Colorado,78.3683962833378,08,087,38.6
Otero County,Colorado,75.2461381669673,08,089,36.3
Ouray County,Colorado,84.4945402093033,08,091,26.7
Park County,Colorado,83.1413359768179,08,093,29.5
Phillips County,Colorado,80.83770234646,08,095,36.5
Pitkin County,Colorado,91.9533771503941,08,097,38.5
Prowers County,Colorado,77.0828492749894,08,099,36.3
Pueblo County,Colorado,76.4359209535187,08,101,37.8
Rio Blanco County,Colorado,78.9294619320974,08,103,37.0
Rio Grande County,Colorado,76.9744549124682,08,105,36.6
Routt County,Colorado,83.7251626952226,08,107,41.1
Saguache County,Colorado,79.7395365629359,08,109,28.2
San Miguel County,Colorado,86.8405002420409,08,113,40.8
Sedgwick County,Colorado,78.0042385836866,08,115,29.0
Summit County,Colorado,92.2538583558184,08,117,44.9
Teller County,Colorado,80.8594227143916,08,119,29.1
Washington County,Colorado,79.579162477447,08,121,35.1
Yuma County,Colorado,79.1819910265769,08,125,34.4
Adams County,Colorado,80.7776770732522,08,001,44.1
Arapahoe County,Colorado,80.7776770732522,08,005,42.1
Boulder County,Colorado,80.7776770732522,08,013,44.7
Broomfield County,Colorado,80.7776770732522,08,014,41.8
Denver County,Colorado,80.7776770732522,08,031,49.9
Jefferson County,Colorado,80.7776770732522,08,059,39.4
Weld County,Colorado,80.7776770732522,08,123,42.2
Fairfield County,Connecticut,83.06367075044,09,001,37.3
Hartford County,Connecticut,80.3245705571959,09,003,38.4
Litchfield County,Connecticut,80.4782806087235,09,005,32.1
Middlesex County,Connecticut,81.2555672072746,09,007,34.8
New Haven County,Connecticut,80.238661322463,09,009,38.9
New London County,Connecticut,80.0120060973127,09,011,37.9
Tolland County,Connecticut,81.8506213159263,09,013,43.4
Windham County,Connecticut,78.8137553417168,09,015,38.3
Kent County,Delaware,77.3566080866732,10,001,39.1
New Castle County,Delaware,78.4233453623627,10,003,40.0
Sussex County,Delaware,78.7243267092783,10,005,29.3
Alachua County,Florida,78.4340931262536,12,001,50.2
Baker County,Florida,75.128460017376,12,003,39.6
Bay County,Florida,75.8516440862453,12,005,37.8
Bradford County,Florida,74.9471636217274,12,007,39.3
Brevard County,Florida,77.1535095933838,12,009,32.2
Broward County,Florida,80.6456883184715,12,011,38.5
Calhoun County,Florida,74.745562315166,12,013,38.2
Charlotte County,Florida,80.2028826550715,12,015,22.6
Citrus County,Florida,75.2265593412728,12,017,24.3
Clay County,Florida,77.3186239719444,12,019,38.1
Collier County,Florida,85.3006274853414,12,021,29.1
Columbia County,Florida,75.0076209421469,12,023,37.0
Miami-Dade County,Florida,81.2133398870448,12,086,40.1
DeSoto County,Florida,79.353923606622,12,027,38.8
Dixie County,Florida,74.5628919091959,12,029,32.9
Duval County,Florida,75.6810672794633,12,031,41.7
Escambia County,Florida,74.8858720184732,12,033,40.6
Flagler County,Florida,78.8047744405017,12,035,28.4
Franklin County,Florida,76.2443544791436,12,037,35.2
Gadsden County,Florida,75.4408844419078,12,039,37.0
Gilchrist County,Florida,76.8041546429204,12,041,37.3
Glades County,Florida,80.4422155675543,12,043,33.8
Gulf County,Florida,76.6890535995694,12,045,36.5
Hamilton County,Florida,75.1405417872033,12,047,39.6
Hardee County,Florida,78.3664151371352,12,049,39.8
Hendry County,Florida,77.1024946420314,12,051,40.4
Hernando County,Florida,76.4707870919015,12,053,30.5
Highlands County,Florida,78.4611947135149,12,055,27.5
Hillsborough County,Florida,78.9068329546551,12,057,41.8
Holmes County,Florida,72.8524921555009,12,059,36.4
Indian River County,Florida,80.0866066846368,12,061,27.5
Jackson County,Florida,74.3833609589623,12,063,38.7
Jefferson County,Florida,77.0612988493261,12,065,33.0
Lafayette County,Florida,77.1306853774472,12,067,43.8
Lake County,Florida,78.231313487883,12,069,31.7
Lee County,Florida,81.8202975262275,12,071,31.3
Leon County,Florida,79.1165379077494,12,073,50.3
Levy County,Florida,74.8204356383303,12,075,31.2
Liberty County,Florida,75.7841247471328,12,077,42.9
Madison County,Florida,75.0209773080767,12,079,37.0
Manatee County,Florida,80.5582354410051,12,081,30.8
Marion County,Florida,75.8588184778582,12,083,30.6
Martin County,Florida,81.5458024946645,12,085,27.8
Monroe County,Florida,80.0453706124074,12,087,33.4
Nassau County,Florida,77.3506959508971,12,089,33.3
Okaloosa County,Florida,77.4527229824993,12,091,40.4
Okeechobee County,Florida,76.0476015281269,12,093,36.5
Orange County,Florida,79.8001708637047,12,095,45.5
Osceola County,Florida,78.8994587406866,12,097,42.7
Palm Beach County,Florida,81.5903769096319,12,099,34.4
Pasco County,Florida,77.2485204856939,12,101,33.9
Pinellas County,Florida,78.586674870322,12,103,32.6
Polk County,Florida,77.8084507732582,12,105,37.0
Putnam County,Florida,73.8294207855765,12,107,32.1
Saint Johns County,Florida,80.8265760794815,12,109,33.9
Saint Lucie County,Florida,79.5825368083965,12,111,33.4
Santa Rosa County,Florida,77.2818335841508,12,113,38.5
Sarasota County,Florida,81.1962314153777,12,115,25.3
Seminole County,Florida,79.9067588033048,12,117,40.5
Sumter County,Florida,80.6404891289786,12,119,16.1
Suwannee County,Florida,75.5232667907986,12,121,34.1
Taylor County,Florida,74.640605259606,12,123,37.6
Union County,Florida,67.7776529585801,12,125,42.1
Volusia County,Florida,76.2744848258596,12,127,33.4
Wakulla County,Florida,76.390708716639,12,129,39.1
Walton County,Florida,77.7803937214357,12,131,34.1
Washington County,Florida,72.6685066903205,12,133,38.7
Appling County,Georgia,74.1299840083705,13,001,36.0
Atkinson County,Georgia,73.6106428460459,13,003,40.2
Bacon County,Georgia,72.7153851629149,13,005,39.5
Baker County,Georgia,77.2265523808269,13,007,33.6
Baldwin County,Georgia,75.958726877356,13,009,44.1
Banks County,Georgia,76.7747953820731,13,011,36.6
Barrow County,Georgia,76.8906956716554,13,013,41.2
Bartow County,Georgia,76.6574000836464,13,015,39.0
Ben Hill County,Georgia,73.1077252518848,13,017,35.7
Berrien County,Georgia,74.4030446681557,13,019,36.4
Bibb County,Georgia,74.0479230862072,13,021,39.4
Bleckley County,Georgia,76.0332417443827,13,023,41.7
Brantley County,Georgia,74.6044083049542,13,025,36.0
Brooks County,Georgia,74.901508755282,13,027,34.6
Bryan County,Georgia,76.2530588035402,13,029,42.6
Bulloch County,Georgia,77.2098952039386,13,031,51.8
Burke County,Georgia,73.9960548058811,13,033,36.6
Butts County,Georgia,74.1990085559535,13,035,40.7
Calhoun County,Georgia,74.4427083560295,13,037,43.3
Camden County,Georgia,78.2590427705682,13,039,43.5
Candler County,Georgia,73.7650410440072,13,043,35.3
Carroll County,Georgia,75.5638951544728,13,045,43.0
Catoosa County,Georgia,77.9344541792589,13,047,37.6
Charlton County,Georgia,76.4868454884365,13,049,39.3
Chatham County,Georgia,77.8888660442048,13,051,43.3
Chattahoochee County,Georgia,77.4040253799594,13,053,66.4
Chattooga County,Georgia,73.6686753247581,13,055,37.8
Cherokee County,Georgia,80.2625671216918,13,057,38.5
Clarke County,Georgia,79.0362591976606,13,059,56.7
Clay County,Georgia,73.8111217920828,13,061,31.5
Clayton County,Georgia,76.8990515639018,13,063,43.3
Clinch County,Georgia,72.551746901677,13,065,36.2
Cobb County,Georgia,80.6407684417505,13,067,42.0
Coffee County,Georgia,74.5050115025747,13,069,41.1
Colquitt County,Georgia,74.1561281823738,13,071,38.7
Columbia County,Georgia,80.3603128042985,13,073,40.5
Cook County,Georgia,74.5026987480474,13,075,37.6
Coweta County,Georgia,78.8038123093466,13,077,38.4
Crawford County,Georgia,75.6724806214399,13,079,34.5
Crisp County,Georgia,74.7220937268816,13,081,36.3
Dade County,Georgia,75.3114701564565,13,083,38.3
Dawson County,Georgia,78.3033662471657,13,085,35.2
Decatur County,Georgia,73.6601562217573,13,087,37.9
DeKalb County,Georgia,80.4448353783483,13,089,43.3
Dodge County,Georgia,75.5468666139455,13,091,38.0
Dooly County,Georgia,78.5020483004188,13,093,39.0
Dougherty County,Georgia,74.3390713154805,13,095,40.7
Douglas County,Georgia,77.8467664649048,13,097,40.6
Early County,Georgia,73.5795568978364,13,099,34.6
Echols County,Georgia,77.4904865671423,13,101,40.5
Effingham County,Georgia,76.7115741558666,13,103,40.6
Elbert County,Georgia,74.483630029281,13,105,34.3
Emanuel County,Georgia,72.8820410119048,13,107,38.7
Evans County,Georgia,75.2129516041769,13,109,36.5
Fannin County,Georgia,77.7982430579873,13,111,27.5
Fayette County,Georgia,81.1591964534197,13,113,33.9
Floyd County,Georgia,75.3084423705215,13,115,38.9
Forsyth County,Georgia,82.1629515233153,13,117,38.3
Franklin County,Georgia,74.074368213478,13,119,35.9
Fulton County,Georgia,79.6229445774038,13,121,45.2
Gilmer County,Georgia,78.3697821362563,13,123,30.8
Glascock County,Georgia,73.556073913624,13,125,36.5
Glynn County,Georgia,77.6513857604345,13,127,35.6
Gordon County,Georgia,75.7777192557876,13,129,38.5
Grady County,Georgia,75.6745096058627,13,131,35.0
Greene County,Georgia,78.4712900431319,13,133,29.3
Gwinnett County,Georgia,81.0167761555968,13,135,41.9
Habersham County,Georgia,77.4525536461943,13,137,37.6
Hall County,Georgia,79.2450646509743,13,139,39.3
Hancock County,Georgia,75.381368510092,13,141,37.8
Haralson County,Georgia,73.5774524409532,13,143,36.3
Harris County,Georgia,79.5625776557608,13,145,34.4
Hart County,Georgia,77.164437570065,13,147,33.7
Heard County,Georgia,75.0756227800294,13,149,36.0
Henry County,Georgia,77.5779659535645,13,151,40.6
Houston County,Georgia,77.5879454126882,13,153,41.1
Irwin County,Georgia,75.0602816749064,13,155,38.7
Jackson County,Georgia,76.6407832284404,13,157,38.2
Jasper County,Georgia,76.1353765239125,13,159,34.1
Jeff Davis County,Georgia,73.5009861495751,13,161,38.8
Jefferson County,Georgia,72.6459562949125,13,163,36.2
Jenkins County,Georgia,73.4732476527202,13,165,31.5
Johnson County,Georgia,76.1942124683175,13,167,39.1
Jones County,Georgia,78.0617806492275,13,169,36.0
Lamar County,Georgia,74.9593700097731,13,171,41.2
Lanier County,Georgia,75.6935233496723,13,173,42.1
Laurens County,Georgia,74.6579676717434,13,175,36.6
Lee County,Georgia,76.7743295827364,13,177,40.3
Liberty County,Georgia,76.4874651261938,13,179,47.9
Lincoln County,Georgia,76.5255941801173,13,181,31.0
Long County,Georgia,79.0586846862287,13,183,44.3
Lowndes County,Georgia,76.1271047440151,13,185,47.0
Lumpkin County,Georgia,77.9066523957369,13,187,43.6
McDuffie County,Georgia,74.0298601677061,13,189,36.2
McIntosh County,Georgia,80.4104185456372,13,191,29.1
Macon County,Georgia,73.7464509823897,13,193,40.8
Madison County,Georgia,76.2644253282229,13,195,36.2
Marion County,Georgia,76.5979928578085,13,197,32.9
Meriwether County,Georgia,74.8212349638533,13,199,34.6
Miller County,Georgia,73.123478698754,13,201,34.1
Mitchell County,Georgia,73.9757811247242,13,205,39.0
Monroe County,Georgia,78.2585017790917,13,207,35.8
Montgomery County,Georgia,75.1853790614533,13,209,40.3
Morgan County,Georgia,77.8007938168183,13,211,32.1
Murray County,Georgia,75.1219487694679,13,213,38.3
Muscogee County,Georgia,74.2296849653059,13,215,42.8
Newton County,Georgia,76.4384532126195,13,217,40.0
Oconee County,Georgia,81.4613369282058,13,219,36.1
Oglethorpe County,Georgia,77.9479609720703,13,221,34.4
Paulding County,Georgia,78.9241895570538,13,223,41.0
Peach County,Georgia,73.8047058848866,13,225,40.9
Pickens County,Georgia,77.3860957156484,13,227,32.8
Pierce County,Georgia,74.4341947507242,13,229,35.4
Pike County,Georgia,75.7634647722075,13,231,38.0
Polk County,Georgia,73.5988039563983,13,233,37.9
Pulaski County,Georgia,78.2225246953724,13,235,40.2
Putnam County,Georgia,78.1286067826551,13,237,31.4
Quitman County,Georgia,76.2445068416415,13,239,31.1
Rabun County,Georgia,77.2156800094562,13,241,31.1
Randolph County,Georgia,75.0894837271813,13,243,32.7
Richmond County,Georgia,74.0629670568665,13,245,43.1
Rockdale County,Georgia,77.7222836148183,13,247,38.1
Schley County,Georgia,77.279661862851,13,249,40.1
Screven County,Georgia,74.7823602905223,13,251,36.2
Seminole County,Georgia,73.6092805430089,13,253,32.9
Spalding County,Georgia,74.6017277015724,13,255,37.2
Stephens County,Georgia,73.7753654217199,13,257,35.6
Stewart County,Georgia,74.4562707570844,13,259,53.0
Sumter County,Georgia,74.3226006260793,13,261,40.3
Talbot County,Georgia,74.7648988477763,13,263,31.0
Taliaferro County,Georgia,74.7025631630207,13,265,39.7
