County,State,State_FIPS,County_FIPS,housing_cost_burden
Ketchikan Gateway Borough,Alaska,02,130,198.0
Petersburg Borough,Alaska,02,195,17.0
Prince of Wales-Hyder Census Area,Alaska,02,198,50.0
Wrangell City and Borough,Alaska,02,275,40.0
Apache County,Arizona,04,001,213.0
Cochise County,Arizona,04,003,1291.0
Coconino County,Arizona,04,005,1596.0
Gila County,Arizona,04,007,324.0
Graham County,Arizona,04,009,194.0
Greenlee County,Arizona,04,011,53.0
Maricopa County,Arizona,04,013,48127.0
Mohave County,Arizona,04,015,1941.0
Navajo County,Arizona,04,017,910.0
Pima County,Arizona,04,019,11619.0
Pinal County,Arizona,04,021,2638.0
Santa Cruz County,Arizona,04,023,302.0
Yavapai County,Arizona,04,025,1947.0
La Paz County,Arizona,04,012,75.0
Yuma County,Arizona,04,027,1390.0
Arkansas County,Arkansas,05,001,235.0
Ashley County,Arkansas,05,003,61.0
Baxter County,Arkansas,05,005,307.0
Benton County,Arkansas,05,007,2322.0
Boone County,Arkansas,05,009,266.0
Bradley County,Arkansas,05,011,98.0
Calhoun County,Arkansas,05,013,30.0
Carroll County,Arkansas,05,015,239.0
Chicot County,Arkansas,05,017,141.0
Clark County,Arkansas,05,019,284.0
Clay County,Arkansas,05,021,217.0
Cleburne County,Arkansas,05,023,216.0
Cleveland County,Arkansas,05,025,47.0
Columbia County,Arkansas,05,027,144.0
Conway County,Arkansas,05,029,126.0
Craighead County,Arkansas,05,031,1115.0
Crawford County,Arkansas,05,033,432.0
Crittenden County,Arkansas,05,035,654.0
Cross County,Arkansas,05,037,185.0
Dallas County,Arkansas,05,039,122.0
Desha County,Arkansas,05,041,119.0
Drew County,Arkansas,05,043,166.0
Faulkner County,Arkansas,05,045,1374.0
Franklin County,Arkansas,05,047,99.0
Fulton County,Arkansas,05,049,136.0
Garland County,Arkansas,05,051,1260.0
Grant County,Arkansas,05,053,83.0
Greene County,Arkansas,05,055,381.0
Hempstead County,Arkansas,05,057,305.0
Hot Spring County,Arkansas,05,059,156.0
Howard County,Arkansas,05,061,187.0
Independence County,Arkansas,05,063,370.0
Izard County,Arkansas,05,065,117.0
Jackson County,Arkansas,05,067,137.0
Jefferson County,Arkansas,05,069,598.0
Johnson County,Arkansas,05,071,228.0
Lafayette County,Arkansas,05,073,48.0
Lawrence County,Arkansas,05,075,167.0
Lee County,Arkansas,05,077,128.0
Lincoln County,Arkansas,05,079,87.0
Little River County,Arkansas,05,081,166.0
Logan County,Arkansas,05,083,103.0
Lonoke County,Arkansas,05,085,647.0
Madison County,Arkansas,05,087,61.0
Marion County,Arkansas,05,089,136.0
Miller County,Arkansas,05,091,341.0
Mississippi County,Arkansas,05,093,458.0
Monroe County,Arkansas,05,095,99.0
Montgomery County,Arkansas,05,097,57.0
Nevada County,Arkansas,05,099,192.0
Newton County,Arkansas,05,101,51.0
Ouachita County,Arkansas,05,103,131.0
Perry County,Arkansas,05,105,42.0
Phillips County,Arkansas,05,107,176.0
Pike County,Arkansas,05,109,77.0
Poinsett County,Arkansas,05,111,478.0
Polk County,Arkansas,05,113,124.0
Pope County,Arkansas,05,115,633.0
Prairie County,Arkansas,05,117,86.0
Pulaski County,Arkansas,05,119,4874.0
Randolph County,Arkansas,05,121,165.0
Saint Francis County,Arkansas,05,123,391.0
Saline County,Arkansas,05,125,829.0
Scott County,Arkansas,05,127,88.0
Searcy County,Arkansas,05,129,48.0
Sebastian County,Arkansas,05,131,1430.0
Sevier County,Arkansas,05,133,189.0
Sharp County,Arkansas,05,135,194.0
Stone County,Arkansas,05,137,125.0
Union County,Arkansas,05,139,235.0
Van Buren County,Arkansas,05,141,125.0
Washington County,Arkansas,05,143,3338.0
White County,Arkansas,05,145,691.0
Woodruff County,Arkansas,05,147,120.0
Yell County,Arkansas,05,149,249.0
Alameda County,California,06,001,24767.0
Alpine County,California,06,003,0.0
Amador County,California,06,005,300.0
Butte County,California,06,007,3085.0
Calaveras County,California,06,009,408.0
Colusa County,California,06,011,189.0
Contra Costa County,California,06,013,12218.0
Del Norte County,California,06,015,204.0
El Dorado County,California,06,017,1238.0
Fresno County,California,06,019,12145.0
Glenn County,California,06,021,348.0
Humboldt County,California,06,023,1837.0
Imperial County,California,06,025,1822.0
Inyo County,California,06,027,284.0
Kern County,California,06,029,8802.0
Kings County,California,06,031,1928.0
Lake County,California,06,033,836.0
Lassen County,California,06,035,235.0
Los Angeles County,California,06,037,157632.0
Madera County,California,06,039,1329.0
Marin County,California,06,041,3494.0
Mariposa County,California,06,043,116.0
Mendocino County,California,06,045,991.0
Merced County,California,06,047,2930.0
Modoc County,California,06,049,61.0
Mono County,California,06,051,96.0
Monterey County,California,06,053,6546.0
Napa County,California,06,055,2091.0
Nevada County,California,06,057,928.0
Orange County,California,06,059,40830.0
Placer County,California,06,061,3748.0
Plumas County,California,06,063,84.0
Riverside County,California,06,065,22908.0
Sacramento County,California,06,067,19388.0
San Benito County,California,06,069,599.0
San Bernardino County,California,06,071,21649.0
San Diego County,California,06,073,49102.0
San Francisco County,California,06,075,17249.0
San Joaquin County,California,06,077,7790.0
San Luis Obispo County,California,06,079,3696.0
San Mateo County,California,06,081,8770.0
Santa Barbara County,California,06,083,6637.0
Santa Clara County,California,06,085,21339.0
Santa Cruz County,California,06,087,3876.0
Shasta County,California,06,089,2316.0
Sierra County,California,06,091,66.0
Siskiyou County,California,06,093,550.0
Solano County,California,06,095,5288.0
Sonoma County,California,06,097,7420.0
Stanislaus County,California,06,099,6290.0
Sutter County,California,06,101,1489.0
Tehama County,California,06,103,866.0
Trinity County,California,06,105,224.0
Tulare County,California,06,107,5008.0
Tuolumne County,California,06,109,802.0
Ventura County,California,06,111,9463.0
Yolo County,California,06,113,3086.0
Yuba County,California,06,115,961.0
Alamosa County,Colorado,08,003,353.0
Archuleta County,Colorado,08,007,163.0
Baca County,Colorado,08,009,31.0
Bent County,Colorado,08,011,53.0
Chaffee County,Colorado,08,015,204.0
Cheyenne County,Colorado,08,017,25.0
Clear Creek County,Colorado,08,019,59.0
Conejos County,Colorado,08,021,84.0
Costilla County,Colorado,08,023,24.0
Crowley County,Colorado,08,025,24.0
Custer County,Colorado,08,027,36.0
Delta County,Colorado,08,029,281.0
Dolores County,Colorado,08,033,7.0
Douglas County,Colorado,08,035,1800.0
Eagle County,Colorado,08,037,672.0
Elbert County,Colorado,08,039,44.0
El Paso County,Colorado,08,041,9538.0
Fremont County,Colorado,08,043,321.0
Garfield County,Colorado,08,045,750.0
Gilpin County,Colorado,08,047,46.0
Grand County,Colorado,08,049,84.0
Gunnison County,Colorado,08,051,354.0
Huerfano County,Colorado,08,055,47.0
Jackson County,Colorado,08,057,3.0
Kiowa County,Colorado,08,061,5.0
Kit Carson County,Colorado,08,063,63.0
Lake County,Colorado,08,065,97.0
La Plata County,Colorado,08,067,725.0
Larimer County,Colorado,08,069,3970.0
Las Animas County,Colorado,08,071,99.0
Lincoln County,Colorado,08,073,53.0
Logan County,Colorado,08,075,160.0
Mesa County,Colorado,08,077,1710.0
Moffat County,Colorado,08,081,155.0
Montezuma County,Colorado,08,083,228.0
Montrose County,Colorado,08,085,362.0
Morgan County,Colorado,08,087,283.0
Otero County,Colorado,08,089,302.0
Ouray County,Colorado,08,091,69.0
Park County,Colorado,08,093,83.0
Phillips County,Colorado,08,095,19.0
Pitkin County,Colorado,08,097,167.0
Prowers County,Colorado,08,099,268.0
Pueblo County,Colorado,08,101,2031.0
Rio Blanco County,Colorado,08,103,69.0
Rio Grande County,Colorado,08,105,119.0
Routt County,Colorado,08,107,173.0
Saguache County,Colorado,08,109,77.0
San Miguel County,Colorado,08,113,123.0
Sedgwick County,Colorado,08,115,24.0
Summit County,Colorado,08,117,278.0
Teller County,Colorado,08,119,138.0
Washington County,Colorado,08,121,52.0
Yuma County,Colorado,08,125,144.0
Adams County,Colorado,08,001,5912.0
Arapahoe County,Colorado,08,005,8973.0
Boulder County,Colorado,08,013,3212.0
Broomfield County,Colorado,08,014,582.0
Denver County,Colorado,08,031,12341.0
Jefferson County,Colorado,08,059,5700.0
Weld County,Colorado,08,123,2531.0
Fairfield County,Connecticut,09,001,9130.0
Hartford County,Connecticut,09,003,10222.0
Litchfield County,Connecticut,09,005,1413.0
Middlesex County,Connecticut,09,007,1139.0
New Haven County,Connecticut,09,009,10453.0
New London County,Connecticut,09,011,3650.0
Tolland County,Connecticut,09,013,1281.0
Windham County,Connecticut,09,015,1239.0
Kent County,Delaware,10,001,1611.0
New Castle County,Delaware,10,003,5115.0
Sussex County,Delaware,10,005,1428.0
Alachua County,Florida,12,001,3455.0
Baker County,Florida,12,003,83.0
Bay County,Florida,12,005,2472.0
Bradford County,Florida,12,007,148.0
Brevard County,Florida,12,009,5705.0
Broward County,Florida,12,011,22844.0
Calhoun County,Florida,12,013,38.0
Charlotte County,Florida,12,015,1158.0
Citrus County,Florida,12,017,1059.0
Clay County,Florida,12,019,1279.0
Collier County,Florida,12,021,3480.0
Columbia County,Florida,12,023,435.0
Miami-Dade County,Florida,12,086,34472.0
DeSoto County,Florida,12,027,313.0
Dixie County,Florida,12,029,118.0
Duval County,Florida,12,031,12565.0
Escambia County,Florida,12,033,4742.0
Flagler County,Florida,12,035,615.0
Franklin County,Florida,12,037,66.0
Gadsden County,Florida,12,039,259.0
Gilchrist County,Florida,12,041,180.0
Glades County,Florida,12,043,117.0
Gulf County,Florida,12,045,50.0
Hamilton County,Florida,12,047,143.0
Hardee County,Florida,12,049,168.0
Hendry County,Florida,12,051,183.0
Hernando County,Florida,12,053,1017.0
Highlands County,Florida,12,055,848.0
Hillsborough County,Florida,12,057,18268.0
Holmes County,Florida,12,059,103.0
Indian River County,Florida,12,061,1339.0
Jackson County,Florida,12,063,318.0
Jefferson County,Florida,12,065,151.0
Lafayette County,Florida,12,067,44.0
Lake County,Florida,12,069,2372.0
Lee County,Florida,12,071,6740.0
Leon County,Florida,12,073,4689.0
Levy County,Florida,12,075,276.0
Liberty County,Florida,12,077,18.0
Madison County,Florida,12,079,83.0
Manatee County,Florida,12,081,3897.0
Marion County,Florida,12,083,2436.0
Martin County,Florida,12,085,1246.0
Monroe County,Florida,12,087,1120.0
Nassau County,Florida,12,089,794.0
Okaloosa County,Florida,12,091,2151.0
Okeechobee County,Florida,12,093,329.0
Orange County,Florida,12,095,17559.0
Osceola County,Florida,12,097,3335.0
Palm Beach County,Florida,12,099,13557.0
Pasco County,Florida,12,101,3885.0
Pinellas County,Florida,12,103,12172.0
Polk County,Florida,12,105,6363.0
Putnam County,Florida,12,107,598.0
Saint Johns County,Florida,12,109,1552.0
Saint Lucie County,Florida,12,111,2511.0
Santa Rosa County,Florida,12,113,1692.0
Sarasota County,Florida,12,115,3961.0
Seminole County,Florida,12,117,4392.0
Sumter County,Florida,12,119,427.0
Suwannee County,Florida,12,121,369.0
Taylor County,Florida,12,123,111.0
Union County,Florida,12,125,101.0
Volusia County,Florida,12,127,5215.0
Wakulla County,Florida,12,129,190.0
Walton County,Florida,12,131,550.0
Washington County,Florida,12,133,63.0
Appling County,Georgia,13,001,94.0
Atkinson County,Georgia,13,003,51.0
Bacon County,Georgia,13,005,75.0
Baker County,Georgia,13,007,5.0
Baldwin County,Georgia,13,009,379.0
Banks County,Georgia,13,011,57.0
Barrow County,Georgia,13,013,674.0
Bartow County,Georgia,13,015,663.0
Ben Hill County,Georgia,13,017,129.0
Berrien County,Georgia,13,019,85.0
Bibb County,Georgia,13,021,1951.0
Bleckley County,Georgia,13,023,45.0
Brantley County,Georgia,13,025,62.0
Brooks County,Georgia,13,027,92.0
Bryan County,Georgia,13,029,442.0
Bulloch County,Georgia,13,031,1125.0
Burke County,Georgia,13,033,217.0
Butts County,Georgia,13,035,65.0
Calhoun County,Georgia,13,037,42.0
Camden County,Georgia,13,039,784.0
Candler County,Georgia,13,043,53.0
Carroll County,Georgia,13,045,872.0
Catoosa County,Georgia,13,047,376.0
Charlton County,Georgia,13,049,55.0
Chatham County,Georgia,13,051,3966.0
Chattahoochee County,Georgia,13,053,272.0
Chattooga County,Georgia,13,055,289.0
Cherokee County,Georgia,13,057,1625.0
Clarke County,Georgia,13,059,1698.0
Clay County,Georgia,13,061,23.0
Clayton County,Georgia,13,063,3782.0
Clinch County,Georgia,13,065,47.0
Cobb County,Georgia,13,067,8308.0
Coffee County,Georgia,13,069,295.0
Colquitt County,Georgia,13,071,619.0
Columbia County,Georgia,13,073,796.0
Cook County,Georgia,13,075,141.0
Coweta County,Georgia,13,077,1244.0
Crawford County,Georgia,13,079,203.0
Crisp County,Georgia,13,081,239.0
Dade County,Georgia,13,083,17.0
Dawson County,Georgia,13,085,140.0
Decatur County,Georgia,13,087,283.0
DeKalb County,Georgia,13,089,10016.0
Dodge County,Georgia,13,091,156.0
Dooly County,Georgia,13,093,181.0
Dougherty County,Georgia,13,095,1645.0
Douglas County,Georgia,13,097,1707.0
Early County,Georgia,13,099,47.0
Echols County,Georgia,13,101,35.0
Effingham County,Georgia,13,103,270.0
Elbert County,Georgia,13,105,151.0
Emanuel County,Georgia,13,107,289.0
Evans County,Georgia,13,109,98.0
Fannin County,Georgia,13,111,142.0
Fayette County,Georgia,13,113,687.0
Floyd County,Georgia,13,115,1334.0
Forsyth County,Georgia,13,117,675.0
Franklin County,Georgia,13,119,180.0
Fulton County,Georgia,13,121,14794.0
Gilmer County,Georgia,13,123,298.0
Glascock County,Georgia,13,125,14.0
Glynn County,Georgia,13,127,819.0
Gordon County,Georgia,13,129,687.0
Grady County,Georgia,13,131,343.0
Greene County,Georgia,13,133,183.0
Gwinnett County,Georgia,13,135,8634.0
Habersham County,Georgia,13,137,370.0
Hall County,Georgia,13,139,1943.0
Hancock County,Georgia,13,141,107.0
Haralson County,Georgia,13,143,240.0
Harris County,Georgia,13,145,99.0
Hart County,Georgia,13,147,137.0
Heard County,Georgia,13,149,61.0
Henry County,Georgia,13,151,1916.0
Houston County,Georgia,13,153,1445.0
Irwin County,Georgia,13,155,49.0
Jackson County,Georgia,13,157,284.0
Jasper County,Georgia,13,159,133.0
Jeff Davis County,Georgia,13,161,87.0
Jefferson County,Georgia,13,163,153.0
Jenkins County,Georgia,13,165,0.0
Johnson County,Georgia,13,167,59.0
Jones County,Georgia,13,169,187.0
Lamar County,Georgia,13,171,118.0
Lanier County,Georgia,13,173,41.0
Laurens County,Georgia,13,175,324.0
Lee County,Georgia,13,177,362.0
Liberty County,Georgia,13,179,1305.0
Lincoln County,Georgia,13,181,126.0
Long County,Georgia,13,183,126.0
Lowndes County,Georgia,13,185,1520.0
Lumpkin County,Georgia,13,187,166.0
McDuffie County,Georgia,13,189,159.0
McIntosh County,Georgia,13,191,69.0
Macon County,Georgia,13,193,88.0
Madison County,Georgia,13,195,58.0
Marion County,Georgia,13,197,86.0
Meriwether County,Georgia,13,199,95.0
Miller County,Georgia,13,201,51.0
Mitchell County,Georgia,13,205,231.0
Monroe County,Georgia,13,207,70.0
Montgomery County,Georgia,13,209,82.0
Morgan County,Georgia,13,211,93.0
Murray County,Georgia,13,213,614.0
Muscogee County,Georgia,13,215,3492.0
Newton County,Georgia,13,217,897.0
Oconee County,Georgia,13,219,134.0
Oglethorpe County,Georgia,13,221,128.0
Paulding County,Georgia,13,223,1215.0
Peach County,Georgia,13,225,167.0
Pickens County,Georgia,13,227,285.0
Pierce County,Georgia,13,229,6.0
Pike County,Georgia,13,231,62.0
Polk County,Georgia,13,233,423.0
Pulaski County,Georgia,13,235,63.0
Putnam County,Georgia,13,237,144.0
Quitman County,Georgia,13,239,24.0
Rabun County,Georgia,13,241,121.0
Randolph County,Georgia,13,243,68.0
Richmond County,Georgia,13,245,2682.0
Rockdale County,Georgia,13,247,636.0
Schley County,Georgia,13,249,61.0
Screven County,Georgia,13,251,54.0
Seminole County,Georgia,13,253,44.0
Spalding County,Georgia,13,255,742.0
Stephens County,Georgia,13,257,161.0
Stewart County,Georgia,13,259,19.0
Sumter County,Georgia,13,261,277.0
Talbot County,Georgia,13,263,47.0
Taliaferro County,Georgia,13,265,20.0
Tattnall County,Georgia,13,267,118.0
Taylor County,Georgia,13,269,27.0
Telfair County,Georgia,13,271,101.0
Terrell County,Georgia,13,273,85.0
Thomas County,Georgia,13,275,349.0
Tift County,Georgia,13,277,299.0
Toombs County,Georgia,13,279,333.0
Towns County,Georgia,13,281,59.0
Treutlen County,Georgia,13,283,20.0
Troup County,Georgia,13,285,701.0
Turner County,Georgia,13,287,17.0
Twiggs County,Georgia,13,289,24.0
Union County,Georgia,13,291,63.0
Upson County,Georgia,13,293,360.0
Walker County,Georgia,13,295,545.0
Walton County,Georgia,13,297,544.0
Ware County,Georgia,13,299,393.0
Warren County,Georgia,13,301,83.0
Washington County,Georgia,13,303,145.0
Wayne County,Georgia,13,305,204.0
Webster County,Georgia,13,307,11.0
Wheeler County,Georgia,13,309,28.0
White County,Georgia,13,311,218.0
Whitfield County,Georgia,13,313,1071.0
Wilcox County,Georgia,13,315,35.0
Wilkes County,Georgia,13,317,143.0
Wilkinson County,Georgia,13,319,66.0
Worth County,Georgia,13,321,236.0
Hawaii County,Hawaii,15,001,1575.0
Honolulu County,Hawaii,15,003,12983.0
Kauai County,Hawaii,15,007,941.0
Kalawao County,Hawaii,15,005,0.0
Maui County,Hawaii,15,009,1825.0
Ada County,Idaho,16,001,4215.0
Adams County,Idaho,16,003,48.0
Bannock County,Idaho,16,005,806.0
Bear Lake County,Idaho,16,007,9.0
Benewah County,Idaho,16,009,62.0
Bingham County,Idaho,16,011,201.0
Blaine County,Idaho,16,013,422.0
Boise County,Idaho,16,015,42.0
Bonner County,Idaho,16,017,425.0
Bonneville County,Idaho,16,019,1108.0
Boundary County,Idaho,16,021,50.0
Butte County,Idaho,16,023,8.0
Camas County,Idaho,16,025,10.0
Canyon County,Idaho,16,027,1569.0
Caribou County,Idaho,16,029,6.0
Cassia County,Idaho,16,031,132.0
Clearwater County,Idaho,16,035,26.0
Custer County,Idaho,16,037,18.0
Elmore County,Idaho,16,039,360.0
Franklin County,Idaho,16,041,98.0
Fremont County,Idaho,16,043,37.0
Gem County,Idaho,16,045,210.0
Gooding County,Idaho,16,047,111.0
Idaho County,Idaho,16,049,138.0
Jefferson County,Idaho,16,051,24.0
Jerome County,Idaho,16,053,308.0
Kootenai County,Idaho,16,055,1282.0
Latah County,Idaho,16,057,592.0
Lemhi County,Idaho,16,059,115.0
Lewis County,Idaho,16,061,25.0
Lincoln County,Idaho,16,063,28.0
Madison County,Idaho,16,065,301.0
Minidoka County,Idaho,16,067,83.0
Nez Perce County,Idaho,16,069,412.0
Oneida County,Idaho,16,071,16.0
Owyhee County,Idaho,16,073,63.0
Payette County,Idaho,16,075,211.0
Power County,Idaho,16,077,69.0
Shoshone County,Idaho,16,079,150.0
Teton County,Idaho,16,081,155.0
Twin Falls County,Idaho,16,083,782.0
Valley County,Idaho,16,085,115.0
Washington County,Idaho,16,087,88.0
Adams County,Illinois,17,001,700.0
Alexander County,Illinois,17,003,46.0
Bond County,Illinois,17,005,78.0
Boone County,Illinois,17,007,290.0
Brown County,Illinois,17,009,3.0
Bureau County,Illinois,17,011,218.0
Calhoun County,Illinois,17,013,15.0
Carroll County,Illinois,17,015,124.0
Cass County,Illinois,17,017,97.0
Champaign County,Illinois,17,019,2652.0
Christian County,Illinois,17,021,293.0
Clark County,Illinois,17,023,165.0
Clay County,Illinois,17,025,91.0
Clinton County,Illinois,17,027,106.0
Coles County,Illinois,17,029,570.0
Cook County,Illinois,17,031,67363.0
Crawford County,Illinois,17,033,69.0
Cumberland County,Illinois,17,035,28.0
DeKalb County,Illinois,17,037,1453.0
De Witt County,Illinois,17,039,108.0
Douglas County,Illinois,17,041,92.0
DuPage County,Illinois,17,043,8385.0
Edgar County,Illinois,17,045,112.0
Edwards County,Illinois,17,047,52.0
Effingham County,Illinois,17,049,243.0
Fayette County,Illinois,17,051,147.0
Ford County,Illinois,17,053,132.0
Franklin County,Illinois,17,055,262.0
Fulton County,Illinois,17,057,273.0
Gallatin County,Illinois,17,059,43.0
Greene County,Illinois,17,061,115.0
Grundy County,Illinois,17,063,189.0
Hamilton County,Illinois,17,065,27.0
Hancock County,Illinois,17,067,112.0
Hardin County,Illinois,17,069,36.0
Henderson County,Illinois,17,071,31.0
Henry County,Illinois,17,073,216.0
Iroquois County,Illinois,17,075,185.0
Jackson County,Illinois,17,077,827.0
Jasper County,Illinois,17,079,50.0
Jefferson County,Illinois,17,081,324.0
Jersey County,Illinois,17,083,148.0
Jo Daviess County,Illinois,17,085,123.0
Johnson County,Illinois,17,087,43.0
Kane County,Illinois,17,089,3893.0
Kankakee County,Illinois,17,091,908.0
Kendall County,Illinois,17,093,522.0
Knox County,Illinois,17,095,688.0
Lake County,Illinois,17,097,6091.0
LaSalle County,Illinois,17,099,930.0
Lawrence County,Illinois,17,101,91.0
Lee County,Illinois,17,103,218.0
Livingston County,Illinois,17,105,218.0
Logan County,Illinois,17,107,122.0
McDonough County,Illinois,17,109,238.0
McHenry County,Illinois,17,111,1825.0
McLean County,Illinois,17,113,1411.0
Macon County,Illinois,17,115,1107.0
Macoupin County,Illinois,17,117,340.0
Madison County,Illinois,17,119,2139.0
Marion County,Illinois,17,121,171.0
Marshall County,Illinois,17,123,59.0
Mason County,Illinois,17,125,86.0
Massac County,Illinois,17,127,124.0
Menard County,Illinois,17,129,73.0
Mercer County,Illinois,17,131,70.0
Monroe County,Illinois,17,133,211.0
Montgomery County,Illinois,17,135,225.0
Morgan County,Illinois,17,137,361.0
Moultrie County,Illinois,17,139,73.0
Ogle County,Illinois,17,141,407.0
Peoria County,Illinois,17,143,2198.0
Perry County,Illinois,17,145,127.0
Piatt County,Illinois,17,147,90.0
Pike County,Illinois,17,149,99.0
Pope County,Illinois,17,151,22.0
Pulaski County,Illinois,17,153,50.0
Putnam County,Illinois,17,155,18.0
Randolph County,Illinois,17,157,178.0
Richland County,Illinois,17,159,131.0
Rock Island County,Illinois,17,161,1628.0
Saint Clair County,Illinois,17,163,2973.0
Saline County,Illinois,17,165,226.0
Sangamon County,Illinois,17,167,1873.0
Schuyler County,Illinois,17,169,66.0
Scott County,Illinois,17,171,9.0
Shelby County,Illinois,17,173,75.0
Stark County,Illinois,17,175,19.0
Stephenson County,Illinois,17,177,621.0
Tazewell County,Illinois,17,179,1034.0
Union County,Illinois,17,181,84.0
Vermilion County,Illinois,17,183,675.0
Wabash County,Illinois,17,185,59.0
Warren County,Illinois,17,187,117.0
Washington County,Illinois,17,189,79.0
Wayne County,Illinois,17,191,131.0
White County,Illinois,17,193,97.0
Whiteside County,Illinois,17,195,539.0
Will County,Illinois,17,197,3763.0
Williamson County,Illinois,17,199,599.0
Winnebago County,Illinois,17,201,2743.0
Woodford County,Illinois,17,203,110.0
Adams County,Indiana,18,001,144.0
Allen County,Indiana,18,003,3264.0
Bartholomew County,Indiana,18,005,558.0
Benton County,Indiana,18,007,106.0
Blackford County,Indiana,18,009,179.0
Boone County,Indiana,18,011,472.0
Brown County,Indiana,18,013,77.0
Carroll County,Indiana,18,015,144.0
Cass County,Indiana,18,017,214.0
Clark County,Indiana,18,019,1031.0
Clay County,Indiana,18,021,169.0
Clinton County,Indiana,18,023,270.0
Crawford County,Indiana,18,025,38.0
Daviess County,Indiana,18,027,175.0
Dearborn County,Indiana,18,029,456.0
Decatur County,Indiana,18,031,291.0
DeKalb County,Indiana,18,033,283.0
Delaware County,Indiana,18,035,894.0
Dubois County,Indiana,18,037,397.0
Elkhart County,Indiana,18,039,1398.0
Fayette County,Indiana,18,041,283.0
Floyd County,Indiana,18,043,638.0
Fountain County,Indiana,18,045,164.0
Franklin County,Indiana,18,047,214.0
Fulton County,Indiana,18,049,180.0
Gibson County,Indiana,18,051,252.0
Grant County,Indiana,18,053,695.0
Greene County,Indiana,18,055,197.0
Hamilton County,Indiana,18,057,2205.0
Hancock County,Indiana,18,059,401.0
Harrison County,Indiana,18,061,158.0
