County,State,mean_life_expectancy,State_FIPS,County_FIPS,black_population
Shelby County,Alabama,79.3605942204235,01,117,19271
Sumter County,Alabama,74.7921572142597,01,119,10197
Talladega County,Alabama,73.6882547200741,01,121,26278
Tallapoosa County,Alabama,75.077435710559,01,123,11095
Tuscaloosa County,Alabama,75.8862020245186,01,125,56014
Walker County,Alabama,71.1723809100068,01,127,4082
Washington County,Alabama,74.9165994000916,01,129,4468
Wilcox County,Alabama,72.2227020427842,01,131,8763
Winston County,Alabama,74.4351585659774,01,133,75
Anchorage Municipality,Alaska,78.9245272689264,02,020,15228
Bethel Census Area,Alaska,73.3300223061007,02,050,44
Bristol Bay Borough,Alaska,75.7329552494461,02,060,0
Fairbanks North Star Borough,Alaska,79.1817743582799,02,090,4189
Haines Borough,Alaska,79.954475555649,02,100,3
Juneau City and Borough,Alaska,79.5450525828138,02,110,234
Kenai Peninsula Borough,Alaska,78.3433239355887,02,122,302
Kodiak Island Borough,Alaska,79.2454630390477,02,150,125
Matanuska-Susitna Borough,Alaska,78.2391649292321,02,170,867
Nome Census Area,Alaska,71.5217195377239,02,180,105
North Slope Borough,Alaska,75.6183543614843,02,185,37
Sitka City and Borough,Alaska,79.9193586987551,02,220,22
Southeast Fairbanks Census Area,Alaska,77.8836827652977,02,240,156
Valdez-Cordova Census Area,Alaska,77.7330094117857,02,261,76
Wade Hampton Census Area,Alaska,69.7239065705661,02,270,9
Northwest Arctic Borough,Alaska,73.3391317270434,02,188,17
Aleutians East Borough,Alaska,82.6311532210158,02,013,406
Aleutians West Census Area,Alaska,82.6311532210158,02,016,676
Dillingham Census Area,Alaska,74.1456948712291,02,070,11
Lake and Peninsula Borough,Alaska,74.1456948712291,02,164,16
Denali Borough,Alaska,73.4250343041214,02,068,19
Yukon-Koyukuk Census Area,Alaska,73.4250343041214,02,290,4
Hoonah-Angoon Census Area,Alaska,80.2028303887827,02,105,4
Skagway Municipality,Alaska,80.2028303887827,02,230,24
Yakutat City and Borough,Alaska,80.2028303887827,02,282,0
Ketchikan Gateway Borough,Alaska,78.068609555046,02,130,51
Petersburg Borough,Alaska,78.068609555046,02,195,0
Prince of Wales-Hyder Census Area,Alaska,78.068609555046,02,198,9
Wrangell City and Borough,Alaska,78.068609555046,02,275,21
Apache County,Arizona,73.9084540856657,04,001,179
Cochise County,Arizona,78.5158098155958,04,003,4939
Coconino County,Arizona,78.8793918533605,04,005,1417
Gila County,Arizona,75.4437756678515,04,007,136
Graham County,Arizona,77.2691123971271,04,009,813
Greenlee County,Arizona,78.6717121553605,04,011,24
Maricopa County,Arizona,79.9288361892334,04,013,177978
Mohave County,Arizona,75.5447946246861,04,015,1854
Navajo County,Arizona,75.3734268523667,04,017,869
Pima County,Arizona,79.1257429617843,04,019,33329
Pinal County,Arizona,80.3503916261864,04,021,13836
Santa Cruz County,Arizona,81.6652696850513,04,023,169
Yavapai County,Arizona,78.6639768114451,04,025,1127
La Paz County,Arizona,81.2379419949419,04,012,211
Yuma County,Arizona,81.2379419949419,04,027,3774
Arkansas County,Arkansas,74.1918526582681,05,001,4712
Ashley County,Arkansas,74.8757442209592,05,003,5739
Baxter County,Arkansas,76.2619900238484,05,005,29
Benton County,Arkansas,79.7106033533568,05,007,2271
Boone County,Arkansas,77.0322104929616,05,009,63
Bradley County,Arkansas,74.2051264908246,05,011,3377
Calhoun County,Arkansas,75.1983859359615,05,013,1186
Carroll County,Arkansas,77.3863690630778,05,015,155
Chicot County,Arkansas,74.1382223635403,05,017,6615
Clark County,Arkansas,75.6708017909048,05,019,5351
Clay County,Arkansas,74.1188250737977,05,021,18
Cleburne County,Arkansas,76.7870647705504,05,023,144
Cleveland County,Arkansas,75.6067201090524,05,025,1109
Columbia County,Arkansas,74.7154921560309,05,027,9140
Conway County,Arkansas,75.6462834778638,05,029,2507
Craighead County,Arkansas,75.9970858547541,05,031,11570
Crawford County,Arkansas,75.859039185564,05,033,811
Crittenden County,Arkansas,72.7906873129834,05,035,25083
Cross County,Arkansas,73.902156102448,05,037,4164
Dallas County,Arkansas,73.997270780656,05,039,3587
Desha County,Arkansas,73.6635372740047,05,041,6230
Drew County,Arkansas,76.0491456998621,05,043,5304
Faulkner County,Arkansas,77.0428638182801,05,045,10848
Franklin County,Arkansas,75.5458263302084,05,047,78
Fulton County,Arkansas,75.7157069981427,05,049,0
Garland County,Arkansas,75.3565793395802,05,051,7739
Grant County,Arkansas,75.9718993896894,05,053,496
Greene County,Arkansas,74.6519765281286,05,055,305
Hempstead County,Arkansas,75.5778491129795,05,057,6872
Hot Spring County,Arkansas,75.3505382359784,05,059,3307
Howard County,Arkansas,74.3256651832679,05,061,2894
Independence County,Arkansas,75.6091104779093,05,063,791
Izard County,Arkansas,75.7891479102865,05,065,209
Jackson County,Arkansas,73.9937323531042,05,067,3005
Jefferson County,Arkansas,74.268551625703,05,069,41916
Johnson County,Arkansas,76.3266816154184,05,071,404
Lafayette County,Arkansas,74.3344974472446,05,073,2939
Lawrence County,Arkansas,74.4406361230034,05,075,46
Lee County,Arkansas,73.7528783839541,05,077,5909
Lincoln County,Arkansas,75.9947071239763,05,079,4328
Little River County,Arkansas,74.7292562710955,05,081,2783
Logan County,Arkansas,75.1862735405503,05,083,175
Lonoke County,Arkansas,75.5665406623968,05,085,4207
Madison County,Arkansas,75.8564953768165,05,087,48
Marion County,Arkansas,76.1598831325385,05,089,0
Miller County,Arkansas,75.3580086535153,05,091,10446
Mississippi County,Arkansas,72.3743643040729,05,093,15877
Monroe County,Arkansas,73.6639669837679,05,095,3468
Montgomery County,Arkansas,76.4857380467761,05,097,7
Nevada County,Arkansas,74.4385057234473,05,099,2995
Newton County,Arkansas,77.1872549142482,05,101,28
Ouachita County,Arkansas,73.8466744763712,05,103,10575
Perry County,Arkansas,75.443618271564,05,105,261
Phillips County,Arkansas,71.6632439477911,05,107,14204
Pike County,Arkansas,75.4641983051212,05,109,394
Poinsett County,Arkansas,72.163013547861,05,111,1718
Polk County,Arkansas,75.4413839671568,05,113,42
Pope County,Arkansas,76.8560057367961,05,115,1905
Prairie County,Arkansas,75.7570184889654,05,117,1181
Pulaski County,Arkansas,76.2218380686612,05,119,130584
Randolph County,Arkansas,75.3734296495411,05,121,114
Saint Francis County,Arkansas,74.2245382485609,05,123,14730
Saline County,Arkansas,77.8593505899079,05,125,4319
Scott County,Arkansas,75.5274001529113,05,127,0
Searcy County,Arkansas,76.1633343825571,05,129,0
Sebastian County,Arkansas,76.2442660532707,05,131,7551
Sevier County,Arkansas,75.1185438089124,05,133,686
Sharp County,Arkansas,75.0513967212799,05,135,77
Stone County,Arkansas,76.7186118545408,05,137,0
Union County,Arkansas,73.6116630106634,05,139,13823
Van Buren County,Arkansas,76.8279355274677,05,141,135
Washington County,Arkansas,77.8831272919666,05,143,6198
White County,Arkansas,75.7796008507232,05,145,2959
Woodruff County,Arkansas,73.2682007226522,05,147,2197
Yell County,Arkansas,74.8420509663272,05,149,259
Alameda County,California,81.179941279127,06,001,186492
Alpine County,California,78.9935449132904,06,003,0
Amador County,California,79.3324881162446,06,005,714
Butte County,California,77.8463719684284,06,007,3220
Calaveras County,California,79.7716665195077,06,009,467
Colusa County,California,79.9501913877951,06,011,196
Contra Costa County,California,81.219880669834,06,013,92810
Del Norte County,California,75.8881754343473,06,015,991
El Dorado County,California,80.9208557138761,06,017,1140
Fresno County,California,78.5284592662274,06,019,45704
Glenn County,California,78.1953143390907,06,021,197
Humboldt County,California,76.8803106430826,06,023,1477
Imperial County,California,80.5534276527724,06,025,5824
Inyo County,California,78.752892524234,06,027,178
Kern County,California,77.0667578052571,06,029,45273
Kings County,California,78.9431003018013,06,031,11483
Lake County,California,75.473088303413,06,033,1378
Lassen County,California,78.7539001396504,06,035,2989
Los Angeles County,California,81.0136166433438,06,037,852780
Madera County,California,79.1139069175769,06,039,5654
Marin County,California,83.7533185766929,06,041,7470
Mariposa County,California,80.0190986409129,06,043,99
Mendocino County,California,78.2787036705852,06,045,862
Merced County,California,78.625228768058,06,047,9781
Modoc County,California,77.9914440928399,06,049,96
Mono County,California,84.4305622713204,06,051,118
Monterey County,California,81.7189658865755,06,053,13091
Napa County,California,80.7468270082409,06,055,2943
Nevada County,California,81.1341233931031,06,057,432
Orange County,California,82.1435660883561,06,059,48361
Placer County,California,81.1491632857166,06,061,4502
Plumas County,California,78.5292424780641,06,063,225
Riverside County,California,79.9153754863222,06,065,131258
Sacramento County,California,78.9665402238924,06,067,142676
San Benito County,California,81.5745185906897,06,069,665
San Bernardino County,California,78.1534828787786,06,071,178597
San Diego County,California,81.0710650519569,06,073,152313
San Francisco County,California,81.9116275615157,06,075,49071
San Joaquin County,California,78.0792012182527,06,077,49261
San Luis Obispo County,California,81.0937582049472,06,079,5666
San Mateo County,California,83.0852892722084,06,081,20503
Santa Barbara County,California,81.5837442380374,06,083,7976
Santa Clara County,California,83.1429626894581,06,085,44431
Santa Cruz County,California,81.2942596787779,06,087,2424
Shasta County,California,76.2831672165384,06,089,1470
Sierra County,California,78.6674477746131,06,091,37
Siskiyou County,California,77.0861117509586,06,093,577
Solano County,California,79.4096099315201,06,095,60784
Sonoma County,California,80.8739347928815,06,097,6997
Stanislaus County,California,77.914970156915,06,099,14241
Sutter County,California,78.6484692762228,06,101,1505
Tehama County,California,77.6115441938215,06,103,374
Trinity County,California,76.8900395511091,06,105,54
Tulare County,California,78.0507112835038,06,107,6294
Tuolumne County,California,78.7515535765743,06,109,1275
Ventura County,California,81.5072712738303,06,111,14532
Yolo County,California,80.46555801959,06,113,4610
Yuba County,California,75.90908828964,06,115,1773
Alamosa County,Colorado,76.6963391081936,08,003,91
Archuleta County,Colorado,81.8417667367806,08,007,71
Baca County,Colorado,77.3378395388872,08,009,33
Bent County,Colorado,76.2901899986666,08,011,356
Chaffee County,Colorado,81.1531914737491,08,015,329
Cheyenne County,Colorado,79.2268934284715,08,017,0
Clear Creek County,Colorado,81.231760749876,08,019,1
Conejos County,Colorado,77.5897644968541,08,021,36
Costilla County,Colorado,77.519760534492,08,023,10
Crowley County,Colorado,78.1818481488891,08,025,553
Custer County,Colorado,80.9408178334606,08,027,5
Delta County,Colorado,78.7211424516256,08,029,231
Dolores County,Colorado,79.4782544930948,08,033,0
Douglas County,Colorado,83.1391910612209,08,035,3228
Eagle County,Colorado,87.3547695726828,08,037,97
Elbert County,Colorado,81.1990071585455,08,039,170
El Paso County,Colorado,79.4783474457578,08,041,35891
Fremont County,Colorado,77.4682516027849,08,043,2659
Garfield County,Colorado,80.1779316083195,08,045,404
Gilpin County,Colorado,79.9285198421358,08,047,99
Grand County,Colorado,82.7640124588074,08,049,43
Gunnison County,Colorado,82.3313154835872,08,051,52
Huerfano County,Colorado,76.9251134749591,08,055,145
Jackson County,Colorado,80.0577016458846,08,057,0
Kiowa County,Colorado,78.1700559200234,08,061,0
Kit Carson County,Colorado,79.1104515595481,08,063,229
Lake County,Colorado,80.2972409604607,08,065,91
La Plata County,Colorado,81.5645882968348,08,067,291
Larimer County,Colorado,81.7027997357581,08,069,2192
Las Animas County,Colorado,77.0734577667796,08,071,117
Lincoln County,Colorado,79.5436895208158,08,073,326
Logan County,Colorado,79.1096851547667,08,075,401
Mesa County,Colorado,78.8063786514366,08,077,856
Moffat County,Colorado,78.2422130161708,08,081,0
Montezuma County,Colorado,77.5133103226139,08,083,0
Montrose County,Colorado,79.5883545330002,08,085,192
Morgan County,Colorado,78.4557432659136,08,087,622
Otero County,Colorado,76.0475404556478,08,089,205
Ouray County,Colorado,83.4750265937253,08,091,0
Park County,Colorado,83.0305004909118,08,093,80
Phillips County,Colorado,80.0547891858295,08,095,34
Pitkin County,Colorado,88.8823040125148,08,097,12
Prowers County,Colorado,77.3011003097858,08,099,9
Pueblo County,Colorado,77.1791795160542,08,101,2847
Rio Blanco County,Colorado,79.3320951721551,08,103,2
Rio Grande County,Colorado,77.0634932374188,08,105,22
Routt County,Colorado,82.4239266835276,08,107,61
Saguache County,Colorado,79.8153323535986,08,109,20
San Miguel County,Colorado,85.3344762972487,08,113,9
Sedgwick County,Colorado,77.7283737529677,08,115,0
Summit County,Colorado,89.6332018227845,08,117,108
Teller County,Colorado,80.2725641379173,08,119,75
Washington County,Colorado,80.1845789649949,08,121,0
Yuma County,Colorado,78.8938011904375,08,125,15
Adams County,Colorado,79.9068221609136,08,001,12925
Arapahoe County,Colorado,79.9068221609136,08,005,54109
Boulder County,Colorado,79.9068221609136,08,013,2321
Broomfield County,Colorado,79.9068221609136,08,014,463
Denver County,Colorado,79.9068221609136,08,031,59749
Jefferson County,Colorado,79.9068221609136,08,059,5798
Weld County,Colorado,79.9068221609136,08,123,1913
Fairfield County,Connecticut,82.0534401166639,09,001,95224
Hartford County,Connecticut,80.2595555444925,09,003,112211
Litchfield County,Connecticut,80.5704851726089,09,005,2223
Middlesex County,Connecticut,81.2425417657587,09,007,7269
New Haven County,Connecticut,80.0442299903512,09,009,104506
New London County,Connecticut,80.0847059698297,09,011,15239
Tolland County,Connecticut,81.726020098153,09,013,4029
Windham County,Connecticut,79.0885158220872,09,015,2063
Kent County,Delaware,77.3788066770456,10,001,36160
New Castle County,Delaware,78.5344766056322,10,003,124613
Sussex County,Delaware,78.5041681969226,10,005,24480
Alachua County,Florida,78.7770539094047,12,001,48755
Baker County,Florida,75.0193913051794,12,003,3515
Bay County,Florida,76.6600963310457,12,005,17354
Bradford County,Florida,75.9253189851266,12,007,5860
Brevard County,Florida,78.4889221364657,12,009,52758
Broward County,Florida,80.0942832523711,12,011,448777
Calhoun County,Florida,75.7132778518708,12,013,2157
Charlotte County,Florida,80.334770441138,12,015,8641
Citrus County,Florida,76.651405479536,12,017,3942
Clay County,Florida,77.7595616719361,12,019,17586
Collier County,Florida,83.6509849110673,12,021,21020
Columbia County,Florida,75.163244392728,12,023,11754
Miami-Dade County,Florida,80.5768282802315,12,086,470326
DeSoto County,Florida,79.7153436627875,12,027,4583
Dixie County,Florida,75.3123477942444,12,029,989
Duval County,Florida,76.1492205690469,12,031,250792
Escambia County,Florida,75.9564348086403,12,033,66202
Flagler County,Florida,79.8276232173295,12,035,9919
Franklin County,Florida,76.4691223459828,12,037,1483
Gadsden County,Florida,75.4316248906243,12,039,25793
Gilchrist County,Florida,76.902497017469,12,041,714
Glades County,Florida,80.5950070083773,12,043,1182
Gulf County,Florida,76.739942178383,12,045,3115
Hamilton County,Florida,75.8553197458792,12,047,5324
Hardee County,Florida,78.6256683809731,12,049,2482
Hendry County,Florida,77.2647736138662,12,051,5874
Hernando County,Florida,77.2913002323746,12,053,8366
Highlands County,Florida,79.2305451944381,12,055,9629
Hillsborough County,Florida,78.2173740701979,12,057,196352
Holmes County,Florida,74.6593498103933,12,059,902
Indian River County,Florida,80.514423600812,12,061,11634
Jackson County,Florida,76.0204457132208,12,063,12928
Jefferson County,Florida,76.6712465818169,12,065,5279
Lafayette County,Florida,76.7945684883095,12,067,701
Lake County,Florida,79.1649904447829,12,069,27189
Lee County,Florida,80.8185420597456,12,071,48208
Leon County,Florida,79.3282879815388,12,073,81192
Levy County,Florida,75.2484393131777,12,075,3592
Liberty County,Florida,76.5266490647632,12,077,958
Madison County,Florida,75.4656628339582,12,079,7450
Manatee County,Florida,80.2167644033662,12,081,27313
Marion County,Florida,77.3829296469801,12,083,39469
Martin County,Florida,81.339490035664,12,085,7981
Monroe County,Florida,78.9087339940856,12,087,4698
Nassau County,Florida,77.5565620618922,12,089,4936
Okaloosa County,Florida,77.9724437408573,12,091,16908
Okeechobee County,Florida,76.3549508686687,12,093,3107
Orange County,Florida,79.3599422004831,12,095,226111
Osceola County,Florida,79.122359139386,12,097,28224
Palm Beach County,Florida,81.5317052326839,12,099,218649
Pasco County,Florida,77.6162738551018,12,101,18549
Pinellas County,Florida,78.4774883063769,12,103,93342
Polk County,Florida,78.2030026211576,12,105,84564
Putnam County,Florida,74.8628710858936,12,107,12294
Saint Johns County,Florida,80.8365982367966,12,109,9829
Saint Lucie County,Florida,79.4428721524589,12,111,49633
Santa Rosa County,Florida,77.8470732639028,12,113,7229
Sarasota County,Florida,81.1806711541245,12,115,17082
Seminole County,Florida,80.2537801348851,12,117,43520
Sumter County,Florida,80.9189268393885,12,119,9105
Suwannee County,Florida,75.7013371659236,12,121,4336
Taylor County,Florida,75.9599134009971,12,123,4670
Union County,Florida,69.1563801641035,12,125,3383
Volusia County,Florida,77.5703755182001,12,127,49934
Wakulla County,Florida,76.6361063998762,12,129,3905
Walton County,Florida,77.5173158287252,12,131,3033
Washington County,Florida,74.8164458779227,12,133,3331
Appling County,Georgia,74.6479172687847,13,001,3510
Atkinson County,Georgia,73.7390590884175,13,003,1657
Bacon County,Georgia,72.9285300714099,13,005,1862
Baker County,Georgia,77.2100531040972,13,007,2162
Baldwin County,Georgia,76.5034777087109,13,009,19855
Banks County,Georgia,77.22059671397,13,011,478
Barrow County,Georgia,76.5905765972791,13,013,7616
Bartow County,Georgia,75.9819426687657,13,015,9809
Ben Hill County,Georgia,73.6661839861809,13,017,6338
Berrien County,Georgia,75.1965298182129,13,019,2207
Bibb County,Georgia,73.9104121157009,13,021,78866
Bleckley County,Georgia,75.754877584547,13,023,3824
Brantley County,Georgia,74.3575815405231,13,025,793
Brooks County,Georgia,75.4253971128174,13,027,5983
Bryan County,Georgia,76.1554909616804,13,029,3789
Bulloch County,Georgia,76.7486759915804,13,031,18312
Burke County,Georgia,73.3716189418182,13,033,11926
Butts County,Georgia,74.3478368792705,13,035,6606
Calhoun County,Georgia,75.0940526301267,13,037,3953
Camden County,Georgia,77.4316704113391,13,039,9658
Candler County,Georgia,74.1066767238026,13,043,2577
Carroll County,Georgia,75.4529388701839,13,045,19679
Catoosa County,Georgia,77.8405922553978,13,047,1343
Charlton County,Georgia,76.5246425660516,13,049,3848
Chatham County,Georgia,77.0092010118935,13,051,104583
Chattahoochee County,Georgia,77.0179427436597,13,053,2723
Chattooga County,Georgia,74.2589453241055,13,055,3050
Cherokee County,Georgia,79.6208313565863,13,057,11402
Clarke County,Georgia,78.4479609592585,13,059,30883
Clay County,Georgia,74.7458675515417,13,061,2275
Clayton County,Georgia,76.4156872273503,13,063,168502
Clinch County,Georgia,73.5521807101826,13,065,2164
Cobb County,Georgia,79.7810919631124,13,067,163830
Coffee County,Georgia,74.9573603921211,13,069,11314
Colquitt County,Georgia,75.1415818569272,13,071,10162
Columbia County,Georgia,79.7230489657715,13,073,17351
Cook County,Georgia,74.6496411919218,13,075,4880
Coweta County,Georgia,77.935687004584,13,077,21360
Crawford County,Georgia,76.3285482290336,13,079,2983
Crisp County,Georgia,75.4455260205925,13,081,10071
Dade County,Georgia,75.7316597018042,13,083,91
Dawson County,Georgia,77.3901997689642,13,085,13
Decatur County,Georgia,74.6421521474715,13,087,11508
DeKalb County,Georgia,78.9519243681028,13,089,376790
Dodge County,Georgia,75.2828110859713,13,091,6450
Dooly County,Georgia,77.9061037203367,13,093,7328
Dougherty County,Georgia,74.977732696156,13,095,62300
Douglas County,Georgia,77.0233910568544,13,097,48138
Early County,Georgia,73.8534397633276,13,099,5785
Echols County,Georgia,77.3636711489692,13,101,98
Effingham County,Georgia,76.6010262183459,13,103,6668
Elbert County,Georgia,74.9400562294422,13,105,6152
Emanuel County,Georgia,73.2595778318929,13,107,7553
Evans County,Georgia,74.9743009863642,13,109,3343
Fannin County,Georgia,76.5538327275574,13,111,29
Fayette County,Georgia,80.7282305213749,13,113,20293
Floyd County,Georgia,75.5976787240802,13,115,13786
Forsyth County,Georgia,80.8059260613096,13,117,4285
Franklin County,Georgia,75.0136761321575,13,119,1903
Fulton County,Georgia,77.7652771197921,13,121,389377
Gilmer County,Georgia,77.9027541700262,13,123,44
Glascock County,Georgia,74.0635841517601,13,125,265
Glynn County,Georgia,76.7477911576814,13,127,20040
Gordon County,Georgia,75.8057920389231,13,129,2159
Grady County,Georgia,75.54472705139,13,131,7276
Greene County,Georgia,76.8047359742694,13,133,6372
Gwinnett County,Georgia,80.1623411534855,13,135,172401
Habersham County,Georgia,78.028586331561,13,137,1632
Hall County,Georgia,78.5791857449965,13,139,12743
Hancock County,Georgia,75.8629185337197,13,141,8217
Haralson County,Georgia,73.6355829590626,13,143,1217
Harris County,Georgia,79.313326919603,13,145,5414
Hart County,Georgia,76.9668636514778,13,147,4860
Heard County,Georgia,75.0104189497113,13,149,1220
Henry County,Georgia,77.2811147079901,13,151,66451
Houston County,Georgia,77.6762709950397,13,153,37340
Irwin County,Georgia,75.170818155357,13,155,2570
Jackson County,Georgia,76.1862621335188,13,157,4084
Jasper County,Georgia,76.4950614733185,13,159,3085
Jeff Davis County,Georgia,73.6499787758248,13,161,2280
Jefferson County,Georgia,73.1120301239527,13,163,9461
Jenkins County,Georgia,74.584225344845,13,165,3026
Johnson County,Georgia,76.5524395378718,13,167,3629
Jones County,Georgia,78.1868949432274,13,169,7083
Lamar County,Georgia,74.7191707350282,13,171,5517
Lanier County,Georgia,75.4527126400195,13,173,2382
Laurens County,Georgia,75.2287523147451,13,175,17107
Lee County,Georgia,77.1767669321323,13,177,4879
Liberty County,Georgia,76.5474651129355,13,179,26917
Lincoln County,Georgia,75.9161809985169,13,181,2576
Long County,Georgia,77.6785912924649,13,183,3478
Lowndes County,Georgia,75.9955756105968,13,185,37105
Lumpkin County,Georgia,77.5551478002492,13,187,413
McDuffie County,Georgia,74.1157852511108,13,189,8665
McIntosh County,Georgia,78.9875365193054,13,191,5130
Macon County,Georgia,74.2366069683368,13,193,8932
Madison County,Georgia,75.773092911989,13,195,2257
Marion County,Georgia,75.7730552117535,13,197,2822
Meriwether County,Georgia,74.9294708886383,13,199,9154
Miller County,Georgia,74.0698526980993,13,201,1730
Mitchell County,Georgia,74.9648045250289,13,205,11365
Monroe County,Georgia,76.924682080947,13,207,6420
Montgomery County,Georgia,75.5079809793038,13,209,2474
Morgan County,Georgia,77.6479295730775,13,211,4435
Murray County,Georgia,75.0104403747942,13,213,266
Muscogee County,Georgia,74.6010015415046,13,215,84911
Newton County,Georgia,76.4136784803602,13,217,37321
Oconee County,Georgia,80.5100841362923,13,219,1684
Oglethorpe County,Georgia,78.1076181574944,13,221,2597
Paulding County,Georgia,78.2926201964089,13,223,22070
Peach County,Georgia,74.1527133635285,13,225,12356
Pickens County,Georgia,77.2239980109383,13,227,349
Pierce County,Georgia,74.7300046207981,13,229,1819
Pike County,Georgia,76.1992674869954,13,231,1902
Polk County,Georgia,73.5854385881452,13,233,5201
Pulaski County,Georgia,76.8368447437883,13,235,3825
Putnam County,Georgia,77.2646502473998,13,237,5826
Quitman County,Georgia,75.1677960141857,13,239,1395
Rabun County,Georgia,77.8207162007099,13,241,198
Randolph County,Georgia,75.6752966461579,13,243,4689
Richmond County,Georgia,74.0231495294293,13,245,106738
Rockdale County,Georgia,78.0335650034011,13,247,35754
Schley County,Georgia,77.0679783120373,13,249,1098
Screven County,Georgia,74.6154718274931,13,251,6483
Seminole County,Georgia,74.4043679489624,13,253,3075
Spalding County,Georgia,74.7540701074388,13,255,20840
Stephens County,Georgia,73.9660329752277,13,257,2966
Stewart County,Georgia,74.4606261663981,13,259,3656
Sumter County,Georgia,75.1953290129462,13,261,17014
Talbot County,Georgia,74.9744645182312,13,263,4213
Taliaferro County,Georgia,75.1969396796874,13,265,1169
Tattnall County,Georgia,75.0250530980486,13,267,7030
Taylor County,Georgia,74.8104733757673,13,269,3560
Telfair County,Georgia,77.2724607997903,13,271,6080
Terrell County,Georgia,74.2768650783456,13,273,5938
Thomas County,Georgia,75.4170753007252,13,275,16525
Tift County,Georgia,75.8172490113563,13,277,11541
Toombs County,Georgia,74.4568732876715,13,279,6782
Towns County,Georgia,78.009032243579,13,281,73
Treutlen County,Georgia,74.888544653219,13,283,2254
Troup County,Georgia,75.4871740297183,13,285,22019
Turner County,Georgia,73.9656185151389,13,287,3783
Twiggs County,Georgia,74.7365724225364,13,289,3998
Union County,Georgia,78.2227829104839,13,291,220
Upson County,Georgia,73.7820803717929,13,293,7617
Walker County,Georgia,75.1773182461403,13,295,2782
Walton County,Georgia,76.8825394962073,13,297,12956
Ware County,Georgia,74.5324082473895,13,299,10378
Warren County,Georgia,73.8786642066213,13,301,3733
Washington County,Georgia,75.2788989574284,13,303,11184
Wayne County,Georgia,74.4003750591868,13,305,6027
Webster County,Georgia,78.5706368990332,13,307,935
Wheeler County,Georgia,76.9346457792083,13,309,3046
White County,Georgia,78.4497197430295,13,311,565
Whitfield County,Georgia,77.0832510957469,13,313,3949
Wilcox County,Georgia,75.158460010912,13,315,3330
Wilkes County,Georgia,75.1313570189964,13,317,4704
Wilkinson County,Georgia,74.7458217665171,13,319,3821
Worth County,Georgia,76.3761202732526,13,321,6123
