County,State,mean_life_expectancy,State_FIPS,County_FIPS,per_capita_income
Skagway Municipality,Alaska,80.4521604465035,02,230,36470
Yakutat City and Borough,Alaska,80.4521604465035,02,282,39428
Ketchikan Gateway Borough,Alaska,78.2747578732582,02,130,30610
Petersburg Borough,Alaska,78.2747578732582,02,195,31836
Prince of Wales-Hyder Census Area,Alaska,78.2747578732582,02,198,25369
Wrangell City and Borough,Alaska,78.2747578732582,02,275,28267
Apache County,Arizona,73.8561214396708,04,001,12845
Cochise County,Arizona,78.5680603010476,04,003,23330
Coconino County,Arizona,79.1193751512235,04,005,22664
Gila County,Arizona,75.6097304830814,04,007,20547
Graham County,Arizona,77.4622342675031,04,009,16967
Greenlee County,Arizona,78.7507827120149,04,011,20297
Maricopa County,Arizona,80.2124326116695,04,013,27552
Mohave County,Arizona,75.5591104853809,04,015,20725
Navajo County,Arizona,75.2738330677208,04,017,16884
Pima County,Arizona,79.2757506659015,04,019,25525
Pinal County,Arizona,80.7659844558082,04,021,20901
Santa Cruz County,Arizona,82.0373373185342,04,023,17116
Yavapai County,Arizona,78.7874029147685,04,025,26335
La Paz County,Arizona,81.3521675862137,04,012,21854
Yuma County,Arizona,81.3521675862137,04,027,18467
Arkansas County,Arkansas,74.1112858269703,05,001,23570
Ashley County,Arkansas,74.722530526701,05,003,20300
Baxter County,Arkansas,76.2503312773737,05,005,21409
Benton County,Arkansas,79.4131254615631,05,007,26199
Boone County,Arkansas,76.6663467075271,05,009,22333
Bradley County,Arkansas,73.9859323033062,05,011,19429
Calhoun County,Arkansas,75.1966838611123,05,013,17478
Carroll County,Arkansas,77.1456627462798,05,015,19964
Chicot County,Arkansas,73.5503670607376,05,017,15975
Clark County,Arkansas,75.3636248057106,05,019,18322
Clay County,Arkansas,73.5541248348346,05,021,18943
Cleburne County,Arkansas,76.6484655444559,05,023,22576
Cleveland County,Arkansas,75.4329581994689,05,025,20093
Columbia County,Arkansas,74.6943200936668,05,027,18999
Conway County,Arkansas,75.4217186668425,05,029,19833
Craighead County,Arkansas,76.2385197940168,05,031,22806
Crawford County,Arkansas,75.686590417868,05,033,18737
Crittenden County,Arkansas,72.9401979057682,05,035,19548
Cross County,Arkansas,73.6904796145758,05,037,19282
Dallas County,Arkansas,73.8830173656563,05,039,17056
Desha County,Arkansas,73.3796780724682,05,041,19107
Drew County,Arkansas,75.6904108101973,05,043,17790
Faulkner County,Arkansas,76.9619590048966,05,045,23763
Franklin County,Arkansas,75.1411510297566,05,047,18694
Fulton County,Arkansas,75.5379827898365,05,049,18243
Garland County,Arkansas,75.2570452248396,05,051,23249
Grant County,Arkansas,75.6239859974003,05,053,22190
Greene County,Arkansas,74.5331879883689,05,055,19415
Hempstead County,Arkansas,75.2479397463284,05,057,17493
Hot Spring County,Arkansas,75.1772664311386,05,059,18344
Howard County,Arkansas,74.4354857160435,05,061,18531
Independence County,Arkansas,75.5694409162232,05,063,19863
Izard County,Arkansas,75.5978482588757,05,065,17422
Jackson County,Arkansas,73.5653078755239,05,067,16095
Jefferson County,Arkansas,74.0215400823225,05,069,19300
Johnson County,Arkansas,76.2289901089355,05,071,19422
Lafayette County,Arkansas,74.0803351638509,05,073,16865
Lawrence County,Arkansas,74.0776121126324,05,075,15243
Lee County,Arkansas,73.6384894525123,05,077,12475
Lincoln County,Arkansas,75.7083515136591,05,079,15161
Little River County,Arkansas,74.5062487093194,05,081,20081
Logan County,Arkansas,74.7473624038807,05,083,19587
Lonoke County,Arkansas,75.3274694088,05,085,22791
Madison County,Arkansas,75.4443972571463,05,087,17718
Marion County,Arkansas,75.5766832392705,05,089,18935
Miller County,Arkansas,74.9195793668671,05,091,19908
Mississippi County,Arkansas,72.4512758602153,05,093,18912
Monroe County,Arkansas,73.4013992674969,05,095,17368
Montgomery County,Arkansas,76.4915849838952,05,097,19298
Nevada County,Arkansas,74.4070397931647,05,099,19786
Newton County,Arkansas,76.7236904779886,05,101,17469
Ouachita County,Arkansas,73.5602288399878,05,103,19417
Perry County,Arkansas,75.7867157635549,05,105,22045
Phillips County,Arkansas,71.4555730297611,05,107,16455
Pike County,Arkansas,75.1998731244048,05,109,18316
Poinsett County,Arkansas,71.7720566278047,05,111,16880
Polk County,Arkansas,75.3955378678301,05,113,19192
Pope County,Arkansas,76.7352799147921,05,115,19779
Prairie County,Arkansas,75.5176517686095,05,117,18312
Pulaski County,Arkansas,76.1575310521574,05,119,27744
Randolph County,Arkansas,75.2458406261395,05,121,18533
Saint Francis County,Arkansas,74.4871340952185,05,123,15308
Saline County,Arkansas,77.5497685849276,05,125,25843
Scott County,Arkansas,75.5110878403514,05,127,18766
Searcy County,Arkansas,75.9381330654498,05,129,15508
Sebastian County,Arkansas,76.0469771550994,05,131,22613
Sevier County,Arkansas,74.8583636542812,05,133,15888
Sharp County,Arkansas,74.6544772475062,05,135,15883
Stone County,Arkansas,76.7418160917448,05,137,18361
Union County,Arkansas,73.63000792895,05,139,21208
Van Buren County,Arkansas,76.5025977068175,05,141,19108
Washington County,Arkansas,77.957927833903,05,143,23211
White County,Arkansas,75.5251056199117,05,145,21597
Woodruff County,Arkansas,72.9655981133841,05,147,18897
Yell County,Arkansas,74.9132237672603,05,149,17447
Alameda County,California,81.5917114810884,06,001,35434
Alpine County,California,79.0422582403089,06,003,27135
Amador County,California,79.6400674957988,06,005,26969
Butte County,California,77.9504183062094,06,007,23556
Calaveras County,California,79.766911503313,06,009,28892
Colusa County,California,80.2484154818506,06,011,21601
Contra Costa County,California,81.4778692927033,06,013,38106
Del Norte County,California,76.1007646914602,06,015,20197
El Dorado County,California,81.2227109098631,06,017,34571
Fresno County,California,78.6072763856699,06,019,20391
Glenn County,California,78.2580621580513,06,021,21689
Humboldt County,California,77.0221429576216,06,023,23884
Imperial County,California,80.8354361564269,06,025,16667
Inyo County,California,79.0510291877403,06,027,27323
Kern County,California,77.3504807936172,06,029,20216
Kings County,California,79.3200585808375,06,031,18566
Lake County,California,75.3412286352568,06,033,21845
Lassen County,California,78.6032160433732,06,035,19924
Los Angeles County,California,81.3931910172072,06,037,27900
Madera County,California,79.0617574128858,06,039,18474
Marin County,California,83.9987058251874,06,041,55695
Mariposa County,California,80.3397686208848,06,043,27670
Mendocino County,California,78.5047347417068,06,045,23179
Merced County,California,78.7733024594045,06,047,18343
Modoc County,California,78.0080317178538,06,049,20916
Mono County,California,85.1659002950784,06,051,27135
Monterey County,California,81.9282367512405,06,053,24995
Napa County,California,80.9974023370734,06,055,35195
Nevada County,California,81.2238413839233,06,057,31899
Orange County,California,82.3381698987313,06,059,34233
Placer County,California,81.3519443760521,06,061,34917
Plumas County,California,78.6309565054377,06,063,28329
Riverside County,California,80.3223261105413,06,065,23863
Sacramento County,California,79.087098442518,06,067,26856
San Benito County,California,81.7579081627153,06,069,25791
San Bernardino County,California,78.5304101343015,06,071,21636
San Diego County,California,81.381513680784,06,073,30683
San Francisco County,California,82.2907833071001,06,075,47278
San Joaquin County,California,78.2185152530442,06,077,22696
San Luis Obispo County,California,81.2529396083554,06,079,30218
San Mateo County,California,83.3198113420037,06,081,45458
Santa Barbara County,California,81.7611625675103,06,083,30114
Santa Clara County,California,83.4512906349108,06,085,41041
Santa Cruz County,California,81.4994501605179,06,087,32846
Shasta County,California,76.2592677020202,06,089,23639
Sierra County,California,79.0693360309628,06,091,24121
Siskiyou County,California,77.0506509825431,06,093,22304
Solano County,California,79.5796693603122,06,095,29170
Sonoma County,California,81.0959514185712,06,097,32898
Stanislaus County,California,77.9966459626766,06,099,21785
Sutter County,California,78.8028495993562,06,101,22816
Tehama County,California,77.8073761870042,06,103,20259
Trinity County,California,77.2394672692165,06,105,23014
Tulare County,California,78.1621928874685,06,107,18021
Tuolumne County,California,78.9835377745994,06,109,26043
Ventura County,California,81.6875318574591,06,111,32826
Yolo County,California,80.6033247823694,06,113,28137
Yuba County,California,75.9900621771567,06,115,20016
Alamosa County,Colorado,76.5253065439348,08,003,19657
Archuleta County,Colorado,81.6588311692978,08,007,29771
Baca County,Colorado,77.1665962604476,08,009,22436
Bent County,Colorado,76.0996500723774,08,011,15259
Chaffee County,Colorado,81.2888183966825,08,015,27961
Cheyenne County,Colorado,79.6787964950269,08,017,24502
Clear Creek County,Colorado,81.7335004616299,08,019,36015
Conejos County,Colorado,77.1707216337593,08,021,17929
Costilla County,Colorado,77.5771561730912,08,023,18856
Crowley County,Colorado,77.7424458507641,08,025,17925
Custer County,Colorado,81.2346414969819,08,027,28019
Delta County,Colorado,78.5735024481401,08,029,23890
Dolores County,Colorado,79.7274007984304,08,033,24392
Douglas County,Colorado,83.2883520746022,08,035,43195
Eagle County,Colorado,87.6811696488415,08,037,38665
Elbert County,Colorado,81.2231670778837,08,039,35034
El Paso County,Colorado,79.5323718299468,08,041,28776
Fremont County,Colorado,77.401443466878,08,043,19379
Garfield County,Colorado,80.5775115723691,08,045,26989
Gilpin County,Colorado,80.1710618635178,08,047,35473
Grand County,Colorado,83.3265673182264,08,049,31319
Gunnison County,Colorado,82.6027311894569,08,051,28280
Huerfano County,Colorado,77.1399736736607,08,055,23387
Jackson County,Colorado,79.7085644527226,08,057,24803
Kiowa County,Colorado,77.8601759342113,08,061,21960
Kit Carson County,Colorado,79.0944013468693,08,063,20846
Lake County,Colorado,81.0498353165359,08,065,22622
La Plata County,Colorado,81.8277265322899,08,067,30562
Larimer County,Colorado,81.58596821444,08,069,30684
Las Animas County,Colorado,76.9973401027059,08,071,21941
Lincoln County,Colorado,79.5129284860621,08,073,19858
Logan County,Colorado,79.1620787101406,08,075,22815
Mesa County,Colorado,78.7344198151753,08,077,27030
Moffat County,Colorado,78.2778338045996,08,081,23974
Montezuma County,Colorado,77.4000139860387,08,083,24731
Montrose County,Colorado,79.7082086300651,08,085,23018
Morgan County,Colorado,78.2841712582528,08,087,20276
Otero County,Colorado,75.8194915308757,08,089,18416
Ouray County,Colorado,84.0367735438764,08,091,34278
Park County,Colorado,82.7617966335922,08,093,31419
Phillips County,Colorado,79.9038937806825,08,095,21037
Pitkin County,Colorado,89.2148113345019,08,097,52428
Prowers County,Colorado,76.947667951012,08,099,18305
Pueblo County,Colorado,77.1926685376495,08,101,22164
Rio Blanco County,Colorado,79.2290211134147,08,103,26473
Rio Grande County,Colorado,77.0914583603793,08,105,19968
Routt County,Colorado,82.8198966836207,08,107,35307
Saguache County,Colorado,80.0773699156685,08,109,20521
San Miguel County,Colorado,85.4017699191143,08,113,44159
Sedgwick County,Colorado,78.0283208874296,08,115,22202
Summit County,Colorado,89.7522295499671,08,117,34575
Teller County,Colorado,80.3394209122523,08,119,29866
Washington County,Colorado,80.1606316629255,08,121,24435
Yuma County,Colorado,78.96416336077,08,125,23098
Adams County,Colorado,80.0651767732563,08,001,24357
Arapahoe County,Colorado,80.0651767732563,08,005,32845
Boulder County,Colorado,80.0651767732563,08,013,38283
Broomfield County,Colorado,80.0651767732563,08,014,37964
Denver County,Colorado,80.0651767732563,08,031,32597
Jefferson County,Colorado,80.0651767732563,08,059,36069
Weld County,Colorado,80.0651767732563,08,123,25341
Fairfield County,Connecticut,82.301705240952,09,001,48900
Hartford County,Connecticut,80.4548248084037,09,003,34356
Litchfield County,Connecticut,80.6628977925182,09,005,37410
Middlesex County,Connecticut,81.2585082923244,09,007,39776
New Haven County,Connecticut,80.1714609156176,09,009,32487
New London County,Connecticut,80.2094373307813,09,011,33968
Tolland County,Connecticut,81.7620728696427,09,013,34468
Windham County,Connecticut,79.163911230996,09,015,27456
Kent County,Delaware,77.680533585267,10,001,24519
New Castle County,Delaware,78.7619523510733,10,003,32247
Sussex County,Delaware,78.5594945558292,10,005,27165
Alachua County,Florida,78.8298810026242,12,001,25287
Baker County,Florida,75.4892601979674,12,003,19198
Bay County,Florida,76.578868950999,12,005,24859
Bradford County,Florida,76.16409529862,12,007,17299
Brevard County,Florida,78.4425501968517,12,009,27440
Broward County,Florida,80.4620012985353,12,011,28547
Calhoun County,Florida,75.6805027177076,12,013,15328
Charlotte County,Florida,80.5284884291945,12,015,26604
Citrus County,Florida,76.6303920419913,12,017,23195
Clay County,Florida,77.9071530419271,12,019,26435
Collier County,Florida,84.1356415947054,12,021,36898
Columbia County,Florida,75.3682367841856,12,023,18964
Miami-Dade County,Florida,81.0153198340328,12,086,23304
DeSoto County,Florida,79.8382749231809,12,027,15629
Dixie County,Florida,75.3236310527,12,029,17508
Duval County,Florida,76.3973175449474,12,031,26170
Escambia County,Florida,76.0503325549759,12,033,23396
Flagler County,Florida,79.6435125265413,12,035,24788
Franklin County,Florida,76.5862795016104,12,037,20546
Gadsden County,Florida,75.7723355129187,12,039,18183
Gilchrist County,Florida,76.9222692782641,12,041,19217
Glades County,Florida,80.9184507641511,12,043,16111
Gulf County,Florida,76.5611850023736,12,045,17975
Hamilton County,Florida,76.3520765176585,12,047,16227
Hardee County,Florida,78.9865404932149,12,049,14299
Hendry County,Florida,77.8725077937341,12,051,14885
Hernando County,Florida,77.317775606079,12,053,21632
Highlands County,Florida,79.3484213930435,12,055,20004
Hillsborough County,Florida,78.5475087992222,12,057,26947
Holmes County,Florida,74.6560552672803,12,059,16287
Indian River County,Florida,80.5178175495238,12,061,31630
Jackson County,Florida,75.8797991925372,12,063,18148
Jefferson County,Florida,77.0437609758506,12,065,20064
Lafayette County,Florida,76.9155975368524,12,067,18135
Lake County,Florida,79.3669380965877,12,069,24674
Lee County,Florida,81.48918540059,12,071,28105
Leon County,Florida,79.5206843591431,12,073,26340
Levy County,Florida,75.293614646898,12,075,18902
Liberty County,Florida,76.6292768578788,12,077,16384
Madison County,Florida,75.4607942901121,12,079,15989
Manatee County,Florida,80.629206729324,12,081,27544
Marion County,Florida,77.3074938351339,12,083,22191
Martin County,Florida,81.5922174449279,12,085,34522
Monroe County,Florida,79.5108728887751,12,087,34277
Nassau County,Florida,77.684803704205,12,089,29490
Okaloosa County,Florida,78.0416688252663,12,091,28040
Okeechobee County,Florida,76.6699650326857,12,093,17899
Orange County,Florida,79.8154001540693,12,095,25103
Osceola County,Florida,79.4491938069285,12,097,19728
Palm Beach County,Florida,81.8755936100244,12,099,33239
Pasco County,Florida,77.8111203152222,12,101,23895
Pinellas County,Florida,78.7254861652934,12,103,29352
Polk County,Florida,78.4014520540943,12,105,21674
Putnam County,Florida,74.9284440829679,12,107,18810
Saint Johns County,Florida,80.9790544901203,12,109,36639
Saint Lucie County,Florida,79.7006582491651,12,111,23062
Santa Rosa County,Florida,78.143723059504,12,113,27282
Sarasota County,Florida,81.4263592751882,12,115,32764
Seminole County,Florida,80.4715917278167,12,117,29364
Sumter County,Florida,81.1782867363371,12,119,26317
Suwannee County,Florida,75.6945004062578,12,121,18379
Taylor County,Florida,75.9658571048214,12,123,17728
Union County,Florida,69.1725317253423,12,125,13865
Volusia County,Florida,77.5191900530103,12,127,24176
Wakulla County,Florida,76.7127120388798,12,129,22789
Walton County,Florida,77.5888126252622,12,131,26454
Washington County,Florida,74.6847848509577,12,133,17497
Appling County,Georgia,74.9779197790545,13,001,19664
Atkinson County,Georgia,73.8885246731924,13,003,14696
Bacon County,Georgia,73.4867519673095,13,005,17396
Baker County,Georgia,77.6880210275248,13,007,17871
Baldwin County,Georgia,76.4917363724128,13,009,18099
Banks County,Georgia,77.1087292269939,13,011,20094
Barrow County,Georgia,76.5278828675982,13,013,20845
Bartow County,Georgia,76.2568424918217,13,015,21884
Ben Hill County,Georgia,73.7556677496527,13,017,15335
Berrien County,Georgia,75.4235665257949,13,019,16553
Bibb County,Georgia,73.9452638839029,13,021,21443
Bleckley County,Georgia,76.0719969810564,13,023,18650
Brantley County,Georgia,74.7217910618662,13,025,17155
Brooks County,Georgia,75.3616358192966,13,027,20142
Bryan County,Georgia,76.3338879857695,13,029,27511
Bulloch County,Georgia,77.0224181477753,13,031,18138
Burke County,Georgia,73.7080288955286,13,033,15917
Butts County,Georgia,74.2120351680728,13,035,20968
Calhoun County,Georgia,75.1479380356581,13,037,14780
Camden County,Georgia,77.8798137924963,13,039,22797
Candler County,Georgia,74.1222922738895,13,043,17399
Carroll County,Georgia,75.2649452209793,13,045,21047
Catoosa County,Georgia,77.9156612399569,13,047,22077
Charlton County,Georgia,76.8362263333628,13,049,17576
Chatham County,Georgia,77.4078205118083,13,051,25245
Chattahoochee County,Georgia,77.4188164396145,13,053,19276
Chattooga County,Georgia,74.0233955840073,13,055,15727
Cherokee County,Georgia,79.763757077708,13,057,29939
Clarke County,Georgia,78.2517597517476,13,059,19716
Clay County,Georgia,74.7723471601889,13,061,13606
Clayton County,Georgia,76.6132722992256,13,063,18445
Clinch County,Georgia,73.643481993455,13,065,17496
Cobb County,Georgia,79.911245368843,13,067,33282
Coffee County,Georgia,75.1171865624406,13,069,17156
Colquitt County,Georgia,75.1185273657102,13,071,17830
Columbia County,Georgia,79.9378574714085,13,073,30503
Cook County,Georgia,74.868413227934,13,075,19323
Coweta County,Georgia,78.1474782080004,13,077,26146
Crawford County,Georgia,76.4243544922846,13,079,19675
Crisp County,Georgia,75.604155103377,13,081,17497
Dade County,Georgia,75.6024112493452,13,083,21602
Dawson County,Georgia,77.8272718341701,13,085,26615
Decatur County,Georgia,74.590943827003,13,087,18054
DeKalb County,Georgia,79.2158140499573,13,089,28760
Dodge County,Georgia,75.5425266340757,13,091,17275
Dooly County,Georgia,78.0908779265121,13,093,15733
Dougherty County,Georgia,75.0665944233774,13,095,19140
Douglas County,Georgia,77.1251788314126,13,097,24115
Early County,Georgia,74.1211600263603,13,099,17945
Echols County,Georgia,77.4800040431731,13,101,15015
Effingham County,Georgia,76.6807853160528,13,103,24943
Elbert County,Georgia,74.994719658394,13,105,18536
Emanuel County,Georgia,73.1490169283872,13,107,16294
Evans County,Georgia,75.0916714641789,13,109,18588
Fannin County,Georgia,76.5729956410993,13,111,19865
Fayette County,Georgia,80.7760993114054,13,113,35743
Floyd County,Georgia,75.5360393828392,13,115,20769
Forsyth County,Georgia,81.1621661366037,13,117,34742
Franklin County,Georgia,74.539746357532,13,119,18441
Fulton County,Georgia,78.2466293954694,13,121,37238
Gilmer County,Georgia,78.3285795455149,13,123,21290
Glascock County,Georgia,74.4093464008475,13,125,17169
Glynn County,Georgia,77.090338827007,13,127,27446
Gordon County,Georgia,75.8777609472671,13,129,18835
Grady County,Georgia,76.0273569976464,13,131,17528
Greene County,Georgia,77.7414911540533,13,133,27229
Gwinnett County,Georgia,80.3377205482278,13,135,26442
Habersham County,Georgia,77.7664591639441,13,137,19758
Hall County,Georgia,78.8423446598875,13,139,24201
Hancock County,Georgia,76.1179496302772,13,141,11225
Haralson County,Georgia,73.6407834485258,13,143,19183
Harris County,Georgia,79.4813060339318,13,145,31858
Hart County,Georgia,77.0693619469153,13,147,19854
Heard County,Georgia,75.3100668615891,13,149,18655
Henry County,Georgia,77.2270440243086,13,151,25411
Houston County,Georgia,77.6193132329139,13,153,25570
Irwin County,Georgia,75.5407385290799,13,155,17808
Jackson County,Georgia,76.1224253591681,13,157,22830
Jasper County,Georgia,76.4760822218681,13,159,21854
Jeff Davis County,Georgia,73.5960389400029,13,161,17168
Jefferson County,Georgia,73.2175880700057,13,163,15131
Jenkins County,Georgia,74.2947516934314,13,165,17791
Johnson County,Georgia,76.5217089511221,13,167,16195
Jones County,Georgia,78.1776706001903,13,169,24123
Lamar County,Georgia,74.9908744287588,13,171,18657
Lanier County,Georgia,75.5473722896026,13,173,18334
Laurens County,Georgia,74.9937502841476,13,175,18936
Lee County,Georgia,77.5360123381794,13,177,25481
Liberty County,Georgia,77.0173224716006,13,179,20326
Lincoln County,Georgia,76.1252505636201,13,181,20438
Long County,Georgia,78.1786437705502,13,183,16310
Lowndes County,Georgia,76.2377961783429,13,185,19867
Lumpkin County,Georgia,78.0996066601956,13,187,20970
McDuffie County,Georgia,74.5072516293479,13,189,18105
McIntosh County,Georgia,79.4950677588258,13,191,20764
Macon County,Georgia,74.3906529377592,13,193,14060
Madison County,Georgia,75.8325465241539,13,195,19232
Marion County,Georgia,76.7627012692049,13,197,16590
Meriwether County,Georgia,74.9788050638371,13,199,18999
Miller County,Georgia,74.2177122466892,13,201,19415
Mitchell County,Georgia,75.1898689001318,13,205,15912
Monroe County,Georgia,77.233986566549,13,207,22659
Montgomery County,Georgia,75.4452929856624,13,209,16396
Morgan County,Georgia,77.6218116292189,13,211,25414
Murray County,Georgia,74.8836117904355,13,213,16821
Muscogee County,Georgia,75.1089348482962,13,215,22761
Newton County,Georgia,76.3383600112654,13,217,21393
Oconee County,Georgia,80.5411247556966,13,219,34034
Oglethorpe County,Georgia,78.2764908663064,13,221,19714
Paulding County,Georgia,78.4312674493041,13,223,24068
Peach County,Georgia,74.3399933464774,13,225,19034
Pickens County,Georgia,77.4333827116229,13,227,26833
Pierce County,Georgia,75.1463006448415,13,229,18824
Pike County,Georgia,76.248270265237,13,231,22151
Polk County,Georgia,73.7563254899217,13,233,18688
Pulaski County,Georgia,77.5407856910735,13,235,17218
Putnam County,Georgia,77.2505144611178,13,237,25834
Quitman County,Georgia,75.704949473663,13,239,15175
Rabun County,Georgia,77.7200499260469,13,241,21469
Randolph County,Georgia,76.1922253365109,13,243,20081
Richmond County,Georgia,74.1909796753774,13,245,20467
Rockdale County,Georgia,78.0306024210707,13,247,24057
Schley County,Georgia,77.5381182315156,13,249,19526
Screven County,Georgia,74.8408399989457,13,251,18008
Seminole County,Georgia,74.7722620916714,13,253,16866
Spalding County,Georgia,74.4848966724655,13,255,19394
Stephens County,Georgia,73.8081356220611,13,257,18209
Stewart County,Georgia,74.7485703955724,13,259,14218
Sumter County,Georgia,75.3379225174688,13,261,17881
Talbot County,Georgia,75.3884489268479,13,263,16602
Taliaferro County,Georgia,75.1585955884383,13,265,14519
Tattnall County,Georgia,75.2235708271841,13,267,15942
Taylor County,Georgia,75.1368046855178,13,269,16286
Telfair County,Georgia,77.3785428575031,13,271,13159
Terrell County,Georgia,74.7344941359309,13,273,17102
Thomas County,Georgia,75.5189642380648,13,275,19313
Tift County,Georgia,75.6807278477855,13,277,18928
Toombs County,Georgia,74.5002564843312,13,279,18433
Towns County,Georgia,77.83848587917,13,281,21229
Treutlen County,Georgia,75.5427251028086,13,283,17564
Troup County,Georgia,75.4809975435124,13,285,20745
Turner County,Georgia,73.7428493298456,13,287,17074
Twiggs County,Georgia,74.7854542382444,13,289,17332
Union County,Georgia,78.2915900351121,13,291,23334
Upson County,Georgia,73.8409648904424,13,293,17545
Walker County,Georgia,75.0645520396827,13,295,20528
Walton County,Georgia,76.5042468360091,13,297,23061
Ware County,Georgia,74.5069783221159,13,299,18329
Warren County,Georgia,74.1209055800715,13,301,18323
Washington County,Georgia,75.6554816144758,13,303,16489
Wayne County,Georgia,74.5948368825111,13,305,17865
Webster County,Georgia,78.300660660108,13,307,20389
Wheeler County,Georgia,76.7970901366388,13,309,8809
