County,State,State_FIPS,County_FIPS,total_population_race
Tipton County,Indiana,18,159,15917
Union County,Indiana,18,161,7449
Vanderburgh County,Indiana,18,163,179610
Vermillion County,Indiana,18,165,16224
Vigo County,Indiana,18,167,107805
Wabash County,Indiana,18,169,32804
Warren County,Indiana,18,171,8490
Warrick County,Indiana,18,173,59643
Washington County,Indiana,18,175,28162
Wayne County,Indiana,18,177,68797
Wells County,Indiana,18,179,27677
White County,Indiana,18,181,24612
Whitley County,Indiana,18,183,33234
Adair County,Iowa,19,001,7628
Adams County,Iowa,19,003,4027
Allamakee County,Iowa,19,005,14285
Appanoose County,Iowa,19,007,12858
Audubon County,Iowa,19,009,6077
Benton County,Iowa,19,011,26044
Black Hawk County,Iowa,19,013,130843
Boone County,Iowa,19,015,26324
Bremer County,Iowa,19,017,24294
Buchanan County,Iowa,19,019,20988
Buena Vista County,Iowa,19,021,20215
Butler County,Iowa,19,023,14899
Calhoun County,Iowa,19,025,9936
Carroll County,Iowa,19,027,20751
Cass County,Iowa,19,029,13865
Cedar County,Iowa,19,031,18446
Cerro Gordo County,Iowa,19,033,44083
Cherokee County,Iowa,19,035,12011
Chickasaw County,Iowa,19,037,12409
Clarke County,Iowa,19,039,9286
Clay County,Iowa,19,041,16649
Clayton County,Iowa,19,043,18056
Clinton County,Iowa,19,045,49074
Crawford County,Iowa,19,047,17100
Dallas County,Iowa,19,049,66997
Davis County,Iowa,19,051,8718
Decatur County,Iowa,19,053,8382
Delaware County,Iowa,19,055,17721
Des Moines County,Iowa,19,057,40268
Dickinson County,Iowa,19,059,16778
Dubuque County,Iowa,19,061,93776
Emmet County,Iowa,19,063,10263
Fayette County,Iowa,19,065,20894
Floyd County,Iowa,19,067,16204
Franklin County,Iowa,19,069,10650
Fremont County,Iowa,19,071,7373
Greene County,Iowa,19,073,9304
Grundy County,Iowa,19,075,12431
Guthrie County,Iowa,19,077,10915
Hamilton County,Iowa,19,079,15614
Hancock County,Iowa,19,081,11320
Hardin County,Iowa,19,083,17479
Harrison County,Iowa,19,085,14838
Henry County,Iowa,19,087,20242
Howard County,Iowa,19,089,9568
Humboldt County,Iowa,19,091,9818
Ida County,Iowa,19,093,7113
Iowa County,Iowa,19,095,16320
Jackson County,Iowa,19,097,19807
Jasper County,Iowa,19,099,36823
Jefferson County,Iowa,19,101,16791
Johnson County,Iowa,19,103,131627
Jones County,Iowa,19,105,20686
Keokuk County,Iowa,19,107,10480
Kossuth County,Iowa,19,109,15510
Lee County,Iowa,19,111,35741
Linn County,Iowa,19,113,211954
Louisa County,Iowa,19,115,11448
Lucas County,Iowa,19,117,8913
Lyon County,Iowa,19,119,11623
Madison County,Iowa,19,121,15630
Mahaska County,Iowa,19,123,22432
Marion County,Iowa,19,125,33388
Marshall County,Iowa,19,127,40568
Mills County,Iowa,19,129,15028
Mitchell County,Iowa,19,131,10761
Monona County,Iowa,19,133,9242
Monroe County,Iowa,19,135,7979
Montgomery County,Iowa,19,137,10710
Muscatine County,Iowa,19,139,42729
O'Brien County,Iowa,19,141,14302
Osceola County,Iowa,19,143,6413
Page County,Iowa,19,145,15902
Palo Alto County,Iowa,19,147,9402
Plymouth County,Iowa,19,149,24911
Pocahontas County,Iowa,19,151,7307
Polk County,Iowa,19,153,431811
Pottawattamie County,Iowa,19,155,92793
Poweshiek County,Iowa,19,157,18888
Ringgold County,Iowa,19,159,5123
Sac County,Iowa,19,161,10307
Scott County,Iowa,19,163,165432
Shelby County,Iowa,19,165,12158
Sioux County,Iowa,19,167,33776
Story County,Iowa,19,169,89734
Tama County,Iowa,19,171,17746
Taylor County,Iowa,19,173,6292
Union County,Iowa,19,175,12525
Van Buren County,Iowa,19,177,7565
Wapello County,Iowa,19,179,35449
Warren County,Iowa,19,181,46239
Washington County,Iowa,19,183,21765
Wayne County,Iowa,19,185,6372
Webster County,Iowa,19,187,37895
Winnebago County,Iowa,19,189,10800
Winneshiek County,Iowa,19,191,21033
Woodbury County,Iowa,19,193,101948
Worth County,Iowa,19,195,7581
Wright County,Iowa,19,197,13173
Allen County,Kansas,20,001,13364
Anderson County,Kansas,20,003,8066
Atchison County,Kansas,20,005,16854
Barber County,Kansas,20,007,4867
Barton County,Kansas,20,009,27556
Bourbon County,Kansas,20,011,15060
Brown County,Kansas,20,013,9962
Butler County,Kansas,20,015,65647
Chase County,Kansas,20,017,2788
Chautauqua County,Kansas,20,019,3654
Cherokee County,Kansas,20,021,21521
Cheyenne County,Kansas,20,023,2724
Clark County,Kansas,20,025,2198
Clay County,Kansas,20,027,8547
Cloud County,Kansas,20,029,9479
Coffey County,Kansas,20,031,8553
Comanche County,Kansas,20,033,1893
Cowley County,Kansas,20,035,36259
Crawford County,Kansas,20,037,39133
Decatur County,Kansas,20,039,2939
Dickinson County,Kansas,20,041,19766
Doniphan County,Kansas,20,043,7931
Douglas County,Kansas,20,045,111073
Edwards County,Kansas,20,047,3021
Elk County,Kansas,20,049,2856
Ellis County,Kansas,20,051,28525
Ellsworth County,Kansas,20,053,6477
Finney County,Kansas,20,055,36608
Ford County,Kansas,20,057,33725
Franklin County,Kansas,20,059,25916
Geary County,Kansas,20,061,34110
Gove County,Kansas,20,063,2771
Graham County,Kansas,20,065,2617
Grant County,Kansas,20,067,7817
Gray County,Kansas,20,069,5982
Greeley County,Kansas,20,071,1234
Greenwood County,Kansas,20,073,6654
Hamilton County,Kansas,20,075,2656
Harper County,Kansas,20,077,5998
Harvey County,Kansas,20,079,34572
Haskell County,Kansas,20,081,4222
Hodgeman County,Kansas,20,083,1949
Jackson County,Kansas,20,085,13401
Jefferson County,Kansas,20,087,19036
Jewell County,Kansas,20,089,3085
Johnson County,Kansas,20,091,546046
Kearny County,Kansas,20,093,3952
Kingman County,Kansas,20,095,7876
Kiowa County,Kansas,20,097,2503
Labette County,Kansas,20,099,21574
Lane County,Kansas,20,101,1666
Leavenworth County,Kansas,20,103,76286
Lincoln County,Kansas,20,105,3240
Linn County,Kansas,20,107,9613
Logan County,Kansas,20,109,2766
Lyon County,Kansas,20,111,34103
McPherson County,Kansas,20,113,29208
Marion County,Kansas,20,115,12565
Marshall County,Kansas,20,117,10083
Meade County,Kansas,20,119,4504
Miami County,Kansas,20,121,32546
Mitchell County,Kansas,20,123,6359
Montgomery County,Kansas,20,125,35167
Morris County,Kansas,20,127,5917
Morton County,Kansas,20,129,3207
Nemaha County,Kansas,20,131,10170
Neosho County,Kansas,20,133,16501
Ness County,Kansas,20,135,3102
Norton County,Kansas,20,137,5658
Osage County,Kansas,20,139,16300
Osborne County,Kansas,20,141,3852
Ottawa County,Kansas,20,143,6099
Pawnee County,Kansas,20,145,6945
Phillips County,Kansas,20,147,5579
Pottawatomie County,Kansas,20,149,21620
Pratt County,Kansas,20,151,9670
Rawlins County,Kansas,20,153,2555
Reno County,Kansas,20,155,64346
Republic County,Kansas,20,157,4965
Rice County,Kansas,20,159,10077
Riley County,Kansas,20,161,71927
Rooks County,Kansas,20,163,5205
Rush County,Kansas,20,165,3262
Russell County,Kansas,20,167,6926
Saline County,Kansas,20,169,55493
Scott County,Kansas,20,171,4872
Sedgwick County,Kansas,20,173,497062
Seward County,Kansas,20,175,23013
Shawnee County,Kansas,20,177,177688
Sheridan County,Kansas,20,179,2562
Sherman County,Kansas,20,181,6036
Smith County,Kansas,20,183,3835
Stafford County,Kansas,20,185,4398
Stanton County,Kansas,20,187,2200
Stevens County,Kansas,20,189,5633
Sumner County,Kansas,20,191,24000
Thomas County,Kansas,20,193,7854
Trego County,Kansas,20,195,2977
Wabaunsee County,Kansas,20,197,7048
Wallace County,Kansas,20,199,1508
Washington County,Kansas,20,201,5806
Wichita County,Kansas,20,203,2239
Wilson County,Kansas,20,205,9368
Woodson County,Kansas,20,207,3311
Wyandotte County,Kansas,20,209,157274
Adair County,Kentucky,21,001,18651
Allen County,Kentucky,21,003,20007
Anderson County,Kentucky,21,005,21442
Ballard County,Kentucky,21,007,8268
Barren County,Kentucky,21,009,42229
Bath County,Kentucky,21,011,11665
Bell County,Kentucky,21,013,28613
Boone County,Kentucky,21,015,119406
Bourbon County,Kentucky,21,017,20004
Boyd County,Kentucky,21,019,49358
Boyle County,Kentucky,21,021,28445
Bracken County,Kentucky,21,023,8488
Breathitt County,Kentucky,21,025,13922
Breckinridge County,Kentucky,21,027,20068
Bullitt County,Kentucky,21,029,74431
Butler County,Kentucky,21,031,12748
Caldwell County,Kentucky,21,033,12977
Calloway County,Kentucky,21,035,37198
Campbell County,Kentucky,21,037,90119
Carlisle County,Kentucky,21,039,5081
Carroll County,Kentucky,21,041,10851
Carter County,Kentucky,21,043,27594
Casey County,Kentucky,21,045,15984
Christian County,Kentucky,21,047,73722
Clark County,Kentucky,21,049,35555
Clay County,Kentucky,21,051,21833
Clinton County,Kentucky,21,053,10244
Crittenden County,Kentucky,21,055,9321
Cumberland County,Kentucky,21,057,6857
Daviess County,Kentucky,21,059,96711
Edmonson County,Kentucky,21,061,12141
Elliott County,Kentucky,21,063,7774
Estill County,Kentucky,21,065,14647
Fayette County,Kentucky,21,067,296766
Fleming County,Kentucky,21,069,14415
Floyd County,Kentucky,21,071,39454
Franklin County,Kentucky,21,073,49399
Fulton County,Kentucky,21,075,6758
Gallatin County,Kentucky,21,077,8513
Garrard County,Kentucky,21,079,16892
Grant County,Kentucky,21,081,24683
Graves County,Kentucky,21,083,37200
Grayson County,Kentucky,21,085,25772
Green County,Kentucky,21,087,11309
Greenup County,Kentucky,21,089,36922
Hancock County,Kentucky,21,091,8588
Hardin County,Kentucky,21,093,104513
Harlan County,Kentucky,21,095,29210
Harrison County,Kentucky,21,097,18781
Hart County,Kentucky,21,099,18278
Henderson County,Kentucky,21,101,46254
Henry County,Kentucky,21,103,15428
Hickman County,Kentucky,21,105,4869
Hopkins County,Kentucky,21,107,46891
Jackson County,Kentucky,21,109,13475
Jefferson County,Kentucky,21,111,741285
Jessamine County,Kentucky,21,113,48591
Johnson County,Kentucky,21,115,23339
Kenton County,Kentucky,21,117,159926
Knott County,Kentucky,21,119,16368
Knox County,Kentucky,21,121,31874
Larue County,Kentucky,21,123,14175
Laurel County,Kentucky,21,125,58891
Lawrence County,Kentucky,21,127,15889
Lee County,Kentucky,21,129,7831
Leslie County,Kentucky,21,131,11318
Letcher County,Kentucky,21,133,24336
Lewis County,Kentucky,21,135,13889
Lincoln County,Kentucky,21,137,24671
Livingston County,Kentucky,21,139,9479
Logan County,Kentucky,21,141,26786
Lyon County,Kentucky,21,143,8336
McCracken County,Kentucky,21,145,65558
McCreary County,Kentucky,21,147,18204
McLean County,Kentucky,21,149,9554
Madison County,Kentucky,21,151,83174
Magoffin County,Kentucky,21,153,13229
Marion County,Kentucky,21,155,19872
Marshall County,Kentucky,21,157,31393
Martin County,Kentucky,21,159,12934
Mason County,Kentucky,21,161,17495
Meade County,Kentucky,21,163,28979
Menifee County,Kentucky,21,165,6331
Mercer County,Kentucky,21,167,21283
Metcalfe County,Kentucky,21,169,10074
Monroe County,Kentucky,21,171,10925
Montgomery County,Kentucky,21,173,26517
Morgan County,Kentucky,21,175,13898
Muhlenberg County,Kentucky,21,177,31399
Nelson County,Kentucky,21,179,43500
Nicholas County,Kentucky,21,181,7092
Ohio County,Kentucky,21,183,23975
Oldham County,Kentucky,21,185,60357
Owen County,Kentucky,21,187,10870
Owsley County,Kentucky,21,189,4764
Pendleton County,Kentucky,21,191,14771
Perry County,Kentucky,21,193,28617
Pike County,Kentucky,21,195,64887
Powell County,Kentucky,21,197,12638
Pulaski County,Kentucky,21,199,63045
Robertson County,Kentucky,21,201,2251
Rockcastle County,Kentucky,21,203,17090
Rowan County,Kentucky,21,205,23351
Russell County,Kentucky,21,207,17562
Scott County,Kentucky,21,209,47211
Shelby County,Kentucky,21,211,42286
Simpson County,Kentucky,21,213,17323
Spencer County,Kentucky,21,215,17135
Taylor County,Kentucky,21,217,24514
Todd County,Kentucky,21,219,12472
Trigg County,Kentucky,21,221,14282
Trimble County,Kentucky,21,223,8829
Union County,Kentucky,21,225,14992
Warren County,Kentucky,21,227,113787
Washington County,Kentucky,21,229,11701
Wayne County,Kentucky,21,231,20819
Webster County,Kentucky,21,233,13618
Whitley County,Kentucky,21,235,35756
Wolfe County,Kentucky,21,237,7298
Woodford County,Kentucky,21,239,24847
Acadia Parish,Louisiana,22,001,61611
Allen Parish,Louisiana,22,003,25740
Ascension Parish,Louisiana,22,005,107647
Assumption Parish,Louisiana,22,007,23321
Avoyelles Parish,Louisiana,22,009,41925
Beauregard Parish,Louisiana,22,011,35662
Bienville Parish,Louisiana,22,013,14312
Bossier Parish,Louisiana,22,015,117742
Caddo Parish,Louisiana,22,017,254970
Calcasieu Parish,Louisiana,22,019,192307
Caldwell Parish,Louisiana,22,021,10118
Cameron Parish,Louisiana,22,023,6934
Catahoula Parish,Louisiana,22,025,10409
Claiborne Parish,Louisiana,22,027,17059
Concordia Parish,Louisiana,22,029,20624
De Soto Parish,Louisiana,22,031,26695
East Baton Rouge Parish,Louisiana,22,033,439662
East Carroll Parish,Louisiana,22,035,7738
East Feliciana Parish,Louisiana,22,037,20252
Evangeline Parish,Louisiana,22,039,33989
Franklin Parish,Louisiana,22,041,20714
Grant Parish,Louisiana,22,043,22049
Iberia Parish,Louisiana,22,045,73527
Iberville Parish,Louisiana,22,047,33386
Jackson Parish,Louisiana,22,049,16210
Jefferson Parish,Louisiana,22,051,432706
Jefferson Davis Parish,Louisiana,22,053,31529
Lafayette Parish,Louisiana,22,055,221602
Lafourche Parish,Louisiana,22,057,96453
LaSalle Parish,Louisiana,22,059,14840
Lincoln Parish,Louisiana,22,061,46543
Livingston Parish,Louisiana,22,063,128192
Madison Parish,Louisiana,22,065,12113
Morehouse Parish,Louisiana,22,067,27893
Natchitoches Parish,Louisiana,22,069,39434
Orleans Parish,Louisiana,22,071,341407
Ouachita Parish,Louisiana,22,073,153752
Plaquemines Parish,Louisiana,22,075,23220
Pointe Coupee Parish,Louisiana,22,077,22821
Rapides Parish,Louisiana,22,079,131655
Red River Parish,Louisiana,22,081,9068
Richland Parish,Louisiana,22,083,20785
Sabine Parish,Louisiana,22,085,24265
Saint Bernard Parish,Louisiana,22,087,35947
Saint Charles Parish,Louisiana,22,089,52663
Saint Helena Parish,Louisiana,22,091,11106
Saint James Parish,Louisiana,22,093,21978
Saint John the Baptist Parish,Louisiana,22,095,45741
Saint Landry Parish,Louisiana,22,097,83774
Saint Martin Parish,Louisiana,22,099,52343
Saint Mary Parish,Louisiana,22,101,54285
Saint Tammany Parish,Louisiana,22,103,234283
Tangipahoa Parish,Louisiana,22,105,121209
Tensas Parish,Louisiana,22,107,5189
Terrebonne Parish,Louisiana,22,109,111666
Union Parish,Louisiana,22,111,22633
Vermilion Parish,Louisiana,22,113,58041
Vernon Parish,Louisiana,22,115,51542
Washington Parish,Louisiana,22,117,47025
Webster Parish,Louisiana,22,119,41156
West Baton Rouge Parish,Louisiana,22,121,23748
West Carroll Parish,Louisiana,22,123,11587
West Feliciana Parish,Louisiana,22,125,15575
Winn Parish,Louisiana,22,127,15233
Androscoggin County,Maine,23,001,107766
Aroostook County,Maine,23,003,71757
Cumberland County,Maine,23,005,282143
Franklin County,Maine,23,007,30704
Hancock County,Maine,23,009,54470
Kennebec County,Maine,23,011,122022
Knox County,Maine,23,013,39848
Lincoln County,Maine,23,015,34440
Oxford County,Maine,23,017,57814
Penobscot County,Maine,23,019,153742
Piscataquis County,Maine,23,021,17432
Sagadahoc County,Maine,23,023,35394
Somerset County,Maine,23,025,52098
Waldo County,Maine,23,027,38761
Washington County,Maine,23,029,32832
York County,Maine,23,031,197861
Allegany County,Maryland,24,001,74645
Anne Arundel County,Maryland,24,003,538473
Baltimore County,Maryland,24,005,807318
Calvert County,Maryland,24,009,88774
Caroline County,Maryland,24,011,32947
Carroll County,Maryland,24,013,167249
Cecil County,Maryland,24,015,101109
Charles County,Maryland,24,017,147107
Dorchester County,Maryland,24,019,32570
Frederick County,Maryland,24,021,234268
Garrett County,Maryland,24,023,30079
Harford County,Maryland,24,025,245396
Howard County,Maryland,24,027,288676
Kent County,Maryland,24,029,20184
Queen Anne's County,Maryland,24,035,47894
Saint Mary's County,Maryland,24,037,105528
Somerset County,Maryland,24,039,26402
Talbot County,Maryland,24,041,37746
Washington County,Maryland,24,043,147882
Wicomico County,Maryland,24,045,98940
Worcester County,Maryland,24,047,51398
Baltimore City,Maryland,24,510,620644
Montgomery County,Maryland,24,031,974824
Prince George's County,Maryland,24,033,865443
Barnstable County,Massachusetts,25,001,216021
Berkshire County,Massachusetts,25,003,130866
Bristol County,Massachusetts,25,005,548739
Dukes County,Massachusetts,25,007,16581
Essex County,Massachusetts,25,009,744961
Franklin County,Massachusetts,25,011,71489
Hampden County,Massachusetts,25,013,464072
Hampshire County,Massachusetts,25,015,158850
Middlesex County,Massachusetts,25,017,1507558
Nantucket County,Massachusetts,25,019,10194
Norfolk County,Massachusetts,25,021,672078
Plymouth County,Massachusetts,25,023,495407
Suffolk County,Massachusetts,25,025,724502
Worcester County,Massachusetts,25,027,799277
Alcona County,Michigan,26,001,10943
Alger County,Michigan,26,003,9531
Allegan County,Michigan,26,005,111589
Alpena County,Michigan,26,007,29602
Antrim County,Michigan,26,009,23634
Arenac County,Michigan,26,011,15952
Baraga County,Michigan,26,013,8808
Barry County,Michigan,26,015,59249
Bay County,Michigan,26,017,107633
Benzie County,Michigan,26,019,17554
Berrien County,Michigan,26,021,156759
Branch County,Michigan,26,023,44920
Calhoun County,Michigan,26,025,136063
Cass County,Michigan,26,027,52412
Charlevoix County,Michigan,26,029,26057
Cheboygan County,Michigan,26,031,26195
Chippewa County,Michigan,26,033,38919
Clare County,Michigan,26,035,30924
Clinton County,Michigan,26,037,75274
Crawford County,Michigan,26,039,14119
Delta County,Michigan,26,041,37075
Dickinson County,Michigan,26,043,26286
Eaton County,Michigan,26,045,107861
Emmet County,Michigan,26,047,32799
Genesee County,Michigan,26,049,425337
Gladwin County,Michigan,26,051,25736
Gogebic County,Michigan,26,053,16297
Grand Traverse County,Michigan,26,055,87483
Gratiot County,Michigan,26,057,42340
Hillsdale County,Michigan,26,059,46617
Houghton County,Michigan,26,061,36519
Huron County,Michigan,26,063,33001
Ingham County,Michigan,26,065,281323
Ionia County,Michigan,26,067,64149
Iosco County,Michigan,26,069,25880
Iron County,Michigan,26,071,11837
Isabella County,Michigan,26,073,70186
Jackson County,Michigan,26,075,160257
Kalamazoo County,Michigan,26,077,250704
Kalkaska County,Michigan,26,079,17231
Kent County,Michigan,26,081,605244
Keweenaw County,Michigan,26,083,2168
Lake County,Michigan,26,085,11543
Lapeer County,Michigan,26,087,88626
Leelanau County,Michigan,26,089,21677
Lenawee County,Michigan,26,091,99878
Livingston County,Michigan,26,093,181678
Luce County,Michigan,26,095,6590
Mackinac County,Michigan,26,097,11144
Macomb County,Michigan,26,099,841769
Manistee County,Michigan,26,101,24753
Marquette County,Michigan,26,103,67178
Mason County,Michigan,26,105,28672
Mecosta County,Michigan,26,107,42947
Menominee County,Michigan,26,109,24041
Midland County,Michigan,26,111,83744
Missaukee County,Michigan,26,113,14945
Monroe County,Michigan,26,115,151944
Montcalm County,Michigan,26,117,63357
Montmorency County,Michigan,26,119,9709
Muskegon County,Michigan,26,121,171755
Newaygo County,Michigan,26,123,48517
Oakland County,Michigan,26,125,1207097
Oceana County,Michigan,26,127,26636
Ogemaw County,Michigan,26,129,21674
Ontonagon County,Michigan,26,131,6703
Osceola County,Michigan,26,133,23486
Oscoda County,Michigan,26,135,8709
Otsego County,Michigan,26,137,24175
Ottawa County,Michigan,26,139,264835
Presque Isle County,Michigan,26,141,13368
Roscommon County,Michigan,26,143,24447
Saginaw County,Michigan,26,145,200017
Saint Clair County,Michigan,26,147,162978
Saint Joseph County,Michigan,26,149,61314
Sanilac County,Michigan,26,151,43096
Schoolcraft County,Michigan,26,153,8455
Shiawassee County,Michigan,26,155,70402
Tuscola County,Michigan,26,157,55616
Van Buren County,Michigan,26,159,76149
Washtenaw County,Michigan,26,161,346010
Wayne County,Michigan,26,163,1822469
Wexford County,Michigan,26,165,32694
Aitkin County,Minnesota,27,001,16166
Anoka County,Minnesota,27,003,331649
Becker County,Minnesota,27,005,32600
Beltrami County,Minnesota,27,007,44652
Benton County,Minnesota,27,009,38560
Big Stone County,Minnesota,27,011,5250
Blue Earth County,Minnesota,27,013,63991
Brown County,Minnesota,27,015,25772
Carlton County,Minnesota,27,017,35304
Carver County,Minnesota,27,019,91355
Cass County,Minnesota,27,021,28519
Chippewa County,Minnesota,27,023,12327
Chisago County,Minnesota,27,025,53526
Clay County,Minnesota,27,027,58937
Clearwater County,Minnesota,27,029,8672
Cook County,Minnesota,27,031,5206
Cottonwood County,Minnesota,27,033,11665
Crow Wing County,Minnesota,27,035,62521
Dakota County,Minnesota,27,037,399443
Dodge County,Minnesota,27,039,20071
Douglas County,Minnesota,27,041,36167
Faribault County,Minnesota,27,043,14546
Fillmore County,Minnesota,27,045,20880
Freeborn County,Minnesota,27,047,31188
Goodhue County,Minnesota,27,049,46144
Grant County,Minnesota,27,051,6016
Hennepin County,Minnesota,27,053,1158039
Houston County,Minnesota,27,055,19001
Hubbard County,Minnesota,27,057,20372
Isanti County,Minnesota,27,059,38004
Itasca County,Minnesota,27,061,45052
Jackson County,Minnesota,27,063,10273
Kanabec County,Minnesota,27,065,16255
Kandiyohi County,Minnesota,27,067,42150
Kittson County,Minnesota,27,069,4547
Koochiching County,Minnesota,27,071,13293
Lac qui Parle County,Minnesota,27,073,7240
Lake County,Minnesota,27,075,10849
Lake of the Woods County,Minnesota,27,077,4039
Le Sueur County,Minnesota,27,079,27744
Lincoln County,Minnesota,27,081,5876
Lyon County,Minnesota,27,083,25714
McLeod County,Minnesota,27,085,36527
Mahnomen County,Minnesota,27,087,5442
Marshall County,Minnesota,27,089,9475
Martin County,Minnesota,27,091,20727
Meeker County,Minnesota,27,093,23262
Mille Lacs County,Minnesota,27,095,26004
Morrison County,Minnesota,27,097,33173
Mower County,Minnesota,27,099,39115
Murray County,Minnesota,27,101,8690
Nicollet County,Minnesota,27,103,32689
Nobles County,Minnesota,27,105,21349
Norman County,Minnesota,27,107,6796
Olmsted County,Minnesota,27,109,144507
Otter Tail County,Minnesota,27,111,57381
Pennington County,Minnesota,27,113,13950
Pine County,Minnesota,27,115,29564
Pipestone County,Minnesota,27,117,9536
Polk County,Minnesota,27,119,31426
Pope County,Minnesota,27,121,10978
Ramsey County,Minnesota,27,123,510885
Red Lake County,Minnesota,27,125,4100
Redwood County,Minnesota,27,127,16006
Renville County,Minnesota,27,129,15653
Rice County,Minnesota,27,131,64171
Rock County,Minnesota,27,133,9620
Roseau County,Minnesota,27,135,15665
Saint Louis County,Minnesota,27,137,200150
Scott County,Minnesota,27,139,130689
Sherburne County,Minnesota,27,141,88558
Sibley County,Minnesota,27,143,15189
Stearns County,Minnesota,27,145,150307
Steele County,Minnesota,27,147,36524
Stevens County,Minnesota,27,149,9712
Swift County,Minnesota,27,151,9764
Todd County,Minnesota,27,153,24783
Traverse County,Minnesota,27,155,3549
Wabasha County,Minnesota,27,157,21636
Wadena County,Minnesota,27,159,13808
Waseca County,Minnesota,27,161,19089
Washington County,Minnesota,27,163,238721
Watonwan County,Minnesota,27,165,11177
Wilkin County,Minnesota,27,167,6584
Winona County,Minnesota,27,169,51481
Wright County,Minnesota,27,171,124737
Yellow Medicine County,Minnesota,27,173,10357
Adams County,Mississippi,28,001,32391
Alcorn County,Mississippi,28,003,37027
Amite County,Mississippi,28,005,13139
Attala County,Mississippi,28,007,19454
Benton County,Mississippi,28,009,8725
Bolivar County,Mississippi,28,011,34239
Calhoun County,Mississippi,28,013,14903
Carroll County,Mississippi,28,015,10553
Chickasaw County,Mississippi,28,017,17458
Choctaw County,Mississippi,28,019,8506
Claiborne County,Mississippi,28,021,9681
Clarke County,Mississippi,28,023,16688
Clay County,Mississippi,28,025,20633
Coahoma County,Mississippi,28,027,26099
Copiah County,Mississippi,28,029,29324
Covington County,Mississippi,28,031,19571
DeSoto County,Mississippi,28,033,161536
Forrest County,Mississippi,28,035,75378
Franklin County,Mississippi,28,037,8055
George County,Mississippi,28,039,22579
Greene County,Mississippi,28,041,14352
Grenada County,Mississippi,28,043,21886
Hancock County,Mississippi,28,045,44044
Harrison County,Mississippi,28,047,188110
Hinds County,Mississippi,28,049,246335
Holmes County,Mississippi,28,051,19207
Humphreys County,Mississippi,28,053,9399
Issaquena County,Mississippi,28,055,1556
Itawamba County,Mississippi,28,057,23362
Jackson County,Mississippi,28,059,139430
Jasper County,Mississippi,28,061,17033
Jefferson County,Mississippi,28,063,7743
Jefferson Davis County,Mississippi,28,065,12364
Jones County,Mississippi,28,067,67868
Kemper County,Mississippi,28,069,10391
Lafayette County,Mississippi,28,071,47586
Lamar County,Mississippi,28,073,55580
Lauderdale County,Mississippi,28,075,80204
Lawrence County,Mississippi,28,077,12832
Leake County,Mississippi,28,079,23563
Lee County,Mississippi,28,081,83235
Leflore County,Mississippi,28,083,32196
Lincoln County,Mississippi,28,085,34850
Lowndes County,Mississippi,28,087,59584
Madison County,Mississippi,28,089,95481
Marion County,Mississippi,28,091,26810
Marshall County,Mississippi,28,093,37019
Monroe County,Mississippi,28,095,36912
Montgomery County,Mississippi,28,097,10866
Neshoba County,Mississippi,28,099,29682
Newton County,Mississippi,28,101,21687
Noxubee County,Mississippi,28,103,11511
Oktibbeha County,Mississippi,28,105,47486
Panola County,Mississippi,28,107,34675
Pearl River County,Mississippi,28,109,55886
Perry County,Mississippi,28,111,12217
Pike County,Mississippi,28,113,40300
Pontotoc County,Mississippi,28,115,29962
Prentiss County,Mississippi,28,117,25384
Quitman County,Mississippi,28,119,8171
Rankin County,Mississippi,28,121,142136
Scott County,Mississippi,28,123,28207
Sharkey County,Mississippi,28,125,4835
Simpson County,Mississippi,28,127,27476
Smith County,Mississippi,28,129,16425
Stone County,Mississippi,28,131,17657
Sunflower County,Mississippi,28,133,29230
Tallahatchie County,Mississippi,28,135,15262
Tate County,Mississippi,28,137,28580
Tippah County,Mississippi,28,139,22095
Tishomingo County,Mississippi,28,141,19573
Tunica County,Mississippi,28,143,10716
Union County,Mississippi,28,145,27175
Walthall County,Mississippi,28,147,15405
Warren County,Mississippi,28,149,48419
Washington County,Mississippi,28,151,51010
Wayne County,Mississippi,28,153,20754
Webster County,Mississippi,28,155,10162
Wilkinson County,Mississippi,28,157,9778
Winston County,Mississippi,28,159,19160
Yalobusha County,Mississippi,28,161,12647
Yazoo County,Mississippi,28,163,28220
Adair County,Missouri,29,001,25542
Andrew County,Missouri,29,003,17205
Atchison County,Missouri,29,005,5664
Audrain County,Missouri,29,007,25617
Barry County,Missouri,29,009,35680
Barton County,Missouri,29,011,12428
Bates County,Missouri,29,013,17003
Benton County,Missouri,29,015,19021
Bollinger County,Missouri,29,017,12389
Boone County,Missouri,29,019,163266
Buchanan County,Missouri,29,021,89162
Butler County,Missouri,29,023,42792
Caldwell County,Missouri,29,025,9302
Callaway County,Missouri,29,027,44157
Camden County,Missouri,29,029,43731
Cape Girardeau County,Missouri,29,031,75690
Carroll County,Missouri,29,033,9279
Carter County,Missouri,29,035,6225
Cass County,Missouri,29,037,99394
Cedar County,Missouri,29,039,13941
Chariton County,Missouri,29,041,7759
Christian County,Missouri,29,043,77474
Clark County,Missouri,29,045,7082
Clay County,Missouri,29,047,222048
Clinton County,Missouri,29,049,20687
Cole County,Missouri,29,051,75813
Cooper County,Missouri,29,053,17542
Crawford County,Missouri,29,055,24753
Dade County,Missouri,29,057,7811
Dallas County,Missouri,29,059,16825
Daviess County,Missouri,29,061,8341
DeKalb County,Missouri,29,063,12878
Dent County,Missouri,29,065,15595
