County,State,mean_life_expectancy,State_FIPS,County_FIPS,asian_population
Mobile County,Alabama,74.9863591340308,01,097,243658.0
Monroe County,Alabama,74.9978896242308,01,099,11814.0
Montgomery County,Alabama,76.1656562262215,01,101,82862.0
Morgan County,Alabama,75.4261590776826,01,103,95966.0
Perry County,Alabama,72.770250342339,01,105,2838.0
Pickens County,Alabama,74.6249282141329,01,107,11362.0
Pike County,Alabama,75.0187640137986,01,109,18960.0
Randolph County,Alabama,74.3982802569113,01,111,17443.0
Russell County,Alabama,73.6803490665368,01,113,29256.0
Saint Clair County,Alabama,75.0107121083288,01,115,76224.0
Shelby County,Alabama,80.205250224518,01,117,169598.0
Sumter County,Alabama,74.7139987528402,01,119,3201.0
Talladega County,Alabama,73.5793518144223,01,121,51720.0
Tallapoosa County,Alabama,74.9365477647865,01,123,28251.0
Tuscaloosa County,Alabama,76.5059658159458,01,125,132877.0
Walker County,Alabama,70.5636130208947,01,127,58547.0
Washington County,Alabama,74.6032396661542,01,129,11003.0
Wilcox County,Alabama,71.5241341237713,01,131,2903.0
Winston County,Alabama,74.7102062206126,01,133,23001.0
Anchorage Municipality,Alaska,79.167117979683,02,020,186522.0
Bethel Census Area,Alaska,72.53346154146,02,050,1986.0
Bristol Bay Borough,Alaska,76.2417287283227,02,060,501.0
Fairbanks North Star Borough,Alaska,80.2495817828855,02,090,75281.0
Haines Borough,Alaska,82.3340851154886,02,100,2040.0
Juneau City and Borough,Alaska,80.7356793660287,02,110,22182.0
Kenai Peninsula Borough,Alaska,78.641406388572,02,122,48489.0
Kodiak Island Borough,Alaska,80.3116543907809,02,150,7284.0
Matanuska-Susitna Borough,Alaska,78.8829024347706,02,170,85927.0
Nome Census Area,Alaska,70.7530594988732,02,180,1601.0
North Slope Borough,Alaska,75.8434189819725,02,185,3099.0
Sitka City and Borough,Alaska,80.454277274944,02,220,5655.0
Southeast Fairbanks Census Area,Alaska,77.6892419463187,02,240,5269.0
Valdez-Cordova Census Area,Alaska,79.0550286546822,02,261,6803.0
Wade Hampton Census Area,Alaska,68.2919702704407,02,270,
Northwest Arctic Borough,Alaska,72.6945119305142,02,188,859.0
Aleutians East Borough,Alaska,84.54019994971,02,013,605.0
Aleutians West Census Area,Alaska,84.54019994971,02,016,1699.0
Dillingham Census Area,Alaska,74.2728982123458,02,070,875.0
Lake and Peninsula Borough,Alaska,74.2728982123458,02,164,314.0
Denali Borough,Alaska,74.5030411727533,02,068,1810.0
Yukon-Koyukuk Census Area,Alaska,74.5030411727533,02,290,1229.0
Hoonah-Angoon Census Area,Alaska,81.2101394560811,02,105,971.0
Skagway Municipality,Alaska,81.2101394560811,02,230,917.0
Yakutat City and Borough,Alaska,81.2101394560811,02,282,309.0
Ketchikan Gateway Borough,Alaska,79.3321255610105,02,130,9219.0
Petersburg Borough,Alaska,79.3321255610105,02,195,2346.0
Prince of Wales-Hyder Census Area,Alaska,79.3321255610105,02,198,3053.0
Wrangell City and Borough,Alaska,79.3321255610105,02,275,1670.0
Apache County,Arizona,72.3010290005178,04,001,16362.0
Cochise County,Arizona,77.8408033972637,04,003,107243.0
Coconino County,Arizona,78.8052809079821,04,005,89502.0
Gila County,Arizona,74.3746289869468,04,007,41095.0
Graham County,Arizona,77.1556460234304,04,009,29917.0
Greenlee County,Arizona,78.3645024836664,04,011,8642.0
Maricopa County,Arizona,79.7386604099472,04,013,3301814.0
Mohave County,Arizona,75.0984065448903,04,015,186510.0
Navajo County,Arizona,73.7972740690661,04,017,51934.0
Pima County,Arizona,78.7518294309296,04,019,777452.0
Pinal County,Arizona,81.2155424915528,04,021,336611.0
Santa Cruz County,Arizona,81.7071020187176,04,023,39656.0
Yavapai County,Arizona,78.051524295411,04,025,205647.0
La Paz County,Arizona,81.2378999209795,04,012,15914.0
Yuma County,Arizona,81.2378999209795,04,027,155842.0
Arkansas County,Arkansas,73.699664085667,05,001,13146.0
Ashley County,Arkansas,74.0622583712188,05,003,14737.0
Baxter County,Arkansas,76.0355516425297,05,005,39814.0
Benton County,Arkansas,79.5515977691344,05,007,227609.0
Boone County,Arkansas,76.2920818267331,05,009,35843.0
Bradley County,Arkansas,73.9154085027933,05,011,7158.0
Calhoun County,Arkansas,74.7753643476493,05,013,3962.0
Carroll County,Arkansas,77.2088767175722,05,015,25826.0
Chicot County,Arkansas,73.4191359082146,05,017,4733.0
Clark County,Arkansas,75.9107071055062,05,019,15939.0
Clay County,Arkansas,73.0282818142332,05,021,14443.0
Cleburne County,Arkansas,75.8897883042267,05,023,24473.0
Cleveland County,Arkansas,74.9601675422995,05,025,7106.0
Columbia County,Arkansas,74.3920918341417,05,027,14476.0
Conway County,Arkansas,74.8124099395122,05,029,17805.0
Craighead County,Arkansas,76.2618331131667,05,031,83979.0
Crawford County,Arkansas,76.0303039795828,05,033,55196.0
Crittenden County,Arkansas,72.9678543864573,05,035,21763.0
Cross County,Arkansas,73.2798919731548,05,037,12695.0
Dallas County,Arkansas,73.7130043686649,05,039,4123.0
Desha County,Arkansas,72.7276609628183,05,041,5855.0
Drew County,Arkansas,75.2211103202167,05,043,12701.0
Faulkner County,Arkansas,76.5427391151303,05,045,100652.0
Franklin County,Arkansas,74.6633798673886,05,047,16743.0
Fulton County,Arkansas,75.0726412158052,05,049,11686.0
Garland County,Arkansas,74.6917741981376,05,051,84747.0
Grant County,Arkansas,75.3837861639195,05,053,17182.0
Greene County,Arkansas,74.2408679220059,05,055,42566.0
Hempstead County,Arkansas,75.3276249243193,05,057,13067.0
Hot Spring County,Arkansas,74.4739215374817,05,059,28346.0
Howard County,Arkansas,74.2175286904666,05,061,8964.0
Independence County,Arkansas,75.9418583152842,05,063,34252.0
Izard County,Arkansas,75.4317695846984,05,065,12835.0
Jackson County,Arkansas,73.3266666408661,05,067,13516.0
Jefferson County,Arkansas,73.3590923821139,05,069,28231.0
Johnson County,Arkansas,75.8064818743859,05,071,24033.0
Lafayette County,Arkansas,74.6587982386832,05,073,4196.0
Lawrence County,Arkansas,74.0656088368156,05,075,16127.0
Lee County,Arkansas,73.3490156735839,05,077,3978.0
Lincoln County,Arkansas,75.1131078790431,05,079,9104.0
Little River County,Arkansas,74.1807882572467,05,081,9128.0
Logan County,Arkansas,74.4320848649481,05,083,19905.0
Lonoke County,Arkansas,74.9345664780834,05,085,64282.0
Madison County,Arkansas,75.5976399371591,05,087,15105.0
Marion County,Arkansas,75.4429778062734,05,089,15805.0
Miller County,Arkansas,74.6268522519816,05,091,30846.0
Mississippi County,Arkansas,71.4920842695116,05,093,25863.0
Monroe County,Arkansas,72.4674227246369,05,095,4058.0
Montgomery County,Arkansas,75.793052336322,05,097,8205.0
Nevada County,Arkansas,74.2958611849283,05,099,5348.0
Newton County,Arkansas,77.1907959033018,05,101,7435.0
Ouachita County,Arkansas,73.0491101838795,05,103,13655.0
Perry County,Arkansas,75.0236567504255,05,105,9578.0
Phillips County,Arkansas,71.1931915908736,05,107,6893.0
Pike County,Arkansas,75.0824421118564,05,109,9740.0
Poinsett County,Arkansas,71.3031716770786,05,111,21306.0
Polk County,Arkansas,75.2198849618385,05,113,18538.0
Pope County,Arkansas,76.6203759107694,05,115,58030.0
Prairie County,Arkansas,75.966819358482,05,117,7037.0
Pulaski County,Arkansas,76.0611102581848,05,119,222468.0
Randolph County,Arkansas,74.3973999793014,05,121,16854.0
Saint Francis County,Arkansas,74.1021367670649,05,123,10743.0
Saline County,Arkansas,77.1843392125055,05,125,105202.0
Scott County,Arkansas,74.7730329022547,05,127,9179.0
Searcy County,Arkansas,75.2517345364764,05,129,7421.0
Sebastian County,Arkansas,75.9956131141566,05,131,95473.0
Sevier County,Arkansas,75.4897788457826,05,133,10858.0
Sharp County,Arkansas,73.8772637972242,05,135,16216.0
Stone County,Arkansas,76.1304929728617,05,137,12024.0
Union County,Arkansas,73.4174077792713,05,139,25485.0
Van Buren County,Arkansas,76.1831675574109,05,141,15996.0
Washington County,Arkansas,77.990955582861,05,143,177357.0
White County,Arkansas,75.3891115505783,05,145,71645.0
Woodruff County,Arkansas,72.862006974415,05,147,4633.0
Yell County,Arkansas,74.6715621808677,05,149,16956.0
Alameda County,California,82.5117230510974,06,001,681725.0
Alpine County,California,78.6184132405496,06,003,723.0
Amador County,California,79.6700527007408,06,005,32989.0
Butte County,California,77.5510398533407,06,007,186095.0
Calaveras County,California,79.4937097704614,06,009,41375.0
Colusa County,California,79.8121558402712,06,011,18854.0
Contra Costa County,California,82.1166155136634,06,013,648325.0
Del Norte County,California,75.5876660864016,06,015,20958.0
El Dorado County,California,81.7175928361167,06,017,164202.0
Fresno County,California,78.5774233152407,06,019,627437.0
Glenn County,California,77.3237108142528,06,021,23127.0
Humboldt County,California,76.9699850790142,06,023,108784.0
Imperial County,California,80.8834382757586,06,025,115817.0
Inyo County,California,79.4082290287002,06,027,14557.0
Kern County,California,77.1798988763483,06,029,663592.0
Kings County,California,79.5158893403858,06,031,98429.0
Lake County,California,74.9388266144901,06,033,49463.0
Lassen County,California,78.2889851142427,06,035,25672.0
Los Angeles County,California,81.7722051489058,06,037,5186859.0
Madera County,California,79.1324957900949,06,039,111621.0
Marin County,California,85.0172356317939,06,041,203342.0
Mariposa County,California,80.0918795754373,06,043,15579.0
Mendocino County,California,78.8622505182297,06,045,73121.0
Merced County,California,78.6740314276637,06,047,154376.0
Modoc County,California,77.2922317763807,06,049,8046.0
Mono County,California,85.3082290449747,06,051,12017.0
Monterey County,California,82.0510756660361,06,053,256709.0
Napa County,California,81.4546639927278,06,055,102711.0
Nevada County,California,81.1772572867672,06,057,91579.0
Orange County,California,82.7692260205684,06,059,1950902.0
Placer County,California,81.8330268106076,06,061,313636.0
Plumas County,California,78.4717776495267,06,063,16654.0
Riverside County,California,80.5162407320043,06,065,1450134.0
Sacramento County,California,79.3400394926971,06,067,875793.0
San Benito County,California,81.8119632950539,06,069,48851.0
San Bernardino County,California,78.4608787343935,06,071,1305047.0
San Diego County,California,81.8152724349575,06,073,2335447.0
San Francisco County,California,83.2321058302004,06,075,406538.0
San Joaquin County,California,78.22543142894,06,077,411958.0
San Luis Obispo County,California,81.3157003484936,06,079,242078.0
San Mateo County,California,84.3845629127664,06,081,391024.0
Santa Barbara County,California,81.7643311735787,06,083,344026.0
Santa Clara County,California,84.2543556639128,06,085,865460.0
Santa Cruz County,California,82.4374330425814,06,087,208476.0
Shasta County,California,76.0083184102708,06,089,155840.0
Sierra County,California,78.7559184759067,06,091,2890.0
Siskiyou County,California,76.3397555392635,06,093,36971.0
Solano County,California,79.9136116310706,06,095,231149.0
Sonoma County,California,81.7938284667815,06,097,375519.0
Stanislaus County,California,77.7850070672191,06,099,408817.0
Sutter County,California,78.5169447108835,06,101,66752.0
Tehama County,California,77.2351720137537,06,103,54119.0
Trinity County,California,76.4541995192134,06,105,11136.0
Tulare County,California,78.1677031872242,06,107,352259.0
Tuolumne County,California,78.6328973173773,06,109,47189.0
Ventura County,California,82.0434292248645,06,111,680197.0
Yolo County,California,81.0912989720667,06,113,145778.0
Yuba County,California,75.7914021288201,06,115,56344.0
Alamosa County,Colorado,75.9550396158801,08,003,14297.0
Archuleta County,Colorado,81.8918030047636,08,007,10810.0
Baca County,Colorado,77.3383444138467,08,009,3377.0
Bent County,Colorado,75.9748616124026,08,011,5315.0
Chaffee County,Colorado,81.4641560038579,08,015,17857.0
Cheyenne County,Colorado,78.6879955565073,08,017,1916.0
Clear Creek County,Colorado,82.6610229885307,08,019,8880.0
Conejos County,Colorado,76.4373705834421,08,021,7349.0
Costilla County,Colorado,77.0920679641841,08,023,3343.0
Crowley County,Colorado,76.8847458813323,08,025,4978.0
Custer County,Colorado,81.3761757630446,08,027,4333.0
Delta County,Colorado,78.0299071880757,08,029,28768.0
Dolores County,Colorado,79.4560888187491,08,033,1780.0
Douglas County,Colorado,83.6399311898685,08,035,293266.0
Eagle County,Colorado,88.7167159091399,08,037,48258.0
Elbert County,Colorado,81.8237081925238,08,039,23476.0
El Paso County,Colorado,78.8347552744772,08,041,547369.0
Fremont County,Colorado,77.2051035308431,08,043,42213.0
Garfield County,Colorado,80.6819634064959,08,045,51120.0
Gilpin County,Colorado,81.7945176234942,08,047,5566.0
Grand County,Colorado,84.0098966721527,08,049,14284.0
Gunnison County,Colorado,82.913042229065,08,051,15748.0
Huerfano County,Colorado,75.4585720983573,08,055,6199.0
Jackson County,Colorado,79.59835257654,08,057,1211.0
Kiowa County,Colorado,77.3704120148078,08,061,1333.0
Kit Carson County,Colorado,79.5622504984928,08,063,6885.0
Lake County,Colorado,82.0248236188546,08,065,6532.0
La Plata County,Colorado,81.9648873514121,08,067,48385.0
Larimer County,Colorado,81.6003124510936,08,069,309269.0
Las Animas County,Colorado,76.5856454888699,08,071,12117.0
Lincoln County,Colorado,78.552506862319,08,073,4812.0
Logan County,Colorado,79.4270063355196,08,075,20060.0
Mesa County,Colorado,78.3834696871957,08,077,141076.0
Moffat County,Colorado,78.3900592917377,08,081,12330.0
Montezuma County,Colorado,77.4763661365105,08,083,21054.0
Montrose County,Colorado,79.5886762336159,08,085,38909.0
Morgan County,Colorado,78.2634199069944,08,087,24964.0
Otero County,Colorado,75.1862520954706,08,089,16346.0
Ouray County,Colorado,84.2141800769531,08,091,4599.0
Park County,Colorado,82.8974961064367,08,093,16467.0
Phillips County,Colorado,80.5145148117585,08,095,4158.0
Pitkin County,Colorado,91.3769660058971,08,097,16316.0
Prowers County,Colorado,76.8437289856315,08,099,11429.0
Pueblo County,Colorado,76.4093117151939,08,101,131054.0
Rio Blanco County,Colorado,78.8548637165788,08,103,6038.0
Rio Grande County,Colorado,76.8193945628893,08,105,10344.0
Routt County,Colorado,83.4376463460472,08,107,23601.0
Saguache County,Colorado,79.6752296378427,08,109,5944.0
San Miguel County,Colorado,86.3598650866599,08,113,7617.0
Sedgwick County,Colorado,77.7498097799942,08,115,2165.0
Summit County,Colorado,91.6203651627367,08,117,27530.0
Teller County,Colorado,80.6009263302177,08,119,22823.0
Washington County,Colorado,79.4354096367131,08,121,4636.0
Yuma County,Colorado,79.0815160968291,08,125,9353.0
Adams County,Colorado,80.5457104115307,08,001,410132.0
Arapahoe County,Colorado,80.5457104115307,08,005,455987.0
Boulder County,Colorado,80.5457104115307,08,013,284719.0
Broomfield County,Colorado,80.5457104115307,08,014,57355.0
Denver County,Colorado,80.5457104115307,08,031,530278.0
Jefferson County,Colorado,80.5457104115307,08,059,517644.0
Weld County,Colorado,80.5457104115307,08,123,267514.0
Fairfield County,Connecticut,82.7977032113756,09,001,691642.0
Hartford County,Connecticut,80.2331635773284,09,003,639528.0
Litchfield County,Connecticut,80.3658992109622,09,005,170083.0
Middlesex County,Connecticut,81.247531185785,09,007,144844.0
New Haven County,Connecticut,80.122180105688,09,009,634586.0
New London County,Connecticut,79.826808998402,09,011,216974.0
Tolland County,Connecticut,81.7788690174239,09,013,133656.0
Windham County,Connecticut,78.8197586759148,09,015,103567.0
Kent County,Delaware,77.2112341918458,10,001,115960.0
New Castle County,Delaware,78.2865084160653,10,003,358183.0
Sussex County,Delaware,78.5673807823887,10,005,180762.0
Alachua County,Florida,78.4535602220354,12,001,182692.0
Baker County,Florida,74.9514582037514,12,003,23033.0
Bay County,Florida,75.7253025508484,12,005,148220.0
Bradford County,Florida,75.0073944133113,12,007,20935.0
Brevard County,Florida,77.2716340365655,12,009,476767.0
Broward County,Florida,80.4755284438197,12,011,1167526.0
Calhoun County,Florida,74.6914495357496,12,013,11598.0
Charlotte County,Florida,80.1348066988875,12,015,159598.0
Citrus County,Florida,75.1336556402493,12,017,132656.0
Clay County,Florida,77.1640126531372,12,019,165931.0
Collier County,Florida,84.9489435983752,12,021,320642.0
Columbia County,Florida,74.9542147993122,12,023,53246.0
Miami-Dade County,Florida,81.0909251968586,12,086,2041796.0
DeSoto County,Florida,79.1692556409631,12,027,30464.0
Dixie County,Florida,74.5193170945958,12,029,14240.0
Duval County,Florida,75.6970284676225,12,031,557139.0
Escambia County,Florida,74.9537469330096,12,033,212230.0
Flagler County,Florida,78.8020239192313,12,035,88531.0
Franklin County,Florida,75.9928495625828,12,037,9476.0
Gadsden County,Florida,75.3416140743242,12,039,19100.0
Gilchrist County,Florida,76.6196658152052,12,041,16104.0
Glades County,Florida,80.213599524511,12,043,10627.0
Gulf County,Florida,76.31210239981,12,045,12522.0
Hamilton County,Florida,75.1836206795715,12,047,8649.0
Hardee County,Florida,78.2553790330659,12,049,22163.0
Hendry County,Florida,77.0832219158998,12,051,32150.0
Hernando County,Florida,76.4160896851137,12,053,163329.0
Highlands County,Florida,78.2770855206328,12,055,81423.0
Hillsborough County,Florida,78.7539862110352,12,057,970497.0
Holmes County,Florida,72.9734087683611,12,059,17275.0
Indian River County,Florida,80.0688913457515,12,061,130147.0
Jackson County,Florida,74.4322343859382,12,063,33431.0
Jefferson County,Florida,76.9589195702897,12,065,8824.0
Lafayette County,Florida,76.8777569268263,12,067,6916.0
Lake County,Florida,78.2469781435388,12,069,278353.0
Lee County,Florida,81.5729772276075,12,071,609126.0
Leon County,Florida,79.0301737876123,12,073,177852.0
Levy County,Florida,74.7957604460706,12,075,35008.0
Liberty County,Florida,75.7134300877082,12,077,6750.0
Madison County,Florida,75.0211610783484,12,079,10651.0
Manatee County,Florida,80.4145051875017,12,081,319715.0
Marion County,Florida,75.9104693910342,12,083,285189.0
Martin County,Florida,81.3154961822022,12,085,138394.0
Monroe County,Florida,79.8589989128447,12,087,67672.0
Nassau County,Florida,77.2494441968309,12,089,73061.0
Okaloosa County,Florida,77.4373108710462,12,091,157460.0
Okeechobee County,Florida,75.9744426993115,12,093,35136.0
Orange County,Florida,79.6595177084295,12,095,844074.0
Osceola County,Florida,78.9109833340189,12,097,246757.0
Palm Beach County,Florida,81.4781513545173,12,099,1070496.0
Pasco County,Florida,77.209084296734,12,101,447358.0
Pinellas County,Florida,78.4281181387948,12,103,782632.0
Polk County,Florida,77.8067617494822,12,105,520186.0
Putnam County,Florida,73.901215098391,12,107,58172.0
Saint Johns County,Florida,80.7073688844269,12,109,208720.0
Saint Lucie County,Florida,79.4596418043113,12,111,223755.0
Santa Rosa County,Florida,77.3915324879814,12,113,145869.0
Sarasota County,Florida,81.0591538508499,12,115,375993.0
Seminole County,Florida,79.9049694273451,12,117,351484.0
Sumter County,Florida,80.4754543414289,12,119,107444.0
Suwannee County,Florida,75.1589535656509,12,121,36387.0
Taylor County,Florida,74.7285796616171,12,123,16497.0
Union County,Florida,67.7658357745847,12,125,11229.0
Volusia County,Florida,76.3372145765431,12,127,434732.0
Wakulla County,Florida,76.4018685621857,12,129,26203.0
Walton County,Florida,77.6910869065515,12,131,57089.0
Washington County,Florida,72.8104666515528,12,133,19777.0
Appling County,Georgia,74.1097615751301,13,001,14033.0
Atkinson County,Georgia,73.5443620196483,13,003,5967.0
Bacon County,Georgia,72.6255878368236,13,005,9073.0
Baker County,Georgia,77.2147827275408,13,007,1810.0
Baldwin County,Georgia,75.9591221129701,13,009,24371.0
Banks County,Georgia,76.8075277666983,13,011,17211.0
Barrow County,Georgia,76.6625325239611,13,013,61173.0
Bartow County,Georgia,76.4675113465904,13,015,87027.0
Ben Hill County,Georgia,73.0822171824974,13,017,10375.0
Berrien County,Georgia,74.4055440206896,13,019,16067.0
Bibb County,Georgia,73.8807694893633,13,021,62851.0
Bleckley County,Georgia,75.8889059006946,13,023,8903.0
Brantley County,Georgia,74.4239219349596,13,025,17399.0
Brooks County,Georgia,74.7858557927481,13,027,9618.0
Bryan County,Georgia,76.1882691853995,13,029,27652.0
Bulloch County,Georgia,77.005128319724,13,031,49030.0
Burke County,Georgia,73.9364629181846,13,033,10934.0
Butts County,Georgia,74.038792732603,13,035,16289.0
Calhoun County,Georgia,74.4490104932185,13,037,2180.0
Camden County,Georgia,78.0381542177322,13,039,38452.0
Candler County,Georgia,73.5454730234984,13,043,7355.0
Carroll County,Georgia,75.3050871542808,13,045,87288.0
Catoosa County,Georgia,77.7463764116626,13,047,61318.0
Charlton County,Georgia,76.401462816314,13,049,8684.0
Chatham County,Georgia,77.6961215377425,13,051,151228.0
Chattahoochee County,Georgia,77.3047046244563,13,053,7510.0
Chattooga County,Georgia,73.540698248083,13,055,21407.0
Cherokee County,Georgia,80.0614584461507,13,057,209053.0
Clarke County,Georgia,78.885669773019,13,059,78342.0
Clay County,Georgia,74.0815653772769,13,061,902.0
Clayton County,Georgia,76.698286556638,13,063,47590.0
Clinch County,Georgia,72.462441517972,13,065,4439.0
Cobb County,Georgia,80.4588649148347,13,067,441978.0
Coffee County,Georgia,74.4493273658183,13,069,29193.0
Colquitt County,Georgia,74.1088665777009,13,071,29397.0
Columbia County,Georgia,80.1413477711469,13,073,109501.0
Cook County,Georgia,74.4180129870213,13,075,11861.0
Coweta County,Georgia,78.5194372038008,13,077,107831.0
Crawford County,Georgia,75.6413346632261,13,079,9181.0
Crisp County,Georgia,74.6751370900589,13,081,12104.0
Dade County,Georgia,75.3267305299081,13,083,15407.0
Dawson County,Georgia,78.1651309282708,13,085,22979.0
Decatur County,Georgia,73.6932293189229,13,087,14060.0
DeKalb County,Georgia,80.1708909176351,13,089,256546.0
Dodge County,Georgia,75.2115210970033,13,091,14102.0
Dooly County,Georgia,78.3861163186296,13,093,6277.0
Dougherty County,Georgia,74.4307031989871,13,095,24556.0
Douglas County,Georgia,77.6118621931012,13,097,67261.0
Early County,Georgia,73.4100397646834,13,099,4735.0
Echols County,Georgia,77.3138543207156,13,101,2946.0
Effingham County,Georgia,76.5227017348973,13,103,48093.0
Elbert County,Georgia,74.4652122951677,13,105,13085.0
Emanuel County,Georgia,72.8374850896249,13,107,13935.0
Evans County,Georgia,74.9623415964071,13,109,6291.0
Fannin County,Georgia,77.3602030871136,13,111,24160.0
Fayette County,Georgia,81.0336445526931,13,113,75542.0
Floyd County,Georgia,75.0961301003414,13,115,75735.0
Forsyth County,Georgia,81.9106821070703,13,117,178874.0
Franklin County,Georgia,73.9741040026346,13,119,19338.0
Fulton County,Georgia,79.2621914216746,13,121,458596.0
Gilmer County,Georgia,78.0716109761037,13,123,27122.0
Glascock County,Georgia,73.4032244860579,13,125,2661.0
Glynn County,Georgia,77.4064219080965,13,127,57000.0
Gordon County,Georgia,75.5910815019174,13,129,50658.0
Grady County,Georgia,75.6390967986397,13,131,16529.0
Greene County,Georgia,78.0771638862825,13,133,9924.0
Gwinnett County,Georgia,80.8576416981151,13,135,448155.0
Habersham County,Georgia,77.4621360966414,13,137,38359.0
Hall County,Georgia,79.0513221599094,13,139,166426.0
Hancock County,Georgia,75.4561378964738,13,141,2094.0
Haralson County,Georgia,73.4638395369125,13,143,26752.0
Harris County,Georgia,79.4514638028953,13,145,26584.0
Hart County,Georgia,77.0465029717568,13,147,19823.0
Heard County,Georgia,74.935041415743,13,149,10145.0
Henry County,Georgia,77.4629291963644,13,151,109034.0
Houston County,Georgia,77.4534964434465,13,153,92943.0
Irwin County,Georgia,74.9026897719718,13,155,6318.0
Jackson County,Georgia,76.5773842944624,13,157,57489.0
Jasper County,Georgia,75.8994510443067,13,159,10380.0
Jeff Davis County,Georgia,73.3471646371562,13,161,11392.0
Jefferson County,Georgia,72.7895471617176,13,163,6826.0
Jenkins County,Georgia,73.4074632261848,13,165,5363.0
Johnson County,Georgia,76.0443954513394,13,167,6281.0
Jones County,Georgia,77.942514638968,13,169,20790.0
Lamar County,Georgia,74.6480848746682,13,171,12186.0
Lanier County,Georgia,75.5741908250113,13,173,7669.0
Laurens County,Georgia,74.6415276577823,13,175,28020.0
Lee County,Georgia,76.6576573244205,13,177,21735.0
Liberty County,Georgia,76.4063478776102,13,179,28881.0
Lincoln County,Georgia,76.4608108585207,13,181,5217.0
Long County,Georgia,78.6678466420593,13,183,11752.0
Lowndes County,Georgia,75.9053554729163,13,185,66261.0
Lumpkin County,Georgia,77.8193013989251,13,187,29981.0
McDuffie County,Georgia,73.9498156118123,13,189,11746.0
McIntosh County,Georgia,79.9990111330534,13,191,8832.0
Macon County,Georgia,73.723715857393,13,193,4705.0
Madison County,Georgia,76.1066582067992,13,195,24483.0
Marion County,Georgia,76.443197414621,13,197,5288.0
Meriwether County,Georgia,74.5741063488475,13,199,12062.0
Miller County,Georgia,73.2470191384742,13,201,3989.0
Mitchell County,Georgia,74.0620100864053,13,205,11106.0
Monroe County,Georgia,77.7871454148834,13,207,19829.0
Montgomery County,Georgia,75.0883350470393,13,209,6156.0
Morgan County,Georgia,77.5186789574759,13,211,13482.0
Murray County,Georgia,74.9700556257629,13,213,38261.0
Muscogee County,Georgia,74.2394264544026,13,215,86552.0
Newton County,Georgia,76.2607976221268,13,217,54326.0
Oconee County,Georgia,81.2570674760447,13,219,32796.0
Oglethorpe County,Georgia,77.8557806138768,13,221,11610.0
Paulding County,Georgia,78.7395615987406,13,223,117516.0
Peach County,Georgia,73.6937146784614,13,225,13152.0
Pickens County,Georgia,77.29387497581,13,227,27688.0
Pierce County,Georgia,74.3784226065327,13,229,16402.0
Pike County,Georgia,75.618283423444,13,231,15903.0
