County,State,mean_life_expectancy,State_FIPS,County_FIPS,median_gross_rent
Russell County,Alabama,74.4625975354371,01,113,712
Saint Clair County,Alabama,75.1354509099959,01,115,757
Shelby County,Alabama,79.7687496224489,01,117,917
Sumter County,Alabama,74.3343686399483,01,119,550
Talladega County,Alabama,73.6825216143372,01,121,589
Tallapoosa County,Alabama,75.2077207940106,01,123,585
Tuscaloosa County,Alabama,76.1412472106416,01,125,762
Walker County,Alabama,70.8637922877104,01,127,614
Washington County,Alabama,74.6734179457892,01,129,614
Wilcox County,Alabama,72.2374261679305,01,131,395
Winston County,Alabama,74.2153646411101,01,133,520
Anchorage Municipality,Alaska,78.7538192744483,02,020,1142
Bethel Census Area,Alaska,72.9162299270473,02,050,1177
Bristol Bay Borough,Alaska,75.4655368308601,02,060,1117
Fairbanks North Star Borough,Alaska,79.2875377464225,02,090,1179
Haines Borough,Alaska,80.3402659326086,02,100,828
Juneau City and Borough,Alaska,79.7513085001443,02,110,1178
Kenai Peninsula Borough,Alaska,78.3295603866331,02,122,917
Kodiak Island Borough,Alaska,79.2674018916655,02,150,973
Matanuska-Susitna Borough,Alaska,78.1712241323719,02,170,1026
Nome Census Area,Alaska,71.0874958002656,02,180,1127
North Slope Borough,Alaska,75.2725719185953,02,185,1025
Sitka City and Borough,Alaska,79.5125431994159,02,220,1139
Southeast Fairbanks Census Area,Alaska,77.1481963302165,02,240,1175
Valdez-Cordova Census Area,Alaska,78.0507317723694,02,261,871
Wade Hampton Census Area,Alaska,69.129042588567,02,270,666
Northwest Arctic Borough,Alaska,73.0243042513836,02,188,1121
Aleutians East Borough,Alaska,83.5166512642875,02,013,888
Aleutians West Census Area,Alaska,83.5166512642875,02,016,1246
Dillingham Census Area,Alaska,73.7920691867546,02,070,979
Lake and Peninsula Borough,Alaska,73.7920691867546,02,164,768
Denali Borough,Alaska,73.5699219653651,02,068,837
Yukon-Koyukuk Census Area,Alaska,73.5699219653651,02,290,669
Hoonah-Angoon Census Area,Alaska,80.374241032238,02,105,733
Skagway Municipality,Alaska,80.374241032238,02,230,1057
Yakutat City and Borough,Alaska,80.374241032238,02,282,972
Ketchikan Gateway Borough,Alaska,78.2808420907731,02,130,1022
Petersburg Borough,Alaska,78.2808420907731,02,195,847
Prince of Wales-Hyder Census Area,Alaska,78.2808420907731,02,198,761
Wrangell City and Borough,Alaska,78.2808420907731,02,275,772
Apache County,Arizona,73.5831561418625,04,001,536
Cochise County,Arizona,78.5093583618516,04,003,778
Coconino County,Arizona,79.1783967754568,04,005,996
Gila County,Arizona,75.4683450305506,04,007,743
Graham County,Arizona,77.4666536416568,04,009,711
Greenlee County,Arizona,78.6626921330292,04,011,381
Maricopa County,Arizona,80.2239065499369,04,013,943
Mohave County,Arizona,75.5732188036138,04,015,803
Navajo County,Arizona,75.2513758313513,04,017,668
Pima County,Arizona,79.2068381779827,04,019,798
Pinal County,Arizona,80.9037956408188,04,021,966
Santa Cruz County,Arizona,82.0079464280884,04,023,630
Yavapai County,Arizona,78.6615151890778,04,025,847
La Paz County,Arizona,81.3901815824637,04,012,553
Yuma County,Arizona,81.3901815824637,04,027,827
Arkansas County,Arkansas,73.8156973399201,05,001,631
Ashley County,Arkansas,74.527033712992,05,003,572
Baxter County,Arkansas,76.2122281368992,05,005,592
Benton County,Arkansas,79.3617722496715,05,007,774
Boone County,Arkansas,76.5714079641579,05,009,587
Bradley County,Arkansas,73.9928167351683,05,011,606
Calhoun County,Arkansas,75.0101834551434,05,013,593
Carroll County,Arkansas,76.9212348790936,05,015,600
Chicot County,Arkansas,73.4958825931558,05,017,513
Clark County,Arkansas,75.4277256789478,05,019,588
Clay County,Arkansas,73.4772580278363,05,021,463
Cleburne County,Arkansas,76.4332102428103,05,023,662
Cleveland County,Arkansas,75.3899386050606,05,025,620
Columbia County,Arkansas,74.4778597853245,05,027,573
Conway County,Arkansas,75.3211173537385,05,029,613
Craighead County,Arkansas,76.1849034187585,05,031,648
Crawford County,Arkansas,75.6323094688717,05,033,581
Crittenden County,Arkansas,73.0807663455022,05,035,693
Cross County,Arkansas,73.6102929568663,05,037,641
Dallas County,Arkansas,73.9447963982835,05,039,454
Desha County,Arkansas,73.1929803551693,05,041,553
Drew County,Arkansas,75.6142342376879,05,043,599
Faulkner County,Arkansas,76.874980748974,05,045,713
Franklin County,Arkansas,74.8461541973117,05,047,572
Fulton County,Arkansas,75.4429142733183,05,049,469
Garland County,Arkansas,75.0982760087787,05,051,717
Grant County,Arkansas,75.6273873667791,05,053,715
Greene County,Arkansas,74.4557946872778,05,055,634
Hempstead County,Arkansas,75.0798934829681,05,057,573
Hot Spring County,Arkansas,74.7699312058851,05,059,632
Howard County,Arkansas,74.3104978429413,05,061,552
Independence County,Arkansas,75.55292051348,05,063,589
Izard County,Arkansas,75.6857060417369,05,065,530
Jackson County,Arkansas,73.5645257013294,05,067,536
Jefferson County,Arkansas,73.8804417043154,05,069,650
Johnson County,Arkansas,76.0679421315981,05,071,600
Lafayette County,Arkansas,73.9732457610778,05,073,472
Lawrence County,Arkansas,74.1944235430574,05,075,516
Lee County,Arkansas,73.6656526371685,05,077,538
Lincoln County,Arkansas,75.6620100556507,05,079,567
Little River County,Arkansas,74.1904867610063,05,081,502
Logan County,Arkansas,74.7110052677721,05,083,511
Lonoke County,Arkansas,75.2681135595378,05,085,688
Madison County,Arkansas,75.5147457725886,05,087,584
Marion County,Arkansas,75.4990392659523,05,089,558
Miller County,Arkansas,74.9160232473299,05,091,680
Mississippi County,Arkansas,72.3314425790971,05,093,616
Monroe County,Arkansas,72.9273164936148,05,095,517
Montgomery County,Arkansas,76.1909321334472,05,097,569
Nevada County,Arkansas,74.3108502571174,05,099,614
Newton County,Arkansas,77.0546342078252,05,101,332
Ouachita County,Arkansas,73.4215539603755,05,103,566
Perry County,Arkansas,75.3566377146712,05,105,585
Phillips County,Arkansas,71.143137921812,05,107,586
Pike County,Arkansas,75.3219856286797,05,109,486
Poinsett County,Arkansas,71.7436296549771,05,111,498
Polk County,Arkansas,75.1706027573073,05,113,526
Pope County,Arkansas,76.5312262614872,05,115,633
Prairie County,Arkansas,75.5040076219309,05,117,477
Pulaski County,Arkansas,76.2155838234668,05,119,770
Randolph County,Arkansas,74.8295050145305,05,121,455
Saint Francis County,Arkansas,74.2143402022178,05,123,599
Saline County,Arkansas,77.2702721854195,05,125,787
Scott County,Arkansas,75.4264942209673,05,127,533
Searcy County,Arkansas,75.8170342561347,05,129,433
Sebastian County,Arkansas,75.9063008139938,05,131,621
Sevier County,Arkansas,74.8024916114451,05,133,521
Sharp County,Arkansas,74.4068059903225,05,135,581
Stone County,Arkansas,76.4746383103692,05,137,472
Union County,Arkansas,73.3950491276234,05,139,604
Van Buren County,Arkansas,76.3377657708152,05,141,579
Washington County,Arkansas,77.9667709462642,05,143,690
White County,Arkansas,75.4804389196206,05,145,620
Woodruff County,Arkansas,72.9704729972146,05,147,427
Yell County,Arkansas,74.6982071723465,05,149,524
Alameda County,California,81.7395666265102,06,001,1289
Alpine County,California,78.7968439851636,06,003,1018
Amador County,California,79.7223050305829,06,005,1006
Butte County,California,78.0043483458703,06,007,890
Calaveras County,California,79.7276449490236,06,009,1061
Colusa County,California,80.1885672391631,06,011,923
Contra Costa County,California,81.5819673902927,06,013,1365
Del Norte County,California,75.9485446226768,06,015,914
El Dorado County,California,81.1333632533598,06,017,1090
Fresno County,California,78.6280024400332,06,019,875
Glenn County,California,78.0902335149727,06,021,720
Humboldt County,California,77.0385176745656,06,023,889
Imperial County,California,81.0040782496188,06,025,744
Inyo County,California,79.2667613009441,06,027,829
Kern County,California,77.4190857391695,06,029,885
Kings County,California,79.4568073221703,06,031,871
Lake County,California,75.3296236176337,06,033,900
Lassen County,California,78.5887276747557,06,035,867
Los Angeles County,California,81.513727949983,06,037,1204
Madera County,California,78.9675915817164,06,039,914
Marin County,California,84.1641989359273,06,041,1628
Mariposa County,California,80.3362251688537,06,043,866
Mendocino County,California,78.6500830383081,06,045,953
Merced County,California,78.6838148179829,06,047,860
Modoc County,California,77.8998017368993,06,049,633
Mono County,California,85.128377239051,06,051,1118
Monterey County,California,81.9185117287455,06,053,1209
Napa County,California,81.0720024251202,06,055,1350
Nevada County,California,81.2593934799348,06,057,1217
Orange County,California,82.3839819579677,06,059,1498
Placer County,California,81.4678387425728,06,061,1242
Plumas County,California,78.5189520450344,06,063,799
Riverside County,California,80.4402769706343,06,065,1168
Sacramento County,California,79.132092350364,06,067,1024
San Benito County,California,81.8444776151262,06,069,1233
San Bernardino County,California,78.6487652383866,06,071,1102
San Diego County,California,81.4679164471467,06,073,1300
San Francisco County,California,82.485751145669,06,075,1488
San Joaquin County,California,78.2220036604945,06,077,1026
San Luis Obispo County,California,81.2489637100771,06,079,1211
San Mateo County,California,83.4967990283785,06,081,1602
Santa Barbara County,California,81.7882481086712,06,083,1340
Santa Clara County,California,83.500114935863,06,085,1566
Santa Cruz County,California,81.5626211749038,06,087,1385
Shasta County,California,76.0662043800792,06,089,919
Sierra County,California,79.0329351185959,06,091,1040
Siskiyou County,California,76.7979664249462,06,093,802
Solano County,California,79.6800244647687,06,095,1264
Sonoma County,California,81.1485223965982,06,097,1265
Stanislaus County,California,77.9770812106916,06,099,992
Sutter County,California,78.7426896341866,06,101,889
Tehama County,California,77.9506792628036,06,103,821
Trinity County,California,76.9955672863657,06,105,758
Tulare County,California,78.2025078803788,06,107,821
Tuolumne County,California,79.044258406196,06,109,919
Ventura County,California,81.7761931721516,06,111,1470
Yolo County,California,80.7386624179938,06,113,1082
Yuba County,California,75.9458062203812,06,115,863
Alamosa County,Colorado,76.4616841387818,08,003,586
Archuleta County,Colorado,81.4870439008997,08,007,913
Baca County,Colorado,77.2704980116003,08,009,508
Bent County,Colorado,75.9350821641372,08,011,635
Chaffee County,Colorado,81.3491483892739,08,015,818
Cheyenne County,Colorado,79.6023492108261,08,017,508
Clear Creek County,Colorado,81.7821524704633,08,019,803
Conejos County,Colorado,77.0258356905695,08,021,526
Costilla County,Colorado,77.4765309356295,08,023,669
Crowley County,Colorado,77.8467351587918,08,025,583
Custer County,Colorado,81.3160951778407,08,027,685
Delta County,Colorado,78.5857114920751,08,029,797
Dolores County,Colorado,79.6818226875829,08,033,738
Douglas County,Colorado,83.398137452493,08,035,1273
Eagle County,Colorado,87.8651173312628,08,037,1196
Elbert County,Colorado,81.2848837662553,08,039,1085
El Paso County,Colorado,79.5325202986677,08,041,910
Fremont County,Colorado,77.2534699163747,08,043,713
Garfield County,Colorado,80.6723210779454,08,045,1129
Gilpin County,Colorado,80.5058523843539,08,047,1029
Grand County,Colorado,83.3911146189488,08,049,957
Gunnison County,Colorado,82.5765389495522,08,051,844
Huerfano County,Colorado,76.886483043344,08,055,744
Jackson County,Colorado,79.8747254930755,08,057,717
Kiowa County,Colorado,77.8278281310628,08,061,661
Kit Carson County,Colorado,78.7539822578827,08,063,612
Lake County,Colorado,80.838132827301,08,065,858
La Plata County,Colorado,81.8467654951257,08,067,1012
Larimer County,Colorado,81.5278668733351,08,069,973
Las Animas County,Colorado,76.7407696975048,08,071,711
Lincoln County,Colorado,79.4178092826071,08,073,647
Logan County,Colorado,79.0949385769402,08,075,617
Mesa County,Colorado,78.7674543057644,08,077,842
Moffat County,Colorado,78.3930826953069,08,081,724
Montezuma County,Colorado,77.5115724550133,08,083,700
Montrose County,Colorado,79.6067950700064,08,085,848
Morgan County,Colorado,78.3030515948637,08,087,695
Otero County,Colorado,75.7111807102341,08,089,630
Ouray County,Colorado,84.2222044140032,08,091,1102
Park County,Colorado,82.4733990891643,08,093,1180
Phillips County,Colorado,80.1194776987327,08,095,595
Pitkin County,Colorado,89.6648153256682,08,097,1377
Prowers County,Colorado,76.8340804383445,08,099,541
Pueblo County,Colorado,77.094553026069,08,101,736
Rio Blanco County,Colorado,79.3559610492821,08,103,755
Rio Grande County,Colorado,77.1676477578974,08,105,604
Routt County,Colorado,83.0289544645963,08,107,1160
Saguache County,Colorado,80.3484813709541,08,109,626
San Miguel County,Colorado,85.3741700410346,08,113,1127
Sedgwick County,Colorado,78.1950772359603,08,115,514
Summit County,Colorado,89.9631891686862,08,117,1142
Teller County,Colorado,80.4486314426082,08,119,868
Washington County,Colorado,79.9994991153517,08,121,575
Yuma County,Colorado,79.1559316064511,08,125,562
Adams County,Colorado,80.114402788454,08,001,967
Arapahoe County,Colorado,80.114402788454,08,005,981
Boulder County,Colorado,80.114402788454,08,013,1113
Broomfield County,Colorado,80.114402788454,08,014,1165
Denver County,Colorado,80.114402788454,08,031,883
Jefferson County,Colorado,80.114402788454,08,059,979
Weld County,Colorado,80.114402788454,08,123,835
Fairfield County,Connecticut,82.361563205464,09,001,1302
Hartford County,Connecticut,80.45268370516,09,003,974
Litchfield County,Connecticut,80.6126221620776,09,005,926
Middlesex County,Connecticut,81.2500528358246,09,007,1007
New Haven County,Connecticut,80.1729267704691,09,009,1060
New London County,Connecticut,80.1491336655257,09,011,1012
Tolland County,Connecticut,81.786493464423,09,013,1017
Windham County,Connecticut,79.1337741835024,09,015,863
Kent County,Delaware,77.6499786880756,10,001,945
New Castle County,Delaware,78.7647932114062,10,003,1025
Sussex County,Delaware,78.6763072946828,10,005,954
Alachua County,Florida,78.7919425921797,12,001,886
Baker County,Florida,75.5212181623326,12,003,705
Bay County,Florida,76.4660813157135,12,005,932
Bradford County,Florida,76.1902715953288,12,007,635
Brevard County,Florida,78.3330796870858,12,009,899
Broward County,Florida,80.5650531347463,12,011,1171
Calhoun County,Florida,75.6943342878028,12,013,573
Charlotte County,Florida,80.4284537804809,12,015,912
Citrus County,Florida,76.4681482910462,12,017,790
Clay County,Florida,77.9259215123163,12,019,1013
Collier County,Florida,84.3190295276291,12,021,1020
Columbia County,Florida,75.5977790791096,12,023,765
Miami-Dade County,Florida,81.1234565201074,12,086,1085
DeSoto County,Florida,79.7087112323078,12,027,693
Dixie County,Florida,75.2446510785173,12,029,618
Duval County,Florida,76.5390715004831,12,031,935
Escambia County,Florida,75.8996052771069,12,033,869
Flagler County,Florida,79.5278588605028,12,035,1039
Franklin County,Florida,76.2687045965907,12,037,694
Gadsden County,Florida,75.7781182334425,12,039,690
Gilchrist County,Florida,76.9549182859829,12,041,793
Glades County,Florida,80.8626224515423,12,043,720
Gulf County,Florida,76.7041030080508,12,045,813
Hamilton County,Florida,76.2504227694229,12,047,606
Hardee County,Florida,79.0372669912688,12,049,677
Hendry County,Florida,77.9010640777765,12,051,753
Hernando County,Florida,77.3010243498065,12,053,885
Highlands County,Florida,79.3108383100278,12,055,719
Hillsborough County,Florida,78.7344657791495,12,057,952
Holmes County,Florida,74.3769076881332,12,059,602
Indian River County,Florida,80.5353504178124,12,061,854
Jackson County,Florida,75.6572242778723,12,063,619
Jefferson County,Florida,77.105237152819,12,065,696
Lafayette County,Florida,76.9386335655433,12,067,655
Lake County,Florida,79.4075989109908,12,069,946
Lee County,Florida,81.6434872180073,12,071,943
Leon County,Florida,79.5046507466643,12,073,923
Levy County,Florida,75.2648595949867,12,075,685
Liberty County,Florida,76.2864345782619,12,077,576
Madison County,Florida,75.3802096490306,12,079,651
Manatee County,Florida,80.6401375278797,12,081,933
Marion County,Florida,77.2193842479713,12,083,822
Martin County,Florida,81.6918626898687,12,085,939
Monroe County,Florida,79.6572423356517,12,087,1367
Nassau County,Florida,77.6273796286286,12,089,958
Okaloosa County,Florida,78.0243619781617,12,091,1001
Okeechobee County,Florida,76.6928309950686,12,093,687
Orange County,Florida,79.907746185422,12,095,1022
Osceola County,Florida,79.4141527712853,12,097,1030
Palm Beach County,Florida,81.9478048279696,12,099,1149
Pasco County,Florida,77.8138523845587,12,101,911
Pinellas County,Florida,78.6699666288068,12,103,947
Polk County,Florida,78.3866007118166,12,105,862
Putnam County,Florida,74.824728147007,12,107,634
Saint Johns County,Florida,81.0314147503521,12,109,1073
Saint Lucie County,Florida,79.7759103073056,12,111,1006
Santa Rosa County,Florida,77.9439581693406,12,113,1003
Sarasota County,Florida,81.4743257016792,12,115,1003
Seminole County,Florida,80.4267833401531,12,117,1046
Sumter County,Florida,81.3091282658141,12,119,827
Suwannee County,Florida,75.6351396305189,12,121,669
Taylor County,Florida,75.867327971606,12,123,569
Union County,Florida,69.0842926635716,12,125,588
Volusia County,Florida,77.4474098595231,12,127,898
Wakulla County,Florida,76.5579235348067,12,129,858
Walton County,Florida,77.7370870344531,12,131,970
Washington County,Florida,74.4336357205743,12,133,597
Appling County,Georgia,74.9345343621424,13,001,524
Atkinson County,Georgia,73.9687683772182,13,003,436
Bacon County,Georgia,73.5924839273872,13,005,572
Baker County,Georgia,77.6093613310299,13,007,471
Baldwin County,Georgia,76.3589481043216,13,009,686
Banks County,Georgia,76.9206951845027,13,011,681
Barrow County,Georgia,76.568775709694,13,013,894
Bartow County,Georgia,76.2401395708099,13,015,786
Ben Hill County,Georgia,73.713227095883,13,017,591
Berrien County,Georgia,75.4720784517024,13,019,484
Bibb County,Georgia,73.9123435117015,13,021,736
Bleckley County,Georgia,76.1132929655014,13,023,635
Brantley County,Georgia,74.8752724973373,13,025,498
Brooks County,Georgia,75.4456931980419,13,027,584
Bryan County,Georgia,76.2090812741944,13,029,1076
Bulloch County,Georgia,77.1197815582943,13,031,717
Burke County,Georgia,73.6781476098738,13,033,567
Butts County,Georgia,74.1140850897095,13,035,807
Calhoun County,Georgia,75.2998074781914,13,037,496
Camden County,Georgia,77.7735434870564,13,039,886
Candler County,Georgia,74.0567782956218,13,043,538
Carroll County,Georgia,75.2022873519906,13,045,793
Catoosa County,Georgia,77.9247757438196,13,047,705
Charlton County,Georgia,76.7697615807727,13,049,706
Chatham County,Georgia,77.5184797541465,13,051,926
Chattahoochee County,Georgia,76.84255932623,13,053,1212
Chattooga County,Georgia,73.8317108439486,13,055,566
Cherokee County,Georgia,79.7496679472048,13,057,998
Clarke County,Georgia,78.2615876465466,13,059,774
Clay County,Georgia,74.8432062452083,13,061,553
Clayton County,Georgia,76.7325719862389,13,063,881
Clinch County,Georgia,73.408491917808,13,065,466
Cobb County,Georgia,79.9283366661823,13,067,974
Coffee County,Georgia,75.2157891526563,13,069,545
Colquitt County,Georgia,75.0860049176497,13,071,574
Columbia County,Georgia,80.1160154662685,13,073,1044
Cook County,Georgia,74.7696432807423,13,075,664
Coweta County,Georgia,78.2106345028716,13,077,928
Crawford County,Georgia,76.58022808544,13,079,690
Crisp County,Georgia,75.6681687717805,13,081,582
Dade County,Georgia,75.3966077791311,13,083,667
Dawson County,Georgia,77.8413801559133,13,085,959
Decatur County,Georgia,74.7688125394424,13,087,598
DeKalb County,Georgia,79.3320318728214,13,089,970
Dodge County,Georgia,75.6240895589048,13,091,559
Dooly County,Georgia,78.270500402471,13,093,531
Dougherty County,Georgia,75.1444111594597,13,095,689
Douglas County,Georgia,77.2553994583244,13,097,918
Early County,Georgia,74.1746109809755,13,099,551
Echols County,Georgia,77.6281901979393,13,101,679
Effingham County,Georgia,76.4578448594999,13,103,924
Elbert County,Georgia,74.9297782306706,13,105,620
Emanuel County,Georgia,73.1875806317402,13,107,576
Evans County,Georgia,75.1835484789051,13,109,571
Fannin County,Georgia,76.688033522143,13,111,634
Fayette County,Georgia,80.7802913886552,13,113,1090
Floyd County,Georgia,75.4551048703234,13,115,697
Forsyth County,Georgia,81.2375145242419,13,117,1141
Franklin County,Georgia,74.5581372850625,13,119,597
Fulton County,Georgia,78.4328501920243,13,121,971
Gilmer County,Georgia,78.1821220728799,13,123,699
Glascock County,Georgia,74.0702002494758,13,125,474
Glynn County,Georgia,77.1794930798449,13,127,823
Gordon County,Georgia,75.8399271754514,13,129,664
Grady County,Georgia,76.151119404243,13,131,713
Greene County,Georgia,77.7320535995304,13,133,660
Gwinnett County,Georgia,80.4465430438862,13,135,1002
Habersham County,Georgia,77.6419958353258,13,137,659
Hall County,Georgia,78.7457723645131,13,139,844
Hancock County,Georgia,76.1199783068919,13,141,666
Haralson County,Georgia,73.553644831127,13,143,721
Harris County,Georgia,79.2890077652842,13,145,893
Hart County,Georgia,77.1294577753602,13,147,546
Heard County,Georgia,75.2250279243881,13,149,641
Henry County,Georgia,77.2668197628104,13,151,1061
Houston County,Georgia,77.5707003222215,13,153,818
Irwin County,Georgia,75.5319125492145,13,155,616
Jackson County,Georgia,76.1779796658862,13,157,775
Jasper County,Georgia,76.2323285378843,13,159,758
Jeff Davis County,Georgia,73.7586459215342,13,161,459
Jefferson County,Georgia,73.2040306163978,13,163,555
Jenkins County,Georgia,74.1817912893906,13,165,505
Johnson County,Georgia,76.4532268359357,13,167,465
Jones County,Georgia,78.2209896513889,13,169,812
Lamar County,Georgia,74.9977890915742,13,171,645
Lanier County,Georgia,75.5325124997842,13,173,646
Laurens County,Georgia,74.949039342625,13,175,605
Lee County,Georgia,77.5265837874481,13,177,939
Liberty County,Georgia,76.8668130027685,13,179,914
Lincoln County,Georgia,76.2155783286932,13,181,508
Long County,Georgia,78.3991318448588,13,183,710
Lowndes County,Georgia,76.2453956744472,13,185,776
Lumpkin County,Georgia,78.0597439768539,13,187,840
McDuffie County,Georgia,74.41963111247,13,189,607
McIntosh County,Georgia,79.4457187215119,13,191,578
Macon County,Georgia,74.3211885630731,13,193,540
Madison County,Georgia,75.8992950836721,13,195,646
Marion County,Georgia,76.7225770981052,13,197,495
Meriwether County,Georgia,74.8538276665634,13,199,713
Miller County,Georgia,74.1545691223151,13,201,587
Mitchell County,Georgia,75.188921032314,13,205,565
Monroe County,Georgia,77.4406245257145,13,207,703
Montgomery County,Georgia,75.5819616344513,13,209,529
Morgan County,Georgia,77.5545771533365,13,211,901
Murray County,Georgia,75.1415400042245,13,213,652
Muscogee County,Georgia,74.9242055218078,13,215,807
Newton County,Georgia,76.388924256193,13,217,962
Oconee County,Georgia,80.4602667100514,13,219,862
Oglethorpe County,Georgia,78.1537582497183,13,221,715
Paulding County,Georgia,78.5126316183096,13,223,997
Peach County,Georgia,74.5309944327822,13,225,647
Pickens County,Georgia,77.550434569024,13,227,781
Pierce County,Georgia,75.1711946674867,13,229,531
Pike County,Georgia,76.0207025888261,13,231,850
Polk County,Georgia,73.7433236411906,13,233,660
Pulaski County,Georgia,77.8146750421041,13,235,523
Putnam County,Georgia,77.2313879034576,13,237,695
Quitman County,Georgia,75.7144452783848,13,239,624
Rabun County,Georgia,77.6420387387985,13,241,718
Randolph County,Georgia,76.2313513334328,13,243,622
Richmond County,Georgia,74.1469853140117,13,245,763
Rockdale County,Georgia,77.993058268219,13,247,943
Schley County,Georgia,77.7098948093512,13,249,570
Screven County,Georgia,74.8304509951324,13,251,541
Seminole County,Georgia,74.6911176414227,13,253,613
Spalding County,Georgia,74.6289363569151,13,255,773
Stephens County,Georgia,73.7317044967219,13,257,593
Stewart County,Georgia,75.0193609662896,13,259,476
Sumter County,Georgia,75.156794709651,13,261,608
Talbot County,Georgia,75.511691587113,13,263,557
Taliaferro County,Georgia,75.3022962480459,13,265,488
Tattnall County,Georgia,75.1143036933765,13,267,535
Taylor County,Georgia,75.260771305812,13,269,543
Telfair County,Georgia,77.4247551182069,13,271,514
Terrell County,Georgia,74.7927648235851,13,273,548
Thomas County,Georgia,75.6966995509426,13,275,690
Tift County,Georgia,75.5183458913149,13,277,612
Toombs County,Georgia,74.5016680010016,13,279,552
Towns County,Georgia,77.8096190210474,13,281,664
Treutlen County,Georgia,75.5570515870392,13,283,521
Troup County,Georgia,75.5421973131973,13,285,733
Turner County,Georgia,73.9949974109107,13,287,603
Twiggs County,Georgia,74.7504143091318,13,289,587
Union County,Georgia,78.4431060150389,13,291,607
Upson County,Georgia,73.8239867759287,13,293,661
Walker County,Georgia,75.146113334525,13,295,637
Walton County,Georgia,76.4762884017935,13,297,839
Ware County,Georgia,74.3664506333277,13,299,646
Warren County,Georgia,74.6068506784789,13,301,543
Washington County,Georgia,75.9518689818148,13,303,554
Wayne County,Georgia,74.5789591949201,13,305,637
Webster County,Georgia,78.5644449816301,13,307,584
Wheeler County,Georgia,76.6997760319894,13,309,476
White County,Georgia,78.6768410271151,13,311,759
Whitfield County,Georgia,77.1393039770506,13,313,677
Wilcox County,Georgia,75.4152159689189,13,315,470
Wilkes County,Georgia,75.4420838618787,13,317,569
Wilkinson County,Georgia,74.2698826356033,13,319,572
Worth County,Georgia,76.3997307975324,13,321,616
Hawaii County,Hawaii,80.220476067836,15,001,1049
Honolulu County,Hawaii,81.5098024961717,15,003,1467
Kauai County,Hawaii,81.3406011310605,15,007,1239
Kalawao County,Hawaii,81.5307117939943,15,005,850
Maui County,Hawaii,81.5307117939943,15,009,1291
Ada County,Idaho,80.6881503004562,16,001,833
Adams County,Idaho,80.7777420258914,16,003,565
Bannock County,Idaho,77.4589642648081,16,005,614
Bear Lake County,Idaho,78.9388732153243,16,007,559
Benewah County,Idaho,76.0132440616116,16,009,605
Bingham County,Idaho,78.1041722486079,16,011,605
Blaine County,Idaho,84.2882722036719,16,013,932
